,QUARTER,TIME_REMAINING,PHOENIX_ACTION,PHILADELPHIA_ACTION,PHOENIX_SCORE,PHILADELPHIA_SCORE
374,4,10:32.0,Turnover by E. Bledsoe (bad pass),,75,94
375,4,10:19.0,,H. Thompson makes 3-pt jump shot from 24 ft (assist by J. Embiid),75,97
376,4,10:18.0,Phoenix full timeout,,75,97
377,4,10:07.0,A. Len makes 2-pt layup from 2 ft (assist by E. Bledsoe),,77,97
378,4,10:07.0,Shooting foul by H. Thompson (drawn by A. Len),,77,97
379,4,10:07.0,A. Len misses free throw 1 of 1,,77,97
380,4,10:06.0,,Defensive rebound by J. Embiid,77,97
381,4,9:55.0,,Shooting foul by B. Knight (drawn by T. McConnell),77,97
382,4,9:55.0,,T. McConnell makes free throw 1 of 2,77,98
383,4,9:55.0,,T. McConnell misses free throw 2 of 2,77,98
384,4,9:54.0,Defensive rebound by A. Len,,77,98
385,4,9:45.0,B. Knight misses 2-pt jump shot from 19 ft,,77,98
386,4,9:44.0,Offensive rebound by E. Bledsoe,,77,98
387,4,9:40.0,D. Booker misses 3-pt jump shot from 25 ft,,77,98
388,4,9:40.0,Offensive rebound by E. Bledsoe,,77,98
389,4,9:37.0,E. Bledsoe misses 2-pt jump shot from 17 ft,,77,98
390,4,9:35.0,,Defensive rebound by J. Embiid,77,98
391,4,9:34.0,,Personal foul by A. Len (drawn by J. Embiid),77,98
392,4,9:17.0,,H. Thompson makes 3-pt jump shot from 23 ft (assist by D. Šarić),77,101
393,4,9:04.0,Turnover by E. Bledsoe (bad pass; steal by T. McConnell),,77,101
394,4,8:56.0,M. Chriss enters the game for P. Tucker,,77,101
395,4,8:56.0,T. Ulis enters the game for A. Len,,77,101
396,4,8:56.0,A. Williams enters the game for D. Booker,,77,101
397,4,8:56.0,D. Bender enters the game for B. Knight,,77,101
398,4,8:56.0,,Turnover by T. McConnell (step out of bounds),77,101
399,4,8:46.0,M. Chriss misses 3-pt jump shot from 25 ft,,77,101
400,4,8:44.0,,Defensive rebound by H. Thompson,77,101
401,4,8:32.0,,J. Embiid makes 2-pt jump shot from 17 ft (assist by T. McConnell),77,103
402,4,8:20.0,Personal foul by H. Thompson (drawn by A. Williams),,77,103
403,4,8:16.0,T. Ulis misses 2-pt jump shot from 17 ft,,77,103
404,4,8:15.0,,Defensive rebound by N. Stauskas,77,103
405,4,8:06.0,,D. Šarić misses 3-pt jump shot from 28 ft,77,103
406,4,8:05.0,Defensive rebound by A. Williams,,77,103
407,4,7:45.0,D. Bender misses 3-pt jump shot from 25 ft,,77,103
408,4,7:44.0,Offensive rebound by A. Williams,,77,103
409,4,7:42.0,A. Williams makes 2-pt layup from 2 ft,,79,103
410,4,7:28.0,,Personal foul by A. Williams (drawn by J. Embiid),79,103
411,4,7:28.0,,R. Holmes enters the game for J. Embiid,79,103
412,4,7:14.0,,Shooting foul by M. Chriss (drawn by D. Šarić),79,103
413,4,7:14.0,,D. Šarić makes free throw 1 of 2,79,104
414,4,7:14.0,,D. Šarić makes free throw 2 of 2,79,105
415,4,6:58.0,E. Bledsoe makes 2-pt jump shot from 8 ft,,81,105
416,4,6:47.0,,R. Holmes misses 2-pt jump shot from 18 ft,81,105
417,4,6:46.0,Defensive rebound by Team,,81,105
418,4,6:46.0,D. Jones enters the game for E. Bledsoe,,81,105
419,4,6:35.0,Shooting foul by T. McConnell (drawn by T. Ulis),,81,105
420,4,6:35.0,T. Ulis makes free throw 1 of 2,,82,105
421,4,6:35.0,T. Ulis makes free throw 2 of 2,,83,105
422,4,6:35.0,,Philadelphia full timeout,83,105
423,4,6:27.0,,Turnover by T. McConnell (bad pass),83,105
424,4,6:21.0,Turnover by M. Chriss (bad pass; steal by T. McConnell),,83,105
425,4,6:15.0,,D. Šarić makes 2-pt dunk at rim (assist by T. McConnell),83,107
426,4,6:03.0,Personal foul by R. Holmes (drawn by A. Williams),,83,107
427,4,6:03.0,A. Williams misses free throw 1 of 2,,83,107
428,4,6:03.0,Offensive rebound by Team,,83,107
429,4,6:03.0,A. Williams makes free throw 2 of 2,,84,107
430,4,5:40.0,,N. Stauskas makes 3-pt jump shot from 24 ft,84,110
431,4,5:30.0,Turnover by D. Bender (traveling),,84,110
432,4,5:30.0,,S. Rodríguez enters the game for T. McConnell,84,110
433,4,5:11.0,,H. Thompson makes 3-pt jump shot from 23 ft (assist by D. Šarić),84,113
434,4,4:56.0,T. Ulis makes 2-pt jump shot from 19 ft,,86,113
435,4,4:37.0,,Shooting foul by T. Ulis (drawn by R. Holmes),86,113
436,4,4:37.0,,Violation by Team (jump ball),86,113
437,4,4:37.0,,R. Holmes makes free throw 1 of 2,86,114
438,4,4:37.0,,R. Holmes misses free throw 2 of 2,86,114
439,4,4:37.0,,T. Luwawu-Cabarrot enters the game for N. Stauskas,86,114
440,4,4:36.0,Defensive rebound by A. Williams,,86,114
441,4,4:17.0,M. Chriss makes 3-pt jump shot from 24 ft (assist by T. Ulis),,89,114
442,4,4:08.0,,Turnover by S. Rodríguez (bad pass; steal by A. Williams),89,114
443,4,4:05.0,A. Williams makes 2-pt dunk at rim,,91,114
444,4,4:05.0,,Philadelphia full timeout,91,114
445,4,4:05.0,J. Jenkins enters the game for D. Jones,,91,114
446,4,3:42.0,,H. Thompson misses 2-pt jump shot from 16 ft,91,114
447,4,3:41.0,Defensive rebound by A. Williams,,91,114
448,4,3:23.0,J. Jenkins misses 2-pt jump shot from 20 ft,,91,114
449,4,3:22.0,,Defensive rebound by S. Rodríguez,91,114
450,4,3:08.0,,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft (block by D. Bender),91,114
451,4,3:07.0,Defensive rebound by T. Ulis,,91,114
452,4,3:01.0,M. Chriss makes 3-pt jump shot from 24 ft (assist by T. Ulis),,94,114
453,4,2:52.0,,R. Holmes makes 2-pt dunk at rim (assist by T. Luwawu-Cabarrot),94,116
454,4,2:16.0,T. Ulis makes 2-pt jump shot from 13 ft,,96,116
455,4,2:09.0,,S. Rodríguez misses 2-pt jump shot from 21 ft,96,116
456,4,2:08.0,Defensive rebound by A. Williams,,96,116
457,4,2:00.0,Shooting foul by R. Holmes (drawn by A. Williams),,96,116
458,4,2:00.0,A. Williams misses free throw 1 of 2,,96,116
459,4,2:00.0,Offensive rebound by Team,,96,116
460,4,2:00.0,A. Williams makes free throw 2 of 2,,97,116
461,4,1:51.0,,H. Thompson misses 3-pt jump shot from 26 ft,97,116
462,4,1:50.0,Defensive rebound by J. Jenkins,,97,116
463,4,1:45.0,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Jenkins),,97,116
464,4,1:45.0,J. Jenkins makes free throw 1 of 2,,98,116
465,4,1:45.0,J. Jenkins makes free throw 2 of 2,,99,116
466,4,1:38.0,,T. Luwawu-Cabarrot misses 2-pt dunk at rim (block by A. Williams),99,116
467,4,1:37.0,Defensive rebound by Team,,99,116
468,4,1:29.0,T. Ulis misses 2-pt jump shot from 15 ft,,99,116
469,4,1:28.0,,Defensive rebound by D. Šarić,99,116
470,4,1:21.0,,Turnover by S. Rodríguez (bad pass; steal by A. Williams),99,116
471,4,1:18.0,A. Williams makes 2-pt layup from 1 ft,,101,116
472,4,0:59.0,,Turnover by H. Thompson (bad pass; steal by T. Ulis),101,116
473,4,0:55.0,D. Bender makes 2-pt layup from 1 ft (assist by T. Ulis),,103,116
474,4,0:55.0,Shooting foul by D. Šarić (drawn by D. Bender),,103,116
475,4,0:55.0,D. Bender misses free throw 1 of 1,,103,116
476,4,0:55.0,,Defensive rebound by R. Holmes,103,116
477,4,0:44.0,,H. Thompson makes 2-pt dunk at rim (assist by R. Holmes),103,118
478,4,0:40.0,M. Chriss misses 3-pt jump shot from 26 ft,,103,118
479,4,0:39.0,,Defensive rebound by D. Šarić,103,118
480,4,0:25.0,,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by S. Rodríguez),103,120
481,4,0:12.0,M. Chriss misses 3-pt jump shot from 25 ft,,103,120
482,4,0:11.0,Offensive rebound by A. Williams,,103,120
483,4,0:08.0,A. Williams makes 2-pt jump shot from 9 ft,,105,120
