,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MEMPHIS_ACTION,OKLAHOMA CITY_SCORE,MEMPHIS_SCORE
225,2,0:59.0,,Offensive rebound by T. Allen,38,53
226,2,0:59.0,,T. Allen misses 2-pt layup from 1 ft,38,53
227,2,0:57.0,Defensive rebound by S. Adams,,38,53
228,2,0:52.0,R. Westbrook misses 3-pt jump shot from 25 ft,,38,53
229,2,0:48.0,Offensive rebound by R. Westbrook,,38,53
230,2,0:43.0,S. Adams misses 2-pt layup from 1 ft,,38,53
231,2,0:40.0,,Defensive rebound by J. Ennis,38,53
232,2,0:40.0,,T. Allen makes 2-pt layup from 1 ft (assist by J. Ennis),38,55
233,2,0:29.0,S. Adams misses 2-pt dunk at rim (block by M. Gasol),,38,55
234,2,0:29.0,Offensive rebound by S. Adams,,38,55
235,2,0:29.0,Shooting foul by M. Gasol (drawn by S. Adams),,38,55
236,2,0:29.0,S. Adams misses free throw 1 of 2,,38,55
237,2,0:29.0,Offensive rebound by Team,,38,55
238,2,0:29.0,S. Adams makes free throw 2 of 2,,39,55
239,2,0:28.0,,Memphis full timeout,39,55
240,2,0:28.0,D. Sabonis enters the game for S. Adams,,39,55
241,2,0:28.0,,V. Carter enters the game for T. Allen,39,55
242,2,0:08.0,,A. Harrison misses 2-pt layup from 1 ft,39,55
243,2,0:07.0,,Offensive rebound by A. Harrison,39,55
244,2,0:06.0,,Z. Randolph misses 3-pt jump shot from 23 ft,39,55
245,2,0:04.0,Defensive rebound by A. Roberson,,39,55
246,3,11:42.0,R. Westbrook misses 2-pt layup from 2 ft (block by M. Gasol),,39,55
247,3,11:42.0,Offensive rebound by S. Adams,,39,55
248,3,11:39.0,Personal foul by A. Harrison (drawn by R. Westbrook),,39,55
249,3,11:23.0,A. Morrow misses 3-pt jump shot from 26 ft,,39,55
250,3,11:23.0,,Defensive rebound by Team,39,55
251,3,11:16.0,,Personal foul by R. Westbrook (drawn by A. Harrison),39,55
252,3,11:08.0,,Shooting foul by D. Sabonis (drawn by J. Green),39,55
253,3,11:08.0,,J. Green makes free throw 1 of 2,39,56
254,3,11:08.0,Violation by A. Roberson (lane),,39,56
255,3,11:08.0,,J. Green misses free throw 2 of 2,39,56
256,3,11:06.0,Defensive rebound by R. Westbrook,,39,56
257,3,10:55.0,A. Morrow makes 2-pt jump shot from 8 ft (assist by D. Sabonis),,41,56
258,3,10:42.0,,M. Gasol misses 2-pt jump shot from 8 ft,41,56
259,3,10:40.0,Defensive rebound by A. Roberson,,41,56
260,3,10:34.0,E. Freedom enters the game for D. Sabonis,,41,56
261,3,10:28.0,Personal foul by J. Green (drawn by E. Freedom),,41,56
262,3,10:22.0,A. Roberson makes 2-pt layup from 2 ft (assist by S. Adams),,43,56
263,3,10:00.0,,C. Parsons misses 2-pt jump shot from 10 ft (block by S. Adams),43,56
264,3,9:59.0,Defensive rebound by S. Adams,,43,56
265,3,9:52.0,R. Westbrook makes 2-pt jump shot from 22 ft,,45,56
266,3,9:40.0,,Personal foul by A. Morrow (drawn by M. Gasol),45,56
267,3,9:33.0,,Personal foul by R. Westbrook (drawn by A. Harrison),45,56
268,3,9:21.0,,Turnover by T. Allen (bad pass; steal by A. Roberson),45,56
269,3,9:04.0,Turnover by S. Adams (3 sec),,45,56
270,3,8:44.0,,A. Harrison misses 2-pt jump shot from 17 ft,45,56
271,3,8:43.0,Defensive rebound by Team,,45,56
272,3,8:31.0,R. Westbrook misses 3-pt jump shot from 26 ft,,45,56
273,3,8:30.0,,Defensive rebound by M. Gasol,45,56
274,3,8:09.0,,M. Gasol makes 2-pt jump shot from 11 ft,45,58
275,3,7:38.0,R. Westbrook misses 3-pt jump shot from 27 ft,,45,58
276,3,7:37.0,,Defensive rebound by T. Allen,45,58
277,3,7:23.0,,J. Green makes 3-pt jump shot from 24 ft (assist by C. Parsons),45,61
278,3,7:03.0,Turnover by S. Adams (bad pass),,45,61
279,3,6:46.0,,M. Gasol misses 2-pt jump shot from 12 ft,45,61
280,3,6:45.0,,Offensive rebound by T. Allen,45,61
281,3,6:41.0,,Shooting foul by A. Roberson (drawn by J. Green),45,61
282,3,6:41.0,,J. Green misses free throw 1 of 2,45,61
283,3,6:41.0,,Offensive rebound by Team,45,61
284,3,6:41.0,Technical foul by R. Westbrook,,45,61
285,3,6:41.0,Technical foul by R. Westbrook,,45,61
286,3,6:41.0,,M. Gasol misses technical free throw,45,61
287,3,6:41.0,,Offensive rebound by Team,45,61
288,3,6:41.0,,M. Gasol makes technical free throw,45,62
289,3,6:41.0,S. Christon enters the game for R. Westbrook,,45,61
290,3,6:41.0,,J. Green makes free throw 2 of 2,45,63
291,3,6:22.0,E. Freedom misses 2-pt jump shot from 5 ft (block by M. Gasol),,45,63
292,3,6:22.0,,Defensive rebound by Team,45,63
293,3,6:22.0,,J. Ennis enters the game for C. Parsons,45,63
294,3,6:04.0,,M. Gasol makes 2-pt hook shot from 8 ft,45,65
295,3,5:49.0,S. Adams misses 2-pt layup from 1 ft,,45,65
296,3,5:47.0,,Defensive rebound by M. Gasol,45,65
297,3,5:35.0,Offensive charge foul by A. Harrison (drawn by S. Adams),,45,65
298,3,5:35.0,,Turnover by A. Harrison (offensive foul),45,65
299,3,5:35.0,,Memphis full timeout,45,65
300,3,5:35.0,Á. Abrines enters the game for S. Adams,,45,65
301,3,5:35.0,J. Lauvergne enters the game for A. Morrow,,45,65
302,3,5:20.0,Turnover by J. Lauvergne (bad pass),,45,65
303,3,5:02.0,,M. Gasol misses 2-pt jump shot from 20 ft,45,65
304,3,5:01.0,Defensive rebound by Á. Abrines,,45,65
305,3,4:53.0,Shooting foul by J. Green (drawn by E. Freedom),,45,65
306,3,4:53.0,E. Freedom makes free throw 1 of 2,,46,65
307,3,4:53.0,E. Freedom makes free throw 2 of 2,,47,65
308,3,4:35.0,,M. Gasol makes 2-pt layup from 1 ft,47,67
309,3,4:22.0,Shooting foul by T. Allen (drawn by Á. Abrines),,47,67
310,3,4:22.0,Á. Abrines makes free throw 1 of 2,,48,67
311,3,4:22.0,,V. Carter enters the game for T. Allen,48,67
312,3,4:22.0,,Z. Randolph enters the game for J. Green,48,67
313,3,4:22.0,Á. Abrines makes free throw 2 of 2,,49,67
314,3,4:00.0,,M. Gasol misses 2-pt jump shot from 7 ft,49,67
315,3,4:00.0,Defensive rebound by E. Freedom,,49,67
316,3,3:47.0,E. Freedom makes 2-pt layup from 1 ft,,51,67
317,3,3:24.0,,Z. Randolph makes 2-pt jump shot from 14 ft,51,69
318,3,3:10.0,J. Lauvergne misses 3-pt jump shot from 25 ft,,51,69
319,3,3:09.0,,Defensive rebound by M. Gasol,51,69
320,3,2:48.0,,M. Gasol misses 3-pt jump shot from 26 ft,51,69
321,3,2:47.0,Defensive rebound by A. Roberson,,51,69
322,3,2:41.0,A. Roberson misses 2-pt jump shot from 4 ft (block by V. Carter),,51,69
323,3,2:41.0,Offensive rebound by Team,,51,69
324,3,2:41.0,Oklahoma City full timeout,,51,69
325,3,2:41.0,J. Grant enters the game for A. Roberson,,51,69
326,3,2:36.0,E. Freedom makes 2-pt layup from 2 ft,,53,69
327,3,2:36.0,Shooting foul by M. Gasol (drawn by E. Freedom),,53,69
328,3,2:36.0,E. Freedom makes free throw 1 of 1,,54,69
329,3,2:21.0,,Shooting foul by J. Lauvergne (drawn by M. Gasol),54,69
330,3,2:21.0,,M. Gasol makes free throw 1 of 2,54,70
331,3,2:21.0,,M. Gasol makes free throw 2 of 2,54,71
332,3,2:08.0,J. Grant misses 2-pt layup from 2 ft (block by A. Harrison),,54,71
333,3,2:08.0,Offensive rebound by Team,,54,71
334,3,2:05.0,E. Freedom makes 2-pt jump shot from 22 ft (assist by S. Christon),,56,71
335,3,1:48.0,,Shooting foul by S. Christon (drawn by A. Harrison),56,71
336,3,1:48.0,,A. Harrison makes free throw 1 of 2,56,72
337,3,1:48.0,,A. Harrison makes free throw 2 of 2,56,73
338,3,1:29.0,E. Freedom makes 2-pt layup from 2 ft,,58,73
339,3,1:10.0,,M. Gasol misses 2-pt jump shot from 10 ft,58,73
340,3,1:09.0,Defensive rebound by E. Freedom,,58,73
341,3,0:50.0,Á. Abrines misses 3-pt jump shot from 25 ft,,58,73
342,3,0:49.0,Offensive rebound by Team,,58,73
343,3,0:49.0,,Loose ball foul by M. Gasol (drawn by E. Freedom),58,73
344,3,0:49.0,E. Freedom makes free throw 1 of 2,,59,73
345,3,0:49.0,E. Freedom misses free throw 2 of 2,,59,73
346,3,0:49.0,,T. Allen enters the game for A. Harrison,59,73
347,3,0:48.0,,Defensive rebound by Z. Randolph,59,73
348,3,0:26.0,,M. Gasol makes 2-pt hook shot from 10 ft (assist by V. Carter),59,75
349,3,0:07.0,Shooting foul by T. Allen (drawn by Á. Abrines),,59,75
350,3,0:07.0,Á. Abrines makes free throw 1 of 2,,60,75
351,3,0:07.0,,T. Daniels enters the game for M. Gasol,60,75
352,3,0:07.0,,A. Harrison enters the game for T. Allen,60,75
353,3,0:07.0,Á. Abrines makes free throw 2 of 2,,61,75
354,3,0:01.0,,A. Harrison makes 3-pt jump shot from 26 ft,61,78
355,3,0:00.0,S. Christon misses 3-pt jump shot from 66 ft,,61,78
356,3,0:00.0,Offensive rebound by Team,,61,78
357,4,11:45.0,,Z. Randolph makes 2-pt jump shot from 13 ft,61,80
358,4,11:24.0,Turnover by Á. Abrines (bad pass; steal by T. Allen),,61,80
359,4,11:19.0,,Offensive foul by Z. Randolph (drawn by J. Lauvergne),61,80
360,4,11:19.0,,Turnover by Z. Randolph (offensive foul),61,80
361,4,10:53.0,S. Christon misses 3-pt jump shot from 25 ft,,61,80
362,4,10:53.0,,Defensive rebound by V. Carter,61,80
363,4,10:42.0,,Z. Randolph misses 2-pt jump shot from 12 ft,61,80
364,4,10:38.0,Defensive rebound by E. Freedom,,61,80
365,4,10:32.0,Shooting foul by V. Carter (drawn by J. Grant),,61,80
366,4,10:32.0,J. Grant misses free throw 1 of 2,,61,80
367,4,10:32.0,Offensive rebound by Team,,61,80
368,4,10:32.0,J. Grant makes free throw 2 of 2,,62,80
369,4,10:20.0,,T. Daniels makes 2-pt jump shot from 20 ft (assist by Z. Randolph),62,82
370,4,10:00.0,E. Freedom misses 2-pt jump shot from 13 ft,,62,82
371,4,10:00.0,,Defensive rebound by T. Allen,62,82
372,4,9:51.0,,T. Daniels misses 3-pt jump shot from 25 ft,62,82
373,4,9:50.0,Defensive rebound by E. Freedom,,62,82
374,4,9:39.0,Turnover by E. Freedom (bad pass),,62,82
375,4,9:39.0,S. Adams enters the game for J. Lauvergne,,62,82
376,4,9:24.0,,J. Green makes 3-pt jump shot from 26 ft (assist by T. Daniels),62,85
377,4,9:02.0,S. Adams misses 2-pt hook shot from 6 ft,,62,85
378,4,9:00.0,,Defensive rebound by Z. Randolph,62,85
379,4,8:42.0,,Z. Randolph makes 2-pt jump shot from 14 ft,62,87
380,4,8:40.0,Oklahoma City full timeout,,62,87
381,4,8:40.0,D. Sabonis enters the game for E. Freedom,,62,87
382,4,8:40.0,,M. Gasol enters the game for J. Green,62,87
383,4,8:29.0,Turnover by S. Christon (bad pass; steal by V. Carter),,62,87
384,4,8:14.0,,Z. Randolph misses 3-pt jump shot from 25 ft,62,87
385,4,8:14.0,Defensive rebound by S. Adams,,62,87
386,4,7:58.0,Á. Abrines misses 2-pt jump shot from 10 ft,,62,87
387,4,7:58.0,Offensive rebound by Team,,62,87
388,4,7:58.0,,Loose ball foul by V. Carter (drawn by S. Adams),62,87
389,4,7:50.0,Á. Abrines misses 3-pt jump shot from 23 ft,,62,87
390,4,7:49.0,,Defensive rebound by M. Gasol,62,87
391,4,7:25.0,,Z. Randolph misses 2-pt layup from 2 ft (block by J. Grant),62,87
392,4,7:22.0,,Offensive rebound by Z. Randolph,62,87
393,4,7:22.0,,Z. Randolph misses 2-pt layup at rim (block by S. Adams),62,87
394,4,7:18.0,Defensive rebound by S. Adams,,62,87
395,4,7:11.0,D. Sabonis misses 2-pt layup from 1 ft,,62,87
