,QUARTER,TIME_REMAINING,BOSTON_ACTION,ATLANTA_ACTION,BOSTON_SCORE,ATLANTA_SCORE
77,1,2:52.0,J. Brown enters the game for A. Horford,,18,22
78,1,2:52.0,A. Johnson enters the game for A. Bradley,,18,22
79,1,2:52.0,,M. Dunleavy enters the game for T. Hardaway,18,22
80,1,2:46.0,,K. Bazemore makes 2-pt jump shot from 16 ft,18,24
81,1,2:30.0,Turnover by M. Smart (bad pass; steal by K. Bazemore),,18,24
82,1,2:24.0,,T. Prince misses 2-pt layup from 1 ft,18,24
83,1,2:23.0,,Offensive rebound by M. Muscala,18,24
84,1,2:23.0,,M. Muscala misses 2-pt layup from 1 ft,18,24
85,1,2:22.0,Defensive rebound by A. Johnson,,18,24
86,1,2:12.0,Turnover by I. Thomas (lost ball; steal by K. Bazemore),,18,24
87,1,2:04.0,,M. Dunleavy makes 2-pt layup from 1 ft (assist by T. Prince),18,26
88,1,1:54.0,Turnover by A. Johnson (bad pass; steal by K. Bazemore),,18,26
89,1,1:44.0,,M. Muscala misses 3-pt jump shot from 25 ft,18,26
90,1,1:42.0,,Offensive rebound by P. Millsap,18,26
91,1,1:29.0,,P. Millsap makes 2-pt jump shot from 18 ft,18,28
92,1,1:08.0,A. Johnson misses 2-pt layup from 1 ft,,18,28
93,1,1:06.0,,Defensive rebound by P. Millsap,18,28
94,1,1:04.0,,Personal foul by J. Brown (drawn by K. Bazemore),18,28
95,1,1:04.0,,K. Bazemore makes free throw 1 of 2,18,29
96,1,1:04.0,J. Crowder enters the game for I. Thomas,,18,29
97,1,1:04.0,,K. Bazemore makes free throw 2 of 2,18,30
98,1,0:54.0,Turnover by J. Brown (lost ball; steal by P. Millsap),,18,30
99,1,0:49.0,,T. Prince makes 2-pt layup at rim (assist by P. Millsap),18,32
100,1,0:49.0,Boston full timeout,,18,32
101,1,0:36.0,J. Brown misses 2-pt layup from 1 ft (block by M. Dunleavy),,18,32
102,1,0:36.0,Offensive rebound by Team,,18,32
103,1,0:33.0,M. Smart makes 3-pt jump shot from 25 ft (assist by J. Brown),,21,32
104,1,0:14.0,,K. Bazemore misses 2-pt hook shot from 5 ft,21,32
105,1,0:12.0,Defensive rebound by A. Johnson,,21,32
106,1,0:03.0,M. Smart makes 3-pt jump shot from 24 ft,,24,32
107,1,0:00.0,,K. Bazemore misses 3-pt jump shot from 24 ft,24,32
108,1,0:00.0,,Offensive rebound by Team,24,32
109,2,11:48.0,K. Olynyk misses 3-pt jump shot from 24 ft,,24,32
110,2,11:47.0,Offensive rebound by J. Crowder,,24,32
111,2,11:40.0,Turnover by A. Johnson (3 sec),,24,32
112,2,11:30.0,,M. Dunleavy misses 2-pt jump shot from 18 ft,24,32
113,2,11:29.0,Defensive rebound by K. Olynyk,,24,32
114,2,11:14.0,J. Crowder makes 3-pt jump shot from 24 ft,,27,32
115,2,10:56.0,,K. Bazemore makes 2-pt jump shot from 21 ft,27,34
116,2,10:42.0,J. Crowder misses 2-pt layup from 2 ft (block by M. Muscala),,27,34
117,2,10:39.0,,Defensive rebound by K. Bazemore,27,34
118,2,10:35.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by K. Bazemore),27,36
119,2,10:16.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Brown),,30,36
120,2,9:58.0,,K. Bazemore misses 2-pt jump shot from 20 ft,30,36
121,2,9:56.0,Defensive rebound by K. Olynyk,,30,36
122,2,9:50.0,Personal foul by K. Bazemore (drawn by M. Smart),,30,36
123,2,9:50.0,,D. Howard enters the game for M. Muscala,30,36
124,2,9:50.0,,E. İlyasova enters the game for P. Millsap,30,36
125,2,9:50.0,A. Horford enters the game for K. Olynyk,,30,36
126,2,9:37.0,J. Crowder makes 2-pt layup from 2 ft (assist by A. Horford),,32,36
127,2,9:37.0,,Atlanta full timeout,32,36
128,2,9:37.0,,T. Prince enters the game for K. Bazemore,32,36
129,2,9:37.0,,D. Schröder enters the game for M. Dunleavy,32,36
130,2,9:14.0,,E. İlyasova misses 2-pt jump shot from 6 ft (block by M. Smart),32,36
131,2,9:11.0,Defensive rebound by M. Smart,,32,36
132,2,9:03.0,J. Brown makes 3-pt jump shot from 23 ft (assist by A. Horford),,35,36
133,2,8:56.0,,Offensive foul by D. Howard (drawn by A. Johnson),35,36
134,2,8:56.0,,Turnover by D. Howard (offensive foul),35,36
135,2,8:35.0,M. Smart misses 3-pt jump shot from 25 ft,,35,36
136,2,8:34.0,,Defensive rebound by Team,35,36
137,2,8:13.0,,Shooting foul by J. Brown (drawn by D. Howard),35,36
138,2,8:13.0,,D. Howard makes free throw 1 of 2,35,37
139,2,8:13.0,,D. Howard makes free throw 2 of 2,35,38
140,2,8:04.0,Personal foul by D. Schröder (drawn by J. Crowder),,35,38
141,2,7:50.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by M. Smart),,38,38
142,2,7:35.0,,Shooting foul by A. Horford (drawn by T. Prince),38,38
143,2,7:35.0,,T. Prince makes free throw 1 of 2,38,39
144,2,7:35.0,A. Bradley enters the game for J. Brown,,38,39
145,2,7:35.0,,T. Prince makes free throw 2 of 2,38,40
146,2,7:12.0,A. Bradley misses 2-pt jump shot from 21 ft,,38,40
147,2,7:10.0,,Defensive rebound by D. Howard,38,40
148,2,7:02.0,,T. Hardaway makes 2-pt jump shot from 21 ft,38,42
149,2,6:49.0,M. Smart makes 3-pt jump shot from 24 ft (assist by A. Johnson),,41,42
150,2,6:32.0,,D. Schröder makes 2-pt jump shot from 18 ft (assist by T. Hardaway),41,44
151,2,6:17.0,A. Bradley makes 2-pt layup at rim (assist by A. Johnson),,43,44
152,2,6:17.0,Shooting foul by D. Howard (drawn by A. Bradley),,43,44
153,2,6:17.0,I. Thomas enters the game for M. Smart,,43,44
154,2,6:17.0,,K. Bazemore enters the game for D. Schröder,43,44
155,2,6:17.0,,P. Millsap enters the game for D. Howard,43,44
156,2,6:17.0,K. Olynyk enters the game for A. Johnson,,43,44
157,2,6:17.0,A. Bradley makes free throw 1 of 1,,44,44
158,2,6:05.0,,P. Millsap makes 2-pt jump shot from 17 ft,44,46
159,2,5:42.0,K. Olynyk misses 3-pt jump shot from 25 ft,,44,46
160,2,5:41.0,,Defensive rebound by E. İlyasova,44,46
161,2,5:38.0,,Turnover by E. İlyasova (bad pass),44,46
162,2,5:38.0,Official timeout,,44,46
163,2,5:25.0,J. Crowder misses 3-pt jump shot from 25 ft,,44,46
164,2,5:22.0,,Defensive rebound by P. Millsap,44,46
165,2,5:14.0,Violation by A. Horford (def goaltending),,44,46
166,2,5:14.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by T. Prince),44,48
167,2,5:01.0,I. Thomas misses 2-pt jump shot from 11 ft,,44,48
168,2,4:58.0,,Defensive rebound by T. Prince,44,48
169,2,4:49.0,,Personal foul by A. Horford (drawn by P. Millsap),44,48
170,2,4:49.0,,M. Muscala enters the game for E. İlyasova,44,48
171,2,4:49.0,,J. Calderón enters the game for T. Hardaway,44,48
172,2,4:49.0,A. Johnson enters the game for A. Horford,,44,48
173,2,4:49.0,M. Smart enters the game for J. Crowder,,44,48
174,2,4:39.0,,T. Prince makes 3-pt jump shot from 24 ft (assist by P. Millsap),44,51
175,2,4:19.0,I. Thomas misses 2-pt layup at rim,,44,51
176,2,4:17.0,,Defensive rebound by M. Muscala,44,51
177,2,4:12.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by J. Calderón),44,54
178,2,4:11.0,Boston full timeout,,44,54
179,2,4:11.0,,E. İlyasova enters the game for P. Millsap,44,54
180,2,3:54.0,K. Olynyk misses 3-pt jump shot from 24 ft,,44,54
181,2,3:53.0,Offensive rebound by I. Thomas,,44,54
182,2,3:50.0,I. Thomas makes 2-pt jump shot from 9 ft,,46,54
183,2,3:34.0,,Shooting foul by K. Olynyk (drawn by T. Prince),46,54
184,2,3:34.0,,T. Prince makes free throw 1 of 2,46,55
185,2,3:34.0,,T. Prince makes free throw 2 of 2,46,56
186,2,3:24.0,A. Bradley misses 2-pt jump shot from 20 ft,,46,56
187,2,3:23.0,,Defensive rebound by J. Calderón,46,56
188,2,3:11.0,,T. Prince misses 3-pt jump shot from 23 ft,46,56
189,2,3:09.0,,Offensive rebound by M. Muscala,46,56
190,2,3:09.0,,M. Muscala makes 2-pt layup at rim,46,58
191,2,3:00.0,I. Thomas makes 2-pt jump shot from 17 ft (assist by M. Smart),,48,58
192,2,3:00.0,Shooting foul by K. Bazemore (drawn by I. Thomas),,48,58
193,2,3:00.0,J. Crowder enters the game for A. Johnson,,48,58
194,2,3:00.0,I. Thomas makes free throw 1 of 1,,49,58
195,2,2:48.0,,T. Prince misses 2-pt layup from 2 ft,49,58
196,2,2:46.0,Defensive rebound by M. Smart,,49,58
197,2,2:41.0,J. Crowder makes 2-pt jump shot from 23 ft (assist by M. Smart),,51,58
198,2,2:16.0,,J. Calderón makes 3-pt jump shot from 24 ft (assist by T. Prince),51,61
199,2,2:07.0,Personal foul by E. İlyasova (drawn by I. Thomas),,51,61
200,2,2:07.0,I. Thomas makes free throw 1 of 2,,52,61
201,2,2:07.0,,P. Millsap enters the game for M. Muscala,52,61
202,2,2:07.0,,T. Hardaway enters the game for K. Bazemore,52,61
203,2,2:07.0,A. Johnson enters the game for K. Olynyk,,52,61
204,2,2:07.0,I. Thomas makes free throw 2 of 2,,53,61
205,2,1:54.0,,P. Millsap makes 2-pt jump shot from 12 ft,53,63
206,2,1:41.0,I. Thomas misses 2-pt layup from 1 ft,,53,63
207,2,1:39.0,,Defensive rebound by T. Hardaway,53,63
208,2,1:25.0,,P. Millsap misses 2-pt jump shot from 17 ft,53,63
209,2,1:23.0,,Offensive rebound by E. İlyasova,53,63
210,2,1:23.0,,Shooting foul by M. Smart (drawn by E. İlyasova),53,63
211,2,1:23.0,,E. İlyasova makes free throw 1 of 2,53,64
212,2,1:23.0,,E. İlyasova makes free throw 2 of 2,53,65
213,2,1:05.0,M. Smart misses 3-pt jump shot from 23 ft,,53,65
214,2,1:05.0,,Defensive rebound by Team,53,65
215,2,1:05.0,Loose ball foul by A. Johnson (drawn by P. Millsap),,53,65
216,2,1:05.0,,P. Millsap makes free throw 1 of 2,53,66
217,2,1:05.0,,P. Millsap makes free throw 2 of 2,53,67
218,2,0:49.0,Shooting block foul by E. İlyasova (drawn by I. Thomas),,53,67
219,2,0:49.0,I. Thomas makes free throw 1 of 2,,54,67
220,2,0:49.0,,M. Muscala enters the game for E. İlyasova,54,67
221,2,0:49.0,I. Thomas makes free throw 2 of 2,,55,67
222,2,0:33.0,,T. Hardaway misses 3-pt jump shot from 25 ft,55,67
223,2,0:33.0,,Offensive rebound by T. Prince,55,67
224,2,0:33.0,,T. Prince makes 2-pt dunk at rim,55,69
225,2,0:24.0,Turnover by A. Bradley (bad pass),,55,69
226,2,0:24.0,J. Brown enters the game for I. Thomas,,55,69
227,2,0:04.0,,T. Hardaway misses 2-pt layup from 1 ft,55,69
228,2,0:04.0,,Offensive rebound by P. Millsap,55,69
229,2,0:04.0,,P. Millsap makes 2-pt dunk at rim,55,71
230,2,0:00.0,M. Smart misses 3-pt jump shot from 26 ft,,55,71
231,2,0:00.0,Offensive rebound by Team,,55,71
232,3,11:42.0,A. Horford misses 2-pt jump shot from 13 ft,,55,71
233,3,11:39.0,,Defensive rebound by D. Schröder,55,71
234,3,11:23.0,,D. Schröder misses 2-pt layup from 1 ft (block by A. Horford),55,71
235,3,11:22.0,,Offensive rebound by Team,55,71
236,3,11:17.0,,D. Howard misses 2-pt jump shot from 18 ft,55,71
237,3,11:16.0,Defensive rebound by A. Horford,,55,71
238,3,11:09.0,A. Horford misses 2-pt jump shot from 15 ft,,55,71
239,3,11:07.0,,Defensive rebound by D. Howard,55,71
240,3,10:57.0,,Shooting foul by A. Johnson (drawn by T. Hardaway),55,71
241,3,10:57.0,,T. Hardaway misses free throw 1 of 2,55,71
242,3,10:57.0,,Offensive rebound by Team,55,71
243,3,10:57.0,,T. Hardaway misses free throw 2 of 2,55,71
244,3,10:56.0,Defensive rebound by A. Johnson,,55,71
245,3,10:44.0,I. Thomas misses 3-pt jump shot from 24 ft,,55,71
246,3,10:42.0,,Defensive rebound by D. Howard,55,71
247,3,10:26.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by E. İlyasova),55,74
248,3,10:07.0,I. Thomas makes 3-pt jump shot from 24 ft (assist by A. Johnson),,58,74
249,3,9:48.0,,T. Hardaway misses 2-pt jump shot from 11 ft,58,74
250,3,9:45.0,,Offensive rebound by T. Hardaway,58,74
251,3,9:43.0,,T. Hardaway misses 2-pt jump shot from 4 ft,58,74
252,3,9:43.0,,Offensive rebound by Team,58,74
253,3,9:43.0,,Personal foul by A. Johnson (drawn by D. Howard),58,74
254,3,9:33.0,,E. İlyasova misses 2-pt layup from 1 ft,58,74
255,3,9:31.0,,Offensive rebound by E. İlyasova,58,74
256,3,9:30.0,,E. İlyasova makes 2-pt layup from 1 ft,58,76
257,3,9:17.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by A. Johnson),,61,76
258,3,8:58.0,,E. İlyasova misses 3-pt jump shot from 24 ft,61,76
259,3,8:57.0,Defensive rebound by J. Crowder,,61,76
260,3,8:54.0,Offensive foul by A. Horford (drawn by E. İlyasova),,61,76
261,3,8:54.0,Turnover by A. Horford (offensive foul),,61,76
262,3,8:54.0,K. Olynyk enters the game for A. Johnson,,61,76
263,3,8:34.0,,T. Hardaway misses 2-pt jump shot from 18 ft,61,76
264,3,8:34.0,,Offensive rebound by Team,61,76
265,3,8:34.0,Loose ball foul by J. Crowder (drawn by E. İlyasova),,61,76
266,3,8:34.0,J. Jerebko enters the game for K. Olynyk,,61,76
267,3,8:28.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by D. Schröder),61,79
268,3,8:09.0,J. Crowder makes 2-pt layup from 1 ft,,63,79
269,3,7:58.0,,D. Howard makes 2-pt hook shot from 2 ft,63,81
270,3,7:49.0,A. Bradley misses 3-pt jump shot from 24 ft,,63,81
271,3,7:48.0,,Defensive rebound by D. Schröder,63,81
272,3,7:32.0,,D. Howard makes 2-pt hook shot from 1 ft (assist by T. Hardaway),63,83
273,3,7:08.0,A. Horford misses 2-pt jump shot from 7 ft,,63,83
274,3,7:06.0,Offensive rebound by J. Jerebko,,63,83
275,3,7:06.0,,Violation by D. Howard (def goaltending),63,83
276,3,7:06.0,A. Horford makes 2-pt jump shot from 5 ft (assist by J. Jerebko),,65,83
277,3,6:56.0,,Shooting foul by A. Horford (drawn by D. Howard),65,83
278,3,6:56.0,,D. Howard misses free throw 1 of 2,65,83
279,3,6:56.0,,Offensive rebound by Team,65,83
280,3,6:56.0,,D. Howard misses free throw 2 of 2,65,83
281,3,6:56.0,A. Johnson enters the game for A. Horford,,65,83
282,3,6:55.0,Defensive rebound by A. Bradley,,65,83
283,3,6:39.0,J. Jerebko misses 3-pt jump shot from 24 ft,,65,83
284,3,6:36.0,Offensive rebound by A. Johnson,,65,83
285,3,6:36.0,Personal foul by T. Hardaway (drawn by A. Johnson),,65,83
286,3,6:36.0,,P. Millsap enters the game for E. İlyasova,65,83
287,3,6:31.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by J. Crowder),,68,83
288,3,6:27.0,,Personal take foul by J. Jerebko (drawn by D. Howard),68,83
289,3,6:27.0,,D. Howard makes free throw 1 of 2,68,84
290,3,6:27.0,,K. Bazemore enters the game for D. Schröder,68,84
291,3,6:27.0,,D. Howard makes free throw 2 of 2,68,85
292,3,6:17.0,Shooting foul by D. Howard (drawn by I. Thomas),,68,85
293,3,6:17.0,I. Thomas makes free throw 1 of 2,,69,85
294,3,6:17.0,M. Smart enters the game for J. Crowder,,69,85
295,3,6:17.0,,D. Schröder enters the game for T. Prince,69,85
296,3,6:17.0,I. Thomas makes free throw 2 of 2,,70,85
297,3,6:05.0,,D. Howard makes 2-pt dunk at rim (assist by P. Millsap),70,87
298,3,5:45.0,Turnover by J. Jerebko (bad pass; steal by P. Millsap),,70,87
299,3,5:39.0,,Turnover by T. Hardaway (bad pass; steal by M. Smart),70,87
300,3,5:32.0,I. Thomas misses 2-pt jump shot from 8 ft,,70,87
301,3,5:31.0,Offensive rebound by J. Jerebko,,70,87
302,3,5:30.0,J. Jerebko makes 2-pt layup from 1 ft,,72,87
303,3,5:30.0,,Atlanta full timeout,72,87
304,3,5:30.0,,M. Muscala enters the game for D. Howard,72,87
305,3,5:17.0,,Turnover by D. Schröder (bad pass; steal by A. Bradley),72,87
306,3,4:55.0,M. Smart misses 2-pt jump shot from 10 ft,,72,87
307,3,4:52.0,,Defensive rebound by K. Bazemore,72,87
308,3,4:38.0,,K. Bazemore misses 2-pt jump shot from 21 ft,72,87
309,3,4:35.0,Defensive rebound by A. Johnson,,72,87
310,3,4:28.0,Turnover by I. Thomas (bad pass),,72,87
311,3,4:28.0,K. Olynyk enters the game for A. Johnson,,72,87
312,3,4:19.0,,P. Millsap makes 2-pt jump shot from 12 ft,72,89
313,3,4:02.0,M. Smart makes 3-pt jump shot from 23 ft (assist by I. Thomas),,75,89
314,3,3:49.0,,D. Schröder makes 2-pt jump shot from 17 ft,75,91
315,3,3:49.0,,Shooting foul by I. Thomas (drawn by D. Schröder),75,91
316,3,3:49.0,,D. Schröder makes free throw 1 of 1,75,92
317,3,3:41.0,Personal foul by K. Bazemore (drawn by K. Olynyk),,75,92
318,3,3:41.0,,T. Prince enters the game for T. Hardaway,75,92
319,3,3:41.0,J. Brown enters the game for A. Bradley,,75,92
320,3,3:33.0,I. Thomas makes 2-pt layup from 1 ft (assist by J. Jerebko),,77,92
321,3,3:21.0,,Turnover by T. Prince (bad pass; steal by M. Smart),77,92
322,3,3:14.0,I. Thomas misses 3-pt jump shot from 25 ft,,77,92
323,3,3:12.0,,Defensive rebound by Team,77,92
324,3,2:57.0,,K. Bazemore makes 2-pt layup from 2 ft,77,94
325,3,2:46.0,Turnover by I. Thomas (lost ball; steal by K. Bazemore),,77,94
326,3,2:45.0,,Personal foul by M. Smart (drawn by K. Bazemore),77,94
327,3,2:45.0,Boston full timeout,,77,94
328,3,2:45.0,,K. Bazemore misses free throw 1 of 2,77,94
329,3,2:45.0,,Offensive rebound by Team,77,94
330,3,2:45.0,J. Crowder enters the game for I. Thomas,,77,94
331,3,2:45.0,G. Green enters the game for J. Jerebko,,77,94
332,3,2:45.0,,K. Bazemore makes free throw 2 of 2,77,95
333,3,2:35.0,J. Crowder misses 2-pt jump shot from 19 ft,,77,95
334,3,2:33.0,,Defensive rebound by P. Millsap,77,95
335,3,2:24.0,,Shooting foul by M. Smart (drawn by P. Millsap),77,95
336,3,2:24.0,,Violation by Team (jump ball),77,95
337,3,2:24.0,,P. Millsap makes free throw 1 of 2,77,96
338,3,2:24.0,,P. Millsap misses free throw 2 of 2,77,96
339,3,2:23.0,Defensive rebound by K. Olynyk,,77,96
340,3,2:10.0,Shooting block foul by K. Bazemore (drawn by J. Brown),,77,96
341,3,2:10.0,J. Brown makes free throw 1 of 2,,78,96
342,3,2:10.0,,T. Hardaway enters the game for K. Bazemore,78,96
343,3,2:10.0,J. Brown makes free throw 2 of 2,,79,96
344,3,1:57.0,,P. Millsap misses 2-pt jump shot from 17 ft,79,96
345,3,1:55.0,Defensive rebound by K. Olynyk,,79,96
346,3,1:46.0,J. Brown makes 2-pt jump shot from 17 ft (assist by G. Green),,81,96
347,3,1:26.0,,Turnover by P. Millsap (bad pass; steal by M. Smart),81,96
348,3,1:23.0,Personal foul by T. Prince (drawn by M. Smart),,81,96
349,3,1:23.0,M. Smart makes free throw 1 of 2,,82,96
350,3,1:23.0,M. Smart misses free throw 2 of 2,,82,96
351,3,1:21.0,,Defensive rebound by P. Millsap,82,96
352,3,1:07.0,,D. Schröder misses 2-pt layup from 2 ft,82,96
353,3,1:05.0,Defensive rebound by K. Olynyk,,82,96
354,3,0:56.0,K. Olynyk makes 2-pt layup from 1 ft (assist by M. Smart),,84,96
355,3,0:33.0,,P. Millsap makes 3-pt jump shot from 23 ft (assist by T. Prince),84,99
356,3,0:30.0,J. Crowder makes 2-pt layup from 1 ft (assist by M. Smart),,86,99
357,3,0:14.0,,Turnover by T. Prince (traveling),86,99
358,3,0:14.0,,D. Bembry enters the game for D. Schröder,86,99
359,3,0:14.0,I. Thomas enters the game for G. Green,,86,99
360,3,0:00.0,M. Smart makes 3-pt jump shot from 24 ft (assist by J. Brown),,89,99
361,4,11:43.0,,Turnover by K. Bazemore (bad pass; steal by J. Crowder),89,99
362,4,11:41.0,Shooting foul by P. Millsap (drawn by J. Crowder),,89,99
363,4,11:41.0,J. Crowder misses free throw 1 of 2,,89,99
364,4,11:41.0,Offensive rebound by Team,,89,99
365,4,11:41.0,J. Crowder makes free throw 2 of 2,,90,99
366,4,11:27.0,,P. Millsap makes 2-pt jump shot from 11 ft (assist by T. Hardaway),90,101
367,4,11:14.0,Personal foul by K. Bazemore (drawn by M. Smart),,90,101
368,4,11:14.0,,D. Schröder enters the game for K. Bazemore,90,101
369,4,11:10.0,K. Olynyk misses 2-pt jump shot from 15 ft,,90,101
370,4,11:10.0,Offensive rebound by Team,,90,101
371,4,11:10.0,,Loose ball foul by T. Prince (drawn by J. Crowder),90,101
372,4,11:00.0,M. Smart misses 3-pt jump shot from 25 ft,,90,101
373,4,10:57.0,,Defensive rebound by T. Hardaway,90,101
374,4,10:52.0,,T. Prince misses 2-pt layup from 2 ft,90,101
375,4,10:49.0,Defensive rebound by K. Olynyk,,90,101
376,4,10:44.0,Shooting foul by M. Muscala (drawn by J. Crowder),,90,101
377,4,10:44.0,J. Crowder makes free throw 1 of 2,,91,101
378,4,10:44.0,J. Crowder misses free throw 2 of 2,,91,101
379,4,10:42.0,,Defensive rebound by M. Muscala,91,101
380,4,10:20.0,,D. Schröder misses 2-pt layup from 2 ft,91,101
381,4,10:18.0,,Offensive rebound by T. Prince,91,101
382,4,10:16.0,,P. Millsap misses 3-pt jump shot from 25 ft,91,101
383,4,10:16.0,,Offensive rebound by Team,91,101
