,QUARTER,TIME_REMAINING,DALLAS_ACTION,SACRAMENTO_ACTION,DALLAS_SCORE,SACRAMENTO_SCORE
102,2,11:44.0,Defensive rebound by A. Hammons,,17,22
103,2,11:32.0,Turnover by A. Hammons (lost ball),,17,22
104,2,11:21.0,,Turnover by L. Galloway (bad pass; steal by J. Uthoff),17,22
105,2,11:05.0,J. Uthoff misses 2-pt jump shot from 15 ft,,17,22
106,2,11:03.0,,Defensive rebound by S. Labissière,17,22
107,2,10:55.0,,Turnover by L. Galloway (lost ball),17,22
108,2,10:46.0,J. Barea misses 3-pt jump shot from 26 ft,,17,22
109,2,10:46.0,,Defensive rebound by B. McLemore,17,22
110,2,10:32.0,,G. Papagiannis makes 2-pt hook shot from 8 ft,17,24
111,2,10:21.0,A. Hammons misses 3-pt jump shot from 25 ft,,17,24
112,2,10:21.0,Offensive rebound by J. Uthoff,,17,24
113,2,10:18.0,J. Uthoff makes 2-pt layup from 4 ft,,19,24
114,2,9:57.0,,G. Papagiannis makes 2-pt jump shot from 13 ft (assist by G. Temple),19,26
115,2,9:48.0,D. Harris makes 2-pt layup from 4 ft (assist by J. Barea),,21,26
116,2,9:36.0,,Turnover by G. Papagiannis (lost ball; steal by D. Finney-Smith),21,26
117,2,9:32.0,D. Finney-Smith makes 2-pt dunk at rim,,23,26
118,2,9:14.0,,Turnover by G. Temple (bad pass),23,26
119,2,8:58.0,Turnover by J. Uthoff (lost ball; steal by G. Temple),,23,26
120,2,8:56.0,,Shooting foul by D. Harris (drawn by B. McLemore),23,26
121,2,8:56.0,Official timeout,,23,26
122,2,8:56.0,,B. McLemore makes free throw 1 of 2,23,27
123,2,8:56.0,N. Brussino enters the game for J. Barea,,23,26
124,2,8:56.0,Y. Ferrell enters the game for D. Harris,,23,26
125,2,8:56.0,,W. Cauley-Stein enters the game for G. Papagiannis,23,26
126,2,8:56.0,,B. McLemore misses free throw 2 of 2,23,27
127,2,8:55.0,Defensive rebound by A. Hammons,,23,27
128,2,8:42.0,J. Uthoff misses 2-pt jump shot from 19 ft,,23,27
129,2,8:40.0,,Defensive rebound by L. Galloway,23,27
130,2,8:19.0,,G. Temple misses 3-pt jump shot from 26 ft,23,27
131,2,8:19.0,Defensive rebound by A. Hammons,,23,27
132,2,8:11.0,J. Uthoff misses 2-pt jump shot from 18 ft,,23,27
133,2,8:10.0,,Defensive rebound by G. Temple,23,27
134,2,7:56.0,,G. Temple misses 2-pt layup from 2 ft (block by A. Hammons),23,27
135,2,7:55.0,Defensive rebound by A. Hammons,,23,27
136,2,7:53.0,Turnover by N. Brussino (lost ball; steal by B. McLemore),,23,27
137,2,7:42.0,,Shooting foul by N. Brussino (drawn by S. Labissière),23,27
138,2,7:42.0,,S. Labissière makes free throw 1 of 2,23,28
139,2,7:42.0,,T. Evans enters the game for G. Temple,23,28
140,2,7:42.0,H. Barnes enters the game for A. Hammons,,23,28
141,2,7:42.0,N. Noel enters the game for J. Uthoff,,23,28
142,2,7:42.0,,S. Labissière makes free throw 2 of 2,23,29
143,2,7:25.0,N. Brussino misses 3-pt jump shot from 26 ft,,23,29
144,2,7:24.0,,Defensive rebound by W. Cauley-Stein,23,29
145,2,7:08.0,,S. Labissière misses 2-pt jump shot from 18 ft,23,29
146,2,7:08.0,Defensive rebound by N. Noel,,23,29
147,2,6:54.0,H. Barnes misses 2-pt jump shot from 18 ft,,23,29
148,2,6:53.0,,Defensive rebound by S. Labissière,23,29
149,2,6:30.0,,B. McLemore misses 2-pt jump shot from 6 ft (block by D. Finney-Smith),23,29
150,2,6:29.0,Defensive rebound by N. Noel,,23,29
151,2,6:17.0,Y. Ferrell misses 3-pt jump shot from 23 ft,,23,29
152,2,6:16.0,Offensive rebound by N. Brussino,,23,29
153,2,6:00.0,Turnover by D. Finney-Smith (bad pass; steal by S. Labissière),,23,29
154,2,5:54.0,,Turnover by T. Evans (bad pass),23,29
155,2,5:54.0,,Sacramento full timeout,23,29
156,2,5:54.0,D. Powell enters the game for D. Finney-Smith,,23,29
157,2,5:45.0,H. Barnes misses 3-pt jump shot from 23 ft,,23,29
158,2,5:44.0,Offensive rebound by N. Noel,,23,29
159,2,5:38.0,H. Barnes makes 2-pt dunk at rim (assist by N. Brussino),,25,29
160,2,5:18.0,,B. McLemore misses 2-pt layup from 5 ft (block by D. Powell),25,29
161,2,5:17.0,,Offensive rebound by S. Labissière,25,29
162,2,5:11.0,,S. Labissière makes 2-pt hook shot from 10 ft,25,31
163,2,5:01.0,Turnover by D. Powell (bad pass; steal by B. McLemore),,25,31
164,2,4:56.0,,L. Galloway misses 2-pt jump shot from 8 ft (block by N. Noel),25,31
165,2,4:56.0,,Offensive rebound by Team,25,31
166,2,4:56.0,,B. Hield enters the game for B. McLemore,25,31
167,2,4:44.0,,Personal foul by D. Powell (drawn by B. Hield),25,31
168,2,4:36.0,,T. Evans misses 2-pt layup from 3 ft,25,31
169,2,4:36.0,Defensive rebound by H. Barnes,,25,31
170,2,4:30.0,Shooting foul by S. Labissière (drawn by D. Powell),,25,31
171,2,4:30.0,D. Powell makes free throw 1 of 2,,26,31
172,2,4:30.0,D. Powell misses free throw 2 of 2,,26,31
173,2,4:30.0,,G. Papagiannis enters the game for S. Labissière,26,31
174,2,4:29.0,,Defensive rebound by W. Cauley-Stein,26,31
175,2,4:09.0,,B. Hield misses 3-pt jump shot from 25 ft,26,31
176,2,4:09.0,Defensive rebound by N. Noel,,26,31
177,2,4:01.0,Personal foul by T. Evans (drawn by H. Barnes),,26,31
178,2,3:53.0,Shooting foul by W. Cauley-Stein (drawn by H. Barnes),,26,31
179,2,3:53.0,H. Barnes makes free throw 1 of 2,,27,31
180,2,3:53.0,H. Barnes makes free throw 2 of 2,,28,31
181,2,3:31.0,,W. Cauley-Stein misses 2-pt jump shot from 6 ft (block by N. Noel),28,31
182,2,3:30.0,,Offensive rebound by B. Hield,28,31
183,2,3:29.0,,B. Hield misses 2-pt jump shot from 6 ft,28,31
184,2,3:29.0,,Offensive rebound by Team,28,31
185,2,3:29.0,,Turnover by Team (shot clock),28,31
186,2,3:10.0,D. Powell misses 3-pt jump shot from 25 ft,,28,31
187,2,3:10.0,Offensive rebound by N. Brussino,,28,31
188,2,3:09.0,Shooting foul by W. Cauley-Stein (drawn by N. Brussino),,28,31
189,2,3:09.0,N. Brussino makes free throw 1 of 2,,29,31
190,2,3:09.0,N. Brussino misses free throw 2 of 2,,29,31
191,2,3:09.0,,G. Temple enters the game for L. Galloway,29,31
192,2,3:08.0,,Defensive rebound by W. Cauley-Stein,29,31
193,2,2:46.0,,Turnover by G. Papagiannis (lost ball; steal by N. Noel),29,31
194,2,2:40.0,N. Noel makes 2-pt dunk at rim (assist by N. Brussino),,31,31
195,2,2:27.0,,B. Hield makes 3-pt jump shot from 25 ft,31,34
196,2,2:12.0,Turnover by Y. Ferrell (bad pass; steal by W. Cauley-Stein),,31,34
197,2,2:10.0,,Turnover by G. Papagiannis (bad pass; steal by N. Brussino),31,34
198,2,2:07.0,Personal foul by G. Papagiannis (drawn by N. Noel),,31,34
199,2,2:07.0,Dallas full timeout,,31,34
200,2,2:07.0,N. Noel makes free throw 1 of 2,,32,34
201,2,2:07.0,,S. Labissière enters the game for W. Cauley-Stein,31,34
202,2,2:07.0,N. Noel makes free throw 2 of 2,,33,34
203,2,1:51.0,,Turnover by B. Hield (traveling),33,34
204,2,1:51.0,A. Hammons enters the game for N. Noel,,33,34
205,2,1:37.0,N. Brussino makes 3-pt jump shot from 26 ft (assist by Y. Ferrell),,36,34
206,2,1:11.0,,B. Hield misses 2-pt jump shot from 22 ft,36,34
207,2,1:10.0,Defensive rebound by D. Powell,,36,34
208,2,1:00.0,Y. Ferrell makes 2-pt jump shot from 16 ft,,38,34
209,2,0:36.0,,S. Labissière misses 2-pt jump shot from 12 ft,38,34
210,2,0:35.0,Defensive rebound by D. Powell,,38,34
211,2,0:14.0,D. Powell misses 3-pt jump shot from 25 ft,,38,34
212,2,0:13.0,,Defensive rebound by G. Temple,38,34
213,2,0:03.0,,Shooting foul by A. Hammons (drawn by T. Evans),38,34
214,2,0:03.0,,T. Evans makes free throw 1 of 2,38,35
215,2,0:03.0,,L. Galloway enters the game for G. Papagiannis,38,35
216,2,0:03.0,,T. Evans makes free throw 2 of 2,38,36
217,2,0:00.0,Y. Ferrell misses 3-pt jump shot from 49 ft,,38,36
218,2,0:00.0,Offensive rebound by Team,,38,36
219,3,11:41.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by B. Hield),38,39
220,3,11:23.0,H. Barnes misses 2-pt hook shot from 6 ft,,38,39
221,3,11:22.0,,Defensive rebound by S. Labissière,38,39
222,3,11:11.0,,S. Labissière misses 2-pt jump shot from 16 ft,38,39
223,3,11:09.0,Defensive rebound by D. Powell,,38,39
224,3,10:57.0,D. Powell makes 3-pt jump shot from 25 ft (assist by N. Brussino),,41,39
225,3,10:44.0,,B. Hield makes 2-pt jump shot from 14 ft,41,41
226,3,10:25.0,Y. Ferrell makes 3-pt jump shot from 26 ft (assist by H. Barnes),,44,41
227,3,10:07.0,,B. Hield makes 3-pt jump shot from 24 ft (assist by T. Evans),44,44
228,3,9:46.0,D. Powell misses 3-pt jump shot from 25 ft,,44,44
229,3,9:45.0,,Defensive rebound by B. Hield,44,44
230,3,9:41.0,,Turnover by S. Labissière (lost ball; steal by N. Noel),44,44
231,3,9:31.0,Turnover by N. Brussino (bad pass; steal by W. Cauley-Stein),,44,44
232,3,9:26.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by S. Labissière),44,46
233,3,9:06.0,N. Brussino misses 2-pt jump shot from 5 ft,,44,46
234,3,9:05.0,,Defensive rebound by T. Evans,44,46
235,3,8:59.0,,T. Evans makes 2-pt layup from 3 ft,44,48
236,3,8:45.0,Y. Ferrell makes 2-pt layup from 4 ft,,46,48
237,3,8:23.0,,W. Cauley-Stein makes 2-pt hook shot from 5 ft,46,50
238,3,8:03.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,46,50
239,3,8:02.0,Offensive rebound by N. Noel,,46,50
240,3,7:59.0,N. Brussino makes 2-pt layup from 3 ft (assist by N. Noel),,48,50
241,3,7:43.0,,W. Cauley-Stein misses 2-pt jump shot from 5 ft,48,50
242,3,7:41.0,Defensive rebound by D. Powell,,48,50
243,3,7:26.0,D. Powell misses 3-pt jump shot from 25 ft,,48,50
244,3,7:25.0,,Defensive rebound by B. Hield,48,50
245,3,7:12.0,,W. Cauley-Stein misses 2-pt jump shot from 4 ft,48,50
246,3,7:11.0,Defensive rebound by N. Noel,,48,50
247,3,6:55.0,H. Barnes misses 2-pt jump shot from 17 ft,,48,50
248,3,6:55.0,,Defensive rebound by W. Cauley-Stein,48,50
249,3,6:34.0,,B. Hield misses 3-pt jump shot from 25 ft,48,50
250,3,6:34.0,Defensive rebound by H. Barnes,,48,50
251,3,6:18.0,N. Brussino makes 2-pt dunk at rim (assist by N. Noel),,50,50
252,3,6:06.0,,T. Evans misses 3-pt jump shot from 25 ft,50,50
253,3,6:06.0,Defensive rebound by N. Noel,,50,50
254,3,5:56.0,N. Noel makes 2-pt dunk at rim (assist by Y. Ferrell),,52,50
255,3,5:56.0,,Sacramento full timeout,52,50
256,3,5:56.0,A. Hammons enters the game for N. Noel,,52,50
257,3,5:38.0,,Shooting foul by Y. Ferrell (drawn by L. Galloway),52,50
258,3,5:38.0,,L. Galloway makes free throw 1 of 2,52,51
259,3,5:38.0,,L. Galloway makes free throw 2 of 2,52,52
260,3,5:23.0,A. Hammons makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),,55,52
261,3,5:02.0,,L. Galloway makes 2-pt jump shot from 10 ft,55,54
262,3,4:37.0,Y. Ferrell misses 2-pt jump shot from 21 ft,,55,54
263,3,4:36.0,,Defensive rebound by T. Evans,55,54
264,3,4:28.0,,T. Evans misses 2-pt layup from 2 ft (block by A. Hammons),55,54
265,3,4:25.0,Defensive rebound by D. Powell,,55,54
266,3,4:21.0,N. Brussino makes 3-pt jump shot from 26 ft (assist by Y. Ferrell),,58,54
267,3,4:07.0,,L. Galloway misses 3-pt jump shot from 25 ft,58,54
268,3,4:06.0,Defensive rebound by N. Brussino,,58,54
269,3,4:02.0,Turnover by Y. Ferrell (traveling),,58,54
270,3,4:02.0,D. Finney-Smith enters the game for Y. Ferrell,,58,54
271,3,4:02.0,,B. McLemore enters the game for S. Labissière,58,54
272,3,4:02.0,,G. Papagiannis enters the game for B. Hield,58,54
273,3,3:53.0,,Turnover by B. McLemore (bad pass; steal by A. Hammons),58,54
274,3,3:45.0,,G. Temple enters the game for L. Galloway,58,54
275,3,3:45.0,Dallas full timeout,,58,54
276,3,3:45.0,D. Harris enters the game for N. Brussino,,58,54
277,3,3:45.0,J. Uthoff enters the game for D. Finney-Smith,,58,54
278,3,3:45.0,J. Barea enters the game for A. Hammons,,58,54
279,3,3:33.0,H. Barnes misses 2-pt jump shot from 19 ft,,58,54
280,3,3:32.0,,Defensive rebound by W. Cauley-Stein,58,54
281,3,3:13.0,,G. Papagiannis misses 2-pt hook shot from 9 ft,58,54
282,3,3:12.0,Defensive rebound by J. Uthoff,,58,54
283,3,3:01.0,H. Barnes makes 3-pt jump shot from 24 ft (assist by D. Harris),,61,54
284,3,2:50.0,,G. Temple makes 2-pt layup from 3 ft (assist by T. Evans),61,56
285,3,2:50.0,,Shooting foul by D. Powell (drawn by G. Temple),61,56
286,3,2:50.0,A. Hammons enters the game for H. Barnes,,61,56
287,3,2:50.0,,G. Temple makes free throw 1 of 1,61,57
288,3,2:32.0,D. Harris makes 3-pt jump shot from 23 ft (assist by J. Barea),,64,57
289,3,2:18.0,,B. McLemore makes 3-pt jump shot from 24 ft,64,60
290,3,2:01.0,A. Hammons misses 2-pt jump shot from 22 ft,,64,60
291,3,2:01.0,,Defensive rebound by B. McLemore,64,60
292,3,1:52.0,,B. McLemore misses 2-pt jump shot from 20 ft,64,60
293,3,1:52.0,Defensive rebound by J. Barea,,64,60
294,3,1:42.0,A. Hammons makes 2-pt dunk at rim (assist by J. Barea),,66,60
295,3,1:31.0,,B. McLemore makes 2-pt dunk at rim,66,62
296,3,1:09.0,D. Powell misses 2-pt jump shot from 7 ft (block by G. Papagiannis),,66,62
297,3,1:07.0,,Defensive rebound by G. Temple,66,62
298,3,1:00.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by G. Temple),66,65
299,3,0:47.0,J. Uthoff misses 3-pt jump shot from 23 ft,,66,65
300,3,0:47.0,,Defensive rebound by W. Cauley-Stein,66,65
301,3,0:43.0,,Turnover by G. Temple (lost ball),66,65
302,3,0:43.0,,S. Labissière enters the game for W. Cauley-Stein,66,65
303,3,0:33.0,J. Barea makes 3-pt jump shot from 26 ft,,69,65
304,3,0:16.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by T. Evans),69,68
305,3,0:00.0,J. Barea misses 3-pt jump shot from 25 ft,,69,68
306,3,0:00.0,Offensive rebound by Team,,69,68
307,4,11:44.0,J. Uthoff makes 2-pt jump shot from 11 ft (assist by D. Harris),,71,68
308,4,11:18.0,,S. Labissière makes 3-pt jump shot from 25 ft (assist by G. Temple),71,71
309,4,11:10.0,Turnover by J. Barea (bad pass; steal by G. Temple),,71,71
310,4,10:54.0,,G. Papagiannis misses 2-pt hook shot from 6 ft,71,71
311,4,10:54.0,Defensive rebound by J. Barea,,71,71
312,4,10:40.0,J. Barea misses 3-pt jump shot from 24 ft,,71,71
313,4,10:39.0,,Defensive rebound by S. Labissière,71,71
314,4,10:37.0,,Turnover by S. Labissière (traveling),71,71
315,4,10:37.0,D. Finney-Smith enters the game for D. Powell,,71,71
316,4,10:23.0,J. Uthoff misses 3-pt jump shot from 26 ft,,71,71
317,4,10:23.0,,Defensive rebound by L. Galloway,71,71
318,4,10:09.0,,G. Papagiannis makes 2-pt dunk at rim (assist by G. Temple),71,73
319,4,9:55.0,N. Brussino enters the game for J. Barea,,71,73
320,4,9:55.0,Y. Ferrell enters the game for D. Harris,,71,73
321,4,9:42.0,A. Hammons misses 3-pt jump shot from 23 ft,,71,73
322,4,9:40.0,Offensive rebound by D. Finney-Smith,,71,73
323,4,9:40.0,D. Finney-Smith makes 2-pt layup from 1 ft,,73,73
324,4,9:23.0,,Turnover by G. Papagiannis (lost ball; steal by N. Brussino),73,73
325,4,9:08.0,N. Brussino misses 3-pt jump shot from 25 ft,,73,73
326,4,9:07.0,,Defensive rebound by G. Papagiannis,73,73
327,4,8:55.0,,L. Galloway misses 2-pt jump shot from 7 ft (block by Y. Ferrell),73,73
328,4,8:54.0,Defensive rebound by N. Brussino,,73,73
329,4,8:38.0,J. Uthoff misses 3-pt jump shot from 26 ft,,73,73
330,4,8:38.0,Offensive rebound by N. Brussino,,73,73
331,4,8:38.0,Shooting foul by G. Temple (drawn by N. Brussino),,73,73
332,4,8:38.0,Official timeout,,73,73
333,4,8:38.0,N. Brussino makes free throw 1 of 2,,74,73
334,4,8:38.0,N. Brussino makes free throw 2 of 2,,75,73
335,4,8:19.0,,Shooting foul by J. Uthoff (drawn by S. Labissière),75,73
336,4,8:19.0,,S. Labissière makes free throw 1 of 2,75,74
337,4,8:19.0,D. Powell enters the game for Y. Ferrell,,75,74
338,4,8:19.0,,S. Labissière makes free throw 2 of 2,75,75
339,4,8:03.0,Turnover by D. Powell (lost ball; steal by S. Labissière),,75,75
340,4,7:48.0,,G. Papagiannis misses 2-pt hook shot from 10 ft,75,75
341,4,7:47.0,Defensive rebound by D. Powell,,75,75
342,4,7:40.0,D. Finney-Smith misses 2-pt layup from 2 ft (block by G. Temple),,75,75
343,4,7:38.0,,Defensive rebound by G. Papagiannis,75,75
344,4,7:31.0,,G. Temple misses 3-pt jump shot from 25 ft,75,75
345,4,7:31.0,Defensive rebound by N. Brussino,,75,75
346,4,7:13.0,Shooting foul by G. Papagiannis (drawn by A. Hammons),,75,75
347,4,7:13.0,A. Hammons makes free throw 1 of 2,,76,75
348,4,7:13.0,,B. Hield enters the game for G. Temple,76,75
349,4,7:13.0,A. Hammons makes free throw 2 of 2,,77,75
350,4,6:58.0,,B. McLemore makes 2-pt layup from 1 ft,77,77
351,4,6:39.0,N. Brussino misses 3-pt jump shot from 26 ft,,77,77
352,4,6:39.0,,Defensive rebound by L. Galloway,77,77
353,4,6:37.0,,Personal foul by A. Hammons,77,77
354,4,6:37.0,,W. Cauley-Stein enters the game for S. Labissière,77,77
355,4,6:24.0,,Shooting foul by A. Hammons (drawn by B. Hield),77,77
356,4,6:24.0,,B. Hield makes free throw 1 of 2,77,78
357,4,6:24.0,,B. Hield makes free throw 2 of 2,77,79
358,4,6:10.0,D. Powell misses 3-pt jump shot from 26 ft,,77,79
359,4,6:08.0,,Defensive rebound by W. Cauley-Stein,77,79
360,4,5:48.0,,L. Galloway makes 2-pt jump shot from 20 ft (assist by G. Papagiannis),77,81
361,4,5:47.0,Dallas full timeout,,77,81
362,4,5:36.0,Turnover by A. Hammons (offensive foul),,77,81
363,4,5:36.0,Offensive foul by A. Hammons (drawn by B. McLemore),,77,81
364,4,5:15.0,,Turnover by B. Hield (bad pass; steal by D. Finney-Smith),77,81
365,4,4:59.0,A. Hammons makes 2-pt jump shot from 16 ft (assist by D. Powell),,79,81
366,4,4:40.0,,B. Hield makes 3-pt jump shot from 24 ft,79,84
367,4,4:21.0,D. Finney-Smith misses 2-pt jump shot from 17 ft,,79,84
368,4,4:20.0,,Defensive rebound by G. Papagiannis,79,84
369,4,4:06.0,,B. McLemore makes 2-pt layup from 3 ft,79,86
370,4,3:40.0,D. Powell makes 2-pt dunk at rim (assist by N. Brussino),,81,86
371,4,3:23.0,,B. Hield misses 2-pt jump shot from 18 ft,81,86
372,4,3:23.0,Defensive rebound by A. Hammons,,81,86
373,4,3:03.0,N. Brussino misses 3-pt jump shot from 24 ft,,81,86
374,4,3:03.0,,Defensive rebound by L. Galloway,81,86
375,4,2:48.0,,G. Papagiannis makes 2-pt hook shot from 6 ft (assist by W. Cauley-Stein),81,88
376,4,2:42.0,Dallas full timeout,,81,88
377,4,2:42.0,,Sacramento full timeout,81,88
378,4,2:42.0,,S. Labissière enters the game for G. Papagiannis,81,88
379,4,2:36.0,Turnover by N. Brussino (step out of bounds),,81,88
380,4,2:21.0,,B. Hield misses 3-pt jump shot from 25 ft,81,88
381,4,2:20.0,,Offensive rebound by W. Cauley-Stein,81,88
