,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,ORLANDO_ACTION,SAN ANTONIO_SCORE,ORLANDO_SCORE
386,4,4:13.0,K. Anderson misses 3-pt jump shot from 24 ft,,97,71
387,4,4:11.0,,Defensive rebound by E. Fournier,97,71
388,4,4:01.0,,N. Vučević misses 2-pt jump shot from 13 ft,97,71
389,4,3:59.0,Defensive rebound by D. Murray,,97,71
390,4,3:57.0,Personal take foul by E. Fournier (drawn by D. Murray),,97,71
391,4,3:57.0,,M. Hezonja enters the game for A. Gordon,97,71
392,4,3:57.0,,S. Zimmerman enters the game for J. Green,97,71
393,4,3:57.0,,E. Payton enters the game for N. Vučević,97,71
394,4,3:57.0,,D. Rudež enters the game for E. Fournier,97,71
395,4,3:42.0,D. Murray makes 2-pt jump shot from 9 ft,,99,71
396,4,3:22.0,,M. Hezonja misses 2-pt layup from 3 ft,99,71
397,4,3:21.0,Defensive rebound by J. Simmons,,99,71
398,4,3:12.0,Shooting foul by S. Zimmerman (drawn by J. Simmons),,99,71
399,4,3:12.0,J. Simmons makes free throw 1 of 2,,100,71
400,4,3:12.0,J. Simmons makes free throw 2 of 2,,101,71
401,4,2:59.0,,M. Hezonja makes 2-pt layup from 2 ft (assist by S. Zimmerman),101,73
402,4,2:40.0,J. Simmons misses 3-pt jump shot from 25 ft,,101,73
403,4,2:38.0,,Defensive rebound by S. Zimmerman,101,73
404,4,2:27.0,,S. Zimmerman misses 2-pt jump shot from 6 ft (block by J. Anthony),101,73
405,4,2:26.0,Defensive rebound by D. Murray,,101,73
406,4,2:20.0,Personal foul by D. Rudež (drawn by D. Bertāns),,101,73
407,4,2:20.0,San Antonio full timeout,,101,73
408,4,2:20.0,D. Bertāns makes free throw 1 of 2,,102,73
409,4,2:20.0,D. Bertāns makes free throw 2 of 2,,103,73
410,4,2:04.0,,M. Hezonja makes 2-pt jump shot from 20 ft,103,75
411,4,1:42.0,J. Simmons misses 3-pt jump shot from 26 ft,,103,75
412,4,1:41.0,Offensive rebound by J. Anthony,,103,75
413,4,1:19.0,Shooting foul by E. Payton (drawn by J. Simmons),,103,75
414,4,1:19.0,J. Simmons makes free throw 1 of 2,,104,75
415,4,1:19.0,J. Simmons makes free throw 2 of 2,,105,75
416,4,1:03.0,,M. Hezonja misses 3-pt jump shot from 25 ft,105,75
417,4,1:02.0,Defensive rebound by K. Anderson,,105,75
418,4,0:43.0,Turnover by D. Murray (lost ball; steal by M. Hezonja),,105,75
419,4,0:40.0,,M. Hezonja makes 2-pt dunk at rim,105,77
420,4,0:19.0,J. Simmons makes 2-pt layup from 3 ft,,107,77
421,4,0:14.0,,E. Payton misses 2-pt jump shot from 6 ft,107,77
422,4,0:10.0,,Offensive rebound by E. Payton,107,77
423,4,0:10.0,,E. Payton makes 2-pt layup from 2 ft,107,79
