,QUARTER,TIME_REMAINING,MIAMI_ACTION,DALLAS_ACTION,MIAMI_SCORE,DALLAS_SCORE
127,2,7:54.0,,S. Curry enters the game for D. Harris,39,34
128,2,7:54.0,,Q. Cook enters the game for Y. Ferrell,39,34
129,2,7:44.0,Turnover by W. Ellington (bad pass; steal by D. Finney-Smith),,39,34
130,2,7:37.0,,S. Curry misses 3-pt jump shot from 26 ft,39,34
131,2,7:35.0,Defensive rebound by W. Ellington,,39,34
132,2,7:24.0,G. Dragić makes 2-pt jump shot from 22 ft,,41,34
133,2,7:02.0,,H. Barnes makes 2-pt jump shot from 8 ft,41,36
134,2,6:50.0,Personal foul by D. Powell (drawn by J. Richardson),,41,36
135,2,6:50.0,T. Johnson enters the game for G. Dragić,,41,36
136,2,6:50.0,D. Waiters enters the game for W. Ellington,,41,36
137,2,6:50.0,H. Whiteside enters the game for O. White,,41,36
138,2,6:50.0,,N. Noel enters the game for D. Powell,41,36
139,2,6:34.0,J. Johnson misses 2-pt jump shot from 17 ft,,41,36
140,2,6:33.0,Offensive rebound by H. Whiteside,,41,36
141,2,6:30.0,H. Whiteside misses 2-pt jump shot from 5 ft,,41,36
142,2,6:29.0,,Defensive rebound by N. Noel,41,36
143,2,6:15.0,,D. Finney-Smith misses 2-pt jump shot from 10 ft,41,36
144,2,6:13.0,,Offensive rebound by N. Noel,41,36
145,2,6:13.0,,N. Noel makes 2-pt layup from 4 ft,41,38
146,2,6:01.0,J. Richardson makes 2-pt jump shot from 6 ft,,43,38
147,2,5:42.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by Q. Cook),43,41
148,2,5:28.0,J. Johnson makes 2-pt jump shot from 6 ft (assist by T. Johnson),,45,41
149,2,5:08.0,,H. Barnes makes 2-pt layup from 4 ft (assist by S. Curry),45,43
150,2,4:55.0,Shooting foul by N. Noel (drawn by T. Johnson),,45,43
151,2,4:55.0,Official timeout,,45,43
152,2,4:55.0,T. Johnson makes free throw 1 of 2,,46,43
153,2,4:55.0,,S. Mejri enters the game for N. Noel,45,43
154,2,4:55.0,L. Babbitt enters the game for J. Johnson,,45,43
155,2,4:55.0,,W. Matthews enters the game for D. Finney-Smith,46,43
156,2,4:55.0,T. Johnson misses free throw 2 of 2,,46,43
157,2,4:54.0,,Defensive rebound by S. Mejri,46,43
158,2,4:41.0,,Q. Cook misses 3-pt jump shot from 25 ft,46,43
159,2,4:39.0,,Offensive rebound by S. Mejri,46,43
160,2,4:32.0,,S. Curry makes 2-pt layup from 4 ft,46,45
161,2,4:16.0,J. Richardson misses 2-pt jump shot from 11 ft,,46,45
162,2,4:14.0,,Defensive rebound by Q. Cook,46,45
163,2,4:08.0,,S. Curry makes 2-pt jump shot from 20 ft,46,47
164,2,4:08.0,,Shooting foul by H. Whiteside (drawn by S. Curry),46,47
165,2,4:08.0,R. McGruder enters the game for J. Richardson,,46,47
166,2,4:08.0,,S. Curry makes free throw 1 of 1,46,48
167,2,3:55.0,H. Whiteside misses 2-pt jump shot from 6 ft,,46,48
168,2,3:54.0,,Defensive rebound by W. Matthews,46,48
169,2,3:38.0,,S. Curry misses 2-pt jump shot from 18 ft,46,48
170,2,3:36.0,,Offensive rebound by S. Mejri,46,48
171,2,3:34.0,,S. Mejri misses 2-pt layup from 3 ft,46,48
172,2,3:33.0,Defensive rebound by D. Waiters,,46,48
173,2,3:21.0,R. McGruder misses 3-pt jump shot from 25 ft,,46,48
174,2,3:20.0,,Defensive rebound by H. Barnes,46,48
175,2,3:11.0,,H. Barnes misses 2-pt jump shot from 20 ft,46,48
176,2,3:10.0,,Offensive rebound by S. Mejri,46,48
177,2,3:05.0,,H. Barnes makes 2-pt layup from 3 ft (assist by S. Mejri),46,50
178,2,2:59.0,Miami full timeout,,46,50
179,2,2:59.0,,Dallas full timeout,46,50
180,2,2:59.0,G. Dragić enters the game for R. McGruder,,46,50
181,2,2:46.0,T. Johnson misses 2-pt jump shot from 18 ft,,46,50
182,2,2:44.0,Offensive rebound by Team,,46,50
183,2,2:44.0,J. Johnson enters the game for L. Babbitt,,46,50
184,2,2:38.0,H. Whiteside makes 2-pt layup from 3 ft (assist by D. Waiters),,48,50
185,2,2:22.0,,Shooting foul by J. Johnson (drawn by H. Barnes),48,50
186,2,2:22.0,,H. Barnes makes free throw 1 of 2,48,51
187,2,2:22.0,,D. Nowitzki enters the game for S. Mejri,48,51
188,2,2:22.0,,H. Barnes makes free throw 2 of 2,48,52
189,2,2:00.0,T. Johnson makes 3-pt jump shot from 24 ft (assist by J. Johnson),,51,52
190,2,1:46.0,,H. Barnes misses 3-pt jump shot from 27 ft,51,52
191,2,1:45.0,Defensive rebound by G. Dragić,,51,52
192,2,1:36.0,G. Dragić misses 2-pt jump shot from 8 ft,,51,52
193,2,1:35.0,Offensive rebound by H. Whiteside,,51,52
194,2,1:32.0,H. Whiteside misses 2-pt layup from 2 ft,,51,52
195,2,1:30.0,Offensive rebound by G. Dragić,,51,52
196,2,1:28.0,G. Dragić misses 2-pt jump shot from 21 ft,,51,52
197,2,1:28.0,,Defensive rebound by Team,51,52
198,2,1:19.0,,Q. Cook misses 3-pt jump shot from 25 ft,51,52
199,2,1:17.0,Defensive rebound by D. Waiters,,51,52
200,2,1:12.0,Personal foul by S. Curry (drawn by D. Waiters),,51,52
201,2,1:12.0,D. Waiters misses free throw 1 of 2,,51,52
202,2,1:12.0,Offensive rebound by Team,,51,52
203,2,1:12.0,,D. Harris enters the game for Q. Cook,51,52
204,2,1:12.0,R. McGruder enters the game for T. Johnson,,51,52
205,2,1:12.0,O. White enters the game for J. Johnson,,51,52
206,2,1:12.0,D. Waiters makes free throw 2 of 2,,52,52
207,2,0:47.0,,D. Nowitzki misses 2-pt jump shot from 20 ft,52,52
208,2,0:46.0,Defensive rebound by H. Whiteside,,52,52
209,2,0:41.0,G. Dragić makes 2-pt jump shot from 12 ft (assist by D. Waiters),,54,52
210,2,0:24.0,,S. Curry makes 3-pt jump shot from 25 ft,54,55
211,2,0:04.0,Turnover by D. Waiters (traveling),,54,55
212,2,0:04.0,,Dallas full timeout,54,55
213,2,0:04.0,J. Richardson enters the game for H. Whiteside,,54,55
214,2,0:00.0,,Turnover by D. Harris (lost ball; steal by G. Dragić),54,55
215,3,11:41.0,,S. Curry misses 2-pt jump shot from 13 ft,54,55
216,3,11:40.0,Defensive rebound by L. Babbitt,,54,55
217,3,11:28.0,R. McGruder misses 2-pt jump shot from 8 ft,,54,55
218,3,11:27.0,Offensive rebound by R. McGruder,,54,55
219,3,11:24.0,G. Dragić misses 2-pt jump shot from 5 ft,,54,55
220,3,11:23.0,Offensive rebound by G. Dragić,,54,55
221,3,11:20.0,G. Dragić misses 2-pt layup from 1 ft,,54,55
222,3,11:19.0,,Defensive rebound by D. Nowitzki,54,55
223,3,11:09.0,,Shooting foul by D. Waiters (drawn by S. Curry),54,55
224,3,11:09.0,,S. Curry makes free throw 1 of 2,54,56
225,3,11:09.0,,S. Curry makes free throw 2 of 2,54,57
226,3,10:47.0,R. McGruder makes 2-pt layup from 5 ft (assist by G. Dragić),,56,57
227,3,10:30.0,,H. Barnes makes 2-pt jump shot from 14 ft (assist by Y. Ferrell),56,59
228,3,10:03.0,Turnover by Team (shot clock),,56,59
229,3,9:49.0,,D. Nowitzki misses 2-pt jump shot from 12 ft,56,59
230,3,9:47.0,Defensive rebound by L. Babbitt,,56,59
231,3,9:34.0,R. McGruder misses 3-pt jump shot from 26 ft,,56,59
232,3,9:33.0,,Defensive rebound by D. Nowitzki,56,59
233,3,9:25.0,,S. Curry misses 2-pt jump shot from 18 ft,56,59
234,3,9:24.0,Defensive rebound by R. McGruder,,56,59
235,3,9:21.0,Shooting foul by Y. Ferrell (drawn by D. Waiters),,56,59
236,3,9:21.0,D. Waiters misses free throw 1 of 2,,56,59
237,3,9:21.0,Offensive rebound by Team,,56,59
238,3,9:21.0,D. Waiters misses free throw 2 of 2,,56,59
239,3,9:20.0,,Defensive rebound by D. Nowitzki,56,59
240,3,8:57.0,,S. Curry misses 2-pt jump shot from 21 ft,56,59
241,3,8:56.0,Defensive rebound by L. Babbitt,,56,59
242,3,8:44.0,D. Waiters misses 2-pt jump shot from 9 ft,,56,59
243,3,8:42.0,,Defensive rebound by D. Nowitzki,56,59
244,3,8:33.0,,Y. Ferrell misses 2-pt jump shot from 12 ft,56,59
245,3,8:32.0,Defensive rebound by H. Whiteside,,56,59
246,3,8:24.0,G. Dragić makes 2-pt layup from 2 ft,,58,59
247,3,8:04.0,,H. Barnes makes 2-pt jump shot from 17 ft (assist by Y. Ferrell),58,61
248,3,7:49.0,Turnover by G. Dragić (dbl dribble),,58,61
249,3,7:27.0,,H. Barnes misses 2-pt jump shot from 6 ft,58,61
250,3,7:26.0,Defensive rebound by H. Whiteside,,58,61
251,3,7:20.0,L. Babbitt misses 3-pt jump shot from 24 ft,,58,61
252,3,7:18.0,,Defensive rebound by D. Nowitzki,58,61
253,3,7:15.0,,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by S. Curry),58,64
254,3,6:54.0,H. Whiteside makes 2-pt jump shot from 16 ft (assist by G. Dragić),,60,64
255,3,6:41.0,,Y. Ferrell misses 2-pt jump shot from 4 ft (block by H. Whiteside),60,64
256,3,6:38.0,Defensive rebound by D. Waiters,,60,64
257,3,6:34.0,Shooting foul by D. Nowitzki (drawn by G. Dragić),,60,64
258,3,6:34.0,G. Dragić misses free throw 1 of 2,,60,64
259,3,6:34.0,Offensive rebound by Team,,60,64
260,3,6:34.0,,N. Noel enters the game for D. Nowitzki,60,64
261,3,6:34.0,,Q. Cook enters the game for Y. Ferrell,60,64
262,3,6:34.0,J. Johnson enters the game for L. Babbitt,,60,64
263,3,6:34.0,T. Johnson enters the game for G. Dragić,,61,64
264,3,6:34.0,G. Dragić makes free throw 2 of 2,,61,64
265,3,6:34.0,,Dallas full timeout,61,64
266,3,6:15.0,,N. Noel makes 2-pt dunk from 1 ft (assist by W. Matthews),61,66
267,3,6:03.0,Turnover by T. Johnson (palming),,61,66
268,3,5:46.0,,S. Curry makes 2-pt layup from 4 ft,61,68
269,3,5:30.0,D. Waiters misses 3-pt jump shot from 24 ft,,61,68
270,3,5:29.0,Offensive rebound by T. Johnson,,61,68
271,3,5:21.0,T. Johnson makes 2-pt jump shot from 9 ft (assist by J. Johnson),,63,68
272,3,5:12.0,,Personal foul by R. McGruder (drawn by S. Curry),63,68
273,3,4:57.0,,H. Barnes makes 2-pt jump shot from 6 ft,63,70
274,3,4:39.0,Turnover by H. Whiteside (bad pass; steal by N. Noel),,63,70
275,3,4:29.0,,Q. Cook misses 3-pt jump shot from 28 ft,63,70
276,3,4:28.0,Defensive rebound by H. Whiteside,,63,70
277,3,4:11.0,Turnover by R. McGruder (lost ball),,63,70
278,3,3:52.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by Q. Cook),63,73
279,3,3:52.0,Miami full timeout,,63,73
280,3,3:52.0,G. Dragić enters the game for D. Waiters,,63,73
281,3,3:38.0,H. Whiteside misses 2-pt jump shot from 6 ft,,63,73
282,3,3:37.0,,Defensive rebound by W. Matthews,63,73
283,3,3:24.0,,Turnover by Q. Cook (bad pass; steal by H. Whiteside),63,73
284,3,3:15.0,H. Whiteside misses 2-pt jump shot from 4 ft (block by N. Noel),,63,73
285,3,3:13.0,,Defensive rebound by Q. Cook,63,73
286,3,2:58.0,,Turnover by W. Matthews (bad pass; steal by T. Johnson),63,73
287,3,2:57.0,,Loose ball foul by W. Matthews (drawn by T. Johnson),63,73
288,3,2:51.0,Personal foul by Q. Cook (drawn by G. Dragić),,63,73
289,3,2:37.0,T. Johnson misses 2-pt jump shot from 4 ft,,63,73
290,3,2:36.0,Offensive rebound by H. Whiteside,,63,73
291,3,2:34.0,H. Whiteside makes 2-pt layup from 1 ft,,65,73
292,3,2:34.0,Violation by Team (jump ball),,65,73
293,3,2:22.0,,Personal block foul by J. Johnson (drawn by H. Barnes),65,73
294,3,2:13.0,,Turnover by W. Matthews (step out of bounds),65,73
295,3,1:56.0,J. Johnson misses 2-pt jump shot from 6 ft,,65,73
296,3,1:55.0,Offensive rebound by J. Johnson,,65,73
297,3,1:52.0,J. Johnson makes 2-pt jump shot from 4 ft,,67,73
298,3,1:40.0,Violation by J. Johnson (kicked ball),,67,73
299,3,1:27.0,,S. Curry makes 3-pt jump shot from 28 ft (assist by H. Barnes),67,76
300,3,1:11.0,G. Dragić misses 3-pt jump shot from 25 ft,,67,76
301,3,1:11.0,Offensive rebound by G. Dragić,,67,76
302,3,1:03.0,J. Johnson misses 3-pt jump shot from 25 ft,,67,76
303,3,1:02.0,,Defensive rebound by S. Curry,67,76
304,3,0:45.0,,H. Barnes misses 2-pt jump shot from 15 ft,67,76
305,3,0:43.0,,Offensive rebound by N. Noel,67,76
306,3,0:32.0,,S. Curry makes 2-pt jump shot from 11 ft,67,78
307,3,0:12.0,T. Johnson misses 2-pt jump shot from 16 ft,,67,78
308,3,0:11.0,Offensive rebound by H. Whiteside,,67,78
309,3,0:10.0,H. Whiteside makes 2-pt layup from 3 ft,,69,78
310,3,0:02.0,,Turnover by S. Curry (bad pass; steal by G. Dragić),69,78
311,4,11:38.0,J. Johnson misses 2-pt layup from 4 ft,,69,78
312,4,11:37.0,,Defensive rebound by D. Nowitzki,69,78
313,4,11:21.0,Violation by O. White (kicked ball),,69,78
314,4,11:21.0,,D. Powell enters the game for N. Noel,69,78
315,4,11:10.0,,Y. Ferrell misses 2-pt jump shot from 15 ft,69,78
316,4,11:08.0,Defensive rebound by J. Johnson,,69,78
317,4,11:01.0,J. Johnson makes 2-pt jump shot from 12 ft,,71,78
318,4,10:43.0,,D. Nowitzki misses 2-pt jump shot from 13 ft,71,78
319,4,10:41.0,Defensive rebound by W. Ellington,,71,78
320,4,10:33.0,W. Ellington misses 3-pt jump shot from 26 ft,,71,78
321,4,10:32.0,,Defensive rebound by Y. Ferrell,71,78
322,4,10:15.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,71,78
323,4,10:14.0,Defensive rebound by J. Johnson,,71,78
324,4,10:07.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by T. Johnson),,74,78
325,4,9:51.0,,Personal block foul by G. Dragić (drawn by D. Harris),74,78
326,4,9:43.0,,D. Powell makes 2-pt dunk from 2 ft (assist by D. Harris),74,80
327,4,9:33.0,Turnover by T. Johnson (lost ball),,74,80
328,4,9:20.0,,D. Harris misses 2-pt jump shot from 3 ft,74,80
329,4,9:19.0,,Offensive rebound by Y. Ferrell,74,80
330,4,9:14.0,,Shooting foul by T. Johnson (drawn by D. Powell),74,80
331,4,9:14.0,,D. Powell makes free throw 1 of 2,74,81
332,4,9:14.0,,D. Powell misses free throw 2 of 2,74,81
333,4,9:13.0,Defensive rebound by G. Dragić,,74,81
334,4,8:54.0,J. Johnson misses 3-pt jump shot from 26 ft,,74,81
335,4,8:52.0,,Defensive rebound by D. Nowitzki,74,81
336,4,8:39.0,,Turnover by D. Harris (bad pass; steal by T. Johnson),74,81
337,4,8:32.0,G. Dragić makes 2-pt jump shot from 6 ft (assist by T. Johnson),,76,81
338,4,8:16.0,,Turnover by D. Powell (lost ball; steal by O. White),76,81
339,4,8:09.0,W. Ellington misses 3-pt jump shot from 24 ft,,76,81
340,4,8:08.0,,Defensive rebound by D. Powell,76,81
341,4,7:56.0,,Shooting foul by T. Johnson (drawn by Y. Ferrell),76,81
342,4,7:56.0,Official timeout,,76,81
343,4,7:56.0,,Y. Ferrell misses free throw 1 of 2,76,81
344,4,7:56.0,,Offensive rebound by Team,76,81
345,4,7:56.0,D. Waiters enters the game for T. Johnson,,76,81
346,4,7:56.0,H. Whiteside enters the game for O. White,,76,81
347,4,7:56.0,,N. Noel enters the game for D. Powell,76,81
348,4,7:56.0,,Y. Ferrell makes free throw 2 of 2,76,82
349,4,7:35.0,H. Whiteside makes 2-pt hook shot from 7 ft (assist by G. Dragić),,78,82
350,4,7:18.0,,D. Harris misses 2-pt layup from 3 ft (block by J. Johnson),78,82
351,4,7:16.0,Defensive rebound by H. Whiteside,,78,82
352,4,7:09.0,G. Dragić makes 2-pt jump shot from 16 ft,,80,82
353,4,6:52.0,,N. Noel makes 2-pt dunk at rim (assist by D. Harris),80,84
354,4,6:28.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by D. Waiters),,83,84
355,4,6:26.0,,Dallas full timeout,83,84
356,4,6:26.0,,S. Curry enters the game for D. Nowitzki,83,84
357,4,6:26.0,,W. Matthews enters the game for D. Harris,83,84
358,4,6:26.0,,H. Barnes enters the game for D. Finney-Smith,83,84
359,4,6:08.0,,S. Curry misses 2-pt jump shot from 20 ft,83,84
360,4,6:07.0,Defensive rebound by H. Whiteside,,83,84
361,4,5:52.0,D. Waiters makes 3-pt jump shot from 26 ft (assist by W. Ellington),,86,84
362,4,5:34.0,,H. Barnes misses 2-pt jump shot from 18 ft,86,84
363,4,5:32.0,Defensive rebound by H. Whiteside,,86,84
364,4,5:27.0,Personal foul by S. Curry (drawn by D. Waiters),,86,84
365,4,5:19.0,D. Waiters misses 3-pt jump shot from 24 ft,,86,84
366,4,5:18.0,Offensive rebound by H. Whiteside,,86,84
367,4,5:18.0,Personal foul by Y. Ferrell (drawn by H. Whiteside),,86,84
368,4,4:55.0,G. Dragić misses 2-pt jump shot from 9 ft,,86,84
369,4,4:54.0,Offensive rebound by H. Whiteside,,86,84
370,4,4:53.0,H. Whiteside misses 2-pt jump shot from 4 ft,,86,84
371,4,4:52.0,,Defensive rebound by Y. Ferrell,86,84
372,4,4:48.0,,Turnover by Y. Ferrell (bad pass; steal by D. Waiters),86,84
373,4,4:39.0,G. Dragić makes 3-pt jump shot from 23 ft (assist by D. Waiters),,89,84
374,4,4:10.0,,S. Curry makes 2-pt layup from 5 ft,89,86
375,4,3:51.0,D. Waiters misses 2-pt jump shot from 17 ft,,89,86
376,4,3:50.0,,Defensive rebound by H. Barnes,89,86
377,4,3:32.0,,H. Barnes misses 2-pt jump shot from 14 ft,89,86
378,4,3:31.0,Defensive rebound by J. Johnson,,89,86
379,4,3:26.0,Miami full timeout,,89,86
380,4,3:26.0,Technical foul by Team,,89,86
381,4,3:26.0,,S. Curry makes technical free throw,89,87
