,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CHARLOTTE_ACTION,MILWAUKEE_SCORE,CHARLOTTE_SCORE
0,1,11:45.0,,N. Batum misses 2-pt jump shot from 13 ft,0,0
1,1,11:44.0,Defensive rebound by T. Maker,,0,0
2,1,11:26.0,T. Snell makes 2-pt dunk at rim (assist by T. Maker),,2,0
3,1,11:06.0,,K. Walker makes 2-pt layup at rim (assist by M. Williams),2,2
4,1,10:52.0,M. Brogdon makes 2-pt jump shot from 16 ft (assist by T. Maker),,4,2
5,1,10:29.0,,N. Batum misses 3-pt jump shot from 25 ft,4,2
6,1,10:28.0,Defensive rebound by G. Antetokounmpo,,4,2
7,1,10:22.0,G. Antetokounmpo makes 2-pt layup at rim,,6,2
8,1,10:03.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,6,2
9,1,10:02.0,Defensive rebound by T. Snell,,6,2
10,1,9:55.0,Turnover by T. Snell (bad pass),,6,2
11,1,9:36.0,,M. Williams misses 3-pt jump shot from 23 ft,6,2
12,1,9:35.0,Defensive rebound by M. Brogdon,,6,2
13,1,9:30.0,Shooting foul by M. Kidd-Gilchrist (drawn by T. Maker),,6,2
14,1,9:30.0,T. Maker misses free throw 1 of 2,,6,2
15,1,9:30.0,Offensive rebound by Team,,6,2
16,1,9:30.0,T. Maker misses free throw 2 of 2,,6,2
17,1,9:29.0,,Defensive rebound by M. Kidd-Gilchrist,6,2
18,1,9:08.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft (block by T. Maker),6,2
19,1,9:07.0,Defensive rebound by K. Middleton,,6,2
20,1,8:52.0,T. Snell makes 2-pt jump shot from 10 ft,,8,2
21,1,8:38.0,,N. Batum makes 2-pt layup from 1 ft (assist by K. Walker),8,4
22,1,8:28.0,Turnover by G. Antetokounmpo (bad pass; steal by N. Batum),,8,4
23,1,8:05.0,,Turnover by M. Kidd-Gilchrist (bad pass),8,4
24,1,7:54.0,T. Snell makes 3-pt jump shot from 24 ft (assist by M. Brogdon),,11,4
25,1,7:46.0,,Charlotte full timeout,11,4
26,1,7:40.0,,C. Zeller makes 2-pt dunk at rim (assist by K. Walker),11,6
27,1,7:23.0,K. Middleton misses 3-pt jump shot from 24 ft,,11,6
28,1,7:22.0,,Defensive rebound by K. Walker,11,6
29,1,7:11.0,,N. Batum misses 2-pt layup from 1 ft (block by G. Antetokounmpo),11,6
30,1,7:11.0,,Offensive rebound by M. Kidd-Gilchrist,11,6
31,1,7:11.0,,Shooting foul by T. Maker (drawn by M. Kidd-Gilchrist),11,6
32,1,7:11.0,,M. Kidd-Gilchrist makes free throw 1 of 2,11,7
33,1,7:11.0,,M. Kidd-Gilchrist makes free throw 2 of 2,11,8
34,1,6:51.0,Shooting foul by M. Kidd-Gilchrist (drawn by K. Middleton),,11,8
35,1,6:51.0,K. Middleton makes free throw 1 of 2,,12,8
36,1,6:51.0,K. Middleton makes free throw 2 of 2,,13,8
37,1,6:35.0,,Shooting foul by T. Maker (drawn by M. Kidd-Gilchrist),13,8
38,1,6:35.0,,M. Kidd-Gilchrist makes free throw 1 of 2,13,9
39,1,6:35.0,,M. Kidd-Gilchrist misses free throw 2 of 2,13,9
40,1,6:35.0,G. Monroe enters the game for T. Maker,,13,9
41,1,6:33.0,Defensive rebound by G. Monroe,,13,9
42,1,6:20.0,T. Snell makes 2-pt dunk at rim (assist by G. Monroe),,15,9
43,1,6:09.0,,K. Walker misses 3-pt jump shot from 25 ft,15,9
44,1,6:06.0,,Offensive rebound by M. Kidd-Gilchrist,15,9
45,1,6:06.0,,Shooting foul by G. Antetokounmpo (drawn by M. Kidd-Gilchrist),15,9
46,1,6:06.0,,M. Kidd-Gilchrist makes free throw 1 of 2,15,10
47,1,6:06.0,,M. Kidd-Gilchrist misses free throw 2 of 2,15,10
48,1,6:06.0,,F. Kaminsky enters the game for M. Williams,15,10
49,1,6:05.0,Defensive rebound by G. Monroe,,15,10
50,1,5:41.0,M. Brogdon makes 3-pt jump shot from 23 ft (assist by G. Monroe),,18,10
51,1,5:25.0,,Turnover by C. Zeller (lost ball; steal by M. Brogdon),18,10
52,1,5:18.0,T. Snell misses 3-pt jump shot from 25 ft,,18,10
53,1,5:17.0,,Defensive rebound by F. Kaminsky,18,10
54,1,5:03.0,,K. Walker misses 3-pt jump shot from 26 ft,18,10
55,1,5:02.0,Defensive rebound by M. Brogdon,,18,10
56,1,4:53.0,T. Snell makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,21,10
57,1,4:45.0,,Charlotte full timeout,21,10
58,1,4:45.0,J. Terry enters the game for K. Middleton,,21,10
59,1,4:45.0,M. Dellavedova enters the game for M. Brogdon,,21,10
60,1,4:45.0,,M. Belinelli enters the game for N. Batum,21,10
61,1,4:33.0,,C. Zeller makes 2-pt layup from 1 ft (assist by M. Belinelli),21,12
62,1,4:21.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Dellavedova),,23,12
63,1,4:03.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 20 ft,23,12
64,1,4:02.0,Defensive rebound by J. Terry,,23,12
65,1,3:52.0,G. Monroe misses 2-pt jump shot from 8 ft (block by C. Zeller),,23,12
66,1,3:50.0,,Defensive rebound by M. Kidd-Gilchrist,23,12
67,1,3:42.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,23,12
68,1,3:41.0,Defensive rebound by G. Monroe,,23,12
69,1,3:30.0,Turnover by M. Dellavedova (bad pass),,23,12
70,1,3:22.0,,Personal foul by J. Terry (drawn by M. Belinelli),23,12
71,1,3:22.0,,M. Williams enters the game for C. Zeller,23,12
72,1,3:22.0,,B. Weber enters the game for K. Walker,23,12
73,1,3:15.0,,M. Belinelli misses 3-pt jump shot from 25 ft,23,12
74,1,3:14.0,Defensive rebound by J. Terry,,23,12
75,1,3:02.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,25,12
76,1,2:43.0,,F. Kaminsky makes 2-pt layup from 2 ft (assist by M. Kidd-Gilchrist),25,14
77,1,2:14.0,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by J. Terry),,28,14
78,1,2:05.0,,Personal foul by M. Dellavedova (drawn by B. Weber),28,14
79,1,2:05.0,Milwaukee full timeout,,28,14
80,1,2:05.0,,B. Weber makes free throw 1 of 2,28,15
81,1,2:05.0,,N. Batum enters the game for M. Kidd-Gilchrist,28,14
82,1,2:05.0,M. Teletović enters the game for G. Antetokounmpo,,28,14
83,1,2:05.0,,B. Weber makes free throw 2 of 2,28,16
84,1,1:51.0,T. Snell misses 2-pt jump shot from 24 ft,,28,16
85,1,1:50.0,,Defensive rebound by B. Weber,28,16
86,1,1:42.0,,Personal foul by M. Teletović (drawn by M. Belinelli),28,16
87,1,1:42.0,,M. Belinelli makes free throw 1 of 2,28,17
88,1,1:42.0,,J. Lamb enters the game for N. Batum,28,17
89,1,1:42.0,K. Middleton enters the game for T. Snell,,28,17
90,1,1:42.0,,M. Belinelli makes free throw 2 of 2,28,18
91,1,1:31.0,G. Monroe makes 2-pt layup from 2 ft (assist by M. Dellavedova),,30,18
92,1,1:31.0,Shooting foul by M. Williams (drawn by G. Monroe),,30,18
93,1,1:31.0,G. Monroe makes free throw 1 of 1,,31,18
94,1,1:17.0,,F. Kaminsky makes 2-pt jump shot from 6 ft (assist by M. Belinelli),31,20
95,1,1:02.0,K. Middleton misses 2-pt jump shot from 6 ft,,31,20
96,1,1:01.0,,Defensive rebound by M. Williams,31,20
97,1,0:53.0,,Shooting foul by M. Dellavedova (drawn by J. Lamb),31,20
98,1,0:53.0,,J. Lamb makes 2-pt jump shot from 8 ft (assist by F. Kaminsky),31,22
99,1,0:53.0,,J. Lamb misses free throw 1 of 1,31,22
100,1,0:52.0,Defensive rebound by G. Monroe,,31,22
101,1,0:39.0,K. Middleton misses 3-pt jump shot from 24 ft,,31,22
102,1,0:36.0,Offensive rebound by G. Monroe,,31,22
103,1,0:36.0,G. Monroe makes 2-pt layup from 1 ft,,33,22
104,1,0:13.0,,J. Lamb makes 2-pt layup from 2 ft,33,24
105,1,0:00.0,K. Middleton makes 2-pt jump shot from 18 ft (assist by M. Dellavedova),,35,24
106,2,11:46.0,M. Teletović makes 2-pt dunk at rim (assist by G. Monroe),,37,24
107,2,11:26.0,,F. Kaminsky misses 2-pt jump shot from 16 ft,37,24
108,2,11:25.0,Defensive rebound by M. Teletović,,37,24
109,2,11:08.0,G. Monroe makes 2-pt hook shot from 6 ft,,39,24
110,2,10:39.0,,B. Weber misses 2-pt jump shot from 17 ft,39,24
111,2,10:38.0,Defensive rebound by G. Monroe,,39,24
112,2,10:31.0,,Violation by F. Kaminsky (kicked ball),39,24
113,2,10:19.0,Turnover by K. Middleton (bad pass; steal by M. Williams),,39,24
114,2,10:13.0,,B. Weber makes 2-pt layup from 2 ft (assist by M. Belinelli),39,26
115,2,10:00.0,M. Dellavedova makes 3-pt jump shot from 24 ft,,42,26
116,2,9:44.0,,M. Belinelli misses 3-pt jump shot from 24 ft,42,26
117,2,9:43.0,Defensive rebound by M. Dellavedova,,42,26
118,2,9:35.0,J. Terry makes 3-pt jump shot from 24 ft (assist by G. Monroe),,45,26
119,2,9:27.0,,Charlotte full timeout,45,26
120,2,9:27.0,,K. Walker enters the game for B. Weber,45,26
121,2,9:27.0,M. Brogdon enters the game for M. Dellavedova,,45,26
