,QUARTER,TIME_REMAINING,UTAH_ACTION,MEMPHIS_ACTION,UTAH_SCORE,MEMPHIS_SCORE
165,2,5:22.0,,Offensive foul by M. Gasol (drawn by D. Exum),27,27
166,2,5:22.0,,Turnover by M. Gasol (offensive foul),27,27
167,2,5:06.0,Shooting foul by M. Conley (drawn by R. Gobert),,27,27
168,2,5:06.0,R. Gobert makes free throw 1 of 2,,28,27
169,2,5:06.0,R. Gobert misses free throw 2 of 2,,28,27
170,2,5:06.0,,Defensive rebound by Team,28,27
171,2,4:53.0,,J. Martin misses 3-pt jump shot from 25 ft,28,27
172,2,4:52.0,Defensive rebound by G. Hayward,,28,27
173,2,4:38.0,R. Gobert makes 2-pt layup from 2 ft (assist by R. Hood),,30,27
174,2,4:38.0,Shooting foul by J. Green (drawn by R. Gobert),,30,27
175,2,4:38.0,R. Gobert misses free throw 1 of 1,,30,27
176,2,4:38.0,,J. Ennis enters the game for J. Martin,30,27
177,2,4:37.0,,Defensive rebound by M. Gasol,30,27
178,2,4:17.0,,M. Conley misses 3-pt jump shot from 26 ft,30,27
179,2,4:17.0,,Offensive rebound by T. Allen,30,27
180,2,4:12.0,,T. Allen makes 2-pt layup from 2 ft,30,29
181,2,4:12.0,,Shooting block foul by D. Exum (drawn by T. Allen),30,29
182,2,4:12.0,,T. Allen makes free throw 1 of 1,30,30
183,2,3:47.0,R. Hood misses 3-pt jump shot from 35 ft,,30,30
184,2,3:47.0,,Defensive rebound by J. Green,30,30
185,2,3:37.0,,M. Gasol makes 2-pt jump shot from 18 ft (assist by M. Conley),30,32
186,2,3:37.0,Utah full timeout,,30,32
187,2,3:37.0,J. Johnson enters the game for B. Diaw,,30,32
188,2,3:37.0,S. Mack enters the game for D. Exum,,30,32
189,2,3:16.0,J. Johnson misses 3-pt jump shot from 26 ft,,30,32
190,2,3:16.0,,Defensive rebound by T. Allen,30,32
191,2,2:52.0,,M. Conley misses 3-pt jump shot from 28 ft,30,32
192,2,2:52.0,,Offensive rebound by Team,30,32
193,2,2:52.0,,Turnover by Team (shot clock),30,32
194,2,2:33.0,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),,32,32
195,2,2:13.0,,J. Green misses 2-pt jump shot from 3 ft,32,32
196,2,2:11.0,Defensive rebound by R. Hood,,32,32
197,2,1:57.0,R. Hood misses 3-pt jump shot from 25 ft,,32,32
198,2,1:57.0,,Defensive rebound by J. Ennis,32,32
199,2,1:41.0,,Shooting foul by R. Hood (drawn by J. Ennis),32,32
200,2,1:41.0,,J. Ennis misses free throw 1 of 2,32,32
201,2,1:41.0,,Offensive rebound by Team,32,32
202,2,1:41.0,,J. Ennis makes free throw 2 of 2,32,33
203,2,1:20.0,Shooting foul by J. Ennis (drawn by R. Gobert),,32,33
204,2,1:20.0,R. Gobert makes free throw 1 of 2,,33,33
205,2,1:20.0,R. Gobert misses free throw 2 of 2,,33,33
206,2,1:19.0,,Defensive rebound by T. Allen,33,33
207,2,0:55.0,,M. Conley misses 2-pt jump shot from 21 ft,33,33
208,2,0:55.0,Defensive rebound by R. Gobert,,33,33
209,2,0:49.0,R. Hood misses 2-pt jump shot from 8 ft,,33,33
210,2,0:47.0,Offensive rebound by R. Gobert,,33,33
211,2,0:45.0,Personal foul by J. Ennis (drawn by G. Hayward),,33,33
212,2,0:45.0,G. Hayward makes free throw 1 of 2,,34,33
213,2,0:45.0,G. Hayward misses free throw 2 of 2,,34,33
214,2,0:45.0,,V. Carter enters the game for T. Allen,34,33
215,2,0:44.0,,Defensive rebound by J. Green,34,33
216,2,0:30.0,,M. Gasol misses 2-pt hook shot from 8 ft,34,33
217,2,0:28.0,,Offensive rebound by J. Ennis,34,33
218,2,0:28.0,,Shooting foul by J. Johnson (drawn by J. Ennis),34,33
219,2,0:28.0,,J. Ennis makes free throw 1 of 2,34,34
220,2,0:28.0,,T. Allen enters the game for V. Carter,34,34
221,2,0:28.0,,J. Ennis makes free throw 2 of 2,34,35
222,2,0:07.0,R. Hood misses 3-pt jump shot from 26 ft,,34,35
223,2,0:07.0,Offensive rebound by G. Hayward,,34,35
224,2,0:02.0,G. Hayward misses 2-pt jump shot from 11 ft,,34,35
225,2,0:02.0,,Defensive rebound by M. Gasol,34,35
226,2,0:00.0,,M. Gasol misses 3-pt jump shot from 62 ft,34,35
227,2,0:00.0,,Offensive rebound by Team,34,35
228,3,11:39.0,,M. Conley misses 3-pt jump shot from 26 ft,34,35
229,3,11:38.0,Defensive rebound by R. Gobert,,34,35
230,3,11:23.0,Turnover by D. Exum (lost ball),,34,35
231,3,11:06.0,,M. Gasol misses 3-pt jump shot from 25 ft,34,35
232,3,11:03.0,,Offensive rebound by J. Green,34,35
233,3,11:03.0,,J. Green makes 2-pt layup at rim,34,37
234,3,10:44.0,R. Gobert makes 2-pt jump shot from 5 ft (assist by G. Hayward),,36,37
235,3,10:36.0,,Shooting foul by D. Exum (drawn by M. Conley),36,37
236,3,10:36.0,,M. Conley makes free throw 1 of 3,36,38
237,3,10:36.0,,M. Conley makes free throw 2 of 3,36,39
238,3,10:36.0,,M. Conley makes free throw 3 of 3,36,40
239,3,10:16.0,R. Hood makes 2-pt layup from 2 ft,,38,40
240,3,9:56.0,,M. Conley makes 2-pt jump shot from 14 ft,38,42
241,3,9:44.0,Shooting foul by J. Ennis (drawn by G. Hayward),,38,42
242,3,9:44.0,G. Hayward makes free throw 1 of 2,,39,42
243,3,9:44.0,G. Hayward makes free throw 2 of 2,,40,42
244,3,9:28.0,,M. Conley misses 2-pt layup from 2 ft (block by R. Gobert),40,42
245,3,9:26.0,Defensive rebound by B. Diaw,,40,42
246,3,9:20.0,Turnover by D. Exum (bad pass; steal by M. Gasol),,40,42
247,3,9:13.0,,J. Green makes 2-pt dunk at rim (assist by M. Conley),40,44
248,3,9:01.0,Personal foul by J. Ennis (drawn by R. Hood),,40,44
249,3,9:01.0,S. Mack enters the game for D. Exum,,40,44
250,3,8:51.0,Turnover by R. Gobert (lost ball; steal by J. Green),,40,44
251,3,8:45.0,,M. Gasol misses 2-pt layup from 2 ft,40,44
252,3,8:43.0,Defensive rebound by G. Hayward,,40,44
253,3,8:43.0,Personal take foul by T. Allen (drawn by G. Hayward),,40,44
254,3,8:32.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by B. Diaw),,43,44
255,3,8:11.0,,T. Allen misses 2-pt jump shot from 7 ft,43,44
256,3,8:11.0,Defensive rebound by B. Diaw,,43,44
257,3,8:02.0,R. Hood makes 2-pt jump shot from 12 ft,,45,44
258,3,7:47.0,,T. Allen makes 2-pt layup from 2 ft (assist by M. Conley),45,46
259,3,7:31.0,Personal foul by J. Ennis (drawn by G. Hayward),,45,46
260,3,7:31.0,,A. Harrison enters the game for J. Ennis,45,46
261,3,7:26.0,R. Hood misses 3-pt jump shot from 24 ft,,45,46
262,3,7:26.0,,Defensive rebound by Team,45,46
263,3,7:15.0,,M. Conley misses 2-pt jump shot from 21 ft,45,46
264,3,7:15.0,Defensive rebound by S. Mack,,45,46
265,3,7:06.0,G. Hayward misses 2-pt layup from 1 ft (block by J. Green),,45,46
266,3,7:03.0,Offensive rebound by R. Gobert,,45,46
267,3,7:00.0,R. Hood misses 3-pt jump shot from 25 ft,,45,46
268,3,7:00.0,,Defensive rebound by J. Green,45,46
269,3,6:46.0,,A. Harrison misses 3-pt jump shot from 23 ft,45,46
270,3,6:46.0,Defensive rebound by B. Diaw,,45,46
271,3,6:35.0,R. Gobert makes 2-pt dunk at rim (assist by S. Mack),,47,46
272,3,6:09.0,,Shooting foul by G. Hayward (drawn by M. Conley),47,46
273,3,6:09.0,,M. Conley makes free throw 1 of 2,47,47
274,3,6:09.0,,M. Conley misses free throw 2 of 2,47,47
275,3,6:09.0,J. Ingles enters the game for R. Hood,,47,47
276,3,6:08.0,Defensive rebound by R. Gobert,,47,47
277,3,5:56.0,Shooting foul by J. Green (drawn by R. Gobert),,47,47
278,3,5:56.0,,Memphis full timeout,47,47
279,3,5:56.0,R. Gobert misses free throw 1 of 2,,47,47
280,3,5:56.0,Offensive rebound by Team,,47,47
281,3,5:56.0,R. Gobert makes free throw 2 of 2,,48,47
282,3,5:35.0,,A. Harrison misses 2-pt jump shot from 10 ft,48,47
283,3,5:33.0,,Offensive rebound by J. Green,48,47
284,3,5:29.0,,M. Conley misses 3-pt jump shot from 24 ft,48,47
285,3,5:28.0,,Offensive rebound by A. Harrison,48,47
286,3,5:18.0,,J. Green makes 2-pt jump shot from 13 ft (assist by M. Gasol),48,49
287,3,5:04.0,Turnover by B. Diaw (bad pass),,48,49
288,3,4:45.0,,M. Gasol makes 2-pt jump shot from 11 ft,48,51
289,3,4:28.0,Personal foul by A. Harrison (drawn by G. Hayward),,48,51
290,3,4:28.0,G. Hayward makes free throw 1 of 2,,49,51
291,3,4:28.0,G. Hayward makes free throw 2 of 2,,50,51
292,3,4:11.0,,M. Conley makes 3-pt jump shot from 23 ft (assist by M. Gasol),50,54
293,3,3:55.0,S. Mack makes 2-pt layup from 2 ft,,52,54
294,3,3:36.0,,M. Gasol misses 2-pt jump shot from 8 ft,52,54
295,3,3:35.0,Defensive rebound by R. Gobert,,52,54
296,3,3:25.0,S. Mack makes 2-pt jump shot from 7 ft,,54,54
297,3,3:15.0,,Memphis full timeout,54,54
298,3,3:15.0,T. Lyles enters the game for B. Diaw,,54,54
299,3,3:15.0,,V. Carter enters the game for T. Allen,54,54
300,3,3:15.0,,T. Daniels enters the game for M. Gasol,54,54
301,3,3:15.0,,Z. Randolph enters the game for M. Conley,54,54
302,3,3:01.0,,J. Green makes 2-pt layup at rim (assist by V. Carter),54,56
303,3,2:47.0,Turnover by T. Lyles (lost ball),,54,56
304,3,2:33.0,,Turnover by V. Carter (bad pass; steal by G. Hayward),54,56
305,3,2:26.0,Turnover by G. Hayward (lost ball; steal by J. Green),,54,56
306,3,2:23.0,D. Favors enters the game for R. Gobert,,54,56
307,3,2:16.0,,Personal foul by T. Lyles (drawn by J. Green),54,56
308,3,2:03.0,,Z. Randolph misses 2-pt jump shot from 15 ft,54,56
309,3,2:02.0,Defensive rebound by G. Hayward,,54,56
310,3,1:47.0,Shooting foul by A. Harrison (drawn by G. Hayward),,54,56
311,3,1:47.0,G. Hayward makes free throw 1 of 2,,55,56
312,3,1:47.0,R. Hood enters the game for S. Mack,,55,56
313,3,1:47.0,G. Hayward makes free throw 2 of 2,,56,56
314,3,1:37.0,,Personal foul by J. Ingles (drawn by V. Carter),56,56
315,3,1:37.0,J. Johnson enters the game for G. Hayward,,56,56
316,3,1:24.0,,V. Carter misses 3-pt jump shot from 26 ft,56,56
317,3,1:21.0,,Offensive rebound by J. Green,56,56
318,3,1:21.0,,J. Green misses 2-pt layup from 1 ft,56,56
319,3,1:20.0,Defensive rebound by T. Lyles,,56,56
320,3,1:14.0,R. Hood makes 2-pt layup from 1 ft,,58,56
321,3,0:55.0,,Z. Randolph makes 2-pt jump shot from 8 ft,58,58
322,3,0:39.0,Shooting foul by V. Carter (drawn by D. Favors),,58,58
323,3,0:39.0,D. Favors misses free throw 1 of 2,,58,58
324,3,0:39.0,Offensive rebound by Team,,58,58
325,3,0:39.0,D. Favors makes free throw 2 of 2,,59,58
326,3,0:27.0,,J. Green misses 3-pt jump shot from 24 ft,59,58
327,3,0:27.0,Defensive rebound by R. Hood,,59,58
328,3,0:05.0,R. Hood makes 2-pt jump shot from 7 ft,,61,58
329,3,0:01.0,,Z. Randolph misses 3-pt jump shot from 32 ft,61,58
330,3,0:00.0,,Offensive rebound by V. Carter,61,58
331,3,0:00.0,,V. Carter misses 2-pt layup from 1 ft,61,58
332,3,0:00.0,,Offensive rebound by Team,61,58
333,4,11:41.0,T. Lyles misses 3-pt jump shot from 25 ft,,61,58
334,4,11:41.0,,Defensive rebound by Z. Randolph,61,58
335,4,11:25.0,,Shooting foul by T. Lyles (drawn by Z. Randolph),61,58
336,4,11:25.0,,Z. Randolph makes free throw 1 of 2,61,59
337,4,11:25.0,R. Gobert enters the game for T. Lyles,,61,59
338,4,11:25.0,S. Mack enters the game for J. Ingles,,61,59
339,4,11:25.0,,Z. Randolph makes free throw 2 of 2,61,60
340,4,11:15.0,Personal foul by Z. Randolph (drawn by R. Gobert),,61,60
341,4,10:59.0,R. Hood misses 3-pt jump shot from 27 ft,,61,60
342,4,10:58.0,,Defensive rebound by V. Carter,61,60
343,4,10:46.0,,M. Gasol misses 3-pt jump shot from 27 ft,61,60
344,4,10:45.0,Defensive rebound by S. Mack,,61,60
345,4,10:33.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by S. Mack),,64,60
346,4,10:07.0,,T. Daniels misses 2-pt layup from 1 ft,64,60
347,4,10:05.0,Defensive rebound by J. Johnson,,64,60
348,4,10:01.0,Turnover by S. Mack (step out of bounds),,64,60
349,4,9:39.0,,M. Gasol misses 2-pt hook shot from 5 ft,64,60
350,4,9:38.0,,Offensive rebound by M. Gasol,64,60
351,4,9:38.0,,M. Gasol misses 2-pt layup from 2 ft,64,60
352,4,9:36.0,,Offensive rebound by M. Gasol,64,60
353,4,9:36.0,,M. Gasol misses 2-pt layup from 2 ft,64,60
354,4,9:34.0,,Offensive rebound by Z. Randolph,64,60
355,4,9:31.0,,Z. Randolph misses 2-pt hook shot from 6 ft,64,60
356,4,9:31.0,,Offensive rebound by Team,64,60
357,4,9:19.0,,A. Harrison misses 2-pt layup from 1 ft (block by D. Favors),64,60
358,4,9:19.0,Defensive rebound by Team,,64,60
359,4,9:08.0,Shooting foul by T. Daniels (drawn by S. Mack),,64,60
360,4,9:08.0,S. Mack misses free throw 1 of 3,,64,60
361,4,9:08.0,Offensive rebound by Team,,64,60
362,4,9:08.0,S. Mack misses free throw 2 of 3,,64,60
363,4,9:08.0,Offensive rebound by Team,,64,60
364,4,9:08.0,S. Mack misses free throw 3 of 3,,64,60
365,4,9:08.0,,J. Martin enters the game for V. Carter,64,60
366,4,9:08.0,,T. Allen enters the game for T. Daniels,64,60
367,4,9:06.0,,Defensive rebound by Z. Randolph,64,60
368,4,8:52.0,,M. Gasol misses 2-pt jump shot from 4 ft,64,60
369,4,8:50.0,,Offensive rebound by A. Harrison,64,60
370,4,8:44.0,,M. Gasol misses 2-pt jump shot from 14 ft,64,60
371,4,8:43.0,,Offensive rebound by Z. Randolph,64,60
372,4,8:40.0,,Z. Randolph makes 2-pt layup from 2 ft,64,62
373,4,8:27.0,S. Mack misses 2-pt jump shot from 11 ft,,64,62
374,4,8:25.0,,Defensive rebound by Team,64,62
375,4,8:25.0,,Memphis full timeout,64,62
376,4,8:25.0,J. Ingles enters the game for R. Hood,,64,62
377,4,8:25.0,G. Hayward enters the game for S. Mack,,64,62
378,4,8:03.0,,Z. Randolph misses 2-pt jump shot from 4 ft (block by D. Favors),64,62
379,4,8:01.0,,Offensive rebound by Z. Randolph,64,62
380,4,8:01.0,,Turnover by Team (shot clock),64,62
381,4,7:39.0,D. Favors misses 2-pt jump shot from 20 ft,,64,62
382,4,7:39.0,,Defensive rebound by M. Gasol,64,62
383,4,7:31.0,B. Diaw enters the game for D. Favors,,64,62
384,4,7:23.0,,M. Gasol misses 2-pt jump shot from 22 ft,64,62
385,4,7:22.0,,Offensive rebound by J. Martin,64,62
386,4,7:22.0,,J. Martin makes 2-pt dunk at rim,64,64
387,4,7:06.0,Turnover by B. Diaw (bad pass; steal by T. Allen),,64,64
388,4,6:58.0,,A. Harrison misses 2-pt layup from 2 ft,64,64
389,4,6:56.0,Defensive rebound by J. Johnson,,64,64
390,4,6:41.0,G. Hayward misses 3-pt jump shot from 26 ft,,64,64
391,4,6:40.0,,Defensive rebound by Z. Randolph,64,64
392,4,6:21.0,,M. Gasol makes 2-pt hook shot from 5 ft,64,66
393,4,6:20.0,Utah full timeout,,64,66
394,4,6:20.0,,M. Conley enters the game for A. Harrison,64,66
395,4,6:20.0,R. Hood enters the game for J. Johnson,,64,66
396,4,6:20.0,S. Mack enters the game for J. Ingles,,64,66
397,4,6:06.0,G. Hayward misses 2-pt jump shot from 7 ft,,64,66
398,4,6:04.0,,Defensive rebound by Z. Randolph,64,66
