,QUARTER,TIME_REMAINING,ATLANTA_ACTION,BROOKLYN_ACTION,ATLANTA_SCORE,BROOKLYN_SCORE
0,1,11:44.0,D. Howard makes 2-pt dunk at rim (assist by P. Millsap),,2,0
1,1,11:30.0,,Shooting foul by D. Howard (drawn by B. Lopez),2,0
2,1,11:30.0,,B. Lopez makes free throw 1 of 2,2,1
3,1,11:30.0,,B. Lopez misses free throw 2 of 2,2,1
4,1,11:29.0,Defensive rebound by D. Howard,,2,1
5,1,11:06.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by P. Millsap),,5,1
6,1,10:52.0,,I. Whitehead makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),5,4
7,1,10:28.0,T. Sefolosha makes 2-pt layup from 2 ft (assist by D. Schröder),,7,4
8,1,10:12.0,,I. Whitehead misses 2-pt layup from 2 ft (block by P. Millsap),7,4
9,1,10:11.0,,Offensive rebound by I. Whitehead,7,4
10,1,10:03.0,,Turnover by B. Lopez (bad pass; steal by D. Schröder),7,4
11,1,9:57.0,K. Bazemore misses 2-pt jump shot from 16 ft,,7,4
12,1,9:55.0,Offensive rebound by D. Howard,,7,4
13,1,9:48.0,T. Sefolosha makes 2-pt layup from 2 ft,,9,4
14,1,9:36.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by P. Millsap),9,4
15,1,9:34.0,Defensive rebound by T. Sefolosha,,9,4
16,1,9:25.0,D. Schröder makes 2-pt jump shot from 19 ft,,11,4
17,1,9:25.0,,Brooklyn full timeout,11,4
18,1,9:10.0,,B. Lopez makes 2-pt hook shot from 7 ft (assist by R. Hollis-Jefferson),11,6
19,1,8:50.0,P. Millsap misses 2-pt jump shot from 12 ft,,11,6
20,1,8:49.0,Offensive rebound by D. Howard,,11,6
21,1,8:48.0,D. Howard makes 2-pt layup from 1 ft,,13,6
22,1,8:40.0,,Shooting foul by P. Millsap (drawn by R. Hollis-Jefferson),13,6
23,1,8:40.0,,R. Hollis-Jefferson makes free throw 1 of 2,13,7
24,1,8:40.0,,R. Hollis-Jefferson makes free throw 2 of 2,13,8
25,1,8:27.0,T. Sefolosha misses 2-pt jump shot from 15 ft,,13,8
26,1,8:26.0,Offensive rebound by Team,,13,8
27,1,8:16.0,T. Sefolosha makes 2-pt jump shot from 13 ft,,15,8
28,1,7:53.0,,Turnover by B. Bogdanović (traveling),15,8
29,1,7:43.0,Turnover by P. Millsap (traveling),,15,8
30,1,7:23.0,,R. Hollis-Jefferson makes 2-pt jump shot from 7 ft,15,10
31,1,7:11.0,Turnover by D. Howard (3 sec),,15,10
32,1,7:11.0,,S. Kilpatrick enters the game for J. Harris,15,10
33,1,7:03.0,,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by I. Whitehead),15,13
34,1,6:52.0,D. Schröder makes 2-pt jump shot from 10 ft,,17,13
35,1,6:40.0,,B. Lopez misses 3-pt jump shot from 26 ft,17,13
36,1,6:39.0,Defensive rebound by K. Bazemore,,17,13
37,1,6:32.0,Turnover by K. Bazemore (bad pass; steal by S. Kilpatrick),,17,13
38,1,6:26.0,,S. Kilpatrick makes 2-pt layup from 2 ft,17,15
39,1,6:19.0,Personal foul by B. Lopez (drawn by D. Howard),,17,15
40,1,6:19.0,,J. Hamilton enters the game for R. Hollis-Jefferson,17,15
41,1,6:19.0,T. Hardaway enters the game for K. Bazemore,,17,15
42,1,6:16.0,T. Hardaway makes 2-pt layup from 3 ft (assist by T. Sefolosha),,19,15
43,1,6:01.0,,Turnover by B. Bogdanović (lost ball; steal by P. Millsap),19,15
44,1,5:47.0,D. Schröder makes 3-pt jump shot from 25 ft,,22,15
45,1,5:38.0,,I. Whitehead misses 2-pt jump shot from 18 ft,22,15
46,1,5:37.0,Defensive rebound by P. Millsap,,22,15
47,1,5:28.0,T. Hardaway makes 3-pt jump shot from 23 ft (assist by P. Millsap),,25,15
48,1,5:07.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by I. Whitehead),25,18
49,1,4:50.0,D. Schröder misses 2-pt jump shot from 13 ft,,25,18
50,1,4:49.0,Offensive rebound by D. Howard,,25,18
51,1,4:48.0,D. Howard misses 2-pt layup from 3 ft,,25,18
52,1,4:46.0,,Defensive rebound by J. Hamilton,25,18
53,1,4:37.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by B. Lopez),25,21
54,1,4:17.0,T. Hardaway misses 3-pt jump shot from 25 ft,,25,21
55,1,4:15.0,,Defensive rebound by B. Bogdanović,25,21
56,1,4:11.0,,S. Kilpatrick misses 2-pt layup from 1 ft,25,21
57,1,4:10.0,,Offensive rebound by S. Kilpatrick,25,21
58,1,4:09.0,,S. Kilpatrick misses 2-pt layup from 1 ft,25,21
59,1,4:08.0,,Offensive rebound by S. Kilpatrick,25,21
60,1,4:07.0,,S. Kilpatrick makes 2-pt layup from 2 ft,25,23
61,1,4:07.0,Atlanta full timeout,,25,23
62,1,4:07.0,,S. Dinwiddie enters the game for I. Whitehead,25,23
63,1,4:07.0,,L. Scola enters the game for B. Lopez,25,23
64,1,4:07.0,,C. LeVert enters the game for B. Bogdanović,25,23
65,1,4:07.0,K. Humphries enters the game for D. Howard,,25,23
66,1,4:07.0,T. Prince enters the game for T. Sefolosha,,25,23
67,1,3:53.0,P. Millsap misses 2-pt jump shot from 13 ft,,25,23
68,1,3:52.0,,Defensive rebound by C. LeVert,25,23
69,1,3:42.0,,C. LeVert misses 3-pt jump shot from 25 ft,25,23
70,1,3:41.0,Defensive rebound by K. Humphries,,25,23
71,1,3:26.0,P. Millsap misses 2-pt jump shot from 12 ft,,25,23
72,1,3:24.0,,Defensive rebound by S. Dinwiddie,25,23
73,1,3:19.0,,J. Hamilton misses 3-pt jump shot from 24 ft,25,23
74,1,3:17.0,Defensive rebound by T. Hardaway,,25,23
75,1,3:04.0,T. Prince makes 3-pt jump shot from 24 ft (assist by D. Schröder),,28,23
76,1,2:45.0,,Brooklyn full timeout,28,23
77,1,2:45.0,M. Delaney enters the game for P. Millsap,,28,23
78,1,2:45.0,M. Muscala enters the game for D. Schröder,,28,23
79,1,2:38.0,,S. Kilpatrick misses 2-pt jump shot from 16 ft (block by T. Hardaway),28,23
80,1,2:37.0,Defensive rebound by K. Humphries,,28,23
81,1,2:30.0,T. Hardaway makes 2-pt dunk at rim (assist by M. Delaney),,30,23
82,1,2:13.0,,L. Scola makes 3-pt jump shot from 24 ft (assist by C. LeVert),30,26
83,1,1:56.0,M. Muscala misses 2-pt jump shot from 8 ft,,30,26
84,1,1:55.0,,Defensive rebound by L. Scola,30,26
85,1,1:44.0,,L. Scola misses 2-pt hook shot from 6 ft,30,26
86,1,1:43.0,Defensive rebound by K. Humphries,,30,26
87,1,1:31.0,Shooting foul by S. Dinwiddie (drawn by M. Delaney),,30,26
88,1,1:31.0,M. Delaney misses free throw 1 of 2,,30,26
89,1,1:31.0,Offensive rebound by Team,,30,26
90,1,1:31.0,M. Delaney makes free throw 2 of 2,,31,26
91,1,1:30.0,,Personal foul by K. Humphries (drawn by S. Dinwiddie),31,26
92,1,1:13.0,,J. Hamilton misses 2-pt hook shot from 7 ft,31,26
93,1,1:11.0,,Offensive rebound by J. Hamilton,31,26
94,1,1:08.0,,Turnover by J. Hamilton (bad pass; steal by T. Prince),31,26
95,1,1:07.0,Turnover by T. Prince (bad pass),,31,26
96,1,0:52.0,,C. LeVert makes 2-pt jump shot from 11 ft (assist by S. Dinwiddie),31,28
97,1,0:52.0,,Shooting foul by T. Hardaway (drawn by C. LeVert),31,28
98,1,0:52.0,,C. LeVert makes free throw 1 of 1,31,29
99,1,0:38.0,M. Delaney makes 2-pt jump shot from 21 ft,,33,29
100,1,0:28.0,,L. Scola misses 3-pt jump shot from 25 ft,33,29
101,1,0:27.0,Defensive rebound by T. Prince,,33,29
102,1,0:06.0,K. Humphries makes 2-pt layup from 2 ft,,35,29
103,1,0:02.0,Offensive charge foul by S. Dinwiddie (drawn by T. Hardaway),,35,29
104,1,0:02.0,,Turnover by S. Dinwiddie (offensive foul),35,29
