,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MEMPHIS_ACTION,ATLANTA_SCORE,MEMPHIS_SCORE
388,4,6:43.0,,J. Green makes free throw 1 of 2,94,71
389,4,6:43.0,,J. Green makes free throw 2 of 2,94,72
390,4,6:29.0,J. Calderón makes 2-pt layup from 2 ft (assist by E. İlyasova),,96,72
391,4,6:12.0,,T. Daniels misses 2-pt jump shot from 10 ft,96,72
392,4,6:11.0,,Offensive rebound by J. Green,96,72
393,4,6:11.0,,J. Green makes 2-pt dunk at rim,96,74
394,4,5:53.0,J. Calderón misses 3-pt jump shot from 24 ft,,96,74
395,4,5:53.0,Offensive rebound by K. Bazemore,,96,74
396,4,5:45.0,J. Calderón makes 2-pt layup from 1 ft (assist by P. Millsap),,98,74
397,4,5:21.0,,J. Green makes 2-pt jump shot from 18 ft (assist by A. Harrison),98,76
398,4,5:14.0,Atlanta full timeout,,98,76
399,4,5:14.0,Atlanta full timeout,,98,76
400,4,5:14.0,,V. Carter enters the game for T. Daniels,98,76
401,4,5:14.0,M. Muscala enters the game for P. Millsap,,98,76
402,4,5:02.0,Turnover by K. Bazemore (bad pass; steal by V. Carter),,98,76
403,4,4:59.0,,Shooting foul by E. İlyasova (drawn by A. Harrison),98,76
404,4,4:59.0,,A. Harrison misses free throw 1 of 2,98,76
405,4,4:59.0,,Offensive rebound by Team,98,76
406,4,4:59.0,,A. Harrison misses free throw 2 of 2,98,76
407,4,4:58.0,Defensive rebound by E. İlyasova,,98,76
408,4,4:39.0,E. İlyasova misses 2-pt jump shot from 14 ft,,98,76
409,4,4:37.0,,Defensive rebound by A. Harrison,98,76
410,4,4:29.0,,J. Green makes 2-pt jump shot from 21 ft (assist by A. Harrison),98,78
411,4,4:03.0,Turnover by M. Muscala (lost ball; steal by A. Harrison),,98,78
412,4,3:48.0,,T. Allen misses 2-pt layup at rim,98,78
413,4,3:48.0,,Offensive rebound by Team,98,78
414,4,3:34.0,,J. Green makes 3-pt jump shot from 25 ft (assist by Z. Randolph),98,81
415,4,3:12.0,T. Prince makes 3-pt jump shot from 23 ft (assist by J. Calderón),,101,81
416,4,3:05.0,,Shooting foul by J. Calderón (drawn by A. Harrison),101,81
417,4,3:05.0,,A. Harrison misses free throw 1 of 3,101,81
418,4,3:05.0,,Offensive rebound by Team,101,81
419,4,3:05.0,,A. Harrison makes free throw 2 of 3,101,82
420,4,3:05.0,,A. Harrison makes free throw 3 of 3,101,83
421,4,2:52.0,Shooting foul by A. Harrison (drawn by E. İlyasova),,101,83
422,4,2:52.0,,Technical foul by A. Harrison,101,83
423,4,2:52.0,Technical foul by E. İlyasova,,101,83
424,4,2:52.0,,Memphis full timeout,101,83
425,4,2:52.0,E. İlyasova makes free throw 1 of 2,,102,83
426,4,2:52.0,,J. Ennis enters the game for Z. Randolph,101,83
427,4,2:52.0,,T. Douglas enters the game for T. Allen,101,83
428,4,2:52.0,,B. Wright enters the game for V. Carter,101,83
429,4,2:52.0,D. Bembry enters the game for K. Bazemore,,101,83
430,4,2:52.0,R. Kelly enters the game for M. Muscala,,101,83
431,4,2:52.0,E. İlyasova makes free throw 2 of 2,,103,83
432,4,2:33.0,,Shooting foul by E. İlyasova (drawn by B. Wright),103,83
433,4,2:33.0,,B. Wright makes free throw 1 of 2,103,84
434,4,2:33.0,K. Humphries enters the game for E. İlyasova,,103,83
435,4,2:33.0,,B. Wright makes free throw 2 of 2,103,85
436,4,2:17.0,D. Bembry misses 2-pt layup from 1 ft (block by J. Green),,103,85
437,4,2:13.0,,Defensive rebound by A. Harrison,103,85
438,4,2:11.0,,A. Harrison misses 3-pt jump shot from 25 ft,103,85
439,4,2:09.0,,Offensive rebound by T. Douglas,103,85
440,4,2:09.0,,T. Douglas makes 2-pt layup from 1 ft,103,87
441,4,2:02.0,Shooting foul by J. Green (drawn by R. Kelly),,103,87
442,4,2:02.0,R. Kelly misses free throw 1 of 2,,103,87
443,4,2:02.0,Offensive rebound by Team,,103,87
444,4,2:02.0,R. Kelly makes free throw 2 of 2,,104,87
445,4,1:41.0,,Shooting foul by K. Humphries (drawn by J. Ennis),104,87
446,4,1:41.0,,J. Ennis misses free throw 1 of 2,104,87
447,4,1:41.0,,Offensive rebound by Team,104,87
448,4,1:41.0,,J. Ennis makes free throw 2 of 2,104,88
449,4,1:26.0,D. Bembry makes 2-pt jump shot from 5 ft,,106,88
450,4,1:09.0,,A. Harrison misses 2-pt jump shot from 6 ft,106,88
451,4,1:06.0,Defensive rebound by K. Humphries,,106,88
452,4,1:03.0,D. Bembry misses 2-pt layup from 2 ft,,106,88
453,4,1:01.0,,Defensive rebound by J. Green,106,88
454,4,0:54.0,,T. Douglas makes 2-pt layup from 1 ft,106,90
455,4,0:38.0,R. Kelly misses 2-pt jump shot from 8 ft,,106,90
456,4,0:35.0,,Defensive rebound by B. Wright,106,90
457,4,0:29.0,,B. Wright misses 2-pt layup from 2 ft (block by K. Humphries),106,90
458,4,0:26.0,Defensive rebound by J. Calderón,,106,90
459,4,0:25.0,Personal foul by T. Douglas (drawn by J. Calderón),,106,90
460,4,0:25.0,J. Calderón makes free throw 1 of 2,,107,90
461,4,0:25.0,J. Calderón misses free throw 2 of 2,,107,90
462,4,0:25.0,Offensive rebound by K. Humphries,,107,90
463,4,0:20.0,K. Humphries misses 2-pt layup from 1 ft,,107,90
464,4,0:19.0,,Defensive rebound by J. Green,107,90
465,4,0:15.0,,T. Douglas misses 2-pt layup from 1 ft (block by T. Prince),107,90
466,4,0:12.0,Defensive rebound by R. Kelly,,107,90
