,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MINNESOTA_ACTION,CHARLOTTE_SCORE,MINNESOTA_SCORE
375,4,4:18.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by F. Kaminsky),,102,97
376,4,4:01.0,,R. Rubio makes 3-pt jump shot from 26 ft (assist by A. Wiggins),102,100
377,4,3:45.0,N. Batum misses 3-pt jump shot from 26 ft,,102,100
378,4,3:44.0,,Defensive rebound by Team,102,100
379,4,3:25.0,,K. Towns misses 3-pt jump shot from 24 ft,102,100
380,4,3:24.0,Defensive rebound by N. Batum,,102,100
381,4,3:04.0,F. Kaminsky makes 3-pt jump shot from 23 ft (assist by N. Batum),,105,100
382,4,2:44.0,,A. Wiggins misses 2-pt layup from 1 ft,105,100
383,4,2:43.0,,Offensive rebound by Team,105,100
384,4,2:43.0,Charlotte full timeout,,105,100
385,4,2:43.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,105,100
386,4,2:42.0,,Shooting foul by K. Walker (drawn by R. Rubio),105,100
387,4,2:42.0,,R. Rubio makes free throw 1 of 2,105,101
388,4,2:42.0,,R. Rubio makes free throw 2 of 2,105,102
389,4,2:23.0,F. Kaminsky makes 2-pt jump shot from 5 ft,,107,102
390,4,2:23.0,Shooting foul by R. Rubio (drawn by F. Kaminsky),,107,102
391,4,2:23.0,F. Kaminsky makes free throw 1 of 1,,108,102
392,4,2:09.0,,A. Wiggins misses 3-pt jump shot from 25 ft,108,102
393,4,2:08.0,Defensive rebound by F. Kaminsky,,108,102
394,4,1:55.0,K. Walker misses 2-pt jump shot from 20 ft,,108,102
395,4,1:54.0,,Defensive rebound by R. Rubio,108,102
396,4,1:46.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by R. Rubio),108,105
397,4,1:29.0,Turnover by F. Kaminsky (traveling),,108,105
398,4,1:18.0,,K. Towns misses 3-pt jump shot from 25 ft,108,105
399,4,1:16.0,,Offensive rebound by G. Dieng,108,105
400,4,1:10.0,,Z. LaVine misses 3-pt jump shot from 25 ft,108,105
401,4,1:09.0,Defensive rebound by K. Walker,,108,105
402,4,1:00.0,Charlotte full timeout,,108,105
403,4,1:00.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,108,105
404,4,0:54.0,C. Zeller makes 2-pt dunk at rim,,110,105
405,4,0:47.0,,Personal block foul by C. Zeller (drawn by A. Wiggins),110,105
406,4,0:44.0,,Personal foul by N. Batum (drawn by A. Wiggins),110,105
407,4,0:44.0,,A. Wiggins makes free throw 1 of 2,110,106
408,4,0:44.0,,A. Wiggins misses free throw 2 of 2,110,106
409,4,0:44.0,Defensive rebound by C. Zeller,,110,106
410,4,0:29.0,F. Kaminsky makes 2-pt dunk at rim (assist by N. Batum),,112,106
411,4,0:29.0,,Minnesota full timeout,112,106
412,4,0:29.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,112,106
413,4,0:22.0,,K. Towns misses 3-pt jump shot from 25 ft,112,106
414,4,0:21.0,Defensive rebound by M. Kidd-Gilchrist,,112,106
415,4,0:20.0,Personal foul by R. Rubio (drawn by M. Kidd-Gilchrist),,112,106
416,4,0:20.0,M. Kidd-Gilchrist misses free throw 1 of 2,,112,106
417,4,0:20.0,Offensive rebound by Team,,112,106
418,4,0:20.0,M. Kidd-Gilchrist makes free throw 2 of 2,,113,106
419,4,0:14.0,,K. Towns misses 3-pt jump shot from 25 ft,113,106
420,4,0:13.0,Defensive rebound by K. Walker,,113,106
421,4,0:11.0,Personal take foul by Z. LaVine (drawn by K. Walker),,113,106
422,4,0:11.0,K. Walker makes free throw 1 of 2,,114,106
423,4,0:11.0,K. Walker makes free throw 2 of 2,,115,106
424,4,0:06.0,,Z. LaVine makes 2-pt layup from 1 ft,115,108
