,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,GOLDEN STATE_ACTION,BROOKLYN_SCORE,GOLDEN STATE_SCORE
248,3,9:46.0,Defensive rebound by R. Hollis-Jefferson,,55,67
249,3,9:32.0,J. Lin misses 3-pt jump shot from 30 ft,,55,67
250,3,9:31.0,,Defensive rebound by Z. Pachulia,55,67
251,3,9:23.0,,Shooting foul by R. Hollis-Jefferson (drawn by K. Thompson),55,67
252,3,9:23.0,,K. Thompson makes free throw 1 of 2,55,68
253,3,9:23.0,,K. Thompson makes free throw 2 of 2,55,69
254,3,9:14.0,Shooting foul by Z. Pachulia (drawn by R. Hollis-Jefferson),,55,69
255,3,9:14.0,R. Hollis-Jefferson makes free throw 1 of 2,,56,69
256,3,9:14.0,R. Hollis-Jefferson makes free throw 2 of 2,,57,69
257,3,9:01.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. Green),57,72
258,3,8:38.0,R. Hollis-Jefferson misses 2-pt jump shot from 4 ft,,57,72
259,3,8:37.0,Offensive rebound by R. Hollis-Jefferson,,57,72
260,3,8:37.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,57,72
261,3,8:35.0,,Defensive rebound by Z. Pachulia,57,72
262,3,8:30.0,,P. McCaw misses 3-pt jump shot from 26 ft,57,72
263,3,8:29.0,,Offensive rebound by Team,57,72
264,3,8:29.0,,Shooting foul by J. Lin (drawn by P. McCaw),57,72
265,3,8:29.0,,P. McCaw makes free throw 1 of 2,57,73
266,3,8:29.0,,P. McCaw makes free throw 2 of 2,57,74
267,3,8:17.0,Personal foul by Z. Pachulia (drawn by B. Lopez),,57,74
268,3,8:17.0,,J. McGee enters the game for Z. Pachulia,57,74
269,3,8:09.0,Personal foul by D. Green (drawn by J. Lin),,57,74
270,3,8:05.0,J. Lin makes 2-pt jump shot from 14 ft (assist by R. Foye),,59,74
271,3,7:50.0,,J. McGee misses 2-pt layup from 3 ft (block by J. Harris),59,74
272,3,7:50.0,,Offensive rebound by Team,59,74
273,3,7:46.0,,K. Thompson misses 2-pt jump shot from 16 ft,59,74
274,3,7:46.0,Defensive rebound by R. Hollis-Jefferson,,59,74
275,3,7:35.0,J. Harris misses 2-pt jump shot from 4 ft (block by P. McCaw),,59,74
276,3,7:33.0,,Defensive rebound by P. McCaw,59,74
277,3,7:29.0,,Shooting foul by R. Hollis-Jefferson (drawn by D. Green),59,74
278,3,7:29.0,,D. Green makes free throw 1 of 2,59,75
279,3,7:29.0,S. Kilpatrick enters the game for J. Lin,,59,75
280,3,7:29.0,S. Dinwiddie enters the game for R. Foye,,59,75
281,3,7:29.0,,D. Green makes free throw 2 of 2,59,76
282,3,7:10.0,S. Kilpatrick misses 2-pt jump shot from 16 ft (block by K. Thompson),,59,76
283,3,7:09.0,,Defensive rebound by D. Green,59,76
284,3,7:04.0,,D. Green misses 2-pt layup from 3 ft,59,76
285,3,7:03.0,Defensive rebound by S. Kilpatrick,,59,76
286,3,6:55.0,S. Kilpatrick misses 2-pt layup from 3 ft (block by P. McCaw),,59,76
287,3,6:53.0,,Defensive rebound by J. McGee,59,76
288,3,6:45.0,,P. McCaw makes 2-pt layup from 2 ft (assist by K. Thompson),59,78
289,3,6:45.0,Brooklyn full timeout,,59,78
290,3,6:29.0,J. Harris misses 3-pt jump shot from 25 ft,,59,78
291,3,6:29.0,,Defensive rebound by K. Thompson,59,78
292,3,6:14.0,,J. McGee misses 2-pt layup from 1 ft,59,78
293,3,6:13.0,Defensive rebound by R. Hollis-Jefferson,,59,78
294,3,6:00.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by J. Harris),,61,78
295,3,5:45.0,,D. Green misses 3-pt jump shot from 26 ft,61,78
296,3,5:45.0,Defensive rebound by S. Kilpatrick,,61,78
297,3,5:42.0,Shooting foul by S. Curry (drawn by R. Hollis-Jefferson),,61,78
298,3,5:42.0,R. Hollis-Jefferson makes free throw 1 of 2,,62,78
299,3,5:42.0,,A. Iguodala enters the game for D. Green,62,78
300,3,5:42.0,R. Hollis-Jefferson makes free throw 2 of 2,,63,78
301,3,5:30.0,,K. Thompson makes 2-pt dunk at rim (assist by A. Iguodala),63,80
302,3,5:15.0,B. Lopez makes 2-pt hook shot from 6 ft,,65,80
303,3,5:09.0,,K. Thompson misses 3-pt jump shot from 26 ft,65,80
304,3,5:08.0,Defensive rebound by R. Hollis-Jefferson,,65,80
305,3,4:59.0,B. Lopez makes 3-pt jump shot from 28 ft (assist by S. Dinwiddie),,68,80
306,3,4:48.0,,S. Curry misses 2-pt jump shot from 20 ft,68,80
307,3,4:47.0,Defensive rebound by S. Kilpatrick,,68,80
308,3,4:33.0,B. Lopez misses 2-pt hook shot from 7 ft,,68,80
309,3,4:33.0,,Defensive rebound by A. Iguodala,68,80
310,3,4:24.0,,K. Thompson makes 2-pt jump shot from 13 ft (assist by A. Iguodala),68,82
311,3,4:10.0,B. Lopez misses 3-pt jump shot from 26 ft,,68,82
312,3,4:10.0,,Defensive rebound by Team,68,82
313,3,4:09.0,I. Whitehead enters the game for J. Harris,,68,82
314,3,3:54.0,,I. Clark enters the game for K. Thompson,68,82
315,3,3:54.0,T. Booker enters the game for R. Hollis-Jefferson,,68,82
316,3,3:54.0,,Golden State full timeout,68,82
317,3,3:54.0,J. Hamilton enters the game for B. Lopez,,68,82
318,3,3:50.0,,J. McGee makes 2-pt hook shot from 6 ft (assist by P. McCaw),68,84
319,3,3:50.0,,Shooting foul by J. Hamilton (drawn by J. McGee),68,84
320,3,3:50.0,,J. McGee misses free throw 1 of 1,68,84
321,3,3:49.0,Defensive rebound by T. Booker,,68,84
322,3,3:28.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,68,84
323,3,3:27.0,,Defensive rebound by S. Curry,68,84
324,3,3:21.0,,Turnover by A. Iguodala (bad pass; steal by I. Whitehead),68,84
325,3,3:09.0,I. Whitehead makes 2-pt layup from 2 ft,,70,84
326,3,3:02.0,,S. Curry misses 3-pt jump shot from 25 ft,70,84
327,3,3:01.0,Defensive rebound by S. Kilpatrick,,70,84
328,3,2:54.0,S. Kilpatrick misses 2-pt jump shot from 19 ft,,70,84
329,3,2:53.0,,Defensive rebound by J. McGee,70,84
330,3,2:35.0,,P. McCaw misses 3-pt jump shot from 25 ft,70,84
331,3,2:34.0,,Offensive rebound by S. Curry,70,84
332,3,2:32.0,,S. Curry misses 2-pt layup from 3 ft,70,84
333,3,2:31.0,Defensive rebound by T. Booker,,70,84
334,3,2:20.0,S. Kilpatrick makes 2-pt layup from 1 ft (assist by J. Hamilton),,72,84
335,3,2:02.0,,J. McGee makes 2-pt dunk at rim (assist by I. Clark),72,86
336,3,1:46.0,I. Whitehead makes 2-pt layup from 3 ft (assist by J. Hamilton),,74,86
337,3,1:35.0,,Personal foul by S. Dinwiddie (drawn by J. McGee),74,86
338,3,1:35.0,,J. McGee misses free throw 1 of 2,74,86
339,3,1:35.0,,Offensive rebound by Team,74,86
340,3,1:35.0,,D. Green enters the game for P. McCaw,74,86
341,3,1:35.0,,J. McGee makes free throw 2 of 2,74,87
342,3,1:19.0,S. Kilpatrick makes 2-pt jump shot from 10 ft (assist by S. Dinwiddie),,76,87
343,3,1:08.0,,Offensive foul by S. Curry (drawn by I. Whitehead),76,87
344,3,1:08.0,,Turnover by S. Curry (offensive foul),76,87
345,3,1:08.0,,D. West enters the game for J. McGee,76,87
346,3,0:47.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,76,87
347,3,0:46.0,,Defensive rebound by D. Green,76,87
348,3,0:28.0,,D. Green misses 3-pt jump shot from 26 ft,76,87
349,3,0:27.0,,Offensive rebound by I. Clark,76,87
350,3,0:27.0,,I. Clark makes 2-pt layup from 2 ft,76,89
351,3,0:07.0,Turnover by I. Whitehead (bad pass; steal by S. Curry),,76,89
352,3,0:03.0,,S. Curry makes 2-pt layup from 2 ft,76,91
353,4,11:45.0,J. Hamilton misses 2-pt jump shot from 9 ft,,76,91
354,4,11:45.0,,Defensive rebound by D. Green,76,91
355,4,11:39.0,,D. Green misses 2-pt jump shot from 9 ft,76,91
356,4,11:38.0,,Offensive rebound by D. Green,76,91
357,4,11:31.0,,K. Thompson misses 2-pt jump shot from 21 ft,76,91
358,4,11:31.0,Defensive rebound by S. Dinwiddie,,76,91
359,4,11:27.0,T. Booker misses 2-pt jump shot from 3 ft (block by D. West),,76,91
360,4,11:26.0,Offensive rebound by Team,,76,91
361,4,11:16.0,I. Whitehead misses 2-pt layup from 1 ft,,76,91
362,4,11:15.0,Offensive rebound by S. Kilpatrick,,76,91
363,4,11:14.0,S. Kilpatrick misses 2-pt layup at rim,,76,91
364,4,11:12.0,Offensive rebound by I. Whitehead,,76,91
365,4,11:12.0,I. Whitehead misses 2-pt layup from 2 ft (block by A. Iguodala),,76,91
366,4,11:12.0,Offensive rebound by Team,,76,91
367,4,11:02.0,I. Whitehead misses 2-pt jump shot from 11 ft,,76,91
368,4,11:02.0,,Defensive rebound by D. West,76,91
369,4,10:44.0,,K. Thompson misses 2-pt jump shot from 18 ft,76,91
370,4,10:44.0,Defensive rebound by S. Kilpatrick,,76,91
371,4,10:33.0,T. Booker misses 2-pt jump shot from 14 ft,,76,91
372,4,10:32.0,,Defensive rebound by D. West,76,91
