,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MEMPHIS_ACTION,HOUSTON_SCORE,MEMPHIS_SCORE
0,1,11:43.0,M. Harrell misses 2-pt layup from 1 ft (block by T. Allen),,0,0
1,1,11:41.0,Offensive rebound by M. Harrell,,0,0
2,1,11:41.0,M. Harrell makes 2-pt dunk at rim,,2,0
3,1,11:19.0,,M. Gasol makes 2-pt jump shot from 12 ft (assist by M. Conley),2,2
4,1,11:01.0,Turnover by R. Anderson (traveling),,2,2
5,1,10:46.0,,T. Allen misses 2-pt layup from 2 ft,2,2
6,1,10:44.0,Defensive rebound by M. Harrell,,2,2
7,1,10:35.0,J. Harden misses 2-pt jump shot from 9 ft,,2,2
8,1,10:33.0,Offensive rebound by M. Harrell,,2,2
9,1,10:29.0,P. Beverley makes 3-pt jump shot from 23 ft (assist by M. Harrell),,5,2
10,1,10:12.0,,M. Gasol misses 2-pt jump shot from 8 ft,5,2
11,1,10:11.0,Defensive rebound by P. Beverley,,5,2
12,1,10:05.0,J. Harden makes 3-pt jump shot from 28 ft,,8,2
13,1,10:05.0,Shooting foul by T. Allen (drawn by J. Harden),,8,2
14,1,10:05.0,J. Harden makes free throw 1 of 1,,9,2
15,1,9:50.0,,C. Parsons misses 3-pt jump shot from 25 ft,9,2
16,1,9:50.0,Defensive rebound by M. Harrell,,9,2
17,1,9:46.0,,Offensive charge foul by J. Harden (drawn by C. Parsons),9,2
18,1,9:46.0,Turnover by J. Harden (offensive foul),,9,2
19,1,9:38.0,,Personal foul by P. Beverley (drawn by M. Conley),9,2
20,1,9:31.0,,T. Allen makes 2-pt dunk at rim (assist by C. Parsons),9,4
21,1,9:11.0,M. Harrell makes 2-pt jump shot from 16 ft (assist by J. Harden),,11,4
22,1,8:51.0,,M. Conley misses 3-pt jump shot from 26 ft,11,4
23,1,8:51.0,Defensive rebound by R. Anderson,,11,4
24,1,8:39.0,P. Beverley misses 3-pt jump shot from 26 ft,,11,4
25,1,8:38.0,Offensive rebound by J. Harden,,11,4
26,1,8:35.0,R. Anderson misses 3-pt jump shot from 25 ft,,11,4
27,1,8:34.0,,Defensive rebound by T. Allen,11,4
28,1,8:22.0,Offensive charge foul by M. Gasol (drawn by R. Anderson),,11,4
29,1,8:22.0,,Turnover by M. Gasol (offensive foul),11,4
30,1,8:17.0,M. Harrell makes 2-pt layup from 1 ft (assist by J. Harden),,13,4
31,1,8:05.0,,Memphis full timeout,13,4
32,1,7:55.0,,M. Conley makes 2-pt jump shot from 21 ft,13,6
33,1,7:39.0,,Violation by M. Conley (kicked ball),13,6
34,1,7:25.0,J. Harden misses 2-pt jump shot from 16 ft,,13,6
35,1,7:23.0,,Defensive rebound by C. Parsons,13,6
36,1,7:00.0,,M. Gasol misses 2-pt jump shot from 20 ft,13,6
37,1,6:57.0,,Offensive rebound by T. Allen,13,6
38,1,6:57.0,,T. Allen makes 2-pt layup from 1 ft,13,8
39,1,6:44.0,Turnover by J. Harden (bad pass),,13,8
40,1,6:44.0,,J. Ennis enters the game for C. Parsons,13,8
41,1,6:34.0,,Turnover by T. Allen (traveling),13,8
42,1,6:22.0,T. Ariza misses 3-pt jump shot from 25 ft,,13,8
43,1,6:21.0,Offensive rebound by R. Anderson,,13,8
44,1,6:19.0,R. Anderson makes 2-pt layup at rim,,15,8
45,1,6:19.0,Shooting foul by J. Green (drawn by R. Anderson),,15,8
46,1,6:19.0,E. Gordon enters the game for P. Beverley,,15,8
47,1,6:19.0,R. Anderson makes free throw 1 of 1,,16,8
48,1,5:59.0,,J. Ennis misses 3-pt jump shot from 25 ft,16,8
49,1,5:59.0,,Offensive rebound by Team,16,8
50,1,5:59.0,Loose ball foul by J. Harden (drawn by T. Allen),,16,8
51,1,5:45.0,,M. Conley makes 2-pt layup from 1 ft,16,10
52,1,5:32.0,Turnover by J. Harden (bad pass; steal by M. Gasol),,16,10
53,1,5:24.0,,M. Gasol misses 2-pt jump shot from 9 ft,16,10
54,1,5:22.0,Defensive rebound by R. Anderson,,16,10
55,1,5:16.0,R. Anderson makes 3-pt jump shot from 25 ft (assist by J. Harden),,19,10
56,1,4:58.0,,M. Conley makes 2-pt layup from 1 ft,19,12
57,1,4:42.0,J. Harden misses 3-pt jump shot from 25 ft,,19,12
58,1,4:42.0,,Defensive rebound by Team,19,12
59,1,4:42.0,,Z. Randolph enters the game for J. Green,19,12
60,1,4:32.0,,M. Conley makes 3-pt jump shot from 25 ft,19,15
61,1,4:19.0,M. Harrell makes 2-pt dunk at rim (assist by E. Gordon),,21,15
62,1,4:01.0,N. Hilário enters the game for M. Harrell,,21,15
63,1,4:01.0,S. Dekker enters the game for R. Anderson,,21,15
64,1,3:50.0,,J. Ennis makes 2-pt layup from 1 ft (assist by Z. Randolph),21,17
65,1,3:29.0,S. Dekker misses 2-pt layup from 1 ft,,21,17
66,1,3:29.0,,Defensive rebound by Z. Randolph,21,17
67,1,3:20.0,,M. Gasol makes 2-pt layup from 1 ft (assist by T. Allen),21,19
68,1,3:04.0,Turnover by J. Harden (bad pass),,21,19
69,1,2:55.0,,Turnover by J. Ennis (bad pass; steal by J. Harden),21,19
70,1,2:52.0,,Violation by M. Gasol (kicked ball),21,19
71,1,2:52.0,Houston full timeout,,21,19
72,1,2:52.0,,A. Harrison enters the game for M. Conley,21,19
73,1,2:35.0,J. Harden makes 3-pt jump shot from 24 ft (assist by N. Hilário),,24,19
74,1,2:15.0,,Z. Randolph misses 2-pt jump shot from 17 ft,24,19
75,1,2:14.0,,Offensive rebound by T. Allen,24,19
76,1,2:14.0,,T. Allen misses 2-pt layup from 1 ft,24,19
77,1,2:11.0,,Offensive rebound by Z. Randolph,24,19
78,1,2:11.0,,Z. Randolph makes 2-pt layup from 2 ft,24,21
79,1,1:57.0,S. Dekker makes 3-pt jump shot from 24 ft (assist by T. Ariza),,27,21
80,1,1:39.0,,Z. Randolph makes 2-pt hook shot from 4 ft (assist by M. Gasol),27,23
81,1,1:26.0,N. Hilário makes 2-pt layup from 1 ft (assist by J. Harden),,29,23
82,1,1:05.0,,A. Harrison misses 3-pt jump shot from 26 ft,29,23
83,1,1:04.0,Defensive rebound by Team,,29,23
84,1,1:04.0,,V. Carter enters the game for T. Allen,29,23
85,1,1:04.0,C. Brewer enters the game for T. Ariza,,29,23
86,1,0:55.0,J. Harden misses 2-pt jump shot from 10 ft,,29,23
87,1,0:55.0,,Defensive rebound by Team,29,23
88,1,0:55.0,Loose ball foul by J. Harden (drawn by Z. Randolph),,29,23
89,1,0:55.0,,J. Martin enters the game for M. Gasol,29,23
90,1,0:55.0,P. Beverley enters the game for J. Harden,,29,23
91,1,0:44.0,,Turnover by J. Ennis (bad pass; steal by P. Beverley),29,23
92,1,0:44.0,Personal foul by J. Martin (drawn by N. Hilário),,29,23
93,1,0:36.0,E. Gordon misses 3-pt jump shot from 26 ft,,29,23
94,1,0:33.0,Offensive rebound by N. Hilário,,29,23
95,1,0:27.0,P. Beverley makes 2-pt layup from 2 ft,,31,23
96,1,0:14.0,,V. Carter makes 2-pt dunk at rim (assist by Z. Randolph),31,25
97,1,0:01.0,S. Dekker misses 3-pt jump shot from 27 ft,,31,25
98,1,0:00.0,Offensive rebound by Team,,31,25
99,2,11:39.0,,T. Daniels makes 3-pt jump shot from 26 ft,31,28
100,2,11:26.0,E. Gordon misses 3-pt jump shot from 26 ft,,31,28
101,2,11:25.0,Offensive rebound by P. Beverley,,31,28
102,2,11:13.0,E. Gordon misses 3-pt jump shot from 26 ft,,31,28
103,2,11:12.0,Offensive rebound by Team,,31,28
104,2,11:03.0,N. Hilário misses 2-pt jump shot from 19 ft,,31,28
105,2,11:02.0,,Defensive rebound by J. Martin,31,28
106,2,10:53.0,,A. Harrison misses 2-pt layup from 1 ft,31,28
107,2,10:52.0,Defensive rebound by N. Hilário,,31,28
108,2,10:46.0,E. Gordon misses 3-pt jump shot from 27 ft,,31,28
109,2,10:46.0,Offensive rebound by Team,,31,28
110,2,10:46.0,,Loose ball foul by V. Carter (drawn by S. Dekker),31,28
111,2,10:39.0,P. Beverley misses 3-pt jump shot from 25 ft,,31,28
112,2,10:37.0,,Defensive rebound by J. Martin,31,28
113,2,10:25.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by A. Harrison),31,31
114,2,10:15.0,Shooting block foul by J. Martin (drawn by C. Brewer),,31,31
115,2,10:15.0,C. Brewer misses free throw 1 of 2,,31,31
116,2,10:15.0,Offensive rebound by Team,,31,31
117,2,10:15.0,C. Brewer makes free throw 2 of 2,,32,31
118,2,10:01.0,,V. Carter misses 2-pt jump shot from 21 ft,32,31
119,2,10:00.0,Defensive rebound by N. Hilário,,32,31
120,2,9:48.0,C. Brewer misses 2-pt layup from 2 ft,,32,31
121,2,9:45.0,Offensive rebound by C. Brewer,,32,31
122,2,9:45.0,C. Brewer misses 2-pt layup from 1 ft,,32,31
123,2,9:45.0,Offensive rebound by N. Hilário,,32,31
124,2,9:45.0,N. Hilário misses 2-pt layup from 1 ft,,32,31
125,2,9:44.0,Offensive rebound by Team,,32,31
126,2,9:36.0,E. Gordon misses 3-pt jump shot from 25 ft,,32,31
127,2,9:35.0,,Defensive rebound by Z. Randolph,32,31
128,2,9:25.0,,Personal foul by N. Hilário (drawn by Z. Randolph),32,31
129,2,9:17.0,,Shooting foul by S. Dekker (drawn by A. Harrison),32,31
