,QUARTER,TIME_REMAINING,CHICAGO_ACTION,DALLAS_ACTION,CHICAGO_SCORE,DALLAS_SCORE
35,1,6:52.0,,Personal foul by J. Butler (drawn by A. Bogut),2,10
36,1,6:52.0,I. Canaan enters the game for J. Butler,,2,10
37,1,6:37.0,,Shooting foul by N. Mirotić (drawn by D. Finney-Smith),2,10
38,1,6:37.0,,D. Finney-Smith makes free throw 1 of 2,2,11
39,1,6:37.0,,D. Finney-Smith misses free throw 2 of 2,2,11
40,1,6:37.0,,D. Powell enters the game for A. Bogut,2,11
41,1,6:36.0,Defensive rebound by N. Mirotić,,2,11
42,1,6:21.0,Turnover by R. Rondo (lost ball; steal by W. Matthews),,2,11
43,1,6:10.0,,Shooting foul by R. Lopez (drawn by D. Finney-Smith),2,11
44,1,6:10.0,,D. Finney-Smith makes free throw 1 of 2,2,12
45,1,6:10.0,J. Grant enters the game for R. Rondo,,2,12
46,1,6:10.0,D. Valentine enters the game for R. Lopez,,2,12
47,1,6:10.0,,J. Gibson enters the game for D. Williams,2,12
48,1,6:10.0,,D. Finney-Smith makes free throw 2 of 2,2,13
49,1,5:54.0,I. Canaan makes 2-pt jump shot from 18 ft (assist by T. Gibson),,4,13
50,1,5:34.0,,J. Gibson misses 3-pt jump shot from 25 ft,4,13
51,1,5:33.0,,Offensive rebound by H. Barnes,4,13
52,1,5:13.0,,D. Powell misses 2-pt jump shot from 17 ft,4,13
53,1,5:12.0,Defensive rebound by T. Gibson,,4,13
54,1,5:10.0,Turnover by T. Gibson (lost ball; steal by H. Barnes),,4,13
55,1,5:06.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by H. Barnes),4,16
56,1,4:52.0,T. Gibson makes 2-pt hook shot from 6 ft (assist by I. Canaan),,6,16
57,1,4:30.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by W. Matthews),6,19
58,1,4:08.0,N. Mirotić misses 2-pt jump shot from 13 ft,,6,19
59,1,4:07.0,,Defensive rebound by D. Powell,6,19
60,1,3:55.0,,W. Matthews misses 3-pt jump shot from 25 ft,6,19
61,1,3:54.0,,Offensive rebound by H. Barnes,6,19
62,1,3:53.0,,Dallas full timeout,6,19
63,1,3:53.0,,D. Harris enters the game for H. Barnes,6,19
64,1,3:53.0,,A. Bogut enters the game for W. Matthews,6,19
65,1,3:53.0,B. Portis enters the game for T. Gibson,,6,19
66,1,3:48.0,,A. Bogut makes 2-pt dunk at rim (assist by D. Harris),6,21
67,1,3:29.0,N. Mirotić misses 3-pt jump shot from 24 ft,,6,21
68,1,3:28.0,,Defensive rebound by A. Bogut,6,21
69,1,3:19.0,R. Lopez enters the game for N. Mirotić,,6,21
70,1,3:19.0,J. Butler enters the game for J. Grant,,6,21
71,1,3:17.0,,Shooting block foul by B. Portis (drawn by D. Powell),6,21
72,1,3:17.0,,D. Powell makes 2-pt jump shot from 17 ft (assist by J. Gibson),6,23
73,1,3:17.0,,D. Powell misses free throw 1 of 1,6,23
74,1,3:16.0,Defensive rebound by J. Butler,,6,23
75,1,3:01.0,J. Butler makes 2-pt jump shot from 14 ft,,8,23
76,1,2:35.0,,D. Powell misses 2-pt jump shot from 6 ft,8,23
77,1,2:33.0,Defensive rebound by R. Lopez,,8,23
78,1,2:26.0,Shooting block foul by A. Bogut (drawn by J. Butler),,8,23
79,1,2:26.0,J. Butler makes free throw 1 of 2,,9,23
80,1,2:26.0,J. Butler makes free throw 2 of 2,,10,23
81,1,2:07.0,,J. Gibson misses 2-pt jump shot from 16 ft,10,23
82,1,2:06.0,Defensive rebound by J. Butler,,10,23
83,1,1:59.0,Shooting foul by D. Powell (drawn by J. Butler),,10,23
84,1,1:59.0,J. Butler makes free throw 1 of 2,,11,23
85,1,1:59.0,J. Butler misses free throw 2 of 2,,11,23
86,1,1:59.0,,W. Matthews enters the game for D. Finney-Smith,11,23
87,1,1:58.0,,Defensive rebound by D. Powell,11,23
88,1,1:44.0,Violation by R. Lopez (kicked ball),,11,23
89,1,1:34.0,,Turnover by D. Powell (bad pass; steal by J. Butler),11,23
90,1,1:27.0,I. Canaan makes 3-pt jump shot from 25 ft (assist by J. Butler),,14,23
91,1,1:15.0,,J. Gibson makes 2-pt jump shot from 19 ft,14,25
92,1,1:01.0,J. Butler misses 2-pt jump shot from 20 ft,,14,25
93,1,1:00.0,,Defensive rebound by Team,14,25
94,1,1:00.0,,H. Barnes enters the game for D. Powell,14,25
95,1,0:43.0,,H. Barnes makes 2-pt jump shot from 17 ft (assist by D. Harris),14,27
96,1,0:31.0,B. Portis misses 2-pt jump shot from 19 ft,,14,27
97,1,0:29.0,Offensive rebound by R. Lopez,,14,27
98,1,0:29.0,R. Lopez makes 2-pt layup at rim,,16,27
99,1,0:11.0,,H. Barnes misses 2-pt jump shot from 10 ft,16,27
100,1,0:10.0,,Offensive rebound by A. Bogut,16,27
101,1,0:10.0,,A. Bogut makes 2-pt layup from 1 ft,16,29
102,1,0:00.0,R. Lopez makes 2-pt hook shot from 6 ft (assist by J. Butler),,18,29
103,2,11:47.0,Turnover by J. Butler (lost ball; steal by A. Bogut),,18,29
104,2,11:42.0,,Turnover by D. Harris (bad pass),18,29
105,2,11:28.0,I. Canaan misses 2-pt jump shot from 21 ft,,18,29
106,2,11:26.0,Offensive rebound by R. Lopez,,18,29
107,2,11:26.0,R. Lopez makes 2-pt layup at rim,,20,29
108,2,11:05.0,,W. Matthews misses 2-pt jump shot from 15 ft,20,29
109,2,11:04.0,Defensive rebound by J. Butler,,20,29
110,2,10:59.0,Personal foul by W. Matthews (drawn by J. Butler),,20,29
111,2,10:59.0,,D. Williams enters the game for J. Gibson,20,29
112,2,10:54.0,J. Grant makes 2-pt jump shot from 18 ft,,22,29
113,2,10:38.0,,Shooting foul by I. Canaan (drawn by H. Barnes),22,29
114,2,10:38.0,,H. Barnes makes 2-pt jump shot from 7 ft,22,31
115,2,10:38.0,,J. Anderson enters the game for D. Harris,22,31
116,2,10:38.0,T. Gibson enters the game for D. Valentine,,22,31
117,2,10:38.0,,H. Barnes makes free throw 1 of 1,22,32
118,2,10:30.0,Personal foul by H. Barnes (drawn by T. Gibson),,22,32
119,2,10:24.0,J. Butler makes 2-pt layup from 1 ft,,24,32
120,2,9:56.0,,H. Barnes makes 2-pt hook shot from 7 ft,24,34
121,2,9:29.0,J. Grant makes 2-pt layup from 1 ft,,26,34
122,2,9:18.0,,Def 3 sec tech foul by R. Lopez,26,34
123,2,9:18.0,,D. Williams makes technical free throw,26,35
124,2,9:18.0,,D. Finney-Smith enters the game for W. Matthews,26,35
125,2,9:13.0,,A. Bogut makes 2-pt jump shot from 8 ft (assist by D. Williams),26,37
126,2,8:56.0,I. Canaan makes 2-pt jump shot from 17 ft,,28,37
127,2,8:42.0,,H. Barnes misses 2-pt jump shot from 21 ft,28,37
128,2,8:41.0,Defensive rebound by J. Butler,,28,37
129,2,8:32.0,R. Lopez misses 2-pt jump shot from 19 ft,,28,37
130,2,8:31.0,,Defensive rebound by J. Anderson,28,37
131,2,8:21.0,,D. Williams misses 2-pt jump shot from 19 ft,28,37
132,2,8:20.0,Defensive rebound by J. Butler,,28,37
133,2,8:09.0,Turnover by R. Lopez (bad pass; steal by J. Anderson),,28,37
134,2,8:06.0,,Shooting foul by R. Lopez (drawn by J. Anderson),28,37
135,2,8:06.0,Official timeout,,28,37
136,2,8:06.0,,J. Anderson misses free throw 1 of 2,28,37
137,2,8:06.0,,Offensive rebound by Team,28,37
138,2,8:06.0,R. Rondo enters the game for I. Canaan,,28,37
139,2,8:06.0,,J. Anderson makes free throw 2 of 2,28,38
140,2,7:53.0,R. Lopez makes 2-pt layup from 2 ft,,30,38
141,2,7:26.0,,H. Barnes misses 2-pt jump shot from 19 ft,30,38
142,2,7:25.0,Defensive rebound by R. Lopez,,30,38
143,2,7:21.0,Turnover by J. Grant (lost ball; steal by D. Williams),,30,38
144,2,7:08.0,,J. Anderson misses 2-pt jump shot from 13 ft,30,38
145,2,7:07.0,Defensive rebound by T. Gibson,,30,38
146,2,7:01.0,J. Butler misses 2-pt jump shot from 13 ft,,30,38
147,2,7:00.0,,Defensive rebound by A. Bogut,30,38
148,2,6:52.0,,J. Anderson misses 2-pt jump shot from 6 ft (block by R. Lopez),30,38
149,2,6:50.0,,Offensive rebound by H. Barnes,30,38
150,2,6:48.0,,H. Barnes misses 3-pt jump shot from 24 ft,30,38
151,2,6:47.0,Defensive rebound by J. Grant,,30,38
152,2,6:39.0,J. Grant makes 2-pt jump shot from 19 ft,,32,38
153,2,6:38.0,,Dallas full timeout,32,38
154,2,6:38.0,,D. Powell enters the game for D. Finney-Smith,32,38
155,2,6:38.0,,D. Harris enters the game for A. Bogut,32,38
156,2,6:38.0,,W. Matthews enters the game for J. Anderson,32,38
157,2,6:38.0,N. Mirotić enters the game for R. Lopez,,32,38
158,2,6:30.0,,Personal block foul by T. Gibson (drawn by D. Williams),32,38
159,2,6:21.0,,H. Barnes makes 2-pt jump shot from 9 ft (assist by D. Harris),32,40
160,2,5:57.0,R. Rondo makes 2-pt jump shot from 19 ft,,34,40
161,2,5:41.0,,D. Williams misses 2-pt layup from 3 ft,34,40
162,2,5:40.0,Defensive rebound by N. Mirotić,,34,40
163,2,5:29.0,N. Mirotić misses 2-pt hook shot from 4 ft,,34,40
164,2,5:27.0,,Defensive rebound by D. Powell,34,40
165,2,5:19.0,,D. Harris makes 3-pt jump shot from 25 ft (assist by D. Williams),34,43
166,2,5:11.0,Personal foul by D. Powell (drawn by T. Gibson),,34,43
167,2,5:11.0,,A. Bogut enters the game for H. Barnes,34,43
168,2,5:11.0,R. Lopez enters the game for N. Mirotić,,34,43
169,2,5:06.0,J. Butler misses 3-pt jump shot from 24 ft,,34,43
170,2,5:05.0,,Defensive rebound by A. Bogut,34,43
171,2,4:43.0,,D. Williams makes 2-pt jump shot from 10 ft (assist by A. Bogut),34,45
172,2,4:42.0,Chicago full timeout,,34,45
173,2,4:31.0,R. Lopez makes 2-pt jump shot from 8 ft (assist by J. Butler),,36,45
174,2,4:21.0,,Personal foul by R. Rondo (drawn by D. Williams),36,45
175,2,4:09.0,,D. Williams misses 3-pt jump shot from 25 ft,36,45
176,2,4:08.0,Defensive rebound by J. Butler,,36,45
177,2,3:56.0,J. Butler makes 2-pt jump shot from 16 ft,,38,45
178,2,3:56.0,Shooting block foul by D. Williams (drawn by J. Butler),,38,45
179,2,3:56.0,,H. Barnes enters the game for D. Powell,38,45
180,2,3:56.0,J. Butler makes free throw 1 of 1,,39,45
181,2,3:49.0,,Personal block foul by J. Grant (drawn by D. Williams),39,45
182,2,3:49.0,,D. Williams makes free throw 1 of 2,39,46
183,2,3:49.0,I. Canaan enters the game for J. Grant,,39,46
184,2,3:49.0,,D. Williams makes free throw 2 of 2,39,47
185,2,3:34.0,Shooting foul by A. Bogut (drawn by R. Lopez),,39,47
186,2,3:34.0,R. Lopez misses free throw 1 of 2,,39,47
187,2,3:34.0,Offensive rebound by Team,,39,47
188,2,3:34.0,R. Lopez makes free throw 2 of 2,,40,47
189,2,3:22.0,,H. Barnes misses 3-pt jump shot from 25 ft,40,47
190,2,3:21.0,,Offensive rebound by D. Harris,40,47
191,2,3:06.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Williams),40,50
192,2,2:50.0,Shooting block foul by A. Bogut (drawn by J. Butler),,40,50
193,2,2:50.0,J. Butler makes free throw 1 of 2,,41,50
194,2,2:50.0,,D. Powell enters the game for A. Bogut,41,50
195,2,2:50.0,,D. Finney-Smith enters the game for D. Harris,41,50
196,2,2:50.0,B. Portis enters the game for R. Lopez,,41,50
197,2,2:50.0,J. Butler makes free throw 2 of 2,,42,50
198,2,2:32.0,,W. Matthews misses 2-pt jump shot from 8 ft,42,50
199,2,2:32.0,,Offensive rebound by D. Powell,42,50
200,2,2:32.0,,D. Powell makes 2-pt layup at rim,42,52
201,2,2:32.0,,Shooting foul by T. Gibson (drawn by D. Powell),42,52
202,2,2:32.0,,D. Powell makes free throw 1 of 1,42,53
203,2,2:19.0,B. Portis misses 3-pt jump shot from 25 ft,,42,53
204,2,2:18.0,,Defensive rebound by D. Williams,42,53
205,2,2:06.0,,D. Williams misses 3-pt jump shot from 25 ft,42,53
206,2,2:05.0,,Offensive rebound by D. Powell,42,53
207,2,2:01.0,,W. Matthews misses 3-pt jump shot from 25 ft,42,53
208,2,2:00.0,,Offensive rebound by D. Powell,42,53
209,2,2:00.0,,D. Powell makes 2-pt dunk at rim,42,55
210,2,1:44.0,T. Gibson makes 2-pt layup from 1 ft (assist by R. Rondo),,44,55
211,2,1:31.0,,D. Powell misses 2-pt jump shot from 18 ft,44,55
212,2,1:29.0,Defensive rebound by B. Portis,,44,55
213,2,1:20.0,T. Gibson misses 2-pt hook shot from 5 ft,,44,55
214,2,1:19.0,,Defensive rebound by W. Matthews,44,55
215,2,1:05.0,,H. Barnes makes 2-pt jump shot from 17 ft (assist by D. Williams),44,57
216,2,0:50.0,Shooting foul by D. Powell (drawn by T. Gibson),,44,57
217,2,0:50.0,T. Gibson makes free throw 1 of 2,,45,57
218,2,0:50.0,T. Gibson misses free throw 2 of 2,,45,57
219,2,0:50.0,,S. Mejri enters the game for D. Powell,45,57
220,2,0:49.0,,Defensive rebound by D. Finney-Smith,45,57
221,2,0:29.0,,W. Matthews misses 3-pt jump shot from 27 ft,45,57
222,2,0:28.0,Defensive rebound by T. Gibson,,45,57
223,2,0:24.0,Offensive foul by B. Portis (drawn by W. Matthews),,45,57
224,2,0:24.0,Turnover by B. Portis (offensive foul),,45,57
225,2,0:24.0,C. Felício enters the game for T. Gibson,,45,57
226,2,0:24.0,J. Grant enters the game for J. Butler,,45,57
227,2,0:02.0,,D. Williams misses 2-pt jump shot from 18 ft,45,57
228,2,0:01.0,,Offensive rebound by S. Mejri,45,57
229,3,11:41.0,T. Gibson makes 2-pt hook shot from 7 ft (assist by R. Rondo),,47,57
230,3,11:33.0,,Personal foul by R. Rondo (drawn by D. Williams),47,57
231,3,11:19.0,,Turnover by W. Matthews (bad pass),47,57
232,3,11:00.0,J. Butler misses 3-pt jump shot from 24 ft,,47,57
233,3,10:59.0,,Defensive rebound by H. Barnes,47,57
234,3,10:50.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Williams),47,60
235,3,10:32.0,R. Rondo misses 3-pt jump shot from 25 ft,,47,60
236,3,10:31.0,,Defensive rebound by A. Bogut,47,60
237,3,10:10.0,,W. Matthews makes 2-pt jump shot from 23 ft,47,62
238,3,9:49.0,T. Gibson makes 2-pt jump shot from 4 ft,,49,62
239,3,9:28.0,,W. Matthews makes 2-pt layup from 1 ft (assist by D. Williams),49,64
240,3,9:10.0,Turnover by R. Rondo (lost ball),,49,64
241,3,9:05.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. Williams),49,67
242,3,9:03.0,Chicago full timeout,,49,67
243,3,9:03.0,I. Canaan enters the game for N. Mirotić,,49,67
244,3,9:03.0,J. Grant enters the game for R. Rondo,,49,67
245,3,8:51.0,J. Butler misses 2-pt jump shot from 14 ft,,49,67
246,3,8:48.0,Offensive rebound by R. Lopez,,49,67
247,3,8:48.0,R. Lopez misses 2-pt layup from 1 ft,,49,67
248,3,8:48.0,Offensive rebound by R. Lopez,,49,67
249,3,8:48.0,R. Lopez misses 2-pt layup from 1 ft,,49,67
250,3,8:47.0,,Defensive rebound by H. Barnes,49,67
251,3,8:35.0,,Offensive foul by A. Bogut (drawn by I. Canaan),49,67
252,3,8:35.0,,Turnover by A. Bogut (offensive foul),49,67
253,3,8:35.0,,D. Powell enters the game for A. Bogut,49,67
254,3,8:22.0,R. Lopez makes 2-pt jump shot from 18 ft (assist by J. Grant),,51,67
255,3,8:03.0,,W. Matthews misses 2-pt jump shot from 9 ft,51,67
256,3,8:03.0,,Offensive rebound by W. Matthews,51,67
257,3,8:03.0,Loose ball foul by R. Lopez (drawn by W. Matthews),,51,67
258,3,7:51.0,,H. Barnes misses 2-pt hook shot from 6 ft,51,67
259,3,7:49.0,Defensive rebound by I. Canaan,,51,67
260,3,7:42.0,Turnover by I. Canaan (bad pass; steal by D. Finney-Smith),,51,67
261,3,7:28.0,,D. Powell makes 2-pt dunk at rim (assist by D. Finney-Smith),51,69
262,3,7:04.0,R. Lopez misses 2-pt jump shot from 19 ft,,51,69
263,3,7:03.0,,Defensive rebound by D. Williams,51,69
264,3,6:41.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. Powell),51,72
265,3,6:23.0,I. Canaan makes 2-pt jump shot from 19 ft,,53,72
266,3,6:07.0,,Personal foul by T. Gibson (drawn by D. Powell),53,72
267,3,6:07.0,B. Portis enters the game for T. Gibson,,53,72
268,3,6:02.0,,D. Powell makes 2-pt dunk at rim (assist by D. Williams),53,74
269,3,5:54.0,Offensive foul by R. Lopez (drawn by D. Powell),,53,74
270,3,5:54.0,Turnover by R. Lopez (offensive foul),,53,74
271,3,5:54.0,C. Felício enters the game for R. Lopez,,53,74
272,3,5:41.0,,D. Finney-Smith misses 3-pt jump shot from 24 ft,53,74
273,3,5:40.0,Defensive rebound by J. Butler,,53,74
274,3,5:34.0,J. Butler misses 2-pt layup from 2 ft,,53,74
275,3,5:33.0,Offensive rebound by B. Portis,,53,74
276,3,5:33.0,Shooting foul by W. Matthews (drawn by B. Portis),,53,74
277,3,5:33.0,B. Portis misses free throw 1 of 2,,53,74
278,3,5:33.0,Offensive rebound by Team,,53,74
279,3,5:33.0,,J. Gibson enters the game for D. Williams,53,74
280,3,5:33.0,B. Portis makes free throw 2 of 2,,54,74
281,3,5:09.0,,J. Gibson misses 2-pt jump shot from 4 ft (block by B. Portis),54,74
282,3,5:07.0,Defensive rebound by I. Canaan,,54,74
283,3,4:54.0,C. Felício misses 2-pt hook shot from 10 ft,,54,74
284,3,4:53.0,,Defensive rebound by W. Matthews,54,74
285,3,4:42.0,,W. Matthews misses 2-pt jump shot from 5 ft,54,74
286,3,4:42.0,,Offensive rebound by Team,54,74
287,3,4:42.0,,Turnover by W. Matthews (traveling),54,74
288,3,4:27.0,J. Butler makes 2-pt layup from 1 ft,,56,74
289,3,4:04.0,,H. Barnes makes 2-pt jump shot from 18 ft (assist by W. Matthews),56,76
290,3,3:53.0,J. Butler makes 2-pt jump shot from 3 ft,,58,76
291,3,3:24.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Finney-Smith),58,79
292,3,3:12.0,J. Butler makes 2-pt jump shot from 17 ft,,60,79
293,3,2:56.0,,Personal foul by J. Butler (drawn by H. Barnes),60,79
294,3,2:56.0,,Dallas full timeout,60,79
295,3,2:56.0,,D. Harris enters the game for D. Finney-Smith,60,79
296,3,2:42.0,,H. Barnes misses 2-pt jump shot from 16 ft,60,79
297,3,2:41.0,Defensive rebound by B. Portis,,60,79
298,3,2:32.0,Turnover by J. Butler (traveling),,60,79
299,3,2:13.0,,H. Barnes misses 2-pt jump shot from 18 ft,60,79
300,3,2:12.0,Defensive rebound by B. Portis,,60,79
301,3,2:06.0,Personal foul by W. Matthews (drawn by C. Felício),,60,79
302,3,2:06.0,,A. Bogut enters the game for H. Barnes,60,79
303,3,1:55.0,B. Portis makes 3-pt jump shot from 24 ft (assist by J. Butler),,63,79
304,3,1:40.0,,Turnover by J. Gibson (bad pass; steal by I. Canaan),63,79
305,3,1:37.0,Turnover by I. Canaan (bad pass; steal by J. Gibson),,63,79
306,3,1:30.0,,D. Powell makes 2-pt jump shot from 19 ft (assist by J. Gibson),63,81
307,3,1:17.0,Personal block foul by J. Gibson (drawn by C. Felício),,63,81
308,3,1:07.0,J. Grant misses 2-pt jump shot from 10 ft,,63,81
309,3,1:05.0,Offensive rebound by J. Butler,,63,81
310,3,1:02.0,J. Butler makes 2-pt layup from 1 ft,,65,81
311,3,1:01.0,Technical foul by J. Butler,,65,81
312,3,1:01.0,,W. Matthews makes technical free throw,65,82
313,3,1:01.0,,J. Anderson enters the game for A. Bogut,65,82
314,3,0:42.0,,D. Harris misses 3-pt jump shot from 26 ft,65,82
315,3,0:40.0,Defensive rebound by B. Portis,,65,82
316,3,0:33.0,Shooting block foul by W. Matthews (drawn by J. Butler),,65,82
317,3,0:33.0,J. Butler misses free throw 1 of 2,,65,82
318,3,0:33.0,Offensive rebound by Team,,65,82
319,3,0:33.0,,D. Williams enters the game for W. Matthews,65,82
320,3,0:33.0,,D. Finney-Smith enters the game for J. Gibson,65,82
321,3,0:33.0,J. Butler makes free throw 2 of 2,,66,82
322,3,0:11.0,,D. Finney-Smith misses 3-pt jump shot from 24 ft,66,82
323,3,0:10.0,Defensive rebound by I. Canaan,,66,82
324,3,0:01.0,J. Butler misses 2-pt jump shot from 12 ft,,66,82
325,3,0:00.0,Offensive rebound by Team,,66,82
326,4,11:47.0,,D. Harris misses 2-pt layup from 2 ft (block by J. Grant),66,82
327,4,11:46.0,Defensive rebound by D. Valentine,,66,82
328,4,11:40.0,,Offensive charge foul by J. Grant (drawn by D. Williams),66,82
329,4,11:40.0,Turnover by J. Grant (offensive foul),,66,82
330,4,11:18.0,,D. Williams misses 2-pt jump shot from 13 ft,66,82
331,4,11:17.0,,Offensive rebound by D. Harris,66,82
332,4,11:04.0,,D. Powell misses 2-pt jump shot from 20 ft,66,82
333,4,11:03.0,Defensive rebound by C. Felício,,66,82
334,4,10:47.0,D. Valentine makes 2-pt jump shot from 18 ft,,68,82
335,4,10:28.0,,Shooting foul by B. Portis (drawn by D. Powell),68,82
336,4,10:28.0,,D. Powell makes free throw 1 of 2,68,83
337,4,10:28.0,R. Rondo enters the game for J. Grant,,68,83
338,4,10:28.0,,D. Powell makes free throw 2 of 2,68,84
339,4,10:18.0,Def 3 sec tech foul by D. Powell,,68,84
340,4,10:18.0,I. Canaan makes technical free throw,,69,84
341,4,10:03.0,R. Rondo misses 2-pt jump shot from 21 ft,,69,84
342,4,10:02.0,,Defensive rebound by D. Harris,69,84
343,4,9:47.0,,Turnover by D. Harris (lost ball; steal by R. Rondo),69,84
344,4,9:40.0,D. Valentine makes 3-pt jump shot from 24 ft,,72,84
345,4,9:39.0,,Dallas full timeout,72,84
346,4,9:39.0,,H. Barnes enters the game for J. Anderson,72,84
347,4,9:18.0,,D. Finney-Smith makes 2-pt dunk at rim (assist by D. Harris),72,86
348,4,8:54.0,I. Canaan misses 3-pt jump shot from 23 ft,,72,86
349,4,8:53.0,Offensive rebound by C. Felício,,72,86
350,4,8:44.0,D. Valentine misses 3-pt jump shot from 25 ft,,72,86
351,4,8:43.0,Offensive rebound by R. Rondo,,72,86
352,4,8:43.0,Personal foul by D. Harris (drawn by R. Rondo),,72,86
353,4,8:31.0,C. Felício makes 2-pt layup from 1 ft,,74,86
354,4,8:08.0,,H. Barnes misses 2-pt jump shot from 14 ft,74,86
355,4,8:07.0,Defensive rebound by D. Valentine,,74,86
356,4,7:53.0,Turnover by B. Portis (lost ball; steal by D. Harris),,74,86
357,4,7:43.0,,D. Harris misses 3-pt jump shot from 24 ft,74,86
358,4,7:42.0,,Offensive rebound by D. Finney-Smith,74,86
359,4,7:29.0,,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by D. Williams),74,89
360,4,7:09.0,Turnover by R. Rondo (bad pass; steal by D. Harris),,74,89
361,4,7:05.0,,D. Williams makes 2-pt layup at rim (assist by D. Harris),74,91
362,4,7:05.0,Chicago full timeout,,74,91
363,4,7:05.0,,A. Bogut enters the game for D. Williams,74,91
364,4,7:05.0,,W. Matthews enters the game for D. Powell,74,91
365,4,7:05.0,,J. Gibson enters the game for D. Harris,74,91
366,4,7:03.0,R. Lopez enters the game for I. Canaan,,74,91
367,4,7:03.0,J. Butler enters the game for B. Portis,,74,91
368,4,7:03.0,T. Gibson enters the game for C. Felício,,74,91
369,4,6:58.0,Shooting block foul by A. Bogut (drawn by J. Butler),,74,91
370,4,6:58.0,J. Butler makes free throw 1 of 2,,75,91
371,4,6:58.0,J. Butler makes free throw 2 of 2,,76,91
372,4,6:40.0,,Offensive foul by A. Bogut (drawn by R. Lopez),76,91
373,4,6:40.0,,Turnover by A. Bogut (offensive foul),76,91
374,4,6:40.0,,D. Powell enters the game for A. Bogut,76,91
375,4,6:31.0,Turnover by R. Rondo (bad pass),,76,91
376,4,6:13.0,,J. Gibson misses 3-pt jump shot from 26 ft,76,91
377,4,6:11.0,Defensive rebound by D. Valentine,,76,91
378,4,6:05.0,Turnover by J. Butler (bad pass; steal by W. Matthews),,76,91
379,4,5:50.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by J. Gibson),76,94
380,4,5:28.0,D. Valentine misses 3-pt jump shot from 25 ft,,76,94
381,4,5:27.0,Offensive rebound by T. Gibson,,76,94
382,4,5:25.0,T. Gibson makes 2-pt layup from 1 ft,,78,94
383,4,5:04.0,,W. Matthews misses 3-pt jump shot from 24 ft,78,94
384,4,5:03.0,Defensive rebound by Team,,78,94
385,4,4:49.0,D. Valentine misses 2-pt hook shot from 8 ft,,78,94
386,4,4:48.0,,Defensive rebound by J. Gibson,78,94
387,4,4:38.0,,J. Gibson misses 2-pt jump shot from 10 ft (block by T. Gibson),78,94
388,4,4:38.0,,Offensive rebound by Team,78,94
