,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,WASHINGTON_ACTION,SACRAMENTO_SCORE,WASHINGTON_SCORE
97,2,11:41.0,Defensive rebound by W. Cauley-Stein,,19,25
98,2,11:26.0,M. Barnes misses 3-pt jump shot from 26 ft,,19,25
99,2,11:25.0,,Defensive rebound by K. Oubre,19,25
100,2,11:19.0,,Shooting foul by M. Barnes (drawn by M. Morris),19,25
101,2,11:19.0,,M. Morris makes free throw 1 of 2,19,26
102,2,11:19.0,,M. Morris makes free throw 2 of 2,19,27
103,2,11:03.0,O. Casspi misses 2-pt jump shot from 5 ft,,19,27
104,2,11:02.0,,Defensive rebound by M. Morris,19,27
105,2,10:57.0,,Personal foul by T. Lawson (drawn by T. Burke),19,27
106,2,10:47.0,,K. Oubre misses 3-pt jump shot from 25 ft,19,27
107,2,10:46.0,Defensive rebound by M. Barnes,,19,27
108,2,10:41.0,Personal foul by J. Smith (drawn by W. Cauley-Stein),,19,27
109,2,10:31.0,T. Lawson makes 2-pt jump shot from 16 ft,,21,27
110,2,10:11.0,,Turnover by M. Morris (lost ball; steal by G. Temple),21,27
111,2,10:06.0,Shooting foul by K. Oubre (drawn by T. Lawson),,21,27
112,2,10:06.0,T. Lawson makes free throw 1 of 2,,22,27
113,2,10:06.0,T. Lawson makes free throw 2 of 2,,23,27
114,2,9:51.0,,Turnover by M. Morris (lost ball),23,27
115,2,9:40.0,M. Barnes misses 2-pt jump shot from 16 ft,,23,27
116,2,9:39.0,,Defensive rebound by K. Oubre,23,27
117,2,9:30.0,,J. Smith misses 2-pt jump shot from 18 ft,23,27
118,2,9:29.0,Defensive rebound by M. Barnes,,23,27
119,2,9:15.0,,Violation by J. Smith (kicked ball),23,27
120,2,9:02.0,M. Barnes misses 3-pt jump shot from 24 ft,,23,27
121,2,9:01.0,Offensive rebound by G. Temple,,23,27
122,2,8:57.0,G. Temple misses 2-pt jump shot from 12 ft,,23,27
123,2,8:55.0,,Defensive rebound by K. Oubre,23,27
124,2,8:41.0,,Shooting foul by W. Cauley-Stein (drawn by K. Oubre),23,27
125,2,8:41.0,Official timeout,,23,27
126,2,8:41.0,,K. Oubre makes free throw 1 of 2,23,28
127,2,8:41.0,D. Cousins enters the game for M. Barnes,,23,27
128,2,8:41.0,,B. Beal enters the game for T. Satoranský,23,27
129,2,8:41.0,,K. Oubre makes free throw 2 of 2,23,29
130,2,8:31.0,Turnover by T. Lawson (bad pass; steal by K. Oubre),,23,29
131,2,8:26.0,,T. Burke misses 2-pt layup from 2 ft (block by W. Cauley-Stein),23,29
132,2,8:26.0,,Offensive rebound by Team,23,29
133,2,8:26.0,,M. Gortat enters the game for J. Smith,23,29
134,2,8:26.0,,J. Wall enters the game for T. Burke,23,29
135,2,8:10.0,,B. Beal misses 2-pt jump shot from 15 ft,23,29
136,2,8:08.0,Defensive rebound by D. Cousins,,23,29
137,2,7:58.0,G. Temple makes 3-pt jump shot from 23 ft (assist by O. Casspi),,26,29
138,2,7:45.0,,B. Beal makes 2-pt jump shot from 19 ft (assist by J. Wall),26,31
139,2,7:37.0,W. Cauley-Stein misses 2-pt dunk at rim,,26,31
140,2,7:36.0,,Defensive rebound by K. Oubre,26,31
141,2,7:28.0,,K. Oubre makes 2-pt dunk at rim (assist by J. Wall),26,33
142,2,7:12.0,D. Cousins makes 2-pt jump shot from 6 ft,,28,33
143,2,7:12.0,Shooting foul by M. Gortat (drawn by D. Cousins),,28,33
144,2,7:12.0,D. Cousins makes free throw 1 of 1,,29,33
145,2,7:01.0,,B. Beal makes 2-pt layup from 1 ft (assist by J. Wall),29,35
146,2,6:43.0,Turnover by D. Cousins (bad pass; steal by J. Wall),,29,35
147,2,6:36.0,,Turnover by J. Wall (lost ball; steal by D. Cousins),29,35
148,2,6:23.0,O. Casspi makes 2-pt layup from 2 ft (assist by G. Temple),,31,35
149,2,6:18.0,,Turnover by J. Wall (lost ball; steal by T. Lawson),31,35
150,2,6:18.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by T. Lawson),,33,35
151,2,6:18.0,Shooting foul by J. Wall (drawn by W. Cauley-Stein),,33,35
152,2,6:18.0,W. Cauley-Stein misses free throw 1 of 1,,33,35
153,2,6:16.0,,Defensive rebound by K. Oubre,33,35
154,2,6:02.0,,M. Morris misses 2-pt jump shot from 15 ft,33,35
155,2,6:02.0,Defensive rebound by Team,,33,35
156,2,6:02.0,,Loose ball foul by M. Gortat (drawn by W. Cauley-Stein),33,35
157,2,6:02.0,,Technical foul by M. Gortat,33,35
158,2,6:02.0,G. Temple misses technical free throw,,33,35
159,2,6:02.0,Offensive rebound by Team,,33,35
160,2,6:02.0,W. Cauley-Stein makes free throw 1 of 2,,34,35
161,2,6:02.0,,J. Smith enters the game for M. Gortat,33,35
162,2,6:02.0,D. Collison enters the game for T. Lawson,,34,35
163,2,6:02.0,W. Cauley-Stein makes free throw 2 of 2,,35,35
164,2,5:45.0,,M. Morris misses 2-pt jump shot from 13 ft,35,35
165,2,5:44.0,,Offensive rebound by K. Oubre,35,35
166,2,5:42.0,,Shooting foul by W. Cauley-Stein (drawn by K. Oubre),35,35
167,2,5:42.0,,Washington full timeout,35,35
168,2,5:42.0,,K. Oubre makes free throw 1 of 2,35,36
169,2,5:42.0,,K. Oubre makes free throw 2 of 2,35,37
170,2,5:28.0,W. Cauley-Stein makes 2-pt hook shot from 3 ft (assist by D. Cousins),,37,37
171,2,5:07.0,,J. Smith misses 2-pt jump shot from 18 ft,37,37
172,2,5:05.0,Defensive rebound by D. Cousins,,37,37
173,2,4:50.0,D. Cousins misses 2-pt jump shot from 4 ft,,37,37
174,2,4:50.0,Offensive rebound by Team,,37,37
175,2,4:42.0,G. Temple misses 3-pt jump shot from 35 ft,,37,37
176,2,4:40.0,,Defensive rebound by J. Smith,37,37
177,2,4:32.0,,J. Wall misses 2-pt jump shot from 17 ft,37,37
178,2,4:31.0,Defensive rebound by D. Cousins,,37,37
179,2,4:22.0,Shooting foul by J. Smith (drawn by D. Cousins),,37,37
180,2,4:22.0,D. Cousins misses free throw 1 of 2,,37,37
181,2,4:22.0,Offensive rebound by Team,,37,37
182,2,4:22.0,D. Cousins makes free throw 2 of 2,,38,37
183,2,4:09.0,,Offensive foul by M. Morris (drawn by G. Temple),38,37
184,2,4:09.0,,Turnover by M. Morris (offensive foul),38,37
185,2,3:59.0,D. Cousins makes 2-pt dunk at rim (assist by D. Collison),,40,37
186,2,3:59.0,,Washington full timeout,40,37
187,2,3:59.0,R. Gay enters the game for G. Temple,,40,37
188,2,3:59.0,,O. Porter enters the game for K. Oubre,40,37
189,2,3:38.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),40,40
190,2,3:19.0,Shooting foul by J. Smith (drawn by D. Cousins),,40,40
191,2,3:19.0,D. Cousins makes free throw 1 of 2,,41,40
192,2,3:19.0,D. Cousins misses free throw 2 of 2,,41,40
193,2,3:19.0,,A. Nicholson enters the game for J. Smith,41,40
194,2,3:17.0,,Defensive rebound by O. Porter,41,40
195,2,3:08.0,,Turnover by J. Wall (lost ball; steal by W. Cauley-Stein),41,40
196,2,3:02.0,D. Collison makes 2-pt layup at rim (assist by O. Casspi),,43,40
197,2,2:50.0,,Personal foul by D. Cousins (drawn by A. Nicholson),43,40
198,2,2:50.0,,A. Nicholson makes free throw 1 of 2,43,41
199,2,2:50.0,M. Barnes enters the game for O. Casspi,,43,41
200,2,2:50.0,T. Lawson enters the game for W. Cauley-Stein,,43,41
201,2,2:50.0,,A. Nicholson makes free throw 2 of 2,43,42
202,2,2:36.0,T. Lawson misses 2-pt jump shot from 19 ft,,43,42
203,2,2:34.0,Offensive rebound by D. Collison,,43,42
204,2,2:34.0,Personal foul by O. Porter (drawn by D. Collison),,43,42
205,2,2:34.0,D. Collison makes free throw 1 of 2,,44,42
206,2,2:34.0,,K. Oubre enters the game for O. Porter,44,42
207,2,2:34.0,D. Collison makes free throw 2 of 2,,45,42
208,2,2:21.0,,Turnover by J. Wall (bad pass; steal by R. Gay),45,42
209,2,2:19.0,Turnover by R. Gay (bad pass; steal by J. Wall),,45,42
210,2,2:09.0,,Turnover by J. Wall (bad pass),45,42
211,2,1:48.0,M. Barnes makes 2-pt jump shot from 20 ft (assist by D. Collison),,47,42
212,2,1:43.0,,B. Beal makes 2-pt layup from 1 ft (assist by J. Wall),47,44
213,2,1:29.0,R. Gay misses 2-pt layup from 3 ft,,47,44
214,2,1:28.0,Offensive rebound by R. Gay,,47,44
215,2,1:25.0,R. Gay makes 2-pt layup at rim,,49,44
216,2,1:15.0,,J. Wall makes 2-pt jump shot from 17 ft,49,46
217,2,0:58.0,Personal foul by A. Nicholson (drawn by D. Cousins),,49,46
218,2,0:58.0,D. Cousins misses free throw 1 of 2,,49,46
219,2,0:58.0,Offensive rebound by Team,,49,46
220,2,0:58.0,D. Cousins misses free throw 2 of 2,,49,46
221,2,0:57.0,,Defensive rebound by A. Nicholson,49,46
222,2,0:50.0,,Turnover by B. Beal (lost ball; steal by M. Barnes),49,46
223,2,0:50.0,Personal foul by A. Nicholson (drawn by M. Barnes),,49,46
224,2,0:50.0,,Technical foul by Team,49,46
225,2,0:50.0,R. Gay makes technical free throw,,50,46
226,2,0:50.0,M. Barnes misses free throw 1 of 2,,50,46
227,2,0:50.0,Offensive rebound by Team,,50,46
228,2,0:50.0,M. Barnes makes free throw 2 of 2,,51,46
229,2,0:35.0,,Shooting foul by M. Barnes (drawn by M. Morris),51,46
230,2,0:35.0,,M. Morris makes free throw 1 of 2,51,47
231,2,0:35.0,,M. Morris makes free throw 2 of 2,51,48
232,2,0:30.0,Sacramento full timeout,,51,48
233,2,0:16.0,D. Cousins makes 2-pt dunk at rim,,53,48
234,2,0:16.0,Shooting foul by M. Morris (drawn by D. Cousins),,53,48
235,2,0:16.0,D. Cousins misses free throw 1 of 1,,53,48
236,2,0:16.0,G. Temple enters the game for T. Lawson,,53,48
237,2,0:15.0,,Defensive rebound by M. Morris,53,48
238,2,0:01.0,,Shooting block foul by M. Barnes (drawn by J. Wall),53,48
239,2,0:01.0,,J. Wall makes free throw 1 of 2,53,49
240,2,0:01.0,,J. Wall makes free throw 2 of 2,53,50
241,2,0:01.0,D. Collison misses 2-pt jump shot from 14 ft,,53,50
242,2,0:00.0,Offensive rebound by Team,,53,50
243,3,11:43.0,,B. Beal misses 2-pt layup from 2 ft,53,50
244,3,11:43.0,Defensive rebound by K. Koufos,,53,50
245,3,11:22.0,Turnover by D. Cousins (bad pass; steal by M. Gortat),,53,50
246,3,11:14.0,,O. Porter misses 3-pt jump shot from 24 ft,53,50
247,3,11:12.0,Defensive rebound by K. Koufos,,53,50
248,3,11:04.0,Turnover by K. Koufos (lost ball; steal by O. Porter),,53,50
249,3,10:54.0,,O. Porter makes 3-pt jump shot from 25 ft (assist by J. Wall),53,53
250,3,10:40.0,D. Collison misses 3-pt jump shot from 24 ft,,53,53
251,3,10:39.0,,Defensive rebound by O. Porter,53,53
252,3,10:26.0,,M. Gortat misses 2-pt hook shot from 4 ft,53,53
253,3,10:24.0,Defensive rebound by D. Cousins,,53,53
254,3,10:03.0,R. Gay misses 3-pt jump shot from 24 ft,,53,53
255,3,10:03.0,,Defensive rebound by Team,53,53
256,3,9:50.0,,J. Wall misses 2-pt jump shot from 16 ft,53,53
257,3,9:49.0,Defensive rebound by D. Cousins,,53,53
258,3,9:42.0,R. Gay makes 2-pt dunk at rim (assist by A. Afflalo),,55,53
259,3,9:24.0,,M. Gortat makes 2-pt hook shot from 4 ft (assist by B. Beal),55,55
260,3,9:11.0,D. Cousins makes 2-pt jump shot from 20 ft,,57,55
261,3,8:57.0,,O. Porter misses 3-pt jump shot from 23 ft,57,55
262,3,8:56.0,Defensive rebound by D. Cousins,,57,55
263,3,8:44.0,R. Gay makes 2-pt dunk at rim (assist by D. Cousins),,59,55
264,3,8:25.0,,O. Porter makes 2-pt jump shot from 12 ft,59,57
265,3,8:02.0,D. Cousins misses 2-pt jump shot from 18 ft,,59,57
266,3,8:01.0,,Defensive rebound by O. Porter,59,57
267,3,7:57.0,,Turnover by B. Beal (bad pass; steal by D. Collison),59,57
268,3,7:42.0,R. Gay makes 2-pt jump shot from 14 ft,,61,57
269,3,7:38.0,,Shooting foul by K. Koufos (drawn by M. Gortat),61,57
270,3,7:38.0,,M. Gortat misses free throw 1 of 2,61,57
271,3,7:38.0,,Offensive rebound by Team,61,57
272,3,7:38.0,,M. Gortat makes free throw 2 of 2,61,58
273,3,7:17.0,Offensive foul by R. Gay (drawn by O. Porter),,61,58
274,3,7:17.0,Turnover by R. Gay (offensive foul),,61,58
275,3,7:05.0,,B. Beal misses 3-pt jump shot from 27 ft,61,58
276,3,7:03.0,Defensive rebound by K. Koufos,,61,58
277,3,6:47.0,Turnover by R. Gay (lost ball; steal by O. Porter),,61,58
278,3,6:47.0,,Personal foul by R. Gay (drawn by O. Porter),61,58
279,3,6:39.0,,Turnover by J. Wall (bad pass; steal by K. Koufos),61,58
280,3,6:33.0,A. Afflalo misses 2-pt layup from 2 ft,,61,58
281,3,6:33.0,Offensive rebound by K. Koufos,,61,58
282,3,6:30.0,K. Koufos misses 2-pt layup at rim,,61,58
283,3,6:29.0,Offensive rebound by K. Koufos,,61,58
284,3,6:18.0,A. Afflalo misses 3-pt jump shot from 24 ft,,61,58
285,3,6:18.0,,Defensive rebound by O. Porter,61,58
286,3,6:11.0,,O. Porter makes 2-pt layup from 1 ft (assist by M. Morris),61,60
287,3,5:55.0,D. Cousins misses 2-pt layup from 3 ft,,61,60
288,3,5:50.0,Offensive rebound by D. Collison,,61,60
289,3,5:39.0,D. Cousins misses 2-pt jump shot from 5 ft,,61,60
290,3,5:38.0,,Defensive rebound by M. Morris,61,60
291,3,5:33.0,,Turnover by J. Wall (lost ball; steal by D. Collison),61,60
292,3,5:30.0,R. Gay misses 2-pt jump shot from 3 ft,,61,60
293,3,5:28.0,Offensive rebound by D. Cousins,,61,60
294,3,5:28.0,D. Cousins misses 2-pt layup from 1 ft,,61,60
295,3,5:26.0,,Defensive rebound by Team,61,60
296,3,5:26.0,Loose ball foul by D. Cousins (drawn by B. Beal),,61,60
297,3,5:26.0,,Washington full timeout,61,60
298,3,5:18.0,,Personal foul by D. Cousins (drawn by M. Morris),61,60
299,3,5:02.0,,B. Beal makes 2-pt jump shot from 3 ft (assist by M. Morris),61,62
300,3,4:46.0,D. Cousins misses 2-pt jump shot from 4 ft,,61,62
301,3,4:43.0,Offensive rebound by D. Cousins,,61,62
302,3,4:43.0,D. Cousins makes 2-pt jump shot from 9 ft,,63,62
303,3,4:28.0,,B. Beal misses 2-pt jump shot from 15 ft,63,62
304,3,4:27.0,Defensive rebound by A. Afflalo,,63,62
305,3,4:14.0,D. Cousins makes 2-pt layup from 1 ft,,65,62
306,3,4:05.0,,J. Wall makes 2-pt layup from 2 ft,65,64
307,3,3:44.0,A. Afflalo misses 3-pt jump shot from 26 ft,,65,64
308,3,3:44.0,,Defensive rebound by J. Wall,65,64
309,3,3:32.0,,J. Wall misses 2-pt jump shot from 10 ft,65,64
310,3,3:31.0,Defensive rebound by D. Cousins,,65,64
311,3,3:20.0,D. Cousins misses 3-pt jump shot from 27 ft,,65,64
312,3,3:20.0,Offensive rebound by K. Koufos,,65,64
313,3,3:20.0,Personal foul by M. Morris (drawn by K. Koufos),,65,64
314,3,3:20.0,,J. Smith enters the game for M. Morris,65,64
315,3,3:20.0,,T. Satoranský enters the game for B. Beal,65,64
316,3,3:12.0,D. Cousins misses 2-pt jump shot from 6 ft (block by M. Gortat),,65,64
317,3,3:10.0,Offensive rebound by D. Cousins,,65,64
318,3,3:10.0,D. Cousins makes 2-pt layup from 1 ft,,67,64
319,3,2:58.0,,O. Porter makes 2-pt jump shot from 19 ft,67,66
320,3,2:37.0,A. Afflalo misses 2-pt layup from 1 ft,,67,66
321,3,2:37.0,Offensive rebound by Team,,67,66
322,3,2:37.0,Shooting foul by O. Porter (drawn by K. Koufos),,67,66
323,3,2:37.0,Sacramento full timeout,,67,66
324,3,2:37.0,K. Koufos makes free throw 1 of 2,,68,66
325,3,2:37.0,,K. Oubre enters the game for O. Porter,67,66
326,3,2:37.0,T. Lawson enters the game for D. Collison,,67,66
327,3,2:37.0,K. Koufos makes free throw 2 of 2,,69,66
328,3,2:19.0,,J. Wall makes 2-pt jump shot from 17 ft,69,68
329,3,1:58.0,K. Koufos misses 2-pt layup from 2 ft (block by M. Gortat),,69,68
330,3,1:57.0,,Defensive rebound by K. Oubre,69,68
331,3,1:50.0,,J. Wall misses 3-pt jump shot from 25 ft,69,68
332,3,1:49.0,Defensive rebound by D. Cousins,,69,68
333,3,1:38.0,D. Cousins makes 3-pt jump shot from 27 ft (assist by T. Lawson),,72,68
334,3,1:20.0,,J. Smith makes 2-pt jump shot from 20 ft (assist by T. Satoranský),72,70
335,3,1:08.0,T. Lawson misses 2-pt layup at rim (block by J. Smith),,72,70
336,3,1:07.0,,Defensive rebound by J. Wall,72,70
337,3,1:02.0,,J. Wall makes 2-pt layup from 1 ft,72,72
338,3,0:44.0,,Offensive charge foul by R. Gay (drawn by J. Smith),72,72
339,3,0:44.0,Turnover by R. Gay (offensive foul),,72,72
340,3,0:44.0,M. Barnes enters the game for K. Koufos,,72,72
341,3,0:44.0,Violation by Team (jump ball),,72,72
342,3,0:33.0,,J. Wall misses 2-pt jump shot from 17 ft,72,72
343,3,0:33.0,Defensive rebound by Team,,72,72
344,3,0:18.0,D. Cousins misses 2-pt jump shot from 7 ft,,72,72
345,3,0:17.0,,Defensive rebound by Team,72,72
346,3,0:17.0,,B. Beal enters the game for J. Smith,72,72
347,3,0:01.0,,B. Beal makes 2-pt jump shot from 18 ft (assist by J. Wall),72,74
348,4,11:44.0,Personal foul by T. Satoranský (drawn by D. Cousins),,72,74
349,4,11:34.0,D. Cousins makes 2-pt layup from 1 ft,,74,74
350,4,11:15.0,,M. Morris misses 2-pt hook shot from 3 ft,74,74
351,4,11:14.0,Defensive rebound by O. Casspi,,74,74
352,4,10:56.0,D. Cousins misses 2-pt layup from 1 ft,,74,74
353,4,10:55.0,,Defensive rebound by J. Smith,74,74
354,4,10:47.0,,T. Burke makes 2-pt layup from 1 ft,74,76
355,4,10:19.0,T. Lawson makes 2-pt layup from 1 ft,,76,76
356,4,10:07.0,,T. Burke misses 2-pt jump shot from 14 ft,76,76
357,4,10:06.0,,Offensive rebound by Team,76,76
358,4,10:06.0,W. Cauley-Stein enters the game for D. Cousins,,76,76
359,4,9:54.0,,Turnover by M. Morris (lost ball; steal by T. Lawson),76,76
360,4,9:40.0,T. Lawson makes 2-pt jump shot from 14 ft,,78,76
361,4,9:27.0,,Turnover by T. Burke (lost ball),78,76
362,4,9:27.0,,B. Beal enters the game for T. Satoranský,78,76
363,4,9:16.0,T. Lawson misses 2-pt jump shot from 16 ft (block by T. Burke),,78,76
364,4,9:13.0,,Defensive rebound by J. Smith,78,76
365,4,9:08.0,,J. Smith misses 2-pt jump shot from 15 ft,78,76
366,4,9:07.0,,Offensive rebound by K. Oubre,78,76
367,4,9:03.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by K. Oubre),78,79
368,4,8:48.0,Turnover by M. Barnes (bad pass; steal by J. Smith),,78,79
369,4,8:42.0,,T. Burke misses 2-pt layup from 2 ft,78,79
370,4,8:40.0,,Offensive rebound by B. Beal,78,79
371,4,8:39.0,,B. Beal makes 3-pt jump shot from 27 ft,78,82
372,4,8:39.0,Sacramento full timeout,,78,82
373,4,8:20.0,O. Casspi misses 2-pt jump shot from 4 ft,,78,82
374,4,8:18.0,,Defensive rebound by J. Smith,78,82
375,4,8:01.0,,J. Smith misses 2-pt layup from 1 ft,78,82
376,4,8:00.0,Defensive rebound by W. Cauley-Stein,,78,82
377,4,7:49.0,M. Barnes misses 2-pt jump shot from 4 ft,,78,82
378,4,7:47.0,,Defensive rebound by Team,78,82
379,4,7:29.0,,J. Smith makes 2-pt jump shot from 16 ft (assist by K. Oubre),78,84
380,4,7:07.0,Turnover by O. Casspi (lost ball),,78,84
381,4,7:07.0,,J. Wall enters the game for T. Burke,78,84
382,4,6:51.0,,Turnover by K. Oubre (bad pass),78,84
383,4,6:43.0,O. Casspi misses 3-pt jump shot from 25 ft,,78,84
384,4,6:43.0,,Defensive rebound by B. Beal,78,84
385,4,6:32.0,,J. Smith misses 2-pt jump shot from 21 ft,78,84
386,4,6:32.0,Defensive rebound by O. Casspi,,78,84
387,4,6:19.0,Turnover by T. Lawson (bad pass; steal by J. Wall),,78,84
388,4,6:06.0,,M. Morris makes 2-pt layup from 2 ft (assist by B. Beal),78,86
389,4,6:01.0,Turnover by T. Lawson (lost ball),,78,86
