,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,DALLAS_ACTION,GOLDEN STATE_SCORE,DALLAS_SCORE
0,1,11:43.0,K. Thompson misses 2-pt jump shot from 9 ft,,0,0
1,1,11:42.0,,Defensive rebound by W. Matthews,0,0
2,1,11:35.0,,W. Matthews misses 3-pt jump shot from 24 ft,0,0
3,1,11:34.0,Defensive rebound by Z. Pachulia,,0,0
4,1,11:24.0,S. Curry misses 2-pt jump shot from 21 ft,,0,0
5,1,11:23.0,,Defensive rebound by H. Barnes,0,0
6,1,11:01.0,,S. Curry misses 2-pt jump shot from 21 ft,0,0
7,1,11:00.0,Defensive rebound by S. Curry,,0,0
8,1,10:56.0,P. McCaw makes 2-pt dunk at rim (assist by S. Curry),,2,0
9,1,10:35.0,,Y. Ferrell misses 2-pt layup from 1 ft,2,0
10,1,10:34.0,Defensive rebound by Z. Pachulia,,2,0
11,1,10:26.0,D. Green misses 3-pt jump shot from 24 ft,,2,0
12,1,10:25.0,,Defensive rebound by S. Curry,2,0
13,1,10:15.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by W. Matthews),2,3
14,1,10:02.0,K. Thompson makes 2-pt layup from 2 ft,,4,3
15,1,9:49.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by H. Barnes),4,6
16,1,9:30.0,Turnover by K. Thompson (lost ball; steal by W. Matthews),,4,6
17,1,9:23.0,,H. Barnes misses 2-pt layup from 1 ft,4,6
18,1,9:21.0,Defensive rebound by Z. Pachulia,,4,6
19,1,9:14.0,P. McCaw makes 3-pt jump shot from 25 ft (assist by K. Thompson),,7,6
20,1,8:54.0,,H. Barnes misses 2-pt jump shot from 17 ft,7,6
21,1,8:53.0,,Offensive rebound by W. Matthews,7,6
22,1,8:49.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,7,6
23,1,8:48.0,Defensive rebound by Z. Pachulia,,7,6
24,1,8:40.0,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),,9,6
25,1,8:22.0,,Y. Ferrell makes 3-pt jump shot from 26 ft (assist by W. Matthews),9,9
26,1,8:20.0,Golden State full timeout,,9,9
27,1,8:07.0,S. Curry makes 2-pt jump shot from 19 ft,,11,9
28,1,7:53.0,,W. Matthews misses 3-pt jump shot from 24 ft,11,9
29,1,7:52.0,Defensive rebound by D. Green,,11,9
30,1,7:45.0,Turnover by K. Thompson (lost ball),,11,9
31,1,7:20.0,,Turnover by Y. Ferrell (bad pass; steal by K. Thompson),11,9
32,1,7:15.0,K. Thompson misses 2-pt layup from 1 ft,,11,9
33,1,7:14.0,Offensive rebound by Z. Pachulia,,11,9
34,1,7:14.0,Z. Pachulia makes 2-pt layup from 1 ft,,13,9
35,1,6:53.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by Y. Ferrell),13,11
36,1,6:39.0,K. Thompson makes 2-pt jump shot from 13 ft (assist by D. Green),,15,11
37,1,6:18.0,,Y. Ferrell misses 2-pt jump shot from 16 ft,15,11
38,1,6:17.0,Defensive rebound by S. Curry,,15,11
39,1,6:10.0,P. McCaw misses 3-pt jump shot from 25 ft,,15,11
40,1,6:09.0,,Defensive rebound by D. Nowitzki,15,11
41,1,6:02.0,,S. Curry misses 2-pt jump shot from 19 ft,15,11
42,1,6:01.0,,Offensive rebound by H. Barnes,15,11
43,1,5:57.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by H. Barnes),15,14
44,1,5:38.0,P. McCaw misses 2-pt jump shot from 22 ft,,15,14
45,1,5:37.0,,Defensive rebound by D. Nowitzki,15,14
46,1,5:27.0,,Personal foul by K. Thompson (drawn by S. Curry),15,14
47,1,5:27.0,,N. Noel enters the game for D. Nowitzki,15,14
48,1,5:27.0,,J. Barea enters the game for Y. Ferrell,15,14
49,1,5:27.0,M. Barnes enters the game for D. Green,,15,14
50,1,5:17.0,,H. Barnes misses 2-pt jump shot from 3 ft,15,14
51,1,5:17.0,,Offensive rebound by N. Noel,15,14
52,1,5:17.0,,Shooting foul by Z. Pachulia (drawn by N. Noel),15,14
53,1,5:17.0,,N. Noel makes free throw 1 of 2,15,15
54,1,5:17.0,J. McGee enters the game for Z. Pachulia,,15,15
55,1,5:17.0,,N. Noel makes free throw 2 of 2,15,16
56,1,4:58.0,J. McGee makes 2-pt hook shot from 6 ft (assist by M. Barnes),,17,16
57,1,4:44.0,,W. Matthews misses 2-pt jump shot from 9 ft,17,16
58,1,4:43.0,Defensive rebound by P. McCaw,,17,16
59,1,4:34.0,Turnover by M. Barnes (bad pass; steal by S. Curry),,17,16
60,1,4:29.0,,H. Barnes makes 2-pt layup from 1 ft (assist by S. Curry),17,18
61,1,4:17.0,S. Curry misses 3-pt jump shot from 27 ft,,17,18
62,1,4:15.0,,Defensive rebound by S. Curry,17,18
63,1,4:10.0,,J. Barea makes 3-pt jump shot from 25 ft (assist by S. Curry),17,21
64,1,3:51.0,M. Barnes misses 2-pt layup from 2 ft (block by N. Noel),,17,21
65,1,3:50.0,Offensive rebound by Team,,17,21
66,1,3:50.0,,D. Harris enters the game for S. Curry,17,21
67,1,3:50.0,I. Clark enters the game for K. Thompson,,17,21
68,1,3:46.0,Personal foul by N. Noel (drawn by S. Curry),,17,21
69,1,3:39.0,S. Curry misses 3-pt jump shot from 26 ft,,17,21
70,1,3:38.0,,Defensive rebound by H. Barnes,17,21
71,1,3:17.0,,N. Noel makes 2-pt dunk at rim (assist by J. Barea),17,23
72,1,2:49.0,M. Barnes makes 3-pt jump shot from 25 ft (assist by J. McGee),,20,23
73,1,2:48.0,,Dallas full timeout,20,23
74,1,2:48.0,D. Green enters the game for P. McCaw,,20,23
75,1,2:33.0,,N. Noel makes 2-pt dunk at rim (assist by J. Barea),20,25
76,1,2:14.0,J. McGee misses 2-pt layup from 2 ft,,20,25
77,1,2:12.0,,Defensive rebound by N. Noel,20,25
78,1,2:06.0,,Shooting foul by J. McGee (drawn by N. Noel),20,25
79,1,2:06.0,,N. Noel makes free throw 1 of 2,20,26
80,1,2:06.0,S. Livingston enters the game for M. Barnes,,20,26
81,1,2:06.0,,N. Noel makes free throw 2 of 2,20,27
82,1,1:54.0,D. Green makes 3-pt jump shot from 24 ft (assist by S. Curry),,23,27
83,1,1:32.0,,J. Barea misses 2-pt jump shot from 14 ft,23,27
84,1,1:31.0,Defensive rebound by J. McGee,,23,27
85,1,1:21.0,J. McGee misses 2-pt layup from 2 ft,,23,27
86,1,1:20.0,Offensive rebound by S. Livingston,,23,27
87,1,1:15.0,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Green),,26,27
88,1,0:50.0,,D. Harris misses 3-pt jump shot from 23 ft,26,27
89,1,0:49.0,,Offensive rebound by J. Barea,26,27
90,1,0:46.0,,D. Harris makes 3-pt jump shot from 24 ft (assist by J. Barea),26,30
91,1,0:37.0,S. Livingston makes 2-pt layup from 2 ft (assist by S. Curry),,28,30
92,1,0:17.0,,J. Barea misses 2-pt jump shot from 14 ft,28,30
93,1,0:16.0,Defensive rebound by D. Green,,28,30
94,1,0:11.0,,Offensive charge foul by D. Green (drawn by D. Harris),28,30
95,1,0:11.0,Turnover by D. Green (offensive foul),,28,30
96,1,0:11.0,,D. Finney-Smith enters the game for W. Matthews,28,30
97,1,0:11.0,,D. Nowitzki enters the game for H. Barnes,28,30
98,1,0:11.0,P. McCaw enters the game for S. Curry,,28,30
99,1,0:11.0,M. Barnes enters the game for J. McGee,,28,30
100,1,0:03.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,28,30
101,1,0:02.0,Defensive rebound by I. Clark,,28,30
102,1,0:00.0,I. Clark misses 3-pt jump shot from 52 ft,,28,30
103,1,0:00.0,Offensive rebound by Team,,28,30
104,2,11:43.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by D. Harris),28,32
105,2,11:25.0,S. Livingston misses 2-pt jump shot from 12 ft,,28,32
106,2,11:24.0,,Defensive rebound by N. Noel,28,32
107,2,11:17.0,,D. Harris makes 2-pt layup at rim (assist by J. Barea),28,34
108,2,11:07.0,I. Clark makes 2-pt jump shot from 22 ft,,30,34
109,2,10:57.0,Technical foul by D. West,,30,34
110,2,10:57.0,,D. Nowitzki makes technical free throw,30,35
111,2,10:57.0,,S. Mejri enters the game for N. Noel,30,35
112,2,10:42.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,30,35
113,2,10:41.0,,Offensive rebound by S. Mejri,30,35
114,2,10:38.0,,D. Harris misses 3-pt jump shot from 25 ft,30,35
115,2,10:37.0,Defensive rebound by S. Livingston,,30,35
116,2,10:33.0,Turnover by S. Livingston (bad pass),,30,35
117,2,10:17.0,,J. Barea misses 3-pt jump shot from 25 ft,30,35
118,2,10:16.0,Defensive rebound by M. Barnes,,30,35
119,2,10:03.0,D. West makes 2-pt dunk at rim (assist by S. Livingston),,32,35
120,2,9:49.0,,Turnover by J. Barea (bad pass; steal by D. West),32,35
121,2,9:46.0,Turnover by D. West (bad pass; steal by D. Finney-Smith),,32,35
122,2,9:37.0,,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by J. Barea),32,37
123,2,9:15.0,I. Clark makes 2-pt jump shot from 21 ft (assist by M. Barnes),,34,37
124,2,8:48.0,,D. Harris misses 3-pt jump shot from 25 ft,34,37
125,2,8:47.0,Defensive rebound by M. Barnes,,34,37
126,2,8:37.0,M. Barnes misses 2-pt jump shot from 12 ft,,34,37
127,2,8:36.0,,Defensive rebound by D. Nowitzki,34,37
128,2,8:36.0,,Personal foul by D. West (drawn by S. Mejri),34,37
129,2,8:36.0,,Y. Ferrell enters the game for J. Barea,34,37
130,2,8:23.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,34,37
131,2,8:21.0,Defensive rebound by K. Thompson,,34,37
132,2,8:07.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Livingston),,37,37
133,2,7:46.0,,S. Mejri misses 2-pt jump shot from 22 ft,37,37
134,2,7:45.0,,Offensive rebound by D. Nowitzki,37,37
135,2,7:41.0,,Y. Ferrell misses 2-pt jump shot from 7 ft,37,37
136,2,7:41.0,,Offensive rebound by Y. Ferrell,37,37
137,2,7:23.0,,Y. Ferrell misses 2-pt jump shot from 17 ft,37,37
138,2,7:22.0,Defensive rebound by Team,,37,37
139,2,7:22.0,,Loose ball foul by S. Mejri (drawn by M. Barnes),37,37
140,2,7:22.0,D. Green enters the game for M. Barnes,,37,37
141,2,7:06.0,,Violation by S. Mejri (def goaltending),37,37
