,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ORLANDO_ACTION,WASHINGTON_SCORE,ORLANDO_SCORE
227,3,9:49.0,M. Morris makes 2-pt jump shot from 18 ft (assist by B. Beal),,54,43
228,3,9:26.0,,J. Green misses 2-pt hook shot from 7 ft,54,43
229,3,9:25.0,Defensive rebound by J. Wall,,54,43
230,3,9:17.0,O. Porter makes 2-pt dunk at rim (assist by M. Morris),,56,43
231,3,9:05.0,,Shooting foul by B. Beal (drawn by E. Fournier),56,43
232,3,9:05.0,,E. Fournier makes free throw 1 of 2,56,44
233,3,9:05.0,,E. Fournier makes free throw 2 of 2,56,45
234,3,8:54.0,M. Gortat misses 2-pt layup from 3 ft (block by S. Ibaka),,56,45
235,3,8:52.0,,Defensive rebound by S. Ibaka,56,45
236,3,8:41.0,,E. Payton misses 2-pt jump shot from 6 ft,56,45
237,3,8:39.0,,Offensive rebound by E. Fournier,56,45
238,3,8:26.0,,E. Fournier misses 2-pt jump shot from 20 ft,56,45
239,3,8:25.0,Defensive rebound by O. Porter,,56,45
240,3,8:05.0,M. Morris misses 2-pt jump shot from 8 ft,,56,45
241,3,8:02.0,Offensive rebound by M. Gortat,,56,45
242,3,7:57.0,J. Wall makes 2-pt jump shot from 20 ft,,58,45
243,3,7:47.0,,E. Payton makes 2-pt layup at rim,58,47
244,3,7:21.0,M. Gortat makes 2-pt layup from 3 ft (assist by J. Wall),,60,47
245,3,7:15.0,,Shooting block foul by J. Wall (drawn by E. Payton),60,47
246,3,7:15.0,,E. Payton makes free throw 1 of 2,60,48
247,3,7:15.0,,E. Payton makes free throw 2 of 2,60,49
248,3,7:01.0,J. Wall misses 2-pt jump shot from 13 ft,,60,49
249,3,6:59.0,,Defensive rebound by N. Vučević,60,49
250,3,6:52.0,,E. Payton makes 2-pt layup from 2 ft,60,51
251,3,6:24.0,M. Morris misses 3-pt jump shot from 25 ft,,60,51
252,3,6:22.0,,Defensive rebound by J. Green,60,51
253,3,6:13.0,,N. Vučević makes 2-pt jump shot from 8 ft (assist by E. Payton),60,53
254,3,6:13.0,Washington full timeout,,60,53
255,3,6:13.0,,B. Biyombo enters the game for N. Vučević,60,53
256,3,5:57.0,M. Gortat makes 2-pt jump shot from 9 ft (assist by B. Beal),,62,53
257,3,5:36.0,,J. Green makes 2-pt jump shot from 20 ft,62,55
258,3,5:17.0,B. Beal misses 2-pt jump shot from 20 ft,,62,55
259,3,5:16.0,,Defensive rebound by J. Green,62,55
260,3,5:13.0,,Personal foul by O. Porter (drawn by J. Green),62,55
261,3,5:05.0,,E. Fournier misses 2-pt jump shot from 19 ft,62,55
262,3,5:04.0,Defensive rebound by M. Morris,,62,55
263,3,4:56.0,Shooting foul by S. Ibaka (drawn by J. Wall),,62,55
264,3,4:56.0,J. Wall makes free throw 1 of 2,,63,55
265,3,4:56.0,J. Wall misses free throw 2 of 2,,63,55
266,3,4:56.0,J. Smith enters the game for M. Morris,,63,55
267,3,4:55.0,,Defensive rebound by B. Biyombo,63,55
268,3,4:46.0,,Turnover by E. Payton (lost ball),63,55
269,3,4:43.0,Turnover by J. Wall (traveling),,63,55
270,3,4:29.0,,S. Ibaka makes 2-pt jump shot from 21 ft (assist by E. Payton),63,57
271,3,4:13.0,B. Beal misses 3-pt jump shot from 26 ft,,63,57
272,3,4:12.0,,Defensive rebound by S. Ibaka,63,57
273,3,4:01.0,,J. Green makes 3-pt jump shot from 25 ft (assist by S. Ibaka),63,60
274,3,3:39.0,B. Beal makes 2-pt layup from 2 ft (assist by M. Gortat),,65,60
275,3,3:27.0,,S. Ibaka misses 3-pt jump shot from 25 ft,65,60
276,3,3:26.0,Defensive rebound by O. Porter,,65,60
277,3,3:17.0,J. Wall misses 2-pt jump shot from 19 ft,,65,60
278,3,3:16.0,,Defensive rebound by S. Ibaka,65,60
279,3,3:10.0,,J. Green misses 3-pt jump shot from 27 ft,65,60
280,3,3:07.0,,Offensive rebound by S. Ibaka,65,60
281,3,3:06.0,,S. Ibaka makes 2-pt hook shot from 3 ft,65,62
282,3,2:48.0,Personal block foul by E. Payton (drawn by J. Wall),,65,62
283,3,2:48.0,,Orlando full timeout,65,62
284,3,2:48.0,K. Oubre enters the game for O. Porter,,65,62
285,3,2:48.0,A. Nicholson enters the game for M. Gortat,,65,62
286,3,2:48.0,,A. Gordon enters the game for E. Fournier,65,62
287,3,2:33.0,B. Beal misses 2-pt layup from 3 ft,,65,62
288,3,2:31.0,,Defensive rebound by J. Green,65,62
289,3,2:21.0,,A. Gordon misses 3-pt jump shot from 24 ft,65,62
290,3,2:21.0,,Offensive rebound by E. Payton,65,62
291,3,2:03.0,,J. Green misses 2-pt jump shot from 20 ft,65,62
292,3,2:01.0,,Offensive rebound by S. Ibaka,65,62
293,3,1:42.0,,E. Payton misses 3-pt jump shot from 25 ft,65,62
294,3,1:40.0,Defensive rebound by J. Wall,,65,62
295,3,1:22.0,J. Wall makes 2-pt jump shot from 20 ft,,67,62
296,3,1:07.0,,S. Ibaka makes 3-pt jump shot from 26 ft (assist by E. Payton),67,65
297,3,0:50.0,B. Beal makes 3-pt jump shot from 25 ft (assist by A. Nicholson),,70,65
298,3,0:41.0,,E. Payton makes 2-pt jump shot from 21 ft,70,67
299,3,0:34.0,B. Beal misses 3-pt jump shot from 27 ft,,70,67
300,3,0:31.0,,Defensive rebound by E. Payton,70,67
301,3,0:28.0,,Shooting foul by A. Nicholson (drawn by E. Payton),70,67
302,3,0:28.0,,E. Payton makes free throw 1 of 2,70,68
303,3,0:28.0,,E. Payton misses free throw 2 of 2,70,68
304,3,0:28.0,Defensive rebound by J. Smith,,70,68
305,3,0:28.0,,N. Vučević enters the game for J. Green,70,68
306,3,0:28.0,,D. Augustin enters the game for S. Ibaka,70,68
307,3,0:09.0,Personal foul by D. Augustin (drawn by J. Wall),,70,68
308,3,0:00.0,A. Nicholson makes 2-pt jump shot from 19 ft,,72,68
309,4,11:41.0,,A. Gordon makes 2-pt jump shot from 17 ft,72,70
310,4,11:22.0,J. Wall misses 2-pt jump shot from 19 ft,,72,70
311,4,11:21.0,,Defensive rebound by Team,72,70
312,4,11:03.0,,Personal foul by K. Oubre (drawn by A. Gordon),72,70
313,4,10:53.0,,E. Payton misses 2-pt jump shot from 11 ft,72,70
314,4,10:52.0,Defensive rebound by K. Oubre,,72,70
315,4,10:40.0,K. Oubre misses 2-pt jump shot from 21 ft,,72,70
316,4,10:39.0,,Defensive rebound by E. Payton,72,70
317,4,10:31.0,,E. Payton makes 2-pt jump shot from 18 ft,72,72
318,4,10:14.0,J. Smith makes 2-pt jump shot from 19 ft (assist by J. Wall),,74,72
319,4,10:02.0,,N. Vučević misses 3-pt jump shot from 24 ft,74,72
320,4,10:00.0,Defensive rebound by T. Satoranský,,74,72
321,4,9:44.0,J. Smith misses 2-pt jump shot from 17 ft,,74,72
322,4,9:43.0,,Defensive rebound by N. Vučević,74,72
323,4,9:35.0,,N. Vučević makes 2-pt layup from 2 ft (assist by A. Gordon),74,74
324,4,9:33.0,Washington full timeout,,74,74
325,4,9:33.0,B. Beal enters the game for J. Wall,,74,74
326,4,9:33.0,M. Morris enters the game for J. Smith,,74,74
327,4,9:33.0,,E. Fournier enters the game for E. Payton,74,74
328,4,9:20.0,K. Oubre misses 3-pt jump shot from 23 ft,,74,74
329,4,9:19.0,Offensive rebound by T. Satoranský,,74,74
330,4,9:14.0,M. Morris makes 2-pt jump shot from 11 ft,,76,74
331,4,8:58.0,,Turnover by N. Vučević (traveling),76,74
332,4,8:51.0,Personal foul by E. Fournier (drawn by B. Beal),,76,74
333,4,8:45.0,A. Nicholson misses 2-pt hook shot from 8 ft,,76,74
334,4,8:43.0,Offensive rebound by K. Oubre,,76,74
335,4,8:40.0,B. Beal misses 3-pt jump shot from 26 ft,,76,74
336,4,8:39.0,,Defensive rebound by B. Biyombo,76,74
337,4,8:29.0,,Personal foul by A. Nicholson (drawn by B. Biyombo),76,74
338,4,8:19.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by D. Augustin),76,77
339,4,8:07.0,A. Nicholson misses 2-pt hook shot from 8 ft,,76,77
340,4,8:06.0,,Defensive rebound by A. Gordon,76,77
341,4,7:49.0,,N. Vučević misses 2-pt jump shot from 5 ft (block by M. Morris),76,77
342,4,7:47.0,,Offensive rebound by A. Gordon,76,77
343,4,7:45.0,,A. Gordon misses 3-pt jump shot from 24 ft,76,77
344,4,7:42.0,Defensive rebound by T. Satoranský,,76,77
345,4,7:40.0,Personal block foul by D. Augustin (drawn by B. Beal),,76,77
346,4,7:40.0,,Technical foul by E. Fournier,76,77
347,4,7:40.0,Technical foul by B. Beal,,76,77
348,4,7:40.0,,Technical foul by B. Biyombo,76,77
349,4,7:40.0,Technical foul by K. Oubre,,76,77
350,4,7:36.0,Turnover by M. Morris (offensive foul),,76,77
351,4,7:36.0,Offensive foul by M. Morris (drawn by E. Fournier),,76,77
352,4,7:14.0,,A. Gordon misses 2-pt layup from 1 ft (block by A. Nicholson),76,77
353,4,7:13.0,,Offensive rebound by A. Gordon,76,77
354,4,7:12.0,,A. Gordon misses 2-pt layup from 1 ft (block by A. Nicholson),76,77
355,4,7:12.0,,Offensive rebound by Team,76,77
356,4,7:12.0,M. Gortat enters the game for A. Nicholson,,76,77
357,4,7:12.0,J. Wall enters the game for T. Satoranský,,76,77
358,4,7:01.0,,Turnover by A. Gordon (bad pass; steal by K. Oubre),76,77
359,4,6:53.0,J. Wall misses 3-pt jump shot from 22 ft,,76,77
360,4,6:52.0,,Defensive rebound by A. Gordon,76,77
361,4,6:46.0,,D. Augustin misses 3-pt jump shot from 26 ft,76,77
362,4,6:44.0,,Offensive rebound by N. Vučević,76,77
363,4,6:33.0,,A. Gordon misses 3-pt jump shot from 24 ft,76,77
364,4,6:29.0,,Offensive rebound by E. Fournier,76,77
365,4,6:22.0,,D. Augustin makes 2-pt jump shot from 9 ft,76,79
366,4,6:22.0,,Shooting foul by M. Gortat (drawn by D. Augustin),76,79
367,4,6:22.0,O. Porter enters the game for K. Oubre,,76,79
368,4,6:22.0,,J. Green enters the game for A. Gordon,76,79
369,4,6:22.0,,D. Augustin makes free throw 1 of 1,76,80
370,4,6:14.0,Personal foul by E. Fournier (drawn by M. Morris),,76,80
371,4,6:05.0,O. Porter makes 3-pt jump shot from 23 ft (assist by M. Morris),,79,80
372,4,5:47.0,,D. Augustin makes 3-pt jump shot from 25 ft,79,83
373,4,5:35.0,O. Porter makes 3-pt jump shot from 24 ft (assist by B. Beal),,82,83
374,4,5:16.0,,D. Augustin misses 2-pt layup from 1 ft,82,83
375,4,5:14.0,Defensive rebound by M. Gortat,,82,83
376,4,5:09.0,O. Porter misses 3-pt jump shot from 26 ft,,82,83
377,4,5:06.0,Offensive rebound by O. Porter,,82,83
378,4,4:57.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,84,83
379,4,4:55.0,,Orlando full timeout,84,83
380,4,4:55.0,,S. Ibaka enters the game for B. Biyombo,84,83
381,4,4:36.0,,J. Green misses 3-pt jump shot from 26 ft,84,83
382,4,4:34.0,Defensive rebound by M. Morris,,84,83
383,4,4:14.0,Turnover by B. Beal (bad pass; steal by S. Ibaka),,84,83
384,4,3:59.0,,Turnover by S. Ibaka (traveling),84,83
385,4,3:43.0,O. Porter misses 3-pt jump shot from 25 ft,,84,83
386,4,3:42.0,,Defensive rebound by N. Vučević,84,83
387,4,3:22.0,,D. Augustin misses 3-pt jump shot from 26 ft,84,83
