,QUARTER,TIME_REMAINING,NEW YORK_ACTION,INDIANA_ACTION,NEW YORK_SCORE,INDIANA_SCORE
77,1,4:15.0,C. Anthony makes free throw 2 of 2,,15,25
78,1,4:01.0,,A. Jefferson misses 2-pt jump shot from 11 ft,15,25
79,1,4:00.0,Defensive rebound by M. Kuzminskas,,15,25
80,1,3:52.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,15,25
81,1,3:50.0,,Defensive rebound by M. Ellis,15,25
82,1,3:42.0,,C. Miles misses 2-pt layup from 2 ft (block by M. Kuzminskas),15,25
83,1,3:41.0,Defensive rebound by K. Porziņģis,,15,25
84,1,3:35.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by B. Jennings),,18,25
85,1,3:11.0,,C. Miles misses 3-pt jump shot from 22 ft,18,25
86,1,3:10.0,Defensive rebound by K. Porziņģis,,18,25
87,1,3:01.0,K. Porziņģis misses 3-pt jump shot from 28 ft,,18,25
88,1,2:59.0,Offensive rebound by C. Anthony,,18,25
89,1,2:45.0,B. Jennings misses 3-pt jump shot from 26 ft,,18,25
90,1,2:45.0,,Defensive rebound by A. Jefferson,18,25
91,1,2:21.0,,A. Jefferson makes 2-pt hook shot from 8 ft (assist by M. Ellis),18,27
92,1,2:11.0,Shooting foul by A. Jefferson (drawn by B. Jennings),,18,27
93,1,2:11.0,,Indiana full timeout,18,27
94,1,2:11.0,B. Jennings makes free throw 1 of 2,,19,27
95,1,2:11.0,,K. Séraphin enters the game for C. Miles,18,27
96,1,2:11.0,B. Jennings makes free throw 2 of 2,,20,27
97,1,1:56.0,,Personal foul by J. Holiday (drawn by M. Ellis),20,27
98,1,1:56.0,,M. Ellis makes free throw 1 of 2,20,28
99,1,1:56.0,,M. Ellis makes free throw 2 of 2,20,29
100,1,1:40.0,K. Porziņģis misses 2-pt jump shot from 18 ft,,20,29
101,1,1:39.0,,Defensive rebound by J. Teague,20,29
102,1,1:28.0,,K. Séraphin misses 2-pt jump shot from 12 ft (block by J. Holiday),20,29
103,1,1:27.0,Defensive rebound by M. Kuzminskas,,20,29
104,1,1:20.0,Turnover by M. Kuzminskas (bad pass),,20,29
105,1,1:20.0,,J. Young enters the game for J. Teague,20,29
106,1,1:07.0,,A. Jefferson misses 2-pt layup from 1 ft (block by K. Porziņģis),20,29
107,1,1:05.0,Defensive rebound by C. Anthony,,20,29
108,1,0:58.0,M. Kuzminskas misses 2-pt hook shot from 9 ft,,20,29
109,1,0:58.0,,Defensive rebound by G. Robinson,20,29
110,1,0:46.0,,K. Séraphin makes 2-pt layup from 3 ft,20,31
111,1,0:44.0,Turnover by B. Jennings (bad pass; steal by G. Robinson),,20,31
112,1,0:43.0,,G. Robinson makes 2-pt jump shot from 15 ft,20,33
113,1,0:26.0,C. Anthony misses 3-pt jump shot from 25 ft,,20,33
114,1,0:25.0,,Defensive rebound by K. Séraphin,20,33
115,1,0:23.0,,Personal foul by B. Jennings (drawn by J. Young),20,33
116,1,0:23.0,,J. Young misses free throw 1 of 2,20,33
117,1,0:23.0,,Offensive rebound by Team,20,33
118,1,0:23.0,,T. Young enters the game for A. Jefferson,20,33
119,1,0:23.0,,J. Young makes free throw 2 of 2,20,34
120,1,0:07.0,K. Porziņģis makes 2-pt dunk at rim (assist by C. Anthony),,22,34
121,1,0:03.0,,M. Ellis misses 2-pt layup from 4 ft (block by C. Anthony),22,34
122,1,0:01.0,,Offensive rebound by K. Séraphin,22,34
123,2,11:37.0,,M. Ellis misses 2-pt jump shot from 17 ft,22,34
124,2,11:36.0,Defensive rebound by J. Holiday,,22,34
125,2,11:21.0,Turnover by K. Porziņģis (bad pass; steal by G. Robinson),,22,34
126,2,11:13.0,,Shooting foul by K. O'Quinn (drawn by A. Jefferson),22,34
127,2,11:13.0,,A. Jefferson misses free throw 1 of 2,22,34
128,2,11:13.0,,Offensive rebound by Team,22,34
129,2,11:13.0,W. Hernangómez enters the game for K. Porziņģis,,22,34
130,2,11:13.0,,A. Jefferson makes free throw 2 of 2,22,35
131,2,11:03.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by B. Jennings),,25,35
132,2,10:47.0,,A. Jefferson misses 2-pt jump shot from 14 ft,25,35
133,2,10:45.0,Defensive rebound by D. Rose,,25,35
134,2,10:36.0,D. Rose misses 2-pt jump shot from 12 ft,,25,35
135,2,10:35.0,Offensive rebound by Team,,25,35
136,2,10:35.0,,M. Turner enters the game for A. Jefferson,25,35
137,2,10:26.0,J. Holiday misses 3-pt jump shot from 27 ft,,25,35
138,2,10:23.0,Offensive rebound by W. Hernangómez,,25,35
139,2,10:17.0,D. Rose misses 2-pt jump shot from 11 ft,,25,35
140,2,10:15.0,Offensive rebound by W. Hernangómez,,25,35
141,2,10:13.0,W. Hernangómez misses 2-pt layup from 3 ft,,25,35
142,2,10:12.0,,Defensive rebound by M. Turner,25,35
143,2,9:49.0,,J. Young misses 2-pt layup from 1 ft (block by W. Hernangómez),25,35
144,2,9:47.0,Defensive rebound by B. Jennings,,25,35
145,2,9:42.0,W. Hernangómez makes 2-pt dunk at rim (assist by B. Jennings),,27,35
146,2,9:24.0,,M. Ellis misses 3-pt jump shot from 23 ft,27,35
147,2,9:23.0,Defensive rebound by W. Hernangómez,,27,35
148,2,9:14.0,,Offensive charge foul by B. Jennings (drawn by J. Young),27,35
149,2,9:14.0,Turnover by B. Jennings (offensive foul),,27,35
150,2,9:14.0,,T. Young enters the game for K. Séraphin,27,35
151,2,9:04.0,,Turnover by M. Ellis (bad pass; steal by K. O'Quinn),27,35
152,2,9:00.0,,Violation by M. Turner (def goaltending),27,35
153,2,9:00.0,D. Rose makes 2-pt layup from 1 ft,,29,35
154,2,8:37.0,,G. Robinson makes 2-pt layup from 1 ft (assist by J. Young),29,37
155,2,8:20.0,W. Hernangómez makes 2-pt dunk from 2 ft (assist by K. O'Quinn),,31,37
156,2,8:14.0,,Indiana full timeout,31,37
157,2,8:14.0,,J. Teague enters the game for M. Ellis,31,37
158,2,8:14.0,,P. George enters the game for J. Young,31,37
159,2,8:02.0,,M. Turner makes 2-pt jump shot from 18 ft (assist by J. Teague),31,39
160,2,7:46.0,J. Holiday makes 2-pt jump shot from 19 ft,,33,39
161,2,7:34.0,,P. George misses 3-pt jump shot from 28 ft,33,39
162,2,7:34.0,Defensive rebound by K. O'Quinn,,33,39
163,2,7:23.0,D. Rose misses 2-pt jump shot from 20 ft,,33,39
164,2,7:22.0,,Defensive rebound by M. Turner,33,39
165,2,7:09.0,,P. George makes 2-pt jump shot from 5 ft,33,41
166,2,6:56.0,B. Jennings makes 2-pt jump shot from 19 ft,,35,41
167,2,6:44.0,,M. Turner makes 2-pt dunk from 2 ft (assist by J. Teague),35,43
168,2,6:34.0,W. Hernangómez makes 2-pt dunk at rim (assist by B. Jennings),,37,43
169,2,6:25.0,,T. Young misses 2-pt layup from 2 ft (block by W. Hernangómez),37,43
170,2,6:24.0,Defensive rebound by K. O'Quinn,,37,43
171,2,6:17.0,Shooting foul by M. Turner (drawn by K. O'Quinn),,37,43
172,2,6:17.0,K. O'Quinn misses free throw 1 of 2,,37,43
173,2,6:17.0,Offensive rebound by Team,,37,43
174,2,6:17.0,,A. Jefferson enters the game for M. Turner,37,43
175,2,6:17.0,K. O'Quinn makes free throw 2 of 2,,38,43
176,2,6:06.0,,Turnover by P. George (bad pass; steal by B. Jennings),38,43
177,2,5:59.0,Shooting block foul by G. Robinson (drawn by D. Rose),,38,43
178,2,5:59.0,Official timeout,,38,43
179,2,5:59.0,D. Rose makes free throw 1 of 2,,39,43
180,2,5:59.0,,C. Miles enters the game for G. Robinson,38,43
181,2,5:59.0,D. Rose makes free throw 2 of 2,,40,43
182,2,5:39.0,,C. Miles makes 3-pt jump shot from 27 ft (assist by T. Young),40,46
183,2,5:24.0,K. O'Quinn makes 2-pt jump shot from 20 ft (assist by D. Rose),,42,46
184,2,5:07.0,,C. Miles misses 3-pt jump shot from 22 ft,42,46
185,2,5:07.0,,Offensive rebound by Team,42,46
186,2,5:01.0,,J. Teague misses 3-pt jump shot from 27 ft,42,46
187,2,5:00.0,Defensive rebound by K. O'Quinn,,42,46
188,2,4:50.0,D. Rose makes 2-pt jump shot from 10 ft (assist by B. Jennings),,44,46
189,2,4:38.0,,P. George misses 2-pt jump shot from 21 ft,44,46
190,2,4:38.0,Defensive rebound by B. Jennings,,44,46
191,2,4:30.0,Shooting foul by T. Young (drawn by W. Hernangómez),,44,46
192,2,4:30.0,W. Hernangómez makes free throw 1 of 2,,45,46
193,2,4:30.0,W. Hernangómez makes free throw 2 of 2,,46,46
194,2,4:11.0,,P. George makes 3-pt jump shot from 27 ft,46,49
195,2,4:00.0,D. Rose misses 2-pt layup from 2 ft (block by A. Jefferson),,46,49
196,2,3:57.0,,Defensive rebound by A. Jefferson,46,49
197,2,3:49.0,,Turnover by J. Teague (bad pass; steal by J. Holiday),46,49
198,2,3:47.0,Shooting foul by J. Teague (drawn by J. Holiday),,46,49
199,2,3:47.0,J. Holiday makes free throw 1 of 2,,47,49
200,2,3:47.0,C. Anthony enters the game for K. O'Quinn,,47,49
201,2,3:47.0,J. Holiday makes free throw 2 of 2,,48,49
202,2,3:32.0,,J. Teague misses 2-pt jump shot from 10 ft,48,49
203,2,3:31.0,,Offensive rebound by A. Jefferson,48,49
204,2,3:29.0,,A. Jefferson makes 2-pt layup from 2 ft,48,51
205,2,3:12.0,W. Hernangómez makes 2-pt hook shot from 10 ft,,50,51
206,2,2:58.0,,C. Miles makes 2-pt jump shot from 17 ft (assist by J. Teague),50,53
207,2,2:40.0,J. Holiday makes 3-pt jump shot from 28 ft (assist by W. Hernangómez),,53,53
208,2,2:29.0,,Turnover by J. Teague (bad pass; steal by J. Holiday),53,53
209,2,2:22.0,J. Holiday misses 3-pt jump shot from 23 ft,,53,53
210,2,2:19.0,,Defensive rebound by P. George,53,53
211,2,2:16.0,,Shooting foul by C. Anthony (drawn by P. George),53,53
212,2,2:16.0,New York full timeout,,53,53
213,2,2:16.0,,P. George misses free throw 1 of 2,53,53
214,2,2:16.0,,Offensive rebound by Team,53,53
215,2,2:16.0,,P. George makes free throw 2 of 2,53,54
216,2,1:58.0,C. Anthony makes 2-pt jump shot from 19 ft,,55,54
217,2,1:35.0,,A. Jefferson makes 2-pt jump shot from 20 ft (assist by J. Teague),55,56
218,2,1:24.0,Personal foul by J. Teague (drawn by B. Jennings),,55,56
219,2,1:24.0,B. Jennings makes free throw 1 of 2,,56,56
220,2,1:24.0,,G. Robinson enters the game for P. George,56,56
221,2,1:24.0,B. Jennings makes free throw 2 of 2,,57,56
222,2,1:03.0,,J. Teague makes 2-pt jump shot from 18 ft,57,58
223,2,0:53.0,Shooting foul by T. Young (drawn by C. Anthony),,57,58
224,2,0:53.0,C. Anthony makes free throw 1 of 3,,58,58
225,2,0:53.0,C. Anthony makes free throw 2 of 3,,59,58
226,2,0:53.0,,J. Young enters the game for T. Young,59,58
227,2,0:53.0,,M. Ellis enters the game for J. Teague,59,58
228,2,0:53.0,C. Anthony makes free throw 3 of 3,,60,58
229,2,0:29.0,,J. Young misses 2-pt jump shot from 9 ft,60,58
230,2,0:28.0,Defensive rebound by W. Hernangómez,,60,58
231,2,0:22.0,D. Rose makes 2-pt layup from 2 ft,,62,58
232,2,0:04.0,,C. Miles misses 2-pt jump shot from 19 ft,62,58
233,2,0:03.0,Defensive rebound by W. Hernangómez,,62,58
234,3,11:43.0,,M. Turner makes 2-pt layup from 1 ft (assist by J. Teague),62,60
235,3,11:24.0,C. Lee misses 2-pt jump shot from 22 ft,,62,60
236,3,11:24.0,Offensive rebound by C. Lee,,62,60
237,3,11:11.0,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by D. Rose),,65,60
238,3,10:44.0,,Shooting foul by K. Porziņģis (drawn by J. Teague),65,60
239,3,10:44.0,,J. Teague misses free throw 1 of 2,65,60
240,3,10:44.0,,Offensive rebound by Team,65,60
241,3,10:44.0,,J. Teague misses free throw 2 of 2,65,60
242,3,10:44.0,Defensive rebound by C. Anthony,,65,60
243,3,10:30.0,D. Rose misses 2-pt layup from 4 ft,,65,60
244,3,10:29.0,,Defensive rebound by J. Teague,65,60
245,3,10:27.0,,Personal foul by J. Noah (drawn by J. Teague),65,60
246,3,10:17.0,,T. Young misses 2-pt layup from 2 ft,65,60
247,3,10:16.0,Defensive rebound by J. Noah,,65,60
248,3,10:01.0,Turnover by C. Anthony (bad pass; steal by T. Young),,65,60
249,3,10:01.0,,Personal foul by K. Porziņģis (drawn by T. Young),65,60
250,3,9:51.0,,C. Miles misses 3-pt jump shot from 27 ft,65,60
251,3,9:51.0,Defensive rebound by C. Lee,,65,60
252,3,9:36.0,D. Rose makes 2-pt layup from 2 ft (assist by J. Noah),,67,60
253,3,9:22.0,,C. Miles misses 2-pt jump shot from 8 ft,67,60
254,3,9:21.0,Defensive rebound by J. Noah,,67,60
255,3,9:04.0,J. Noah makes 2-pt layup from 2 ft,,69,60
256,3,8:47.0,,P. George misses 2-pt jump shot from 11 ft,69,60
257,3,8:46.0,Defensive rebound by C. Lee,,69,60
258,3,8:39.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by C. Lee),,72,60
259,3,8:18.0,,M. Turner misses 3-pt jump shot from 27 ft,72,60
260,3,8:17.0,Defensive rebound by C. Anthony,,72,60
261,3,8:09.0,Shooting foul by J. Teague (drawn by C. Lee),,72,60
262,3,8:09.0,C. Lee makes free throw 1 of 3,,73,60
263,3,8:09.0,C. Lee makes free throw 2 of 3,,74,60
264,3,8:09.0,C. Lee makes free throw 3 of 3,,75,60
265,3,8:09.0,,Indiana full timeout,75,60
266,3,7:57.0,,P. George misses 2-pt jump shot from 16 ft,75,60
267,3,7:56.0,,Offensive rebound by P. George,75,60
268,3,7:52.0,,T. Young makes 2-pt hook shot from 7 ft (assist by P. George),75,62
269,3,7:32.0,Personal block foul by T. Young (drawn by C. Anthony),,75,62
270,3,7:28.0,Shooting foul by J. Teague (drawn by D. Rose),,75,62
271,3,7:28.0,D. Rose makes free throw 1 of 2,,76,62
272,3,7:28.0,D. Rose makes free throw 2 of 2,,77,62
273,3,7:13.0,,J. Teague makes 3-pt jump shot from 27 ft,77,65
274,3,6:52.0,C. Anthony misses 3-pt jump shot from 28 ft,,77,65
275,3,6:52.0,,Defensive rebound by T. Young,77,65
276,3,6:38.0,,M. Turner makes 2-pt layup from 4 ft (assist by P. George),77,67
277,3,6:17.0,D. Rose makes 2-pt layup from 1 ft,,79,67
278,3,6:11.0,,Turnover by J. Teague (discontinued dribble),79,67
279,3,6:11.0,J. Holiday enters the game for J. Noah,,79,67
280,3,5:59.0,K. Porziņģis misses 3-pt jump shot from 28 ft,,79,67
281,3,5:58.0,,Defensive rebound by M. Turner,79,67
282,3,5:44.0,,Turnover by P. George (bad pass; steal by K. Porziņģis),79,67
283,3,5:39.0,C. Lee makes 3-pt jump shot from 26 ft (assist by C. Anthony),,82,67
284,3,5:20.0,,Personal block foul by K. Porziņģis (drawn by M. Turner),82,67
285,3,5:20.0,W. Hernangómez enters the game for K. Porziņģis,,82,67
286,3,5:10.0,,J. Teague misses 2-pt layup from 2 ft,82,67
287,3,5:09.0,Defensive rebound by J. Holiday,,82,67
288,3,4:58.0,C. Anthony makes 2-pt jump shot from 20 ft,,84,67
289,3,4:46.0,,P. George makes 2-pt jump shot from 13 ft,84,69
290,3,4:31.0,D. Rose misses 2-pt jump shot from 16 ft,,84,69
291,3,4:31.0,,Defensive rebound by P. George,84,69
292,3,4:20.0,,P. George makes 2-pt jump shot from 19 ft,84,71
293,3,3:57.0,C. Anthony misses 2-pt jump shot from 19 ft,,84,71
294,3,3:56.0,,Defensive rebound by T. Young,84,71
295,3,3:48.0,,T. Young misses 2-pt layup from 2 ft,84,71
296,3,3:47.0,Defensive rebound by W. Hernangómez,,84,71
297,3,3:35.0,C. Anthony misses 2-pt jump shot from 18 ft,,84,71
298,3,3:34.0,,Defensive rebound by J. Teague,84,71
299,3,3:23.0,,M. Turner misses 3-pt jump shot from 26 ft,84,71
300,3,3:23.0,Defensive rebound by W. Hernangómez,,84,71
301,3,3:06.0,W. Hernangómez misses 2-pt jump shot from 11 ft,,84,71
302,3,3:05.0,,Defensive rebound by Team,84,71
303,3,3:05.0,,M. Ellis enters the game for J. Teague,84,71
304,3,3:05.0,B. Jennings enters the game for D. Rose,,84,71
305,3,2:51.0,,Turnover by P. George (bad pass; steal by C. Lee),84,71
306,3,2:44.0,C. Lee misses 3-pt jump shot from 25 ft,,84,71
307,3,2:43.0,,Defensive rebound by C. Miles,84,71
308,3,2:29.0,,P. George misses 2-pt jump shot from 18 ft,84,71
309,3,2:29.0,,Offensive rebound by M. Turner,84,71
310,3,2:29.0,Loose ball foul by W. Hernangómez (drawn by M. Turner),,84,71
311,3,2:29.0,New York full timeout,,84,71
312,3,2:29.0,,M. Turner makes free throw 1 of 2,84,72
313,3,2:29.0,,G. Robinson enters the game for C. Miles,84,71
314,3,2:29.0,,M. Turner makes free throw 2 of 2,84,73
315,3,2:11.0,C. Lee misses 3-pt jump shot from 26 ft,,84,73
316,3,2:11.0,,Defensive rebound by M. Ellis,84,73
317,3,1:55.0,,M. Turner misses 2-pt layup at rim,84,73
318,3,1:54.0,Defensive rebound by W. Hernangómez,,84,73
319,3,1:38.0,W. Hernangómez misses 2-pt hook shot from 7 ft,,84,73
320,3,1:37.0,,Defensive rebound by M. Turner,84,73
321,3,1:20.0,,M. Turner misses 2-pt jump shot from 20 ft,84,73
322,3,1:20.0,Defensive rebound by W. Hernangómez,,84,73
323,3,1:06.0,C. Anthony misses 2-pt jump shot from 19 ft,,84,73
324,3,1:04.0,,Defensive rebound by M. Turner,84,73
325,3,0:48.0,,M. Ellis misses 2-pt layup from 2 ft,84,73
326,3,0:48.0,,Offensive rebound by G. Robinson,84,73
327,3,0:48.0,,G. Robinson makes 2-pt dunk at rim,84,75
328,3,0:32.0,C. Anthony makes 2-pt jump shot from 13 ft,,86,75
329,3,0:14.0,,P. George misses 3-pt jump shot from 27 ft,86,75
330,3,0:13.0,Defensive rebound by W. Hernangómez,,86,75
331,3,0:00.0,C. Anthony misses 2-pt jump shot from 17 ft,,86,75
332,3,0:00.0,Offensive rebound by Team,,86,75
333,4,11:40.0,K. Porziņģis misses 2-pt jump shot from 18 ft,,86,75
334,4,11:39.0,,Defensive rebound by P. George,86,75
335,4,11:14.0,,P. George misses 3-pt jump shot from 26 ft,86,75
336,4,11:13.0,Defensive rebound by D. Rose,,86,75
337,4,11:03.0,Shooting foul by A. Jefferson (drawn by W. Hernangómez),,86,75
338,4,11:03.0,W. Hernangómez makes free throw 1 of 2,,87,75
339,4,11:03.0,W. Hernangómez makes free throw 2 of 2,,88,75
340,4,10:44.0,,T. Young makes 3-pt jump shot from 23 ft (assist by M. Ellis),88,78
341,4,10:32.0,J. Holiday misses 3-pt jump shot from 27 ft,,88,78
342,4,10:31.0,,Defensive rebound by Team,88,78
343,4,10:16.0,,Turnover by A. Jefferson (bad pass; steal by J. Holiday),88,78
344,4,10:07.0,W. Hernangómez makes 2-pt jump shot from 19 ft (assist by B. Jennings),,90,78
345,4,9:53.0,,Shooting foul by K. Porziņģis (drawn by A. Jefferson),90,78
346,4,9:53.0,,A. Jefferson makes free throw 1 of 2,90,79
347,4,9:53.0,M. Kuzminskas enters the game for K. Porziņģis,,90,79
348,4,9:53.0,,A. Jefferson makes free throw 2 of 2,90,80
349,4,9:42.0,D. Rose makes 2-pt jump shot from 5 ft,,92,80
350,4,9:19.0,,Turnover by G. Robinson (bad pass; steal by W. Hernangómez),92,80
351,4,9:07.0,J. Holiday misses 3-pt jump shot from 27 ft,,92,80
352,4,9:05.0,Offensive rebound by J. Holiday,,92,80
353,4,8:52.0,B. Jennings misses 2-pt jump shot from 20 ft,,92,80
354,4,8:51.0,,Defensive rebound by M. Ellis,92,80
355,4,8:45.0,,Turnover by M. Ellis (bad pass),92,80
356,4,8:45.0,Official timeout,,92,80
357,4,8:45.0,,C. Miles enters the game for G. Robinson,92,80
358,4,8:45.0,,J. Teague enters the game for T. Young,92,80
359,4,8:29.0,B. Jennings makes 3-pt jump shot from 29 ft (assist by D. Rose),,95,80
360,4,8:11.0,,P. George makes 2-pt layup from 3 ft,95,82
361,4,7:49.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by W. Hernangómez),,98,82
362,4,7:26.0,,A. Jefferson makes 2-pt jump shot from 10 ft,98,84
363,4,7:08.0,,Offensive charge foul by D. Rose (drawn by P. George),98,84
364,4,7:08.0,Turnover by D. Rose (offensive foul),,98,84
365,4,7:08.0,,M. Turner enters the game for A. Jefferson,98,84
366,4,6:52.0,,M. Ellis makes 2-pt layup from 3 ft,98,86
367,4,6:38.0,B. Jennings misses 2-pt jump shot from 9 ft,,98,86
368,4,6:38.0,,Defensive rebound by M. Turner,98,86
369,4,6:29.0,,P. George makes 2-pt jump shot from 20 ft,98,88
370,4,6:06.0,D. Rose misses 2-pt layup from 3 ft,,98,88
371,4,6:05.0,,Defensive rebound by P. George,98,88
372,4,5:53.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by M. Ellis),98,91
373,4,5:52.0,New York full timeout,,98,91
374,4,5:52.0,C. Lee enters the game for J. Holiday,,98,91
375,4,5:52.0,C. Anthony enters the game for M. Kuzminskas,,98,91
376,4,5:31.0,C. Anthony misses 2-pt jump shot from 22 ft,,98,91
377,4,5:30.0,,Defensive rebound by M. Turner,98,91
378,4,5:21.0,,Personal foul by B. Jennings (drawn by J. Teague),98,91
379,4,5:10.0,,Shooting foul by C. Anthony (drawn by M. Turner),98,91
380,4,5:10.0,,M. Turner makes free throw 1 of 2,98,92
381,4,5:10.0,K. Porziņģis enters the game for W. Hernangómez,,98,92
382,4,5:10.0,,M. Turner makes free throw 2 of 2,98,93
383,4,4:56.0,C. Lee makes 2-pt jump shot from 9 ft (assist by D. Rose),,100,93
384,4,4:42.0,,J. Teague misses 2-pt jump shot from 5 ft,100,93
385,4,4:41.0,Defensive rebound by K. Porziņģis,,100,93
386,4,4:17.0,D. Rose misses 3-pt jump shot from 27 ft (block by C. Miles),,100,93
387,4,4:17.0,Offensive rebound by Team,,100,93
388,4,4:17.0,Turnover by Team (shot clock),,100,93
389,4,4:06.0,,P. George makes 2-pt jump shot from 20 ft,100,95
