,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MIAMI_ACTION,CHICAGO_SCORE,MIAMI_SCORE
0,1,11:42.0,T. Gibson misses 2-pt jump shot from 8 ft,,0,0
1,1,11:41.0,Offensive rebound by R. Lopez,,0,0
2,1,11:34.0,D. Wade misses 2-pt jump shot from 18 ft,,0,0
3,1,11:33.0,Offensive rebound by T. Gibson,,0,0
4,1,11:23.0,Turnover by R. Rondo (lost ball; steal by J. Winslow),,0,0
5,1,11:15.0,,D. Waiters makes 3-pt jump shot from 25 ft (assist by G. Dragić),0,3
6,1,10:57.0,R. Lopez misses 2-pt hook shot from 8 ft,,0,3
7,1,10:56.0,,Defensive rebound by H. Whiteside,0,3
8,1,10:38.0,,G. Dragić makes 2-pt jump shot from 16 ft,0,5
9,1,10:24.0,Turnover by T. Gibson (traveling),,0,5
10,1,10:05.0,,L. Babbitt makes 3-pt jump shot from 25 ft (assist by D. Waiters),0,8
11,1,9:42.0,T. Gibson makes 2-pt jump shot from 15 ft (assist by J. Butler),,2,8
12,1,9:19.0,,G. Dragić misses 2-pt jump shot from 11 ft,2,8
13,1,9:18.0,Defensive rebound by J. Butler,,2,8
14,1,9:05.0,R. Rondo misses 2-pt layup from 2 ft,,2,8
15,1,9:04.0,,Defensive rebound by H. Whiteside,2,8
16,1,8:49.0,,D. Waiters misses 2-pt jump shot from 20 ft,2,8
17,1,8:48.0,,Offensive rebound by H. Whiteside,2,8
18,1,8:47.0,,H. Whiteside makes 2-pt layup from 1 ft,2,10
19,1,8:35.0,D. Wade misses 2-pt jump shot from 16 ft,,2,10
20,1,8:34.0,Offensive rebound by R. Lopez,,2,10
21,1,8:32.0,R. Lopez makes 2-pt layup from 1 ft,,4,10
22,1,8:18.0,,H. Whiteside makes 2-pt dunk at rim (assist by J. Winslow),4,12
23,1,7:58.0,R. Lopez misses 2-pt jump shot from 17 ft,,4,12
24,1,7:57.0,,Defensive rebound by D. Waiters,4,12
25,1,7:46.0,,H. Whiteside misses 2-pt jump shot from 19 ft,4,12
26,1,7:45.0,Defensive rebound by T. Gibson,,4,12
27,1,7:37.0,D. Wade misses 3-pt jump shot from 25 ft,,4,12
28,1,7:36.0,Offensive rebound by R. Lopez,,4,12
29,1,7:33.0,R. Lopez makes 2-pt hook shot from 5 ft,,6,12
30,1,7:09.0,,H. Whiteside misses 2-pt layup from 1 ft,6,12
31,1,7:08.0,Defensive rebound by D. Wade,,6,12
32,1,7:02.0,D. Wade makes 2-pt jump shot from 8 ft,,8,12
33,1,6:40.0,,D. Waiters misses 3-pt jump shot from 24 ft,8,12
34,1,6:39.0,Defensive rebound by R. Rondo,,8,12
35,1,6:37.0,Shooting foul by L. Babbitt (drawn by J. Butler),,8,12
36,1,6:37.0,J. Butler makes free throw 1 of 2,,9,12
37,1,6:37.0,,J. Johnson enters the game for J. Winslow,9,12
38,1,6:37.0,J. Butler makes free throw 2 of 2,,10,12
39,1,6:20.0,,Turnover by G. Dragić (bad pass; steal by R. Rondo),10,12
40,1,6:16.0,D. Wade makes 2-pt dunk at rim (assist by J. Butler),,12,12
41,1,5:52.0,,G. Dragić misses 3-pt jump shot from 25 ft,12,12
42,1,5:51.0,Defensive rebound by D. Wade,,12,12
43,1,5:43.0,Shooting foul by D. Waiters (drawn by J. Butler),,12,12
44,1,5:43.0,,Miami full timeout,12,12
45,1,5:43.0,J. Butler makes free throw 1 of 2,,13,12
46,1,5:43.0,D. McDermott enters the game for D. Wade,,12,12
47,1,5:43.0,J. Butler makes free throw 2 of 2,,14,12
48,1,5:19.0,,G. Dragić misses 2-pt layup from 1 ft,14,12
49,1,5:18.0,Defensive rebound by R. Rondo,,14,12
50,1,5:12.0,D. McDermott misses 3-pt jump shot from 24 ft,,14,12
51,1,5:11.0,,Defensive rebound by H. Whiteside,14,12
52,1,5:02.0,,Turnover by J. Johnson (bad pass),14,12
53,1,4:45.0,R. Lopez makes 2-pt jump shot from 18 ft (assist by J. Butler),,16,12
54,1,4:32.0,,J. Richardson enters the game for L. Babbitt,16,12
55,1,4:22.0,,D. Waiters makes 2-pt layup from 2 ft,16,14
56,1,4:01.0,J. Butler misses 2-pt jump shot from 18 ft,,16,14
57,1,4:00.0,Offensive rebound by R. Lopez,,16,14
58,1,3:59.0,R. Lopez misses 2-pt jump shot from 5 ft,,16,14
59,1,3:58.0,,Defensive rebound by H. Whiteside,16,14
60,1,3:50.0,,Turnover by H. Whiteside (traveling),16,14
61,1,3:37.0,R. Lopez makes 2-pt jump shot from 17 ft (assist by R. Rondo),,18,14
62,1,3:27.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by G. Dragić),18,17
63,1,3:17.0,I. Canaan enters the game for R. Rondo,,18,17
64,1,3:04.0,Turnover by J. Butler (step out of bounds),,18,17
65,1,3:04.0,,T. Johnson enters the game for D. Waiters,18,17
66,1,2:51.0,,G. Dragić misses 2-pt jump shot from 7 ft,18,17
67,1,2:50.0,Defensive rebound by R. Lopez,,18,17
68,1,2:31.0,R. Lopez misses 2-pt jump shot from 8 ft (block by H. Whiteside),,18,17
69,1,2:30.0,Offensive rebound by Team,,18,17
70,1,2:30.0,Chicago full timeout,,18,17
71,1,2:30.0,,J. Winslow enters the game for G. Dragić,18,17
72,1,2:30.0,N. Mirotić enters the game for T. Gibson,,18,17
73,1,2:26.0,R. Lopez misses 2-pt jump shot from 19 ft,,18,17
74,1,2:25.0,,Defensive rebound by J. Winslow,18,17
75,1,2:17.0,,J. Winslow misses 2-pt layup from 2 ft (block by R. Lopez),18,17
76,1,2:16.0,,Offensive rebound by H. Whiteside,18,17
77,1,2:15.0,,H. Whiteside misses 2-pt layup from 2 ft,18,17
78,1,2:14.0,,Offensive rebound by H. Whiteside,18,17
79,1,2:12.0,,H. Whiteside makes 2-pt jump shot from 5 ft,18,19
80,1,1:48.0,J. Butler misses 3-pt jump shot from 23 ft,,18,19
81,1,1:47.0,,Defensive rebound by T. Johnson,18,19
82,1,1:34.0,,H. Whiteside misses 2-pt jump shot from 13 ft,18,19
83,1,1:33.0,Defensive rebound by D. McDermott,,18,19
84,1,1:22.0,D. McDermott makes 2-pt jump shot from 22 ft (assist by N. Mirotić),,20,19
85,1,1:09.0,,W. Reed enters the game for H. Whiteside,20,19
86,1,1:09.0,D. Wade enters the game for J. Butler,,20,19
87,1,1:00.0,,J. Winslow makes 3-pt jump shot from 24 ft (assist by T. Johnson),20,22
88,1,0:43.0,D. McDermott misses 2-pt jump shot from 10 ft,,20,22
89,1,0:41.0,Offensive rebound by N. Mirotić,,20,22
90,1,0:39.0,N. Mirotić misses 2-pt jump shot from 6 ft (block by J. Johnson),,20,22
91,1,0:38.0,,Defensive rebound by J. Johnson,20,22
92,1,0:34.0,,T. Johnson misses 2-pt jump shot from 14 ft,20,22
93,1,0:33.0,Defensive rebound by D. Wade,,20,22
94,1,0:27.0,Personal foul by J. Winslow (drawn by D. Wade),,20,22
95,1,0:27.0,B. Portis enters the game for R. Lopez,,20,22
96,1,0:15.0,D. McDermott makes 3-pt jump shot from 24 ft (assist by D. Wade),,23,22
97,1,0:03.0,,T. Johnson misses 2-pt jump shot from 9 ft,23,22
98,1,0:02.0,Defensive rebound by D. McDermott,,23,22
99,2,11:41.0,,J. Winslow makes 3-pt jump shot from 26 ft (assist by T. Johnson),23,25
100,2,11:24.0,B. Portis makes 2-pt layup from 3 ft (assist by D. Wade),,25,25
101,2,11:06.0,,J. Richardson misses 3-pt jump shot from 26 ft,25,25
102,2,11:05.0,,Offensive rebound by Team,25,25
103,2,11:05.0,Loose ball foul by N. Mirotić (drawn by J. Johnson),,25,25
104,2,10:50.0,,J. Johnson makes 2-pt layup from 3 ft,25,27
105,2,10:33.0,Turnover by D. McDermott (bad pass; steal by J. Winslow),,25,27
106,2,10:29.0,,J. Winslow makes 2-pt dunk at rim,25,29
107,2,10:20.0,D. Wade misses 2-pt layup from 3 ft,,25,29
108,2,10:19.0,,Defensive rebound by W. Reed,25,29
109,2,10:07.0,,T. Johnson makes 2-pt layup from 3 ft,25,31
110,2,10:07.0,,Shooting foul by B. Portis (drawn by T. Johnson),25,31
111,2,10:07.0,,T. Johnson makes free throw 1 of 1,25,32
112,2,9:45.0,Turnover by D. Wade (bad pass; steal by J. Winslow),,25,32
113,2,9:39.0,,J. Winslow misses 2-pt layup from 1 ft,25,32
114,2,9:38.0,Defensive rebound by N. Mirotić,,25,32
115,2,9:31.0,D. Wade makes 2-pt layup from 3 ft,,27,32
116,2,9:31.0,Shooting foul by W. Reed (drawn by D. Wade),,27,32
117,2,9:31.0,D. Wade makes free throw 1 of 1,,28,32
118,2,9:07.0,,J. Richardson makes 2-pt jump shot from 12 ft,28,34
119,2,8:49.0,D. Wade misses 3-pt jump shot from 23 ft,,28,34
120,2,8:48.0,,Defensive rebound by J. Richardson,28,34
121,2,8:35.0,,T. Johnson misses 3-pt jump shot from 25 ft,28,34
122,2,8:34.0,Defensive rebound by I. Canaan,,28,34
123,2,8:23.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by B. Portis),,31,34
124,2,8:09.0,,Turnover by J. Winslow (lost ball),31,34
125,2,8:07.0,,Loose ball foul by J. Winslow (drawn by D. Wade),31,34
126,2,8:07.0,Official timeout,,31,34
127,2,8:07.0,R. Rondo enters the game for I. Canaan,,31,34
