,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MILWAUKEE_ACTION,ATLANTA_SCORE,MILWAUKEE_SCORE
51,1,5:42.0,,G. Monroe enters the game for J. Henson,9,12
52,1,5:42.0,D. Schröder makes free throw 1 of 1,,10,12
53,1,5:23.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,10,12
54,1,5:22.0,Defensive rebound by T. Hardaway,,10,12
55,1,5:16.0,T. Hardaway misses 3-pt jump shot from 26 ft,,10,12
56,1,5:15.0,Offensive rebound by P. Millsap,,10,12
57,1,5:09.0,T. Hardaway makes 2-pt layup from 1 ft (assist by P. Millsap),,12,12
58,1,4:46.0,,J. Parker makes 2-pt dunk at rim (assist by G. Monroe),12,14
59,1,4:26.0,T. Hardaway misses 2-pt layup from 2 ft (block by M. Beasley),,12,14
60,1,4:23.0,Offensive rebound by T. Hardaway,,12,14
61,1,4:20.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,15,14
62,1,4:09.0,,G. Monroe makes 2-pt jump shot from 17 ft (assist by M. Dellavedova),15,16
63,1,3:59.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by M. Muscala),,18,16
64,1,3:39.0,,G. Monroe makes 2-pt layup at rim (assist by M. Dellavedova),18,18
65,1,3:39.0,Violation by P. Millsap (def goaltending),,18,18
66,1,3:26.0,Turnover by D. Schröder (bad pass; steal by T. Snell),,18,18
67,1,3:13.0,,G. Monroe misses 2-pt hook shot from 4 ft,18,18
68,1,3:12.0,,Offensive rebound by G. Monroe,18,18
69,1,3:07.0,,G. Monroe misses 2-pt layup from 1 ft,18,18
70,1,3:06.0,,Offensive rebound by G. Monroe,18,18
71,1,3:06.0,,G. Monroe misses 2-pt layup from 1 ft,18,18
72,1,3:04.0,Defensive rebound by T. Hardaway,,18,18
73,1,2:48.0,D. Schröder misses 3-pt jump shot from 25 ft,,18,18
74,1,2:47.0,,Defensive rebound by G. Monroe,18,18
75,1,2:36.0,,M. Beasley makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),18,21
76,1,2:23.0,D. Schröder makes 2-pt layup from 1 ft (assist by K. Korver),,20,21
77,1,2:23.0,Shooting foul by M. Dellavedova (drawn by D. Schröder),,20,21
78,1,2:23.0,,Milwaukee full timeout,20,21
79,1,2:23.0,D. Howard enters the game for P. Millsap,,20,21
80,1,2:23.0,,J. Terry enters the game for T. Snell,20,21
81,1,2:23.0,,M. Brogdon enters the game for M. Dellavedova,20,21
82,1,2:23.0,D. Schröder makes free throw 1 of 1,,21,21
83,1,2:10.0,,J. Parker makes 2-pt jump shot from 19 ft (assist by M. Brogdon),21,23
84,1,2:00.0,T. Hardaway makes 2-pt layup from 1 ft (assist by M. Muscala),,23,23
85,1,1:48.0,,M. Brogdon makes 2-pt layup from 3 ft,23,25
86,1,1:33.0,Turnover by T. Hardaway (bad pass),,23,25
87,1,1:33.0,M. Delaney enters the game for D. Schröder,,23,25
88,1,1:20.0,,J. Parker misses 2-pt jump shot from 13 ft,23,25
89,1,1:19.0,Defensive rebound by D. Howard,,23,25
90,1,1:19.0,Turnover by D. Howard (bad pass),,23,25
91,1,1:12.0,,J. Parker makes 2-pt jump shot from 9 ft (assist by G. Monroe),23,27
92,1,0:57.0,Turnover by D. Howard (3 sec),,23,27
93,1,0:45.0,,M. Beasley misses 2-pt jump shot from 18 ft,23,27
94,1,0:44.0,Defensive rebound by M. Delaney,,23,27
95,1,0:38.0,T. Hardaway misses 2-pt jump shot from 13 ft,,23,27
96,1,0:36.0,,Defensive rebound by M. Beasley,23,27
97,1,0:27.0,,J. Terry makes 3-pt jump shot from 24 ft (assist by G. Monroe),23,30
98,1,0:04.0,T. Hardaway misses 3-pt jump shot from 29 ft,,23,30
99,1,0:02.0,,Defensive rebound by M. Brogdon,23,30
100,1,0:00.0,,J. Terry misses 3-pt jump shot from 27 ft,23,30
101,1,0:00.0,,Offensive rebound by Team,23,30
102,2,11:43.0,,G. Monroe misses 2-pt layup from 1 ft,23,30
103,2,11:42.0,Defensive rebound by M. Delaney,,23,30
104,2,11:23.0,M. Delaney makes 2-pt jump shot from 7 ft,,25,30
105,2,10:59.0,,G. Antetokounmpo makes 3-pt jump shot from 28 ft (assist by J. Terry),25,33
106,2,10:42.0,T. Prince misses 2-pt jump shot from 13 ft,,25,33
107,2,10:41.0,,Defensive rebound by G. Antetokounmpo,25,33
108,2,10:32.0,,G. Monroe makes 2-pt layup at rim (assist by M. Beasley),25,35
109,2,10:19.0,Turnover by M. Delaney (bad pass; steal by G. Monroe),,25,35
110,2,10:16.0,,G. Monroe makes 2-pt dunk at rim,25,37
111,2,10:16.0,Atlanta full timeout,,25,37
112,2,10:16.0,P. Millsap enters the game for D. Howard,,25,37
113,2,10:16.0,D. Schröder enters the game for T. Prince,,25,37
114,2,10:05.0,M. Delaney misses 3-pt jump shot from 23 ft,,25,37
115,2,10:03.0,,Defensive rebound by G. Antetokounmpo,25,37
116,2,9:59.0,,Turnover by G. Antetokounmpo (bad pass; steal by K. Korver),25,37
117,2,9:48.0,D. Schröder misses 3-pt jump shot from 24 ft,,25,37
118,2,9:47.0,,Defensive rebound by M. Beasley,25,37
119,2,9:28.0,,G. Monroe misses 2-pt jump shot from 7 ft,25,37
120,2,9:27.0,Defensive rebound by M. Delaney,,25,37
121,2,9:20.0,K. Korver misses 3-pt jump shot from 26 ft,,25,37
122,2,9:18.0,,Defensive rebound by G. Antetokounmpo,25,37
123,2,9:15.0,Offensive charge foul by G. Antetokounmpo (drawn by K. Korver),,25,37
124,2,9:15.0,,Turnover by G. Antetokounmpo (offensive foul),25,37
125,2,9:01.0,T. Sefolosha misses 2-pt layup from 1 ft,,25,37
126,2,8:59.0,,Defensive rebound by J. Terry,25,37
127,2,8:41.0,,M. Brogdon misses 2-pt layup from 1 ft,25,37
128,2,8:39.0,Defensive rebound by P. Millsap,,25,37
129,2,8:29.0,P. Millsap misses 2-pt jump shot from 5 ft,,25,37
130,2,8:27.0,,Defensive rebound by M. Beasley,25,37
131,2,8:20.0,,Turnover by G. Monroe (lost ball; steal by D. Schröder),25,37
132,2,8:09.0,P. Millsap misses 3-pt jump shot from 26 ft,,25,37
133,2,8:08.0,,Defensive rebound by G. Monroe,25,37
134,2,7:53.0,,M. Brogdon misses 2-pt jump shot from 12 ft,25,37
135,2,7:51.0,Defensive rebound by K. Korver,,25,37
136,2,7:44.0,P. Millsap makes 2-pt layup from 1 ft (assist by K. Korver),,27,37
137,2,7:44.0,Shooting foul by G. Monroe (drawn by P. Millsap),,27,37
138,2,7:44.0,P. Millsap misses free throw 1 of 1,,27,37
139,2,7:44.0,,J. Henson enters the game for G. Monroe,27,37
140,2,7:43.0,,Defensive rebound by G. Antetokounmpo,27,37
141,2,7:28.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,27,37
142,2,7:27.0,,Offensive rebound by J. Terry,27,37
143,2,7:23.0,,M. Brogdon makes 3-pt jump shot from 26 ft (assist by J. Terry),27,40
144,2,7:08.0,D. Schröder misses 2-pt layup at rim,,27,40
145,2,7:06.0,,Defensive rebound by M. Brogdon,27,40
146,2,6:58.0,,Turnover by J. Terry (lost ball),27,40
147,2,6:58.0,,Loose ball foul by G. Antetokounmpo (drawn by T. Sefolosha),27,40
148,2,6:58.0,,T. Snell enters the game for G. Antetokounmpo,27,40
149,2,6:58.0,M. Muscala enters the game for T. Sefolosha,,27,40
150,2,6:43.0,M. Muscala makes 2-pt hook shot from 4 ft (assist by M. Delaney),,29,40
151,2,6:30.0,,M. Beasley makes 2-pt jump shot from 6 ft (assist by M. Brogdon),29,42
152,2,6:24.0,Personal foul by J. Henson (drawn by P. Millsap),,29,42
153,2,6:24.0,,J. Parker enters the game for M. Beasley,29,42
154,2,6:22.0,M. Delaney misses 2-pt layup from 1 ft,,29,42
155,2,6:20.0,,Defensive rebound by T. Snell,29,42
156,2,6:10.0,,J. Parker misses 2-pt jump shot from 16 ft,29,42
157,2,6:09.0,Defensive rebound by M. Delaney,,29,42
158,2,6:03.0,P. Millsap makes 2-pt layup from 1 ft (assist by D. Schröder),,31,42
159,2,5:39.0,,M. Brogdon misses 2-pt jump shot from 14 ft,31,42
160,2,5:38.0,Defensive rebound by P. Millsap,,31,42
161,2,5:33.0,Turnover by D. Schröder (lost ball; steal by T. Snell),,31,42
162,2,5:19.0,,J. Terry makes 3-pt jump shot from 24 ft (assist by J. Henson),31,45
163,2,5:08.0,Personal foul by J. Parker (drawn by P. Millsap),,31,45
164,2,5:08.0,Official timeout,,31,45
165,2,5:08.0,T. Hardaway enters the game for K. Korver,,31,45
166,2,4:59.0,M. Muscala makes 3-pt jump shot from 27 ft (assist by M. Delaney),,34,45
167,2,4:39.0,,J. Terry makes 3-pt jump shot from 24 ft,34,48
168,2,4:26.0,P. Millsap makes 2-pt layup from 2 ft,,36,48
169,2,4:19.0,,Personal foul by M. Delaney (drawn by M. Brogdon),36,48
170,2,4:15.0,,J. Parker makes 3-pt jump shot from 27 ft (assist by M. Brogdon),36,51
171,2,4:04.0,Shooting foul by J. Parker (drawn by P. Millsap),,36,51
172,2,4:04.0,P. Millsap makes free throw 1 of 2,,37,51
173,2,4:04.0,P. Millsap makes free throw 2 of 2,,38,51
174,2,3:47.0,,J. Henson makes 2-pt layup at rim (assist by M. Brogdon),38,53
175,2,3:29.0,Personal block foul by J. Terry (drawn by P. Millsap),,38,53
176,2,3:29.0,P. Millsap makes free throw 1 of 2,,39,53
177,2,3:29.0,K. Korver enters the game for M. Delaney,,39,53
178,2,3:29.0,,M. Dellavedova enters the game for J. Terry,39,53
179,2,3:29.0,P. Millsap makes free throw 2 of 2,,40,53
180,2,3:16.0,,J. Parker misses 3-pt jump shot from 27 ft,40,53
181,2,3:14.0,Defensive rebound by M. Muscala,,40,53
182,2,3:07.0,Turnover by D. Schröder (bad pass; steal by J. Parker),,40,53
183,2,3:03.0,,J. Parker makes 2-pt dunk at rim,40,55
184,2,2:45.0,T. Hardaway misses 3-pt jump shot from 25 ft,,40,55
185,2,2:43.0,,Defensive rebound by T. Snell,40,55
186,2,2:36.0,,M. Dellavedova makes 2-pt layup at rim,40,57
187,2,2:36.0,Atlanta full timeout,,40,57
188,2,2:36.0,,Milwaukee full timeout,40,57
189,2,2:36.0,T. Sefolosha enters the game for T. Hardaway,,40,57
190,2,2:20.0,T. Sefolosha makes 2-pt hook shot from 6 ft (assist by P. Millsap),,42,57
191,2,2:05.0,,Turnover by J. Parker (lost ball; steal by P. Millsap),42,57
192,2,1:45.0,M. Muscala misses 2-pt jump shot from 11 ft,,42,57
193,2,1:44.0,,Defensive rebound by J. Henson,42,57
194,2,1:33.0,,M. Brogdon makes 2-pt jump shot from 18 ft (assist by J. Henson),42,59
195,2,1:12.0,T. Sefolosha misses 3-pt jump shot from 24 ft,,42,59
196,2,1:11.0,Offensive rebound by M. Muscala,,42,59
197,2,1:03.0,K. Korver misses 3-pt jump shot from 27 ft,,42,59
198,2,1:02.0,,Defensive rebound by T. Snell,42,59
199,2,0:56.0,,J. Henson makes 2-pt layup from 1 ft (assist by J. Parker),42,61
200,2,0:43.0,T. Sefolosha makes 2-pt layup from 2 ft (assist by P. Millsap),,44,61
201,2,0:41.0,,M. Dellavedova makes 3-pt jump shot from 26 ft,44,64
202,2,0:30.0,T. Sefolosha misses 3-pt jump shot from 25 ft,,44,64
203,2,0:29.0,,Defensive rebound by M. Dellavedova,44,64
204,2,0:05.0,,J. Henson misses 2-pt hook shot from 5 ft,44,64
205,2,0:03.0,Defensive rebound by P. Millsap,,44,64
206,3,11:34.0,,J. Parker misses 2-pt jump shot from 21 ft,44,64
207,3,11:33.0,Defensive rebound by T. Sefolosha,,44,64
208,3,11:26.0,P. Millsap misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,44,64
209,3,11:24.0,Offensive rebound by P. Millsap,,44,64
210,3,11:06.0,P. Millsap misses 3-pt jump shot from 23 ft,,44,64
211,3,11:05.0,,Defensive rebound by M. Dellavedova,44,64
212,3,11:00.0,,T. Snell misses 3-pt jump shot from 28 ft,44,64
213,3,10:59.0,Defensive rebound by D. Schröder,,44,64
214,3,10:38.0,T. Sefolosha makes 2-pt jump shot from 8 ft (assist by D. Schröder),,46,64
215,3,10:20.0,,J. Parker makes 2-pt jump shot from 17 ft (assist by J. Henson),46,66
216,3,10:02.0,Turnover by D. Schröder (bad pass; steal by J. Henson),,46,66
217,3,9:57.0,,Turnover by M. Dellavedova (bad pass),46,66
218,3,9:41.0,P. Millsap misses 2-pt jump shot from 7 ft,,46,66
219,3,9:40.0,Offensive rebound by T. Hardaway,,46,66
220,3,9:35.0,T. Hardaway makes 2-pt jump shot from 13 ft,,48,66
221,3,9:22.0,,J. Parker misses 3-pt jump shot from 26 ft,48,66
222,3,9:21.0,Defensive rebound by D. Howard,,48,66
223,3,9:18.0,T. Hardaway misses 2-pt jump shot from 16 ft,,48,66
224,3,9:18.0,Offensive rebound by Team,,48,66
225,3,9:18.0,,Loose ball foul by G. Antetokounmpo (drawn by T. Sefolosha),48,66
226,3,9:11.0,P. Millsap makes 3-pt jump shot from 24 ft (assist by T. Sefolosha),,51,66
227,3,8:56.0,,T. Snell misses 3-pt jump shot from 24 ft,51,66
228,3,8:55.0,Defensive rebound by D. Howard,,51,66
229,3,8:49.0,D. Schröder makes 2-pt layup from 1 ft,,53,66
230,3,8:34.0,,Shooting foul by P. Millsap (drawn by G. Antetokounmpo),53,66
231,3,8:34.0,,G. Antetokounmpo makes free throw 1 of 2,53,67
232,3,8:34.0,,G. Antetokounmpo misses free throw 2 of 2,53,67
233,3,8:33.0,Defensive rebound by P. Millsap,,53,67
234,3,8:17.0,P. Millsap misses 3-pt jump shot from 27 ft,,53,67
235,3,8:14.0,,Defensive rebound by J. Henson,53,67
236,3,8:06.0,,G. Antetokounmpo misses 2-pt jump shot from 18 ft,53,67
237,3,8:05.0,Defensive rebound by D. Schröder,,53,67
238,3,7:54.0,T. Hardaway misses 2-pt layup from 2 ft (block by J. Henson),,53,67
239,3,7:52.0,Offensive rebound by P. Millsap,,53,67
240,3,7:52.0,Shooting foul by M. Dellavedova (drawn by P. Millsap),,53,67
241,3,7:52.0,P. Millsap makes free throw 1 of 2,,54,67
242,3,7:52.0,P. Millsap misses free throw 2 of 2,,54,67
243,3,7:50.0,Offensive rebound by D. Howard,,54,67
244,3,7:45.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by D. Howard),,57,67
245,3,7:45.0,,Milwaukee full timeout,57,67
246,3,7:45.0,,M. Beasley enters the game for G. Antetokounmpo,57,67
247,3,7:26.0,,T. Snell misses 2-pt jump shot from 16 ft,57,67
248,3,7:26.0,,Offensive rebound by Team,57,67
249,3,7:22.0,,M. Dellavedova makes 2-pt jump shot from 9 ft,57,69
250,3,7:22.0,,Shooting foul by D. Schröder (drawn by M. Dellavedova),57,69
251,3,7:22.0,,M. Dellavedova makes free throw 1 of 1,57,70
252,3,7:06.0,Shooting foul by M. Beasley (drawn by D. Howard),,57,70
253,3,7:06.0,D. Howard misses free throw 1 of 2,,57,70
254,3,7:06.0,Offensive rebound by Team,,57,70
255,3,7:06.0,D. Howard makes free throw 2 of 2,,58,70
256,3,6:52.0,,M. Dellavedova misses 2-pt hook shot from 5 ft,58,70
257,3,6:51.0,Defensive rebound by P. Millsap,,58,70
258,3,6:31.0,Turnover by T. Hardaway (bad pass; steal by M. Dellavedova),,58,70
259,3,6:19.0,,J. Parker misses 2-pt layup from 2 ft (block by P. Millsap),58,70
260,3,6:18.0,,Offensive rebound by J. Henson,58,70
261,3,6:17.0,,J. Henson misses 2-pt layup from 3 ft (block by P. Millsap),58,70
262,3,6:16.0,,Offensive rebound by Team,58,70
263,3,6:16.0,M. Muscala enters the game for D. Howard,,58,70
264,3,6:16.0,K. Korver enters the game for T. Hardaway,,58,70
265,3,6:09.0,,M. Beasley makes 2-pt jump shot from 7 ft (assist by J. Henson),58,72
266,3,5:49.0,M. Muscala makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),,61,72
267,3,5:31.0,,M. Dellavedova misses 2-pt jump shot from 13 ft,61,72
268,3,5:30.0,Defensive rebound by T. Sefolosha,,61,72
269,3,5:18.0,T. Hardaway enters the game for T. Sefolosha,,61,72
270,3,5:18.0,,M. Brogdon enters the game for M. Dellavedova,61,72
271,3,5:15.0,P. Millsap makes 2-pt layup from 1 ft (assist by K. Korver),,63,72
272,3,4:59.0,,G. Monroe enters the game for J. Henson,63,72
273,3,4:54.0,,J. Parker makes 2-pt jump shot from 17 ft (assist by M. Beasley),63,74
274,3,4:43.0,,Violation by G. Monroe (kicked ball),63,74
275,3,4:37.0,M. Muscala misses 2-pt layup at rim (block by M. Beasley),,63,74
276,3,4:35.0,,Defensive rebound by J. Parker,63,74
277,3,4:29.0,,M. Beasley makes 2-pt jump shot from 4 ft,63,76
278,3,4:29.0,,Shooting foul by K. Korver (drawn by M. Beasley),63,76
279,3,4:29.0,,M. Beasley makes free throw 1 of 1,63,77
280,3,4:17.0,K. Korver makes 3-pt jump shot from 27 ft (assist by P. Millsap),,66,77
281,3,4:09.0,,Shooting foul by D. Schröder (drawn by J. Parker),66,77
282,3,4:09.0,Atlanta full timeout,,66,77
283,3,4:09.0,,J. Parker misses free throw 1 of 2,66,77
284,3,4:09.0,,Offensive rebound by Team,66,77
285,3,4:09.0,,J. Terry enters the game for T. Snell,66,77
286,3,4:09.0,,J. Parker makes free throw 2 of 2,66,78
287,3,4:00.0,D. Schröder makes 3-pt jump shot from 28 ft (assist by T. Hardaway),,69,78
288,3,3:34.0,,Shooting foul by K. Korver (drawn by G. Monroe),69,78
289,3,3:34.0,,G. Monroe makes free throw 1 of 2,69,79
290,3,3:34.0,,G. Monroe makes free throw 2 of 2,69,80
291,3,3:23.0,M. Muscala makes 3-pt jump shot from 24 ft (assist by K. Korver),,72,80
292,3,2:57.0,,J. Parker makes 3-pt jump shot from 27 ft (assist by G. Monroe),72,83
293,3,2:47.0,T. Hardaway misses 3-pt jump shot from 23 ft,,72,83
294,3,2:45.0,,Defensive rebound by J. Terry,72,83
295,3,2:33.0,,G. Monroe makes 2-pt layup from 1 ft,72,85
296,3,2:15.0,P. Millsap makes 2-pt layup from 1 ft (assist by T. Hardaway),,74,85
297,3,2:03.0,,M. Brogdon makes 2-pt layup from 3 ft,74,87
298,3,1:53.0,P. Millsap makes 2-pt layup from 1 ft (assist by M. Muscala),,76,87
299,3,1:53.0,Shooting foul by M. Brogdon (drawn by P. Millsap),,76,87
300,3,1:53.0,D. Howard enters the game for M. Muscala,,76,87
301,3,1:53.0,M. Delaney enters the game for D. Schröder,,76,87
302,3,1:53.0,P. Millsap makes free throw 1 of 1,,77,87
303,3,1:43.0,,Shooting foul by D. Howard (drawn by J. Parker),77,87
304,3,1:43.0,,J. Parker misses free throw 1 of 2,77,87
305,3,1:43.0,,Offensive rebound by Team,77,87
306,3,1:43.0,M. Muscala enters the game for P. Millsap,,77,87
307,3,1:43.0,,J. Parker makes free throw 2 of 2,77,88
308,3,1:20.0,M. Delaney misses 3-pt jump shot from 25 ft,,77,88
309,3,1:19.0,Offensive rebound by M. Muscala,,77,88
310,3,1:18.0,T. Hardaway makes 3-pt jump shot from 27 ft (assist by M. Muscala),,80,88
311,3,1:18.0,Shooting foul by M. Beasley (drawn by T. Hardaway),,80,88
312,3,1:18.0,T. Hardaway makes free throw 1 of 1,,81,88
313,3,1:07.0,,Turnover by M. Brogdon (lost ball; steal by T. Hardaway),81,88
314,3,0:58.0,K. Korver misses 3-pt jump shot from 26 ft,,81,88
315,3,0:56.0,,Defensive rebound by M. Beasley,81,88
316,3,0:48.0,,M. Beasley makes 2-pt jump shot from 18 ft (assist by G. Monroe),81,90
317,3,0:36.0,T. Hardaway makes 3-pt jump shot from 27 ft,,84,90
318,3,0:26.0,,M. Beasley makes 2-pt jump shot from 16 ft,84,92
319,3,0:15.0,Personal foul by M. Beasley (drawn by T. Hardaway),,84,92
320,3,0:15.0,T. Hardaway misses free throw 1 of 2,,84,92
321,3,0:15.0,Offensive rebound by Team,,84,92
322,3,0:15.0,T. Hardaway misses free throw 2 of 2,,84,92
323,3,0:15.0,T. Sefolosha enters the game for K. Korver,,84,92
324,3,0:14.0,,Defensive rebound by J. Terry,84,92
325,3,0:01.0,,J. Parker misses 3-pt jump shot from 24 ft,84,92
326,3,0:00.0,Defensive rebound by M. Delaney,,84,92
327,4,11:46.0,D. Howard makes 2-pt dunk at rim (assist by M. Delaney),,86,92
328,4,11:25.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,86,92
329,4,11:24.0,Defensive rebound by M. Delaney,,86,92
330,4,11:17.0,Turnover by M. Delaney (lost ball; steal by M. Brogdon),,86,92
331,4,11:06.0,,M. Brogdon misses 3-pt jump shot from 27 ft,86,92
332,4,11:05.0,Defensive rebound by K. Korver,,86,92
333,4,10:52.0,Turnover by M. Delaney (bad pass; steal by G. Monroe),,86,92
334,4,10:47.0,,Turnover by G. Antetokounmpo (traveling),86,92
335,4,10:27.0,M. Delaney misses 2-pt jump shot from 16 ft,,86,92
336,4,10:25.0,,Defensive rebound by G. Antetokounmpo,86,92
337,4,10:15.0,,G. Monroe misses 2-pt hook shot from 3 ft,86,92
338,4,10:13.0,Defensive rebound by K. Korver,,86,92
339,4,10:07.0,T. Sefolosha misses 3-pt jump shot from 25 ft,,86,92
340,4,10:07.0,,Defensive rebound by Team,86,92
341,4,9:48.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,86,92
342,4,9:46.0,,Offensive rebound by M. Beasley,86,92
343,4,9:41.0,,J. Terry misses 3-pt jump shot from 24 ft,86,92
344,4,9:40.0,,Offensive rebound by M. Beasley,86,92
345,4,9:39.0,Violation by K. Korver (kicked ball),,86,92
346,4,9:33.0,,Shooting foul by K. Korver (drawn by G. Antetokounmpo),86,92
347,4,9:33.0,,G. Antetokounmpo makes free throw 1 of 2,86,93
348,4,9:33.0,,G. Antetokounmpo makes free throw 2 of 2,86,94
349,4,9:26.0,Turnover by T. Hardaway (lost ball),,86,94
350,4,9:26.0,D. Schröder enters the game for T. Hardaway,,86,94
351,4,9:08.0,,G. Antetokounmpo misses 2-pt layup from 1 ft (block by T. Sefolosha),86,94
352,4,9:06.0,Defensive rebound by T. Sefolosha,,86,94
353,4,8:59.0,D. Howard misses 2-pt layup from 2 ft (block by M. Beasley),,86,94
354,4,8:59.0,Offensive rebound by Team,,86,94
355,4,8:59.0,Official timeout,,86,94
356,4,8:54.0,M. Delaney makes 2-pt layup at rim (assist by D. Schröder),,88,94
357,4,8:54.0,Shooting foul by M. Beasley (drawn by M. Delaney),,88,94
358,4,8:54.0,M. Delaney misses free throw 1 of 1,,88,94
359,4,8:52.0,,Defensive rebound by G. Monroe,88,94
360,4,8:38.0,,G. Antetokounmpo makes 2-pt jump shot from 5 ft,88,96
361,4,8:24.0,Shooting foul by M. Beasley (drawn by D. Howard),,88,96
362,4,8:24.0,D. Howard makes free throw 1 of 2,,89,96
363,4,8:24.0,,J. Parker enters the game for M. Beasley,88,96
364,4,8:24.0,P. Millsap enters the game for K. Korver,,88,96
365,4,8:24.0,D. Howard makes free throw 2 of 2,,90,96
366,4,8:10.0,,M. Brogdon makes 3-pt jump shot from 24 ft (assist by J. Parker),90,99
367,4,7:52.0,D. Schröder makes 2-pt layup from 1 ft,,92,99
368,4,7:39.0,,Personal foul by D. Schröder (drawn by G. Monroe),92,99
369,4,7:32.0,,J. Parker misses 3-pt jump shot from 26 ft,92,99
370,4,7:30.0,Defensive rebound by D. Schröder,,92,99
371,4,7:11.0,T. Sefolosha misses 3-pt jump shot from 25 ft,,92,99
372,4,7:10.0,,Defensive rebound by G. Monroe,92,99
373,4,7:01.0,,J. Parker misses 2-pt layup from 2 ft (block by T. Sefolosha),92,99
374,4,6:59.0,Defensive rebound by T. Sefolosha,,92,99
375,4,6:58.0,Personal foul by M. Brogdon (drawn by T. Sefolosha),,92,99
