,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,NEW YORK_ACTION,WASHINGTON_SCORE,NEW YORK_SCORE
0,1,11:45.0,M. Gortat misses 2-pt layup from 2 ft (block by K. O'Quinn),,0,0
1,1,11:42.0,,Defensive rebound by K. O'Quinn,0,0
2,1,11:25.0,,K. O'Quinn makes 2-pt jump shot from 20 ft (assist by M. Kuzminskas),0,2
3,1,11:06.0,B. Beal makes 2-pt jump shot from 14 ft (assist by O. Porter),,2,2
4,1,10:42.0,,Turnover by M. Kuzminskas (bad pass; steal by O. Porter),2,2
5,1,10:30.0,M. Gortat makes 2-pt jump shot from 4 ft (assist by B. Beal),,4,2
6,1,10:14.0,,D. Rose misses 2-pt layup from 2 ft,4,2
7,1,10:12.0,,Offensive rebound by D. Rose,4,2
8,1,10:11.0,,D. Rose misses 2-pt layup from 1 ft,4,2
9,1,10:10.0,,Offensive rebound by K. O'Quinn,4,2
10,1,10:08.0,,K. O'Quinn makes 2-pt layup from 2 ft,4,4
11,1,9:56.0,Turnover by M. Morris (bad pass; steal by K. O'Quinn),,4,4
12,1,9:51.0,,Personal foul by O. Porter (drawn by K. O'Quinn),4,4
13,1,9:44.0,,C. Anthony misses 2-pt jump shot from 5 ft,4,4
14,1,9:42.0,Defensive rebound by O. Porter,,4,4
15,1,9:35.0,Personal foul by R. Baker (drawn by B. Beal),,4,4
16,1,9:32.0,B. Beal makes 2-pt layup from 2 ft (assist by J. Wall),,6,4
17,1,9:24.0,,D. Rose misses 2-pt layup from 2 ft,6,4
18,1,9:22.0,Defensive rebound by M. Gortat,,6,4
19,1,9:22.0,Offensive foul by J. Wall (drawn by K. O'Quinn),,6,4
20,1,9:22.0,Turnover by J. Wall (offensive foul),,6,4
21,1,9:14.0,,R. Baker misses 2-pt layup from 2 ft (block by O. Porter),6,4
22,1,9:12.0,Defensive rebound by O. Porter,,6,4
23,1,9:03.0,M. Morris makes 2-pt jump shot from 6 ft (assist by O. Porter),,8,4
24,1,8:56.0,,C. Anthony misses 2-pt jump shot from 6 ft,8,4
25,1,8:52.0,Defensive rebound by O. Porter,,8,4
26,1,8:47.0,B. Beal misses 3-pt jump shot from 25 ft,,8,4
27,1,8:46.0,Offensive rebound by Team,,8,4
28,1,8:42.0,B. Beal makes 2-pt layup from 2 ft,,10,4
29,1,8:26.0,,K. O'Quinn misses 2-pt jump shot from 20 ft,10,4
30,1,8:24.0,Defensive rebound by J. Wall,,10,4
31,1,8:14.0,M. Gortat misses 2-pt jump shot from 5 ft (block by K. O'Quinn),,10,4
32,1,8:11.0,Offensive rebound by M. Gortat,,10,4
33,1,8:10.0,M. Gortat misses 2-pt hook shot from 6 ft,,10,4
34,1,8:08.0,,Defensive rebound by K. O'Quinn,10,4
35,1,8:04.0,,D. Rose makes 2-pt layup from 2 ft,10,6
36,1,7:52.0,J. Wall makes 2-pt jump shot from 7 ft,,12,6
37,1,7:29.0,,M. Kuzminskas makes 3-pt jump shot from 25 ft (assist by K. O'Quinn),12,9
38,1,7:08.0,M. Morris makes 2-pt layup from 2 ft (assist by J. Wall),,14,9
39,1,6:55.0,,Turnover by R. Baker (traveling),14,9
40,1,6:46.0,J. Wall makes 2-pt dunk at rim,,16,9
41,1,6:30.0,,C. Anthony makes 2-pt layup from 2 ft (assist by K. O'Quinn),16,11
42,1,6:19.0,M. Gortat makes 2-pt dunk at rim (assist by M. Morris),,18,11
43,1,6:11.0,,New York full timeout,18,11
44,1,6:11.0,,C. Lee enters the game for C. Anthony,18,11
45,1,6:11.0,,K. Porziņģis enters the game for R. Baker,18,11
46,1,6:06.0,,D. Rose misses 2-pt jump shot from 19 ft,18,11
47,1,6:05.0,Defensive rebound by M. Morris,,18,11
48,1,6:02.0,J. Wall makes 2-pt layup from 2 ft (assist by M. Morris),,20,11
49,1,5:45.0,,C. Lee misses 2-pt jump shot from 16 ft,20,11
50,1,5:43.0,Defensive rebound by J. Wall,,20,11
51,1,5:27.0,B. Beal misses 3-pt jump shot from 26 ft,,20,11
52,1,5:25.0,,Defensive rebound by K. Porziņģis,20,11
53,1,5:19.0,,K. Porziņģis misses 2-pt jump shot from 7 ft,20,11
54,1,5:17.0,,Offensive rebound by K. Porziņģis,20,11
55,1,5:13.0,,Turnover by K. Porziņģis (lost ball; steal by J. Wall),20,11
56,1,5:06.0,O. Porter misses 2-pt layup from 2 ft,,20,11
57,1,5:04.0,Offensive rebound by B. Beal,,20,11
58,1,5:00.0,O. Porter misses 3-pt jump shot from 23 ft,,20,11
59,1,4:58.0,,Defensive rebound by C. Lee,20,11
60,1,4:51.0,,D. Rose makes 2-pt jump shot from 5 ft,20,13
61,1,4:34.0,B. Beal misses 3-pt jump shot from 24 ft,,20,13
62,1,4:31.0,,Defensive rebound by M. Kuzminskas,20,13
63,1,4:28.0,,D. Rose makes 2-pt layup from 2 ft (assist by M. Kuzminskas),20,15
64,1,4:15.0,M. Morris misses 3-pt jump shot from 24 ft,,20,15
65,1,4:13.0,,Defensive rebound by C. Lee,20,15
66,1,4:06.0,,D. Rose makes 2-pt jump shot from 17 ft (assist by C. Lee),20,17
67,1,4:05.0,Washington full timeout,,20,17
68,1,4:05.0,J. Smith enters the game for M. Morris,,20,17
69,1,4:05.0,K. Oubre enters the game for O. Porter,,20,17
70,1,4:05.0,,M. Plumlee enters the game for K. O'Quinn,20,17
71,1,3:48.0,Turnover by B. Beal (bad pass),,20,17
72,1,3:27.0,,K. Porziņģis makes 2-pt jump shot from 16 ft (assist by C. Lee),20,19
73,1,3:10.0,Shooting foul by M. Kuzminskas (drawn by K. Oubre),,20,19
74,1,3:10.0,K. Oubre makes 2-pt jump shot from 17 ft (assist by J. Wall),,22,19
75,1,3:10.0,K. Oubre makes free throw 1 of 1,,23,19
76,1,2:56.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,23,19
77,1,2:54.0,,Offensive rebound by M. Plumlee,23,19
78,1,2:50.0,,K. Porziņģis misses 2-pt dunk at rim (block by J. Smith),23,19
79,1,2:48.0,Defensive rebound by K. Oubre,,23,19
80,1,2:42.0,J. Wall makes 3-pt jump shot from 24 ft,,26,19
81,1,2:25.0,,M. Kuzminskas misses 3-pt jump shot from 24 ft,26,19
82,1,2:24.0,Defensive rebound by Team,,26,19
83,1,2:24.0,,Loose ball foul by M. Plumlee (drawn by M. Gortat),26,19
84,1,2:24.0,T. Satoranský enters the game for B. Beal,,26,19
85,1,2:11.0,J. Smith makes 3-pt jump shot from 23 ft (assist by J. Wall),,29,19
86,1,1:51.0,,Shooting foul by M. Gortat (drawn by M. Kuzminskas),29,19
87,1,1:51.0,,M. Kuzminskas makes free throw 1 of 2,29,20
88,1,1:51.0,,M. Kuzminskas makes free throw 2 of 2,29,21
89,1,1:32.0,J. Wall makes 2-pt layup from 2 ft,,31,21
90,1,1:23.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,31,21
91,1,1:21.0,Defensive rebound by J. Wall,,31,21
92,1,1:15.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,33,21
93,1,1:04.0,,D. Rose misses 2-pt jump shot from 14 ft,33,21
94,1,1:03.0,Defensive rebound by T. Satoranský,,33,21
95,1,1:01.0,Turnover by T. Satoranský (lost ball; steal by K. Porziņģis),,33,21
96,1,1:00.0,,K. Porziņģis makes 2-pt dunk at rim,33,23
97,1,0:49.0,T. Satoranský makes 3-pt jump shot from 25 ft (assist by J. Wall),,36,23
98,1,0:40.0,,Shooting foul by K. Oubre (drawn by D. Rose),36,23
99,1,0:40.0,,D. Rose makes free throw 1 of 2,36,24
100,1,0:40.0,,D. Rose makes free throw 2 of 2,36,25
101,1,0:36.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,38,25
102,1,0:26.0,,M. Plumlee misses 2-pt layup from 1 ft (block by J. Smith),38,25
103,1,0:23.0,,Offensive rebound by M. Plumlee,38,25
104,1,0:22.0,,M. Kuzminskas misses 3-pt jump shot from 23 ft,38,25
105,1,0:21.0,,Offensive rebound by K. Porziņģis,38,25
106,1,0:21.0,,Personal foul by J. Smith (drawn by K. Porziņģis),38,25
107,1,0:21.0,,K. Porziņģis makes free throw 1 of 2,38,26
108,1,0:21.0,,K. Porziņģis makes free throw 2 of 2,38,27
109,1,0:04.0,Personal foul by C. Lee (drawn by J. Wall),,38,27
110,1,0:00.0,J. Wall misses 2-pt jump shot from 15 ft,,38,27
111,1,0:00.0,Offensive rebound by Team,,38,27
112,2,11:43.0,,K. Porziņģis makes 2-pt jump shot from 13 ft (assist by C. Anthony),38,29
113,2,11:38.0,Turnover by M. Morris (bad pass),,38,29
114,2,11:28.0,,C. Anthony makes 2-pt jump shot from 18 ft,38,31
115,2,11:03.0,K. Oubre makes 3-pt jump shot from 26 ft (assist by M. Morris),,41,31
116,2,10:55.0,,C. Anthony makes 3-pt jump shot from 24 ft,41,34
117,2,10:36.0,M. Morris makes 2-pt jump shot from 5 ft,,43,34
118,2,10:18.0,,C. Anthony makes 2-pt layup from 2 ft,43,36
119,2,10:02.0,Turnover by M. Morris (lost ball),,43,36
120,2,9:47.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by B. Jennings),43,39
121,2,9:45.0,Washington full timeout,,43,39
122,2,9:23.0,Shooting foul by K. Porziņģis (drawn by K. Oubre),,43,39
123,2,9:23.0,K. Oubre makes free throw 1 of 2,,44,39
124,2,9:23.0,K. Oubre makes free throw 2 of 2,,45,39
125,2,9:09.0,,C. Anthony makes 2-pt jump shot from 15 ft (assist by K. Porziņģis),45,41
126,2,8:53.0,J. Smith makes 2-pt jump shot from 20 ft (assist by K. Oubre),,47,41
127,2,8:37.0,,J. Holiday misses 3-pt jump shot from 24 ft,47,41
128,2,8:35.0,Defensive rebound by M. Morris,,47,41
129,2,8:25.0,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Burke),,50,41
130,2,8:11.0,,Turnover by B. Jennings (lost ball; steal by T. Satoranský),50,41
131,2,8:00.0,K. Oubre misses 3-pt jump shot from 23 ft,,50,41
132,2,7:58.0,,Defensive rebound by C. Anthony,50,41
133,2,7:51.0,,C. Anthony makes 2-pt jump shot from 19 ft,50,43
134,2,7:30.0,T. Burke makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,53,43
135,2,7:10.0,,Shooting foul by M. Morris (drawn by C. Anthony),53,43
136,2,7:10.0,,C. Anthony makes free throw 1 of 2,53,44
137,2,7:10.0,B. Beal enters the game for T. Satoranský,,53,44
138,2,7:10.0,,K. O'Quinn enters the game for K. Porziņģis,53,44
139,2,7:10.0,,C. Anthony makes free throw 2 of 2,53,45
140,2,7:01.0,Offensive foul by T. Burke (drawn by B. Jennings),,53,45
141,2,7:01.0,Turnover by T. Burke (offensive foul),,53,45
142,2,7:01.0,,R. Baker enters the game for C. Lee,53,45
143,2,6:54.0,,Personal foul by K. Oubre (drawn by J. Holiday),53,45
144,2,6:47.0,,J. Holiday makes 2-pt jump shot from 8 ft (assist by B. Jennings),53,47
145,2,6:26.0,B. Beal misses 3-pt jump shot from 25 ft,,53,47
146,2,6:24.0,,Defensive rebound by K. O'Quinn,53,47
147,2,6:15.0,,K. O'Quinn misses 2-pt layup from 1 ft,53,47
148,2,6:13.0,Defensive rebound by J. Smith,,53,47
149,2,6:08.0,B. Beal misses 2-pt layup from 2 ft,,53,47
150,2,6:05.0,Offensive rebound by M. Morris,,53,47
151,2,6:05.0,M. Morris misses 2-pt layup from 2 ft,,53,47
152,2,6:04.0,,Defensive rebound by R. Baker,53,47
153,2,6:00.0,,C. Anthony misses 3-pt jump shot from 24 ft,53,47
154,2,5:56.0,Defensive rebound by M. Morris,,53,47
155,2,5:47.0,T. Burke misses 3-pt jump shot from 24 ft,,53,47
156,2,5:44.0,,Defensive rebound by C. Anthony,53,47
157,2,5:30.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by K. O'Quinn),53,50
158,2,5:29.0,Washington full timeout,,53,50
159,2,5:29.0,Official timeout,,53,50
160,2,5:29.0,J. Wall enters the game for K. Oubre,,53,50
161,2,5:29.0,M. Gortat enters the game for J. Smith,,53,50
162,2,5:29.0,O. Porter enters the game for T. Burke,,53,50
163,2,5:07.0,B. Beal misses 2-pt jump shot from 6 ft (block by J. Holiday),,53,50
164,2,5:05.0,,Defensive rebound by J. Holiday,53,50
165,2,5:02.0,,R. Baker makes 2-pt layup from 2 ft (assist by J. Holiday),53,52
166,2,4:37.0,M. Morris makes 3-pt jump shot from 23 ft (assist by J. Wall),,56,52
167,2,4:09.0,,C. Anthony misses 3-pt jump shot from 44 ft,56,52
168,2,4:08.0,,Offensive rebound by Team,56,52
169,2,4:08.0,,Turnover by Team (shot clock),56,52
170,2,3:56.0,B. Beal misses 3-pt jump shot from 25 ft,,56,52
171,2,3:54.0,,Defensive rebound by C. Anthony,56,52
172,2,3:46.0,,C. Anthony makes 2-pt jump shot from 16 ft,56,54
173,2,3:29.0,O. Porter makes 3-pt jump shot from 24 ft (assist by J. Wall),,59,54
174,2,3:08.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by J. Holiday),59,57
175,2,2:56.0,Turnover by B. Beal (lost ball; steal by R. Baker),,59,57
176,2,2:51.0,,J. Holiday makes 2-pt dunk at rim (assist by B. Jennings),59,59
177,2,2:43.0,J. Wall misses 2-pt layup from 2 ft (block by K. O'Quinn),,59,59
178,2,2:42.0,Offensive rebound by Team,,59,59
179,2,2:42.0,,New York full timeout,59,59
180,2,2:42.0,,D. Rose enters the game for B. Jennings,59,59
181,2,2:30.0,O. Porter makes 3-pt jump shot from 23 ft (assist by M. Gortat),,62,59
182,2,2:09.0,,C. Anthony makes 2-pt jump shot from 18 ft,62,61
183,2,1:54.0,,Violation by K. O'Quinn (kicked ball),62,61
184,2,1:42.0,Turnover by M. Gortat (bad pass; steal by J. Holiday),,62,61
185,2,1:35.0,,R. Baker misses 3-pt jump shot from 24 ft,62,61
186,2,1:33.0,Defensive rebound by J. Wall,,62,61
187,2,1:31.0,J. Wall makes 2-pt dunk at rim,,64,61
188,2,1:17.0,,K. O'Quinn makes 2-pt layup from 1 ft (assist by D. Rose),64,63
189,2,0:57.0,M. Morris makes 2-pt layup from 2 ft (assist by J. Wall),,66,63
190,2,0:47.0,,K. O'Quinn makes 2-pt layup from 2 ft,66,65
191,2,0:40.0,Turnover by J. Wall (lost ball; steal by R. Baker),,66,65
192,2,0:28.0,,C. Anthony makes 2-pt jump shot from 23 ft,66,67
193,2,0:07.0,Personal foul by K. O'Quinn (drawn by J. Wall),,66,67
194,2,0:02.0,J. Wall misses 2-pt layup from 2 ft,,66,67
195,2,0:01.0,,Defensive rebound by D. Rose,66,67
196,3,11:38.0,,C. Anthony misses 3-pt jump shot from 26 ft,66,67
197,3,11:36.0,,Offensive rebound by R. Baker,66,67
198,3,11:21.0,,R. Baker misses 2-pt jump shot from 9 ft,66,67
199,3,11:19.0,,Offensive rebound by K. O'Quinn,66,67
