,QUARTER,TIME_REMAINING,PHOENIX_ACTION,ATLANTA_ACTION,PHOENIX_SCORE,ATLANTA_SCORE
176,2,6:42.0,,E. İlyasova misses free throw 2 of 2,26,36
177,2,6:38.0,Defensive rebound by J. Eddie,,26,36
178,2,6:30.0,T. Ulis misses 2-pt jump shot from 20 ft,,26,36
179,2,6:29.0,,Defensive rebound by Team,26,36
180,2,6:15.0,,D. Schröder misses 2-pt layup from 1 ft (block by J. Dudley),26,36
181,2,6:13.0,Defensive rebound by J. Dudley,,26,36
182,2,6:08.0,R. Price misses 2-pt layup from 2 ft,,26,36
183,2,6:06.0,,Defensive rebound by D. Bembry,26,36
184,2,5:59.0,,T. Hardaway misses 3-pt jump shot from 23 ft,26,36
185,2,5:57.0,Defensive rebound by J. Dudley,,26,36
186,2,5:53.0,T. Ulis makes 2-pt jump shot from 11 ft (assist by J. Dudley),,28,36
187,2,5:50.0,,Atlanta full timeout,28,36
188,2,5:50.0,D. Jones enters the game for R. Price,,28,36
189,2,5:38.0,,D. Schröder makes 2-pt jump shot from 18 ft,28,38
190,2,5:22.0,J. Eddie misses 3-pt jump shot from 23 ft,,28,38
191,2,5:21.0,,Defensive rebound by E. İlyasova,28,38
192,2,5:16.0,,Personal foul by A. Len (drawn by D. Howard),28,38
193,2,5:16.0,,D. Howard makes free throw 1 of 2,28,39
194,2,5:16.0,,D. Howard misses free throw 2 of 2,28,39
195,2,5:16.0,M. Chriss enters the game for A. Len,,28,39
196,2,5:16.0,T. Warren enters the game for J. Eddie,,28,39
197,2,5:16.0,,T. Prince enters the game for D. Bembry,28,39
198,2,5:14.0,,Offensive rebound by E. İlyasova,28,39
199,2,5:12.0,,Offensive foul by E. İlyasova (drawn by T. Ulis),28,39
200,2,5:12.0,,Turnover by E. İlyasova (offensive foul),28,39
201,2,4:59.0,D. Jones makes 2-pt jump shot from 18 ft (assist by M. Chriss),,30,39
202,2,4:40.0,,Offensive foul by D. Schröder (drawn by J. Dudley),30,39
203,2,4:40.0,,Turnover by D. Schröder (offensive foul),30,39
204,2,4:29.0,D. Jones makes 2-pt jump shot from 8 ft (assist by J. Dudley),,32,39
205,2,4:03.0,,E. İlyasova makes 2-pt jump shot from 14 ft (assist by D. Schröder),32,41
206,2,3:48.0,M. Chriss misses 3-pt jump shot from 25 ft,,32,41
207,2,3:47.0,,Defensive rebound by D. Howard,32,41
208,2,3:35.0,,D. Schröder misses 3-pt jump shot from 24 ft,32,41
209,2,3:32.0,,Offensive rebound by E. İlyasova,32,41
210,2,3:31.0,,E. İlyasova misses 2-pt layup from 2 ft,32,41
211,2,3:30.0,Defensive rebound by J. Dudley,,32,41
212,2,3:23.0,T. Warren makes 2-pt layup from 1 ft (assist by J. Dudley),,34,41
213,2,3:03.0,,E. İlyasova makes 2-pt jump shot from 23 ft (assist by T. Hardaway),34,43
214,2,2:51.0,M. Chriss misses 2-pt layup from 1 ft (block by T. Prince),,34,43
215,2,2:49.0,,Defensive rebound by E. İlyasova,34,43
216,2,2:46.0,,T. Hardaway misses 2-pt layup from 2 ft,34,43
217,2,2:45.0,Defensive rebound by T. Warren,,34,43
218,2,2:39.0,T. Warren misses 3-pt jump shot from 25 ft,,34,43
219,2,2:38.0,Offensive rebound by M. Chriss,,34,43
220,2,2:37.0,M. Chriss makes 2-pt dunk at rim,,36,43
221,2,2:23.0,,Personal foul by M. Chriss (drawn by D. Howard),36,43
222,2,2:23.0,Phoenix full timeout,,36,43
223,2,2:23.0,,D. Howard misses free throw 1 of 2,36,43
224,2,2:23.0,,Offensive rebound by Team,36,43
225,2,2:23.0,,M. Dunleavy enters the game for T. Hardaway,36,43
226,2,2:23.0,A. Len enters the game for M. Chriss,,36,43
227,2,2:23.0,,D. Howard makes free throw 2 of 2,36,44
228,2,2:09.0,J. Dudley misses 3-pt jump shot from 24 ft,,36,44
229,2,2:08.0,,Defensive rebound by T. Prince,36,44
230,2,1:57.0,,T. Prince misses 2-pt dunk at rim (block by A. Len),36,44
231,2,1:53.0,Defensive rebound by A. Len,,36,44
232,2,1:44.0,Turnover by A. Len (3 sec),,36,44
233,2,1:44.0,,T. Hardaway enters the game for D. Howard,36,44
234,2,1:31.0,,D. Schröder makes 2-pt layup from 1 ft,36,46
235,2,1:25.0,Offensive foul by A. Len (drawn by E. İlyasova),,36,46
236,2,1:25.0,Turnover by A. Len (offensive foul),,36,46
237,2,1:25.0,J. Eddie enters the game for A. Len,,36,46
238,2,1:12.0,,D. Schröder misses 3-pt jump shot from 25 ft,36,46
239,2,1:11.0,,Offensive rebound by Team,36,46
240,2,1:07.0,,Turnover by E. İlyasova (step out of bounds),36,46
241,2,0:51.0,D. Jones makes 3-pt jump shot from 24 ft (assist by T. Ulis),,39,46
242,2,0:51.0,Violation by Team (jump ball),,39,46
243,2,0:41.0,,Turnover by D. Schröder (bad pass; steal by J. Dudley),39,46
244,2,0:36.0,D. Jones misses 2-pt jump shot from 3 ft (block by T. Prince),,39,46
245,2,0:36.0,Offensive rebound by Team,,39,46
246,2,0:27.0,J. Dudley makes 3-pt jump shot from 25 ft (assist by T. Warren),,42,46
247,2,0:11.0,,Shooting foul by J. Dudley (drawn by E. İlyasova),42,46
248,2,0:11.0,,E. İlyasova misses free throw 1 of 2,42,46
249,2,0:11.0,,Offensive rebound by Team,42,46
250,2,0:11.0,,D. Bembry enters the game for M. Dunleavy,42,46
251,2,0:11.0,,E. İlyasova makes free throw 2 of 2,42,47
252,2,0:03.0,T. Warren makes 2-pt layup from 2 ft (assist by T. Ulis),,44,47
253,2,0:00.0,,D. Schröder misses 3-pt jump shot from 25 ft,44,47
254,2,0:00.0,,Offensive rebound by Team,44,47
255,3,11:43.0,A. Len misses 3-pt jump shot from 23 ft,,44,47
256,3,11:42.0,Offensive rebound by Team,,44,47
257,3,11:42.0,,Loose ball foul by E. İlyasova (drawn by M. Chriss),44,47
258,3,11:38.0,Personal foul by D. Schröder,,44,47
259,3,11:30.0,M. Chriss misses 3-pt jump shot from 24 ft,,44,47
260,3,11:28.0,,Defensive rebound by D. Howard,44,47
261,3,11:13.0,,T. Prince makes 2-pt layup from 1 ft (assist by D. Schröder),44,49
262,3,11:02.0,,Offensive charge foul by M. Chriss (drawn by E. İlyasova),44,49
263,3,11:02.0,Turnover by M. Chriss (offensive foul),,44,49
264,3,10:51.0,,D. Schröder misses 2-pt jump shot from 5 ft,44,49
265,3,10:48.0,Defensive rebound by T. Ulis,,44,49
266,3,10:39.0,A. Len misses 2-pt jump shot from 18 ft,,44,49
267,3,10:37.0,Offensive rebound by T. Warren,,44,49
268,3,10:37.0,T. Warren makes 2-pt layup from 1 ft,,46,49
269,3,10:17.0,,D. Howard makes 2-pt dunk at rim (assist by D. Schröder),46,51
270,3,9:53.0,A. Len makes 2-pt jump shot from 18 ft (assist by T. Ulis),,48,51
271,3,9:36.0,,D. Howard makes 2-pt dunk at rim (assist by T. Hardaway),48,53
272,3,9:07.0,T. Warren makes 2-pt jump shot from 19 ft (assist by T. Ulis),,50,53
273,3,8:54.0,,Turnover by D. Schröder (bad pass),50,53
274,3,8:38.0,A. Len misses 2-pt jump shot from 13 ft,,50,53
275,3,8:36.0,,Defensive rebound by D. Schröder,50,53
276,3,8:36.0,,Personal foul by T. Ulis (drawn by D. Schröder),50,53
277,3,8:28.0,,D. Howard makes 2-pt dunk at rim (assist by D. Schröder),50,55
278,3,8:25.0,Phoenix full timeout,,50,55
279,3,8:25.0,J. Dudley enters the game for M. Chriss,,50,55
280,3,8:09.0,Shooting foul by T. Prince (drawn by A. Len),,50,55
281,3,8:09.0,A. Len makes free throw 1 of 2,,51,55
282,3,8:09.0,A. Len misses free throw 2 of 2,,51,55
283,3,8:08.0,,Defensive rebound by D. Howard,51,55
284,3,7:55.0,,D. Schröder misses 2-pt jump shot from 13 ft,51,55
285,3,7:53.0,Defensive rebound by A. Len,,51,55
286,3,7:47.0,T. Warren makes 2-pt jump shot from 20 ft (assist by J. Dudley),,53,55
287,3,7:31.0,Violation by J. Dudley (kicked ball),,53,55
288,3,7:26.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by T. Prince),53,58
289,3,7:07.0,T. Ulis misses 2-pt jump shot from 16 ft,,53,58
290,3,7:06.0,,Defensive rebound by E. İlyasova,53,58
291,3,6:58.0,,Turnover by T. Hardaway (bad pass; steal by A. Len),53,58
292,3,6:45.0,A. Len makes 2-pt dunk at rim (assist by T. Ulis),,55,58
293,3,6:26.0,,D. Schröder misses 3-pt jump shot from 25 ft,55,58
294,3,6:24.0,Defensive rebound by T. Warren,,55,58
295,3,6:13.0,Turnover by T. Warren (lost ball; steal by D. Howard),,55,58
296,3,6:11.0,,Turnover by D. Howard (lost ball; steal by A. Len),55,58
297,3,6:11.0,Shooting foul by D. Schröder (drawn by A. Len),,55,58
298,3,6:11.0,A. Len misses free throw 1 of 2,,55,58
299,3,6:11.0,Offensive rebound by Team,,55,58
300,3,6:11.0,,M. Dunleavy enters the game for T. Prince,55,58
301,3,6:11.0,A. Len makes free throw 2 of 2,,56,58
302,3,5:56.0,,D. Schröder misses 2-pt jump shot from 13 ft,56,58
303,3,5:53.0,Defensive rebound by A. Len,,56,58
304,3,5:43.0,A. Len makes 2-pt dunk at rim (assist by J. Dudley),,58,58
305,3,5:43.0,,Atlanta full timeout,58,58
306,3,5:28.0,,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by T. Hardaway),58,61
307,3,5:03.0,T. Ulis misses 2-pt jump shot from 15 ft,,58,61
308,3,5:01.0,Offensive rebound by D. Jones,,58,61
309,3,5:01.0,Shooting foul by D. Howard (drawn by D. Jones),,58,61
310,3,5:01.0,D. Jones misses free throw 1 of 2,,58,61
311,3,5:01.0,Offensive rebound by Team,,58,61
312,3,5:01.0,D. Jones misses free throw 2 of 2,,58,61
313,3,5:00.0,Offensive rebound by Team,,58,61
314,3,5:00.0,,Loose ball foul by D. Howard (drawn by D. Jones),58,61
315,3,5:00.0,A. Len makes free throw 1 of 2,,59,61
316,3,5:00.0,A. Len misses free throw 2 of 2,,59,61
317,3,4:58.0,,Defensive rebound by E. İlyasova,59,61
318,3,4:45.0,,Turnover by D. Schröder (bad pass; steal by A. Len),59,61
319,3,4:32.0,Turnover by A. Len (bad pass),,59,61
320,3,4:14.0,,E. İlyasova makes 2-pt layup at rim (assist by D. Howard),59,63
321,3,4:05.0,T. Ulis misses 2-pt jump shot from 12 ft (block by D. Howard),,59,63
322,3,4:04.0,Offensive rebound by Team,,59,63
323,3,4:04.0,,M. Muscala enters the game for E. İlyasova,59,63
324,3,3:59.0,D. Jones makes 2-pt dunk at rim (assist by J. Dudley),,61,63
325,3,3:44.0,,Turnover by D. Howard (lost ball),61,63
326,3,3:32.0,A. Len misses 2-pt jump shot from 6 ft,,61,63
327,3,3:31.0,Offensive rebound by T. Warren,,61,63
328,3,3:31.0,T. Warren makes 2-pt layup from 2 ft,,63,63
329,3,3:13.0,,D. Schröder makes 2-pt layup from 2 ft,63,65
330,3,3:08.0,Turnover by T. Ulis (lost ball; steal by D. Schröder),,63,65
331,3,3:01.0,,Personal take foul by T. Warren,63,65
332,3,3:01.0,,T. Prince enters the game for T. Hardaway,63,65
333,3,3:00.0,,Shooting foul by T. Warren (drawn by T. Prince),63,65
334,3,3:00.0,,T. Prince makes free throw 1 of 2,63,66
335,3,3:00.0,,K. Humphries enters the game for D. Howard,63,66
336,3,3:00.0,J. Eddie enters the game for T. Warren,,63,66
337,3,3:00.0,,T. Prince makes free throw 2 of 2,63,67
338,3,2:48.0,J. Dudley misses 3-pt jump shot from 24 ft,,63,67
339,3,2:47.0,,Defensive rebound by K. Humphries,63,67
340,3,2:37.0,,M. Dunleavy misses 2-pt jump shot from 20 ft,63,67
341,3,2:35.0,,Offensive rebound by M. Dunleavy,63,67
342,3,2:31.0,,M. Muscala makes 2-pt jump shot from 16 ft (assist by M. Dunleavy),63,69
343,3,2:15.0,J. Dudley makes 2-pt jump shot from 12 ft (assist by T. Ulis),,65,69
344,3,2:01.0,,D. Schröder misses 2-pt jump shot from 13 ft,65,69
345,3,2:01.0,,Offensive rebound by Team,65,69
346,3,2:01.0,Loose ball foul by J. Dudley (drawn by M. Muscala),,65,69
347,3,1:54.0,,Turnover by M. Muscala (lost ball; steal by D. Jones),65,69
348,3,1:48.0,J. Eddie misses 3-pt jump shot from 23 ft,,65,69
349,3,1:44.0,,Defensive rebound by T. Prince,65,69
350,3,1:25.0,,T. Prince misses 3-pt jump shot from 25 ft,65,69
351,3,1:24.0,Defensive rebound by Team,,65,69
352,3,1:24.0,,Loose ball foul by D. Schröder (drawn by J. Dudley),65,69
353,3,1:24.0,J. Dudley misses free throw 1 of 2,,65,69
354,3,1:24.0,Offensive rebound by Team,,65,69
355,3,1:24.0,,J. Calderón enters the game for D. Schröder,65,69
356,3,1:24.0,A. Williams enters the game for A. Len,,65,69
357,3,1:24.0,J. Dudley makes free throw 2 of 2,,66,69
358,3,1:10.0,,J. Calderón misses 3-pt jump shot from 25 ft,66,69
359,3,1:08.0,Defensive rebound by T. Ulis,,66,69
360,3,1:00.0,T. Ulis makes 2-pt jump shot from 11 ft,,68,69
361,3,0:47.0,,Turnover by K. Humphries (lost ball),68,69
362,3,0:47.0,,T. Hardaway enters the game for M. Muscala,68,69
363,3,0:31.0,J. Dudley misses 3-pt jump shot from 25 ft,,68,69
364,3,0:29.0,,Defensive rebound by T. Hardaway,68,69
365,3,0:12.0,,Personal foul by D. Jones (drawn by K. Humphries),68,69
366,3,0:12.0,,K. Humphries makes free throw 1 of 2,68,70
367,3,0:12.0,,D. Bembry enters the game for J. Calderón,68,70
368,3,0:12.0,,K. Humphries makes free throw 2 of 2,68,71
369,3,0:00.0,T. Ulis misses 2-pt jump shot from 14 ft,,68,71
370,3,0:00.0,Offensive rebound by Team,,68,71
371,4,11:45.0,,T. Hardaway misses 2-pt jump shot from 16 ft,68,71
372,4,11:43.0,Defensive rebound by R. Price,,68,71
373,4,11:40.0,Offensive foul by A. Williams (drawn by K. Humphries),,68,71
374,4,11:40.0,Turnover by A. Williams (offensive foul),,68,71
375,4,11:27.0,,T. Hardaway misses 2-pt layup from 2 ft,68,71
376,4,11:23.0,,Offensive rebound by K. Humphries,68,71
377,4,11:23.0,,K. Humphries misses 2-pt dunk at rim,68,71
378,4,11:22.0,Defensive rebound by A. Williams,,68,71
379,4,11:13.0,Personal foul by M. Dunleavy (drawn by J. Eddie),,68,71
380,4,11:09.0,T. Warren makes 2-pt jump shot from 16 ft (assist by R. Price),,70,71
381,4,10:54.0,,T. Hardaway misses 2-pt jump shot from 18 ft,70,71
382,4,10:52.0,Defensive rebound by R. Price,,70,71
383,4,10:50.0,Personal foul by T. Hardaway (drawn by A. Williams),,70,71
384,4,10:50.0,,D. Howard enters the game for K. Humphries,70,71
385,4,10:37.0,A. Williams makes 2-pt layup from 1 ft (assist by T. Warren),,72,71
386,4,10:19.0,,Turnover by T. Prince (bad pass; steal by T. Warren),72,71
387,4,10:12.0,T. Warren misses 2-pt jump shot from 18 ft,,72,71
388,4,10:10.0,,Defensive rebound by T. Prince,72,71
389,4,10:04.0,,T. Hardaway misses 3-pt jump shot from 26 ft,72,71
390,4,10:02.0,Defensive rebound by J. Dudley,,72,71
391,4,9:57.0,Personal foul by T. Prince (drawn by J. Dudley),,72,71
