,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,TORONTO_ACTION,PHILADELPHIA_SCORE,TORONTO_SCORE
0,1,11:35.0,,K. Lowry makes 2-pt jump shot from 15 ft,0,2
1,1,11:10.0,E. İlyasova misses 2-pt hook shot from 5 ft,,0,2
2,1,11:09.0,,Defensive rebound by D. Carroll,0,2
3,1,11:04.0,,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),0,4
4,1,10:51.0,J. Okafor misses 2-pt hook shot from 6 ft,,0,4
5,1,10:50.0,,Defensive rebound by J. Valančiūnas,0,4
6,1,10:36.0,Violation by J. Okafor (kicked ball),,0,4
7,1,10:29.0,,J. Valančiūnas misses 2-pt jump shot from 15 ft,0,4
8,1,10:29.0,Defensive rebound by E. İlyasova,,0,4
9,1,10:19.0,Shooting foul by J. Valančiūnas (drawn by J. Okafor),,0,4
10,1,10:19.0,J. Okafor makes free throw 1 of 2,,1,4
11,1,10:19.0,J. Okafor misses free throw 2 of 2,,1,4
12,1,10:18.0,,Defensive rebound by J. Valančiūnas,1,4
13,1,10:03.0,,Turnover by D. DeRozan (lost ball; steal by R. Covington),1,4
14,1,9:57.0,R. Covington misses 2-pt layup from 2 ft,,1,4
15,1,9:56.0,Offensive rebound by R. Covington,,1,4
16,1,9:54.0,Turnover by R. Covington (bad pass),,1,4
17,1,9:49.0,,D. Carroll misses 3-pt jump shot from 24 ft,1,4
18,1,9:48.0,,Offensive rebound by J. Valančiūnas,1,4
19,1,9:41.0,,J. Valančiūnas makes 2-pt hook shot from 4 ft,1,6
20,1,9:20.0,E. İlyasova makes 2-pt jump shot from 14 ft (assist by S. Rodríguez),,3,6
21,1,9:03.0,,J. Valančiūnas misses 2-pt jump shot from 10 ft,3,6
22,1,9:02.0,Defensive rebound by E. İlyasova,,3,6
23,1,8:46.0,J. Okafor misses 2-pt jump shot from 13 ft,,3,6
24,1,8:46.0,,Defensive rebound by D. DeRozan,3,6
25,1,8:40.0,,D. Carroll makes 3-pt jump shot from 26 ft (assist by K. Lowry),3,9
26,1,8:19.0,S. Rodríguez makes 3-pt jump shot from 26 ft (assist by R. Covington),,6,9
27,1,7:54.0,,D. DeRozan misses 2-pt jump shot from 17 ft,6,9
28,1,7:53.0,,Offensive rebound by J. Valančiūnas,6,9
29,1,7:52.0,,J. Valančiūnas misses 2-pt layup from 1 ft,6,9
30,1,7:51.0,,Offensive rebound by D. Carroll,6,9
31,1,7:50.0,,D. Carroll makes 2-pt layup from 2 ft,6,11
32,1,7:39.0,R. Covington makes 3-pt jump shot from 26 ft (assist by G. Henderson),,9,11
33,1,7:18.0,,D. DeRozan misses 2-pt jump shot from 12 ft,9,11
34,1,7:17.0,Defensive rebound by R. Covington,,9,11
35,1,7:09.0,G. Henderson misses 2-pt jump shot from 18 ft,,9,11
36,1,7:08.0,,Defensive rebound by D. Carroll,9,11
37,1,6:53.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. Carroll),9,14
38,1,6:24.0,G. Henderson misses 3-pt jump shot from 26 ft,,9,14
39,1,6:24.0,,Defensive rebound by Team,9,14
40,1,6:14.0,,Turnover by J. Valančiūnas (bad pass; steal by S. Rodríguez),9,14
41,1,6:08.0,J. Okafor makes 2-pt dunk at rim (assist by S. Rodríguez),,11,14
42,1,6:00.0,,Toronto full timeout,11,14
43,1,5:41.0,,D. DeRozan misses 2-pt jump shot from 20 ft,11,14
44,1,5:41.0,Defensive rebound by E. İlyasova,,11,14
45,1,5:34.0,Turnover by S. Rodríguez (bad pass; steal by D. DeRozan),,11,14
46,1,5:28.0,,K. Lowry misses 2-pt jump shot from 6 ft,11,14
47,1,5:27.0,Defensive rebound by S. Rodríguez,,11,14
48,1,5:19.0,R. Covington makes 3-pt jump shot from 26 ft (assist by S. Rodríguez),,14,14
49,1,4:55.0,,D. DeRozan misses 2-pt jump shot from 11 ft,14,14
50,1,4:55.0,Defensive rebound by E. İlyasova,,14,14
51,1,4:47.0,G. Henderson misses 2-pt layup from 4 ft (block by P. Siakam),,14,14
52,1,4:47.0,Offensive rebound by Team,,14,14
