,QUARTER,TIME_REMAINING,BOSTON_ACTION,UTAH_ACTION,BOSTON_SCORE,UTAH_SCORE
0,1,11:41.0,M. Smart makes 2-pt jump shot from 6 ft,,2,0
1,1,11:19.0,,G. Hill misses 3-pt jump shot from 24 ft,2,0
2,1,11:18.0,Defensive rebound by A. Horford,,2,0
3,1,11:10.0,I. Thomas makes 3-pt jump shot from 24 ft,,5,0
4,1,10:55.0,,Def 3 sec tech foul by A. Horford,5,0
5,1,10:55.0,,G. Hayward makes technical free throw,5,1
6,1,10:46.0,,R. Gobert misses 2-pt layup from 2 ft (block by A. Horford),5,1
7,1,10:45.0,Defensive rebound by M. Smart,,5,1
8,1,10:40.0,A. Johnson makes 2-pt dunk at rim (assist by M. Smart),,7,1
9,1,10:13.0,,Turnover by Team (shot clock),7,1
10,1,9:53.0,Turnover by A. Johnson (lost ball),,7,1
11,1,9:40.0,,Personal foul by J. Brown (drawn by G. Hayward),7,1
12,1,9:28.0,,J. Ingles misses 2-pt jump shot from 12 ft,7,1
13,1,9:26.0,,Offensive rebound by D. Favors,7,1
14,1,9:26.0,,D. Favors makes 2-pt layup from 1 ft,7,3
15,1,9:10.0,M. Smart misses 3-pt jump shot from 24 ft,,7,3
16,1,9:10.0,,Defensive rebound by R. Gobert,7,3
17,1,9:04.0,,G. Hill makes 2-pt jump shot from 23 ft,7,5
18,1,9:04.0,,Away from play foul by I. Thomas (drawn by R. Gobert),7,5
19,1,9:04.0,,R. Gobert makes free throw 1 of 1,7,6
20,1,8:51.0,A. Johnson makes 2-pt layup from 2 ft (assist by I. Thomas),,9,6
21,1,8:41.0,,G. Hayward makes 3-pt jump shot from 25 ft,9,9
22,1,8:29.0,Turnover by A. Johnson (bad pass),,9,9
23,1,8:07.0,,Turnover by J. Ingles (bad pass; steal by A. Johnson),9,9
24,1,8:01.0,J. Brown makes 2-pt layup from 1 ft (assist by A. Johnson),,11,9
25,1,7:48.0,,Turnover by R. Gobert (lost ball),11,9
26,1,7:38.0,Personal foul by G. Hill (drawn by I. Thomas),,11,9
27,1,7:32.0,I. Thomas misses 2-pt jump shot from 20 ft,,11,9
28,1,7:31.0,,Defensive rebound by R. Gobert,11,9
29,1,7:18.0,,Personal foul by J. Brown (drawn by G. Hayward),11,9
30,1,7:10.0,,D. Favors makes 2-pt jump shot from 16 ft (assist by G. Hayward),11,11
31,1,6:58.0,Offensive foul by M. Smart (drawn by G. Hill),,11,11
32,1,6:58.0,Turnover by M. Smart (offensive foul),,11,11
33,1,6:58.0,,T. Lyles enters the game for D. Favors,11,11
34,1,6:40.0,,G. Hayward misses 2-pt jump shot from 9 ft,11,11
35,1,6:39.0,Defensive rebound by J. Brown,,11,11
36,1,6:30.0,I. Thomas makes 2-pt jump shot from 9 ft,,13,11
37,1,6:14.0,,J. Ingles misses 3-pt jump shot from 24 ft,13,11
38,1,6:13.0,Defensive rebound by A. Horford,,13,11
39,1,6:04.0,M. Smart makes 2-pt jump shot from 10 ft,,15,11
40,1,5:59.0,,Utah full timeout,15,11
41,1,5:59.0,,D. Exum enters the game for G. Hill,15,11
42,1,5:49.0,,D. Exum misses 3-pt jump shot from 23 ft,15,11
43,1,5:49.0,,Offensive rebound by R. Gobert,15,11
44,1,5:37.0,,D. Exum makes 2-pt dunk at rim (assist by J. Ingles),15,13
45,1,5:11.0,Def 3 sec tech foul by J. Ingles,,15,13
46,1,5:11.0,I. Thomas makes technical free throw,,16,13
47,1,5:11.0,,A. Burks enters the game for J. Ingles,16,13
48,1,5:11.0,T. Rozier enters the game for M. Smart,,16,13
49,1,5:02.0,A. Horford makes 2-pt jump shot from 7 ft,,18,13
50,1,5:02.0,Shooting foul by T. Lyles (drawn by A. Horford),,18,13
51,1,5:02.0,A. Horford misses free throw 1 of 1,,18,13
52,1,5:02.0,,Defensive rebound by R. Gobert,18,13
53,1,4:43.0,,G. Hayward misses 3-pt jump shot from 25 ft,18,13
54,1,4:42.0,Defensive rebound by A. Horford,,18,13
55,1,4:32.0,I. Thomas makes 2-pt layup from 2 ft,,20,13
56,1,4:20.0,,T. Lyles misses 3-pt jump shot from 24 ft,20,13
57,1,4:19.0,Defensive rebound by A. Johnson,,20,13
58,1,4:08.0,Turnover by A. Horford (step out of bounds),,20,13
59,1,3:54.0,,Shooting foul by A. Johnson (drawn by G. Hayward),20,13
60,1,3:54.0,,G. Hayward makes free throw 1 of 2,20,14
61,1,3:54.0,K. Olynyk enters the game for A. Horford,,20,14
62,1,3:54.0,,G. Hayward makes free throw 2 of 2,20,15
63,1,3:40.0,Turnover by I. Thomas (bad pass; steal by R. Gobert),,20,15
