,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CLEVELAND_ACTION,NEW YORK_SCORE,CLEVELAND_SCORE
174,2,5:15.0,,K. Korver misses 3-pt jump shot from 24 ft,43,51
175,2,5:15.0,Defensive rebound by K. Porziņģis,,43,51
176,2,5:15.0,New York full timeout,,43,51
177,2,5:15.0,,R. Jefferson enters the game for K. Korver,43,51
178,2,5:15.0,C. Lee enters the game for K. Porziņģis,,43,51
179,2,5:15.0,L. Thomas enters the game for J. Holiday,,43,51
180,2,4:58.0,C. Anthony misses 2-pt jump shot from 6 ft,,43,51
181,2,4:58.0,Offensive rebound by C. Anthony,,43,51
182,2,4:57.0,C. Anthony misses 2-pt layup from 1 ft,,43,51
183,2,4:57.0,Offensive rebound by K. O'Quinn,,43,51
184,2,4:57.0,K. O'Quinn makes 2-pt layup from 1 ft,,45,51
185,2,4:57.0,Shooting foul by T. Thompson (drawn by K. O'Quinn),,45,51
186,2,4:57.0,K. O'Quinn misses free throw 1 of 1,,45,51
187,2,4:56.0,,Defensive rebound by I. Shumpert,45,51
188,2,4:35.0,,R. Jefferson makes 3-pt jump shot from 25 ft (assist by K. Irving),45,54
189,2,4:20.0,C. Anthony makes 2-pt jump shot from 13 ft (assist by C. Lee),,47,54
190,2,4:01.0,,K. Irving makes 3-pt jump shot from 26 ft (assist by T. Thompson),47,57
191,2,3:42.0,C. Anthony makes 2-pt layup from 2 ft,,49,57
192,2,3:25.0,,Shooting foul by D. Rose (drawn by K. Irving),49,57
193,2,3:25.0,,K. Irving misses free throw 1 of 3,49,57
194,2,3:25.0,,Offensive rebound by Team,49,57
195,2,3:25.0,,K. Irving makes free throw 2 of 3,49,58
196,2,3:25.0,,L. James enters the game for D. Williams,49,58
197,2,3:25.0,,K. Irving makes free throw 3 of 3,49,59
198,2,3:08.0,C. Anthony misses 2-pt jump shot from 10 ft,,49,59
199,2,3:06.0,,Defensive rebound by R. Jefferson,49,59
200,2,3:01.0,,K. Irving misses 3-pt jump shot from 25 ft,49,59
201,2,3:00.0,Defensive rebound by C. Lee,,49,59
202,2,2:48.0,C. Lee misses 2-pt jump shot from 17 ft,,49,59
203,2,2:48.0,,Defensive rebound by T. Thompson,49,59
204,2,2:30.0,,L. James misses 3-pt jump shot from 28 ft,49,59
205,2,2:29.0,Defensive rebound by L. Thomas,,49,59
206,2,2:13.0,Turnover by K. O'Quinn (lost ball),,49,59
207,2,2:13.0,,Cleveland full timeout,49,59
208,2,2:13.0,K. Porziņģis enters the game for K. O'Quinn,,49,59
209,2,2:13.0,W. Hernangómez enters the game for L. Thomas,,49,59
210,2,2:13.0,,K. Korver enters the game for R. Jefferson,49,59
211,2,2:05.0,,Turnover by K. Irving (bad pass),49,59
212,2,1:52.0,Turnover by C. Anthony (bad pass; steal by I. Shumpert),,49,59
213,2,1:47.0,,Shooting foul by W. Hernangómez (drawn by L. James),49,59
214,2,1:47.0,,L. James makes free throw 1 of 2,49,60
215,2,1:47.0,,L. James makes free throw 2 of 2,49,61
216,2,1:35.0,K. Porziņģis makes 2-pt jump shot from 14 ft (assist by C. Anthony),,51,61
217,2,1:19.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by L. James),51,64
218,2,0:58.0,K. Porziņģis misses 3-pt jump shot from 23 ft,,51,64
219,2,0:58.0,,Defensive rebound by K. Irving,51,64
220,2,0:51.0,,K. Korver misses 3-pt jump shot from 27 ft,51,64
221,2,0:49.0,,Offensive rebound by I. Shumpert,51,64
222,2,0:45.0,,L. James makes 2-pt layup from 1 ft (assist by K. Korver),51,66
223,2,0:38.0,D. Rose misses 2-pt layup from 2 ft (block by L. James),,51,66
224,2,0:38.0,Offensive rebound by Team,,51,66
225,2,0:29.0,Turnover by C. Lee (bad pass),,51,66
226,2,0:29.0,L. Thomas enters the game for K. Porziņģis,,51,66
227,2,0:09.0,,I. Shumpert makes 3-pt jump shot from 25 ft (assist by L. James),51,69
228,2,0:00.0,C. Anthony misses 3-pt jump shot from 26 ft,,51,69
229,2,0:00.0,Offensive rebound by Team,,51,69
230,3,11:46.0,Turnover by D. Rose (bad pass),,51,69
231,3,11:29.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by K. Irving),51,72
232,3,11:14.0,C. Lee makes 3-pt jump shot from 23 ft (assist by D. Rose),,54,72
233,3,10:53.0,,T. Thompson misses 2-pt layup from 1 ft (block by W. Hernangómez),54,72
234,3,10:52.0,Defensive rebound by D. Rose,,54,72
235,3,10:45.0,Shooting foul by I. Shumpert (drawn by W. Hernangómez),,54,72
236,3,10:45.0,W. Hernangómez misses free throw 1 of 2,,54,72
237,3,10:45.0,Offensive rebound by Team,,54,72
238,3,10:45.0,W. Hernangómez makes free throw 2 of 2,,55,72
239,3,10:34.0,,K. Irving misses 2-pt layup from 1 ft (block by W. Hernangómez),55,72
240,3,10:32.0,Defensive rebound by D. Rose,,55,72
241,3,10:27.0,C. Lee makes 3-pt jump shot from 23 ft (assist by D. Rose),,58,72
242,3,10:21.0,,K. Irving misses 2-pt layup from 2 ft (block by L. Thomas),58,72
243,3,10:21.0,Defensive rebound by C. Lee,,58,72
244,3,10:02.0,C. Anthony makes 2-pt jump shot from 18 ft,,60,72
245,3,10:02.0,,Cleveland full timeout,60,72
246,3,9:54.0,,Personal foul by L. Thomas (drawn by L. James),60,72
247,3,9:40.0,,C. Frye misses 3-pt jump shot from 25 ft,60,72
248,3,9:40.0,Defensive rebound by W. Hernangómez,,60,72
249,3,9:29.0,C. Anthony misses 3-pt jump shot from 26 ft,,60,72
250,3,9:29.0,,Defensive rebound by L. James,60,72
251,3,9:16.0,,Personal block foul by C. Lee (drawn by I. Shumpert),60,72
252,3,9:02.0,,L. James misses 2-pt jump shot from 9 ft,60,72
253,3,9:01.0,Defensive rebound by W. Hernangómez,,60,72
254,3,8:48.0,W. Hernangómez misses 2-pt layup from 3 ft,,60,72
255,3,8:46.0,,Defensive rebound by T. Thompson,60,72
256,3,8:41.0,,I. Shumpert misses 3-pt jump shot from 23 ft,60,72
257,3,8:40.0,Defensive rebound by L. Thomas,,60,72
258,3,8:22.0,D. Rose makes 2-pt layup from 1 ft,,62,72
259,3,8:05.0,,Shooting foul by L. Thomas (drawn by L. James),62,72
260,3,8:05.0,,L. James misses free throw 1 of 2,62,72
261,3,8:05.0,,Offensive rebound by Team,62,72
262,3,8:05.0,,L. James misses free throw 2 of 2,62,72
263,3,8:05.0,,K. Korver enters the game for C. Frye,62,72
264,3,8:05.0,M. Kuzminskas enters the game for L. Thomas,,62,72
265,3,8:03.0,Defensive rebound by C. Lee,,62,72
266,3,7:50.0,Turnover by C. Anthony (bad pass; steal by K. Irving),,62,72
267,3,7:44.0,,K. Irving makes 2-pt layup from 3 ft,62,74
268,3,7:37.0,C. Lee misses 3-pt jump shot from 24 ft,,62,74
269,3,7:36.0,,Defensive rebound by T. Thompson,62,74
270,3,7:35.0,,Personal foul by M. Kuzminskas (drawn by T. Thompson),62,74
271,3,7:22.0,,T. Thompson makes 2-pt layup from 1 ft (assist by K. Irving),62,76
272,3,7:12.0,W. Hernangómez makes 2-pt jump shot from 11 ft (assist by D. Rose),,64,76
273,3,6:58.0,,T. Thompson makes 2-pt layup from 2 ft (assist by L. James),64,78
274,3,6:47.0,D. Rose misses 2-pt jump shot from 19 ft,,64,78
275,3,6:47.0,Offensive rebound by W. Hernangómez,,64,78
276,3,6:47.0,W. Hernangómez makes 2-pt layup from 2 ft,,66,78
277,3,6:34.0,,Turnover by L. James (traveling),66,78
278,3,6:18.0,W. Hernangómez misses 3-pt jump shot from 23 ft,,66,78
279,3,6:18.0,,Defensive rebound by T. Thompson,66,78
280,3,5:55.0,,I. Shumpert misses 3-pt jump shot from 26 ft,66,78
281,3,5:55.0,Defensive rebound by W. Hernangómez,,66,78
282,3,5:35.0,Personal foul by I. Shumpert (drawn by W. Hernangómez),,66,78
283,3,5:23.0,D. Rose misses 2-pt layup from 1 ft (block by T. Thompson),,66,78
284,3,5:21.0,Offensive rebound by W. Hernangómez,,66,78
285,3,5:20.0,Turnover by Team (shot clock),,66,78
286,3,5:04.0,,K. Irving makes 2-pt jump shot from 12 ft,66,80
287,3,4:43.0,L. Thomas enters the game for M. Kuzminskas,,66,80
288,3,4:43.0,K. O'Quinn enters the game for W. Hernangómez,,66,80
289,3,4:37.0,Shooting foul by I. Shumpert (drawn by L. Thomas),,66,80
290,3,4:37.0,L. Thomas makes free throw 1 of 2,,67,80
291,3,4:37.0,,R. Jefferson enters the game for I. Shumpert,67,80
292,3,4:37.0,B. Jennings enters the game for D. Rose,,67,80
293,3,4:37.0,L. Thomas makes free throw 2 of 2,,68,80
294,3,4:21.0,,K. Irving makes 2-pt jump shot from 15 ft,68,82
295,3,4:03.0,C. Anthony misses 2-pt jump shot from 12 ft,,68,82
296,3,4:02.0,Offensive rebound by B. Jennings,,68,82
297,3,3:53.0,B. Jennings misses 2-pt layup at rim (block by T. Thompson),,68,82
298,3,3:52.0,Offensive rebound by K. O'Quinn,,68,82
299,3,3:52.0,K. O'Quinn misses 2-pt layup from 2 ft,,68,82
300,3,3:50.0,,Defensive rebound by L. James,68,82
301,3,3:45.0,,Turnover by L. James (bad pass; steal by K. O'Quinn),68,82
302,3,3:42.0,Personal foul by R. Jefferson (drawn by C. Anthony),,68,82
303,3,3:26.0,L. Thomas makes 2-pt jump shot from 5 ft (assist by B. Jennings),,70,82
304,3,3:09.0,,K. Irving misses 3-pt jump shot from 25 ft,70,82
305,3,3:08.0,Defensive rebound by K. O'Quinn,,70,82
306,3,2:49.0,C. Anthony misses 2-pt layup from 1 ft,,70,82
307,3,2:48.0,Offensive rebound by Team,,70,82
308,3,2:48.0,New York full timeout,,70,82
309,3,2:48.0,,D. Williams enters the game for L. James,70,82
310,3,2:43.0,C. Anthony makes 2-pt jump shot from 16 ft (assist by L. Thomas),,72,82
311,3,2:24.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by K. Irving),72,85
312,3,2:10.0,C. Anthony makes 2-pt jump shot from 20 ft,,74,85
313,3,1:52.0,,Offensive foul by T. Thompson (drawn by K. O'Quinn),74,85
314,3,1:52.0,,Turnover by T. Thompson (offensive foul),74,85
315,3,1:33.0,C. Anthony makes 2-pt jump shot from 14 ft,,76,85
316,3,1:08.0,,D. Williams misses 3-pt jump shot from 24 ft,76,85
317,3,1:07.0,Defensive rebound by B. Jennings,,76,85
318,3,0:48.0,C. Lee misses 3-pt jump shot from 25 ft,,76,85
319,3,0:48.0,,Defensive rebound by T. Thompson,76,85
320,3,0:45.0,,Personal foul by B. Jennings (drawn by K. Irving),76,85
321,3,0:45.0,,K. Irving makes free throw 1 of 2,76,86
322,3,0:45.0,,K. Irving makes free throw 2 of 2,76,87
323,3,0:33.0,B. Jennings makes 3-pt jump shot from 27 ft (assist by C. Anthony),,79,87
324,3,0:15.0,,K. Irving misses 3-pt jump shot from 24 ft,79,87
325,3,0:15.0,Defensive rebound by C. Lee,,79,87
326,3,0:02.0,C. Anthony misses 3-pt jump shot from 24 ft,,79,87
327,3,0:01.0,,Defensive rebound by T. Thompson,79,87
328,4,11:48.0,,Personal foul by B. Jennings (drawn by D. Williams),79,87
329,4,11:35.0,,L. James misses 3-pt jump shot from 25 ft,79,87
330,4,11:35.0,Defensive rebound by K. O'Quinn,,79,87
331,4,11:32.0,,Offensive charge foul by B. Jennings (drawn by K. Korver),79,87
332,4,11:32.0,Turnover by B. Jennings (offensive foul),,79,87
333,4,11:20.0,,Personal foul by C. Anthony (drawn by C. Frye),79,87
334,4,11:15.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by L. James),79,90
335,4,10:54.0,B. Jennings misses 2-pt jump shot from 14 ft,,79,90
336,4,10:54.0,,Defensive rebound by L. James,79,90
337,4,10:48.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by L. James),79,93
338,4,10:48.0,New York full timeout,,79,93
339,4,10:48.0,M. Kuzminskas enters the game for C. Anthony,,79,93
340,4,10:30.0,B. Jennings misses 3-pt jump shot from 26 ft,,79,93
341,4,10:30.0,Offensive rebound by L. Thomas,,79,93
342,4,10:24.0,Turnover by J. Holiday (back court),,79,93
343,4,10:20.0,,Personal foul by B. Jennings (drawn by R. Jefferson),79,93
344,4,10:14.0,,C. Frye makes 2-pt dunk at rim (assist by L. James),79,95
345,4,9:57.0,K. O'Quinn makes 2-pt jump shot from 14 ft (assist by L. Thomas),,81,95
346,4,9:57.0,,Turnover by L. James (bad pass; steal by B. Jennings),81,95
347,4,9:53.0,B. Jennings misses 3-pt jump shot from 25 ft,,81,95
348,4,9:51.0,,Defensive rebound by L. James,81,95
349,4,9:51.0,D. Rose enters the game for K. O'Quinn,,81,95
350,4,9:51.0,,Personal foul by L. Thomas (drawn by L. James),81,95
351,4,9:51.0,W. Hernangómez enters the game for B. Jennings,,81,95
352,4,9:44.0,,L. James makes 2-pt layup from 1 ft,81,97
353,4,9:34.0,Turnover by M. Kuzminskas (lost ball; steal by D. Williams),,81,97
354,4,9:26.0,,C. Frye misses 3-pt jump shot from 24 ft,81,97
355,4,9:25.0,Defensive rebound by J. Holiday,,81,97
356,4,9:11.0,J. Holiday misses 2-pt jump shot from 21 ft,,81,97
357,4,9:10.0,,Defensive rebound by L. James,81,97
358,4,9:03.0,,L. James makes 2-pt layup from 2 ft,81,99
359,4,9:03.0,New York full timeout,,81,99
360,4,9:03.0,C. Anthony enters the game for M. Kuzminskas,,81,99
361,4,9:03.0,C. Lee enters the game for J. Holiday,,81,99
362,4,8:48.0,L. Thomas misses 2-pt jump shot from 19 ft,,81,99
363,4,8:47.0,,Defensive rebound by L. James,81,99
364,4,8:40.0,,D. Williams misses 3-pt jump shot from 25 ft,81,99
365,4,8:39.0,Defensive rebound by W. Hernangómez,,81,99
366,4,8:31.0,L. Thomas misses 3-pt jump shot from 24 ft,,81,99
367,4,8:31.0,,Defensive rebound by Team,81,99
368,4,8:31.0,Loose ball foul by W. Hernangómez (drawn by C. Frye),,81,99
369,4,8:31.0,,C. Frye makes free throw 1 of 2,81,100
370,4,8:31.0,,C. Frye makes free throw 2 of 2,81,101
371,4,8:13.0,Shooting foul by R. Jefferson (drawn by C. Lee),,81,101
372,4,8:13.0,C. Lee makes free throw 1 of 2,,82,101
373,4,8:13.0,C. Lee makes free throw 2 of 2,,83,101
374,4,7:52.0,,R. Jefferson makes 2-pt dunk at rim (assist by L. James),83,103
375,4,7:36.0,L. Thomas misses 2-pt jump shot from 10 ft,,83,103
376,4,7:35.0,Offensive rebound by W. Hernangómez,,83,103
377,4,7:33.0,W. Hernangómez makes 2-pt layup from 1 ft,,85,103
378,4,7:24.0,,Turnover by C. Frye (lost ball),85,103
379,4,7:07.0,C. Lee makes 2-pt jump shot from 13 ft,,87,103
380,4,6:50.0,,C. Frye makes 2-pt jump shot from 22 ft (assist by L. James),87,105
381,4,6:27.0,C. Lee makes 2-pt jump shot from 21 ft,,89,105
382,4,6:17.0,,D. Williams makes 2-pt dunk at rim (assist by L. James),89,107
