,QUARTER,TIME_REMAINING,DETROIT_ACTION,BOSTON_ACTION,DETROIT_SCORE,BOSTON_SCORE
0,1,11:39.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,0,0
1,1,11:38.0,,Defensive rebound by A. Johnson,0,0
2,1,11:26.0,,A. Johnson misses 2-pt jump shot from 9 ft (block by A. Drummond),0,0
3,1,11:25.0,,Offensive rebound by A. Johnson,0,0
4,1,11:24.0,,A. Johnson makes 2-pt layup from 1 ft,0,2
5,1,11:24.0,,Shooting foul by M. Morris (drawn by A. Johnson),0,2
6,1,11:24.0,,A. Johnson makes free throw 1 of 1,0,3
7,1,11:09.0,T. Harris makes 2-pt jump shot from 16 ft (assist by K. Caldwell-Pope),,2,3
8,1,10:57.0,,J. Crowder misses 3-pt jump shot from 26 ft,2,3
9,1,10:56.0,,Offensive rebound by A. Johnson,2,3
10,1,10:50.0,,A. Bradley misses 2-pt jump shot from 20 ft,2,3
11,1,10:49.0,,Offensive rebound by A. Johnson,2,3
12,1,10:45.0,,I. Thomas misses 3-pt jump shot from 25 ft,2,3
13,1,10:44.0,Defensive rebound by A. Drummond,,2,3
14,1,10:36.0,T. Harris misses 3-pt jump shot from 25 ft,,2,3
15,1,10:35.0,,Defensive rebound by A. Bradley,2,3
16,1,10:18.0,,A. Johnson misses 3-pt jump shot from 25 ft,2,3
17,1,10:17.0,Defensive rebound by A. Drummond,,2,3
18,1,9:58.0,I. Smith misses 2-pt jump shot from 21 ft,,2,3
19,1,9:57.0,,Defensive rebound by A. Horford,2,3
20,1,9:40.0,,Turnover by I. Thomas (bad pass; steal by M. Morris),2,3
21,1,9:36.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by M. Morris),,4,3
22,1,9:20.0,,I. Thomas makes 2-pt jump shot from 17 ft (assist by J. Crowder),4,5
23,1,9:01.0,T. Harris misses 2-pt jump shot from 17 ft,,4,5
24,1,9:00.0,Offensive rebound by A. Drummond,,4,5
25,1,9:00.0,A. Drummond misses 2-pt layup from 1 ft,,4,5
26,1,8:59.0,,Defensive rebound by A. Bradley,4,5
27,1,8:49.0,,A. Bradley misses 2-pt layup from 2 ft,4,5
28,1,8:48.0,Defensive rebound by I. Smith,,4,5
29,1,8:40.0,Turnover by A. Drummond (lost ball; steal by J. Crowder),,4,5
30,1,8:26.0,,A. Johnson makes 2-pt dunk at rim (assist by A. Horford),4,7
31,1,8:10.0,A. Drummond makes 2-pt hook shot from 2 ft (assist by M. Morris),,6,7
32,1,8:10.0,Shooting foul by A. Johnson (drawn by A. Drummond),,6,7
33,1,8:10.0,A. Drummond makes free throw 1 of 1,,7,7
34,1,7:53.0,,A. Horford makes 2-pt hook shot from 4 ft,7,9
35,1,7:35.0,K. Caldwell-Pope makes 2-pt layup from 1 ft,,9,9
36,1,7:18.0,,I. Thomas makes 2-pt jump shot from 21 ft,9,11
37,1,7:00.0,M. Morris misses 2-pt jump shot from 19 ft,,9,11
