,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,WASHINGTON_ACTION,LA LAKERS_SCORE,WASHINGTON_SCORE
392,4,6:49.0,D. Russell enters the game for N. Young,,93,99
393,4,6:40.0,,B. Beal misses 2-pt jump shot from 9 ft,93,99
394,4,6:39.0,Defensive rebound by D. Russell,,93,99
395,4,6:34.0,L. Nance misses 2-pt layup from 2 ft (block by M. Morris),,93,99
396,4,6:32.0,,Defensive rebound by M. Morris,93,99
397,4,6:18.0,,J. Wall misses 2-pt layup from 1 ft,93,99
398,4,6:18.0,,Offensive rebound by M. Gortat,93,99
399,4,6:18.0,,M. Gortat makes 2-pt layup from 2 ft,93,101
400,4,6:18.0,LA Lakers full timeout,,93,101
401,4,6:18.0,T. Black enters the game for L. Nance,,93,101
402,4,6:09.0,L. Williams makes 3-pt jump shot from 26 ft,,96,101
403,4,5:43.0,,O. Porter misses 2-pt jump shot from 15 ft,96,101
404,4,5:42.0,Defensive rebound by J. Clarkson,,96,101
405,4,5:35.0,L. Deng misses 3-pt jump shot from 27 ft,,96,101
406,4,5:34.0,,Defensive rebound by M. Morris,96,101
407,4,5:13.0,,J. Wall misses 3-pt jump shot from 26 ft,96,101
408,4,5:12.0,Defensive rebound by Team,,96,101
409,4,5:02.0,D. Russell misses 3-pt jump shot from 27 ft,,96,101
410,4,5:00.0,,Defensive rebound by M. Gortat,96,101
411,4,4:46.0,,M. Morris misses 2-pt dunk at rim,96,101
412,4,4:44.0,Defensive rebound by L. Deng,,96,101
413,4,4:42.0,D. Russell misses 2-pt layup from 1 ft (block by B. Beal),,96,101
414,4,4:40.0,Offensive rebound by L. Deng,,96,101
415,4,4:38.0,,Offensive charge foul by L. Deng (drawn by M. Gortat),96,101
416,4,4:38.0,Turnover by L. Deng (offensive foul),,96,101
417,4,4:23.0,,M. Morris makes 2-pt dunk at rim (assist by B. Beal),96,103
418,4,4:06.0,Personal foul by M. Gortat (drawn by T. Black),,96,103
419,4,3:55.0,L. Deng makes 3-pt jump shot from 25 ft (assist by D. Russell),,99,103
420,4,3:40.0,,B. Beal misses 3-pt jump shot from 26 ft,99,103
421,4,3:39.0,Defensive rebound by T. Black,,99,103
422,4,3:30.0,D. Russell misses 2-pt jump shot from 11 ft,,99,103
423,4,3:29.0,,Defensive rebound by M. Morris,99,103
424,4,3:28.0,,Personal foul by T. Black (drawn by M. Morris),99,103
425,4,3:28.0,,M. Morris makes free throw 1 of 2,99,104
426,4,3:28.0,,M. Morris makes free throw 2 of 2,99,105
427,4,3:23.0,L. Williams misses 3-pt jump shot from 26 ft,,99,105
428,4,3:22.0,Offensive rebound by Team,,99,105
429,4,3:22.0,LA Lakers full timeout,,99,105
430,4,3:15.0,L. Williams makes 2-pt jump shot from 7 ft (assist by T. Black),,101,105
431,4,2:50.0,,O. Porter makes 3-pt jump shot from 27 ft (assist by B. Beal),101,108
432,4,2:29.0,T. Black makes 2-pt dunk at rim (assist by L. Williams),,103,108
433,4,2:09.0,,B. Beal misses 2-pt layup from 2 ft,103,108
434,4,2:08.0,Defensive rebound by T. Black,,103,108
435,4,1:49.0,,Violation by M. Morris (def goaltending),103,108
436,4,1:49.0,J. Clarkson makes 2-pt layup from 2 ft,,105,108
437,4,1:34.0,,Turnover by J. Wall (bad pass; steal by D. Russell),105,108
438,4,1:18.0,Turnover by T. Black (lost ball; steal by J. Wall),,105,108
439,4,1:06.0,,J. Wall makes 2-pt jump shot from 19 ft,105,110
440,4,1:02.0,Shooting foul by M. Morris (drawn by T. Black),,105,110
441,4,1:02.0,Official timeout,,105,110
442,4,1:02.0,Violation by Team (jump ball),,105,110
443,4,1:02.0,T. Black makes free throw 1 of 2,,106,110
444,4,1:02.0,B. Ingram enters the game for L. Williams,,105,110
445,4,1:02.0,T. Black misses free throw 2 of 2,,106,110
446,4,1:01.0,,Defensive rebound by O. Porter,106,110
447,4,0:38.0,,J. Wall makes 2-pt jump shot from 16 ft,106,112
448,4,0:38.0,LA Lakers full timeout,,106,112
449,4,0:38.0,L. Williams enters the game for B. Ingram,,106,112
450,4,0:38.0,,K. Oubre enters the game for M. Gortat,106,112
451,4,0:34.0,D. Russell misses 3-pt jump shot from 31 ft,,106,112
452,4,0:33.0,Offensive rebound by L. Deng,,106,112
453,4,0:29.0,L. Williams misses 3-pt jump shot from 24 ft,,106,112
454,4,0:28.0,,Defensive rebound by M. Morris,106,112
455,4,0:22.0,,Personal take foul by D. Russell (drawn by J. Wall),106,112
456,4,0:22.0,,J. Wall makes free throw 1 of 2,106,113
457,4,0:22.0,,J. Wall makes free throw 2 of 2,106,114
458,4,0:22.0,LA Lakers full timeout,,106,114
459,4,0:17.0,J. Clarkson makes 2-pt layup from 2 ft (assist by D. Russell),,108,114
460,4,0:17.0,,Personal foul by L. Williams,108,114
461,4,0:17.0,,J. Wall makes free throw 1 of 2,108,115
462,4,0:17.0,,J. Wall makes free throw 2 of 2,108,116
463,4,0:11.0,D. Russell misses 3-pt jump shot from 27 ft,,108,116
464,4,0:10.0,,Defensive rebound by M. Morris,108,116
