,QUARTER,TIME_REMAINING,HOUSTON_ACTION,ORLANDO_ACTION,HOUSTON_SCORE,ORLANDO_SCORE
39,1,6:28.0,Defensive rebound by R. Anderson,,7,14
40,1,6:13.0,Personal foul by B. Biyombo (drawn by P. Beverley),,7,14
41,1,6:01.0,J. Harden misses 3-pt jump shot from 25 ft,,7,14
42,1,5:59.0,,Defensive rebound by S. Ibaka,7,14
43,1,5:50.0,,Orlando full timeout,7,14
44,1,5:50.0,E. Gordon enters the game for P. Beverley,,7,14
45,1,5:38.0,,E. Fournier misses 2-pt jump shot from 13 ft,7,14
46,1,5:36.0,,Offensive rebound by S. Ibaka,7,14
47,1,5:36.0,,S. Ibaka misses 2-pt layup from 2 ft,7,14
48,1,5:34.0,Defensive rebound by T. Ariza,,7,14
49,1,5:26.0,E. Gordon misses 3-pt jump shot from 27 ft,,7,14
50,1,5:24.0,,Defensive rebound by A. Gordon,7,14
51,1,5:19.0,,A. Gordon makes 2-pt jump shot from 15 ft,7,16
52,1,5:00.0,Shooting foul by A. Gordon (drawn by M. Harrell),,7,16
53,1,5:00.0,M. Harrell makes free throw 1 of 2,,8,16
54,1,5:00.0,M. Harrell misses free throw 2 of 2,,8,16
55,1,5:00.0,,N. Vučević enters the game for B. Biyombo,8,16
56,1,4:59.0,,Defensive rebound by N. Vučević,8,16
57,1,4:42.0,,S. Ibaka misses 2-pt jump shot from 11 ft,8,16
58,1,4:41.0,Defensive rebound by M. Harrell,,8,16
59,1,4:29.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by M. Harrell),,11,16
60,1,4:14.0,,N. Vučević misses 2-pt jump shot from 17 ft,11,16
61,1,4:13.0,Defensive rebound by J. Harden,,11,16
62,1,4:10.0,M. Harrell makes 2-pt hook shot from 2 ft (assist by J. Harden),,13,16
63,1,4:10.0,Shooting foul by N. Vučević (drawn by M. Harrell),,13,16
64,1,4:10.0,M. Harrell makes free throw 1 of 1,,14,16
65,1,4:03.0,,Personal foul by E. Gordon (drawn by E. Fournier),14,16
66,1,4:03.0,N. Hilário enters the game for R. Anderson,,14,16
67,1,4:03.0,S. Dekker enters the game for M. Harrell,,14,16
68,1,3:59.0,,N. Vučević misses 2-pt jump shot from 19 ft,14,16
69,1,3:57.0,,Offensive rebound by E. Fournier,14,16
70,1,3:55.0,,E. Fournier misses 2-pt layup from 1 ft,14,16
71,1,3:54.0,Defensive rebound by T. Ariza,,14,16
72,1,3:49.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),,17,16
73,1,3:48.0,,Orlando full timeout,17,16
74,1,3:33.0,,Personal foul by T. Ariza (drawn by E. Fournier),17,16
75,1,3:20.0,,E. Payton makes 2-pt jump shot from 18 ft,17,18
76,1,2:54.0,E. Gordon misses 3-pt jump shot from 26 ft,,17,18
77,1,2:53.0,Offensive rebound by S. Dekker,,17,18
78,1,2:53.0,S. Dekker misses 2-pt dunk at rim,,17,18
79,1,2:51.0,Offensive rebound by T. Ariza,,17,18
80,1,2:45.0,E. Gordon misses 3-pt jump shot from 25 ft,,17,18
81,1,2:44.0,,Defensive rebound by N. Vučević,17,18
82,1,2:32.0,,E. Payton misses 3-pt jump shot from 24 ft,17,18
83,1,2:31.0,Defensive rebound by S. Dekker,,17,18
84,1,2:23.0,J. Harden misses 3-pt jump shot from 26 ft,,17,18
85,1,2:23.0,,Defensive rebound by Team,17,18
86,1,2:23.0,C. Brewer enters the game for T. Ariza,,17,18
87,1,2:23.0,,J. Green enters the game for S. Ibaka,17,18
88,1,2:07.0,,J. Green misses 2-pt jump shot from 18 ft,17,18
89,1,2:06.0,,Offensive rebound by N. Vučević,17,18
90,1,2:00.0,,N. Vučević misses 2-pt hook shot from 9 ft,17,18
91,1,1:56.0,Defensive rebound by J. Harden,,17,18
92,1,1:52.0,N. Hilário makes 2-pt layup from 2 ft (assist by C. Brewer),,19,18
93,1,1:40.0,,A. Gordon makes 2-pt layup from 2 ft,19,20
94,1,1:26.0,Turnover by N. Hilário (bad pass),,19,20
95,1,1:13.0,,E. Fournier makes 2-pt layup from 2 ft (assist by E. Payton),19,22
96,1,1:01.0,Turnover by J. Harden (bad pass),,19,22
97,1,0:50.0,,Turnover by E. Fournier (traveling),19,22
98,1,0:42.0,Turnover by N. Hilário (bad pass),,19,22
99,1,0:35.0,,E. Payton misses 2-pt layup from 2 ft,19,22
100,1,0:34.0,,Offensive rebound by N. Vučević,19,22
101,1,0:34.0,,N. Vučević misses 2-pt layup from 1 ft,19,22
102,1,0:33.0,,Offensive rebound by N. Vučević,19,22
103,1,0:33.0,,N. Vučević misses 2-pt layup from 1 ft,19,22
104,1,0:30.0,Defensive rebound by Team,,19,22
105,1,0:08.0,N. Hilário misses 2-pt jump shot from 14 ft,,19,22
106,1,0:02.0,,Defensive rebound by E. Fournier,19,22
107,2,11:42.0,,N. Vučević misses 2-pt jump shot from 8 ft,19,22
108,2,11:40.0,Defensive rebound by P. Beverley,,19,22
109,2,11:31.0,S. Dekker makes 3-pt jump shot from 24 ft (assist by P. Beverley),,22,22
110,2,11:20.0,,J. Green misses 2-pt layup from 1 ft,22,22
111,2,11:19.0,Defensive rebound by S. Dekker,,22,22
112,2,11:11.0,E. Gordon misses 3-pt jump shot from 26 ft,,22,22
113,2,11:07.0,Offensive rebound by S. Dekker,,22,22
114,2,10:52.0,,Violation by B. Biyombo (def goaltending),22,22
115,2,10:52.0,S. Dekker makes 2-pt layup from 2 ft,,24,22
116,2,10:52.0,,Violation by Team (jump ball),24,22
117,2,10:35.0,,N. Vučević misses 2-pt hook shot from 8 ft,24,22
118,2,10:34.0,Defensive rebound by C. Brewer,,24,22
119,2,10:31.0,,Offensive charge foul by C. Brewer (drawn by D. Augustin),24,22
120,2,10:31.0,Turnover by C. Brewer (offensive foul),,24,22
121,2,10:18.0,,D. Augustin makes 3-pt jump shot from 26 ft,24,25
122,2,10:04.0,E. Gordon makes 2-pt layup from 3 ft (assist by P. Beverley),,26,25
123,2,9:45.0,,Turnover by J. Green (bad pass; steal by N. Hilário),26,25
124,2,9:42.0,C. Brewer misses 2-pt layup from 2 ft (block by J. Meeks),,26,25
125,2,9:41.0,Offensive rebound by Team,,26,25
126,2,9:38.0,N. Hilário makes 2-pt jump shot from 19 ft (assist by C. Brewer),,28,25
127,2,9:20.0,,N. Vučević misses 2-pt jump shot from 4 ft,28,25
128,2,9:18.0,Defensive rebound by P. Beverley,,28,25
129,2,9:10.0,C. Brewer misses 3-pt jump shot from 26 ft,,28,25
130,2,9:09.0,Offensive rebound by S. Dekker,,28,25
131,2,9:02.0,E. Gordon misses 3-pt jump shot from 26 ft,,28,25
132,2,9:01.0,,Defensive rebound by N. Vučević,28,25
133,2,8:56.0,,D. Augustin makes 2-pt layup from 2 ft,28,27
134,2,8:56.0,,Shooting foul by S. Dekker (drawn by D. Augustin),28,27
135,2,8:56.0,Official timeout,,28,27
136,2,8:56.0,,D. Augustin makes free throw 1 of 1,28,28
137,2,8:43.0,P. Beverley makes 2-pt jump shot from 9 ft,,30,28
138,2,8:24.0,,D. Augustin misses 3-pt jump shot from 22 ft,30,28
139,2,8:23.0,Defensive rebound by P. Beverley,,30,28
140,2,8:17.0,E. Gordon misses 3-pt jump shot from 28 ft,,30,28
141,2,8:16.0,Offensive rebound by P. Beverley,,30,28
142,2,8:06.0,C. Brewer misses 2-pt hook shot from 6 ft,,30,28
143,2,8:04.0,,Defensive rebound by N. Vučević,30,28
144,2,7:51.0,,Turnover by J. Green (lost ball; steal by E. Gordon),30,28
145,2,7:43.0,E. Gordon makes 3-pt jump shot from 26 ft,,33,28
146,2,7:17.0,,J. Meeks misses 3-pt jump shot from 27 ft,33,28
147,2,7:16.0,Defensive rebound by E. Gordon,,33,28
148,2,7:08.0,Personal foul by B. Biyombo (drawn by E. Gordon),,33,28
149,2,7:02.0,P. Beverley misses 2-pt jump shot from 22 ft,,33,28
150,2,7:01.0,Offensive rebound by S. Dekker,,33,28
151,2,6:58.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by S. Dekker),,36,28
152,2,6:56.0,,Orlando full timeout,36,28
153,2,6:56.0,,S. Ibaka enters the game for B. Biyombo,36,28
154,2,6:56.0,,E. Fournier enters the game for N. Vučević,36,28
155,2,6:41.0,,D. Augustin makes 3-pt jump shot from 25 ft (assist by E. Fournier),36,31
156,2,6:18.0,N. Hilário misses 2-pt jump shot from 17 ft,,36,31
157,2,6:15.0,,Defensive rebound by E. Fournier,36,31
158,2,5:59.0,,S. Ibaka misses 2-pt jump shot from 8 ft,36,31
159,2,5:57.0,Defensive rebound by C. Brewer,,36,31
160,2,5:43.0,,A. Gordon enters the game for J. Meeks,36,31
161,2,5:43.0,T. Ariza enters the game for E. Gordon,,36,31
162,2,5:43.0,R. Anderson enters the game for N. Hilário,,36,31
163,2,5:43.0,J. Harden enters the game for S. Dekker,,36,31
164,2,5:43.0,M. Harrell enters the game for C. Brewer,,36,31
165,2,5:34.0,J. Harden misses 3-pt jump shot from 26 ft,,36,31
166,2,5:32.0,Offensive rebound by P. Beverley,,36,31
167,2,5:29.0,J. Harden misses 3-pt jump shot from 24 ft,,36,31
168,2,5:27.0,Offensive rebound by P. Beverley,,36,31
169,2,5:18.0,Turnover by M. Harrell (lost ball; steal by D. Augustin),,36,31
170,2,4:58.0,,E. Fournier misses 2-pt layup from 1 ft (block by M. Harrell),36,31
171,2,4:55.0,,Offensive rebound by E. Fournier,36,31
172,2,4:55.0,,E. Fournier makes 2-pt layup from 2 ft,36,33
173,2,4:55.0,,Shooting foul by J. Harden (drawn by E. Fournier),36,33
174,2,4:55.0,,N. Vučević enters the game for J. Green,36,33
175,2,4:55.0,,E. Fournier makes free throw 1 of 1,36,34
176,2,4:32.0,R. Anderson misses 2-pt jump shot from 22 ft,,36,34
177,2,4:30.0,,Defensive rebound by S. Ibaka,36,34
178,2,4:23.0,,Shooting foul by P. Beverley (drawn by D. Augustin),36,34
179,2,4:23.0,,D. Augustin makes free throw 1 of 2,36,35
180,2,4:23.0,,D. Augustin makes free throw 2 of 2,36,36
181,2,4:11.0,T. Ariza makes 2-pt jump shot from 13 ft (assist by J. Harden),,38,36
182,2,3:47.0,,D. Augustin makes 3-pt jump shot from 27 ft,38,39
183,2,3:39.0,T. Ariza misses 3-pt jump shot from 26 ft,,38,39
184,2,3:37.0,,Defensive rebound by N. Vučević,38,39
185,2,3:32.0,,Turnover by D. Augustin (lost ball; steal by P. Beverley),38,39
186,2,3:27.0,T. Ariza makes 2-pt layup from 2 ft (assist by J. Harden),,40,39
187,2,3:07.0,,A. Gordon misses 2-pt layup from 2 ft,40,39
188,2,3:05.0,,Offensive rebound by N. Vučević,40,39
189,2,3:05.0,,N. Vučević makes 2-pt layup from 1 ft,40,41
190,2,2:53.0,Shooting foul by S. Ibaka (drawn by M. Harrell),,40,41
191,2,2:53.0,Houston full timeout,,40,41
192,2,2:53.0,M. Harrell misses free throw 1 of 2,,40,41
193,2,2:53.0,Offensive rebound by Team,,40,41
194,2,2:53.0,M. Harrell misses free throw 2 of 2,,40,41
195,2,2:53.0,E. Gordon enters the game for P. Beverley,,40,41
196,2,2:52.0,,Defensive rebound by N. Vučević,40,41
197,2,2:33.0,,Shooting foul by E. Gordon (drawn by D. Augustin),40,41
198,2,2:33.0,,D. Augustin makes free throw 1 of 2,40,42
199,2,2:33.0,,D. Augustin makes free throw 2 of 2,40,43
200,2,2:15.0,E. Gordon misses 3-pt jump shot from 25 ft,,40,43
201,2,2:13.0,Offensive rebound by T. Ariza,,40,43
202,2,2:10.0,E. Gordon misses 3-pt jump shot from 26 ft,,40,43
203,2,2:08.0,,Defensive rebound by S. Ibaka,40,43
204,2,2:01.0,,D. Augustin misses 2-pt layup from 3 ft,40,43
205,2,1:58.0,,Offensive rebound by N. Vučević,40,43
206,2,1:58.0,,N. Vučević makes 2-pt layup from 1 ft,40,45
207,2,1:48.0,E. Gordon misses 3-pt jump shot from 24 ft,,40,45
208,2,1:47.0,,Defensive rebound by E. Fournier,40,45
209,2,1:37.0,,S. Ibaka makes 2-pt dunk at rim (assist by A. Gordon),40,47
210,2,1:23.0,J. Harden makes 2-pt layup from 2 ft,,42,47
211,2,1:04.0,,S. Ibaka misses 2-pt jump shot from 17 ft,42,47
212,2,1:03.0,,Offensive rebound by Team,42,47
213,2,1:02.0,,N. Vučević makes 2-pt dunk at rim (assist by A. Gordon),42,49
214,2,0:42.0,J. Harden misses 2-pt jump shot from 16 ft,,42,49
215,2,0:40.0,,Defensive rebound by S. Ibaka,42,49
216,2,0:16.0,,A. Gordon makes 3-pt jump shot from 26 ft,42,52
217,2,0:07.0,Personal take foul by A. Gordon (drawn by J. Harden),,42,52
218,2,0:07.0,,J. Green enters the game for A. Gordon,42,52
219,2,0:00.0,J. Harden makes 2-pt jump shot from 8 ft,,44,52
220,3,11:48.0,,Shooting foul by M. Harrell (drawn by E. Fournier),44,52
221,3,11:48.0,,E. Fournier misses free throw 1 of 2,44,52
222,3,11:48.0,,Offensive rebound by Team,44,52
223,3,11:48.0,,E. Fournier makes free throw 2 of 2,44,53
224,3,11:35.0,R. Anderson makes 3-pt jump shot from 27 ft (assist by J. Harden),,47,53
225,3,11:14.0,,E. Fournier misses 2-pt layup from 3 ft,47,53
226,3,11:10.0,Defensive rebound by T. Ariza,,47,53
227,3,10:58.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),,50,53
228,3,10:38.0,,S. Ibaka misses 3-pt jump shot from 26 ft,50,53
229,3,10:37.0,,Offensive rebound by B. Biyombo,50,53
230,3,10:33.0,,Turnover by E. Payton (bad pass; steal by R. Anderson),50,53
231,3,10:24.0,R. Anderson makes 3-pt jump shot from 27 ft (assist by T. Ariza),,53,53
232,3,10:04.0,,A. Gordon misses 3-pt jump shot from 24 ft,53,53
233,3,10:03.0,Defensive rebound by P. Beverley,,53,53
234,3,10:01.0,M. Harrell makes 2-pt dunk at rim (assist by P. Beverley),,55,53
235,3,10:01.0,Shooting foul by S. Ibaka (drawn by M. Harrell),,55,53
236,3,10:01.0,,Orlando full timeout,55,53
237,3,10:01.0,M. Harrell makes free throw 1 of 1,,56,53
238,3,9:45.0,,Turnover by S. Ibaka (lost ball; steal by M. Harrell),56,53
239,3,9:33.0,Turnover by M. Harrell (bad pass; steal by E. Payton),,56,53
240,3,9:21.0,,E. Payton makes 2-pt layup from 2 ft,56,55
241,3,9:14.0,P. Beverley makes 2-pt layup from 3 ft (assist by J. Harden),,58,55
242,3,9:02.0,,Shooting foul by T. Ariza (drawn by A. Gordon),58,55
243,3,9:02.0,,A. Gordon makes free throw 1 of 2,58,56
244,3,9:02.0,,A. Gordon misses free throw 2 of 2,58,56
245,3,9:02.0,,D. Augustin enters the game for E. Payton,58,56
246,3,8:59.0,Defensive rebound by M. Harrell,,58,56
247,3,8:41.0,T. Ariza misses 3-pt jump shot from 24 ft,,58,56
248,3,8:39.0,,Defensive rebound by E. Fournier,58,56
249,3,8:26.0,,A. Gordon misses 3-pt jump shot from 26 ft,58,56
250,3,8:25.0,,Offensive rebound by S. Ibaka,58,56
251,3,8:23.0,,S. Ibaka makes 2-pt hook shot from 7 ft,58,58
252,3,8:10.0,Turnover by J. Harden (lost ball; steal by B. Biyombo),,58,58
253,3,8:05.0,,S. Ibaka makes 2-pt dunk at rim (assist by A. Gordon),58,60
254,3,7:52.0,J. Harden misses 3-pt jump shot from 26 ft,,58,60
255,3,7:51.0,,Defensive rebound by D. Augustin,58,60
256,3,7:37.0,,S. Ibaka makes 2-pt layup from 1 ft (assist by A. Gordon),58,62
257,3,7:24.0,,Violation by B. Biyombo (kicked ball),58,62
258,3,7:17.0,M. Harrell misses 2-pt layup at rim,,58,62
259,3,7:15.0,Offensive rebound by M. Harrell,,58,62
260,3,7:07.0,Turnover by J. Harden (kicked ball),,58,62
261,3,6:49.0,,D. Augustin misses 3-pt jump shot from 26 ft,58,62
262,3,6:48.0,Defensive rebound by J. Harden,,58,62
263,3,6:37.0,Turnover by J. Harden (lost ball; steal by E. Fournier),,58,62
264,3,6:25.0,,A. Gordon makes 2-pt dunk at rim (assist by B. Biyombo),58,64
265,3,6:05.0,R. Anderson makes 2-pt jump shot from 5 ft (assist by J. Harden),,60,64
266,3,5:40.0,,S. Ibaka misses 2-pt jump shot from 15 ft,60,64
267,3,5:39.0,,Offensive rebound by B. Biyombo,60,64
268,3,5:39.0,,B. Biyombo misses 2-pt layup from 2 ft,60,64
269,3,5:36.0,,Offensive rebound by S. Ibaka,60,64
270,3,5:28.0,,Turnover by B. Biyombo (bad pass; steal by P. Beverley),60,64
271,3,5:19.0,M. Harrell makes 2-pt layup from 3 ft (assist by J. Harden),,62,64
272,3,5:04.0,,Turnover by E. Fournier (lost ball; steal by P. Beverley),62,64
273,3,5:01.0,P. Beverley makes 2-pt layup from 1 ft,,64,64
274,3,4:33.0,E. Gordon enters the game for P. Beverley,,64,64
275,3,4:33.0,,N. Vučević enters the game for B. Biyombo,64,64
276,3,4:33.0,N. Hilário enters the game for M. Harrell,,64,64
277,3,4:30.0,,D. Augustin makes 3-pt jump shot from 26 ft (assist by A. Gordon),64,67
278,3,4:13.0,R. Anderson makes 3-pt jump shot from 24 ft (assist by N. Hilário),,67,67
279,3,3:52.0,,A. Gordon makes 2-pt layup from 2 ft (assist by S. Ibaka),67,69
280,3,3:52.0,,Shooting foul by J. Harden (drawn by A. Gordon),67,69
281,3,3:52.0,,A. Gordon makes free throw 1 of 1,67,70
282,3,3:26.0,E. Gordon makes 3-pt jump shot from 24 ft (assist by T. Ariza),,70,70
283,3,3:00.0,,E. Fournier misses 3-pt jump shot from 25 ft,70,70
284,3,2:59.0,Defensive rebound by J. Harden,,70,70
285,3,2:47.0,Shooting foul by S. Ibaka (drawn by J. Harden),,70,70
286,3,2:47.0,Houston full timeout,,70,70
287,3,2:47.0,J. Harden misses free throw 1 of 2,,70,70
288,3,2:47.0,Offensive rebound by Team,,70,70
289,3,2:47.0,S. Dekker enters the game for T. Ariza,,70,70
290,3,2:47.0,,J. Green enters the game for S. Ibaka,70,70
291,3,2:47.0,,E. Payton enters the game for D. Augustin,70,70
292,3,2:47.0,J. Harden makes free throw 2 of 2,,71,70
293,3,2:22.0,,A. Gordon misses 3-pt jump shot from 22 ft,71,70
294,3,2:21.0,Defensive rebound by N. Hilário,,71,70
295,3,2:11.0,R. Anderson makes 3-pt jump shot from 27 ft (assist by J. Harden),,74,70
296,3,1:56.0,,J. Meeks enters the game for E. Fournier,74,70
297,3,1:49.0,,J. Green misses 3-pt jump shot from 25 ft,74,70
298,3,1:48.0,Defensive rebound by S. Dekker,,74,70
299,3,1:45.0,Turnover by J. Harden (bad pass; steal by J. Green),,74,70
300,3,1:32.0,,N. Vučević misses 2-pt jump shot from 18 ft,74,70
301,3,1:31.0,,Offensive rebound by A. Gordon,74,70
302,3,1:29.0,,A. Gordon misses 2-pt layup from 2 ft,74,70
303,3,1:27.0,,Offensive rebound by A. Gordon,74,70
304,3,1:27.0,,A. Gordon misses 2-pt layup from 2 ft,74,70
305,3,1:25.0,,Offensive rebound by A. Gordon,74,70
306,3,1:25.0,,A. Gordon makes 2-pt layup from 2 ft,74,72
307,3,1:17.0,J. Harden misses 2-pt layup from 1 ft (block by N. Vučević),,74,72
308,3,1:17.0,Offensive rebound by Team,,74,72
309,3,1:17.0,P. Beverley enters the game for J. Harden,,74,72
310,3,1:08.0,R. Anderson makes 3-pt jump shot from 26 ft (assist by E. Gordon),,77,72
311,3,0:50.0,,Turnover by N. Vučević (lost ball; steal by S. Dekker),77,72
312,3,0:33.0,E. Gordon misses 3-pt jump shot from 26 ft,,77,72
313,3,0:31.0,Offensive rebound by Team,,77,72
314,3,0:30.0,Turnover by S. Dekker (bad pass; steal by A. Gordon),,77,72
315,3,0:21.0,,Turnover by A. Gordon (bad pass; steal by R. Anderson),77,72
316,3,0:03.0,E. Gordon makes 2-pt layup from 1 ft,,79,72
317,3,0:00.0,,J. Green makes 3-pt jump shot from 26 ft (assist by A. Gordon),79,75
318,4,11:44.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by E. Gordon),,82,75
319,4,11:28.0,,E. Payton makes 2-pt jump shot from 20 ft,82,77
320,4,11:04.0,P. Beverley misses 3-pt jump shot from 27 ft,,82,77
321,4,11:03.0,,Defensive rebound by J. Meeks,82,77
322,4,10:52.0,,N. Vučević misses 2-pt hook shot from 8 ft,82,77
323,4,10:49.0,Defensive rebound by P. Beverley,,82,77
324,4,10:46.0,E. Gordon misses 3-pt jump shot from 25 ft,,82,77
325,4,10:44.0,,Defensive rebound by Team,82,77
326,4,10:31.0,,J. Meeks misses 3-pt jump shot from 25 ft,82,77
327,4,10:28.0,Defensive rebound by S. Dekker,,82,77
328,4,10:18.0,S. Dekker misses 3-pt jump shot from 25 ft,,82,77
329,4,10:17.0,,Defensive rebound by N. Vučević,82,77
330,4,10:00.0,,J. Green makes 2-pt layup from 1 ft,82,79
331,4,9:41.0,E. Gordon makes 2-pt layup from 1 ft (assist by N. Hilário),,84,79
332,4,9:30.0,,Personal foul by E. Gordon (drawn by E. Payton),84,79
333,4,9:18.0,,Personal foul by N. Hilário (drawn by N. Vučević),84,79
334,4,9:12.0,,Turnover by N. Vučević (bad pass; steal by N. Hilário),84,79
335,4,9:07.0,S. Dekker makes 2-pt layup from 1 ft (assist by C. Brewer),,86,79
336,4,8:44.0,,E. Payton makes 2-pt layup from 2 ft (assist by J. Green),86,81
337,4,8:29.0,Turnover by P. Beverley (bad pass; steal by E. Payton),,86,81
338,4,8:24.0,,J. Green makes 2-pt dunk at rim (assist by D. Augustin),86,83
339,4,8:04.0,E. Gordon makes 2-pt layup from 1 ft,,88,83
340,4,7:43.0,,D. Augustin misses 3-pt jump shot from 23 ft,88,83
341,4,7:40.0,,Offensive rebound by E. Payton,88,83
342,4,7:37.0,,E. Payton misses 2-pt jump shot from 8 ft,88,83
343,4,7:34.0,,Offensive rebound by Team,88,83
344,4,7:34.0,Official timeout,,88,83
345,4,7:34.0,R. Anderson enters the game for S. Dekker,,88,83
346,4,7:34.0,,S. Ibaka enters the game for N. Vučević,88,83
347,4,7:23.0,,Turnover by J. Meeks (step out of bounds),88,83
348,4,7:11.0,R. Anderson makes 2-pt layup from 1 ft (assist by E. Gordon),,90,83
349,4,6:53.0,,E. Payton misses 2-pt jump shot from 19 ft,90,83
350,4,6:49.0,Defensive rebound by N. Hilário,,90,83
351,4,6:41.0,N. Hilário misses 2-pt jump shot from 19 ft,,90,83
352,4,6:39.0,,Defensive rebound by J. Green,90,83
353,4,6:33.0,,J. Green misses 2-pt layup from 2 ft,90,83
354,4,6:30.0,,Offensive rebound by S. Ibaka,90,83
355,4,6:30.0,,S. Ibaka makes 2-pt dunk at rim,90,85
356,4,6:12.0,P. Beverley makes 2-pt hook shot from 8 ft,,92,85
357,4,6:11.0,,Orlando full timeout,92,85
358,4,6:11.0,M. Harrell enters the game for N. Hilário,,92,85
359,4,6:11.0,,A. Gordon enters the game for E. Payton,92,85
360,4,6:11.0,,E. Fournier enters the game for J. Green,92,85
361,4,6:11.0,,N. Vučević enters the game for J. Meeks,92,85
362,4,5:58.0,,Offensive foul by N. Vučević (drawn by P. Beverley),92,85
363,4,5:58.0,,Turnover by N. Vučević (offensive foul),92,85
364,4,5:43.0,M. Harrell misses 2-pt jump shot from 15 ft,,92,85
365,4,5:43.0,Offensive rebound by Team,,92,85
366,4,5:43.0,,Loose ball foul by D. Augustin (drawn by R. Anderson),92,85
367,4,5:43.0,J. Harden enters the game for M. Harrell,,92,85
368,4,5:34.0,C. Brewer misses 3-pt jump shot from 25 ft,,92,85
369,4,5:32.0,,Defensive rebound by E. Fournier,92,85
370,4,5:21.0,,Turnover by D. Augustin (bad pass; steal by J. Harden),92,85
371,4,5:14.0,R. Anderson misses 3-pt jump shot from 26 ft,,92,85
372,4,5:12.0,Offensive rebound by P. Beverley,,92,85
373,4,5:02.0,E. Gordon misses 3-pt jump shot from 26 ft,,92,85
374,4,4:59.0,,Defensive rebound by A. Gordon,92,85
375,4,4:48.0,,E. Fournier misses 2-pt jump shot from 20 ft,92,85
376,4,4:47.0,,Offensive rebound by S. Ibaka,92,85
377,4,4:47.0,,Shooting foul by J. Harden (drawn by S. Ibaka),92,85
378,4,4:47.0,,S. Ibaka makes 2-pt hook shot from 4 ft,92,87
379,4,4:47.0,,S. Ibaka misses free throw 1 of 1,92,87
380,4,4:47.0,T. Ariza enters the game for P. Beverley,,92,87
381,4,4:47.0,N. Hilário enters the game for C. Brewer,,92,87
382,4,4:45.0,Defensive rebound by J. Harden,,92,87
383,4,4:24.0,R. Anderson misses 3-pt jump shot from 28 ft,,92,87
384,4,4:23.0,,Defensive rebound by A. Gordon,92,87
