,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MILWAUKEE_ACTION,PORTLAND_SCORE,MILWAUKEE_SCORE
379,4,5:27.0,,G. Antetokounmpo makes free throw 1 of 2,90,100
380,4,5:27.0,,G. Antetokounmpo makes free throw 2 of 2,90,101
381,4,5:09.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by C. McCollum),,93,101
382,4,4:45.0,,J. Parker misses 3-pt jump shot from 25 ft,93,101
383,4,4:43.0,Defensive rebound by M. Plumlee,,93,101
384,4,4:37.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),,96,101
385,4,4:37.0,,Milwaukee full timeout,96,101
386,4,4:37.0,,M. Dellavedova enters the game for G. Monroe,96,101
387,4,4:37.0,,J. Henson enters the game for M. Brogdon,96,101
388,4,4:25.0,,M. Dellavedova misses 2-pt layup from 1 ft (block by M. Plumlee),96,101
389,4,4:22.0,Defensive rebound by D. Lillard,,96,101
390,4,4:16.0,A. Crabbe makes 3-pt jump shot from 26 ft (assist by D. Lillard),,99,101
391,4,3:59.0,,M. Dellavedova makes 2-pt jump shot from 6 ft (assist by G. Antetokounmpo),99,103
392,4,3:41.0,A. Crabbe misses 2-pt jump shot from 10 ft,,99,103
393,4,3:40.0,Offensive rebound by M. Harkless,,99,103
394,4,3:40.0,Turnover by M. Harkless (lost ball),,99,103
395,4,3:27.0,,J. Parker misses 3-pt jump shot from 25 ft,99,103
396,4,3:26.0,Defensive rebound by M. Plumlee,,99,103
397,4,3:12.0,A. Crabbe misses 3-pt jump shot from 24 ft,,99,103
398,4,3:11.0,,Defensive rebound by T. Snell,99,103
399,4,2:59.0,,M. Dellavedova makes 2-pt hook shot from 4 ft,99,105
400,4,2:58.0,Portland full timeout,,99,105
401,4,2:38.0,D. Lillard misses 3-pt jump shot from 27 ft,,99,105
402,4,2:37.0,,Defensive rebound by G. Antetokounmpo,99,105
403,4,2:18.0,,J. Henson misses 2-pt hook shot from 6 ft,99,105
404,4,2:16.0,,Offensive rebound by G. Antetokounmpo,99,105
405,4,2:04.0,,J. Parker makes 2-pt dunk at rim (assist by G. Antetokounmpo),99,107
406,4,1:39.0,Shooting foul by M. Dellavedova (drawn by M. Plumlee),,99,107
407,4,1:39.0,M. Plumlee makes free throw 1 of 2,,100,107
408,4,1:39.0,M. Plumlee misses free throw 2 of 2,,100,107
409,4,1:38.0,,Defensive rebound by J. Henson,100,107
410,4,1:26.0,,Shooting foul by M. Harkless (drawn by G. Antetokounmpo),100,107
411,4,1:26.0,,G. Antetokounmpo makes free throw 1 of 2,100,108
412,4,1:26.0,,G. Antetokounmpo makes free throw 2 of 2,100,109
413,4,1:14.0,M. Plumlee misses 2-pt layup at rim (block by G. Antetokounmpo),,100,109
414,4,1:14.0,Offensive rebound by M. Harkless,,100,109
415,4,1:14.0,M. Harkless makes 2-pt dunk at rim,,102,109
416,4,1:01.0,,T. Snell misses 3-pt jump shot from 25 ft,102,109
417,4,1:00.0,Defensive rebound by C. McCollum,,102,109
418,4,0:56.0,A. Crabbe makes 3-pt jump shot from 25 ft (assist by C. McCollum),,105,109
419,4,0:38.0,,M. Dellavedova makes 2-pt hook shot from 5 ft,105,111
420,4,0:38.0,Portland full timeout,,105,111
421,4,0:38.0,M. Leonard enters the game for M. Plumlee,,105,111
422,4,0:35.0,Turnover by A. Crabbe (step out of bounds),,105,111
423,4,0:31.0,,Personal take foul by A. Crabbe (drawn by G. Antetokounmpo),105,111
424,4,0:31.0,,G. Antetokounmpo makes free throw 1 of 2,105,112
425,4,0:31.0,M. Plumlee enters the game for A. Crabbe,,105,112
426,4,0:31.0,A. Crabbe enters the game for M. Harkless,,105,113
427,4,0:31.0,,G. Antetokounmpo makes free throw 2 of 2,105,113
428,4,0:31.0,Portland full timeout,,105,113
429,4,0:29.0,D. Lillard misses 3-pt jump shot from 23 ft,,105,113
430,4,0:27.0,,Defensive rebound by J. Henson,105,113
431,4,0:26.0,,Personal take foul by M. Leonard (drawn by J. Henson),105,113
432,4,0:26.0,,J. Henson makes free throw 1 of 2,105,114
433,4,0:26.0,,J. Henson makes free throw 2 of 2,105,115
434,4,0:17.0,M. Plumlee makes 2-pt layup from 2 ft (assist by M. Leonard),,107,115
