,QUARTER,TIME_REMAINING,PHOENIX_ACTION,LA CLIPPERS_ACTION,PHOENIX_SCORE,LA CLIPPERS_SCORE
92,1,1:46.0,,Personal foul by T. Ulis (drawn by R. Felton),21,19
93,1,1:46.0,,R. Felton misses free throw 1 of 2,21,19
94,1,1:46.0,,Offensive rebound by Team,21,19
95,1,1:46.0,,R. Felton makes free throw 2 of 2,21,20
96,1,1:31.0,M. Chriss misses 3-pt jump shot from 23 ft,,21,20
97,1,1:31.0,,Defensive rebound by J. Crawford,21,20
98,1,1:22.0,,J. Crawford makes 2-pt jump shot from 15 ft,21,22
99,1,1:11.0,Turnover by T. Ulis (traveling),,21,22
100,1,0:56.0,,Turnover by M. Speights (bad pass; steal by T. Ulis),21,22
101,1,0:50.0,L. Barbosa makes 3-pt jump shot from 24 ft (assist by T. Ulis),,24,22
102,1,0:39.0,,A. Rivers makes 2-pt layup from 1 ft,24,24
103,1,0:21.0,Turnover by M. Chriss (lost ball),,24,24
104,1,0:03.0,,M. Speights misses 3-pt jump shot from 26 ft,24,24
105,1,0:02.0,Defensive rebound by P. Tucker,,24,24
106,1,0:00.0,P. Tucker misses 3-pt jump shot from 38 ft,,24,24
107,1,0:00.0,Offensive rebound by Team,,24,24
108,2,11:41.0,,M. Speights makes 2-pt layup from 2 ft (assist by J. Crawford),24,26
109,2,11:26.0,Offensive foul by M. Chriss (drawn by W. Johnson),,24,26
110,2,11:26.0,Turnover by M. Chriss (offensive foul),,24,26
111,2,11:04.0,,M. Speights misses 2-pt layup from 1 ft,24,26
112,2,11:03.0,Defensive rebound by L. Barbosa,,24,26
113,2,10:59.0,Shooting foul by W. Johnson (drawn by M. Chriss),,24,26
114,2,10:59.0,M. Chriss makes free throw 1 of 2,,25,26
115,2,10:59.0,M. Chriss makes free throw 2 of 2,,26,26
116,2,10:46.0,,A. Rivers makes 2-pt layup from 1 ft,26,28
117,2,10:38.0,A. Len misses 2-pt jump shot from 19 ft,,26,28
118,2,10:37.0,,Defensive rebound by W. Johnson,26,28
119,2,10:25.0,,J. Crawford misses 2-pt jump shot from 19 ft,26,28
120,2,10:23.0,Defensive rebound by L. Barbosa,,26,28
121,2,10:15.0,A. Len makes 2-pt layup from 2 ft (assist by L. Barbosa),,28,28
122,2,10:01.0,,M. Speights misses 3-pt jump shot from 25 ft,28,28
123,2,9:59.0,Defensive rebound by P. Tucker,,28,28
124,2,9:53.0,Shooting foul by W. Johnson (drawn by A. Len),,28,28
125,2,9:53.0,A. Len misses free throw 1 of 2,,28,28
126,2,9:53.0,Offensive rebound by Team,,28,28
127,2,9:53.0,A. Len makes free throw 2 of 2,,29,28
128,2,9:43.0,,A. Rivers misses 2-pt jump shot from 15 ft,29,28
129,2,9:41.0,Defensive rebound by L. Barbosa,,29,28
130,2,9:28.0,A. Len misses 2-pt layup from 1 ft,,29,28
131,2,9:27.0,Offensive rebound by A. Len,,29,28
132,2,9:24.0,A. Len misses 2-pt jump shot from 5 ft,,29,28
133,2,9:23.0,,Defensive rebound by M. Speights,29,28
134,2,9:17.0,,Turnover by M. Speights (bad pass; steal by A. Len),29,28
135,2,9:16.0,Personal take foul by M. Speights (drawn by L. Barbosa),,29,28
136,2,9:16.0,,D. Jordan enters the game for M. Speights,29,28
137,2,8:59.0,M. Chriss makes 2-pt jump shot from 22 ft (assist by A. Len),,31,28
138,2,8:43.0,,A. Rivers misses 2-pt jump shot from 11 ft,31,28
139,2,8:43.0,Defensive rebound by Team,,31,28
140,2,8:39.0,,Loose ball foul by D. Jordan (drawn by P. Tucker),31,28
141,2,8:39.0,Official timeout,,31,28
142,2,8:20.0,E. Bledsoe misses 2-pt jump shot from 17 ft,,31,28
143,2,8:19.0,,Defensive rebound by D. Jordan,31,28
144,2,8:03.0,,R. Felton misses 2-pt layup from 2 ft,31,28
145,2,8:02.0,Defensive rebound by A. Len,,31,28
146,2,8:00.0,Turnover by P. Tucker (step out of bounds),,31,28
147,2,8:00.0,,J. Redick enters the game for A. Rivers,31,28
148,2,8:00.0,,C. Paul enters the game for R. Felton,31,28
149,2,7:42.0,,J. Crawford misses 2-pt jump shot from 9 ft,31,28
150,2,7:42.0,,Offensive rebound by D. Jordan,31,28
151,2,7:37.0,,D. Jordan misses 2-pt hook shot from 5 ft,31,28
152,2,7:36.0,Defensive rebound by A. Len,,31,28
153,2,7:28.0,A. Len misses 2-pt jump shot from 16 ft,,31,28
154,2,7:27.0,,Defensive rebound by W. Johnson,31,28
155,2,7:17.0,,J. Redick makes 2-pt jump shot from 18 ft (assist by C. Paul),31,30
156,2,7:06.0,Turnover by M. Chriss (lost ball; steal by C. Paul),,31,30
157,2,7:06.0,Loose ball foul by M. Chriss (drawn by W. Johnson),,31,30
158,2,7:06.0,,B. Griffin enters the game for W. Johnson,31,30
159,2,7:06.0,T. Warren enters the game for M. Chriss,,31,30
160,2,6:56.0,,Personal foul by L. Barbosa (drawn by J. Redick),31,30
161,2,6:56.0,J. Dudley enters the game for P. Tucker,,31,30
162,2,6:56.0,B. Knight enters the game for L. Barbosa,,31,30
163,2,6:56.0,T. Chandler enters the game for A. Len,,31,30
164,2,6:48.0,,J. Redick misses 3-pt jump shot from 25 ft,31,30
165,2,6:47.0,Defensive rebound by T. Warren,,31,30
166,2,6:25.0,E. Bledsoe makes 2-pt hook shot from 9 ft,,33,30
167,2,6:11.0,,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),33,32
168,2,5:58.0,Turnover by B. Knight (bad pass; steal by J. Crawford),,33,32
169,2,5:57.0,,Personal take foul by J. Dudley (drawn by J. Crawford),33,32
170,2,5:57.0,,LA Clippers full timeout,33,32
171,2,5:57.0,,L. Mbah a Moute enters the game for J. Crawford,33,32
172,2,5:45.0,,J. Redick misses 2-pt jump shot from 16 ft,33,32
173,2,5:44.0,Defensive rebound by E. Bledsoe,,33,32
174,2,5:39.0,Turnover by T. Chandler (lost ball; steal by C. Paul),,33,32
175,2,5:35.0,,Personal foul by J. Dudley (drawn by D. Jordan),33,32
176,2,5:27.0,,J. Redick makes 2-pt layup from 1 ft (assist by B. Griffin),33,34
177,2,5:14.0,Turnover by E. Bledsoe (bad pass; steal by D. Jordan),,33,34
178,2,5:06.0,,B. Griffin makes 2-pt layup from 2 ft (assist by J. Redick),33,36
179,2,4:59.0,Turnover by J. Dudley (bad pass),,33,36
180,2,4:48.0,,D. Jordan makes 2-pt dunk at rim (assist by L. Mbah a Moute),33,38
181,2,4:48.0,Phoenix full timeout,,33,38
182,2,4:35.0,T. Warren misses 2-pt jump shot from 11 ft,,33,38
183,2,4:34.0,,Defensive rebound by D. Jordan,33,38
184,2,4:27.0,,Personal block foul by J. Dudley (drawn by B. Griffin),33,38
185,2,4:27.0,,B. Griffin makes free throw 1 of 2,33,39
186,2,4:27.0,P. Tucker enters the game for J. Dudley,,33,39
187,2,4:27.0,,B. Griffin makes free throw 2 of 2,33,40
188,2,4:21.0,Offensive foul by E. Bledsoe (drawn by J. Redick),,33,40
189,2,4:21.0,Turnover by E. Bledsoe (offensive foul),,33,40
190,2,3:59.0,,C. Paul misses 3-pt jump shot from 25 ft,33,40
191,2,3:59.0,,Offensive rebound by Team,33,40
192,2,3:59.0,Loose ball foul by T. Warren (drawn by D. Jordan),,33,40
193,2,3:59.0,,D. Jordan misses free throw 1 of 2,33,40
194,2,3:59.0,,Offensive rebound by Team,33,40
195,2,3:59.0,,D. Jordan misses free throw 2 of 2,33,40
196,2,3:57.0,Defensive rebound by E. Bledsoe,,33,40
197,2,3:46.0,P. Tucker misses 2-pt jump shot from 10 ft,,33,40
198,2,3:46.0,,Defensive rebound by B. Griffin,33,40
199,2,3:36.0,,Personal foul by T. Chandler (drawn by B. Griffin),33,40
200,2,3:36.0,,B. Griffin makes free throw 1 of 2,33,41
201,2,3:36.0,,B. Griffin makes free throw 2 of 2,33,42
202,2,3:21.0,B. Knight misses 2-pt layup from 1 ft,,33,42
203,2,3:20.0,,Defensive rebound by D. Jordan,33,42
204,2,3:14.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),33,44
205,2,2:48.0,E. Bledsoe makes 2-pt jump shot from 6 ft,,35,44
206,2,2:35.0,,Offensive foul by J. Redick (drawn by B. Knight),35,44
207,2,2:35.0,,Turnover by J. Redick (offensive foul),35,44
208,2,2:13.0,Turnover by T. Warren (traveling),,35,44
209,2,1:53.0,,J. Redick makes 2-pt jump shot from 20 ft (assist by C. Paul),35,46
210,2,1:43.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,35,46
211,2,1:42.0,,Defensive rebound by C. Paul,35,46
212,2,1:39.0,,Turnover by D. Jordan (bad pass),35,46
213,2,1:25.0,T. Warren misses 2-pt jump shot from 20 ft,,35,46
214,2,1:24.0,,Defensive rebound by C. Paul,35,46
215,2,1:23.0,,Personal foul by E. Bledsoe (drawn by C. Paul),35,46
216,2,1:23.0,,C. Paul makes free throw 1 of 2,35,47
217,2,1:23.0,,C. Paul makes free throw 2 of 2,35,48
218,2,1:16.0,Turnover by E. Bledsoe (bad pass; steal by J. Redick),,35,48
219,2,1:09.0,,Turnover by B. Griffin (bad pass),35,48
220,2,0:49.0,Turnover by Team (back court),,35,48
221,2,0:27.0,,J. Redick misses 2-pt jump shot from 16 ft,35,48
222,2,0:25.0,Defensive rebound by E. Bledsoe,,35,48
223,2,0:23.0,Shooting foul by B. Griffin (drawn by T. Warren),,35,48
224,2,0:23.0,T. Warren misses free throw 1 of 2,,35,48
225,2,0:23.0,Offensive rebound by Team,,35,48
226,2,0:23.0,,J. Crawford enters the game for L. Mbah a Moute,35,48
227,2,0:23.0,T. Warren makes free throw 2 of 2,,36,48
228,2,0:03.0,,C. Paul misses 2-pt layup from 2 ft,36,48
229,2,0:01.0,Defensive rebound by T. Chandler,,36,48
230,3,11:46.0,,J. Redick misses 2-pt jump shot from 18 ft,36,48
231,3,11:44.0,Defensive rebound by J. Dudley,,36,48
232,3,11:30.0,E. Bledsoe misses 2-pt jump shot from 19 ft,,36,48
233,3,11:30.0,Offensive rebound by T. Chandler,,36,48
234,3,11:30.0,Shooting foul by D. Jordan (drawn by T. Chandler),,36,48
235,3,11:30.0,T. Chandler makes free throw 1 of 2,,37,48
236,3,11:30.0,T. Chandler makes free throw 2 of 2,,38,48
237,3,11:18.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),38,51
238,3,11:02.0,J. Dudley makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,41,51
239,3,10:47.0,Violation by J. Dudley (kicked ball),,41,51
240,3,10:45.0,,Personal foul by T. Chandler (drawn by B. Griffin),41,51
241,3,10:38.0,,Shooting foul by T. Chandler (drawn by D. Jordan),41,51
242,3,10:38.0,Violation by Team (jump ball),,41,51
243,3,10:38.0,,D. Jordan misses free throw 1 of 2,41,51
244,3,10:38.0,,Offensive rebound by Team,41,51
245,3,10:38.0,,D. Jordan makes free throw 2 of 2,41,52
246,3,10:17.0,T. Warren misses 2-pt jump shot from 19 ft,,41,52
247,3,10:17.0,Offensive rebound by T. Warren,,41,52
248,3,10:14.0,T. Warren misses 2-pt jump shot from 9 ft,,41,52
249,3,10:12.0,,Defensive rebound by C. Paul,41,52
250,3,10:08.0,,Turnover by J. Redick (bad pass),41,52
251,3,9:56.0,E. Bledsoe misses 2-pt layup from 2 ft (block by B. Griffin),,41,52
252,3,9:56.0,Offensive rebound by E. Bledsoe,,41,52
253,3,9:56.0,,Loose ball foul by B. Griffin (drawn by E. Bledsoe),41,52
254,3,9:50.0,,Violation by B. Griffin (def goaltending),41,52
255,3,9:50.0,T. Warren makes 2-pt layup from 1 ft (assist by E. Bledsoe),,43,52
256,3,9:37.0,,J. Redick misses 2-pt jump shot from 19 ft,43,52
257,3,9:36.0,Defensive rebound by T. Chandler,,43,52
258,3,9:25.0,J. Dudley makes 2-pt jump shot from 19 ft (assist by E. Bledsoe),,45,52
259,3,9:09.0,,Turnover by B. Griffin (bad pass; steal by J. Dudley),45,52
260,3,9:04.0,B. Knight makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,48,52
261,3,9:04.0,,LA Clippers full timeout,48,52
262,3,8:45.0,,J. Redick makes 2-pt jump shot from 11 ft (assist by D. Jordan),48,54
263,3,8:35.0,E. Bledsoe makes 2-pt layup from 2 ft,,50,54
264,3,8:35.0,Shooting foul by C. Paul (drawn by E. Bledsoe),,50,54
265,3,8:35.0,E. Bledsoe makes free throw 1 of 1,,51,54
266,3,8:19.0,,B. Griffin misses 2-pt jump shot from 14 ft,51,54
267,3,8:19.0,Defensive rebound by E. Bledsoe,,51,54
268,3,8:08.0,J. Dudley misses 2-pt layup from 2 ft,,51,54
269,3,8:08.0,,Defensive rebound by D. Jordan,51,54
270,3,7:59.0,,C. Paul misses 3-pt jump shot from 24 ft,51,54
271,3,7:58.0,Defensive rebound by T. Warren,,51,54
272,3,7:50.0,J. Dudley misses 3-pt jump shot from 25 ft,,51,54
273,3,7:48.0,,Defensive rebound by D. Jordan,51,54
274,3,7:43.0,,Shooting foul by T. Warren (drawn by L. Mbah a Moute),51,54
275,3,7:43.0,,L. Mbah a Moute makes 2-pt layup from 2 ft (assist by C. Paul),51,56
276,3,7:43.0,,L. Mbah a Moute misses free throw 1 of 1,51,56
277,3,7:40.0,Defensive rebound by T. Chandler,,51,56
278,3,7:29.0,E. Bledsoe misses 2-pt layup from 2 ft,,51,56
279,3,7:25.0,Offensive rebound by T. Chandler,,51,56
280,3,7:25.0,T. Chandler makes 2-pt dunk at rim,,53,56
281,3,7:16.0,,Turnover by C. Paul (bad pass; steal by J. Dudley),53,56
282,3,7:12.0,Shooting foul by C. Paul (drawn by B. Knight),,53,56
283,3,7:12.0,B. Knight makes free throw 1 of 2,,54,56
284,3,7:12.0,B. Knight makes free throw 2 of 2,,55,56
285,3,7:05.0,,Personal foul by B. Knight (drawn by J. Redick),55,56
286,3,7:00.0,,Shooting foul by T. Chandler (drawn by D. Jordan),55,56
287,3,7:00.0,,D. Jordan makes free throw 1 of 2,55,57
288,3,7:00.0,A. Len enters the game for T. Chandler,,55,57
289,3,7:00.0,,D. Jordan makes free throw 2 of 2,55,58
290,3,6:50.0,E. Bledsoe misses 2-pt jump shot from 19 ft,,55,58
291,3,6:48.0,,Defensive rebound by D. Jordan,55,58
292,3,6:41.0,,Personal foul by J. Dudley (drawn by B. Griffin),55,58
293,3,6:41.0,,B. Griffin misses free throw 1 of 2,55,58
294,3,6:41.0,,Offensive rebound by Team,55,58
295,3,6:41.0,M. Chriss enters the game for J. Dudley,,55,58
296,3,6:41.0,,B. Griffin makes free throw 2 of 2,55,59
297,3,6:26.0,M. Chriss misses 2-pt jump shot from 3 ft (block by D. Jordan),,55,59
298,3,6:26.0,Offensive rebound by Team,,55,59
299,3,6:26.0,,A. Rivers enters the game for L. Mbah a Moute,55,59
300,3,6:24.0,,Offensive charge foul by A. Len (drawn by C. Paul),55,59
301,3,6:24.0,Turnover by A. Len (offensive foul),,55,59
302,3,6:11.0,,C. Paul makes 2-pt jump shot from 17 ft,55,61
303,3,5:54.0,B. Knight makes 2-pt jump shot from 8 ft (assist by M. Chriss),,57,61
304,3,5:44.0,,C. Paul makes 2-pt jump shot from 15 ft,57,63
305,3,5:38.0,Shooting foul by D. Jordan (drawn by M. Chriss),,57,63
306,3,5:38.0,M. Chriss misses free throw 1 of 2,,57,63
307,3,5:38.0,Offensive rebound by Team,,57,63
308,3,5:38.0,M. Chriss makes free throw 2 of 2,,58,63
309,3,5:21.0,,B. Griffin makes 2-pt layup from 1 ft (assist by C. Paul),58,65
310,3,5:11.0,B. Knight makes 2-pt jump shot from 19 ft,,60,65
311,3,5:10.0,,Shooting foul by A. Len (drawn by B. Griffin),60,65
312,3,5:10.0,Technical foul by A. Len,,60,65
313,3,5:10.0,,C. Paul makes technical free throw,60,66
314,3,5:10.0,,B. Griffin makes free throw 1 of 2,60,67
315,3,5:10.0,,B. Griffin misses free throw 2 of 2,60,67
316,3,5:10.0,,J. Crawford enters the game for J. Redick,60,67
317,3,5:09.0,Defensive rebound by M. Chriss,,60,67
318,3,5:03.0,Shooting foul by B. Griffin (drawn by A. Len),,60,67
319,3,5:03.0,A. Len makes free throw 1 of 2,,61,67
320,3,5:03.0,A. Len misses free throw 2 of 2,,61,67
321,3,5:02.0,,Defensive rebound by D. Jordan,61,67
322,3,4:45.0,,Shooting foul by M. Chriss (drawn by B. Griffin),61,67
323,3,4:45.0,,B. Griffin makes free throw 1 of 2,61,68
324,3,4:45.0,P. Tucker enters the game for M. Chriss,,61,68
325,3,4:45.0,,B. Griffin makes free throw 2 of 2,61,69
326,3,4:28.0,B. Knight misses 2-pt jump shot from 18 ft,,61,69
327,3,4:26.0,,Defensive rebound by D. Jordan,61,69
328,3,4:14.0,,Personal foul by T. Warren (drawn by C. Paul),61,69
329,3,4:14.0,,C. Paul makes free throw 1 of 2,61,70
330,3,4:14.0,,C. Paul misses free throw 2 of 2,61,70
331,3,4:14.0,T. Ulis enters the game for T. Warren,,61,70
332,3,4:13.0,Defensive rebound by P. Tucker,,61,70
333,3,3:54.0,P. Tucker makes 2-pt hook shot from 6 ft,,63,70
334,3,3:34.0,,C. Paul makes 2-pt layup from 2 ft,63,72
335,3,3:19.0,T. Ulis misses 2-pt jump shot from 14 ft,,63,72
336,3,3:19.0,,Defensive rebound by B. Griffin,63,72
337,3,3:04.0,,Turnover by C. Paul (bad pass; steal by P. Tucker),63,72
338,3,3:04.0,Personal take foul by D. Jordan (drawn by E. Bledsoe),,63,72
339,3,3:04.0,E. Bledsoe makes free throw 1 of 2,,64,72
340,3,3:04.0,E. Bledsoe misses free throw 2 of 2,,64,72
341,3,3:04.0,,M. Speights enters the game for D. Jordan,64,72
342,3,3:04.0,,W. Johnson enters the game for B. Griffin,64,72
343,3,3:03.0,,Defensive rebound by W. Johnson,64,72
344,3,2:42.0,,A. Rivers makes 2-pt layup from 2 ft,64,74
345,3,2:30.0,B. Knight misses 2-pt jump shot from 6 ft,,64,74
346,3,2:29.0,Offensive rebound by T. Ulis,,64,74
347,3,2:23.0,A. Len misses 2-pt jump shot from 13 ft,,64,74
348,3,2:23.0,Offensive rebound by P. Tucker,,64,74
349,3,2:21.0,Turnover by P. Tucker (bad pass; steal by J. Crawford),,64,74
350,3,2:19.0,,C. Paul makes 2-pt layup from 2 ft (assist by J. Crawford),64,76
351,3,2:19.0,Phoenix full timeout,,64,76
352,3,2:19.0,L. Barbosa enters the game for E. Bledsoe,,64,76
353,3,2:19.0,,R. Felton enters the game for C. Paul,64,76
354,3,2:06.0,A. Len misses 2-pt hook shot from 4 ft,,64,76
355,3,2:02.0,,Defensive rebound by M. Speights,64,76
356,3,1:56.0,,Shooting foul by A. Len (drawn by M. Speights),64,76
357,3,1:56.0,,M. Speights makes free throw 1 of 2,64,77
358,3,1:56.0,,M. Speights makes free throw 2 of 2,64,78
359,3,1:32.0,P. Tucker misses 2-pt hook shot from 5 ft,,64,78
360,3,1:30.0,,Defensive rebound by M. Speights,64,78
361,3,1:24.0,,M. Speights misses 3-pt jump shot from 25 ft,64,78
362,3,1:23.0,Defensive rebound by P. Tucker,,64,78
363,3,1:19.0,Personal foul by M. Speights (drawn by A. Len),,64,78
364,3,1:19.0,A. Len makes free throw 1 of 2,,65,78
365,3,1:19.0,A. Len makes free throw 2 of 2,,66,78
366,3,1:00.0,,Shooting foul by P. Tucker (drawn by J. Crawford),66,78
367,3,1:00.0,,J. Crawford makes free throw 1 of 2,66,79
368,3,1:00.0,,J. Crawford makes free throw 2 of 2,66,80
369,3,0:52.0,Shooting block foul by M. Speights (drawn by B. Knight),,66,80
370,3,0:52.0,B. Knight makes free throw 1 of 2,,67,80
371,3,0:52.0,B. Knight makes free throw 2 of 2,,68,80
372,3,0:39.0,,R. Felton misses 2-pt jump shot from 16 ft,68,80
373,3,0:37.0,Defensive rebound by A. Len,,68,80
374,3,0:28.0,Turnover by B. Knight (lost ball; steal by M. Speights),,68,80
375,3,0:06.0,,J. Crawford makes 2-pt jump shot from 20 ft,68,82
376,3,0:00.0,T. Ulis makes 2-pt jump shot from 4 ft,,70,82
377,4,11:35.0,L. Barbosa makes 2-pt jump shot from 12 ft,,72,82
378,4,11:10.0,,J. Crawford misses 2-pt jump shot from 16 ft,72,82
379,4,11:10.0,,Offensive rebound by Team,72,82
380,4,10:59.0,,W. Johnson makes 3-pt jump shot from 25 ft (assist by A. Rivers),72,85
381,4,10:42.0,A. Len misses 2-pt jump shot from 8 ft,,72,85
382,4,10:41.0,,Defensive rebound by W. Johnson,72,85
383,4,10:35.0,,Turnover by A. Rivers (lost ball; steal by L. Barbosa),72,85
384,4,10:30.0,L. Barbosa makes 2-pt jump shot from 17 ft (assist by D. Bender),,74,85
385,4,10:16.0,,Personal foul by P. Tucker (drawn by A. Rivers),74,85
386,4,10:10.0,,A. Rivers misses 2-pt layup from 3 ft,74,85
387,4,10:10.0,,Offensive rebound by M. Speights,74,85
388,4,10:10.0,,Shooting foul by A. Len (drawn by M. Speights),74,85
