,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PHOENIX_ACTION,MINNESOTA_SCORE,PHOENIX_SCORE
0,1,11:39.0,Z. LaVine misses 3-pt jump shot from 24 ft,,0,0
1,1,11:39.0,Offensive rebound by Z. LaVine,,0,0
2,1,11:35.0,Z. LaVine makes 2-pt layup from 2 ft,,2,0
3,1,11:22.0,,D. Booker makes 2-pt jump shot from 19 ft,2,2
4,1,11:07.0,G. Dieng makes 3-pt jump shot from 23 ft (assist by A. Wiggins),,5,2
5,1,10:59.0,,M. Chriss misses 2-pt jump shot from 16 ft,5,2
6,1,10:59.0,Defensive rebound by G. Dieng,,5,2
7,1,10:45.0,A. Wiggins misses 2-pt jump shot from 10 ft,,5,2
8,1,10:44.0,,Defensive rebound by M. Chriss,5,2
9,1,10:35.0,,Personal foul by Z. LaVine (drawn by B. Knight),5,2
10,1,10:28.0,,B. Knight makes 2-pt jump shot from 18 ft,5,4
11,1,10:16.0,Offensive foul by G. Dieng (drawn by D. Booker),,5,4
12,1,10:16.0,Turnover by G. Dieng (offensive foul),,5,4
13,1,10:08.0,,Turnover by E. Bledsoe (bad pass; steal by R. Rubio),5,4
14,1,10:08.0,Clear path foul by B. Knight,,5,4
15,1,10:08.0,R. Rubio makes clear path free throw 1 of 2,,6,4
16,1,10:08.0,R. Rubio makes clear path free throw 2 of 2,,7,4
17,1,10:00.0,A. Wiggins makes 2-pt jump shot from 17 ft (assist by R. Rubio),,9,4
18,1,9:46.0,,B. Knight makes 2-pt jump shot from 10 ft (assist by M. Chriss),9,6
19,1,9:22.0,K. Towns misses 3-pt jump shot from 27 ft,,9,6
20,1,9:22.0,,Defensive rebound by B. Knight,9,6
21,1,9:12.0,,Offensive foul by A. Len (drawn by A. Wiggins),9,6
22,1,9:12.0,,Turnover by A. Len (offensive foul),9,6
23,1,9:02.0,A. Wiggins makes 2-pt jump shot from 22 ft,,11,6
24,1,8:47.0,,B. Knight misses 3-pt jump shot from 24 ft,11,6
25,1,8:46.0,Defensive rebound by K. Towns,,11,6
26,1,8:35.0,Turnover by R. Rubio (bad pass; steal by M. Chriss),,11,6
27,1,8:29.0,,A. Len makes 2-pt dunk from 2 ft (assist by E. Bledsoe),11,8
28,1,8:11.0,Z. LaVine misses 2-pt layup from 3 ft (block by A. Len),,11,8
29,1,8:11.0,,Defensive rebound by A. Len,11,8
30,1,8:03.0,,B. Knight makes 2-pt layup from 2 ft,11,10
31,1,7:49.0,Personal foul by M. Chriss (drawn by K. Towns),,11,10
32,1,7:41.0,Turnover by A. Wiggins (bad pass; steal by B. Knight),,11,10
33,1,7:33.0,,B. Knight misses 3-pt jump shot from 24 ft,11,10
34,1,7:33.0,Defensive rebound by K. Towns,,11,10
35,1,7:20.0,R. Rubio misses 2-pt jump shot from 22 ft,,11,10
36,1,7:20.0,Offensive rebound by K. Towns,,11,10
37,1,7:18.0,Turnover by K. Towns (bad pass; steal by E. Bledsoe),,11,10
38,1,7:14.0,,B. Knight makes 2-pt dunk from 1 ft (assist by E. Bledsoe),11,12
39,1,6:52.0,R. Rubio makes 2-pt jump shot from 6 ft (assist by K. Towns),,13,12
40,1,6:40.0,Violation by G. Dieng (kicked ball),,13,12
41,1,6:34.0,,D. Booker makes 2-pt jump shot from 19 ft (assist by E. Bledsoe),13,14
42,1,6:23.0,Z. LaVine makes 2-pt dunk at rim,,15,14
43,1,6:18.0,,Turnover by A. Len (bad pass; steal by R. Rubio),15,14
44,1,6:18.0,Personal foul by B. Knight (drawn by R. Rubio),,15,14
45,1,6:05.0,Z. LaVine misses 2-pt jump shot from 20 ft,,15,14
46,1,6:03.0,,Defensive rebound by A. Len,15,14
47,1,5:58.0,,M. Chriss misses 2-pt dunk at rim,15,14
48,1,5:58.0,Defensive rebound by Team,,15,14
49,1,5:58.0,,Phoenix full timeout,15,14
50,1,5:58.0,,P. Tucker enters the game for B. Knight,15,14
51,1,5:44.0,K. Towns misses 3-pt jump shot from 23 ft,,15,14
52,1,5:43.0,,Defensive rebound by A. Len,15,14
53,1,5:26.0,,Turnover by D. Booker (lost ball; steal by R. Rubio),15,14
54,1,5:21.0,R. Rubio makes 2-pt layup from 1 ft (assist by K. Towns),,17,14
55,1,4:54.0,,E. Bledsoe misses 2-pt jump shot from 7 ft,17,14
56,1,4:54.0,,Offensive rebound by Team,17,14
57,1,4:54.0,,Turnover by Team (shot clock),17,14
58,1,4:40.0,K. Towns makes 2-pt hook shot from 7 ft,,19,14
59,1,4:23.0,,A. Len makes 2-pt layup from 2 ft (assist by D. Booker),19,16
60,1,4:07.0,A. Wiggins misses 2-pt jump shot from 20 ft,,19,16
61,1,4:06.0,Offensive rebound by K. Towns,,19,16
62,1,4:01.0,Turnover by K. Towns (bad pass; steal by E. Bledsoe),,19,16
63,1,3:55.0,,M. Chriss makes 2-pt dunk from 1 ft (assist by E. Bledsoe),19,18
64,1,3:38.0,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),,21,18
65,1,3:24.0,,Phoenix full timeout,21,18
66,1,3:24.0,,J. Dudley enters the game for M. Chriss,21,18
67,1,3:24.0,,T. Chandler enters the game for A. Len,21,18
68,1,3:24.0,B. Rush enters the game for Z. LaVine,,21,18
69,1,3:14.0,,E. Bledsoe makes 3-pt jump shot from 24 ft,21,21
70,1,2:58.0,K. Towns makes 2-pt jump shot from 19 ft (assist by B. Rush),,23,21
71,1,2:50.0,,Turnover by D. Booker (bad pass; steal by G. Dieng),23,21
72,1,2:29.0,A. Wiggins misses 2-pt jump shot from 19 ft,,23,21
73,1,2:27.0,,Defensive rebound by J. Dudley,23,21
74,1,2:21.0,,T. Chandler makes 2-pt dunk at rim (assist by E. Bledsoe),23,23
75,1,1:59.0,Personal foul by P. Tucker (drawn by A. Wiggins),,23,23
76,1,1:59.0,Minnesota full timeout,,23,23
77,1,1:59.0,,T. Ulis enters the game for E. Bledsoe,23,23
78,1,1:59.0,C. Aldrich enters the game for G. Dieng,,23,23
79,1,1:49.0,Turnover by R. Rubio (lost ball; steal by T. Ulis),,23,23
80,1,1:39.0,,D. Booker misses 3-pt jump shot from 28 ft,23,23
81,1,1:38.0,,Offensive rebound by T. Chandler,23,23
82,1,1:34.0,,J. Dudley misses 3-pt jump shot from 25 ft,23,23
83,1,1:34.0,Defensive rebound by A. Wiggins,,23,23
84,1,1:18.0,Personal foul by T. Chandler (drawn by A. Wiggins),,23,23
85,1,1:18.0,A. Wiggins makes free throw 1 of 2,,24,23
86,1,1:18.0,,Technical foul by Team,24,23
87,1,1:18.0,A. Wiggins makes technical free throw,,25,23
88,1,1:18.0,K. Dunn enters the game for R. Rubio,,24,23
89,1,1:18.0,A. Wiggins makes free throw 2 of 2,,26,23
90,1,1:05.0,,Personal foul by K. Dunn (drawn by T. Ulis),26,23
91,1,1:00.0,,Personal foul by A. Wiggins (drawn by D. Booker),26,23
92,1,1:00.0,,D. Booker makes free throw 1 of 2,26,24
93,1,1:00.0,,D. Booker makes free throw 2 of 2,26,25
94,1,0:44.0,A. Wiggins misses 2-pt jump shot from 22 ft,,26,25
95,1,0:43.0,Offensive rebound by C. Aldrich,,26,25
96,1,0:32.0,K. Towns misses 2-pt hook shot from 12 ft,,26,25
97,1,0:31.0,Offensive rebound by C. Aldrich,,26,25
98,1,0:29.0,K. Towns makes 3-pt jump shot from 23 ft (assist by C. Aldrich),,29,25
99,1,0:25.0,,D. Booker misses 2-pt jump shot from 7 ft,29,25
100,1,0:24.0,,Offensive rebound by T. Chandler,29,25
101,1,0:22.0,,T. Chandler makes 2-pt dunk at rim,29,27
102,1,0:00.0,K. Towns misses 2-pt jump shot from 20 ft,,29,27
103,1,0:00.0,Offensive rebound by Team,,29,27
104,2,11:54.0,Violation by K. Dunn (kicked ball),,29,27
105,2,11:40.0,,Turnover by T. Ulis (bad pass; steal by B. Rush),29,27
106,2,11:15.0,K. Towns misses 3-pt jump shot from 25 ft,,29,27
107,2,11:15.0,,Defensive rebound by J. Dudley,29,27
108,2,11:02.0,,J. Dudley misses 2-pt jump shot from 20 ft,29,27
109,2,11:02.0,Defensive rebound by K. Towns,,29,27
110,2,10:41.0,K. Towns misses 2-pt jump shot from 12 ft,,29,27
111,2,10:39.0,,Defensive rebound by L. Barbosa,29,27
112,2,10:26.0,,T. Ulis misses 3-pt jump shot from 28 ft (block by K. Dunn),29,27
113,2,10:25.0,Defensive rebound by Team,,29,27
114,2,10:25.0,S. Muhammad enters the game for A. Wiggins,,29,27
115,2,10:25.0,N. Bjelica enters the game for K. Towns,,29,27
116,2,10:13.0,Shooting foul by T. Chandler (drawn by C. Aldrich),,29,27
117,2,10:13.0,C. Aldrich makes free throw 1 of 2,,30,27
118,2,10:13.0,Z. LaVine enters the game for B. Rush,,30,27
