,QUARTER,TIME_REMAINING,INDIANA_ACTION,CHICAGO_ACTION,INDIANA_SCORE,CHICAGO_SCORE
0,1,11:38.0,,J. Butler misses 3-pt jump shot from 25 ft,0,0
1,1,11:37.0,,Offensive rebound by D. Wade,0,0
2,1,11:37.0,,D. Wade misses 2-pt dunk at rim,0,0
3,1,11:36.0,Defensive rebound by J. Teague,,0,0
4,1,11:32.0,J. Teague misses 2-pt jump shot from 10 ft,,0,0
5,1,11:30.0,,Defensive rebound by R. Lopez,0,0
6,1,11:10.0,,T. Gibson misses 2-pt jump shot from 12 ft,0,0
7,1,11:09.0,Defensive rebound by T. Young,,0,0
8,1,11:06.0,Turnover by J. Teague (lost ball; steal by R. Rondo),,0,0
9,1,11:01.0,,R. Lopez misses 2-pt dunk at rim (block by M. Turner),0,0
10,1,10:59.0,,Offensive rebound by R. Lopez,0,0
11,1,10:56.0,,R. Rondo misses 2-pt layup from 3 ft,0,0
12,1,10:54.0,,Offensive rebound by J. Butler,0,0
13,1,10:54.0,,J. Butler makes 2-pt layup from 3 ft,0,2
14,1,10:38.0,M. Turner makes 2-pt jump shot from 22 ft (assist by J. Teague),,2,2
15,1,10:10.0,,R. Rondo misses 3-pt jump shot from 25 ft,2,2
16,1,10:09.0,Defensive rebound by M. Ellis,,2,2
17,1,10:01.0,P. George misses 2-pt jump shot from 20 ft,,2,2
18,1,10:00.0,,Defensive rebound by R. Rondo,2,2
19,1,9:51.0,,R. Lopez makes 2-pt dunk at rim (assist by R. Rondo),2,4
20,1,9:30.0,P. George makes 2-pt jump shot from 4 ft (assist by T. Young),,4,4
21,1,9:13.0,,R. Rondo misses 3-pt jump shot from 24 ft,4,4
22,1,9:11.0,,Offensive rebound by J. Butler,4,4
23,1,8:57.0,,R. Lopez misses 2-pt layup from 3 ft (block by M. Turner),4,4
24,1,8:56.0,Defensive rebound by M. Turner,,4,4
25,1,8:52.0,Turnover by M. Ellis (bad pass),,4,4
26,1,8:40.0,,D. Wade makes 2-pt jump shot from 16 ft,4,6
27,1,8:34.0,Personal foul by D. Wade (drawn by M. Turner),,4,6
28,1,8:25.0,M. Turner makes 2-pt layup from 2 ft (assist by M. Ellis),,6,6
29,1,8:25.0,Shooting foul by R. Lopez (drawn by M. Turner),,6,6
30,1,8:25.0,M. Turner makes free throw 1 of 1,,7,6
31,1,8:12.0,,R. Lopez makes 2-pt hook shot from 7 ft (assist by R. Rondo),7,8
32,1,7:58.0,M. Turner misses 2-pt jump shot from 13 ft,,7,8
33,1,7:56.0,,Defensive rebound by R. Rondo,7,8
34,1,7:50.0,,R. Lopez makes 2-pt jump shot from 16 ft (assist by T. Gibson),7,10
35,1,7:44.0,T. Young makes 2-pt layup from 3 ft,,9,10
36,1,7:29.0,,T. Gibson misses 2-pt jump shot from 18 ft,9,10
37,1,7:28.0,Defensive rebound by T. Young,,9,10
38,1,7:12.0,P. George makes 3-pt jump shot from 25 ft (assist by J. Teague),,12,10
39,1,6:55.0,,D. Wade makes 2-pt jump shot from 15 ft,12,12
40,1,6:44.0,M. Turner misses 2-pt jump shot from 21 ft,,12,12
41,1,6:43.0,,Defensive rebound by J. Butler,12,12
42,1,6:30.0,,T. Gibson makes 2-pt jump shot from 6 ft (assist by R. Lopez),12,14
43,1,6:16.0,P. George makes 2-pt jump shot from 14 ft (assist by M. Turner),,14,14
44,1,5:55.0,,T. Gibson makes 2-pt jump shot from 12 ft (assist by J. Butler),14,16
45,1,5:37.0,M. Turner misses 2-pt layup from 3 ft,,14,16
46,1,5:36.0,,Defensive rebound by D. Wade,14,16
47,1,5:30.0,,D. Wade misses 2-pt layup from 1 ft (block by M. Turner),14,16
48,1,5:30.0,,Offensive rebound by Team,14,16
49,1,5:30.0,,Chicago full timeout,14,16
50,1,5:30.0,,D. McDermott enters the game for D. Wade,14,16
51,1,5:22.0,,J. Butler misses 2-pt jump shot from 17 ft,14,16
52,1,5:21.0,Defensive rebound by J. Teague,,14,16
53,1,5:17.0,J. Teague misses 2-pt jump shot from 4 ft (block by D. McDermott),,14,16
54,1,5:17.0,Offensive rebound by Team,,14,16
55,1,5:13.0,Personal foul by D. McDermott (drawn by M. Ellis),,14,16
56,1,5:01.0,Turnover by T. Young (bad pass),,14,16
57,1,4:49.0,,T. Gibson misses 2-pt jump shot from 10 ft,14,16
58,1,4:49.0,Defensive rebound by Team,,14,16
59,1,4:49.0,,Loose ball foul by R. Lopez (drawn by M. Turner),14,16
60,1,4:49.0,,N. Mirotić enters the game for R. Lopez,14,16
61,1,4:34.0,P. George makes 2-pt layup from 2 ft (assist by J. Teague),,16,16
62,1,4:21.0,,D. McDermott makes 2-pt jump shot from 12 ft (assist by R. Rondo),16,18
63,1,4:05.0,M. Ellis misses 2-pt jump shot from 15 ft,,16,18
64,1,4:03.0,Offensive rebound by J. Teague,,16,18
65,1,3:57.0,J. Teague misses 3-pt jump shot from 25 ft,,16,18
66,1,3:56.0,,Defensive rebound by D. McDermott,16,18
67,1,3:54.0,C. Miles enters the game for M. Ellis,,16,18
68,1,3:44.0,,D. McDermott misses 2-pt dunk at rim,16,18
69,1,3:42.0,,Offensive rebound by R. Rondo,16,18
70,1,3:32.0,,J. Butler makes 2-pt jump shot from 4 ft (assist by N. Mirotić),16,20
71,1,3:25.0,Indiana full timeout,,16,20
72,1,3:25.0,A. Jefferson enters the game for M. Turner,,16,20
73,1,3:20.0,,Violation by N. Mirotić (kicked ball),16,20
74,1,3:07.0,A. Jefferson makes 2-pt hook shot from 6 ft,,18,20
75,1,2:44.0,,Turnover by R. Rondo (lost ball; steal by J. Teague),18,20
76,1,2:40.0,T. Young makes 2-pt layup from 1 ft (assist by J. Teague),,20,20
77,1,2:22.0,,N. Mirotić misses 2-pt jump shot from 20 ft,20,20
78,1,2:20.0,Defensive rebound by A. Jefferson,,20,20
79,1,1:58.0,J. Teague misses 2-pt jump shot from 14 ft,,20,20
80,1,1:57.0,,Defensive rebound by T. Gibson,20,20
81,1,1:44.0,,T. Gibson makes 2-pt dunk at rim (assist by R. Rondo),20,22
82,1,1:21.0,P. George misses 3-pt jump shot from 25 ft,,20,22
83,1,1:20.0,,Defensive rebound by T. Gibson,20,22
84,1,1:02.0,,D. McDermott misses 2-pt jump shot from 15 ft,20,22
85,1,1:01.0,Defensive rebound by T. Young,,20,22
86,1,0:50.0,C. Miles misses 2-pt jump shot from 13 ft,,20,22
87,1,0:47.0,,Defensive rebound by T. Gibson,20,22
88,1,0:42.0,,J. Butler makes 2-pt dunk at rim (assist by R. Rondo),20,24
89,1,0:25.0,C. Miles misses 2-pt jump shot from 21 ft,,20,24
90,1,0:23.0,Offensive rebound by T. Young,,20,24
91,1,0:20.0,C. Miles misses 2-pt layup from 4 ft (block by N. Mirotić),,20,24
92,1,0:18.0,,Defensive rebound by T. Gibson,20,24
93,1,0:02.0,,D. McDermott misses 3-pt jump shot from 24 ft,20,24
94,1,0:01.0,Defensive rebound by T. Young,,20,24
95,1,0:00.0,T. Young misses 3-pt jump shot from 66 ft,,20,24
96,1,0:00.0,Offensive rebound by Team,,20,24
97,2,12:00.0,Personal foul by D. McDermott (drawn by G. Robinson),,20,24
98,2,11:38.0,L. Allen misses 2-pt hook shot from 8 ft,,20,24
99,2,11:37.0,,Defensive rebound by C. Felício,20,24
100,2,11:17.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),20,27
101,2,10:54.0,Personal foul by C. Felício (drawn by J. Young),,20,27
102,2,10:44.0,G. Robinson makes 2-pt jump shot from 23 ft (assist by L. Allen),,22,27
103,2,10:26.0,,D. McDermott misses 2-pt jump shot from 6 ft,22,27
