,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,ORLANDO_ACTION,LA LAKERS_SCORE,ORLANDO_SCORE
385,4,6:24.0,T. Mozgov misses 2-pt layup from 2 ft,,82,94
386,4,6:24.0,Offensive rebound by T. Mozgov,,82,94
387,4,6:24.0,Turnover by Team (shot clock),,82,94
388,4,6:24.0,D. Russell enters the game for L. Williams,,82,94
389,4,6:24.0,,Orlando full timeout,82,94
390,4,6:09.0,,N. Vučević makes 2-pt jump shot from 12 ft,82,96
391,4,5:45.0,J. Clarkson misses 3-pt jump shot from 25 ft,,82,96
392,4,5:43.0,,Defensive rebound by J. Meeks,82,96
393,4,5:35.0,,C. Watson makes 3-pt jump shot from 25 ft (assist by E. Payton),82,99
394,4,5:35.0,LA Lakers full timeout,,82,99
395,4,5:35.0,L. Williams enters the game for B. Ingram,,82,99
396,4,5:35.0,N. Young enters the game for T. Mozgov,,82,99
397,4,5:23.0,Turnover by J. Clarkson (offensive foul),,82,99
398,4,5:23.0,,Offensive charge foul by J. Clarkson (drawn by C. Watson),82,99
399,4,5:14.0,,N. Vučević makes 2-pt hook shot from 7 ft (assist by C. Watson),82,101
400,4,4:58.0,L. Deng misses 2-pt jump shot from 23 ft,,82,101
401,4,4:57.0,,Defensive rebound by S. Ibaka,82,101
402,4,4:49.0,,C. Watson misses 3-pt jump shot from 25 ft,82,101
403,4,4:48.0,Defensive rebound by L. Deng,,82,101
404,4,4:39.0,L. Williams makes 2-pt layup from 3 ft,,84,101
405,4,4:29.0,,J. Meeks misses 2-pt jump shot from 15 ft,84,101
406,4,4:25.0,Defensive rebound by L. Williams,,84,101
407,4,4:22.0,Shooting block foul by N. Vučević (drawn by L. Deng),,84,101
408,4,4:22.0,L. Deng makes free throw 1 of 2,,85,101
409,4,4:22.0,,D. Augustin enters the game for J. Meeks,85,101
410,4,4:22.0,L. Deng makes free throw 2 of 2,,86,101
411,4,4:01.0,,E. Payton misses 3-pt jump shot from 25 ft,86,101
412,4,4:00.0,Defensive rebound by L. Williams,,86,101
413,4,3:53.0,L. Williams misses 2-pt jump shot from 7 ft,,86,101
414,4,3:49.0,,Defensive rebound by N. Vučević,86,101
415,4,3:45.0,,S. Ibaka makes 2-pt dunk at rim (assist by N. Vučević),86,103
416,4,3:34.0,N. Young misses 3-pt jump shot from 25 ft,,86,103
417,4,3:32.0,,Defensive rebound by N. Vučević,86,103
418,4,3:29.0,,S. Ibaka makes 2-pt layup from 1 ft (assist by E. Payton),86,105
419,4,3:19.0,Shooting foul by C. Watson (drawn by L. Williams),,86,105
420,4,3:19.0,L. Williams makes free throw 1 of 2,,87,105
421,4,3:19.0,L. Williams makes free throw 2 of 2,,88,105
422,4,3:05.0,,E. Payton misses 2-pt layup from 3 ft (block by D. Russell),88,105
423,4,3:05.0,,Offensive rebound by Team,88,105
424,4,2:58.0,,C. Watson makes 2-pt layup from 1 ft (assist by S. Ibaka),88,107
425,4,2:43.0,Turnover by J. Clarkson (bad pass),,88,107
426,4,2:43.0,,Orlando full timeout,88,107
427,4,2:43.0,B. Ingram enters the game for L. Deng,,88,107
428,4,2:43.0,I. Zubac enters the game for N. Young,,88,107
429,4,2:43.0,M. Huertas enters the game for J. Clarkson,,88,107
430,4,2:43.0,T. Robinson enters the game for L. Williams,,88,107
431,4,2:43.0,,C. Wilcox enters the game for S. Ibaka,88,107
432,4,2:43.0,,D. Rudež enters the game for D. Augustin,88,107
433,4,2:43.0,,S. Zimmerman enters the game for E. Payton,88,107
434,4,2:28.0,,N. Vučević makes 2-pt layup from 2 ft,88,109
435,4,2:06.0,D. Russell misses 2-pt jump shot from 9 ft,,88,109
436,4,2:04.0,,Defensive rebound by N. Vučević,88,109
437,4,1:49.0,,N. Vučević misses 2-pt hook shot from 8 ft,88,109
438,4,1:48.0,Defensive rebound by T. Robinson,,88,109
439,4,1:41.0,Personal foul by C. Wilcox,,88,109
440,4,1:41.0,,M. Hezonja enters the game for N. Vučević,88,109
441,4,1:29.0,Turnover by M. Huertas (bad pass; steal by S. Zimmerman),,88,109
442,4,1:23.0,,C. Wilcox misses 3-pt jump shot from 26 ft,88,109
443,4,1:21.0,Defensive rebound by M. Huertas,,88,109
444,4,1:16.0,M. Huertas misses 3-pt jump shot from 25 ft,,88,109
445,4,1:14.0,,Defensive rebound by C. Wilcox,88,109
446,4,0:56.0,,Turnover by D. Rudež (bad pass),88,109
447,4,0:45.0,Shooting foul by S. Zimmerman (drawn by I. Zubac),,88,109
448,4,0:45.0,I. Zubac makes free throw 1 of 2,,89,109
449,4,0:45.0,M. World Peace enters the game for T. Robinson,,88,109
450,4,0:45.0,I. Zubac makes free throw 2 of 2,,90,109
451,4,0:31.0,,S. Zimmerman misses 2-pt jump shot from 18 ft,90,109
452,4,0:29.0,Defensive rebound by I. Zubac,,90,109
453,4,0:24.0,D. Russell misses 3-pt jump shot from 25 ft,,90,109
454,4,0:21.0,,Defensive rebound by S. Zimmerman,90,109
