,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,SACRAMENTO_ACTION,WASHINGTON_SCORE,SACRAMENTO_SCORE
379,4,6:19.0,Defensive rebound by Team,,98,105
380,4,6:19.0,,A. Afflalo enters the game for B. McLemore,98,105
381,4,5:55.0,J. Wall makes 2-pt layup from 3 ft,,100,105
382,4,5:37.0,,G. Temple misses 2-pt jump shot from 18 ft,100,105
383,4,5:37.0,Defensive rebound by J. Wall,,100,105
384,4,5:16.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),,103,105
385,4,5:09.0,,Sacramento full timeout,103,105
386,4,5:09.0,O. Porter enters the game for B. Bogdanović,,103,105
387,4,5:09.0,,B. Hield enters the game for G. Temple,103,105
388,4,5:09.0,,D. Collison enters the game for T. Lawson,103,105
389,4,4:49.0,,D. Collison misses 2-pt jump shot from 21 ft,103,105
390,4,4:47.0,Defensive rebound by J. Smith,,103,105
391,4,4:47.0,Personal foul by A. Tolliver (drawn by J. Smith),,103,105
392,4,4:29.0,J. Wall misses 2-pt jump shot from 15 ft,,103,105
393,4,4:28.0,,Defensive rebound by B. Hield,103,105
394,4,4:23.0,,Turnover by B. Hield (lost ball; steal by B. Beal),103,105
395,4,4:18.0,B. Beal makes 2-pt layup from 2 ft (assist by J. Wall),,105,105
396,4,3:54.0,,Shooting foul by J. Smith (drawn by D. Collison),105,105
397,4,3:54.0,,D. Collison makes free throw 1 of 2,105,106
398,4,3:54.0,,D. Collison makes free throw 2 of 2,105,107
399,4,3:37.0,I. Mahinmi makes 2-pt hook shot from 8 ft (assist by J. Smith),,107,107
400,4,3:15.0,,B. Hield misses 3-pt jump shot from 25 ft (block by J. Smith),107,107
401,4,3:14.0,,Offensive rebound by B. Hield,107,107
402,4,3:12.0,,B. Hield misses 2-pt jump shot from 8 ft (block by I. Mahinmi),107,107
403,4,3:11.0,Defensive rebound by J. Wall,,107,107
404,4,2:59.0,B. Beal makes 2-pt layup from 3 ft,,109,107
405,4,2:35.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Collison),109,109
406,4,2:19.0,Personal block foul by A. Tolliver (drawn by J. Wall),,109,109
407,4,2:19.0,Washington full timeout,,109,109
408,4,2:19.0,B. Bogdanović enters the game for J. Smith,,109,109
409,4,2:14.0,B. Beal misses 2-pt jump shot from 12 ft,,109,109
410,4,2:14.0,Offensive rebound by Team,,109,109
411,4,2:14.0,,Loose ball foul by D. Collison (drawn by I. Mahinmi),109,109
412,4,2:14.0,I. Mahinmi misses free throw 1 of 2,,109,109
413,4,2:14.0,Offensive rebound by Team,,109,109
414,4,2:14.0,I. Mahinmi makes free throw 2 of 2,,110,109
415,4,2:06.0,,Shooting foul by I. Mahinmi (drawn by W. Cauley-Stein),110,109
416,4,2:06.0,,W. Cauley-Stein misses free throw 1 of 2,110,109
417,4,2:06.0,,Offensive rebound by Team,110,109
418,4,2:06.0,,G. Temple enters the game for A. Tolliver,110,109
419,4,2:06.0,,W. Cauley-Stein makes free throw 2 of 2,110,110
420,4,1:46.0,J. Wall misses 2-pt jump shot from 20 ft,,110,110
421,4,1:45.0,,Defensive rebound by W. Cauley-Stein,110,110
422,4,1:32.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Collison),110,112
423,4,1:17.0,B. Beal makes 2-pt jump shot from 15 ft (assist by J. Wall),,112,112
424,4,1:00.0,,A. Afflalo misses 2-pt jump shot from 23 ft,112,112
425,4,1:00.0,Defensive rebound by J. Wall,,112,112
426,4,0:53.0,Washington full timeout,,112,112
427,4,0:38.0,B. Beal makes 2-pt jump shot from 19 ft,,114,112
428,4,0:32.0,,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by D. Collison),114,114
429,4,0:20.0,J. Wall makes 2-pt jump shot from 13 ft,,116,114
430,4,0:20.0,,Sacramento full timeout,116,114
431,4,0:20.0,M. Morris enters the game for I. Mahinmi,,116,114
432,4,0:20.0,K. Oubre enters the game for B. Bogdanović,,116,114
433,4,0:16.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Collison),116,116
434,4,0:16.0,Washington full timeout,,116,116
435,4,0:16.0,B. Bogdanović enters the game for K. Oubre,,116,116
436,4,0:16.0,,B. McLemore enters the game for D. Collison,116,116
437,4,0:00.0,J. Wall misses 2-pt jump shot from 16 ft,,116,116
438,4,0:00.0,Offensive rebound by Team,,116,116
439,1OT,4:41.0,,A. Afflalo makes 2-pt jump shot from 15 ft,116,118
440,1OT,4:22.0,B. Bogdanović makes 2-pt jump shot from 14 ft,,118,118
441,1OT,4:01.0,,A. Afflalo makes 2-pt layup from 2 ft,118,120
442,1OT,3:41.0,O. Porter misses 2-pt jump shot from 14 ft,,118,120
443,1OT,3:41.0,,Defensive rebound by A. Afflalo,118,120
444,1OT,3:18.0,,D. Collison misses 3-pt jump shot from 26 ft,118,120
445,1OT,3:18.0,Defensive rebound by O. Porter,,118,120
446,1OT,3:02.0,J. Wall makes 3-pt jump shot from 26 ft (assist by B. Beal),,121,120
447,1OT,2:42.0,,Shooting block foul by M. Morris (drawn by A. Afflalo),121,120
448,1OT,2:42.0,,A. Afflalo makes free throw 1 of 2,121,121
449,1OT,2:42.0,,A. Afflalo makes free throw 2 of 2,121,122
450,1OT,2:23.0,B. Beal makes 3-pt jump shot from 24 ft (assist by M. Morris),,124,122
451,1OT,2:00.0,,A. Afflalo misses 2-pt jump shot from 17 ft,124,122
452,1OT,1:59.0,Defensive rebound by J. Wall,,124,122
453,1OT,1:38.0,B. Bogdanović misses 2-pt jump shot from 21 ft,,124,122
454,1OT,1:37.0,Offensive rebound by O. Porter,,124,122
455,1OT,1:37.0,Turnover by Team (shot clock),,124,122
456,1OT,1:22.0,,A. Afflalo misses 2-pt jump shot from 11 ft,124,122
457,1OT,1:21.0,Defensive rebound by O. Porter,,124,122
458,1OT,1:08.0,M. Morris makes 2-pt dunk at rim (assist by J. Wall),,126,122
459,1OT,0:53.0,,B. Hield misses 2-pt layup from 3 ft (block by O. Porter),126,122
460,1OT,0:50.0,Defensive rebound by M. Morris,,126,122
461,1OT,0:35.0,Washington full timeout,,126,122
462,1OT,0:30.0,B. Beal misses 2-pt jump shot from 20 ft,,126,122
463,1OT,0:30.0,Offensive rebound by Team,,126,122
464,1OT,0:29.0,Turnover by Team (shot clock),,126,122
465,1OT,0:21.0,,D. Collison misses 2-pt layup from 3 ft,126,122
466,1OT,0:20.0,Defensive rebound by B. Beal,,126,122
467,1OT,0:18.0,Personal foul by D. Collison (drawn by B. Beal),,126,122
468,1OT,0:18.0,Personal foul by G. Temple (drawn by B. Beal),,126,122
469,1OT,0:18.0,B. Beal makes free throw 1 of 2,,127,122
470,1OT,0:18.0,,K. Koufos enters the game for G. Temple,127,122
471,1OT,0:18.0,,G. Temple enters the game for K. Koufos,128,122
472,1OT,0:18.0,K. Oubre enters the game for B. Bogdanović,,128,122
473,1OT,0:18.0,B. Beal makes free throw 2 of 2,,128,122
474,1OT,0:18.0,,Sacramento full timeout,128,122
475,1OT,0:11.0,,D. Collison misses 3-pt jump shot from 25 ft,128,122
476,1OT,0:10.0,Defensive rebound by M. Morris,,128,122
477,1OT,0:09.0,Personal foul by B. Hield (drawn by M. Morris),,128,122
478,1OT,0:09.0,M. Morris makes free throw 1 of 2,,129,122
479,1OT,0:09.0,M. Morris makes free throw 2 of 2,,130,122
480,1OT,0:05.0,,Turnover by D. Collison (lost ball),130,122
