,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,HOUSTON_ACTION,GOLDEN STATE_SCORE,HOUSTON_SCORE
0,1,11:44.0,,M. Harrell makes 2-pt layup from 1 ft (assist by J. Harden),0,2
1,1,11:25.0,S. Curry misses 3-pt jump shot from 26 ft,,0,2
2,1,11:25.0,,Defensive rebound by Team,0,2
3,1,11:16.0,,T. Ariza misses 3-pt jump shot from 25 ft,0,2
4,1,11:15.0,,Offensive rebound by P. Beverley,0,2
5,1,11:10.0,,M. Harrell misses 2-pt jump shot from 9 ft,0,2
6,1,11:09.0,Defensive rebound by Z. Pachulia,,0,2
7,1,11:01.0,K. Durant makes 2-pt jump shot from 20 ft (assist by D. Green),,2,2
8,1,10:51.0,,P. Beverley makes 2-pt layup from 3 ft (assist by J. Harden),2,4
9,1,10:37.0,S. Curry makes 2-pt layup from 2 ft,,4,4
10,1,10:25.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),4,7
11,1,10:13.0,K. Thompson makes 2-pt jump shot from 20 ft (assist by Z. Pachulia),,6,7
12,1,9:52.0,Offensive charge foul by J. Harden (drawn by D. Green),,6,7
13,1,9:52.0,,Turnover by J. Harden (offensive foul),6,7
14,1,9:41.0,K. Thompson misses 3-pt jump shot from 25 ft,,6,7
15,1,9:39.0,,Defensive rebound by P. Beverley,6,7
16,1,9:31.0,,P. Beverley makes 3-pt jump shot from 25 ft (assist by J. Harden),6,10
17,1,9:16.0,K. Thompson misses 2-pt jump shot from 4 ft,,6,10
18,1,9:16.0,,Defensive rebound by Team,6,10
19,1,9:16.0,Loose ball foul by Z. Pachulia (drawn by R. Anderson),,6,10
20,1,8:56.0,,R. Anderson misses 3-pt jump shot from 23 ft,6,10
21,1,8:55.0,Defensive rebound by Z. Pachulia,,6,10
22,1,8:44.0,D. Green makes 3-pt jump shot from 25 ft (assist by K. Thompson),,9,10
23,1,8:21.0,,T. Ariza misses 3-pt jump shot from 24 ft,9,10
24,1,8:20.0,Defensive rebound by Z. Pachulia,,9,10
25,1,8:10.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by S. Curry),,11,10
26,1,8:02.0,,Turnover by J. Harden (lost ball; steal by Z. Pachulia),11,10
27,1,7:58.0,Shooting foul by M. Harrell (drawn by S. Curry),,11,10
28,1,7:58.0,S. Curry misses free throw 1 of 2,,11,10
29,1,7:58.0,Offensive rebound by Team,,11,10
30,1,7:58.0,S. Curry makes free throw 2 of 2,,12,10
31,1,7:44.0,,Turnover by T. Ariza (bad pass),12,10
32,1,7:30.0,Shooting foul by P. Beverley (drawn by Z. Pachulia),,12,10
