,QUARTER,TIME_REMAINING,DALLAS_ACTION,MEMPHIS_ACTION,DALLAS_SCORE,MEMPHIS_SCORE
0,1,11:49.0,N. Noel makes 2-pt jump shot from 17 ft (assist by Y. Ferrell),,2,0
1,1,11:24.0,,T. Allen misses 2-pt jump shot from 7 ft,2,0
2,1,11:22.0,,Offensive rebound by T. Allen,2,0
3,1,11:22.0,,T. Allen misses 2-pt layup at rim,2,0
4,1,11:20.0,Defensive rebound by D. Finney-Smith,,2,0
5,1,11:13.0,N. Noel misses 2-pt jump shot from 19 ft,,2,0
6,1,11:12.0,,Defensive rebound by V. Carter,2,0
7,1,11:03.0,,M. Gasol misses 2-pt jump shot from 15 ft,2,0
8,1,11:02.0,Defensive rebound by N. Noel,,2,0
9,1,10:37.0,N. Brussino misses 3-pt jump shot from 32 ft,,2,0
10,1,10:35.0,,Defensive rebound by J. Green,2,0
11,1,10:26.0,,M. Gasol misses 2-pt jump shot from 21 ft,2,0
12,1,10:26.0,,Offensive rebound by Team,2,0
13,1,10:24.0,,Personal foul by D. Powell (drawn by J. Green),2,0
14,1,10:18.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by M. Gasol),2,3
15,1,10:01.0,D. Finney-Smith misses 3-pt jump shot from 25 ft,,2,3
16,1,10:01.0,,Defensive rebound by Team,2,3
17,1,9:47.0,,V. Carter makes 3-pt jump shot from 25 ft,2,6
18,1,9:31.0,N. Brussino misses 3-pt jump shot from 25 ft,,2,6
19,1,9:31.0,,Defensive rebound by M. Gasol,2,6
20,1,9:16.0,,V. Carter misses 3-pt jump shot from 22 ft,2,6
21,1,9:16.0,Defensive rebound by N. Brussino,,2,6
22,1,8:56.0,Turnover by Y. Ferrell (bad pass; steal by M. Conley),,2,6
23,1,8:46.0,,M. Gasol misses 2-pt jump shot from 7 ft,2,6
24,1,8:43.0,Defensive rebound by D. Powell,,2,6
25,1,8:36.0,D. Powell makes 3-pt jump shot from 24 ft (assist by Y. Ferrell),,5,6
26,1,8:17.0,,T. Allen makes 2-pt layup at rim,5,8
27,1,7:53.0,Y. Ferrell misses 2-pt jump shot from 6 ft,,5,8
28,1,7:51.0,,Defensive rebound by M. Gasol,5,8
29,1,7:47.0,,Shooting foul by D. Finney-Smith (drawn by M. Gasol),5,8
30,1,7:47.0,,M. Gasol makes free throw 1 of 2,5,9
31,1,7:47.0,,M. Gasol makes free throw 2 of 2,5,10
32,1,7:38.0,Y. Ferrell misses 2-pt layup from 1 ft (block by M. Gasol),,5,10
33,1,7:36.0,Offensive rebound by N. Brussino,,5,10
34,1,7:31.0,N. Noel misses 2-pt layup from 1 ft,,5,10
35,1,7:29.0,,Defensive rebound by M. Gasol,5,10
36,1,7:20.0,,M. Gasol misses 2-pt jump shot from 5 ft (block by N. Noel),5,10
37,1,7:19.0,,Offensive rebound by T. Allen,5,10
38,1,7:19.0,,T. Allen makes 2-pt layup at rim,5,12
39,1,6:58.0,Y. Ferrell makes 3-pt jump shot from 24 ft,,8,12
40,1,6:46.0,,Personal foul by Y. Ferrell (drawn by J. Green),8,12
41,1,6:37.0,,M. Conley makes 2-pt layup from 1 ft,8,14
42,1,6:14.0,D. Finney-Smith misses 3-pt jump shot from 24 ft,,8,14
43,1,6:12.0,,Defensive rebound by J. Green,8,14
44,1,6:10.0,,Memphis full timeout,8,14
45,1,6:10.0,D. Harris enters the game for N. Brussino,,8,14
46,1,6:10.0,D. Liggins enters the game for Y. Ferrell,,8,14
47,1,6:10.0,,W. Selden enters the game for T. Allen,8,14
48,1,6:00.0,,M. Gasol makes 2-pt jump shot from 4 ft,8,16
49,1,5:47.0,D. Powell makes 3-pt jump shot from 26 ft (assist by D. Harris),,11,16
50,1,5:22.0,,M. Conley makes 2-pt jump shot from 21 ft (assist by M. Gasol),11,18
51,1,5:05.0,D. Powell misses 2-pt jump shot from 14 ft,,11,18
52,1,5:05.0,,Defensive rebound by M. Gasol,11,18
53,1,4:52.0,,M. Conley misses 2-pt jump shot from 13 ft,11,18
54,1,4:51.0,Defensive rebound by D. Finney-Smith,,11,18
55,1,4:42.0,D. Harris misses 3-pt jump shot from 24 ft,,11,18
56,1,4:40.0,,Defensive rebound by J. Green,11,18
57,1,4:19.0,,M. Gasol misses 2-pt jump shot from 8 ft,11,18
58,1,4:18.0,Defensive rebound by D. Harris,,11,18
59,1,4:11.0,D. Finney-Smith misses 2-pt jump shot from 11 ft,,11,18
60,1,4:08.0,,Defensive rebound by J. Green,11,18
61,1,3:58.0,,V. Carter misses 3-pt jump shot from 25 ft,11,18
62,1,3:58.0,Defensive rebound by N. Noel,,11,18
63,1,3:52.0,Dallas full timeout,,11,18
64,1,3:52.0,S. Mejri enters the game for D. Powell,,11,18
65,1,3:52.0,N. Brussino enters the game for N. Noel,,11,18
66,1,3:52.0,J. Uthoff enters the game for D. Finney-Smith,,11,18
67,1,3:52.0,,T. Daniels enters the game for V. Carter,11,18
68,1,3:52.0,,Z. Randolph enters the game for M. Gasol,11,18
69,1,3:52.0,,A. Harrison enters the game for M. Conley,11,18
70,1,3:35.0,D. Harris makes 2-pt jump shot from 18 ft,,13,18
71,1,3:29.0,,Turnover by T. Daniels (bad pass; steal by D. Liggins),13,18
72,1,3:26.0,Shooting foul by T. Daniels (drawn by D. Liggins),,13,18
73,1,3:26.0,D. Liggins makes 2-pt layup from 1 ft,,15,18
74,1,3:26.0,D. Liggins makes free throw 1 of 1,,16,18
75,1,3:11.0,,Z. Randolph makes 2-pt jump shot from 15 ft (assist by T. Daniels),16,20
76,1,2:51.0,N. Brussino misses 3-pt jump shot from 25 ft,,16,20
77,1,2:51.0,,Defensive rebound by A. Harrison,16,20
78,1,2:46.0,,Personal foul by N. Brussino (drawn by J. Green),16,20
79,1,2:38.0,,A. Harrison makes 2-pt layup at rim (assist by Z. Randolph),16,22
80,1,2:22.0,S. Mejri makes 2-pt layup from 1 ft (assist by D. Harris),,18,22
81,1,2:03.0,,Z. Randolph misses 2-pt jump shot from 20 ft,18,22
82,1,2:02.0,Defensive rebound by D. Liggins,,18,22
83,1,1:56.0,Turnover by N. Brussino (lost ball),,18,22
84,1,1:56.0,,B. Wright enters the game for J. Green,18,22
85,1,1:40.0,,T. Daniels misses 2-pt jump shot from 18 ft,18,22
86,1,1:36.0,,Offensive rebound by Z. Randolph,18,22
87,1,1:36.0,,Z. Randolph makes 2-pt layup at rim,18,24
88,1,1:15.0,D. Harris makes 2-pt layup from 1 ft,,20,24
89,1,1:00.0,,W. Selden misses 2-pt layup from 1 ft,20,24
90,1,0:55.0,Defensive rebound by D. Harris,,20,24
91,1,0:34.0,Shooting foul by W. Selden (drawn by D. Harris),,20,24
92,1,0:34.0,D. Harris makes free throw 1 of 2,,21,24
93,1,0:34.0,D. Harris makes free throw 2 of 2,,22,24
94,1,0:31.0,,Memphis full timeout,22,24
95,1,0:31.0,D. Finney-Smith enters the game for N. Brussino,,22,24
96,1,0:10.0,,Z. Randolph misses 2-pt jump shot from 21 ft,22,24
