,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CLEVELAND_ACTION,ATLANTA_SCORE,CLEVELAND_SCORE
50,1,5:07.0,M. Muscala misses 2-pt jump shot from 20 ft,,12,13
51,1,5:06.0,,Defensive rebound by K. Love,12,13
52,1,4:48.0,,C. Frye makes 2-pt hook shot from 7 ft (assist by J. Smith),12,15
53,1,4:36.0,T. Hardaway misses 3-pt jump shot from 31 ft,,12,15
54,1,4:35.0,,Defensive rebound by J. Smith,12,15
55,1,4:26.0,,K. Irving misses 3-pt jump shot from 24 ft,12,15
56,1,4:26.0,Defensive rebound by T. Prince,,12,15
57,1,4:10.0,E. İlyasova misses 3-pt jump shot from 25 ft,,12,15
58,1,4:09.0,Offensive rebound by M. Muscala,,12,15
59,1,4:04.0,T. Hardaway misses 3-pt jump shot from 24 ft,,12,15
60,1,4:04.0,,Defensive rebound by K. Love,12,15
61,1,4:00.0,,L. James makes 2-pt dunk at rim (assist by K. Love),12,17
62,1,3:40.0,Turnover by T. Prince (lost ball),,12,17
63,1,3:40.0,M. Dunleavy enters the game for T. Hardaway,,12,17
64,1,3:40.0,D. Bembry enters the game for T. Prince,,12,17
65,1,3:40.0,,R. Jefferson enters the game for C. Frye,12,17
66,1,3:30.0,,Personal foul by D. Bembry (drawn by L. James),12,17
67,1,3:30.0,R. Kelly enters the game for E. İlyasova,,12,17
68,1,3:15.0,,Turnover by Team (shot clock),12,17
69,1,3:02.0,M. Dunleavy makes 2-pt layup from 2 ft (assist by M. Delaney),,14,17
70,1,2:48.0,,J. Smith misses 3-pt jump shot from 26 ft,14,17
71,1,2:48.0,,Offensive rebound by Team,14,17
72,1,2:48.0,Loose ball foul by R. Kelly (drawn by K. Love),,14,17
73,1,2:48.0,,Cleveland full timeout,14,17
74,1,2:48.0,,D. Williams enters the game for L. James,14,17
75,1,2:48.0,,I. Shumpert enters the game for J. Smith,14,17
76,1,2:48.0,,Violation by Team (jump ball),14,17
77,1,2:41.0,,I. Shumpert misses 3-pt jump shot from 22 ft,14,17
78,1,2:41.0,Defensive rebound by M. Dunleavy,,14,17
79,1,2:18.0,M. Delaney makes 2-pt jump shot from 19 ft (assist by R. Kelly),,16,17
80,1,2:01.0,,Personal foul by M. Delaney (drawn by K. Irving),16,17
81,1,2:01.0,,K. Korver enters the game for K. Love,16,17
82,1,1:46.0,,K. Irving makes 2-pt jump shot from 10 ft,16,19
83,1,1:32.0,Turnover by D. Bembry (bad pass; steal by D. Williams),,16,19
84,1,1:26.0,,D. Williams misses 3-pt jump shot from 25 ft,16,19
85,1,1:24.0,Defensive rebound by R. Kelly,,16,19
86,1,1:19.0,M. Delaney makes 3-pt jump shot from 27 ft,,19,19
87,1,1:03.0,,D. Williams misses 2-pt jump shot from 9 ft (block by R. Kelly),19,19
88,1,1:02.0,Defensive rebound by D. Bembry,,19,19
89,1,0:58.0,Shooting foul by I. Shumpert (drawn by M. Dunleavy),,19,19
90,1,0:58.0,M. Dunleavy makes free throw 1 of 2,,20,19
91,1,0:58.0,,L. James enters the game for K. Irving,20,19
92,1,0:58.0,M. Dunleavy makes free throw 2 of 2,,21,19
93,1,0:33.0,,R. Jefferson misses 3-pt jump shot from 25 ft,21,19
94,1,0:33.0,,Offensive rebound by I. Shumpert,21,19
95,1,0:10.0,,K. Korver misses 3-pt jump shot from 23 ft,21,19
96,1,0:10.0,Defensive rebound by M. Muscala,,21,19
97,1,0:00.0,R. Kelly misses 2-pt jump shot from 22 ft,,21,19
98,1,0:00.0,Offensive rebound by Team,,21,19
99,2,11:38.0,M. Dunleavy makes 3-pt jump shot from 23 ft (assist by K. Humphries),,24,19
100,2,11:22.0,,L. James makes 2-pt layup at rim (assist by D. Williams),24,21
101,2,11:12.0,R. Kelly makes 2-pt layup from 1 ft (assist by M. Delaney),,26,21
102,2,10:47.0,,R. Jefferson misses 3-pt jump shot from 23 ft,26,21
103,2,10:46.0,Defensive rebound by M. Delaney,,26,21
104,2,10:29.0,D. Bembry makes 2-pt dunk at rim (assist by M. Delaney),,28,21
105,2,10:15.0,,Turnover by L. James (bad pass; steal by M. Dunleavy),28,21
106,2,10:10.0,D. Bembry makes 2-pt dunk at rim (assist by M. Dunleavy),,30,21
107,2,10:10.0,,Cleveland full timeout,30,21
108,2,10:10.0,T. Prince enters the game for M. Delaney,,30,21
109,2,10:10.0,J. Calderón enters the game for D. Bembry,,30,21
110,2,9:56.0,,Turnover by I. Shumpert (bad pass),30,21
111,2,9:56.0,,K. Love enters the game for R. Jefferson,30,21
112,2,9:45.0,M. Dunleavy makes 2-pt layup from 1 ft (assist by R. Kelly),,32,21
113,2,9:34.0,,L. James makes 2-pt jump shot from 6 ft,32,23
114,2,9:17.0,Offensive foul by K. Humphries (drawn by K. Korver),,32,23
115,2,9:17.0,Turnover by K. Humphries (offensive foul),,32,23
116,2,9:17.0,T. Hardaway enters the game for M. Dunleavy,,32,23
117,2,9:02.0,,K. Love misses 3-pt jump shot from 26 ft,32,23
118,2,9:02.0,Defensive rebound by T. Hardaway,,32,23
119,2,8:55.0,T. Prince misses 3-pt jump shot from 23 ft,,32,23
120,2,8:55.0,,Defensive rebound by K. Love,32,23
121,2,8:45.0,,D. Williams misses 2-pt layup from 1 ft,32,23
122,2,8:44.0,Defensive rebound by K. Humphries,,32,23
123,2,8:36.0,R. Kelly misses 2-pt jump shot from 18 ft,,32,23
124,2,8:34.0,,Defensive rebound by K. Love,32,23
125,2,8:30.0,,Turnover by I. Shumpert (lost ball),32,23
126,2,8:30.0,,J. Smith enters the game for I. Shumpert,32,23
127,2,8:14.0,K. Humphries makes 2-pt jump shot from 15 ft (assist by J. Calderón),,34,23
128,2,7:46.0,,J. Smith makes 3-pt jump shot from 24 ft,34,26
129,2,7:28.0,R. Kelly misses 3-pt jump shot from 23 ft,,34,26
130,2,7:27.0,,Defensive rebound by K. Love,34,26
131,2,7:23.0,,K. Korver misses 3-pt jump shot from 26 ft,34,26
132,2,7:22.0,Defensive rebound by R. Kelly,,34,26
133,2,7:12.0,T. Prince makes 3-pt jump shot from 25 ft (assist by K. Humphries),,37,26
134,2,6:57.0,,K. Love makes 2-pt layup from 1 ft (assist by L. James),37,28
135,2,6:51.0,Atlanta full timeout,,37,28
136,2,6:51.0,,K. Irving enters the game for D. Williams,37,28
137,2,6:51.0,E. İlyasova enters the game for R. Kelly,,37,28
138,2,6:38.0,K. Humphries makes 3-pt jump shot from 23 ft (assist by E. İlyasova),,40,28
139,2,6:22.0,,K. Irving makes 2-pt jump shot from 20 ft (assist by K. Love),40,30
140,2,6:07.0,Turnover by J. Calderón (bad pass; steal by L. James),,40,30
141,2,6:00.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by L. James),40,33
142,2,5:36.0,T. Hardaway misses 3-pt jump shot from 26 ft,,40,33
143,2,5:36.0,,Defensive rebound by K. Korver,40,33
144,2,5:30.0,,Turnover by K. Korver (bad pass; steal by T. Prince),40,33
145,2,5:27.0,,Offensive charge foul by T. Prince (drawn by K. Love),40,33
146,2,5:27.0,Turnover by T. Prince (offensive foul),,40,33
147,2,5:11.0,,L. James makes 2-pt layup from 1 ft (assist by K. Korver),40,35
148,2,4:56.0,T. Prince misses 3-pt jump shot from 26 ft,,40,35
149,2,4:56.0,,Defensive rebound by K. Korver,40,35
150,2,4:45.0,,K. Love makes 2-pt hook shot from 7 ft (assist by K. Irving),40,37
151,2,4:45.0,Atlanta full timeout,,40,37
152,2,4:45.0,M. Delaney enters the game for K. Humphries,,40,37
153,2,4:45.0,D. Bembry enters the game for T. Hardaway,,40,37
154,2,4:45.0,M. Muscala enters the game for J. Calderón,,40,37
155,2,4:35.0,Personal foul by J. Smith,,40,37
156,2,4:20.0,E. İlyasova misses 3-pt jump shot from 26 ft,,40,37
157,2,4:20.0,,Defensive rebound by K. Love,40,37
158,2,4:13.0,,Turnover by L. James (bad pass; steal by M. Muscala),40,37
159,2,4:08.0,T. Prince misses 2-pt layup from 3 ft,,40,37
160,2,4:07.0,Offensive rebound by M. Muscala,,40,37
161,2,4:07.0,M. Muscala makes 2-pt layup from 1 ft,,42,37
162,2,3:51.0,,Shooting foul by E. İlyasova (drawn by K. Korver),42,37
163,2,3:51.0,,K. Korver makes free throw 1 of 3,42,38
164,2,3:51.0,,K. Korver makes free throw 2 of 3,42,39
165,2,3:51.0,M. Dunleavy enters the game for T. Prince,,42,39
166,2,3:51.0,,K. Korver makes free throw 3 of 3,42,40
167,2,3:27.0,M. Delaney misses 2-pt jump shot from 6 ft,,42,40
168,2,3:26.0,,Defensive rebound by K. Irving,42,40
169,2,3:21.0,,K. Love makes 3-pt jump shot from 24 ft (assist by K. Irving),42,43
170,2,3:05.0,M. Muscala makes 2-pt layup from 1 ft (assist by D. Bembry),,44,43
171,2,2:49.0,,K. Irving makes 2-pt jump shot from 5 ft,44,45
172,2,2:30.0,E. İlyasova makes 2-pt jump shot from 16 ft (assist by M. Muscala),,46,45
173,2,2:10.0,,K. Irving misses 2-pt jump shot from 17 ft,46,45
174,2,2:09.0,,Offensive rebound by J. Smith,46,45
175,2,2:00.0,,J. Smith misses 3-pt jump shot from 26 ft,46,45
176,2,2:00.0,Defensive rebound by E. İlyasova,,46,45
177,2,1:41.0,M. Muscala makes 2-pt layup at rim (assist by M. Delaney),,48,45
178,2,1:41.0,,Cleveland full timeout,48,45
179,2,1:41.0,Official timeout,,48,45
180,2,1:41.0,R. Kelly enters the game for E. İlyasova,,48,45
181,2,1:41.0,,C. Frye enters the game for L. James,48,45
182,2,1:26.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by K. Korver),48,48
183,2,1:06.0,D. Bembry makes 2-pt jump shot from 7 ft (assist by M. Muscala),,50,48
184,2,0:52.0,,K. Love misses 2-pt layup from 1 ft (block by R. Kelly),50,48
185,2,0:50.0,Defensive rebound by D. Bembry,,50,48
186,2,0:43.0,Shooting foul by K. Love (drawn by M. Dunleavy),,50,48
187,2,0:43.0,M. Dunleavy makes free throw 1 of 2,,51,48
188,2,0:43.0,,R. Jefferson enters the game for K. Love,51,48
189,2,0:43.0,M. Dunleavy makes free throw 2 of 2,,52,48
190,2,0:25.0,,K. Irving makes 2-pt jump shot from 5 ft,52,50
191,2,0:02.0,M. Dunleavy misses 2-pt jump shot from 20 ft,,52,50
192,2,0:01.0,,Defensive rebound by C. Frye,52,50
193,2,0:00.0,,J. Smith misses 3-pt jump shot from 54 ft,52,50
194,2,0:00.0,,Offensive rebound by Team,52,50
195,3,11:39.0,T. Prince misses 3-pt jump shot from 25 ft,,52,50
196,3,11:38.0,,Defensive rebound by C. Frye,52,50
197,3,11:30.0,,L. James makes 2-pt layup from 1 ft,52,52
198,3,11:13.0,J. Calderón misses 2-pt jump shot from 16 ft,,52,52
199,3,11:12.0,,Defensive rebound by K. Love,52,52
200,3,11:05.0,,L. James makes 2-pt layup from 1 ft,52,54
201,3,11:05.0,Atlanta full timeout,,52,54
202,3,10:44.0,J. Calderón misses 3-pt jump shot from 26 ft,,52,54
203,3,10:44.0,,Defensive rebound by K. Love,52,54
204,3,10:37.0,,K. Irving makes 2-pt layup from 1 ft (assist by L. James),52,56
205,3,10:22.0,T. Prince makes 2-pt jump shot from 17 ft (assist by K. Humphries),,54,56
206,3,10:06.0,,Shooting foul by E. İlyasova (drawn by C. Frye),54,56
207,3,10:06.0,,C. Frye makes free throw 1 of 2,54,57
208,3,10:06.0,,C. Frye makes free throw 2 of 2,54,58
209,3,9:48.0,K. Humphries misses 2-pt jump shot from 14 ft (block by C. Frye),,54,58
210,3,9:46.0,,Defensive rebound by K. Love,54,58
211,3,9:35.0,,K. Love makes 2-pt layup from 2 ft (assist by K. Irving),54,60
212,3,9:10.0,J. Calderón misses 3-pt jump shot from 24 ft,,54,60
213,3,9:09.0,Offensive rebound by K. Humphries,,54,60
214,3,9:01.0,J. Calderón misses 2-pt layup at rim,,54,60
215,3,9:00.0,Offensive rebound by E. İlyasova,,54,60
216,3,8:59.0,E. İlyasova misses 2-pt layup from 2 ft,,54,60
217,3,8:57.0,,Defensive rebound by L. James,54,60
218,3,8:48.0,,Turnover by L. James (lost ball),54,60
219,3,8:37.0,T. Prince misses 2-pt layup from 1 ft,,54,60
220,3,8:36.0,,Defensive rebound by K. Love,54,60
221,3,8:26.0,,C. Frye misses 3-pt jump shot from 26 ft,54,60
222,3,8:26.0,Defensive rebound by K. Humphries,,54,60
223,3,8:12.0,E. İlyasova misses 2-pt layup from 1 ft,,54,60
224,3,8:11.0,Offensive rebound by E. İlyasova,,54,60
225,3,8:11.0,E. İlyasova makes 2-pt layup from 1 ft,,56,60
226,3,8:00.0,,K. Irving makes 2-pt hook shot from 5 ft,56,62
227,3,7:49.0,K. Humphries makes 2-pt dunk at rim (assist by T. Hardaway),,58,62
228,3,7:29.0,,K. Love makes 3-pt jump shot from 24 ft (assist by K. Irving),58,65
229,3,7:16.0,,Offensive charge foul by T. Prince (drawn by K. Irving),58,65
230,3,7:16.0,Turnover by T. Prince (offensive foul),,58,65
231,3,7:04.0,,Personal foul by J. Calderón (drawn by K. Love),58,65
232,3,7:04.0,R. Kelly enters the game for E. İlyasova,,58,65
233,3,6:54.0,,L. James makes 2-pt dunk at rim (assist by K. Irving),58,67
234,3,6:33.0,J. Calderón makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,61,67
235,3,6:21.0,,K. Love misses 3-pt jump shot from 25 ft,61,67
236,3,6:21.0,Defensive rebound by J. Calderón,,61,67
237,3,6:16.0,K. Humphries makes 2-pt dunk at rim (assist by J. Calderón),,63,67
238,3,6:02.0,,Turnover by L. James (lost ball; steal by K. Humphries),63,67
239,3,5:57.0,T. Hardaway makes 2-pt dunk at rim (assist by J. Calderón),,65,67
240,3,5:57.0,,Cleveland full timeout,65,67
241,3,5:57.0,D. Bembry enters the game for T. Prince,,65,67
242,3,5:57.0,M. Dunleavy enters the game for K. Humphries,,65,67
243,3,5:57.0,M. Muscala enters the game for T. Hardaway,,65,67
244,3,5:57.0,M. Delaney enters the game for J. Calderón,,65,67
245,3,5:45.0,,K. Irving misses 2-pt jump shot from 20 ft,65,67
246,3,5:40.0,Defensive rebound by M. Muscala,,65,67
247,3,5:33.0,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by M. Delaney),,68,67
248,3,5:16.0,,L. James makes 2-pt layup from 1 ft (assist by J. Smith),68,69
249,3,5:01.0,M. Muscala misses 2-pt jump shot from 21 ft,,68,69
250,3,4:59.0,,Defensive rebound by C. Frye,68,69
251,3,4:50.0,,K. Irving makes 2-pt jump shot from 8 ft,68,71
252,3,4:29.0,D. Bembry misses 3-pt jump shot from 24 ft,,68,71
253,3,4:28.0,,Defensive rebound by K. Love,68,71
254,3,4:18.0,,K. Love misses 3-pt jump shot from 25 ft,68,71
255,3,4:18.0,Defensive rebound by Team,,68,71
256,3,4:18.0,,R. Jefferson enters the game for C. Frye,68,71
257,3,4:03.0,M. Delaney misses 3-pt jump shot from 24 ft,,68,71
258,3,4:02.0,,Defensive rebound by K. Love,68,71
259,3,3:55.0,,Shooting foul by M. Dunleavy (drawn by L. James),68,71
260,3,3:55.0,,L. James makes free throw 1 of 2,68,72
261,3,3:55.0,,L. James misses free throw 2 of 2,68,72
262,3,3:53.0,Defensive rebound by D. Bembry,,68,72
263,3,3:39.0,M. Dunleavy misses 2-pt jump shot from 18 ft,,68,72
264,3,3:38.0,,Defensive rebound by L. James,68,72
265,3,3:32.0,,Shooting foul by M. Dunleavy (drawn by L. James),68,72
266,3,3:32.0,,L. James misses free throw 1 of 2,68,72
267,3,3:32.0,,Offensive rebound by Team,68,72
268,3,3:32.0,,L. James misses free throw 2 of 2,68,72
269,3,3:31.0,Defensive rebound by R. Kelly,,68,72
270,3,3:18.0,M. Dunleavy makes 3-pt jump shot from 27 ft (assist by M. Delaney),,71,72
271,3,3:01.0,,K. Love misses 3-pt jump shot from 26 ft,71,72
272,3,3:01.0,Defensive rebound by M. Muscala,,71,72
273,3,2:53.0,D. Bembry makes 2-pt layup from 1 ft (assist by R. Kelly),,73,72
274,3,2:25.0,,L. James makes 2-pt layup at rim,73,74
275,3,2:08.0,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by M. Muscala),,76,74
276,3,1:55.0,,K. Irving misses 2-pt jump shot from 16 ft,76,74
277,3,1:55.0,Defensive rebound by D. Bembry,,76,74
278,3,1:47.0,M. Muscala makes 2-pt layup from 2 ft (assist by D. Bembry),,78,74
279,3,1:47.0,,Cleveland full timeout,78,74
280,3,1:47.0,,D. Williams enters the game for K. Love,78,74
281,3,1:47.0,,C. Frye enters the game for J. Smith,78,74
282,3,1:47.0,,K. Korver enters the game for K. Irving,78,74
283,3,1:30.0,,C. Frye misses 3-pt jump shot from 25 ft,78,74
284,3,1:30.0,Defensive rebound by M. Delaney,,78,74
285,3,1:22.0,Shooting foul by C. Frye (drawn by R. Kelly),,78,74
286,3,1:22.0,R. Kelly makes free throw 1 of 2,,79,74
287,3,1:22.0,R. Kelly makes free throw 2 of 2,,80,74
288,3,1:07.0,,Personal foul by D. Bembry (drawn by R. Jefferson),80,74
289,3,1:07.0,,R. Jefferson makes free throw 1 of 2,80,75
290,3,1:07.0,,R. Jefferson makes free throw 2 of 2,80,76
291,3,0:55.0,M. Muscala makes 3-pt jump shot from 24 ft (assist by M. Delaney),,83,76
292,3,0:43.0,,Turnover by L. James (bad pass; steal by D. Bembry),83,76
293,3,0:32.0,R. Kelly misses 3-pt jump shot from 25 ft,,83,76
294,3,0:31.0,,Defensive rebound by L. James,83,76
295,3,0:10.0,,C. Frye makes 2-pt layup at rim (assist by L. James),83,78
296,3,0:01.0,M. Delaney misses 2-pt layup from 2 ft,,83,78
297,3,0:00.0,Offensive rebound by Team,,83,78
298,4,11:35.0,,R. Jefferson misses 2-pt jump shot from 4 ft (block by R. Kelly),83,78
299,4,11:34.0,Defensive rebound by M. Delaney,,83,78
300,4,11:31.0,Turnover by D. Bembry (bad pass; steal by L. James),,83,78
301,4,11:21.0,,D. Williams misses 3-pt jump shot from 23 ft,83,78
302,4,11:20.0,,Offensive rebound by L. James,83,78
303,4,11:18.0,,Offensive foul by R. Jefferson (drawn by M. Delaney),83,78
304,4,11:18.0,,Turnover by R. Jefferson (offensive foul),83,78
305,4,11:18.0,K. Humphries enters the game for M. Muscala,,83,78
306,4,10:59.0,M. Dunleavy misses 3-pt jump shot from 24 ft,,83,78
307,4,10:57.0,,Defensive rebound by D. Williams,83,78
308,4,10:52.0,,D. Williams makes 2-pt layup at rim,83,80
309,4,10:33.0,Shooting foul by D. Williams (drawn by M. Delaney),,83,80
310,4,10:33.0,M. Delaney makes free throw 1 of 2,,84,80
311,4,10:33.0,J. Calderón enters the game for M. Dunleavy,,84,80
312,4,10:33.0,T. Prince enters the game for D. Bembry,,84,80
313,4,10:33.0,M. Delaney makes free throw 2 of 2,,85,80
314,4,10:22.0,,R. Jefferson makes 2-pt dunk at rim (assist by L. James),85,82
315,4,9:55.0,K. Humphries misses 2-pt jump shot from 13 ft,,85,82
316,4,9:54.0,,Defensive rebound by L. James,85,82
317,4,9:49.0,,L. James misses 2-pt layup at rim,85,82
318,4,9:48.0,Defensive rebound by T. Prince,,85,82
319,4,9:42.0,T. Prince misses 2-pt jump shot from 12 ft,,85,82
320,4,9:41.0,,Defensive rebound by L. James,85,82
321,4,9:33.0,,L. James makes 2-pt layup at rim,85,84
322,4,9:24.0,Atlanta full timeout,,85,84
323,4,9:24.0,E. İlyasova enters the game for M. Delaney,,85,84
324,4,9:24.0,T. Hardaway enters the game for R. Kelly,,85,84
325,4,9:13.0,Turnover by E. İlyasova (bad pass; steal by R. Jefferson),,85,84
326,4,9:04.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by L. James),85,87
327,4,8:49.0,J. Calderón makes 2-pt layup from 1 ft (assist by K. Humphries),,87,87
328,4,8:39.0,,Personal foul by E. İlyasova (drawn by R. Jefferson),87,87
329,4,8:25.0,,D. Williams misses 2-pt jump shot from 9 ft,87,87
330,4,8:23.0,Defensive rebound by K. Humphries,,87,87
331,4,8:04.0,E. İlyasova makes 2-pt jump shot from 15 ft (assist by T. Hardaway),,89,87
332,4,7:46.0,,D. Williams misses 2-pt jump shot from 13 ft,89,87
333,4,7:45.0,Defensive rebound by K. Humphries,,89,87
334,4,7:30.0,E. İlyasova misses 2-pt layup at rim (block by C. Frye),,89,87
335,4,7:28.0,,Defensive rebound by L. James,89,87
336,4,7:19.0,,K. Korver misses 3-pt jump shot from 25 ft,89,87
337,4,7:18.0,Defensive rebound by K. Humphries,,89,87
338,4,7:12.0,T. Hardaway makes 2-pt layup from 1 ft,,91,87
339,4,7:11.0,,Cleveland full timeout,91,87
340,4,7:11.0,M. Muscala enters the game for K. Humphries,,91,87
341,4,7:11.0,,K. Irving enters the game for L. James,91,87
342,4,7:11.0,,K. Love enters the game for C. Frye,91,87
343,4,7:11.0,,J. Smith enters the game for D. Williams,91,87
344,4,6:55.0,,K. Love misses 2-pt hook shot from 5 ft,91,87
345,4,6:50.0,Defensive rebound by T. Prince,,91,87
346,4,6:36.0,T. Hardaway misses 3-pt jump shot from 25 ft,,91,87
347,4,6:35.0,,Defensive rebound by K. Love,91,87
348,4,6:24.0,,K. Love misses 3-pt jump shot from 25 ft,91,87
349,4,6:23.0,Defensive rebound by E. İlyasova,,91,87
350,4,6:12.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by J. Calderón),,94,87
351,4,6:03.0,,Shooting foul by T. Prince (drawn by K. Irving),94,87
352,4,6:03.0,,K. Irving makes free throw 1 of 2,94,88
353,4,6:03.0,,L. James enters the game for R. Jefferson,94,88
354,4,6:03.0,D. Bembry enters the game for T. Prince,,94,88
355,4,6:03.0,,K. Irving makes free throw 2 of 2,94,89
356,4,5:52.0,J. Calderón makes 2-pt layup from 1 ft (assist by M. Muscala),,96,89
357,4,5:41.0,,Turnover by K. Love (offensive foul),96,89
358,4,5:41.0,,Offensive foul by K. Love (drawn by D. Bembry),96,89
359,4,5:26.0,E. İlyasova misses 3-pt jump shot from 25 ft,,96,89
360,4,5:26.0,,Defensive rebound by J. Smith,96,89
361,4,5:17.0,,K. Irving misses 2-pt layup from 1 ft,96,89
362,4,5:15.0,Defensive rebound by E. İlyasova,,96,89
363,4,5:07.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by J. Calderón),,99,89
364,4,4:44.0,,K. Love misses 2-pt layup from 1 ft,99,89
365,4,4:43.0,Defensive rebound by M. Muscala,,99,89
366,4,4:35.0,T. Hardaway makes 2-pt dunk at rim (assist by E. İlyasova),,101,89
367,4,4:19.0,,J. Smith misses 3-pt jump shot from 25 ft,101,89
368,4,4:19.0,Defensive rebound by T. Hardaway,,101,89
369,4,4:15.0,M. Muscala makes 2-pt dunk at rim (assist by T. Hardaway),,103,89
370,4,4:15.0,,Cleveland full timeout,103,89
371,4,4:15.0,M. Delaney enters the game for J. Calderón,,103,89
372,4,3:59.0,,K. Korver misses 3-pt jump shot from 24 ft,103,89
373,4,3:58.0,Defensive rebound by D. Bembry,,103,89
374,4,3:47.0,Personal foul by K. Love (drawn by M. Delaney),,103,89
375,4,3:32.0,T. Hardaway makes 3-pt jump shot from 27 ft (assist by M. Delaney),,106,89
376,4,3:18.0,,L. James misses 2-pt jump shot from 6 ft,106,89
377,4,3:16.0,,Offensive rebound by Team,106,89
378,4,3:16.0,,C. Frye enters the game for K. Korver,106,89
379,4,3:04.0,,K. Love makes 3-pt jump shot from 24 ft (assist by J. Smith),106,92
380,4,2:39.0,M. Delaney makes 3-pt jump shot from 25 ft (assist by T. Hardaway),,109,92
381,4,2:31.0,,L. James makes 2-pt layup from 1 ft,109,94
382,4,2:12.0,T. Hardaway makes 2-pt jump shot from 14 ft,,111,94
383,4,2:00.0,,Turnover by K. Love (bad pass; steal by T. Hardaway),111,94
384,4,1:56.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by D. Bembry),,114,94
385,4,1:56.0,,Cleveland full timeout,114,94
386,4,1:56.0,,J. Jones enters the game for L. James,114,94
