,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,CHICAGO_ACTION,BROOKLYN_SCORE,CHICAGO_SCORE
0,1,11:47.0,B. Lopez misses 2-pt layup from 2 ft,,0,0
1,1,11:44.0,Offensive rebound by B. Lopez,,0,0
2,1,11:43.0,B. Lopez makes 2-pt layup from 1 ft,,2,0
3,1,11:21.0,,D. Wade misses 2-pt jump shot from 17 ft,2,0
4,1,11:20.0,,Offensive rebound by R. Lopez,2,0
5,1,11:20.0,,R. Lopez misses 2-pt layup from 1 ft,2,0
6,1,11:19.0,Defensive rebound by I. Whitehead,,2,0
7,1,11:12.0,B. Lopez makes 3-pt jump shot from 27 ft (assist by S. Kilpatrick),,5,0
8,1,10:51.0,,T. Gibson misses 2-pt jump shot from 12 ft,5,0
9,1,10:50.0,Defensive rebound by T. Booker,,5,0
10,1,10:38.0,T. Booker makes 2-pt jump shot from 10 ft (assist by B. Bogdanović),,7,0
11,1,10:14.0,,J. Butler misses 2-pt jump shot from 20 ft,7,0
12,1,10:13.0,Defensive rebound by S. Kilpatrick,,7,0
13,1,10:03.0,T. Booker misses 2-pt jump shot from 21 ft,,7,0
14,1,10:02.0,,Defensive rebound by R. Rondo,7,0
15,1,9:53.0,,Turnover by J. Butler (bad pass; steal by I. Whitehead),7,0
16,1,9:49.0,I. Whitehead makes 2-pt layup from 2 ft,,9,0
17,1,9:48.0,,Chicago full timeout,9,0
18,1,9:29.0,,R. Lopez makes 2-pt dunk at rim (assist by D. Wade),9,2
19,1,9:16.0,B. Bogdanović misses 2-pt layup from 2 ft (block by T. Gibson),,9,2
20,1,9:14.0,,Defensive rebound by J. Butler,9,2
21,1,8:58.0,,Turnover by R. Rondo (bad pass),9,2
22,1,8:39.0,T. Booker misses 2-pt jump shot from 12 ft,,9,2
23,1,8:38.0,,Defensive rebound by R. Lopez,9,2
24,1,8:25.0,,R. Lopez misses 2-pt hook shot from 9 ft,9,2
25,1,8:24.0,Defensive rebound by T. Booker,,9,2
26,1,8:21.0,Turnover by T. Booker (lost ball; steal by R. Rondo),,9,2
27,1,8:18.0,,J. Butler makes 2-pt jump shot from 11 ft (assist by R. Rondo),9,4
28,1,8:18.0,,Shooting foul by B. Bogdanović (drawn by J. Butler),9,4
29,1,8:18.0,,J. Butler makes free throw 1 of 1,9,5
30,1,8:08.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by S. Kilpatrick),,12,5
31,1,7:49.0,,R. Lopez misses 2-pt jump shot from 16 ft,12,5
32,1,7:48.0,Defensive rebound by S. Kilpatrick,,12,5
33,1,7:41.0,B. Bogdanović misses 2-pt layup from 1 ft,,12,5
34,1,7:40.0,,Defensive rebound by R. Lopez,12,5
35,1,7:31.0,,R. Lopez makes 2-pt jump shot from 17 ft (assist by R. Rondo),12,7
36,1,7:25.0,Personal foul by T. Gibson (drawn by I. Whitehead),,12,7
37,1,7:11.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by I. Whitehead),,15,7
38,1,6:54.0,,J. Butler misses 2-pt layup from 3 ft (block by I. Whitehead),15,7
39,1,6:52.0,,Offensive rebound by R. Rondo,15,7
40,1,6:44.0,,R. Rondo makes 2-pt layup from 2 ft,15,9
41,1,6:30.0,S. Kilpatrick misses 2-pt jump shot from 14 ft,,15,9
42,1,6:29.0,,Defensive rebound by T. Gibson,15,9
43,1,6:21.0,,D. Wade makes 2-pt jump shot from 14 ft,15,11
44,1,6:08.0,B. Lopez misses 2-pt jump shot from 11 ft,,15,11
45,1,6:06.0,Offensive rebound by T. Booker,,15,11
46,1,6:02.0,S. Kilpatrick makes 3-pt jump shot from 23 ft (assist by T. Booker),,18,11
47,1,5:45.0,,R. Rondo misses 2-pt layup from 2 ft,18,11
48,1,5:44.0,Defensive rebound by T. Booker,,18,11
49,1,5:31.0,Turnover by T. Booker (kicked ball),,18,11
50,1,5:31.0,,D. McDermott enters the game for D. Wade,18,11
51,1,5:31.0,,N. Mirotić enters the game for T. Gibson,18,11
52,1,5:31.0,J. Hamilton enters the game for T. Booker,,18,11
53,1,5:19.0,,J. Butler makes 2-pt jump shot from 14 ft,18,13
54,1,5:05.0,B. Lopez misses 3-pt jump shot from 25 ft,,18,13
55,1,5:04.0,Offensive rebound by J. Hamilton,,18,13
56,1,4:57.0,B. Bogdanović misses 2-pt jump shot from 18 ft,,18,13
57,1,4:56.0,,Defensive rebound by R. Lopez,18,13
58,1,4:51.0,,R. Rondo misses 2-pt layup from 1 ft,18,13
59,1,4:50.0,Defensive rebound by S. Kilpatrick,,18,13
60,1,4:42.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,18,13
61,1,4:41.0,,Defensive rebound by D. McDermott,18,13
62,1,4:28.0,,J. Butler makes 2-pt jump shot from 15 ft (assist by R. Rondo),18,15
63,1,4:15.0,Turnover by B. Lopez (bad pass; steal by J. Butler),,18,15
64,1,4:01.0,,J. Butler misses 2-pt layup from 3 ft,18,15
65,1,4:00.0,Defensive rebound by I. Whitehead,,18,15
66,1,3:56.0,Brooklyn full timeout,,18,15
67,1,3:56.0,R. Foye enters the game for B. Lopez,,18,15
68,1,3:56.0,S. Dinwiddie enters the game for S. Kilpatrick,,18,15
69,1,3:56.0,R. Hollis-Jefferson enters the game for I. Whitehead,,18,15
70,1,3:48.0,R. Foye makes 2-pt layup from 2 ft,,20,15
71,1,3:26.0,,J. Butler misses 2-pt layup from 1 ft,20,15
72,1,3:25.0,,Offensive rebound by J. Butler,20,15
73,1,3:19.0,,J. Butler misses 2-pt jump shot from 15 ft,20,15
74,1,3:18.0,,Offensive rebound by J. Butler,20,15
75,1,3:18.0,,Personal foul by S. Dinwiddie (drawn by J. Butler),20,15
76,1,2:53.0,,R. Rondo makes 3-pt jump shot from 25 ft (assist by R. Lopez),20,18
77,1,2:39.0,B. Bogdanović misses 2-pt layup from 1 ft,,20,18
78,1,2:38.0,,Defensive rebound by R. Rondo,20,18
79,1,2:32.0,,N. Mirotić makes 3-pt jump shot from 26 ft (assist by R. Rondo),20,21
80,1,2:10.0,J. Hamilton misses 3-pt jump shot from 24 ft,,20,21
81,1,2:09.0,,Defensive rebound by D. McDermott,20,21
82,1,1:59.0,,J. Butler makes 2-pt layup at rim (assist by R. Rondo),20,23
83,1,1:38.0,C. LeVert enters the game for B. Bogdanović,,20,23
84,1,1:38.0,,D. Wade enters the game for J. Butler,20,23
85,1,1:38.0,,C. Felício enters the game for R. Lopez,20,23
86,1,1:38.0,,M. Carter-Williams enters the game for D. McDermott,20,23
87,1,1:33.0,J. Hamilton misses 2-pt layup from 3 ft (block by C. Felício),,20,23
88,1,1:31.0,,Defensive rebound by M. Carter-Williams,20,23
89,1,1:25.0,,M. Carter-Williams misses 2-pt layup from 3 ft,20,23
90,1,1:24.0,,Offensive rebound by M. Carter-Williams,20,23
91,1,1:12.0,,N. Mirotić misses 2-pt jump shot from 7 ft,20,23
92,1,1:11.0,Defensive rebound by R. Foye,,20,23
93,1,0:58.0,S. Dinwiddie misses 2-pt jump shot from 17 ft (block by D. Wade),,20,23
94,1,0:56.0,,Defensive rebound by C. Felício,20,23
95,1,0:55.0,,Turnover by C. Felício (bad pass; steal by S. Dinwiddie),20,23
96,1,0:52.0,S. Dinwiddie misses 2-pt layup from 1 ft,,20,23
97,1,0:51.0,,Defensive rebound by C. Felício,20,23
98,1,0:45.0,,D. Wade misses 2-pt layup from 1 ft (block by C. LeVert),20,23
99,1,0:44.0,,Offensive rebound by Team,20,23
100,1,0:34.0,,Turnover by D. Wade (bad pass; steal by R. Hollis-Jefferson),20,23
101,1,0:34.0,Personal foul by N. Mirotić (drawn by R. Hollis-Jefferson),,20,23
102,1,0:20.0,R. Hollis-Jefferson misses 2-pt jump shot from 13 ft (block by N. Mirotić),,20,23
103,1,0:19.0,,Defensive rebound by C. Felício,20,23
104,1,0:00.0,,D. Wade misses 2-pt jump shot from 16 ft,20,23
105,1,0:00.0,,Offensive rebound by Team,20,23
106,2,11:47.0,,Turnover by D. Wade (bad pass; steal by S. Dinwiddie),20,23
107,2,11:42.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,20,23
108,2,11:41.0,Offensive rebound by J. Hamilton,,20,23
109,2,11:33.0,R. Foye misses 2-pt jump shot from 15 ft,,20,23
110,2,11:32.0,,Defensive rebound by M. Carter-Williams,20,23
111,2,11:26.0,,Turnover by D. McDermott (step out of bounds),20,23
112,2,11:10.0,C. LeVert makes 3-pt jump shot from 23 ft (assist by J. Hamilton),,23,23
113,2,10:56.0,,M. Carter-Williams misses 2-pt layup from 2 ft,23,23
114,2,10:55.0,Defensive rebound by J. Hamilton,,23,23
115,2,10:47.0,J. Hamilton misses 3-pt jump shot from 25 ft,,23,23
116,2,10:46.0,,Defensive rebound by C. Felício,23,23
117,2,10:35.0,,Turnover by M. Carter-Williams (bad pass; steal by C. LeVert),23,23
118,2,10:35.0,Personal foul by D. McDermott (drawn by C. LeVert),,23,23
119,2,10:15.0,R. Foye makes 2-pt layup from 1 ft,,25,23
120,2,9:58.0,,Shooting foul by S. Dinwiddie (drawn by N. Mirotić),25,23
121,2,9:58.0,,N. Mirotić makes free throw 1 of 2,25,24
122,2,9:58.0,,N. Mirotić makes free throw 2 of 2,25,25
123,2,9:50.0,Turnover by R. Hollis-Jefferson (lost ball),,25,25
124,2,9:39.0,,Shooting foul by R. Foye (drawn by D. Wade),25,25
125,2,9:39.0,,D. Wade makes free throw 1 of 2,25,26
