,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,NEW YORK_ACTION,SAN ANTONIO_SCORE,NEW YORK_SCORE
92,1,0:25.0,,Defensive rebound by B. Jennings,21,18
93,1,0:03.0,,Turnover by C. Anthony (lost ball),21,18
94,2,11:46.0,,B. Jennings makes 2-pt layup from 2 ft (assist by K. O'Quinn),21,20
95,2,11:35.0,Personal foul by J. Holiday (drawn by M. Ginóbili),,21,20
96,2,11:29.0,Shooting foul by L. Thomas (drawn by D. Dedmon),,21,20
97,2,11:29.0,D. Dedmon misses free throw 1 of 2,,21,20
98,2,11:29.0,Offensive rebound by Team,,21,20
99,2,11:29.0,D. Dedmon makes free throw 2 of 2,,22,20
100,2,11:13.0,,Turnover by J. Holiday (bad pass),22,20
101,2,11:13.0,D. Bertāns enters the game for D. Lee,,22,20
102,2,10:58.0,Shooting foul by K. O'Quinn (drawn by K. Anderson),,22,20
103,2,10:58.0,K. Anderson makes free throw 1 of 2,,23,20
104,2,10:58.0,K. Anderson makes free throw 2 of 2,,24,20
105,2,10:42.0,,K. O'Quinn makes 2-pt jump shot from 16 ft (assist by J. Holiday),24,22
106,2,10:31.0,P. Mills makes 2-pt jump shot from 20 ft,,26,22
107,2,10:22.0,,Def 3 sec tech foul by D. Dedmon,26,22
108,2,10:22.0,D. Green enters the game for M. Ginóbili,,26,22
109,2,10:22.0,T. Parker enters the game for P. Mills,,26,22
110,2,10:22.0,,K. Porziņģis makes technical free throw,26,23
111,2,10:17.0,,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by B. Jennings),26,26
112,2,10:15.0,San Antonio full timeout,,26,26
113,2,10:15.0,K. Leonard enters the game for K. Anderson,,26,26
114,2,9:55.0,T. Parker misses 3-pt jump shot from 24 ft,,26,26
115,2,9:53.0,,Defensive rebound by K. O'Quinn,26,26
116,2,9:36.0,,K. O'Quinn misses 2-pt jump shot from 5 ft,26,26
117,2,9:34.0,Defensive rebound by D. Dedmon,,26,26
118,2,9:25.0,K. Leonard makes 2-pt hook shot from 5 ft,,28,26
119,2,9:07.0,,K. Porziņģis misses 2-pt jump shot from 7 ft,28,26
120,2,9:05.0,Defensive rebound by D. Dedmon,,28,26
121,2,8:47.0,D. Dedmon makes 2-pt dunk at rim (assist by K. Leonard),,30,26
122,2,8:31.0,,J. Holiday misses 2-pt jump shot from 17 ft,30,26
123,2,8:29.0,Defensive rebound by D. Dedmon,,30,26
124,2,8:16.0,K. Leonard misses 2-pt jump shot from 17 ft,,30,26
125,2,8:14.0,Offensive rebound by D. Bertāns,,30,26
126,2,8:05.0,Turnover by K. Leonard (traveling),,30,26
127,2,8:05.0,,W. Hernangómez enters the game for K. O'Quinn,30,26
128,2,7:48.0,,Turnover by J. Holiday (bad pass; steal by D. Green),30,26
129,2,7:43.0,,Violation by B. Jennings (kicked ball),30,26
130,2,7:43.0,L. Aldridge enters the game for D. Dedmon,,30,26
131,2,7:31.0,K. Leonard makes 2-pt jump shot from 5 ft,,32,26
132,2,7:11.0,,Shooting foul by D. Bertāns (drawn by K. Porziņģis),32,26
133,2,7:11.0,,K. Porziņģis makes free throw 1 of 2,32,27
134,2,7:11.0,,C. Anthony enters the game for L. Thomas,32,27
135,2,7:11.0,,D. Rose enters the game for B. Jennings,32,27
136,2,7:11.0,,K. Porziņģis makes free throw 2 of 2,32,28
137,2,6:50.0,L. Aldridge misses 2-pt jump shot from 18 ft,,32,28
138,2,6:48.0,,Defensive rebound by K. Porziņģis,32,28
139,2,6:31.0,,Turnover by W. Hernangómez (bad pass; steal by K. Leonard),32,28
140,2,6:29.0,Violation by D. Green (kicked ball),,32,28
141,2,6:15.0,K. Leonard misses 2-pt layup from 2 ft (block by K. Porziņģis),,32,28
142,2,6:13.0,,Defensive rebound by D. Rose,32,28
143,2,6:08.0,,D. Rose makes 2-pt layup from 2 ft,32,30
144,2,5:57.0,D. Bertāns makes 3-pt jump shot from 23 ft (assist by K. Leonard),,35,30
145,2,5:46.0,,D. Rose misses 2-pt layup from 2 ft,35,30
146,2,5:45.0,Defensive rebound by Team,,35,30
147,2,5:45.0,Official timeout,,35,30
148,2,5:45.0,,L. Thomas enters the game for K. Porziņģis,35,30
149,2,5:45.0,,C. Lee enters the game for J. Holiday,35,30
150,2,5:34.0,D. Green makes 3-pt jump shot from 23 ft (assist by K. Leonard),,38,30
151,2,5:12.0,,Turnover by W. Hernangómez (lost ball; steal by K. Leonard),38,30
152,2,5:11.0,Personal foul by W. Hernangómez (drawn by K. Leonard),,38,30
153,2,5:00.0,K. Leonard makes 2-pt dunk at rim (assist by T. Parker),,40,30
154,2,4:44.0,,W. Hernangómez misses 2-pt layup from 3 ft,40,30
155,2,4:42.0,,Offensive rebound by W. Hernangómez,40,30
156,2,4:34.0,,C. Lee makes 2-pt jump shot from 17 ft,40,32
157,2,4:19.0,Shooting foul by W. Hernangómez (drawn by K. Leonard),,40,32
158,2,4:19.0,K. Leonard makes free throw 1 of 2,,41,32
159,2,4:19.0,,K. O'Quinn enters the game for W. Hernangómez,41,32
160,2,4:19.0,D. Lee enters the game for D. Bertāns,,41,32
161,2,4:19.0,K. Leonard makes free throw 2 of 2,,42,32
162,2,4:10.0,,C. Anthony misses 3-pt jump shot from 24 ft,42,32
163,2,4:08.0,Defensive rebound by D. Green,,42,32
164,2,3:45.0,K. Leonard makes 2-pt jump shot from 8 ft,,44,32
165,2,3:34.0,,D. Rose makes 2-pt jump shot from 6 ft,44,34
166,2,3:13.0,K. Leonard makes 2-pt jump shot from 17 ft,,46,34
167,2,3:03.0,,L. Thomas makes 2-pt jump shot from 24 ft (assist by K. O'Quinn),46,36
168,2,2:37.0,L. Aldridge misses 2-pt jump shot from 4 ft,,46,36
169,2,2:35.0,Offensive rebound by D. Lee,,46,36
170,2,2:22.0,D. Lee makes 2-pt layup from 2 ft (assist by T. Parker),,48,36
171,2,2:21.0,,New York full timeout,48,36
172,2,2:21.0,,K. Porziņģis enters the game for L. Thomas,48,36
173,2,2:21.0,M. Ginóbili enters the game for D. Green,,48,36
174,2,2:21.0,P. Mills enters the game for T. Parker,,48,36
175,2,2:07.0,,C. Lee misses 3-pt jump shot from 23 ft,48,36
176,2,2:07.0,,Offensive rebound by Team,48,36
177,2,2:07.0,,Personal foul by P. Mills,48,36
178,2,2:00.0,,Personal foul by P. Mills,48,36
179,2,1:49.0,,C. Lee makes 2-pt jump shot from 20 ft,48,38
180,2,1:36.0,L. Aldridge misses 2-pt jump shot from 20 ft,,48,38
181,2,1:33.0,Offensive rebound by D. Lee,,48,38
182,2,1:25.0,D. Lee misses 2-pt layup from 2 ft (block by K. O'Quinn),,48,38
183,2,1:23.0,,Defensive rebound by C. Anthony,48,38
184,2,1:16.0,,D. Rose makes 2-pt jump shot from 18 ft,48,40
185,2,1:16.0,San Antonio full timeout,,48,40
186,2,0:59.0,M. Ginóbili misses 2-pt jump shot from 10 ft,,48,40
187,2,0:57.0,,Defensive rebound by K. Porziņģis,48,40
188,2,0:45.0,,Turnover by K. O'Quinn (lost ball),48,40
189,2,0:24.0,K. Leonard misses 3-pt jump shot from 25 ft,,48,40
190,2,0:22.0,,Defensive rebound by C. Anthony,48,40
191,2,0:01.0,,D. Rose makes 2-pt layup from 2 ft,48,42
192,2,0:01.0,Turnover by D. Lee (bad pass),,48,42
193,2,0:01.0,,New York full timeout,48,42
194,3,11:44.0,,C. Anthony misses 2-pt jump shot from 18 ft,48,42
195,3,11:42.0,Defensive rebound by K. Leonard,,48,42
196,3,11:28.0,L. Aldridge misses 2-pt jump shot from 14 ft,,48,42
197,3,11:26.0,,Defensive rebound by C. Anthony,48,42
198,3,11:18.0,,W. Hernangómez makes 2-pt dunk at rim (assist by C. Anthony),48,44
199,3,10:54.0,K. Leonard misses 2-pt jump shot from 3 ft (block by K. Porziņģis),,48,44
200,3,10:53.0,Offensive rebound by D. Green,,48,44
201,3,10:51.0,D. Green misses 3-pt jump shot from 26 ft,,48,44
202,3,10:49.0,,Defensive rebound by C. Lee,48,44
203,3,10:41.0,,C. Lee makes 3-pt jump shot from 24 ft,48,47
204,3,10:24.0,Turnover by D. Dedmon (lost ball),,48,47
205,3,10:08.0,,C. Anthony misses 2-pt jump shot from 11 ft,48,47
206,3,10:06.0,Defensive rebound by T. Parker,,48,47
207,3,10:01.0,Offensive foul by D. Dedmon (drawn by D. Rose),,48,47
208,3,10:01.0,Turnover by D. Dedmon (offensive foul),,48,47
209,3,9:48.0,,Shooting foul by K. Leonard (drawn by C. Anthony),48,47
210,3,9:48.0,,C. Anthony misses free throw 1 of 2,48,47
211,3,9:48.0,,Offensive rebound by Team,48,47
212,3,9:48.0,,C. Anthony makes free throw 2 of 2,48,48
213,3,9:35.0,Turnover by K. Leonard (bad pass; steal by W. Hernangómez),,48,48
214,3,9:28.0,,D. Rose misses 2-pt jump shot from 17 ft,48,48
215,3,9:26.0,Defensive rebound by Team,,48,48
216,3,9:26.0,K. Anderson enters the game for K. Leonard,,48,48
217,3,9:02.0,K. Anderson misses 2-pt jump shot from 20 ft,,48,48
218,3,9:01.0,,Defensive rebound by C. Lee,48,48
219,3,8:55.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by C. Lee),48,51
220,3,8:30.0,Turnover by K. Anderson (lost ball),,48,51
221,3,8:30.0,K. Leonard enters the game for K. Anderson,,48,51
222,3,8:19.0,,C. Anthony misses 3-pt jump shot from 22 ft,48,51
223,3,8:17.0,Defensive rebound by L. Aldridge,,48,51
224,3,8:08.0,T. Parker misses 2-pt jump shot from 11 ft,,48,51
225,3,8:06.0,,Defensive rebound by K. Porziņģis,48,51
226,3,7:58.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,48,51
227,3,7:56.0,Defensive rebound by K. Leonard,,48,51
228,3,7:46.0,K. Leonard makes 2-pt jump shot from 14 ft,,50,51
229,3,7:34.0,,D. Rose misses 2-pt layup from 1 ft (block by D. Dedmon),50,51
230,3,7:33.0,Defensive rebound by K. Leonard,,50,51
231,3,7:33.0,Personal foul by C. Anthony (drawn by K. Leonard),,50,51
232,3,7:33.0,D. Lee enters the game for D. Dedmon,,50,51
233,3,7:18.0,L. Aldridge misses 2-pt layup from 3 ft,,50,51
234,3,7:16.0,,Defensive rebound by W. Hernangómez,50,51
235,3,7:05.0,,W. Hernangómez makes 2-pt dunk at rim (assist by C. Lee),50,53
236,3,7:04.0,San Antonio full timeout,,50,53
237,3,6:47.0,D. Lee makes 2-pt layup from 2 ft (assist by D. Green),,52,53
238,3,6:33.0,,K. Porziņģis misses 2-pt jump shot from 16 ft,52,53
239,3,6:31.0,,Offensive rebound by C. Lee,52,53
240,3,6:28.0,,C. Lee misses 2-pt jump shot from 10 ft,52,53
241,3,6:26.0,,Offensive rebound by W. Hernangómez,52,53
242,3,6:24.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by W. Hernangómez),52,56
243,3,6:00.0,D. Lee makes 2-pt layup from 1 ft,,54,56
244,3,5:47.0,,Shooting foul by T. Parker (drawn by D. Rose),54,56
245,3,5:47.0,,D. Rose misses free throw 1 of 2,54,56
246,3,5:47.0,,Offensive rebound by Team,54,56
247,3,5:47.0,M. Ginóbili enters the game for D. Green,,54,56
248,3,5:47.0,P. Mills enters the game for T. Parker,,54,56
249,3,5:47.0,,D. Rose makes free throw 2 of 2,54,57
250,3,5:32.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by P. Mills),,57,57
251,3,5:20.0,,Shooting foul by D. Lee (drawn by C. Anthony),57,57
252,3,5:20.0,,C. Anthony makes free throw 1 of 2,57,58
253,3,5:20.0,,C. Anthony makes free throw 2 of 2,57,59
254,3,4:59.0,K. Leonard makes 2-pt jump shot from 5 ft,,59,59
255,3,4:49.0,,D. Rose misses 2-pt jump shot from 6 ft,59,59
256,3,4:47.0,Defensive rebound by D. Lee,,59,59
257,3,4:44.0,Shooting foul by K. Porziņģis (drawn by L. Aldridge),,59,59
258,3,4:44.0,L. Aldridge makes free throw 1 of 2,,60,59
259,3,4:44.0,L. Aldridge makes free throw 2 of 2,,61,59
260,3,4:37.0,,Personal foul by K. Leonard (drawn by C. Anthony),61,59
261,3,4:25.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by C. Lee),61,62
262,3,4:10.0,D. Lee misses 2-pt layup from 3 ft (block by K. Porziņģis),,61,62
263,3,4:07.0,,Defensive rebound by C. Lee,61,62
264,3,4:03.0,,W. Hernangómez makes 2-pt layup from 2 ft (assist by C. Lee),61,64
265,3,3:51.0,K. Leonard misses 3-pt jump shot from 25 ft,,61,64
266,3,3:49.0,,Defensive rebound by D. Rose,61,64
267,3,3:42.0,,C. Lee misses 2-pt jump shot from 17 ft,61,64
268,3,3:41.0,Defensive rebound by K. Leonard,,61,64
269,3,3:32.0,M. Ginóbili misses 2-pt jump shot from 10 ft,,61,64
270,3,3:30.0,Offensive rebound by M. Ginóbili,,61,64
271,3,3:28.0,D. Lee makes 2-pt layup from 1 ft (assist by M. Ginóbili),,63,64
272,3,3:12.0,,Shooting foul by L. Aldridge (drawn by D. Rose),63,64
273,3,3:12.0,,D. Rose misses free throw 1 of 2,63,64
274,3,3:12.0,,Offensive rebound by Team,63,64
275,3,3:12.0,,K. O'Quinn enters the game for W. Hernangómez,63,64
276,3,3:12.0,,L. Thomas enters the game for K. Porziņģis,63,64
277,3,3:12.0,D. Bertāns enters the game for D. Lee,,63,64
278,3,3:12.0,,D. Rose makes free throw 2 of 2,63,65
279,3,2:53.0,M. Ginóbili makes 2-pt layup from 2 ft (assist by K. Leonard),,65,65
280,3,2:49.0,,New York full timeout,65,65
281,3,2:49.0,D. Dedmon enters the game for L. Aldridge,,65,65
282,3,2:49.0,D. Green enters the game for K. Leonard,,65,65
283,3,2:49.0,,B. Jennings enters the game for D. Rose,65,65
284,3,2:33.0,,C. Anthony misses 2-pt jump shot from 13 ft,65,65
285,3,2:33.0,,Offensive rebound by Team,65,65
286,3,2:33.0,Loose ball foul by P. Mills,,65,65
287,3,2:33.0,,K. O'Quinn makes free throw 1 of 2,65,66
288,3,2:33.0,,K. O'Quinn makes free throw 2 of 2,65,67
289,3,2:07.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,65,67
290,3,2:05.0,,Defensive rebound by C. Anthony,65,67
291,3,1:58.0,,C. Anthony misses 2-pt jump shot from 14 ft,65,67
292,3,1:56.0,Defensive rebound by D. Bertāns,,65,67
293,3,1:40.0,P. Mills misses 3-pt jump shot from 25 ft,,65,67
294,3,1:39.0,Offensive rebound by D. Bertāns,,65,67
295,3,1:34.0,M. Ginóbili misses 2-pt jump shot from 6 ft,,65,67
296,3,1:33.0,,Defensive rebound by K. O'Quinn,65,67
297,3,1:20.0,,C. Anthony makes 2-pt jump shot from 13 ft,65,69
298,3,1:05.0,P. Mills misses 3-pt jump shot from 23 ft,,65,69
299,3,1:03.0,,Defensive rebound by K. O'Quinn,65,69
300,3,0:52.0,,C. Anthony misses 2-pt jump shot from 14 ft,65,69
301,3,0:50.0,Defensive rebound by D. Dedmon,,65,69
302,3,0:40.0,P. Mills misses 2-pt layup from 1 ft,,65,69
303,3,0:38.0,,Defensive rebound by C. Lee,65,69
304,3,0:33.0,,C. Lee misses 2-pt jump shot from 4 ft,65,69
305,3,0:32.0,Defensive rebound by D. Dedmon,,65,69
306,3,0:23.0,D. Green misses 3-pt jump shot from 24 ft,,65,69
307,3,0:21.0,Offensive rebound by D. Bertāns,,65,69
308,3,0:11.0,D. Green misses 3-pt jump shot from 23 ft,,65,69
309,3,0:10.0,,Defensive rebound by L. Thomas,65,69
310,3,0:01.0,,C. Anthony misses 2-pt layup from 2 ft,65,69
311,3,0:00.0,,Offensive rebound by Team,65,69
312,4,11:46.0,P. Mills makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),,68,69
313,4,11:25.0,,Turnover by K. Porziņģis (lost ball; steal by M. Ginóbili),68,69
314,4,11:18.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,68,69
315,4,11:16.0,,Defensive rebound by K. O'Quinn,68,69
316,4,10:58.0,,Shooting foul by D. Green (drawn by K. Porziņģis),68,69
317,4,10:58.0,,K. Porziņģis makes free throw 1 of 2,68,70
318,4,10:58.0,,K. Porziņģis makes free throw 2 of 2,68,71
319,4,10:43.0,D. Bertāns misses 2-pt hook shot from 4 ft,,68,71
320,4,10:42.0,,Defensive rebound by K. O'Quinn,68,71
321,4,10:28.0,,K. Porziņģis makes 2-pt jump shot from 10 ft,68,73
322,4,10:27.0,San Antonio full timeout,,68,73
323,4,10:27.0,T. Parker enters the game for D. Dedmon,,68,73
324,4,10:27.0,K. Leonard enters the game for P. Mills,,68,73
325,4,10:27.0,L. Aldridge enters the game for M. Ginóbili,,68,73
326,4,10:17.0,Personal foul by L. Thomas (drawn by K. Leonard),,68,73
327,4,10:06.0,L. Aldridge misses 2-pt jump shot from 11 ft,,68,73
328,4,10:04.0,,Defensive rebound by K. Porziņģis,68,73
329,4,9:47.0,,K. Porziņģis misses 2-pt jump shot from 10 ft,68,73
330,4,9:45.0,Defensive rebound by L. Aldridge,,68,73
331,4,9:32.0,L. Aldridge misses 2-pt jump shot from 9 ft (block by K. O'Quinn),,68,73
332,4,9:31.0,,Defensive rebound by K. O'Quinn,68,73
333,4,9:24.0,,K. Porziņģis misses 3-pt jump shot from 28 ft,68,73
334,4,9:22.0,Defensive rebound by L. Aldridge,,68,73
335,4,9:08.0,D. Green misses 2-pt layup from 1 ft,,68,73
336,4,9:06.0,,Defensive rebound by K. O'Quinn,68,73
337,4,8:54.0,,Turnover by J. Holiday (bad pass),68,73
338,4,8:38.0,Personal foul by L. Thomas (drawn by K. Leonard),,68,73
339,4,8:38.0,,C. Anthony enters the game for L. Thomas,68,73
340,4,8:30.0,Shooting foul by K. O'Quinn (drawn by K. Leonard),,68,73
341,4,8:30.0,K. Leonard makes free throw 1 of 2,,69,73
342,4,8:30.0,K. Leonard misses free throw 2 of 2,,69,73
343,4,8:30.0,D. Lee enters the game for D. Bertāns,,69,73
344,4,8:29.0,,Defensive rebound by K. Porziņģis,69,73
345,4,8:05.0,,Turnover by Team (shot clock),69,73
346,4,7:53.0,K. Leonard makes 2-pt jump shot from 9 ft,,71,73
347,4,7:40.0,,C. Anthony misses 2-pt layup from 1 ft,71,73
348,4,7:39.0,Defensive rebound by K. Leonard,,71,73
349,4,7:32.0,D. Green misses 2-pt jump shot from 13 ft,,71,73
350,4,7:30.0,,Defensive rebound by B. Jennings,71,73
351,4,7:20.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by B. Jennings),71,76
352,4,7:03.0,Personal foul by K. Porziņģis (drawn by L. Aldridge),,71,76
353,4,6:57.0,Personal foul by K. Porziņģis (drawn by L. Aldridge),,71,76
354,4,6:57.0,L. Aldridge makes free throw 1 of 2,,72,76
355,4,6:57.0,L. Aldridge makes free throw 2 of 2,,73,76
356,4,6:36.0,,C. Anthony misses 2-pt jump shot from 19 ft,73,76
357,4,6:34.0,Defensive rebound by K. Leonard,,73,76
358,4,6:29.0,K. Leonard misses 3-pt jump shot from 25 ft,,73,76
359,4,6:27.0,,Defensive rebound by C. Anthony,73,76
360,4,6:22.0,,C. Anthony makes 2-pt layup from 1 ft,73,78
361,4,6:02.0,Personal foul by K. O'Quinn (drawn by K. Leonard),,73,78
362,4,6:02.0,K. Leonard misses free throw 1 of 2,,73,78
363,4,6:02.0,Offensive rebound by Team,,73,78
364,4,6:02.0,,W. Hernangómez enters the game for K. O'Quinn,73,78
365,4,6:02.0,K. Leonard makes free throw 2 of 2,,74,78
366,4,5:58.0,,New York full timeout,74,78
367,4,5:58.0,P. Mills enters the game for D. Green,,74,78
368,4,5:58.0,,L. Thomas enters the game for K. Porziņģis,74,78
369,4,5:58.0,,D. Rose enters the game for B. Jennings,74,78
370,4,5:58.0,,C. Lee enters the game for J. Holiday,74,78
371,4,5:42.0,,Turnover by C. Lee (bad pass; steal by K. Leonard),74,78
372,4,5:39.0,Shooting foul by L. Thomas (drawn by L. Aldridge),,74,78
373,4,5:39.0,L. Aldridge makes free throw 1 of 2,,75,78
374,4,5:39.0,L. Aldridge misses free throw 2 of 2,,75,78
375,4,5:38.0,,Defensive rebound by L. Thomas,75,78
376,4,5:18.0,,W. Hernangómez makes 2-pt jump shot from 6 ft,75,80
377,4,5:00.0,K. Leonard makes 2-pt jump shot from 18 ft (assist by D. Lee),,77,80
378,4,4:38.0,,L. Thomas misses 2-pt jump shot from 22 ft,77,80
379,4,4:36.0,Defensive rebound by D. Lee,,77,80
380,4,4:23.0,Shooting foul by L. Thomas (drawn by K. Leonard),,77,80
381,4,4:23.0,K. Leonard makes free throw 1 of 2,,78,80
382,4,4:23.0,,K. Porziņģis enters the game for L. Thomas,78,80
383,4,4:23.0,K. Leonard makes free throw 2 of 2,,79,80
