,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,NEW ORLEANS_ACTION,GOLDEN STATE_SCORE,NEW ORLEANS_SCORE
0,1,11:43.0,D. Green misses 2-pt layup from 2 ft,,0,0
1,1,11:43.0,Offensive rebound by D. Green,,0,0
2,1,11:43.0,K. Thompson misses 2-pt jump shot from 14 ft,,0,0
3,1,11:42.0,,Defensive rebound by Ö. Aşık,0,0
4,1,11:26.0,,A. Davis makes 2-pt layup from 2 ft (assist by S. Hill),0,2
5,1,11:18.0,K. Thompson makes 2-pt jump shot from 18 ft (assist by D. Green),,2,2
6,1,11:07.0,,A. Davis makes 2-pt jump shot from 9 ft (assist by T. Frazier),2,4
7,1,10:53.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),,5,4
8,1,10:44.0,,T. Frazier misses 3-pt jump shot from 25 ft,5,4
9,1,10:43.0,Defensive rebound by Z. Pachulia,,5,4
10,1,10:32.0,K. Durant misses 3-pt jump shot from 25 ft,,5,4
11,1,10:32.0,,Defensive rebound by Ö. Aşık,5,4
12,1,10:21.0,,T. Frazier misses 2-pt jump shot from 9 ft,5,4
13,1,10:20.0,Defensive rebound by Z. Pachulia,,5,4
14,1,10:09.0,K. Durant makes 2-pt jump shot from 11 ft (assist by D. Green),,7,4
15,1,9:59.0,,Ö. Aşık makes 2-pt dunk at rim (assist by T. Frazier),7,6
16,1,9:41.0,S. Curry misses 2-pt layup from 3 ft,,7,6
17,1,9:40.0,,Defensive rebound by T. Frazier,7,6
18,1,9:35.0,,S. Hill misses 2-pt jump shot from 16 ft,7,6
19,1,9:35.0,Defensive rebound by Z. Pachulia,,7,6
20,1,9:28.0,Shooting foul by T. Frazier (drawn by Z. Pachulia),,7,6
21,1,9:28.0,Z. Pachulia makes free throw 1 of 2,,8,6
22,1,9:28.0,Z. Pachulia makes free throw 2 of 2,,9,6
23,1,9:15.0,,Personal foul by S. Curry (drawn by A. Davis),9,6
24,1,9:08.0,,A. Davis makes 2-pt jump shot from 11 ft (assist by S. Hill),9,8
25,1,8:57.0,S. Curry misses 3-pt jump shot from 26 ft,,9,8
26,1,8:56.0,,Defensive rebound by E. Moore,9,8
27,1,8:46.0,,T. Frazier misses 2-pt jump shot from 6 ft,9,8
28,1,8:46.0,Defensive rebound by Team,,9,8
29,1,8:34.0,Z. Pachulia makes 2-pt jump shot from 5 ft (assist by K. Thompson),,11,8
30,1,8:10.0,,E. Moore misses 3-pt jump shot from 23 ft,11,8
31,1,8:10.0,Defensive rebound by Team,,11,8
32,1,8:01.0,Offensive foul by Z. Pachulia (drawn by S. Hill),,11,8
