,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PORTLAND_ACTION,NEW ORLEANS_SCORE,PORTLAND_SCORE
102,1,0:33.0,,Shooting foul by D. Motiejūnas (drawn by M. Harkless),20,27
103,1,0:33.0,,M. Harkless makes free throw 1 of 2,20,28
104,1,0:33.0,,M. Harkless misses free throw 2 of 2,20,28
105,1,0:32.0,Defensive rebound by S. Hill,,20,28
106,1,0:23.0,Q. Cook makes 2-pt jump shot from 6 ft,,22,28
107,1,0:01.0,,E. Turner makes 2-pt jump shot from 11 ft,22,30
108,2,11:54.0,,Personal foul by Q. Cook (drawn by T. Quarterman),22,30
109,2,11:39.0,,T. Quarterman misses 3-pt jump shot from 25 ft,22,30
110,2,11:38.0,Defensive rebound by D. Motiejūnas,,22,30
111,2,11:25.0,D. Motiejūnas misses 3-pt jump shot from 24 ft,,22,30
112,2,11:24.0,,Defensive rebound by P. Connaughton,22,30
113,2,11:09.0,,P. Connaughton makes 3-pt jump shot from 26 ft (assist by M. Harkless),22,33
114,2,10:51.0,J. Crawford makes 2-pt jump shot from 7 ft,,24,33
115,2,10:39.0,,Turnover by T. Quarterman (bad pass; steal by Q. Cook),24,33
116,2,10:29.0,Q. Cook makes 3-pt jump shot from 25 ft (assist by J. Crawford),,27,33
117,2,10:13.0,,P. Connaughton misses 3-pt jump shot from 26 ft,27,33
118,2,10:11.0,Defensive rebound by C. Diallo,,27,33
119,2,10:01.0,J. Crawford makes 3-pt jump shot from 25 ft,,30,33
120,2,9:42.0,,M. Harkless makes 2-pt dunk at rim (assist by P. Connaughton),30,35
121,2,9:36.0,Shooting foul by P. Connaughton (drawn by E. Moore),,30,35
122,2,9:36.0,E. Moore makes free throw 1 of 2,,31,35
123,2,9:36.0,E. Moore misses free throw 2 of 2,,31,35
124,2,9:36.0,T. Frazier enters the game for Q. Cook,,31,35
125,2,9:34.0,,Defensive rebound by N. Vonleh,31,35
126,2,9:18.0,,Turnover by T. Quarterman (bad pass; steal by E. Moore),31,35
127,2,8:58.0,Shooting foul by T. Quarterman (drawn by C. Diallo),,31,35
128,2,8:58.0,Official timeout,,31,35
129,2,8:58.0,C. Diallo makes free throw 1 of 2,,32,35
130,2,8:58.0,A. Toupane enters the game for E. Moore,,31,35
131,2,8:58.0,A. Ajinça enters the game for D. Motiejūnas,,31,35
132,2,8:58.0,C. Diallo makes free throw 2 of 2,,33,35
133,2,8:40.0,,T. Quarterman misses 2-pt layup from 2 ft,33,35
134,2,8:39.0,,Offensive rebound by N. Vonleh,33,35
135,2,8:35.0,,P. Connaughton misses 3-pt jump shot from 25 ft,33,35
136,2,8:34.0,Defensive rebound by C. Diallo,,33,35
137,2,8:16.0,J. Crawford makes 2-pt jump shot from 19 ft,,35,35
138,2,7:57.0,,M. Harkless misses 2-pt layup from 2 ft,35,35
139,2,7:57.0,,Offensive rebound by N. Vonleh,35,35
140,2,7:57.0,,Shooting foul by A. Toupane (drawn by N. Vonleh),35,35
141,2,7:57.0,,N. Vonleh misses free throw 1 of 2,35,35
142,2,7:57.0,,Offensive rebound by Team,35,35
143,2,7:57.0,,S. Napier enters the game for E. Turner,35,35
144,2,7:57.0,,J. Layman enters the game for T. Quarterman,35,35
145,2,7:57.0,,N. Vonleh makes free throw 2 of 2,35,36
146,2,7:44.0,Turnover by J. Crawford (lost ball; steal by N. Vonleh),,35,36
147,2,7:39.0,,P. Connaughton makes 2-pt layup from 1 ft (assist by N. Vonleh),35,38
148,2,7:30.0,T. Frazier misses 3-pt jump shot from 25 ft,,35,38
149,2,7:27.0,,Defensive rebound by P. Connaughton,35,38
150,2,7:23.0,,M. Harkless makes 2-pt layup from 1 ft,35,40
151,2,7:23.0,,Shooting foul by A. Ajinça (drawn by M. Harkless),35,40
152,2,7:23.0,,M. Harkless misses free throw 1 of 1,35,40
153,2,7:21.0,Defensive rebound by A. Toupane,,35,40
154,2,7:16.0,J. Crawford makes 3-pt jump shot from 25 ft (assist by T. Frazier),,38,40
155,2,6:59.0,,S. Napier makes 2-pt jump shot from 18 ft,38,42
156,2,6:50.0,C. Diallo misses 2-pt jump shot from 19 ft,,38,42
157,2,6:48.0,,Defensive rebound by P. Connaughton,38,42
158,2,6:40.0,,Turnover by S. Napier (bad pass; steal by A. Ajinça),38,42
159,2,6:29.0,T. Frazier misses 3-pt jump shot from 23 ft,,38,42
160,2,6:28.0,Offensive rebound by C. Diallo,,38,42
161,2,6:19.0,J. Crawford misses 2-pt jump shot from 15 ft,,38,42
162,2,6:13.0,,Defensive rebound by S. Napier,38,42
163,2,6:00.0,,S. Napier misses 2-pt jump shot from 20 ft,38,42
164,2,5:57.0,,Offensive rebound by N. Vonleh,38,42
165,2,5:52.0,,Turnover by J. Layman (lost ball; steal by A. Toupane),38,42
166,2,5:42.0,A. Ajinça makes 2-pt jump shot from 4 ft,,40,42
167,2,5:42.0,Shooting foul by N. Vonleh (drawn by A. Ajinça),,40,42
168,2,5:42.0,,Portland full timeout,40,42
169,2,5:42.0,,M. Leonard enters the game for M. Harkless,40,42
170,2,5:42.0,A. Ajinça makes free throw 1 of 1,,41,42
171,2,5:22.0,,S. Napier misses 2-pt jump shot from 20 ft,41,42
172,2,5:19.0,,Offensive rebound by J. Layman,41,42
173,2,5:19.0,,J. Layman misses 2-pt layup from 1 ft,41,42
174,2,5:15.0,Defensive rebound by C. Diallo,,41,42
175,2,5:02.0,C. Diallo misses 2-pt jump shot from 20 ft,,41,42
176,2,5:00.0,,Defensive rebound by N. Vonleh,41,42
177,2,4:54.0,,S. Napier misses 3-pt jump shot from 26 ft,41,42
178,2,4:52.0,,Offensive rebound by N. Vonleh,41,42
179,2,4:43.0,,J. Layman misses 2-pt jump shot from 22 ft,41,42
180,2,4:41.0,Defensive rebound by A. Ajinça,,41,42
181,2,4:35.0,A. Toupane makes 2-pt jump shot from 20 ft (assist by T. Frazier),,43,42
182,2,4:12.0,,S. Napier makes 2-pt jump shot from 15 ft,43,44
183,2,4:12.0,,Shooting foul by C. Diallo (drawn by S. Napier),43,44
184,2,4:12.0,,S. Napier misses free throw 1 of 1,43,44
185,2,4:10.0,Defensive rebound by A. Ajinça,,43,44
186,2,4:00.0,J. Crawford misses 2-pt jump shot from 18 ft,,43,44
187,2,3:56.0,,Defensive rebound by N. Vonleh,43,44
188,2,3:51.0,,Turnover by S. Napier (lost ball; steal by T. Frazier),43,44
189,2,3:47.0,T. Frazier misses 2-pt layup from 1 ft,,43,44
190,2,3:45.0,Offensive rebound by C. Diallo,,43,44
191,2,3:45.0,C. Diallo makes 2-pt layup from 1 ft,,45,44
192,2,3:20.0,,N. Vonleh makes 2-pt layup from 1 ft,45,46
193,2,3:12.0,A. Ajinça makes 2-pt dunk at rim (assist by T. Frazier),,47,46
194,2,2:50.0,,Turnover by J. Layman (lost ball),47,46
195,2,2:50.0,New Orleans full timeout,,47,46
196,2,2:40.0,Turnover by A. Ajinça (offensive goaltending),,47,46
197,2,2:14.0,,S. Napier makes 3-pt jump shot from 25 ft (assist by P. Connaughton),47,49
198,2,2:05.0,A. Ajinça makes 2-pt jump shot from 18 ft (assist by T. Frazier),,49,49
199,2,1:40.0,,J. Layman misses 3-pt jump shot from 23 ft,49,49
200,2,1:38.0,,Offensive rebound by N. Vonleh,49,49
201,2,1:34.0,,P. Connaughton misses 3-pt jump shot from 24 ft,49,49
202,2,1:32.0,Defensive rebound by A. Ajinça,,49,49
203,2,1:22.0,Shooting foul by S. Napier (drawn by T. Frazier),,49,49
204,2,1:22.0,T. Frazier makes free throw 1 of 2,,50,49
205,2,1:22.0,Q. Cook enters the game for J. Crawford,,50,49
206,2,1:22.0,T. Frazier makes free throw 2 of 2,,51,49
207,2,1:07.0,,J. Layman makes 2-pt dunk at rim (assist by P. Connaughton),51,51
208,2,0:52.0,A. Ajinça misses 2-pt dunk at rim (block by M. Leonard),,51,51
209,2,0:50.0,,Defensive rebound by P. Connaughton,51,51
210,2,0:49.0,,Portland full timeout,51,51
211,2,0:30.0,,S. Napier misses 2-pt jump shot from 19 ft,51,51
212,2,0:27.0,Defensive rebound by C. Diallo,,51,51
213,2,0:22.0,Offensive foul by C. Diallo (drawn by S. Napier),,51,51
214,2,0:22.0,Turnover by C. Diallo (offensive foul),,51,51
215,2,0:05.0,,S. Napier makes 2-pt layup from 1 ft,51,53
216,2,0:01.0,A. Toupane makes 2-pt jump shot from 18 ft (assist by T. Frazier),,53,53
217,2,0:00.0,,J. Layman misses 3-pt jump shot from 71 ft,53,53
218,2,0:00.0,,Offensive rebound by Team,53,53
219,3,11:54.0,,N. Vonleh misses 2-pt jump shot from 18 ft,53,53
220,3,11:53.0,Defensive rebound by S. Hill,,53,53
221,3,11:42.0,A. Ajinça misses 2-pt hook shot from 5 ft,,53,53
222,3,11:38.0,,Defensive rebound by N. Vonleh,53,53
223,3,11:31.0,,Turnover by E. Turner (bad pass),53,53
224,3,11:14.0,J. Holiday misses 3-pt jump shot from 25 ft,,53,53
225,3,11:13.0,,Defensive rebound by M. Leonard,53,53
226,3,10:59.0,,S. Napier makes 2-pt jump shot from 7 ft,53,55
227,3,10:59.0,,Shooting foul by T. Frazier (drawn by S. Napier),53,55
228,3,10:59.0,,S. Napier makes free throw 1 of 1,53,56
229,3,10:51.0,Turnover by A. Ajinça (offensive goaltending),,53,56
230,3,10:34.0,,E. Turner makes 2-pt jump shot from 14 ft,53,58
231,3,10:18.0,T. Frazier makes 3-pt jump shot from 25 ft (assist by J. Holiday),,56,58
232,3,10:01.0,,Personal foul by T. Frazier (drawn by J. Layman),56,58
233,3,9:55.0,,S. Napier makes 3-pt jump shot from 26 ft (assist by J. Layman),56,61
234,3,9:34.0,A. Ajinça makes 2-pt layup from 1 ft (assist by J. Holiday),,58,61
235,3,9:17.0,,J. Layman makes 3-pt jump shot from 25 ft,58,64
236,3,9:13.0,New Orleans full timeout,,58,64
237,3,9:04.0,J. Holiday misses 2-pt jump shot from 19 ft,,58,64
238,3,9:01.0,,Defensive rebound by N. Vonleh,58,64
239,3,8:38.0,,J. Layman misses 3-pt jump shot from 24 ft,58,64
240,3,8:38.0,,Offensive rebound by Team,58,64
241,3,8:38.0,,Turnover by Team (shot clock),58,64
242,3,8:26.0,T. Frazier misses 3-pt jump shot from 25 ft,,58,64
243,3,8:25.0,Offensive rebound by A. Ajinça,,58,64
244,3,8:19.0,S. Hill makes 2-pt jump shot from 16 ft,,60,64
245,3,8:06.0,,Offensive foul by E. Turner (drawn by T. Frazier),60,64
246,3,8:06.0,,Turnover by E. Turner (offensive foul),60,64
247,3,8:03.0,,Violation by Team (jump ball),60,64
248,3,7:55.0,A. Ajinça misses 2-pt dunk at rim,,60,64
249,3,7:49.0,Offensive rebound by T. Frazier,,60,64
250,3,7:46.0,S. Hill makes 3-pt jump shot from 25 ft (assist by T. Frazier),,63,64
251,3,7:31.0,,S. Napier makes 2-pt jump shot from 20 ft,63,66
252,3,7:26.0,Personal foul by S. Napier (drawn by T. Frazier),,63,66
253,3,7:17.0,T. Frazier misses 2-pt jump shot from 19 ft,,63,66
254,3,7:15.0,,Defensive rebound by M. Leonard,63,66
255,3,7:11.0,,S. Napier misses 3-pt jump shot from 26 ft,63,66
256,3,7:07.0,Defensive rebound by A. Ajinça,,63,66
257,3,6:58.0,J. Holiday makes 2-pt jump shot from 4 ft,,65,66
258,3,6:36.0,,E. Turner misses 2-pt jump shot from 15 ft,65,66
259,3,6:34.0,,Offensive rebound by N. Vonleh,65,66
260,3,6:33.0,,N. Vonleh makes 2-pt layup at rim,65,68
261,3,6:25.0,Personal foul by J. Layman (drawn by A. Ajinça),,65,68
262,3,6:19.0,S. Hill misses 3-pt jump shot from 26 ft,,65,68
263,3,6:18.0,,Defensive rebound by S. Napier,65,68
264,3,6:11.0,,M. Harkless enters the game for N. Vonleh,65,68
265,3,6:11.0,,P. Connaughton enters the game for J. Layman,65,68
266,3,5:58.0,,Personal foul by A. Ajinça (drawn by M. Leonard),65,68
267,3,5:52.0,,S. Napier misses 2-pt layup from 1 ft (block by D. Cunningham),65,68
268,3,5:49.0,Defensive rebound by T. Frazier,,65,68
269,3,5:43.0,T. Frazier misses 2-pt layup from 2 ft,,65,68
270,3,5:40.0,,Defensive rebound by P. Connaughton,65,68
271,3,5:35.0,,E. Turner makes 2-pt layup from 2 ft (assist by P. Connaughton),65,70
272,3,5:15.0,J. Holiday misses 2-pt layup at rim,,65,70
273,3,5:14.0,Offensive rebound by J. Holiday,,65,70
274,3,5:14.0,J. Holiday makes 2-pt layup from 1 ft,,67,70
275,3,4:56.0,,M. Leonard misses 2-pt jump shot from 19 ft,67,70
276,3,4:53.0,Defensive rebound by D. Cunningham,,67,70
277,3,4:47.0,S. Hill makes 2-pt layup from 2 ft,,69,70
278,3,4:47.0,Shooting foul by M. Leonard (drawn by S. Hill),,69,70
279,3,4:47.0,S. Hill misses free throw 1 of 1,,69,70
280,3,4:47.0,D. Motiejūnas enters the game for A. Ajinça,,69,70
281,3,4:47.0,E. Moore enters the game for J. Holiday,,69,70
282,3,4:46.0,,Defensive rebound by E. Turner,69,70
283,3,4:23.0,,M. Harkless makes 2-pt dunk at rim (assist by E. Turner),69,72
284,3,4:07.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by E. Moore),,72,72
285,3,3:58.0,,Personal foul by D. Motiejūnas (drawn by S. Napier),72,72
286,3,3:53.0,,P. Connaughton makes 3-pt jump shot from 26 ft (assist by M. Leonard),72,75
287,3,3:38.0,E. Moore misses 3-pt jump shot from 26 ft,,72,75
288,3,3:36.0,Offensive rebound by D. Cunningham,,72,75
289,3,3:35.0,D. Cunningham makes 2-pt layup from 1 ft,,74,75
290,3,3:08.0,,S. Napier misses 3-pt jump shot from 25 ft,74,75
291,3,3:06.0,Defensive rebound by S. Hill,,74,75
292,3,2:59.0,D. Motiejūnas misses 3-pt jump shot from 25 ft,,74,75
293,3,2:58.0,Offensive rebound by E. Moore,,74,75
294,3,2:43.0,Shooting foul by P. Connaughton (drawn by T. Frazier),,74,75
295,3,2:43.0,,Portland full timeout,74,75
296,3,2:43.0,T. Frazier misses free throw 1 of 2,,74,75
297,3,2:43.0,Offensive rebound by Team,,74,75
298,3,2:43.0,,T. Quarterman enters the game for E. Turner,74,75
299,3,2:43.0,,J. Layman enters the game for S. Napier,74,75
300,3,2:43.0,C. Diallo enters the game for D. Cunningham,,74,75
301,3,2:43.0,T. Frazier makes free throw 2 of 2,,75,75
302,3,2:27.0,,J. Layman makes 3-pt jump shot from 25 ft (assist by M. Harkless),75,78
303,3,2:14.0,D. Motiejūnas misses 3-pt jump shot from 26 ft,,75,78
304,3,2:13.0,,Defensive rebound by J. Layman,75,78
305,3,2:02.0,,T. Quarterman makes 3-pt jump shot from 25 ft (assist by P. Connaughton),75,81
306,3,1:41.0,D. Motiejūnas misses 2-pt hook shot from 9 ft,,75,81
307,3,1:39.0,,Defensive rebound by M. Leonard,75,81
308,3,1:31.0,,M. Leonard misses 3-pt jump shot from 26 ft,75,81
309,3,1:29.0,Defensive rebound by C. Diallo,,75,81
310,3,1:20.0,D. Motiejūnas makes 2-pt jump shot from 8 ft (assist by T. Frazier),,77,81
311,3,1:00.0,,T. Quarterman misses 2-pt layup from 2 ft,77,81
312,3,0:59.0,Defensive rebound by C. Diallo,,77,81
313,3,0:55.0,Turnover by T. Frazier (bad pass; steal by M. Harkless),,77,81
314,3,0:51.0,,T. Quarterman makes 2-pt layup at rim (assist by J. Layman),77,83
315,3,0:38.0,Shooting foul by M. Harkless (drawn by S. Hill),,77,83
316,3,0:38.0,S. Hill misses free throw 1 of 2,,77,83
317,3,0:38.0,Offensive rebound by Team,,77,83
318,3,0:38.0,Q. Cook enters the game for T. Frazier,,77,83
319,3,0:38.0,S. Hill makes free throw 2 of 2,,78,83
320,3,0:33.0,,T. Quarterman makes 2-pt jump shot from 19 ft,78,85
321,3,0:20.0,C. Diallo misses 2-pt jump shot from 7 ft,,78,85
322,3,0:19.0,,Defensive rebound by M. Leonard,78,85
323,3,0:04.0,,Turnover by T. Quarterman (bad pass),78,85
324,3,0:00.0,S. Hill misses 3-pt jump shot from 41 ft,,78,85
325,3,0:00.0,Offensive rebound by Team,,78,85
326,4,11:52.0,Personal foul by P. Connaughton (drawn by J. Crawford),,78,85
327,4,11:37.0,D. Motiejūnas misses 2-pt hook shot from 8 ft,,78,85
328,4,11:33.0,Offensive rebound by C. Diallo,,78,85
329,4,11:29.0,C. Diallo misses 2-pt jump shot from 5 ft (block by T. Quarterman),,78,85
330,4,11:26.0,Offensive rebound by Q. Cook,,78,85
331,4,11:20.0,Q. Cook makes 2-pt jump shot from 9 ft,,80,85
332,4,11:05.0,,Turnover by P. Connaughton (bad pass; steal by Q. Cook),80,85
333,4,10:57.0,D. Motiejūnas misses 3-pt jump shot from 24 ft,,80,85
334,4,10:55.0,,Defensive rebound by T. Quarterman,80,85
335,4,10:37.0,,N. Vonleh misses 2-pt jump shot from 21 ft,80,85
336,4,10:36.0,Defensive rebound by C. Diallo,,80,85
337,4,10:27.0,Turnover by J. Crawford (palming),,80,85
338,4,10:05.0,,N. Vonleh misses 2-pt jump shot from 19 ft,80,85
339,4,10:04.0,Defensive rebound by C. Diallo,,80,85
340,4,9:50.0,Q. Cook makes 2-pt jump shot from 10 ft,,82,85
341,4,9:34.0,,Turnover by T. Quarterman (bad pass; steal by D. Motiejūnas),82,85
342,4,9:26.0,J. Crawford misses 3-pt jump shot from 24 ft,,82,85
343,4,9:25.0,,Defensive rebound by P. Connaughton,82,85
344,4,9:21.0,,T. Quarterman makes 3-pt jump shot from 27 ft (assist by P. Connaughton),82,88
345,4,9:02.0,J. Crawford misses 2-pt jump shot from 8 ft,,82,88
346,4,9:01.0,,Defensive rebound by M. Harkless,82,88
347,4,8:58.0,,Personal foul by A. Toupane (drawn by T. Quarterman),82,88
348,4,8:58.0,Official timeout,,82,88
349,4,8:58.0,A. Ajinça enters the game for D. Motiejūnas,,82,88
350,4,8:41.0,,M. Harkless makes 2-pt layup from 2 ft,82,90
351,4,8:20.0,A. Toupane makes 2-pt layup from 2 ft (assist by J. Crawford),,84,90
352,4,8:03.0,,P. Connaughton makes 3-pt jump shot from 24 ft (assist by J. Layman),84,93
353,4,7:45.0,A. Toupane makes 2-pt jump shot from 20 ft,,86,93
354,4,7:26.0,,T. Quarterman misses 2-pt jump shot from 21 ft,86,93
355,4,7:26.0,,Offensive rebound by M. Harkless,86,93
356,4,7:26.0,,Shooting foul by A. Toupane (drawn by M. Harkless),86,93
357,4,7:26.0,,M. Harkless misses free throw 1 of 2,86,93
358,4,7:26.0,,Offensive rebound by Team,86,93
359,4,7:26.0,,M. Harkless misses free throw 2 of 2,86,93
360,4,7:26.0,,M. Leonard enters the game for N. Vonleh,86,93
361,4,7:24.0,Defensive rebound by C. Diallo,,86,93
362,4,7:09.0,Turnover by A. Ajinça (bad pass),,86,93
363,4,7:09.0,,N. Vonleh enters the game for M. Harkless,86,93
364,4,6:53.0,,Turnover by T. Quarterman (bad pass; steal by C. Diallo),86,93
365,4,6:47.0,J. Crawford misses 2-pt jump shot from 5 ft,,86,93
366,4,6:43.0,Offensive rebound by C. Diallo,,86,93
367,4,6:43.0,C. Diallo makes 2-pt layup from 1 ft,,88,93
368,4,6:19.0,,M. Leonard misses 2-pt jump shot from 12 ft,88,93
369,4,6:15.0,Defensive rebound by C. Diallo,,88,93
370,4,6:09.0,A. Ajinça makes 2-pt jump shot from 6 ft (assist by Q. Cook),,90,93
371,4,6:09.0,,Portland full timeout,90,93
372,4,6:09.0,S. Hill enters the game for A. Ajinça,,90,93
373,4,5:55.0,,Turnover by P. Connaughton (bad pass; steal by J. Crawford),90,93
374,4,5:36.0,Turnover by Q. Cook (lost ball; steal by T. Quarterman),,90,93
375,4,5:31.0,,Turnover by T. Quarterman (lost ball; steal by S. Hill),90,93
376,4,5:24.0,C. Diallo makes 2-pt layup from 1 ft (assist by J. Crawford),,92,93
377,4,5:24.0,Shooting foul by M. Leonard (drawn by C. Diallo),,92,93
378,4,5:24.0,C. Diallo misses free throw 1 of 1,,92,93
379,4,5:23.0,,Defensive rebound by N. Vonleh,92,93
380,4,5:08.0,,P. Connaughton misses 3-pt jump shot from 25 ft,92,93
381,4,5:06.0,Defensive rebound by C. Diallo,,92,93
