,QUARTER,TIME_REMAINING,DALLAS_ACTION,CHARLOTTE_ACTION,DALLAS_SCORE,CHARLOTTE_SCORE
0,1,11:52.0,,N. Batum makes 2-pt jump shot from 15 ft,0,2
1,1,11:22.0,D. Williams makes 2-pt jump shot from 18 ft,,2,2
2,1,10:58.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 14 ft,2,2
3,1,10:56.0,Defensive rebound by S. Mejri,,2,2
4,1,10:42.0,D. Williams misses 3-pt jump shot from 25 ft,,2,2
5,1,10:41.0,Offensive rebound by S. Mejri,,2,2
6,1,10:29.0,W. Matthews misses 3-pt jump shot from 24 ft,,2,2
7,1,10:26.0,,Defensive rebound by C. Zeller,2,2
8,1,10:18.0,,N. Batum makes 2-pt jump shot from 18 ft (assist by K. Walker),2,4
9,1,10:01.0,H. Barnes misses 2-pt jump shot from 17 ft,,2,4
10,1,10:01.0,,Defensive rebound by Team,2,4
11,1,10:01.0,,Personal foul by S. Mejri (drawn by C. Zeller),2,4
12,1,9:45.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,2,6
13,1,9:26.0,Turnover by D. Finney-Smith (bad pass; steal by K. Walker),,2,6
14,1,9:25.0,,Personal foul by D. Williams (drawn by K. Walker),2,6
15,1,9:07.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,2,6
16,1,9:05.0,Defensive rebound by D. Finney-Smith,,2,6
17,1,8:59.0,Personal foul by K. Walker (drawn by D. Williams),,2,6
18,1,8:41.0,W. Matthews misses 3-pt jump shot from 27 ft,,2,6
19,1,8:40.0,,Defensive rebound by Team,2,6
20,1,8:27.0,,K. Walker makes 3-pt jump shot from 24 ft (assist by N. Batum),2,9
21,1,8:15.0,Personal foul by C. Zeller (drawn by W. Matthews),,2,9
22,1,8:04.0,S. Mejri misses 2-pt jump shot from 20 ft,,2,9
23,1,8:03.0,,Defensive rebound by N. Batum,2,9
24,1,7:54.0,,Shooting foul by W. Matthews (drawn by F. Kaminsky),2,9
25,1,7:54.0,,F. Kaminsky misses free throw 1 of 2,2,9
26,1,7:54.0,,Offensive rebound by Team,2,9
27,1,7:54.0,D. Harris enters the game for W. Matthews,,2,9
28,1,7:54.0,,F. Kaminsky makes free throw 2 of 2,2,10
29,1,7:43.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,2,10
30,1,7:42.0,,Defensive rebound by N. Batum,2,10
31,1,7:30.0,,K. Walker misses 3-pt jump shot from 23 ft,2,10
32,1,7:29.0,Defensive rebound by H. Barnes,,2,10
33,1,7:14.0,D. Williams makes 2-pt jump shot from 17 ft,,4,10
34,1,7:01.0,,Personal foul by D. Finney-Smith (drawn by F. Kaminsky),4,10
35,1,6:53.0,,K. Walker makes 2-pt layup from 2 ft,4,12
36,1,6:30.0,S. Mejri misses 2-pt layup from 3 ft (block by C. Zeller),,4,12
37,1,6:30.0,Offensive rebound by S. Mejri,,4,12
38,1,6:30.0,Shooting foul by M. Kidd-Gilchrist (drawn by S. Mejri),,4,12
39,1,6:30.0,S. Mejri misses free throw 1 of 2,,4,12
40,1,6:30.0,Offensive rebound by Team,,4,12
41,1,6:30.0,S. Mejri makes free throw 2 of 2,,5,12
42,1,6:16.0,,K. Walker misses 3-pt jump shot from 25 ft,5,12
43,1,6:14.0,,Offensive rebound by M. Kidd-Gilchrist,5,12
44,1,6:06.0,,Shooting foul by D. Harris (drawn by N. Batum),5,12
45,1,6:06.0,,N. Batum misses free throw 1 of 2,5,12
46,1,6:06.0,,Offensive rebound by Team,5,12
47,1,6:06.0,D. Powell enters the game for H. Barnes,,5,12
48,1,6:06.0,W. Matthews enters the game for D. Finney-Smith,,5,12
49,1,6:06.0,,N. Batum makes free throw 2 of 2,5,13
50,1,5:50.0,D. Williams misses 3-pt jump shot from 26 ft,,5,13
51,1,5:49.0,,Defensive rebound by N. Batum,5,13
52,1,5:34.0,,N. Batum misses 2-pt jump shot from 17 ft,5,13
53,1,5:33.0,Defensive rebound by D. Powell,,5,13
54,1,5:17.0,D. Harris makes 3-pt jump shot from 25 ft (assist by W. Matthews),,8,13
55,1,5:07.0,,Charlotte full timeout,8,13
56,1,5:07.0,J. Gibson enters the game for D. Williams,,8,13
57,1,5:07.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,8,13
58,1,4:48.0,,K. Walker misses 2-pt jump shot from 16 ft,8,13
59,1,4:47.0,Defensive rebound by S. Mejri,,8,13
60,1,4:28.0,D. Powell makes 2-pt dunk at rim (assist by J. Gibson),,10,13
61,1,4:13.0,,M. Belinelli misses 3-pt jump shot from 26 ft,10,13
62,1,4:13.0,Defensive rebound by Team,,10,13
63,1,3:49.0,Turnover by Team (shot clock),,10,13
64,1,3:49.0,,R. Sessions enters the game for K. Walker,10,13
65,1,3:48.0,,R. Hibbert enters the game for C. Zeller,10,13
66,1,3:38.0,,Shooting foul by D. Harris (drawn by M. Belinelli),10,13
67,1,3:38.0,,M. Belinelli makes free throw 1 of 2,10,14
68,1,3:38.0,H. Barnes enters the game for S. Mejri,,10,14
69,1,3:38.0,J. Anderson enters the game for D. Harris,,10,14
70,1,3:38.0,,M. Belinelli makes free throw 2 of 2,10,15
71,1,3:22.0,J. Gibson misses 2-pt jump shot from 19 ft,,10,15
72,1,3:21.0,,Defensive rebound by N. Batum,10,15
73,1,3:02.0,,F. Kaminsky misses 2-pt jump shot from 14 ft,10,15
74,1,3:01.0,Defensive rebound by W. Matthews,,10,15
75,1,2:50.0,H. Barnes misses 2-pt jump shot from 6 ft,,10,15
76,1,2:49.0,,Defensive rebound by F. Kaminsky,10,15
77,1,2:34.0,,R. Hibbert makes 2-pt hook shot from 7 ft,10,17
78,1,2:24.0,Turnover by J. Gibson (bad pass),,10,17
79,1,2:24.0,Dallas full timeout,,10,17
80,1,2:24.0,,S. Hawes enters the game for F. Kaminsky,10,17
81,1,2:16.0,,N. Batum misses 2-pt jump shot from 18 ft,10,17
82,1,2:15.0,Defensive rebound by D. Powell,,10,17
83,1,1:57.0,H. Barnes misses 2-pt jump shot from 14 ft,,10,17
84,1,1:56.0,,Defensive rebound by R. Hibbert,10,17
85,1,1:44.0,,R. Sessions makes 2-pt jump shot from 18 ft (assist by R. Hibbert),10,19
86,1,1:27.0,W. Matthews makes 2-pt layup from 2 ft,,12,19
87,1,1:13.0,,R. Hibbert makes 2-pt layup from 1 ft (assist by N. Batum),12,21
88,1,1:02.0,J. Gibson misses 2-pt jump shot from 19 ft,,12,21
89,1,1:01.0,,Defensive rebound by N. Batum,12,21
90,1,0:53.0,,Turnover by N. Batum (bad pass),12,21
91,1,0:31.0,W. Matthews makes 2-pt layup from 3 ft,,14,21
92,1,0:10.0,,R. Hibbert makes 2-pt hook shot from 6 ft (assist by M. Belinelli),14,23
93,1,0:05.0,Personal foul by R. Sessions (drawn by J. Gibson),,14,23
94,1,0:00.0,J. Gibson misses 2-pt layup from 2 ft,,14,23
95,1,0:00.0,Offensive rebound by Team,,14,23
96,2,11:47.0,H. Barnes misses 2-pt jump shot from 17 ft,,14,23
97,2,11:46.0,Offensive rebound by D. Powell,,14,23
98,2,11:41.0,J. Gibson misses 2-pt jump shot from 17 ft,,14,23
99,2,11:40.0,,Defensive rebound by J. Lamb,14,23
100,2,11:28.0,,R. Sessions makes 2-pt jump shot from 7 ft,14,25
101,2,11:10.0,H. Barnes misses 2-pt jump shot from 21 ft,,14,25
102,2,11:10.0,Offensive rebound by Team,,14,25
103,2,11:10.0,,Loose ball foul by R. Hibbert (drawn by D. Powell),14,25
104,2,11:10.0,D. Williams enters the game for J. Gibson,,14,25
105,2,11:04.0,J. Anderson misses 2-pt layup from 1 ft,,14,25
106,2,11:02.0,,Defensive rebound by S. Hawes,14,25
107,2,10:48.0,,Shooting foul by D. Powell (drawn by R. Hibbert),14,25
108,2,10:48.0,,R. Hibbert misses free throw 1 of 2,14,25
109,2,10:48.0,,Offensive rebound by Team,14,25
110,2,10:48.0,,R. Hibbert misses free throw 2 of 2,14,25
111,2,10:45.0,Defensive rebound by D. Powell,,14,25
112,2,10:33.0,D. Harris misses 3-pt jump shot from 25 ft,,14,25
113,2,10:32.0,,Defensive rebound by J. Lamb,14,25
114,2,10:22.0,,J. Lamb misses 2-pt jump shot from 11 ft,14,25
115,2,10:21.0,Defensive rebound by J. Anderson,,14,25
116,2,10:14.0,D. Williams makes 2-pt jump shot from 14 ft,,16,25
117,2,9:59.0,,R. Hibbert misses 2-pt hook shot from 7 ft,16,25
118,2,9:58.0,Defensive rebound by D. Powell,,16,25
119,2,9:54.0,J. Anderson makes 2-pt layup from 1 ft (assist by D. Harris),,18,25
120,2,9:39.0,Offensive charge foul by J. Lamb (drawn by D. Harris),,18,25
121,2,9:39.0,,Turnover by J. Lamb (offensive foul),18,25
122,2,9:29.0,H. Barnes makes 2-pt jump shot from 18 ft (assist by D. Williams),,20,25
123,2,9:13.0,,S. Hawes makes 2-pt jump shot from 15 ft (assist by R. Sessions),20,27
124,2,8:59.0,H. Barnes makes 2-pt jump shot from 18 ft (assist by D. Williams),,22,27
125,2,8:45.0,,Personal foul by J. Anderson (drawn by M. Belinelli),22,27
126,2,8:45.0,Official timeout,,22,27
127,2,8:45.0,,K. Walker enters the game for R. Sessions,22,27
128,2,8:37.0,,Shooting foul by D. Powell (drawn by R. Hibbert),22,27
129,2,8:37.0,,R. Hibbert makes free throw 1 of 2,22,28
130,2,8:37.0,,R. Hibbert misses free throw 2 of 2,22,28
131,2,8:35.0,Defensive rebound by D. Powell,,22,28
132,2,8:23.0,D. Powell misses 2-pt layup from 1 ft,,22,28
133,2,8:22.0,Offensive rebound by H. Barnes,,22,28
134,2,8:14.0,H. Barnes misses 2-pt layup from 1 ft (block by S. Hawes),,22,28
135,2,8:12.0,,Defensive rebound by J. Lamb,22,28
136,2,8:01.0,,J. Lamb misses 2-pt jump shot from 14 ft,22,28
137,2,8:00.0,Defensive rebound by H. Barnes,,22,28
138,2,7:51.0,Turnover by J. Anderson (bad pass; steal by S. Hawes),,22,28
139,2,7:46.0,,Turnover by K. Walker (bad pass; steal by D. Powell),22,28
140,2,7:40.0,J. Anderson misses 2-pt layup from 2 ft,,22,28
141,2,7:38.0,,Defensive rebound by S. Hawes,22,28
142,2,7:35.0,,M. Kidd-Gilchrist enters the game for M. Belinelli,22,28
143,2,7:35.0,J. Gibson enters the game for D. Harris,,22,28
144,2,7:35.0,W. Matthews enters the game for H. Barnes,,22,28
145,2,7:20.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 15 ft (assist by J. Lamb),22,30
146,2,7:02.0,D. Williams makes 3-pt jump shot from 24 ft (assist by J. Gibson),,25,30
147,2,6:42.0,,Shooting foul by J. Anderson (drawn by M. Kidd-Gilchrist),25,30
148,2,6:42.0,,M. Kidd-Gilchrist makes free throw 1 of 2,25,31
149,2,6:42.0,,M. Kidd-Gilchrist makes free throw 2 of 2,25,32
150,2,6:27.0,Shooting foul by S. Hawes (drawn by J. Anderson),,25,32
151,2,6:27.0,J. Anderson makes free throw 1 of 2,,26,32
152,2,6:27.0,J. Anderson makes free throw 2 of 2,,27,32
153,2,6:20.0,,Turnover by K. Walker (lost ball; steal by J. Gibson),27,32
154,2,6:16.0,J. Gibson misses 2-pt layup from 3 ft (block by M. Kidd-Gilchrist),,27,32
155,2,6:16.0,Offensive rebound by Team,,27,32
156,2,6:16.0,,F. Kaminsky enters the game for R. Hibbert,27,32
157,2,6:16.0,,C. Zeller enters the game for S. Hawes,27,32
158,2,6:10.0,J. Anderson makes 3-pt jump shot from 25 ft (assist by D. Williams),,30,32
159,2,5:51.0,,J. Lamb makes 3-pt jump shot from 29 ft (assist by K. Walker),30,35
160,2,5:32.0,D. Williams misses 3-pt jump shot from 25 ft,,30,35
161,2,5:31.0,,Defensive rebound by C. Zeller,30,35
162,2,5:24.0,,K. Walker misses 3-pt jump shot from 25 ft,30,35
163,2,5:23.0,Defensive rebound by D. Williams,,30,35
164,2,5:17.0,D. Williams misses 2-pt layup from 2 ft (block by J. Lamb),,30,35
165,2,5:17.0,Offensive rebound by Team,,30,35
166,2,5:17.0,,Charlotte full timeout,30,35
167,2,5:17.0,,N. Batum enters the game for J. Lamb,30,35
168,2,5:12.0,D. Powell misses 2-pt jump shot from 22 ft,,30,35
169,2,5:08.0,Offensive rebound by J. Anderson,,30,35
170,2,4:56.0,Shooting foul by F. Kaminsky (drawn by J. Anderson),,30,35
171,2,4:56.0,J. Anderson makes free throw 1 of 2,,31,35
172,2,4:56.0,J. Anderson makes free throw 2 of 2,,32,35
173,2,4:44.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 16 ft,32,35
174,2,4:42.0,,Offensive rebound by C. Zeller,32,35
175,2,4:42.0,,C. Zeller misses 2-pt layup from 1 ft (block by D. Powell),32,35
176,2,4:39.0,Defensive rebound by W. Matthews,,32,35
177,2,4:25.0,Shooting foul by K. Walker (drawn by D. Powell),,32,35
178,2,4:25.0,D. Powell makes free throw 1 of 2,,33,35
179,2,4:25.0,D. Harris enters the game for J. Gibson,,33,35
180,2,4:25.0,D. Powell makes free throw 2 of 2,,34,35
181,2,4:16.0,,K. Walker misses 2-pt jump shot from 11 ft,34,35
182,2,4:16.0,,Offensive rebound by Team,34,35
183,2,4:08.0,,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),34,37
