,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,INDIANA_ACTION,SACRAMENTO_SCORE,INDIANA_SCORE
390,4,2:44.0,,Personal foul by A. Afflalo (drawn by P. George),103,98
391,4,2:44.0,Sacramento full timeout,,103,98
392,4,2:44.0,,P. George makes free throw 1 of 2,103,99
393,4,2:44.0,,P. George makes free throw 2 of 2,103,100
394,4,2:28.0,Turnover by D. Cousins (lost ball; steal by J. Teague),,103,100
395,4,2:21.0,,P. George misses 3-pt jump shot from 26 ft,103,100
396,4,2:21.0,Defensive rebound by A. Tolliver,,103,100
397,4,1:58.0,A. Afflalo misses 3-pt jump shot from 24 ft,,103,100
398,4,1:58.0,,Defensive rebound by Team,103,100
399,4,1:58.0,Loose ball foul by D. Cousins (drawn by P. George),,103,100
400,4,1:58.0,,P. George makes free throw 1 of 2,103,101
401,4,1:58.0,,P. George makes free throw 2 of 2,103,102
402,4,1:38.0,Shooting foul by M. Turner (drawn by D. Cousins),,103,102
403,4,1:38.0,D. Cousins misses free throw 1 of 2,,103,102
404,4,1:38.0,Offensive rebound by Team,,103,102
405,4,1:38.0,D. Cousins makes free throw 2 of 2,,104,102
406,4,1:17.0,,Shooting foul by G. Temple (drawn by P. George),104,102
407,4,1:17.0,,P. George makes free throw 1 of 2,104,103
408,4,1:17.0,T. Lawson enters the game for A. Tolliver,,104,103
409,4,1:17.0,,L. Allen enters the game for M. Turner,104,103
410,4,1:17.0,,P. George makes free throw 2 of 2,104,104
411,4,1:00.0,D. Cousins misses 3-pt jump shot from 25 ft,,104,104
412,4,1:00.0,,Defensive rebound by P. George,104,104
413,4,0:37.0,,P. George misses 2-pt jump shot from 18 ft,104,104
414,4,0:36.0,Defensive rebound by D. Collison,,104,104
415,4,0:19.0,D. Cousins misses 2-pt jump shot from 4 ft (block by L. Allen),,104,104
416,4,0:18.0,,Defensive rebound by J. Teague,104,104
417,4,0:15.0,,Indiana full timeout,104,104
418,4,0:15.0,A. Tolliver enters the game for T. Lawson,,104,104
419,4,0:15.0,,M. Turner enters the game for L. Allen,104,104
420,4,0:02.0,,P. George misses 2-pt jump shot from 22 ft,104,104
421,4,0:01.0,Defensive rebound by D. Collison,,104,104
422,4,0:01.0,Sacramento full timeout,,104,104
423,4,0:01.0,M. Barnes enters the game for A. Tolliver,,104,104
424,4,0:00.0,D. Cousins misses 2-pt layup from 2 ft,,104,104
425,4,0:00.0,Offensive rebound by Team,,104,104
426,1OT,4:35.0,A. Afflalo misses 2-pt jump shot from 20 ft,,104,104
427,1OT,4:35.0,Offensive rebound by D. Collison,,104,104
428,1OT,4:22.0,Personal foul by P. George (drawn by D. Cousins),,104,104
429,1OT,4:22.0,,T. Young enters the game for G. Robinson,104,104
430,1OT,4:15.0,Turnover by G. Temple (bad pass; steal by T. Young),,104,104
431,1OT,4:06.0,,P. George makes 2-pt layup from 2 ft,104,106
432,1OT,3:41.0,D. Collison makes 2-pt jump shot from 19 ft,,106,106
433,1OT,3:28.0,,J. Teague misses 2-pt layup from 4 ft,106,106
434,1OT,3:27.0,,Offensive rebound by L. Allen,106,106
435,1OT,3:15.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by J. Teague),106,109
436,1OT,2:57.0,G. Temple misses 2-pt jump shot from 18 ft,,106,109
437,1OT,2:56.0,,Defensive rebound by J. Teague,106,109
438,1OT,2:39.0,,T. Young misses 2-pt layup from 4 ft,106,109
439,1OT,2:38.0,Defensive rebound by D. Cousins,,106,109
440,1OT,2:13.0,D. Collison makes 3-pt jump shot from 25 ft,,109,109
441,1OT,1:57.0,,P. George makes 2-pt jump shot from 18 ft (assist by J. Teague),109,111
442,1OT,1:34.0,A. Afflalo makes 2-pt jump shot from 21 ft,,111,111
443,1OT,1:14.0,,T. Young misses 3-pt jump shot from 24 ft,111,111
444,1OT,1:13.0,Defensive rebound by K. Koufos,,111,111
445,1OT,1:04.0,Sacramento full timeout,,111,111
446,1OT,1:04.0,A. Tolliver enters the game for K. Koufos,,111,111
447,1OT,1:04.0,,G. Robinson enters the game for L. Allen,111,111
448,1OT,0:56.0,Turnover by G. Temple (bad pass),,111,111
449,1OT,0:56.0,,Indiana full timeout,111,111
450,1OT,0:56.0,,Violation by Team (jump ball),111,111
451,1OT,0:56.0,,M. Turner enters the game for G. Robinson,111,111
452,1OT,0:35.0,,P. George makes 2-pt jump shot from 21 ft,111,113
453,1OT,0:19.0,D. Cousins misses 2-pt jump shot from 3 ft (block by M. Turner),,111,113
454,1OT,0:18.0,Offensive rebound by D. Cousins,,111,113
455,1OT,0:18.0,Sacramento full timeout,,111,113
456,1OT,0:18.0,,L. Allen enters the game for M. Turner,111,113
457,1OT,0:10.0,G. Temple misses 2-pt jump shot from 20 ft,,111,113
458,1OT,0:09.0,Offensive rebound by D. Cousins,,111,113
459,1OT,0:07.0,Sacramento full timeout,,111,113
460,1OT,0:07.0,,Indiana full timeout,111,113
461,1OT,0:03.0,D. Collison misses 2-pt layup from 3 ft,,111,113
462,1OT,0:02.0,,Defensive rebound by Team,111,113
463,1OT,0:02.0,,Indiana full timeout,111,113
464,1OT,0:02.0,,M. Turner enters the game for L. Allen,111,113
465,1OT,0:02.0,M. Barnes enters the game for A. Afflalo,,111,113
466,1OT,0:01.0,,Personal take foul by D. Cousins (drawn by P. George),111,113
467,1OT,0:00.0,,Personal take foul by A. Tolliver (drawn by J. Teague),111,113
468,1OT,0:00.0,,J. Teague makes free throw 1 of 2,111,114
469,1OT,0:00.0,,J. Teague makes free throw 2 of 2,111,115
470,1OT,0:00.0,D. Cousins misses 3-pt jump shot from 60 ft,,111,115
471,1OT,0:00.0,Offensive rebound by Team,,111,115
472,1OT,0:00.0,A. Afflalo enters the game for M. Barnes,,111,114
