,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,WASHINGTON_ACTION,GOLDEN STATE_SCORE,WASHINGTON_SCORE
385,4,8:13.0,P. McCaw enters the game for A. Iguodala,,90,92
386,4,8:13.0,K. Thompson misses free throw 2 of 2,,91,92
387,4,8:11.0,,Defensive rebound by O. Porter,91,92
388,4,7:58.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,91,92
389,4,7:57.0,Defensive rebound by J. McAdoo,,91,92
390,4,7:39.0,K. Thompson misses 2-pt jump shot from 15 ft,,91,92
391,4,7:38.0,,Defensive rebound by J. Wall,91,92
392,4,7:29.0,,M. Morris misses 2-pt layup from 2 ft (block by S. Livingston),91,92
393,4,7:26.0,Defensive rebound by S. Livingston,,91,92
394,4,7:23.0,S. Livingston makes 2-pt jump shot from 9 ft,,93,92
395,4,7:02.0,,M. Morris misses 2-pt jump shot from 9 ft,93,92
396,4,7:01.0,Defensive rebound by P. McCaw,,93,92
397,4,6:52.0,Shooting foul by O. Porter (drawn by P. McCaw),,93,92
398,4,6:52.0,P. McCaw misses free throw 1 of 2,,93,92
399,4,6:52.0,Offensive rebound by Team,,93,92
400,4,6:52.0,S. Curry enters the game for K. Thompson,,93,92
401,4,6:52.0,P. McCaw makes free throw 2 of 2,,94,92
402,4,6:38.0,,J. Wall misses 2-pt jump shot from 6 ft,94,92
403,4,6:36.0,Defensive rebound by J. McAdoo,,94,92
404,4,6:28.0,S. Livingston misses 2-pt jump shot from 12 ft,,94,92
405,4,6:26.0,,Defensive rebound by M. Morris,94,92
406,4,6:24.0,,Turnover by M. Morris (bad pass; steal by S. Curry),94,92
407,4,6:21.0,S. Curry misses 2-pt layup from 2 ft (block by M. Morris),,94,92
408,4,6:19.0,Offensive rebound by S. Curry,,94,92
409,4,5:59.0,D. Green misses 2-pt jump shot from 19 ft,,94,92
410,4,5:58.0,Offensive rebound by S. Curry,,94,92
411,4,5:55.0,S. Curry misses 2-pt layup from 2 ft (block by M. Morris),,94,92
412,4,5:54.0,Offensive rebound by S. Curry,,94,92
413,4,5:48.0,Turnover by S. Livingston (lost ball; steal by O. Porter),,94,92
414,4,5:35.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by J. Wall),94,95
415,4,5:33.0,Golden State full timeout,,94,95
416,4,5:33.0,,M. Gortat enters the game for B. Bogdanović,94,95
417,4,5:33.0,A. Iguodala enters the game for S. Livingston,,94,95
418,4,5:20.0,A. Iguodala misses 2-pt dunk at rim,,94,95
419,4,5:19.0,,Defensive rebound by M. Gortat,94,95
420,4,5:11.0,,O. Porter misses 2-pt layup from 2 ft,94,95
421,4,5:10.0,Defensive rebound by D. Green,,94,95
422,4,5:05.0,P. McCaw makes 2-pt layup from 2 ft (assist by S. Curry),,96,95
423,4,4:59.0,,Turnover by B. Beal (bad pass; steal by D. Green),96,95
424,4,4:56.0,Turnover by S. Curry (lost ball),,96,95
425,4,4:40.0,,J. Wall misses 2-pt jump shot from 19 ft,96,95
426,4,4:39.0,Defensive rebound by J. McAdoo,,96,95
427,4,4:20.0,A. Iguodala misses 3-pt jump shot from 26 ft,,96,95
428,4,4:19.0,Offensive rebound by S. Curry,,96,95
429,4,4:11.0,Personal foul by M. Gortat (drawn by S. Curry),,96,95
430,4,4:11.0,S. Curry makes free throw 1 of 2,,97,95
431,4,4:11.0,K. Thompson enters the game for P. McCaw,,97,95
432,4,4:11.0,S. Curry makes free throw 2 of 2,,98,95
433,4,3:53.0,,Personal foul by J. McAdoo (drawn by M. Morris),98,95
434,4,3:53.0,,M. Morris makes free throw 1 of 2,98,96
435,4,3:53.0,,M. Morris makes free throw 2 of 2,98,97
436,4,3:35.0,Turnover by D. Green (bad pass; steal by B. Beal),,98,97
437,4,3:29.0,,J. Wall misses 2-pt layup from 2 ft,98,97
438,4,3:28.0,,Offensive rebound by M. Gortat,98,97
439,4,3:28.0,,M. Gortat makes 2-pt layup from 1 ft,98,99
440,4,3:07.0,K. Thompson misses 3-pt jump shot from 27 ft,,98,99
441,4,3:06.0,Offensive rebound by D. Green,,98,99
442,4,3:04.0,D. Green makes 2-pt layup from 1 ft,,100,99
443,4,2:46.0,,O. Porter makes 3-pt jump shot from 26 ft (assist by M. Gortat),100,102
444,4,2:39.0,Golden State full timeout,,100,102
445,4,2:38.0,S. Livingston enters the game for J. McAdoo,,100,102
446,4,2:17.0,D. Green makes 3-pt jump shot from 23 ft (assist by S. Livingston),,103,102
447,4,1:51.0,,B. Beal makes 2-pt jump shot from 12 ft,103,104
448,4,1:30.0,Turnover by A. Iguodala (bad pass),,103,104
449,4,1:18.0,,Personal foul by S. Livingston (drawn by B. Beal),103,104
450,4,1:18.0,,B. Beal makes free throw 1 of 2,103,105
451,4,1:18.0,,K. Oubre enters the game for M. Gortat,103,105
452,4,1:18.0,,B. Beal makes free throw 2 of 2,103,106
453,4,1:04.0,D. Green makes 3-pt jump shot from 27 ft (assist by A. Iguodala),,106,106
454,4,0:54.0,,M. Morris makes 2-pt dunk at rim (assist by J. Wall),106,108
455,4,0:54.0,Golden State full timeout,,106,108
456,4,0:42.0,S. Curry makes 2-pt layup from 2 ft,,108,108
457,4,0:21.0,,J. Wall misses 2-pt jump shot from 19 ft,108,108
458,4,0:20.0,,Offensive rebound by O. Porter,108,108
459,4,0:18.0,,Shooting foul by S. Curry (drawn by O. Porter),108,108
460,4,0:18.0,,O. Porter makes free throw 1 of 2,108,109
461,4,0:18.0,,O. Porter makes free throw 2 of 2,108,110
462,4,0:07.0,S. Curry misses 3-pt jump shot from 31 ft,,108,110
463,4,0:06.0,,Defensive rebound by M. Morris,108,110
464,4,0:04.0,,Personal foul by D. Green (drawn by M. Morris),108,110
465,4,0:04.0,,M. Morris makes free throw 1 of 2,108,111
466,4,0:04.0,D. West enters the game for S. Curry,,108,111
467,4,0:04.0,S. Curry enters the game for D. West,,108,112
468,4,0:04.0,,M. Morris makes free throw 2 of 2,108,112
469,4,0:04.0,Golden State full timeout,,108,112
470,4,0:01.0,K. Thompson misses 3-pt jump shot from 26 ft,,108,112
471,4,0:00.0,Offensive rebound by Team,,108,112
