,QUARTER,TIME_REMAINING,DALLAS_ACTION,LA LAKERS_ACTION,DALLAS_SCORE,LA LAKERS_SCORE
0,1,11:42.0,,N. Young makes 2-pt jump shot from 21 ft (assist by D. Russell),0,2
1,1,11:18.0,W. Matthews misses 2-pt jump shot from 21 ft,,0,2
2,1,11:16.0,,Defensive rebound by J. Randle,0,2
3,1,11:10.0,,N. Young makes 3-pt jump shot from 25 ft (assist by D. Russell),0,5
4,1,10:46.0,J. Barea makes 3-pt jump shot from 25 ft (assist by W. Matthews),,3,5
5,1,10:32.0,,J. Randle misses 2-pt jump shot from 5 ft,3,5
6,1,10:31.0,Defensive rebound by A. Bogut,,3,5
7,1,10:16.0,H. Barnes misses 3-pt jump shot from 25 ft,,3,5
8,1,10:15.0,,Defensive rebound by T. Mozgov,3,5
9,1,10:07.0,,Shooting foul by J. Barea (drawn by N. Young),3,5
10,1,10:07.0,,N. Young makes free throw 1 of 3,3,6
11,1,10:07.0,,N. Young makes free throw 2 of 3,3,7
12,1,10:07.0,,N. Young makes free throw 3 of 3,3,8
13,1,9:59.0,,Violation by T. Mozgov (def goaltending),3,8
14,1,9:59.0,J. Barea makes 2-pt layup from 3 ft,,5,8
15,1,9:43.0,,N. Young makes 3-pt jump shot from 24 ft (assist by D. Russell),5,11
16,1,9:41.0,Dallas full timeout,,5,11
17,1,9:16.0,W. Matthews misses 3-pt jump shot from 25 ft,,5,11
18,1,9:14.0,Offensive rebound by J. Barea,,5,11
19,1,9:08.0,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by W. Matthews),,8,11
20,1,8:45.0,,N. Young makes 2-pt jump shot from 19 ft (assist by T. Mozgov),8,13
21,1,8:18.0,H. Barnes makes 2-pt jump shot from 19 ft (assist by W. Matthews),,10,13
22,1,7:52.0,,L. Deng misses 3-pt jump shot from 25 ft,10,13
23,1,7:51.0,Defensive rebound by J. Barea,,10,13
24,1,7:42.0,J. Barea makes 2-pt layup at rim,,12,13
25,1,7:26.0,,J. Randle makes 2-pt jump shot from 19 ft (assist by D. Russell),12,15
26,1,7:14.0,A. Bogut misses 2-pt hook shot from 7 ft,,12,15
27,1,7:11.0,,Defensive rebound by J. Randle,12,15
28,1,7:01.0,,D. Russell misses 2-pt jump shot from 19 ft,12,15
29,1,6:59.0,Defensive rebound by D. Finney-Smith,,12,15
30,1,6:50.0,H. Barnes makes 2-pt jump shot from 17 ft (assist by D. Finney-Smith),,14,15
31,1,6:31.0,,T. Mozgov makes 2-pt dunk at rim (assist by L. Deng),14,17
32,1,6:13.0,J. Barea misses 3-pt jump shot from 25 ft,,14,17
33,1,6:12.0,,Defensive rebound by L. Deng,14,17
34,1,6:03.0,,Shooting foul by H. Barnes (drawn by J. Randle),14,17
35,1,6:03.0,,J. Randle makes free throw 1 of 2,14,18
36,1,6:03.0,D. Powell enters the game for A. Bogut,,14,18
37,1,6:03.0,S. Curry enters the game for J. Barea,,14,18
38,1,6:03.0,,J. Randle makes free throw 2 of 2,14,19
39,1,5:41.0,W. Matthews misses 2-pt jump shot from 11 ft,,14,19
40,1,5:39.0,,Defensive rebound by N. Young,14,19
41,1,5:34.0,,Personal foul by D. Finney-Smith (drawn by L. Deng),14,19
42,1,5:34.0,,LA Lakers full timeout,14,19
43,1,5:34.0,J. Anderson enters the game for D. Finney-Smith,,14,19
44,1,5:34.0,,B. Ingram enters the game for T. Mozgov,14,19
45,1,5:21.0,,Turnover by J. Randle (lost ball; steal by D. Powell),14,19
46,1,5:12.0,Personal foul by N. Young (drawn by J. Anderson),,14,19
47,1,5:06.0,S. Curry misses 2-pt jump shot from 19 ft,,14,19
48,1,5:05.0,,Defensive rebound by L. Deng,14,19
49,1,4:57.0,,N. Young misses 3-pt jump shot from 25 ft,14,19
50,1,4:56.0,,Offensive rebound by J. Randle,14,19
51,1,4:54.0,,J. Randle makes 2-pt layup at rim,14,21
52,1,4:31.0,H. Barnes makes 2-pt jump shot from 17 ft (assist by S. Curry),,16,21
53,1,4:06.0,,J. Randle makes 2-pt dunk at rim (assist by D. Russell),16,23
54,1,3:42.0,H. Barnes misses 2-pt jump shot from 14 ft,,16,23
55,1,3:41.0,,Defensive rebound by B. Ingram,16,23
56,1,3:27.0,,Turnover by J. Randle (lost ball; steal by D. Powell),16,23
57,1,3:20.0,J. Anderson makes 2-pt layup from 2 ft (assist by S. Curry),,18,23
58,1,3:17.0,,LA Lakers full timeout,18,23
59,1,3:17.0,,L. Williams enters the game for J. Randle,18,23
60,1,3:17.0,,T. Black enters the game for N. Young,18,23
61,1,3:17.0,,J. Clarkson enters the game for D. Russell,18,23
62,1,3:17.0,J. Barea enters the game for H. Barnes,,18,23
63,1,3:17.0,A. Bogut enters the game for W. Matthews,,18,23
64,1,3:03.0,,J. Clarkson misses 3-pt jump shot from 25 ft,18,23
65,1,3:01.0,Defensive rebound by J. Anderson,,18,23
66,1,2:51.0,S. Curry makes 3-pt jump shot from 26 ft (assist by J. Barea),,21,23
