,QUARTER,TIME_REMAINING,DALLAS_ACTION,LA LAKERS_ACTION,DALLAS_SCORE,LA LAKERS_SCORE
67,1,2:37.0,,B. Ingram makes 2-pt layup from 1 ft,21,25
68,1,2:11.0,D. Powell makes 2-pt hook shot from 8 ft,,23,25
69,1,1:52.0,,L. Williams misses 3-pt jump shot from 25 ft,23,25
70,1,1:50.0,Defensive rebound by J. Anderson,,23,25
71,1,1:37.0,J. Anderson misses 2-pt dunk at rim,,23,25
72,1,1:35.0,,Defensive rebound by T. Black,23,25
73,1,1:27.0,,J. Clarkson makes 2-pt hook shot from 7 ft (assist by T. Black),23,27
74,1,1:10.0,S. Curry makes 2-pt jump shot from 7 ft (assist by J. Barea),,25,27
75,1,0:55.0,,L. Williams misses 3-pt jump shot from 25 ft,25,27
76,1,0:54.0,Defensive rebound by J. Barea,,25,27
77,1,0:35.0,J. Barea misses 3-pt jump shot from 25 ft,,25,27
78,1,0:34.0,,Defensive rebound by B. Ingram,25,27
79,1,0:23.0,,B. Ingram misses 2-pt jump shot from 4 ft,25,27
80,1,0:19.0,Defensive rebound by A. Bogut,,25,27
81,1,0:08.0,Personal foul by L. Williams,,25,27
82,1,0:08.0,Dallas full timeout,,25,27
83,1,0:00.0,J. Anderson misses 2-pt jump shot from 5 ft (block by B. Ingram),,25,27
84,1,0:00.0,Offensive rebound by Team,,25,27
85,1,0:00.0,,T. Mozgov enters the game for T. Black,25,27
86,1,0:00.0,A. Bogut misses 3-pt jump shot from 25 ft,,25,27
87,1,0:00.0,Offensive rebound by Team,,25,27
88,2,11:48.0,A. Bogut misses 2-pt dunk at rim,,25,27
89,2,11:43.0,,Defensive rebound by L. Williams,25,27
90,2,11:37.0,,Turnover by J. Calderón (bad pass; steal by S. Curry),25,27
91,2,11:32.0,J. Anderson makes 2-pt dunk at rim (assist by S. Curry),,27,27
92,2,11:13.0,,B. Ingram misses 2-pt jump shot from 9 ft,27,27
93,2,11:11.0,Defensive rebound by A. Bogut,,27,27
94,2,11:09.0,Turnover by A. Bogut (bad pass; steal by J. Clarkson),,27,27
95,2,11:05.0,,J. Clarkson misses 2-pt layup from 2 ft (block by D. Powell),27,27
96,2,11:03.0,Defensive rebound by D. Powell,,27,27
97,2,10:58.0,D. Powell makes 2-pt dunk at rim (assist by J. Barea),,29,27
98,2,10:58.0,,LA Lakers full timeout,29,27
99,2,10:58.0,,T. Robinson enters the game for B. Ingram,29,27
100,2,10:40.0,,L. Williams makes 2-pt jump shot from 6 ft,29,29
101,2,10:27.0,Shooting foul by T. Robinson (drawn by J. Anderson),,29,29
102,2,10:27.0,J. Anderson makes free throw 1 of 2,,30,29
103,2,10:27.0,W. Matthews enters the game for J. Barea,,30,29
104,2,10:27.0,H. Barnes enters the game for A. Bogut,,30,29
105,2,10:27.0,J. Anderson makes free throw 2 of 2,,31,29
106,2,10:16.0,,T. Black makes 2-pt layup from 1 ft (assist by L. Williams),31,31
107,2,9:55.0,J. Anderson makes 2-pt dunk at rim,,33,31
108,2,9:44.0,,J. Clarkson makes 2-pt jump shot from 18 ft,33,33
109,2,9:23.0,H. Barnes misses 2-pt jump shot from 10 ft,,33,33
110,2,9:20.0,,Defensive rebound by T. Black,33,33
111,2,9:16.0,,L. Williams misses 3-pt jump shot from 25 ft,33,33
112,2,9:13.0,Defensive rebound by J. Anderson,,33,33
113,2,8:55.0,S. Curry makes 2-pt jump shot from 9 ft,,35,33
114,2,8:36.0,,Shooting foul by J. Anderson (drawn by J. Clarkson),35,33
115,2,8:36.0,,J. Clarkson makes free throw 1 of 2,35,34
116,2,8:36.0,D. Finney-Smith enters the game for J. Anderson,,35,34
117,2,8:36.0,,B. Ingram enters the game for T. Robinson,35,34
118,2,8:36.0,,J. Clarkson makes free throw 2 of 2,35,35
119,2,8:22.0,S. Curry misses 3-pt jump shot from 26 ft,,35,35
120,2,8:21.0,,Defensive rebound by B. Ingram,35,35
121,2,8:14.0,,L. Williams makes 2-pt layup at rim,35,37
122,2,8:14.0,Dallas full timeout,,35,37
123,2,7:59.0,D. Finney-Smith makes 2-pt jump shot from 17 ft (assist by W. Matthews),,37,37
124,2,7:44.0,,J. Clarkson makes 2-pt jump shot from 5 ft,37,39
125,2,7:25.0,H. Barnes misses 2-pt jump shot from 9 ft,,37,39
126,2,7:23.0,,Defensive rebound by T. Black,37,39
127,2,7:08.0,,J. Clarkson makes 2-pt jump shot from 18 ft,37,41
128,2,6:50.0,H. Barnes misses 2-pt jump shot from 16 ft,,37,41
129,2,6:48.0,,Defensive rebound by J. Calderón,37,41
130,2,6:47.0,,Turnover by J. Calderón (lost ball; steal by D. Powell),37,41
131,2,6:47.0,Dallas full timeout,,37,41
132,2,6:47.0,A. Bogut enters the game for D. Powell,,37,41
133,2,6:47.0,J. Barea enters the game for S. Curry,,37,41
134,2,6:31.0,Turnover by A. Bogut (bad pass),,37,41
135,2,6:21.0,,Personal foul by W. Matthews (drawn by T. Black),37,41
136,2,6:21.0,,T. Mozgov enters the game for T. Black,37,41
137,2,6:08.0,,L. Williams misses 2-pt jump shot from 4 ft (block by A. Bogut),37,41
138,2,6:08.0,,Offensive rebound by Team,37,41
139,2,6:08.0,,N. Young enters the game for J. Calderón,37,41
140,2,6:05.0,,N. Young misses 2-pt jump shot from 18 ft,37,41
141,2,6:04.0,,Offensive rebound by L. Williams,37,41
142,2,5:59.0,,L. Williams makes 2-pt jump shot from 5 ft,37,43
143,2,5:47.0,J. Barea makes 2-pt jump shot from 9 ft,,39,43
144,2,5:30.0,,N. Young makes 3-pt jump shot from 24 ft (assist by L. Williams),39,46
145,2,5:17.0,Turnover by J. Barea (bad pass; steal by B. Ingram),,39,46
146,2,5:11.0,,L. Williams makes 3-pt jump shot from 26 ft (assist by B. Ingram),39,49
147,2,4:51.0,H. Barnes makes 2-pt layup from 2 ft,,41,49
148,2,4:51.0,Shooting foul by B. Ingram (drawn by H. Barnes),,41,49
149,2,4:51.0,,Violation by T. Mozgov (lane),41,49
150,2,4:51.0,,D. Russell enters the game for L. Williams,41,49
151,2,4:51.0,,J. Randle enters the game for B. Ingram,41,49
152,2,4:51.0,H. Barnes makes free throw 1 of 1,,42,49
153,2,4:36.0,,J. Randle misses 2-pt jump shot from 9 ft,42,49
154,2,4:35.0,Defensive rebound by J. Barea,,42,49
155,2,4:17.0,A. Bogut makes 2-pt hook shot from 7 ft (assist by J. Barea),,44,49
156,2,3:59.0,,J. Clarkson makes 2-pt jump shot from 14 ft,44,51
157,2,3:48.0,Turnover by J. Barea (bad pass; steal by J. Clarkson),,44,51
158,2,3:45.0,,Shooting foul by W. Matthews (drawn by J. Randle),44,51
159,2,3:45.0,,J. Randle makes free throw 1 of 2,44,52
160,2,3:45.0,,J. Randle misses free throw 2 of 2,44,52
161,2,3:45.0,,L. Deng enters the game for J. Clarkson,44,52
162,2,3:45.0,S. Curry enters the game for D. Finney-Smith,,44,52
163,2,3:43.0,Defensive rebound by A. Bogut,,44,52
164,2,3:28.0,S. Curry makes 3-pt jump shot from 25 ft (assist by J. Barea),,47,52
165,2,3:16.0,,N. Young makes 2-pt jump shot from 12 ft,47,54
166,2,2:56.0,W. Matthews makes 2-pt jump shot from 13 ft (assist by A. Bogut),,49,54
167,2,2:43.0,,Turnover by D. Russell (offensive foul),49,54
168,2,2:43.0,,Offensive foul by D. Russell (drawn by J. Barea),49,54
169,2,2:39.0,Personal foul by D. Russell,,49,54
170,2,2:29.0,Shooting foul by D. Russell (drawn by H. Barnes),,49,54
171,2,2:29.0,H. Barnes makes free throw 1 of 2,,50,54
172,2,2:29.0,,B. Ingram enters the game for D. Russell,50,54
173,2,2:29.0,H. Barnes makes free throw 2 of 2,,51,54
174,2,2:13.0,,N. Young misses 2-pt jump shot from 20 ft,51,54
175,2,2:12.0,Defensive rebound by S. Curry,,51,54
176,2,2:06.0,J. Barea misses 3-pt jump shot from 25 ft,,51,54
177,2,2:04.0,Offensive rebound by W. Matthews,,51,54
178,2,1:45.0,Shooting foul by N. Young (drawn by H. Barnes),,51,54
179,2,1:45.0,H. Barnes makes free throw 1 of 2,,52,54
180,2,1:45.0,H. Barnes makes free throw 2 of 2,,53,54
181,2,1:33.0,,J. Randle misses 2-pt layup from 2 ft (block by A. Bogut),53,54
182,2,1:31.0,Defensive rebound by S. Curry,,53,54
183,2,1:28.0,W. Matthews makes 2-pt layup at rim (assist by J. Barea),,55,54
184,2,1:16.0,,Turnover by B. Ingram (bad pass),55,54
185,2,1:00.0,S. Curry makes 3-pt jump shot from 24 ft (assist by H. Barnes),,58,54
186,2,0:37.0,,J. Randle misses 2-pt layup from 2 ft,58,54
187,2,0:35.0,Defensive rebound by J. Barea,,58,54
188,2,0:30.0,J. Barea misses 2-pt jump shot from 19 ft,,58,54
189,2,0:29.0,,Defensive rebound by T. Mozgov,58,54
190,2,0:06.0,,L. Deng misses 2-pt jump shot from 21 ft,58,54
191,2,0:04.0,Defensive rebound by J. Barea,,58,54
192,2,0:01.0,S. Curry misses 3-pt jump shot from 26 ft,,58,54
193,2,0:00.0,Offensive rebound by Team,,58,54
194,3,11:43.0,A. Bogut misses 2-pt hook shot from 5 ft,,58,54
195,3,11:40.0,,Defensive rebound by D. Russell,58,54
196,3,11:37.0,,Turnover by D. Russell (bad pass; steal by W. Matthews),58,54
197,3,11:26.0,W. Matthews misses 3-pt jump shot from 26 ft,,58,54
198,3,11:25.0,,Defensive rebound by L. Deng,58,54
199,3,11:20.0,,D. Russell makes 2-pt layup from 1 ft (assist by L. Deng),58,56
200,3,11:01.0,H. Barnes makes 2-pt jump shot from 20 ft,,60,56
201,3,10:41.0,,D. Russell misses 2-pt jump shot from 16 ft,60,56
202,3,10:40.0,Defensive rebound by A. Bogut,,60,56
203,3,10:18.0,W. Matthews misses 3-pt jump shot from 25 ft,,60,56
204,3,10:17.0,,Defensive rebound by D. Russell,60,56
205,3,10:04.0,,J. Randle misses 2-pt hook shot from 7 ft,60,56
206,3,10:03.0,Defensive rebound by A. Bogut,,60,56
207,3,9:48.0,H. Barnes makes 2-pt hook shot from 7 ft,,62,56
208,3,9:25.0,,N. Young misses 3-pt jump shot from 26 ft,62,56
209,3,9:25.0,Defensive rebound by Team,,62,56
210,3,9:25.0,,Loose ball foul by L. Deng,62,56
211,3,9:00.0,H. Barnes makes 3-pt jump shot from 24 ft (assist by W. Matthews),,65,56
212,3,8:34.0,,T. Mozgov misses 2-pt layup from 2 ft,65,56
213,3,8:33.0,,Offensive rebound by L. Deng,65,56
214,3,8:31.0,,L. Deng makes 2-pt layup from 1 ft,65,58
215,3,8:05.0,W. Matthews makes 2-pt jump shot from 13 ft,,67,58
216,3,7:50.0,,L. Deng misses 3-pt jump shot from 23 ft,67,58
217,3,7:48.0,Defensive rebound by D. Finney-Smith,,67,58
218,3,7:27.0,J. Barea misses 3-pt jump shot from 23 ft,,67,58
219,3,7:25.0,,Defensive rebound by N. Young,67,58
220,3,7:18.0,,L. Deng misses 2-pt jump shot from 4 ft,67,58
221,3,7:16.0,Defensive rebound by J. Barea,,67,58
222,3,7:14.0,Shooting foul by N. Young (drawn by H. Barnes),,67,58
223,3,7:14.0,H. Barnes makes free throw 1 of 2,,68,58
224,3,7:14.0,D. Powell enters the game for A. Bogut,,68,58
225,3,7:14.0,H. Barnes makes free throw 2 of 2,,69,58
226,3,7:00.0,,T. Mozgov misses 2-pt hook shot from 6 ft,69,58
227,3,6:58.0,,Offensive rebound by J. Randle,69,58
228,3,6:54.0,,D. Russell makes 2-pt jump shot from 14 ft,69,60
229,3,6:54.0,,Shooting foul by H. Barnes (drawn by D. Russell),69,60
230,3,6:54.0,,D. Russell misses free throw 1 of 1,69,60
231,3,6:53.0,Defensive rebound by D. Powell,,69,60
232,3,6:36.0,D. Powell makes 2-pt dunk at rim (assist by W. Matthews),,71,60
233,3,6:24.0,,D. Russell makes 2-pt jump shot from 20 ft,71,62
234,3,6:09.0,D. Powell misses 2-pt jump shot from 19 ft,,71,62
235,3,6:08.0,,Defensive rebound by D. Russell,71,62
236,3,6:03.0,,T. Mozgov makes 2-pt dunk at rim (assist by D. Russell),71,64
237,3,6:02.0,Dallas full timeout,,71,64
238,3,5:46.0,D. Powell misses 2-pt jump shot from 20 ft,,71,64
239,3,5:45.0,,Defensive rebound by D. Russell,71,64
240,3,5:34.0,,Turnover by L. Deng (bad pass; steal by D. Powell),71,64
241,3,5:15.0,J. Barea makes 2-pt jump shot from 11 ft,,73,64
242,3,4:56.0,,D. Russell makes 3-pt jump shot from 24 ft,73,67
243,3,4:28.0,D. Powell misses 2-pt layup at rim,,73,67
244,3,4:27.0,,Defensive rebound by L. Deng,73,67
245,3,4:21.0,,D. Russell makes 3-pt jump shot from 26 ft (assist by J. Randle),73,70
246,3,4:20.0,Dallas full timeout,,73,70
247,3,4:20.0,,J. Clarkson enters the game for T. Mozgov,73,70
248,3,4:20.0,,B. Ingram enters the game for N. Young,73,70
249,3,4:20.0,S. Curry enters the game for D. Finney-Smith,,73,70
250,3,4:20.0,J. Anderson enters the game for J. Barea,,73,70
251,3,4:00.0,H. Barnes makes 2-pt layup from 1 ft,,75,70
252,3,3:35.0,,J. Randle misses 2-pt jump shot from 3 ft,75,70
253,3,3:34.0,,Offensive rebound by J. Randle,75,70
254,3,3:32.0,,J. Randle makes 2-pt dunk at rim,75,72
255,3,3:21.0,Personal foul by D. Russell (drawn by S. Curry),,75,72
256,3,3:06.0,J. Anderson makes 3-pt jump shot from 25 ft (assist by H. Barnes),,78,72
257,3,2:50.0,,Turnover by D. Russell (bad pass),78,72
258,3,2:50.0,,LA Lakers full timeout,78,72
259,3,2:50.0,,L. Williams enters the game for L. Deng,78,72
260,3,2:50.0,,M. World Peace enters the game for D. Russell,78,72
261,3,2:33.0,Turnover by W. Matthews (bad pass; steal by J. Randle),,78,72
262,3,2:28.0,,Turnover by J. Clarkson (bad pass; steal by S. Curry),78,72
263,3,2:28.0,,Loose ball foul by J. Randle (drawn by H. Barnes),78,72
264,3,2:13.0,S. Curry makes 3-pt jump shot from 25 ft (assist by W. Matthews),,81,72
265,3,1:57.0,,B. Ingram makes 3-pt jump shot from 26 ft (assist by J. Clarkson),81,75
266,3,1:39.0,S. Curry misses 2-pt layup from 1 ft,,81,75
267,3,1:38.0,,Defensive rebound by B. Ingram,81,75
268,3,1:29.0,,Personal foul by S. Curry,81,75
269,3,1:12.0,,B. Ingram misses 3-pt jump shot from 25 ft,81,75
270,3,1:12.0,,Offensive rebound by Team,81,75
271,3,1:12.0,,Turnover by Team (shot clock),81,75
272,3,1:12.0,J. Barea enters the game for W. Matthews,,81,75
273,3,1:12.0,A. Bogut enters the game for H. Barnes,,81,75
274,3,1:12.0,,N. Young enters the game for M. World Peace,81,75
275,3,0:54.0,S. Curry makes 2-pt layup from 2 ft,,83,75
276,3,0:44.0,,Turnover by J. Clarkson (bad pass; steal by J. Anderson),83,75
277,3,0:38.0,Turnover by J. Barea (bad pass; steal by J. Clarkson),,83,75
278,3,0:33.0,,J. Clarkson makes 2-pt layup from 1 ft,83,77
279,3,0:12.0,J. Barea misses 2-pt jump shot from 18 ft,,83,77
280,3,0:11.0,Offensive rebound by J. Anderson,,83,77
281,3,0:09.0,J. Anderson misses 2-pt layup from 2 ft,,83,77
282,3,0:08.0,Offensive rebound by A. Bogut,,83,77
283,3,0:07.0,Turnover by A. Bogut (bad pass),,83,77
284,3,0:02.0,,L. Williams misses 3-pt jump shot from 26 ft,83,77
285,3,0:00.0,,Offensive rebound by Team,83,77
286,4,11:45.0,,T. Black misses 2-pt layup from 1 ft,83,77
287,4,11:44.0,Defensive rebound by A. Bogut,,83,77
288,4,11:22.0,D. Powell misses 2-pt hook shot from 3 ft,,83,77
289,4,11:21.0,Offensive rebound by S. Curry,,83,77
290,4,11:21.0,Offensive foul by S. Curry (drawn by L. Williams),,83,77
291,4,11:21.0,Turnover by S. Curry (offensive foul),,83,77
292,4,11:08.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by L. Deng),83,80
293,4,10:44.0,S. Curry makes 2-pt jump shot from 20 ft (assist by A. Bogut),,85,80
294,4,10:22.0,,J. Clarkson makes 3-pt jump shot from 27 ft (assist by T. Black),85,83
295,4,9:57.0,D. Powell makes 2-pt jump shot from 20 ft (assist by J. Barea),,87,83
296,4,9:50.0,,Shooting foul by J. Anderson (drawn by L. Williams),87,83
297,4,9:50.0,,L. Williams misses free throw 1 of 2,87,83
298,4,9:50.0,,Offensive rebound by Team,87,83
299,4,9:50.0,H. Barnes enters the game for A. Bogut,,87,83
300,4,9:50.0,,L. Williams makes free throw 2 of 2,87,84
301,4,9:26.0,J. Barea makes 2-pt jump shot from 17 ft,,89,84
302,4,9:13.0,,L. Williams misses 2-pt jump shot from 19 ft,89,84
303,4,9:11.0,Defensive rebound by D. Powell,,89,84
304,4,8:58.0,J. Barea misses 2-pt jump shot from 19 ft,,89,84
305,4,8:56.0,,Defensive rebound by L. Williams,89,84
306,4,8:45.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by J. Clarkson),89,87
307,4,8:16.0,S. Curry misses 3-pt jump shot from 25 ft,,89,87
308,4,8:13.0,Offensive rebound by J. Anderson,,89,87
309,4,8:11.0,Turnover by J. Barea (bad pass),,89,87
310,4,8:11.0,Official timeout,,89,87
311,4,8:11.0,A. Bogut enters the game for J. Barea,,89,87
312,4,8:11.0,W. Matthews enters the game for D. Powell,,89,87
313,4,7:56.0,,J. Clarkson makes 2-pt jump shot from 5 ft,89,89
314,4,7:39.0,H. Barnes misses 3-pt jump shot from 24 ft,,89,89
315,4,7:37.0,,Defensive rebound by L. Williams,89,89
316,4,7:31.0,,Shooting foul by A. Bogut (drawn by L. Williams),89,89
317,4,7:31.0,,L. Williams makes free throw 1 of 2,89,90
318,4,7:31.0,,L. Williams makes free throw 2 of 2,89,91
319,4,7:15.0,Personal foul by L. Deng (drawn by H. Barnes),,89,91
320,4,7:04.0,H. Barnes makes 2-pt jump shot from 11 ft,,91,91
321,4,6:52.0,,L. Williams misses 2-pt jump shot from 14 ft,91,91
322,4,6:50.0,Defensive rebound by H. Barnes,,91,91
323,4,6:38.0,H. Barnes makes 2-pt jump shot from 18 ft (assist by S. Curry),,93,91
324,4,6:38.0,,LA Lakers full timeout,93,91
325,4,6:38.0,,M. World Peace enters the game for L. Deng,93,91
326,4,6:24.0,,M. World Peace misses 3-pt jump shot from 24 ft,93,91
327,4,6:22.0,Defensive rebound by W. Matthews,,93,91
328,4,6:01.0,H. Barnes makes 2-pt hook shot from 3 ft,,95,91
329,4,5:42.0,,L. Williams misses 3-pt jump shot from 25 ft,95,91
330,4,5:41.0,,Offensive rebound by M. World Peace,95,91
331,4,5:39.0,,M. World Peace misses 2-pt layup at rim (block by J. Anderson),95,91
332,4,5:39.0,Defensive rebound by Team,,95,91
333,4,5:39.0,,Loose ball foul by T. Black (drawn by W. Matthews),95,91
334,4,5:30.0,Shooting foul by M. World Peace (drawn by H. Barnes),,95,91
335,4,5:30.0,H. Barnes makes free throw 1 of 2,,96,91
336,4,5:30.0,H. Barnes misses free throw 2 of 2,,96,91
337,4,5:30.0,,J. Randle enters the game for M. World Peace,96,91
338,4,5:30.0,,N. Young enters the game for L. Williams,96,91
339,4,5:30.0,,D. Russell enters the game for T. Black,96,91
340,4,5:29.0,,Defensive rebound by J. Randle,96,91
341,4,5:15.0,,J. Clarkson misses 2-pt jump shot from 20 ft,96,91
342,4,5:14.0,,Offensive rebound by J. Randle,96,91
343,4,5:12.0,,Turnover by J. Randle (lost ball; steal by S. Curry),96,91
344,4,4:53.0,J. Anderson misses 2-pt jump shot from 5 ft,,96,91
345,4,4:50.0,,Defensive rebound by J. Randle,96,91
346,4,4:46.0,,Offensive foul by J. Randle (drawn by J. Anderson),96,91
347,4,4:46.0,,Turnover by J. Randle (offensive foul),96,91
348,4,4:46.0,J. Barea enters the game for J. Anderson,,96,91
349,4,4:31.0,W. Matthews misses 2-pt jump shot from 20 ft,,96,91
350,4,4:29.0,Offensive rebound by W. Matthews,,96,91
351,4,4:27.0,W. Matthews makes 3-pt jump shot from 26 ft,,99,91
352,4,4:27.0,,LA Lakers full timeout,99,91
353,4,4:27.0,D. Powell enters the game for A. Bogut,,99,91
354,4,4:16.0,,D. Russell misses 3-pt jump shot from 25 ft,99,91
355,4,4:15.0,Defensive rebound by H. Barnes,,99,91
356,4,4:02.0,S. Curry makes 2-pt jump shot from 4 ft,,101,91
357,4,3:32.0,,J. Randle makes 2-pt hook shot from 4 ft,101,93
358,4,3:08.0,J. Barea misses 2-pt jump shot from 7 ft,,101,93
359,4,3:06.0,,Defensive rebound by J. Randle,101,93
360,4,2:59.0,,Turnover by J. Clarkson (lost ball),101,93
361,4,2:59.0,Dallas full timeout,,101,93
362,4,2:59.0,,L. Williams enters the game for B. Ingram,101,93
363,4,2:44.0,,Offensive charge foul by H. Barnes (drawn by N. Young),101,93
364,4,2:44.0,Turnover by H. Barnes (offensive foul),,101,93
365,4,2:35.0,,L. Williams misses 2-pt layup from 1 ft,101,93
366,4,2:34.0,Defensive rebound by W. Matthews,,101,93
367,4,2:17.0,H. Barnes misses 2-pt jump shot from 15 ft,,101,93
368,4,2:16.0,Offensive rebound by D. Powell,,101,93
369,4,2:13.0,S. Curry misses 2-pt layup at rim,,101,93
370,4,2:12.0,,Defensive rebound by D. Russell,101,93
371,4,2:08.0,,N. Young misses 3-pt jump shot from 24 ft,101,93
372,4,2:05.0,Defensive rebound by S. Curry,,101,93
373,4,1:50.0,J. Barea makes 3-pt jump shot from 26 ft,,104,93
374,4,1:41.0,,J. Randle makes 2-pt layup at rim (assist by D. Russell),104,95
375,4,1:38.0,Personal foul by J. Randle (drawn by W. Matthews),,104,95
376,4,1:25.0,Personal foul by J. Randle,,104,95
377,4,1:25.0,J. Barea makes free throw 1 of 2,,105,95
378,4,1:25.0,J. Barea makes free throw 2 of 2,,106,95
379,4,1:13.0,,L. Williams misses 3-pt jump shot from 25 ft,106,95
380,4,1:12.0,,Offensive rebound by J. Randle,106,95
381,4,1:08.0,,Turnover by J. Randle (lost ball; steal by D. Powell),106,95
382,4,1:05.0,Turnover by D. Powell (bad pass; steal by L. Williams),,106,95
383,4,1:04.0,,N. Young makes 2-pt dunk from 2 ft (assist by L. Williams),106,97
384,4,0:43.0,D. Powell makes 2-pt jump shot from 17 ft (assist by J. Barea),,108,97
385,4,0:43.0,,LA Lakers full timeout,108,97
386,4,0:43.0,D. Finney-Smith enters the game for J. Barea,,108,97
387,4,0:38.0,,Turnover by J. Randle (bad pass; steal by W. Matthews),108,97
388,4,0:18.0,Personal foul by L. Williams,,108,97
389,4,0:18.0,S. Curry misses free throw 1 of 2,,108,97
390,4,0:18.0,Offensive rebound by Team,,108,97
