,QUARTER,TIME_REMAINING,PORTLAND_ACTION,ATLANTA_ACTION,PORTLAND_SCORE,ATLANTA_SCORE
382,4,8:22.0,Defensive rebound by Team,,93,80
383,4,8:22.0,D. Lillard enters the game for C. McCollum,,93,80
384,4,8:04.0,M. Leonard makes 2-pt jump shot from 17 ft (assist by D. Lillard),,95,80
385,4,7:43.0,,M. Delaney misses 3-pt jump shot from 25 ft,95,80
386,4,7:42.0,Defensive rebound by E. Turner,,95,80
387,4,7:36.0,D. Lillard makes 3-pt jump shot from 27 ft (assist by E. Turner),,98,80
388,4,7:21.0,,D. Schröder misses 2-pt jump shot from 11 ft,98,80
389,4,7:20.0,Defensive rebound by M. Leonard,,98,80
390,4,7:12.0,A. Crabbe misses 3-pt jump shot from 25 ft,,98,80
391,4,7:11.0,,Defensive rebound by D. Howard,98,80
392,4,7:08.0,,Turnover by D. Howard (bad pass; steal by A. Crabbe),98,80
393,4,7:07.0,Portland full timeout,,98,80
394,4,7:07.0,J. Nurkić enters the game for A. Aminu,,98,80
395,4,7:07.0,M. Harkless enters the game for M. Leonard,,98,80
396,4,7:07.0,,K. Bazemore enters the game for T. Prince,98,80
397,4,7:07.0,,E. İlyasova enters the game for M. Delaney,98,80
398,4,6:59.0,Shooting foul by D. Schröder (drawn by D. Lillard),,98,80
399,4,6:59.0,D. Lillard makes free throw 1 of 3,,99,80
400,4,6:59.0,D. Lillard makes free throw 2 of 3,,100,80
401,4,6:59.0,D. Lillard makes free throw 3 of 3,,101,80
402,4,6:49.0,,D. Schröder misses 2-pt jump shot from 16 ft,101,80
403,4,6:47.0,,Offensive rebound by D. Howard,101,80
404,4,6:43.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by D. Howard),101,83
405,4,6:30.0,Turnover by E. Turner (bad pass; steal by D. Schröder),,101,83
406,4,6:18.0,,D. Schröder misses 2-pt layup from 2 ft (block by E. Turner),101,83
407,4,6:18.0,,Offensive rebound by Team,101,83
408,4,6:18.0,,T. Prince enters the game for T. Hardaway,101,83
409,4,6:18.0,C. McCollum enters the game for E. Turner,,101,83
410,4,6:15.0,,D. Schröder misses 2-pt jump shot from 15 ft,101,83
411,4,6:14.0,Defensive rebound by J. Nurkić,,101,83
412,4,5:58.0,D. Lillard makes 2-pt layup from 2 ft (assist by J. Nurkić),,103,83
413,4,5:34.0,,Turnover by K. Bazemore (bad pass; steal by D. Lillard),103,83
414,4,5:27.0,,Offensive charge foul by J. Nurkić (drawn by E. İlyasova),103,83
415,4,5:27.0,Turnover by J. Nurkić (offensive foul),,103,83
416,4,5:27.0,,M. Delaney enters the game for K. Bazemore,103,83
417,4,5:10.0,,Shooting foul by M. Harkless (drawn by E. İlyasova),103,83
418,4,5:10.0,,E. İlyasova makes free throw 1 of 2,103,84
419,4,5:10.0,,E. İlyasova makes free throw 2 of 2,103,85
420,4,4:53.0,D. Lillard makes 2-pt jump shot from 15 ft,,105,85
421,4,4:42.0,,E. İlyasova makes 2-pt jump shot from 19 ft (assist by D. Schröder),105,87
422,4,4:25.0,C. McCollum makes 2-pt jump shot from 19 ft (assist by J. Nurkić),,107,87
423,4,4:09.0,,T. Prince misses 3-pt jump shot from 23 ft,107,87
424,4,4:07.0,,Offensive rebound by D. Howard,107,87
425,4,4:05.0,,D. Howard misses 2-pt layup from 1 ft,107,87
426,4,4:04.0,,Offensive rebound by D. Howard,107,87
427,4,3:58.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by D. Howard),107,90
428,4,3:41.0,Shooting foul by M. Delaney (drawn by C. McCollum),,107,90
429,4,3:41.0,C. McCollum makes free throw 1 of 2,,108,90
430,4,3:41.0,C. McCollum makes free throw 2 of 2,,109,90
431,4,3:26.0,,T. Prince misses 2-pt layup from 2 ft (block by M. Harkless),109,90
432,4,3:23.0,Defensive rebound by D. Lillard,,109,90
433,4,3:12.0,Turnover by D. Lillard (bad pass),,109,90
434,4,3:06.0,,Personal foul by A. Crabbe (drawn by D. Schröder),109,90
435,4,2:59.0,,Shooting foul by M. Harkless (drawn by D. Schröder),109,90
436,4,2:59.0,Official timeout,,109,90
437,4,2:59.0,,D. Schröder misses free throw 1 of 2,109,90
438,4,2:59.0,,Offensive rebound by Team,109,90
439,4,2:59.0,,R. Kelly enters the game for E. İlyasova,109,90
440,4,2:59.0,,M. Muscala enters the game for D. Howard,109,90
441,4,2:59.0,,J. Calderón enters the game for M. Delaney,109,90
442,4,2:59.0,,D. Schröder makes free throw 2 of 2,109,91
443,4,2:57.0,Personal take foul by J. Calderón,,109,91
444,4,2:57.0,,M. Delaney enters the game for D. Schröder,109,91
445,4,2:41.0,J. Nurkić makes 2-pt hook shot from 4 ft,,111,91
446,4,2:31.0,,Personal take foul by D. Lillard (drawn by M. Delaney),111,91
447,4,2:31.0,E. Turner enters the game for M. Harkless,,111,91
448,4,2:31.0,S. Napier enters the game for J. Nurkić,,111,91
449,4,2:31.0,J. Layman enters the game for C. McCollum,,111,91
450,4,2:31.0,P. Connaughton enters the game for D. Lillard,,111,91
451,4,2:31.0,N. Vonleh enters the game for A. Crabbe,,111,91
452,4,2:25.0,,M. Delaney makes 2-pt jump shot from 22 ft (assist by J. Calderón),111,93
453,4,2:00.0,S. Napier misses 2-pt jump shot from 19 ft,,111,93
454,4,1:57.0,,Defensive rebound by M. Delaney,111,93
455,4,1:49.0,,Shooting foul by P. Connaughton (drawn by M. Delaney),111,93
456,4,1:49.0,,M. Delaney makes free throw 1 of 2,111,94
457,4,1:49.0,,M. Delaney makes free throw 2 of 2,111,95
458,4,1:25.0,E. Turner misses 2-pt jump shot from 15 ft (block by T. Prince),,111,95
459,4,1:22.0,,Defensive rebound by M. Delaney,111,95
460,4,1:16.0,,M. Muscala makes 2-pt jump shot from 17 ft (assist by J. Calderón),111,97
461,4,0:53.0,Shooting foul by R. Kelly (drawn by J. Layman),,111,97
462,4,0:53.0,J. Layman makes free throw 1 of 2,,112,97
463,4,0:53.0,J. Layman makes free throw 2 of 2,,113,97
464,4,0:44.0,,M. Delaney misses 3-pt jump shot from 23 ft,113,97
465,4,0:42.0,,Offensive rebound by M. Muscala,113,97
466,4,0:36.0,Violation by N. Vonleh (kicked ball),,113,97
467,4,0:27.0,,T. Prince misses 2-pt hook shot from 2 ft,113,97
468,4,0:26.0,,Offensive rebound by M. Muscala,113,97
469,4,0:25.0,,M. Muscala misses 2-pt layup at rim,113,97
470,4,0:24.0,Defensive rebound by N. Vonleh,,113,97
471,4,0:02.0,Turnover by Team (shot clock),,113,97
