,QUARTER,TIME_REMAINING,HOUSTON_ACTION,ATLANTA_ACTION,HOUSTON_SCORE,ATLANTA_SCORE
27,1,7:48.0,,Offensive rebound by P. Millsap,10,9
28,1,7:46.0,,Turnover by K. Korver (step out of bounds),10,9
29,1,7:36.0,R. Anderson makes 3-pt jump shot from 26 ft (assist by J. Harden),,13,9
30,1,7:20.0,,D. Howard makes 2-pt dunk at rim (assist by D. Schröder),13,11
31,1,7:07.0,T. Ariza makes 2-pt layup from 3 ft (assist by J. Harden),,15,11
32,1,6:48.0,,K. Bazemore misses 2-pt jump shot from 7 ft,15,11
33,1,6:46.0,Defensive rebound by C. Capela,,15,11
34,1,6:42.0,E. Gordon misses 3-pt jump shot from 23 ft,,15,11
35,1,6:41.0,,Defensive rebound by K. Bazemore,15,11
36,1,6:41.0,Loose ball foul by C. Capela (drawn by K. Bazemore),,15,11
37,1,6:41.0,N. Hilário enters the game for C. Capela,,15,11
38,1,6:41.0,,M. Muscala enters the game for D. Howard,15,11
39,1,6:23.0,,K. Bazemore makes 2-pt layup from 1 ft,15,13
40,1,6:12.0,N. Hilário misses 2-pt layup from 3 ft (block by K. Korver),,15,13
41,1,6:11.0,Offensive rebound by N. Hilário,,15,13
42,1,6:00.0,E. Gordon misses 2-pt layup from 2 ft,,15,13
43,1,5:59.0,Offensive rebound by N. Hilário,,15,13
44,1,5:59.0,N. Hilário misses 2-pt layup from 1 ft,,15,13
45,1,5:58.0,,Defensive rebound by P. Millsap,15,13
46,1,5:50.0,,P. Millsap misses 3-pt jump shot from 25 ft,15,13
47,1,5:49.0,Defensive rebound by J. Harden,,15,13
48,1,5:42.0,Turnover by J. Harden (bad pass; steal by P. Millsap),,15,13
49,1,5:35.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by P. Millsap),15,16
50,1,5:16.0,R. Anderson misses 3-pt jump shot from 28 ft,,15,16
51,1,5:14.0,,Defensive rebound by P. Millsap,15,16
52,1,5:06.0,,Personal block foul by N. Hilário (drawn by D. Schröder),15,16
53,1,5:06.0,,Atlanta full timeout,15,16
54,1,5:06.0,,T. Sefolosha enters the game for K. Bazemore,15,16
55,1,4:52.0,,P. Millsap misses 2-pt hook shot from 6 ft,15,16
56,1,4:51.0,Defensive rebound by N. Hilário,,15,16
57,1,4:37.0,Turnover by R. Anderson (bad pass; steal by T. Sefolosha),,15,16
58,1,4:32.0,,T. Sefolosha makes 2-pt dunk at rim,15,18
59,1,4:18.0,J. Harden misses 2-pt layup at rim,,15,18
60,1,4:18.0,,Defensive rebound by Team,15,18
61,1,4:18.0,Loose ball foul by N. Hilário (drawn by T. Sefolosha),,15,18
62,1,4:18.0,,T. Hardaway enters the game for K. Korver,15,18
63,1,4:18.0,K. McDaniels enters the game for E. Gordon,,15,18
64,1,4:06.0,,D. Schröder makes 2-pt layup at rim,15,20
65,1,3:52.0,R. Anderson makes 3-pt jump shot from 25 ft (assist by J. Harden),,18,20
66,1,3:43.0,,P. Millsap makes 2-pt layup at rim (assist by D. Schröder),18,22
67,1,3:33.0,J. Harden misses 2-pt layup from 1 ft,,18,22
68,1,3:33.0,Offensive rebound by N. Hilário,,18,22
69,1,3:17.0,J. Harden makes 3-pt jump shot from 25 ft,,21,22
70,1,3:06.0,,P. Millsap misses 2-pt layup at rim,21,22
71,1,3:03.0,,Offensive rebound by P. Millsap,21,22
72,1,3:02.0,,P. Millsap misses 2-pt layup from 1 ft,21,22
73,1,3:01.0,Defensive rebound by J. Harden,,21,22
74,1,2:59.0,Turnover by J. Harden (lost ball; steal by P. Millsap),,21,22
75,1,2:36.0,,T. Sefolosha makes 2-pt jump shot from 22 ft (assist by D. Schröder),21,24
76,1,2:22.0,T. Ariza makes 2-pt dunk at rim,,23,24
77,1,1:58.0,,P. Millsap misses 2-pt jump shot from 14 ft,23,24
78,1,1:55.0,Defensive rebound by K. McDaniels,,23,24
79,1,1:46.0,K. McDaniels makes 2-pt layup from 1 ft (assist by J. Harden),,25,24
80,1,1:39.0,,Atlanta full timeout,25,24
81,1,1:39.0,Houston full timeout,,25,24
82,1,1:39.0,C. Brewer enters the game for T. Ariza,,25,24
83,1,1:39.0,M. Harrell enters the game for R. Anderson,,25,24
84,1,1:39.0,S. Dekker enters the game for N. Hilário,,25,24
85,1,1:39.0,,D. Howard enters the game for P. Millsap,25,24
86,1,1:39.0,,M. Delaney enters the game for D. Schröder,25,24
87,1,1:28.0,,Personal foul by K. McDaniels (drawn by D. Howard),25,24
88,1,1:28.0,,D. Howard makes free throw 1 of 2,25,25
89,1,1:28.0,,D. Howard misses free throw 2 of 2,25,25
90,1,1:27.0,Defensive rebound by J. Harden,,25,25
91,1,1:16.0,Personal foul by M. Muscala (drawn by S. Dekker),,25,25
92,1,1:11.0,J. Harden misses 3-pt jump shot from 24 ft,,25,25
93,1,1:09.0,,Defensive rebound by M. Muscala,25,25
94,1,1:03.0,,Turnover by M. Delaney (bad pass),25,25
95,1,0:52.0,Turnover by S. Dekker (bad pass; steal by T. Sefolosha),,25,25
96,1,0:41.0,,D. Howard makes 2-pt dunk at rim (assist by T. Hardaway),25,27
97,1,0:33.0,K. McDaniels makes 2-pt dunk at rim (assist by J. Harden),,27,27
98,1,0:25.0,,M. Muscala makes 3-pt jump shot from 25 ft (assist by M. Delaney),27,30
99,1,0:02.0,,Violation by D. Howard (def goaltending),27,30
100,1,0:02.0,J. Harden makes 2-pt jump shot from 5 ft,,29,30
101,1,0:02.0,Shooting foul by M. Muscala (drawn by J. Harden),,29,30
102,1,0:02.0,J. Harden makes free throw 1 of 1,,30,30
103,1,0:00.0,,T. Hardaway misses 3-pt jump shot from 36 ft,30,30
104,1,0:00.0,,Offensive rebound by Team,30,30
105,2,11:44.0,C. Brewer misses 2-pt jump shot from 10 ft,,30,30
106,2,11:43.0,,Defensive rebound by M. Muscala,30,30
107,2,11:36.0,,Turnover by M. Muscala (bad pass; steal by S. Dekker),30,30
108,2,11:31.0,S. Dekker misses 2-pt layup from 2 ft,,30,30
109,2,11:31.0,,Defensive rebound by Team,30,30
110,2,11:31.0,Loose ball foul by M. Harrell (drawn by M. Muscala),,30,30
111,2,11:31.0,,K. Korver enters the game for T. Sefolosha,30,30
112,2,11:17.0,Offensive charge foul by D. Howard (drawn by M. Harrell),,30,30
113,2,11:17.0,,Turnover by D. Howard (offensive foul),30,30
114,2,11:17.0,,Violation by Team (jump ball),30,30
115,2,11:17.0,C. Capela enters the game for M. Harrell,,30,30
116,2,11:02.0,Turnover by E. Gordon (bad pass; steal by M. Muscala),,30,30
117,2,10:58.0,,Shooting foul by E. Gordon (drawn by T. Hardaway),30,30
118,2,10:58.0,,T. Hardaway makes free throw 1 of 2,30,31
119,2,10:58.0,,T. Hardaway misses free throw 2 of 2,30,31
120,2,10:57.0,Defensive rebound by S. Dekker,,30,31
121,2,10:49.0,,Offensive charge foul by C. Capela (drawn by M. Delaney),30,31
122,2,10:49.0,Turnover by C. Capela (offensive foul),,30,31
123,2,10:36.0,,Turnover by M. Delaney (bad pass),30,31
124,2,10:23.0,S. Dekker makes 3-pt jump shot from 24 ft (assist by E. Gordon),,33,31
125,2,10:11.0,,Personal foul by S. Dekker (drawn by M. Muscala),33,31
126,2,10:11.0,,K. Bazemore enters the game for T. Hardaway,33,31
127,2,10:00.0,,M. Delaney makes 2-pt jump shot from 22 ft,33,33
128,2,9:45.0,Turnover by E. Gordon (bad pass; steal by K. Korver),,33,33
129,2,9:40.0,,M. Delaney misses 2-pt jump shot from 19 ft,33,33
130,2,9:36.0,,Offensive rebound by D. Howard,33,33
131,2,9:36.0,,D. Howard misses 2-pt layup at rim,33,33
132,2,9:33.0,,Offensive rebound by K. Korver,33,33
133,2,9:16.0,,M. Delaney makes 2-pt layup from 1 ft (assist by K. Bazemore),33,35
134,2,9:00.0,T. Ennis misses 2-pt jump shot from 3 ft,,33,35
135,2,8:59.0,,Defensive rebound by D. Howard,33,35
136,2,8:57.0,,Turnover by D. Howard (bad pass),33,35
137,2,8:57.0,Official timeout,,33,35
138,2,8:57.0,,T. Sefolosha enters the game for M. Muscala,33,35
139,2,8:54.0,Turnover by C. Capela (bad pass),,33,35
140,2,8:32.0,,Shooting foul by E. Gordon (drawn by K. Bazemore),33,35
141,2,8:32.0,,K. Bazemore makes free throw 1 of 2,33,36
142,2,8:32.0,,K. Bazemore makes free throw 2 of 2,33,37
143,2,8:20.0,S. Dekker misses 3-pt jump shot from 24 ft,,33,37
144,2,8:18.0,,Defensive rebound by K. Bazemore,33,37
145,2,7:58.0,,M. Delaney makes 2-pt jump shot from 18 ft,33,39
146,2,7:39.0,S. Dekker misses 2-pt layup from 2 ft (block by D. Howard),,33,39
147,2,7:37.0,Offensive rebound by T. Ennis,,33,39
148,2,7:32.0,T. Ennis makes 2-pt layup from 2 ft,,35,39
149,2,7:15.0,,Turnover by K. Korver (bad pass; steal by C. Brewer),35,39
150,2,7:09.0,C. Capela makes 2-pt dunk at rim (assist by C. Brewer),,37,39
151,2,6:59.0,,T. Sefolosha makes 2-pt jump shot from 7 ft (assist by D. Howard),37,41
152,2,6:56.0,Turnover by T. Ennis (step out of bounds),,37,41
153,2,6:56.0,,P. Millsap enters the game for D. Howard,37,41
154,2,6:56.0,,D. Schröder enters the game for M. Delaney,37,41
155,2,6:56.0,T. Ariza enters the game for S. Dekker,,37,41
156,2,6:56.0,R. Anderson enters the game for T. Ennis,,37,41
157,2,6:56.0,Houston full timeout,,37,41
158,2,6:56.0,J. Harden enters the game for C. Brewer,,37,41
159,2,6:46.0,,P. Millsap makes 2-pt layup from 3 ft (assist by D. Schröder),37,43
160,2,6:34.0,Shooting foul by K. Bazemore (drawn by J. Harden),,37,43
161,2,6:34.0,J. Harden makes free throw 1 of 3,,38,43
162,2,6:34.0,J. Harden makes free throw 2 of 3,,39,43
163,2,6:34.0,J. Harden makes free throw 3 of 3,,40,43
164,2,6:27.0,,Shooting foul by E. Gordon (drawn by D. Schröder),40,43
165,2,6:27.0,,D. Schröder makes free throw 1 of 2,40,44
166,2,6:27.0,K. McDaniels enters the game for E. Gordon,,40,44
167,2,6:27.0,N. Hilário enters the game for C. Capela,,40,44
168,2,6:27.0,,D. Schröder makes free throw 2 of 2,40,45
169,2,6:15.0,Turnover by J. Harden (bad pass; steal by K. Bazemore),,40,45
170,2,6:07.0,,K. Korver misses 3-pt jump shot from 25 ft,40,45
171,2,6:06.0,Defensive rebound by R. Anderson,,40,45
172,2,5:57.0,T. Ariza misses 3-pt jump shot from 24 ft,,40,45
173,2,5:55.0,,Defensive rebound by Team,40,45
174,2,5:47.0,,D. Schröder makes 2-pt layup from 1 ft,40,47
175,2,5:23.0,N. Hilário makes 2-pt jump shot from 11 ft,,42,47
176,2,5:17.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by K. Korver),42,49
177,2,5:17.0,,Shooting foul by J. Harden (drawn by K. Bazemore),42,49
178,2,5:17.0,,K. Bazemore makes free throw 1 of 1,42,50
179,2,5:05.0,Turnover by N. Hilário (lost ball; steal by P. Millsap),,42,50
180,2,4:58.0,,T. Sefolosha misses 2-pt layup from 1 ft (block by N. Hilário),42,50
181,2,4:56.0,Defensive rebound by K. McDaniels,,42,50
182,2,4:51.0,R. Anderson misses 3-pt jump shot from 25 ft,,42,50
183,2,4:50.0,,Defensive rebound by P. Millsap,42,50
184,2,4:43.0,,D. Schröder misses 2-pt layup from 1 ft,42,50
185,2,4:41.0,,Offensive rebound by T. Sefolosha,42,50
186,2,4:26.0,,Turnover by P. Millsap (lost ball; steal by J. Harden),42,50
187,2,4:21.0,K. McDaniels makes 2-pt dunk at rim (assist by J. Harden),,44,50
188,2,4:02.0,,Shooting foul by N. Hilário (drawn by D. Schröder),44,50
189,2,4:02.0,,D. Schröder misses free throw 1 of 2,44,50
190,2,4:02.0,,Offensive rebound by Team,44,50
191,2,4:02.0,M. Harrell enters the game for N. Hilário,,44,50
192,2,4:02.0,,D. Howard enters the game for K. Korver,44,50
193,2,4:02.0,,D. Schröder makes free throw 2 of 2,44,51
194,2,3:44.0,R. Anderson misses 3-pt jump shot from 25 ft,,44,51
195,2,3:41.0,Offensive rebound by M. Harrell,,44,51
196,2,3:33.0,K. McDaniels misses 3-pt jump shot from 24 ft,,44,51
197,2,3:31.0,,Defensive rebound by T. Sefolosha,44,51
198,2,3:26.0,,D. Schröder misses 2-pt jump shot from 22 ft,44,51
199,2,3:24.0,,Offensive rebound by D. Howard,44,51
200,2,3:18.0,,D. Howard makes 2-pt dunk at rim (assist by D. Schröder),44,53
201,2,2:55.0,Shooting foul by D. Howard (drawn by K. McDaniels),,44,53
202,2,2:55.0,K. McDaniels makes free throw 1 of 2,,45,53
203,2,2:55.0,,M. Muscala enters the game for D. Howard,45,53
204,2,2:55.0,K. McDaniels makes free throw 2 of 2,,46,53
205,2,2:50.0,,D. Schröder makes 2-pt jump shot from 6 ft,46,55
206,2,2:39.0,J. Harden makes 2-pt jump shot from 13 ft,,48,55
207,2,2:37.0,,Atlanta full timeout,48,55
208,2,2:22.0,,Turnover by K. Bazemore (bad pass; steal by J. Harden),48,55
209,2,2:17.0,Turnover by J. Harden (bad pass; steal by K. Bazemore),,48,55
210,2,2:04.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),48,58
211,2,1:50.0,R. Anderson makes 3-pt jump shot from 25 ft (assist by J. Harden),,51,58
212,2,1:36.0,,P. Millsap makes 2-pt jump shot from 9 ft,51,60
213,2,1:14.0,T. Ariza misses 3-pt jump shot from 25 ft,,51,60
214,2,1:12.0,,Defensive rebound by K. Bazemore,51,60
215,2,0:59.0,,T. Sefolosha makes 2-pt layup from 1 ft,51,62
216,2,0:50.0,J. Harden makes 3-pt jump shot from 25 ft,,54,62
217,2,0:32.0,,P. Millsap makes 2-pt layup from 1 ft (assist by D. Schröder),54,64
218,2,0:32.0,,Shooting foul by T. Ariza (drawn by P. Millsap),54,64
219,2,0:32.0,,T. Hardaway enters the game for K. Bazemore,54,64
220,2,0:32.0,,P. Millsap makes free throw 1 of 1,54,65
221,2,0:29.0,J. Harden makes 3-pt jump shot from 25 ft,,57,65
222,2,0:08.0,,Turnover by D. Schröder (bad pass),57,65
223,2,0:00.0,J. Harden makes 2-pt jump shot from 18 ft,,59,65
224,3,11:45.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),,62,65
225,3,11:31.0,,K. Korver makes 2-pt layup from 2 ft (assist by K. Bazemore),62,67
226,3,11:26.0,Turnover by C. Capela (bad pass; steal by K. Bazemore),,62,67
227,3,11:17.0,,Turnover by P. Millsap (bad pass; steal by C. Capela),62,67
228,3,11:12.0,T. Ariza misses 3-pt jump shot from 25 ft,,62,67
229,3,11:09.0,Offensive rebound by C. Capela,,62,67
230,3,11:01.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,64,67
231,3,10:50.0,,K. Korver makes 2-pt layup at rim (assist by D. Howard),64,69
232,3,10:33.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,66,69
233,3,10:14.0,,P. Millsap misses 2-pt jump shot from 18 ft,66,69
234,3,10:12.0,Defensive rebound by C. Capela,,66,69
235,3,10:05.0,Turnover by J. Harden (lost ball),,66,69
236,3,9:54.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by K. Bazemore),66,72
237,3,9:37.0,R. Anderson misses 2-pt jump shot from 14 ft,,66,72
238,3,9:34.0,,Defensive rebound by K. Korver,66,72
239,3,9:21.0,,D. Schröder misses 2-pt jump shot from 9 ft,66,72
240,3,9:20.0,Defensive rebound by C. Capela,,66,72
241,3,9:05.0,C. Capela makes 2-pt dunk at rim (assist by E. Gordon),,68,72
242,3,8:45.0,,Shooting foul by R. Anderson (drawn by P. Millsap),68,72
243,3,8:45.0,,P. Millsap makes free throw 1 of 2,68,73
244,3,8:45.0,,P. Millsap misses free throw 2 of 2,68,73
245,3,8:44.0,Defensive rebound by C. Capela,,68,73
246,3,8:35.0,Turnover by R. Anderson (traveling),,68,73
247,3,8:24.0,,K. Bazemore makes 2-pt jump shot from 18 ft (assist by P. Millsap),68,75
248,3,8:07.0,Turnover by T. Ariza (lost ball; steal by P. Millsap),,68,75
249,3,8:00.0,,P. Millsap makes 2-pt dunk at rim (assist by D. Schröder),68,77
250,3,7:51.0,E. Gordon makes 2-pt layup at rim,,70,77
251,3,7:51.0,Shooting foul by P. Millsap (drawn by E. Gordon),,70,77
252,3,7:51.0,E. Gordon makes free throw 1 of 1,,71,77
253,3,7:39.0,,D. Schröder misses 3-pt jump shot from 25 ft,71,77
254,3,7:37.0,Defensive rebound by R. Anderson,,71,77
255,3,7:29.0,J. Harden makes 2-pt jump shot from 8 ft,,73,77
256,3,7:16.0,,D. Howard makes 2-pt hook shot from 8 ft (assist by P. Millsap),73,79
257,3,7:01.0,E. Gordon misses 3-pt jump shot from 26 ft,,73,79
258,3,6:59.0,,Defensive rebound by D. Howard,73,79
259,3,6:48.0,,K. Bazemore makes 2-pt jump shot from 19 ft,73,81
260,3,6:31.0,R. Anderson misses 3-pt jump shot from 27 ft,,73,81
261,3,6:30.0,,Defensive rebound by D. Schröder,73,81
262,3,6:21.0,,Personal foul by C. Capela (drawn by D. Howard),73,81
263,3,6:21.0,,M. Muscala enters the game for D. Howard,73,81
264,3,6:17.0,,Personal foul by T. Ariza (drawn by K. Korver),73,81
265,3,6:09.0,,Turnover by D. Schröder (bad pass),73,81
266,3,5:57.0,Shooting foul by P. Millsap (drawn by J. Harden),,73,81
267,3,5:57.0,,Atlanta full timeout,73,81
268,3,5:57.0,J. Harden makes free throw 1 of 2,,74,81
269,3,5:57.0,N. Hilário enters the game for C. Capela,,73,81
270,3,5:57.0,J. Harden makes free throw 2 of 2,,75,81
271,3,5:46.0,,D. Schröder makes 2-pt layup from 2 ft,75,83
272,3,5:29.0,N. Hilário misses 2-pt layup from 2 ft (block by M. Muscala),,75,83
273,3,5:26.0,,Defensive rebound by P. Millsap,75,83
274,3,5:13.0,,K. Bazemore misses 3-pt jump shot from 24 ft,75,83
275,3,5:11.0,Defensive rebound by J. Harden,,75,83
276,3,5:04.0,J. Harden misses 2-pt jump shot from 6 ft,,75,83
277,3,5:01.0,Offensive rebound by J. Harden,,75,83
278,3,5:01.0,J. Harden makes 2-pt layup at rim,,77,83
279,3,4:33.0,,P. Millsap misses 3-pt jump shot from 24 ft,77,83
280,3,4:31.0,,Offensive rebound by M. Muscala,77,83
281,3,4:27.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by P. Millsap),77,86
282,3,4:15.0,Turnover by J. Harden (bad pass; steal by K. Korver),,77,86
283,3,4:08.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by D. Schröder),77,89
284,3,4:06.0,Houston full timeout,,77,89
285,3,4:06.0,S. Dekker enters the game for T. Ariza,,77,89
286,3,4:06.0,C. Brewer enters the game for R. Anderson,,77,89
287,3,4:06.0,K. McDaniels enters the game for E. Gordon,,77,89
288,3,4:06.0,,T. Hardaway enters the game for P. Millsap,77,89
289,3,4:06.0,,T. Sefolosha enters the game for K. Korver,77,89
290,3,3:47.0,K. McDaniels makes 2-pt jump shot from 13 ft,,79,89
291,3,3:25.0,,Turnover by K. Bazemore (bad pass; steal by J. Harden),79,89
292,3,3:15.0,S. Dekker misses 3-pt jump shot from 23 ft,,79,89
293,3,3:13.0,Offensive rebound by N. Hilário,,79,89
294,3,3:12.0,N. Hilário misses 2-pt layup from 4 ft,,79,89
295,3,3:09.0,,Defensive rebound by T. Hardaway,79,89
296,3,2:58.0,,Turnover by D. Schröder (bad pass; steal by C. Brewer),79,89
297,3,2:52.0,Personal foul by T. Hardaway (drawn by J. Harden),,79,89
298,3,2:52.0,,P. Millsap enters the game for K. Bazemore,79,89
299,3,2:36.0,J. Harden misses 3-pt jump shot from 25 ft,,79,89
300,3,2:34.0,Offensive rebound by S. Dekker,,79,89
301,3,2:34.0,S. Dekker misses 2-pt layup from 1 ft,,79,89
302,3,2:32.0,,Defensive rebound by P. Millsap,79,89
303,3,2:24.0,,M. Muscala makes 2-pt dunk at rim (assist by D. Schröder),79,91
304,3,2:03.0,K. McDaniels makes 3-pt jump shot from 25 ft (assist by S. Dekker),,82,91
305,3,1:44.0,C. Capela enters the game for N. Hilário,,82,91
306,3,1:44.0,,M. Delaney enters the game for D. Schröder,82,91
307,3,1:36.0,,T. Sefolosha misses 3-pt jump shot from 24 ft,82,91
308,3,1:34.0,Defensive rebound by C. Capela,,82,91
309,3,1:23.0,C. Brewer misses 3-pt jump shot from 24 ft,,82,91
310,3,1:19.0,Offensive rebound by S. Dekker,,82,91
311,3,1:18.0,C. Capela makes 2-pt layup from 2 ft (assist by S. Dekker),,84,91
312,3,0:58.0,,T. Hardaway makes 2-pt layup from 2 ft,84,93
313,3,0:42.0,C. Capela misses 2-pt layup from 2 ft,,84,93
314,3,0:40.0,,Defensive rebound by P. Millsap,84,93
315,3,0:32.0,,T. Hardaway misses 2-pt jump shot from 18 ft,84,93
316,3,0:32.0,Defensive rebound by Team,,84,93
317,3,0:28.0,J. Harden misses 3-pt jump shot from 28 ft,,84,93
318,3,0:26.0,,Defensive rebound by M. Delaney,84,93
319,3,0:02.0,,P. Millsap misses 2-pt jump shot from 16 ft,84,93
320,3,0:01.0,Defensive rebound by J. Harden,,84,93
321,4,11:46.0,,D. Howard makes 2-pt dunk at rim (assist by T. Hardaway),84,95
322,4,11:29.0,Turnover by C. Brewer (lost ball),,84,95
323,4,11:20.0,,Personal foul by K. McDaniels (drawn by T. Hardaway),84,95
324,4,11:13.0,,T. Sefolosha misses 2-pt layup from 2 ft (block by K. McDaniels),84,95
325,4,11:12.0,,Offensive rebound by D. Howard,84,95
326,4,11:12.0,,Shooting foul by C. Capela (drawn by D. Howard),84,95
327,4,11:12.0,,D. Howard misses free throw 1 of 2,84,95
328,4,11:12.0,,Offensive rebound by Team,84,95
329,4,11:12.0,,D. Howard misses free throw 2 of 2,84,95
330,4,11:11.0,Defensive rebound by C. Capela,,84,95
331,4,10:57.0,C. Brewer misses 3-pt jump shot from 24 ft,,84,95
332,4,10:55.0,,Defensive rebound by D. Howard,84,95
333,4,10:44.0,,D. Howard misses 2-pt layup from 2 ft,84,95
334,4,10:42.0,Defensive rebound by C. Capela,,84,95
335,4,10:37.0,E. Gordon makes 2-pt layup from 2 ft,,86,95
336,4,10:19.0,,T. Hardaway misses 3-pt jump shot from 25 ft,86,95
337,4,10:17.0,,Offensive rebound by D. Howard,86,95
338,4,10:15.0,,D. Howard makes 2-pt layup at rim,86,97
339,4,10:05.0,E. Gordon misses 2-pt jump shot from 3 ft (block by T. Sefolosha),,86,97
340,4,10:05.0,,Defensive rebound by Team,86,97
341,4,9:46.0,,D. Howard makes 2-pt hook shot from 7 ft,86,99
342,4,9:31.0,Turnover by K. McDaniels (bad pass; steal by T. Sefolosha),,86,99
343,4,9:26.0,,Turnover by T. Sefolosha (bad pass),86,99
344,4,9:26.0,B. Brown enters the game for E. Gordon,,86,99
345,4,9:20.0,Turnover by C. Capela (discontinued dribble),,86,99
346,4,9:20.0,Houston full timeout,,86,99
347,4,9:20.0,E. Gordon enters the game for K. McDaniels,,86,99
348,4,9:03.0,,Personal foul by C. Capela (drawn by D. Howard),86,99
349,4,8:58.0,,D. Howard makes 2-pt dunk at rim (assist by K. Korver),86,101
350,4,8:47.0,Shooting foul by T. Hardaway (drawn by E. Gordon),,86,101
351,4,8:47.0,E. Gordon misses free throw 1 of 2,,86,101
352,4,8:47.0,Offensive rebound by Team,,86,101
353,4,8:47.0,M. Harrell enters the game for C. Capela,,86,101
354,4,8:47.0,E. Gordon makes free throw 2 of 2,,87,101
355,4,8:29.0,,T. Hardaway misses 2-pt jump shot from 12 ft (block by E. Gordon),87,101
356,4,8:26.0,,Offensive rebound by T. Sefolosha,87,101
357,4,8:22.0,,Turnover by Team (shot clock),87,101
358,4,7:59.0,E. Gordon misses 3-pt jump shot from 25 ft,,87,101
359,4,7:58.0,,Defensive rebound by D. Howard,87,101
360,4,7:50.0,,M. Delaney misses 2-pt jump shot from 18 ft,87,101
361,4,7:47.0,,Offensive rebound by D. Howard,87,101
362,4,7:43.0,,M. Delaney misses 3-pt jump shot from 24 ft,87,101
363,4,7:42.0,,Offensive rebound by T. Sefolosha,87,101
364,4,7:40.0,,T. Sefolosha misses 2-pt jump shot from 13 ft (block by E. Gordon),87,101
365,4,7:40.0,Defensive rebound by E. Gordon,,87,101
366,4,7:35.0,,Offensive charge foul by C. Brewer (drawn by M. Delaney),87,101
367,4,7:35.0,Turnover by C. Brewer (offensive foul),,87,101
368,4,7:35.0,J. Harden enters the game for E. Gordon,,87,101
369,4,7:35.0,T. Ariza enters the game for C. Brewer,,87,101
370,4,7:35.0,R. Anderson enters the game for S. Dekker,,87,101
371,4,7:25.0,,Personal foul by B. Brown (drawn by M. Delaney),87,101
372,4,7:25.0,,P. Millsap enters the game for T. Hardaway,87,101
373,4,7:25.0,,K. Bazemore enters the game for K. Korver,87,101
374,4,7:13.0,,P. Millsap makes 2-pt jump shot from 14 ft,87,103
375,4,6:50.0,B. Brown misses 2-pt jump shot from 19 ft,,87,103
376,4,6:48.0,,Defensive rebound by D. Howard,87,103
377,4,6:38.0,,Personal foul by M. Harrell (drawn by D. Howard),87,103
378,4,6:38.0,,Technical foul by D. Howard,87,103
379,4,6:38.0,J. Harden misses technical free throw,,87,103
380,4,6:38.0,,Offensive rebound by Team,87,103
381,4,6:38.0,,D. Howard misses free throw 1 of 2,87,103
382,4,6:38.0,,Offensive rebound by Team,87,103
