,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CHARLOTTE_ACTION,ATLANTA_SCORE,CHARLOTTE_SCORE
0,1,11:43.0,K. Korver misses 2-pt jump shot from 18 ft,,0,0
1,1,11:42.0,,Defensive rebound by N. Batum,0,0
2,1,11:30.0,,Turnover by C. Zeller (lost ball; steal by D. Howard),0,0
3,1,11:13.0,D. Howard makes 2-pt hook shot from 7 ft,,2,0
4,1,11:00.0,,M. Williams misses 3-pt jump shot from 25 ft,2,0
5,1,10:59.0,,Offensive rebound by C. Zeller,2,0
6,1,10:54.0,,M. Williams misses 3-pt jump shot from 25 ft,2,0
7,1,10:53.0,Defensive rebound by D. Howard,,2,0
8,1,10:41.0,K. Bazemore makes 2-pt layup from 1 ft (assist by D. Schröder),,4,0
9,1,10:30.0,,Shooting foul by K. Bazemore (drawn by K. Walker),4,0
10,1,10:30.0,,K. Walker makes free throw 1 of 2,4,1
11,1,10:30.0,,K. Walker makes free throw 2 of 2,4,2
12,1,10:17.0,Turnover by P. Millsap (bad pass; steal by C. Zeller),,4,2
13,1,10:10.0,,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),4,4
14,1,9:56.0,D. Schröder misses 3-pt jump shot from 25 ft,,4,4
15,1,9:54.0,,Defensive rebound by M. Williams,4,4
16,1,9:44.0,,Turnover by C. Zeller (bad pass; steal by K. Bazemore),4,4
17,1,9:38.0,K. Bazemore makes 2-pt jump shot from 16 ft,,6,4
18,1,9:22.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by M. Williams),6,7
19,1,9:07.0,K. Korver misses 3-pt jump shot from 26 ft,,6,7
20,1,9:05.0,,Defensive rebound by M. Williams,6,7
21,1,8:55.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 10 ft,6,9
22,1,8:37.0,K. Bazemore misses 3-pt jump shot from 25 ft,,6,9
23,1,8:36.0,,Defensive rebound by N. Batum,6,9
24,1,8:26.0,,Shooting foul by P. Millsap (drawn by C. Zeller),6,9
25,1,8:26.0,,C. Zeller makes free throw 1 of 2,6,10
26,1,8:26.0,,C. Zeller makes free throw 2 of 2,6,11
27,1,8:13.0,Turnover by D. Schröder (lost ball; steal by K. Walker),,6,11
28,1,8:06.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,6,11
29,1,8:05.0,Defensive rebound by D. Howard,,6,11
30,1,8:00.0,,Violation by M. Williams (kicked ball),6,11
31,1,7:48.0,K. Korver misses 3-pt jump shot from 26 ft,,6,11
32,1,7:46.0,Offensive rebound by D. Howard,,6,11
33,1,7:46.0,D. Howard misses 2-pt layup from 2 ft,,6,11
34,1,7:43.0,,Defensive rebound by M. Williams,6,11
35,1,7:34.0,,N. Batum makes 3-pt jump shot from 26 ft (assist by K. Walker),6,14
36,1,7:34.0,Atlanta full timeout,,6,14
37,1,7:34.0,M. Muscala enters the game for P. Millsap,,6,14
38,1,7:22.0,K. Bazemore makes 2-pt jump shot from 17 ft,,8,14
39,1,7:00.0,,M. Williams misses 2-pt jump shot from 6 ft,8,14
40,1,6:58.0,Defensive rebound by D. Howard,,8,14
41,1,6:47.0,M. Muscala misses 2-pt jump shot from 12 ft,,8,14
42,1,6:47.0,Offensive rebound by Team,,8,14
43,1,6:41.0,D. Schröder misses 3-pt jump shot from 24 ft,,8,14
44,1,6:40.0,,Defensive rebound by K. Walker,8,14
45,1,6:33.0,,C. Zeller makes 2-pt layup from 1 ft (assist by M. Kidd-Gilchrist),8,16
46,1,6:22.0,D. Howard makes 2-pt layup from 2 ft (assist by D. Schröder),,10,16
47,1,6:07.0,,C. Zeller makes 2-pt layup from 1 ft (assist by K. Walker),10,18
48,1,5:55.0,Turnover by M. Muscala (bad pass; steal by M. Kidd-Gilchrist),,10,18
49,1,5:49.0,,K. Walker misses 3-pt jump shot from 25 ft,10,18
50,1,5:47.0,,Offensive rebound by M. Kidd-Gilchrist,10,18
51,1,5:43.0,,K. Walker misses 3-pt jump shot from 25 ft,10,18
52,1,5:42.0,Defensive rebound by D. Howard,,10,18
53,1,5:28.0,K. Bazemore makes 3-pt jump shot from 26 ft (assist by M. Muscala),,13,18
54,1,5:17.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),13,21
55,1,5:00.0,D. Howard makes 2-pt layup from 2 ft (assist by K. Bazemore),,15,21
56,1,4:45.0,,C. Zeller makes 2-pt layup from 1 ft (assist by M. Kidd-Gilchrist),15,23
57,1,4:22.0,Shooting foul by C. Zeller (drawn by D. Howard),,15,23
58,1,4:22.0,D. Howard misses free throw 1 of 2,,15,23
59,1,4:22.0,Offensive rebound by Team,,15,23
60,1,4:22.0,D. Howard misses free throw 2 of 2,,15,23
61,1,4:22.0,T. Hardaway enters the game for K. Korver,,15,23
62,1,4:22.0,,M. Belinelli enters the game for M. Williams,15,23
63,1,4:22.0,,F. Kaminsky enters the game for M. Kidd-Gilchrist,15,23
64,1,4:21.0,,Defensive rebound by K. Walker,15,23
65,1,4:10.0,,Personal foul by K. Bazemore (drawn by N. Batum),15,23
66,1,4:10.0,M. Delaney enters the game for D. Schröder,,15,23
67,1,4:10.0,T. Prince enters the game for K. Bazemore,,15,23
68,1,3:58.0,,N. Batum misses 3-pt jump shot from 24 ft,15,23
69,1,3:58.0,Defensive rebound by Team,,15,23
70,1,3:44.0,M. Muscala makes 3-pt jump shot from 24 ft (assist by M. Delaney),,18,23
71,1,3:27.0,,C. Zeller makes 2-pt jump shot from 5 ft (assist by N. Batum),18,25
72,1,3:10.0,T. Prince makes 2-pt jump shot from 8 ft (assist by M. Delaney),,20,25
73,1,2:55.0,,F. Kaminsky misses 2-pt jump shot from 6 ft,20,25
74,1,2:54.0,Defensive rebound by M. Muscala,,20,25
75,1,2:47.0,Turnover by M. Delaney (traveling),,20,25
76,1,2:47.0,,Charlotte full timeout,20,25
77,1,2:47.0,P. Millsap enters the game for D. Howard,,20,25
78,1,2:47.0,,R. Hibbert enters the game for C. Zeller,20,25
79,1,2:33.0,,N. Batum makes 2-pt jump shot from 7 ft,20,27
80,1,2:18.0,T. Hardaway misses 3-pt jump shot from 25 ft,,20,27
81,1,2:17.0,,Defensive rebound by N. Batum,20,27
82,1,2:03.0,,M. Belinelli misses 2-pt jump shot from 17 ft,20,27
83,1,2:02.0,Defensive rebound by T. Hardaway,,20,27
84,1,1:43.0,P. Millsap makes 2-pt layup from 1 ft (assist by T. Prince),,22,27
85,1,1:29.0,,F. Kaminsky misses 2-pt jump shot from 7 ft,22,27
86,1,1:28.0,Defensive rebound by M. Muscala,,22,27
87,1,1:22.0,M. Delaney makes 2-pt jump shot from 18 ft,,24,27
88,1,1:06.0,,K. Walker misses 3-pt jump shot from 25 ft,24,27
89,1,1:05.0,Defensive rebound by T. Prince,,24,27
90,1,1:01.0,Turnover by T. Prince (bad pass; steal by K. Walker),,24,27
91,1,0:43.0,,K. Walker misses 2-pt jump shot from 18 ft,24,27
92,1,0:41.0,Defensive rebound by M. Muscala,,24,27
93,1,0:32.0,M. Muscala makes 2-pt jump shot from 19 ft (assist by M. Delaney),,26,27
94,1,0:11.0,,N. Batum makes 2-pt jump shot from 21 ft (assist by F. Kaminsky),26,29
95,1,0:00.0,M. Delaney makes 2-pt jump shot from 20 ft,,28,29
96,2,11:40.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,28,29
97,2,11:39.0,,Offensive rebound by R. Hibbert,28,29
98,2,11:37.0,,Turnover by M. Kidd-Gilchrist (lost ball; steal by M. Delaney),28,29
99,2,11:24.0,T. Hardaway misses 2-pt jump shot from 18 ft,,28,29
100,2,11:24.0,Offensive rebound by Team,,28,29
101,2,11:24.0,,Loose ball foul by M. Kidd-Gilchrist (drawn by K. Humphries),28,29
102,2,11:19.0,M. Delaney misses 2-pt jump shot from 18 ft,,28,29
103,2,11:18.0,,Defensive rebound by M. Kidd-Gilchrist,28,29
104,2,11:06.0,,R. Sessions makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),28,32
105,2,10:54.0,Personal foul by R. Sessions (drawn by M. Delaney),,28,32
106,2,10:54.0,K. Korver enters the game for T. Hardaway,,28,32
107,2,10:39.0,K. Humphries misses 2-pt layup from 2 ft,,28,32
108,2,10:38.0,,Defensive rebound by R. Hibbert,28,32
109,2,10:31.0,,Shooting foul by M. Delaney (drawn by R. Sessions),28,32
110,2,10:31.0,,R. Sessions makes free throw 1 of 2,28,33
111,2,10:31.0,,R. Sessions misses free throw 2 of 2,28,33
112,2,10:30.0,Defensive rebound by K. Humphries,,28,33
113,2,10:15.0,P. Millsap makes 2-pt jump shot from 11 ft,,30,33
114,2,10:04.0,,Turnover by R. Sessions (traveling),30,33
115,2,9:58.0,Personal foul by R. Hibbert (drawn by T. Prince),,30,33
