,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DALLAS_ACTION,SAN ANTONIO_SCORE,DALLAS_SCORE
0,1,11:48.0,D. Dedmon misses 2-pt layup from 2 ft,,0,0
1,1,11:47.0,Offensive rebound by D. Bertāns,,0,0
2,1,11:47.0,D. Bertāns makes 2-pt layup from 2 ft,,2,0
3,1,11:28.0,,Shooting foul by K. Anderson (drawn by H. Barnes),2,0
4,1,11:28.0,,H. Barnes misses free throw 1 of 2,2,0
5,1,11:28.0,,Offensive rebound by Team,2,0
6,1,11:28.0,,H. Barnes makes free throw 2 of 2,2,1
7,1,11:16.0,D. Dedmon makes 2-pt dunk at rim (assist by D. Bertāns),,4,1
8,1,10:50.0,,Y. Ferrell makes 2-pt jump shot from 20 ft (assist by D. Nowitzki),4,3
9,1,10:33.0,P. Mills misses 3-pt jump shot from 23 ft,,4,3
10,1,10:32.0,,Defensive rebound by W. Matthews,4,3
11,1,10:21.0,,N. Noel makes 2-pt dunk at rim (assist by W. Matthews),4,5
12,1,10:05.0,J. Simmons misses 2-pt jump shot from 7 ft,,4,5
13,1,10:04.0,Offensive rebound by D. Dedmon,,4,5
14,1,10:03.0,D. Dedmon makes 2-pt layup at rim,,6,5
15,1,9:51.0,,N. Noel misses 2-pt dunk at rim,6,5
16,1,9:50.0,Defensive rebound by P. Mills,,6,5
17,1,9:44.0,D. Bertāns misses 3-pt jump shot from 25 ft,,6,5
18,1,9:43.0,,Defensive rebound by N. Noel,6,5
19,1,9:31.0,,Turnover by H. Barnes (lost ball; steal by K. Anderson),6,5
20,1,9:26.0,Shooting foul by Y. Ferrell (drawn by J. Simmons),,6,5
21,1,9:26.0,J. Simmons misses free throw 1 of 2,,6,5
22,1,9:26.0,Offensive rebound by Team,,6,5
23,1,9:26.0,J. Simmons makes free throw 2 of 2,,7,5
24,1,9:13.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,7,5
25,1,9:12.0,,Offensive rebound by N. Noel,7,5
26,1,9:12.0,,N. Noel makes 2-pt layup from 1 ft,7,7
27,1,9:03.0,P. Mills misses 2-pt jump shot from 21 ft,,7,7
28,1,9:01.0,Offensive rebound by D. Dedmon,,7,7
29,1,9:01.0,D. Dedmon misses 2-pt dunk at rim,,7,7
30,1,9:01.0,,Defensive rebound by Y. Ferrell,7,7
31,1,8:57.0,,Shooting block foul by P. Mills (drawn by Y. Ferrell),7,7
32,1,8:57.0,,Y. Ferrell makes free throw 1 of 2,7,8
33,1,8:57.0,,Y. Ferrell makes free throw 2 of 2,7,9
34,1,8:34.0,D. Dedmon misses 2-pt hook shot from 3 ft,,7,9
35,1,8:34.0,Offensive rebound by D. Dedmon,,7,9
36,1,8:33.0,D. Dedmon makes 2-pt jump shot from 3 ft,,9,9
37,1,8:15.0,,D. Nowitzki makes 2-pt jump shot from 15 ft,9,11
38,1,7:51.0,P. Mills misses 3-pt jump shot from 24 ft,,9,11
39,1,7:50.0,,Defensive rebound by W. Matthews,9,11
40,1,7:43.0,,W. Matthews makes 2-pt jump shot from 20 ft,9,13
41,1,7:42.0,San Antonio full timeout,,9,13
42,1,7:22.0,J. Simmons misses 3-pt jump shot from 25 ft,,9,13
43,1,7:21.0,Offensive rebound by K. Anderson,,9,13
44,1,7:21.0,Shooting foul by N. Noel (drawn by K. Anderson),,9,13
45,1,7:21.0,K. Anderson misses free throw 1 of 2,,9,13
46,1,7:21.0,Offensive rebound by Team,,9,13
47,1,7:21.0,K. Anderson misses free throw 2 of 2,,9,13
48,1,7:20.0,,Defensive rebound by D. Nowitzki,9,13
49,1,7:00.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by W. Matthews),9,16
50,1,6:49.0,D. Bertāns misses 3-pt jump shot from 23 ft,,9,16
51,1,6:48.0,,Defensive rebound by W. Matthews,9,16
52,1,6:35.0,,Y. Ferrell misses 3-pt jump shot from 24 ft,9,16
53,1,6:34.0,Defensive rebound by D. Dedmon,,9,16
54,1,6:24.0,K. Anderson misses 2-pt layup at rim,,9,16
55,1,6:23.0,,Defensive rebound by N. Noel,9,16
56,1,6:13.0,,H. Barnes misses 2-pt jump shot from 15 ft,9,16
57,1,6:12.0,Defensive rebound by D. Dedmon,,9,16
58,1,6:04.0,P. Mills makes 2-pt layup from 2 ft,,11,16
59,1,5:36.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,11,16
60,1,5:35.0,Defensive rebound by K. Anderson,,11,16
61,1,5:29.0,J. Simmons makes 2-pt dunk at rim (assist by P. Mills),,13,16
62,1,5:10.0,,Personal foul by K. Anderson (drawn by Y. Ferrell),13,16
63,1,5:10.0,D. Lee enters the game for D. Bertāns,,13,16
64,1,5:10.0,J. Anthony enters the game for D. Dedmon,,13,16
65,1,5:10.0,B. Forbes enters the game for P. Mills,,13,16
66,1,4:59.0,,D. Nowitzki makes 2-pt jump shot from 9 ft (assist by Y. Ferrell),13,18
67,1,4:38.0,D. Lee misses 2-pt jump shot from 9 ft,,13,18
68,1,4:37.0,,Defensive rebound by N. Noel,13,18
69,1,4:30.0,,W. Matthews misses 2-pt jump shot from 3 ft,13,18
70,1,4:29.0,Defensive rebound by J. Anthony,,13,18
71,1,4:09.0,K. Anderson misses 2-pt jump shot from 23 ft,,13,18
72,1,4:08.0,Offensive rebound by D. Lee,,13,18
73,1,3:49.0,D. Lee misses 2-pt jump shot from 6 ft (block by D. Nowitzki),,13,18
74,1,3:49.0,Offensive rebound by Team,,13,18
75,1,3:49.0,,Dallas full timeout,13,18
76,1,3:45.0,B. Forbes misses 3-pt jump shot from 26 ft,,13,18
77,1,3:44.0,,Defensive rebound by Team,13,18
78,1,3:31.0,,H. Barnes makes 2-pt jump shot from 19 ft (assist by W. Matthews),13,20
79,1,3:20.0,D. Lee misses 2-pt jump shot from 19 ft,,13,20
80,1,3:17.0,Offensive rebound by K. Anderson,,13,20
81,1,3:16.0,J. Simmons misses 3-pt jump shot from 22 ft,,13,20
82,1,3:13.0,,Defensive rebound by D. Nowitzki,13,20
83,1,3:05.0,,D. Nowitzki misses 3-pt jump shot from 29 ft,13,20
84,1,3:04.0,Defensive rebound by Team,,13,20
85,1,3:04.0,D. Bertāns enters the game for K. Anderson,,13,20
86,1,2:45.0,J. Simmons misses 2-pt layup from 1 ft,,13,20
87,1,2:44.0,Offensive rebound by D. Lee,,13,20
88,1,2:43.0,D. Lee misses 2-pt layup from 1 ft,,13,20
