,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PHOENIX_ACTION,WASHINGTON_SCORE,PHOENIX_SCORE
67,1,4:33.0,,A. Williams makes 2-pt jump shot from 8 ft (assist by D. Booker),22,16
68,1,4:28.0,Shooting foul by M. Chriss (drawn by J. Wall),,22,16
69,1,4:28.0,J. Wall misses free throw 1 of 2,,22,16
70,1,4:28.0,Offensive rebound by Team,,22,16
71,1,4:28.0,J. Wall misses free throw 2 of 2,,22,16
72,1,4:28.0,J. Smith enters the game for M. Morris,,22,16
73,1,4:28.0,,J. Dudley enters the game for M. Chriss,22,16
74,1,4:27.0,,Defensive rebound by A. Williams,22,16
75,1,4:18.0,,D. Booker misses 2-pt jump shot from 8 ft,22,16
76,1,4:15.0,Defensive rebound by I. Mahinmi,,22,16
77,1,4:04.0,Shooting foul by T. Warren (drawn by I. Mahinmi),,22,16
78,1,4:04.0,I. Mahinmi makes free throw 1 of 2,,23,16
79,1,4:04.0,I. Mahinmi makes free throw 2 of 2,,24,16
80,1,3:57.0,,Turnover by E. Bledsoe (lost ball),24,16
81,1,3:46.0,J. Wall misses 2-pt jump shot from 19 ft,,24,16
82,1,3:42.0,,Defensive rebound by D. Booker,24,16
83,1,3:38.0,,D. Booker misses 3-pt jump shot from 25 ft,24,16
84,1,3:35.0,Defensive rebound by O. Porter,,24,16
85,1,3:27.0,O. Porter misses 2-pt jump shot from 17 ft,,24,16
86,1,3:27.0,Offensive rebound by Team,,24,16
87,1,3:27.0,,Loose ball foul by D. Booker (drawn by B. Bogdanović),24,16
88,1,3:27.0,B. Bogdanović makes free throw 1 of 2,,25,16
89,1,3:27.0,,T. Ulis enters the game for E. Bledsoe,25,16
90,1,3:27.0,B. Jennings enters the game for J. Wall,,25,16
91,1,3:27.0,B. Bogdanović makes free throw 2 of 2,,26,16
92,1,3:09.0,,Turnover by D. Booker (lost ball; steal by I. Mahinmi),26,16
93,1,2:58.0,I. Mahinmi makes 2-pt jump shot from 8 ft (assist by B. Jennings),,28,16
94,1,2:48.0,,A. Williams makes 2-pt layup from 1 ft (assist by T. Ulis),28,18
95,1,2:42.0,Washington full timeout,,28,18
96,1,2:35.0,O. Porter makes 2-pt jump shot from 18 ft,,30,18
97,1,2:27.0,,Turnover by D. Booker (lost ball; steal by J. Smith),30,18
98,1,2:22.0,Shooting foul by J. Dudley (drawn by B. Bogdanović),,30,18
99,1,2:22.0,B. Bogdanović makes free throw 1 of 2,,31,18
100,1,2:22.0,K. Oubre enters the game for O. Porter,,31,18
101,1,2:22.0,B. Bogdanović makes free throw 2 of 2,,32,18
102,1,2:12.0,,J. Dudley misses 2-pt jump shot from 19 ft,32,18
103,1,2:10.0,,Offensive rebound by T. Warren,32,18
104,1,2:06.0,,T. Warren makes 2-pt jump shot from 14 ft,32,20
105,1,1:52.0,Shooting foul by A. Williams (drawn by J. Smith),,32,20
106,1,1:52.0,J. Smith makes free throw 1 of 2,,33,20
107,1,1:52.0,J. Smith makes free throw 2 of 2,,34,20
108,1,1:36.0,,T. Warren misses 2-pt jump shot from 14 ft,34,20
109,1,1:34.0,Defensive rebound by J. Smith,,34,20
110,1,1:24.0,K. Oubre misses 2-pt jump shot from 19 ft,,34,20
111,1,1:21.0,,Defensive rebound by T. Warren,34,20
112,1,1:17.0,,D. Booker makes 2-pt layup from 1 ft (assist by T. Warren),34,22
113,1,1:17.0,,Shooting foul by K. Oubre (drawn by D. Booker),34,22
114,1,1:17.0,,D. Booker misses free throw 1 of 1,34,22
115,1,1:16.0,,Offensive rebound by D. Booker,34,22
116,1,1:08.0,,A. Williams misses 2-pt jump shot from 7 ft,34,22
117,1,1:04.0,Defensive rebound by J. Smith,,34,22
118,1,0:48.0,B. Jennings misses 2-pt jump shot from 7 ft,,34,22
119,1,0:48.0,Offensive rebound by Team,,34,22
120,1,0:46.0,J. Smith misses 2-pt jump shot from 19 ft,,34,22
121,1,0:45.0,Offensive rebound by Team,,34,22
122,1,0:45.0,,Loose ball foul by T. Warren,34,22
123,1,0:45.0,B. Bogdanović makes free throw 1 of 2,,35,22
124,1,0:45.0,,L. Barbosa enters the game for T. Warren,35,22
125,1,0:45.0,B. Bogdanović makes free throw 2 of 2,,36,22
126,1,0:38.0,,A. Williams misses 2-pt layup at rim,36,22
127,1,0:35.0,,Offensive rebound by A. Williams,36,22
128,1,0:35.0,,A. Williams makes 2-pt layup from 2 ft,36,24
129,1,0:35.0,,Shooting block foul by I. Mahinmi (drawn by A. Williams),36,24
130,1,0:35.0,,A. Williams makes free throw 1 of 1,36,25
131,1,0:18.0,B. Jennings makes 2-pt jump shot from 22 ft,,38,25
132,1,0:01.0,,D. Booker misses 2-pt jump shot from 9 ft,38,25
133,1,0:00.0,Defensive rebound by I. Mahinmi,,38,25
134,2,11:41.0,I. Mahinmi misses 2-pt jump shot from 4 ft,,38,25
135,2,11:39.0,,Defensive rebound by A. Williams,38,25
136,2,11:31.0,,Turnover by T. Ulis (lost ball; steal by I. Mahinmi),38,25
137,2,11:26.0,B. Jennings misses 2-pt layup from 1 ft,,38,25
138,2,11:24.0,Offensive rebound by I. Mahinmi,,38,25
139,2,11:24.0,I. Mahinmi makes 2-pt layup at rim,,40,25
140,2,11:19.0,,D. Jones makes 2-pt dunk at rim (assist by T. Ulis),40,27
141,2,11:04.0,Def 3 sec tech foul by A. Williams,,40,27
142,2,11:04.0,B. Bogdanović makes technical free throw,,41,27
143,2,10:59.0,Turnover by B. Jennings (bad pass; steal by J. Dudley),,41,27
144,2,10:55.0,,D. Jones makes 2-pt dunk at rim (assist by J. Dudley),41,29
145,2,10:45.0,Offensive foul by J. Smith (drawn by T. Ulis),,41,29
146,2,10:45.0,Turnover by J. Smith (offensive foul),,41,29
147,2,10:45.0,,Technical foul by J. Dudley,41,29
148,2,10:45.0,Technical foul by B. Jennings,,41,29
149,2,10:45.0,,T. Warren enters the game for J. Dudley,41,29
150,2,10:45.0,J. Wall enters the game for B. Jennings,,41,29
151,2,10:37.0,,L. Barbosa misses 2-pt layup from 2 ft,41,29
152,2,10:35.0,Defensive rebound by J. Smith,,41,29
153,2,10:24.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by J. Wall),,44,29
154,2,10:03.0,,Personal foul by K. Oubre (drawn by A. Williams),44,29
155,2,9:57.0,,T. Ulis misses 2-pt jump shot from 11 ft,44,29
156,2,9:56.0,Defensive rebound by I. Mahinmi,,44,29
157,2,9:50.0,J. Wall makes 2-pt jump shot from 4 ft,,46,29
158,2,9:50.0,Shooting foul by D. Jones (drawn by J. Wall),,46,29
159,2,9:50.0,J. Wall misses free throw 1 of 1,,46,29
160,2,9:49.0,Offensive rebound by J. Smith,,46,29
161,2,9:46.0,Turnover by J. Smith (bad pass; steal by L. Barbosa),,46,29
162,2,9:40.0,,A. Williams makes 2-pt layup from 1 ft (assist by L. Barbosa),46,31
163,2,9:22.0,Shooting foul by D. Jones (drawn by K. Oubre),,46,31
164,2,9:22.0,K. Oubre makes free throw 1 of 2,,47,31
165,2,9:22.0,K. Oubre makes free throw 2 of 2,,48,31
166,2,9:08.0,,L. Barbosa makes 2-pt layup from 2 ft,48,33
167,2,8:55.0,I. Mahinmi makes 2-pt layup from 2 ft (assist by J. Wall),,50,33
168,2,8:40.0,,Shooting foul by I. Mahinmi (drawn by A. Williams),50,33
169,2,8:40.0,Official timeout,,50,33
170,2,8:40.0,,A. Williams misses free throw 1 of 2,50,33
171,2,8:40.0,,Offensive rebound by Team,50,33
172,2,8:40.0,,A. Len enters the game for T. Warren,50,33
173,2,8:40.0,,A. Williams makes free throw 2 of 2,50,34
174,2,8:27.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,50,34
175,2,8:26.0,,Defensive rebound by A. Len,50,34
176,2,8:12.0,,A. Williams misses 2-pt layup from 2 ft (block by I. Mahinmi),50,34
177,2,8:08.0,Defensive rebound by I. Mahinmi,,50,34
178,2,7:59.0,J. Smith makes 2-pt dunk at rim (assist by J. Wall),,52,34
179,2,7:39.0,,Turnover by L. Barbosa (bad pass; steal by I. Mahinmi),52,34
180,2,7:32.0,K. Oubre misses 2-pt layup from 1 ft (block by A. Len),,52,34
181,2,7:29.0,Offensive rebound by B. Bogdanović,,52,34
182,2,7:29.0,B. Bogdanović makes 2-pt layup from 1 ft,,54,34
183,2,7:26.0,,Personal foul by J. Smith (drawn by L. Barbosa),54,34
184,2,7:26.0,,D. Booker enters the game for D. Jones,54,34
185,2,7:26.0,M. Morris enters the game for I. Mahinmi,,54,34
186,2,7:26.0,B. Beal enters the game for K. Oubre,,54,34
187,2,7:21.0,,T. Ulis misses 2-pt jump shot from 19 ft (block by J. Wall),54,34
188,2,7:19.0,Defensive rebound by B. Beal,,54,34
189,2,7:15.0,Personal foul by A. Len (drawn by J. Wall),,54,34
190,2,7:15.0,,E. Bledsoe enters the game for T. Ulis,54,34
191,2,7:12.0,J. Smith makes 2-pt jump shot from 17 ft (assist by J. Wall),,56,34
192,2,6:57.0,,L. Barbosa misses 3-pt jump shot from 25 ft,56,34
193,2,6:57.0,,Offensive rebound by A. Williams,56,34
194,2,6:57.0,,Shooting foul by M. Morris (drawn by A. Williams),56,34
195,2,6:57.0,,A. Williams misses free throw 1 of 2,56,34
196,2,6:57.0,,Offensive rebound by Team,56,34
197,2,6:57.0,,M. Chriss enters the game for A. Len,56,34
198,2,6:57.0,,A. Williams makes free throw 2 of 2,56,35
199,2,6:47.0,Personal foul by M. Chriss (drawn by M. Morris),,56,35
200,2,6:39.0,J. Wall misses 2-pt jump shot from 21 ft,,56,35
201,2,6:35.0,,Defensive rebound by L. Barbosa,56,35
202,2,6:28.0,,E. Bledsoe makes 3-pt jump shot from 26 ft,56,38
203,2,5:59.0,J. Wall misses 2-pt jump shot from 18 ft,,56,38
204,2,5:59.0,Offensive rebound by Team,,56,38
205,2,5:59.0,,Phoenix full timeout,56,38
206,2,5:59.0,M. Gortat enters the game for B. Bogdanović,,56,38
207,2,5:59.0,O. Porter enters the game for J. Smith,,56,38
208,2,5:52.0,Turnover by B. Beal (bad pass; steal by M. Chriss),,56,38
209,2,5:49.0,,M. Chriss makes 2-pt dunk at rim (assist by D. Booker),56,40
210,2,5:21.0,J. Wall misses 3-pt jump shot from 26 ft,,56,40
211,2,5:17.0,,Defensive rebound by A. Williams,56,40
212,2,5:13.0,,E. Bledsoe makes 2-pt jump shot from 18 ft,56,42
213,2,4:49.0,M. Morris misses 2-pt layup from 2 ft,,56,42
214,2,4:46.0,,Defensive rebound by M. Chriss,56,42
215,2,4:35.0,,E. Bledsoe makes 3-pt jump shot from 25 ft,56,45
216,2,4:34.0,Washington full timeout,,56,45
217,2,4:14.0,J. Wall misses 2-pt jump shot from 16 ft,,56,45
218,2,4:14.0,,Defensive rebound by D. Booker,56,45
219,2,4:14.0,,Turnover by D. Booker (lost ball; steal by J. Wall),56,45
220,2,4:02.0,B. Beal misses 2-pt layup from 2 ft (block by L. Barbosa),,56,45
221,2,3:59.0,,Defensive rebound by E. Bledsoe,56,45
222,2,3:54.0,,M. Chriss makes 3-pt jump shot from 24 ft (assist by L. Barbosa),56,48
223,2,3:39.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),,58,48
224,2,3:34.0,,Personal foul by M. Morris (drawn by L. Barbosa),58,48
225,2,3:34.0,,L. Barbosa makes free throw 1 of 2,58,49
226,2,3:34.0,,L. Barbosa makes free throw 2 of 2,58,50
227,2,3:20.0,B. Beal makes 2-pt layup from 2 ft,,60,50
228,2,3:05.0,,L. Barbosa makes 3-pt jump shot from 26 ft (assist by D. Booker),60,53
229,2,2:45.0,O. Porter misses 2-pt jump shot from 19 ft,,60,53
230,2,2:43.0,,Defensive rebound by E. Bledsoe,60,53
231,2,2:40.0,,E. Bledsoe makes 2-pt layup from 1 ft,60,55
232,2,2:40.0,,Shooting block foul by M. Gortat (drawn by E. Bledsoe),60,55
233,2,2:40.0,Washington full timeout,,60,55
234,2,2:40.0,J. Smith enters the game for M. Gortat,,60,55
235,2,2:40.0,,E. Bledsoe makes free throw 1 of 1,60,56
236,2,2:22.0,J. Smith makes 2-pt jump shot from 18 ft,,62,56
237,2,2:10.0,,E. Bledsoe makes 2-pt layup from 3 ft,62,58
238,2,2:05.0,Turnover by J. Wall (bad pass),,62,58
239,2,1:54.0,,L. Barbosa misses 3-pt jump shot from 25 ft,62,58
240,2,1:54.0,,Offensive rebound by Team,62,58
241,2,1:54.0,Loose ball foul by M. Morris (drawn by M. Chriss),,62,58
242,2,1:54.0,,M. Chriss misses free throw 1 of 2,62,58
243,2,1:54.0,,Offensive rebound by Team,62,58
244,2,1:54.0,B. Bogdanović enters the game for M. Morris,,62,58
245,2,1:54.0,,M. Chriss makes free throw 2 of 2,62,59
246,2,1:42.0,O. Porter misses 3-pt jump shot from 25 ft,,62,59
247,2,1:41.0,,Defensive rebound by E. Bledsoe,62,59
248,2,1:37.0,,Personal foul by J. Smith (drawn by A. Williams),62,59
249,2,1:37.0,,A. Williams makes free throw 1 of 2,62,60
250,2,1:37.0,I. Mahinmi enters the game for J. Smith,,62,60
251,2,1:37.0,,A. Williams makes free throw 2 of 2,62,61
252,2,1:24.0,J. Wall misses 2-pt layup from 1 ft,,62,61
253,2,1:22.0,Offensive rebound by O. Porter,,62,61
254,2,1:18.0,Shooting foul by A. Williams (drawn by B. Beal),,62,61
255,2,1:18.0,B. Beal misses free throw 1 of 2,,62,61
256,2,1:18.0,Offensive rebound by Team,,62,61
257,2,1:18.0,,T. Warren enters the game for A. Williams,62,61
258,2,1:18.0,B. Beal makes free throw 2 of 2,,63,61
259,2,1:00.0,,Turnover by D. Booker (bad pass; steal by I. Mahinmi),63,61
260,2,0:56.0,B. Bogdanović misses 2-pt layup from 2 ft,,63,61
261,2,0:53.0,Offensive rebound by I. Mahinmi,,63,61
262,2,0:53.0,I. Mahinmi makes 2-pt dunk at rim,,65,61
263,2,0:41.0,,Turnover by D. Booker (lost ball; steal by B. Beal),65,61
264,2,0:38.0,Turnover by B. Beal (bad pass),,65,61
265,2,0:37.0,,T. Ulis enters the game for E. Bledsoe,65,61
266,2,0:24.0,,L. Barbosa misses 3-pt jump shot from 26 ft,65,61
267,2,0:21.0,Defensive rebound by I. Mahinmi,,65,61
268,2,0:01.0,J. Wall makes 2-pt layup from 1 ft,,67,61
269,2,0:01.0,Shooting block foul by M. Chriss (drawn by J. Wall),,67,61
270,2,0:01.0,,Technical foul by M. Chriss,67,61
271,2,0:01.0,B. Beal makes technical free throw,,68,61
272,2,0:01.0,,Phoenix full timeout,68,61
273,2,0:01.0,J. Wall misses free throw 1 of 1,,68,61
274,2,0:01.0,,A. Williams enters the game for T. Warren,68,61
275,2,0:00.0,,Defensive rebound by A. Williams,68,61
276,3,11:46.0,B. Beal misses 2-pt jump shot from 21 ft,,68,61
277,3,11:45.0,,Defensive rebound by A. Len,68,61
278,3,11:23.0,,A. Len misses 2-pt jump shot from 9 ft,68,61
279,3,11:21.0,Defensive rebound by Team,,68,61
280,3,11:05.0,M. Morris misses 2-pt hook shot from 9 ft,,68,61
281,3,11:01.0,,Defensive rebound by A. Len,68,61
282,3,10:56.0,,E. Bledsoe makes 3-pt jump shot from 26 ft (assist by D. Booker),68,64
283,3,10:45.0,B. Beal misses 3-pt jump shot from 24 ft,,68,64
284,3,10:43.0,,Defensive rebound by T. Warren,68,64
285,3,10:39.0,,Shooting block foul by J. Wall (drawn by E. Bledsoe),68,64
286,3,10:39.0,,E. Bledsoe makes free throw 1 of 3,68,65
287,3,10:39.0,,E. Bledsoe makes free throw 2 of 3,68,66
288,3,10:39.0,,E. Bledsoe makes free throw 3 of 3,68,67
289,3,10:26.0,M. Gortat misses 2-pt hook shot from 6 ft,,68,67
290,3,10:22.0,,Defensive rebound by A. Len,68,67
291,3,10:07.0,,T. Warren makes 2-pt jump shot from 7 ft,68,69
292,3,9:50.0,Shooting foul by T. Warren (drawn by M. Morris),,68,69
293,3,9:50.0,M. Morris makes free throw 1 of 2,,69,69
294,3,9:50.0,M. Morris makes free throw 2 of 2,,70,69
295,3,9:39.0,,T. Warren makes 2-pt jump shot from 17 ft (assist by E. Bledsoe),70,71
296,3,9:26.0,M. Morris misses 2-pt layup from 1 ft (block by A. Len),,70,71
297,3,9:23.0,,Defensive rebound by T. Warren,70,71
298,3,9:20.0,,T. Warren makes 2-pt layup from 1 ft,70,73
299,3,9:06.0,B. Beal misses 2-pt layup from 2 ft (block by A. Len),,70,73
300,3,9:04.0,,Defensive rebound by D. Jones,70,73
301,3,9:00.0,,E. Bledsoe makes 3-pt jump shot from 27 ft (assist by T. Warren),70,76
302,3,8:58.0,Washington full timeout,,70,76
303,3,8:38.0,J. Wall misses 2-pt jump shot from 20 ft,,70,76
304,3,8:34.0,,Defensive rebound by T. Warren,70,76
305,3,8:21.0,,D. Booker misses 2-pt jump shot from 5 ft,70,76
306,3,8:20.0,Defensive rebound by B. Beal,,70,76
307,3,8:17.0,B. Beal misses 2-pt layup from 3 ft (block by D. Jones),,70,76
308,3,8:12.0,,Defensive rebound by A. Len,70,76
309,3,8:08.0,,A. Len makes 2-pt dunk at rim (assist by E. Bledsoe),70,78
310,3,7:56.0,Personal foul by D. Booker (drawn by O. Porter),,70,78
311,3,7:48.0,M. Gortat misses 2-pt layup from 2 ft (block by A. Len),,70,78
312,3,7:45.0,,Defensive rebound by D. Jones,70,78
313,3,7:39.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,70,78
314,3,7:36.0,Defensive rebound by M. Morris,,70,78
315,3,7:33.0,B. Beal misses 2-pt layup from 3 ft (block by D. Jones),,70,78
316,3,7:30.0,,Defensive rebound by T. Warren,70,78
317,3,7:23.0,,T. Warren makes 3-pt jump shot from 23 ft (assist by D. Booker),70,81
318,3,7:22.0,Washington full timeout,,70,81
319,3,7:22.0,J. Smith enters the game for M. Morris,,70,81
320,3,7:22.0,I. Mahinmi enters the game for M. Gortat,,70,81
321,3,7:11.0,Personal foul by D. Jones (drawn by J. Wall),,70,81
322,3,6:57.0,Shooting foul by D. Jones (drawn by B. Beal),,70,81
323,3,6:57.0,B. Beal misses free throw 1 of 3,,70,81
324,3,6:57.0,Offensive rebound by Team,,70,81
325,3,6:57.0,B. Beal makes free throw 2 of 3,,71,81
326,3,6:57.0,B. Beal makes free throw 3 of 3,,72,81
327,3,6:44.0,,Turnover by E. Bledsoe (bad pass; steal by I. Mahinmi),72,81
328,3,6:25.0,Shooting foul by A. Len (drawn by J. Smith),,72,81
329,3,6:25.0,J. Smith makes free throw 1 of 2,,73,81
330,3,6:25.0,J. Smith misses free throw 2 of 2,,73,81
331,3,6:23.0,,Defensive rebound by T. Warren,73,81
332,3,5:59.0,,D. Booker misses 3-pt jump shot from 26 ft,73,81
333,3,5:57.0,Defensive rebound by O. Porter,,73,81
334,3,5:43.0,J. Smith makes 2-pt jump shot from 17 ft (assist by J. Wall),,75,81
335,3,5:29.0,,T. Warren misses 2-pt jump shot from 18 ft,75,81
336,3,5:26.0,Defensive rebound by O. Porter,,75,81
337,3,5:23.0,J. Wall makes 2-pt layup from 1 ft,,77,81
338,3,5:22.0,,Phoenix full timeout,77,81
339,3,5:22.0,,A. Williams enters the game for A. Len,77,81
340,3,4:57.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,77,81
341,3,4:55.0,Defensive rebound by O. Porter,,77,81
342,3,4:49.0,B. Beal misses 3-pt jump shot from 23 ft,,77,81
343,3,4:47.0,Offensive rebound by B. Beal,,77,81
344,3,4:42.0,O. Porter misses 2-pt jump shot from 12 ft,,77,81
345,3,4:40.0,,Defensive rebound by A. Williams,77,81
346,3,4:37.0,,Turnover by E. Bledsoe (bad pass; steal by J. Wall),77,81
347,3,4:34.0,J. Wall misses 3-pt jump shot from 26 ft,,77,81
348,3,4:32.0,Offensive rebound by J. Wall,,77,81
349,3,4:29.0,J. Wall makes 2-pt layup from 2 ft,,79,81
350,3,4:11.0,,Turnover by E. Bledsoe (lost ball; steal by I. Mahinmi),79,81
351,3,4:11.0,,Loose ball foul by E. Bledsoe (drawn by I. Mahinmi),79,81
352,3,4:11.0,I. Mahinmi misses free throw 1 of 2,,79,81
353,3,4:11.0,Offensive rebound by Team,,79,81
354,3,4:11.0,I. Mahinmi misses free throw 2 of 2,,79,81
355,3,4:11.0,,L. Barbosa enters the game for D. Jones,79,81
356,3,4:11.0,,T. Ulis enters the game for E. Bledsoe,79,81
357,3,4:11.0,B. Bogdanović enters the game for O. Porter,,79,81
358,3,4:08.0,,Defensive rebound by A. Williams,79,81
359,3,4:00.0,,T. Ulis misses 3-pt jump shot from 26 ft,79,81
360,3,3:55.0,Defensive rebound by B. Bogdanović,,79,81
361,3,3:52.0,J. Wall makes 2-pt layup at rim,,81,81
362,3,3:52.0,Shooting foul by T. Warren (drawn by J. Wall),,81,81
363,3,3:52.0,,M. Chriss enters the game for T. Warren,81,81
364,3,3:52.0,T. Satoranský enters the game for B. Beal,,81,81
365,3,3:52.0,J. Wall makes free throw 1 of 1,,82,81
366,3,3:37.0,,Shooting foul by T. Satoranský (drawn by D. Booker),82,81
367,3,3:37.0,,D. Booker makes free throw 1 of 2,82,82
368,3,3:37.0,,D. Booker makes free throw 2 of 2,82,83
369,3,3:24.0,J. Wall makes 2-pt jump shot from 17 ft,,84,83
370,3,3:14.0,,D. Booker makes 2-pt jump shot from 11 ft (assist by T. Ulis),84,85
371,3,2:56.0,Shooting foul by A. Williams (drawn by I. Mahinmi),,84,85
372,3,2:56.0,I. Mahinmi makes free throw 1 of 2,,85,85
373,3,2:56.0,I. Mahinmi makes free throw 2 of 2,,86,85
374,3,2:46.0,,D. Booker misses 2-pt jump shot from 14 ft,86,85
375,3,2:43.0,Defensive rebound by J. Wall,,86,85
376,3,2:34.0,J. Wall misses 3-pt jump shot from 24 ft,,86,85
377,3,2:32.0,,Defensive rebound by L. Barbosa,86,85
378,3,2:22.0,,A. Williams misses 2-pt jump shot from 11 ft,86,85
379,3,2:20.0,Defensive rebound by B. Bogdanović,,86,85
380,3,2:08.0,J. Smith makes 3-pt jump shot from 23 ft (assist by J. Wall),,89,85
381,3,1:42.0,,Turnover by L. Barbosa (bad pass),89,85
382,3,1:41.0,T. Burke enters the game for J. Wall,,89,85
383,3,1:22.0,B. Bogdanović makes 3-pt jump shot from 25 ft,,92,85
384,3,1:00.0,,M. Chriss misses 2-pt layup from 1 ft,92,85
385,3,0:56.0,Defensive rebound by T. Satoranský,,92,85
386,3,0:52.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,92,85
387,3,0:49.0,Offensive rebound by B. Bogdanović,,92,85
388,3,0:49.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,92,85
389,3,0:47.0,,Defensive rebound by D. Booker,92,85
390,3,0:43.0,,Shooting block foul by T. Satoranský (drawn by D. Booker),92,85
