,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MILWAUKEE_ACTION,CHARLOTTE_SCORE,MILWAUKEE_SCORE
47,1,5:33.0,,Turnover by K. Middleton (bad pass; steal by N. Batum),8,15
48,1,5:30.0,Turnover by N. Batum (bad pass; steal by T. Snell),,8,15
49,1,5:25.0,,Turnover by T. Snell (bad pass; steal by N. Batum),8,15
50,1,5:21.0,M. Williams makes 3-pt jump shot from 24 ft (assist by N. Batum),,11,15
51,1,4:54.0,,M. Dellavedova makes 2-pt jump shot from 6 ft (assist by G. Antetokounmpo),11,17
52,1,4:38.0,N. Batum misses 2-pt jump shot from 18 ft,,11,17
53,1,4:37.0,Offensive rebound by M. Kidd-Gilchrist,,11,17
54,1,4:25.0,B. Roberts makes 2-pt jump shot from 15 ft,,13,17
55,1,4:12.0,,T. Snell misses 3-pt jump shot from 25 ft,13,17
56,1,4:11.0,Defensive rebound by C. Zeller,,13,17
57,1,4:05.0,Turnover by B. Roberts (lost ball),,13,17
58,1,4:05.0,F. Kaminsky enters the game for M. Williams,,13,17
59,1,4:05.0,M. Plumlee enters the game for C. Zeller,,13,17
60,1,4:05.0,B. Weber enters the game for B. Roberts,,13,17
61,1,3:51.0,,G. Monroe misses 2-pt jump shot from 3 ft,13,17
62,1,3:49.0,Defensive rebound by F. Kaminsky,,13,17
63,1,3:27.0,B. Weber makes 2-pt jump shot from 9 ft,,15,17
64,1,3:06.0,,M. Dellavedova misses 3-pt jump shot from 23 ft,15,17
65,1,3:05.0,Defensive rebound by M. Plumlee,,15,17
66,1,3:03.0,Personal foul by M. Dellavedova (drawn by B. Weber),,15,17
67,1,2:53.0,M. Kidd-Gilchrist makes 2-pt jump shot from 8 ft (assist by B. Weber),,17,17
68,1,2:53.0,,Milwaukee full timeout,17,17
69,1,2:53.0,,M. Beasley enters the game for K. Middleton,17,17
70,1,2:53.0,J. Lamb enters the game for N. Batum,,17,17
71,1,2:27.0,,M. Beasley misses 2-pt jump shot from 12 ft,17,17
72,1,2:26.0,Defensive rebound by M. Kidd-Gilchrist,,17,17
73,1,2:12.0,F. Kaminsky misses 2-pt jump shot from 17 ft,,17,17
74,1,2:11.0,Offensive rebound by Team,,17,17
75,1,2:07.0,J. Lamb makes 2-pt jump shot from 12 ft (assist by M. Kidd-Gilchrist),,19,17
76,1,1:56.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,19,17
77,1,1:54.0,Defensive rebound by F. Kaminsky,,19,17
78,1,1:46.0,Personal foul by G. Monroe (drawn by J. Lamb),,19,17
79,1,1:33.0,M. Plumlee makes 2-pt dunk at rim (assist by B. Weber),,21,17
80,1,1:16.0,,M. Beasley misses 2-pt jump shot from 15 ft,21,17
81,1,1:15.0,Defensive rebound by M. Kidd-Gilchrist,,21,17
82,1,1:05.0,F. Kaminsky misses 3-pt jump shot from 27 ft,,21,17
83,1,1:04.0,,Defensive rebound by M. Beasley,21,17
84,1,0:56.0,,G. Monroe misses 2-pt layup from 1 ft,21,17
85,1,0:54.0,,Offensive rebound by G. Monroe,21,17
86,1,0:51.0,,Shooting foul by M. Kidd-Gilchrist (drawn by G. Monroe),21,17
87,1,0:51.0,,G. Monroe misses free throw 1 of 2,21,17
88,1,0:51.0,,Offensive rebound by Team,21,17
89,1,0:51.0,,J. Terry enters the game for T. Snell,21,17
90,1,0:51.0,,G. Monroe makes free throw 2 of 2,21,18
91,1,0:38.0,J. Lamb makes 2-pt layup at rim,,23,18
92,1,0:23.0,,G. Monroe misses 2-pt layup from 1 ft (block by F. Kaminsky),23,18
93,1,0:20.0,Defensive rebound by B. Weber,,23,18
94,1,0:06.0,Personal block foul by M. Beasley (drawn by B. Weber),,23,18
95,1,0:06.0,B. Weber makes free throw 1 of 2,,24,18
96,1,0:06.0,B. Weber misses free throw 2 of 2,,24,18
97,1,0:05.0,Offensive rebound by B. Weber,,24,18
98,1,0:00.0,B. Weber misses 2-pt jump shot from 18 ft,,24,18
99,1,0:00.0,,Defensive rebound by G. Monroe,24,18
100,2,11:49.0,Personal foul by M. Teletović (drawn by M. Plumlee),,24,18
101,2,11:43.0,J. Lamb misses 3-pt jump shot from 26 ft,,24,18
102,2,11:42.0,,Defensive rebound by M. Teletović,24,18
103,2,11:26.0,,M. Beasley misses 2-pt jump shot from 16 ft,24,18
104,2,11:25.0,Defensive rebound by J. Lamb,,24,18
105,2,11:16.0,T. Graham makes 3-pt jump shot from 28 ft (assist by F. Kaminsky),,27,18
106,2,11:00.0,,Turnover by M. Teletović (bad pass; steal by M. Plumlee),27,18
107,2,10:42.0,F. Kaminsky misses 3-pt jump shot from 30 ft,,27,18
108,2,10:40.0,Offensive rebound by M. Plumlee,,27,18
109,2,10:25.0,T. Graham misses 2-pt jump shot from 17 ft,,27,18
110,2,10:23.0,Offensive rebound by J. Lamb,,27,18
111,2,10:23.0,J. Lamb misses 2-pt layup from 2 ft,,27,18
112,2,10:21.0,Offensive rebound by J. Lamb,,27,18
113,2,10:21.0,J. Lamb makes 2-pt layup from 1 ft,,29,18
114,2,10:03.0,,G. Monroe makes 2-pt layup from 3 ft,29,20
115,2,9:39.0,F. Kaminsky misses 2-pt jump shot from 17 ft,,29,20
116,2,9:38.0,Offensive rebound by M. Plumlee,,29,20
117,2,9:20.0,J. Lamb misses 2-pt jump shot from 5 ft,,29,20
118,2,9:19.0,,Defensive rebound by G. Monroe,29,20
119,2,9:13.0,,M. Beasley misses 2-pt jump shot from 8 ft,29,20
120,2,9:10.0,,Offensive rebound by M. Beasley,29,20
121,2,9:10.0,,M. Beasley misses 2-pt layup from 1 ft,29,20
122,2,9:09.0,,Offensive rebound by G. Monroe,29,20
123,2,9:09.0,,G. Monroe makes 2-pt layup at rim,29,22
124,2,8:49.0,T. Graham makes 2-pt layup from 1 ft,,31,22
125,2,8:49.0,Shooting foul by G. Monroe (drawn by T. Graham),,31,22
126,2,8:49.0,Official timeout,,31,22
127,2,8:49.0,,J. Henson enters the game for G. Monroe,31,22
128,2,8:49.0,,K. Middleton enters the game for M. Beasley,31,22
129,2,8:49.0,T. Graham makes free throw 1 of 1,,32,22
130,2,8:33.0,,M. Teletović misses 3-pt jump shot from 24 ft,32,22
131,2,8:32.0,Defensive rebound by B. Weber,,32,22
132,2,8:10.0,M. Plumlee misses 2-pt hook shot from 6 ft,,32,22
133,2,8:09.0,,Defensive rebound by J. Henson,32,22
134,2,7:59.0,,J. Terry makes 3-pt jump shot from 26 ft (assist by K. Middleton),32,25
135,2,7:43.0,Shooting foul by J. Henson (drawn by T. Graham),,32,25
136,2,7:43.0,T. Graham misses free throw 1 of 2,,32,25
137,2,7:43.0,Offensive rebound by Team,,32,25
138,2,7:43.0,T. Graham makes free throw 2 of 2,,33,25
139,2,7:35.0,,Personal foul by B. Weber (drawn by M. Dellavedova),33,25
140,2,7:30.0,,Turnover by J. Henson (bad pass; steal by T. Graham),33,25
141,2,7:19.0,J. Lamb makes 2-pt layup at rim (assist by F. Kaminsky),,35,25
142,2,7:03.0,,Turnover by K. Middleton (bad pass; steal by J. Lamb),35,25
143,2,6:55.0,F. Kaminsky misses 2-pt layup from 2 ft,,35,25
144,2,6:55.0,,Defensive rebound by Team,35,25
145,2,6:55.0,Loose ball foul by M. Plumlee (drawn by J. Henson),,35,25
146,2,6:55.0,,G. Antetokounmpo enters the game for M. Dellavedova,35,25
147,2,6:55.0,,M. Brogdon enters the game for M. Teletović,35,25
148,2,6:55.0,M. Williams enters the game for F. Kaminsky,,35,25
149,2,6:30.0,,J. Terry makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),35,28
150,2,6:10.0,Turnover by J. Lamb (bad pass; steal by J. Terry),,35,28
151,2,5:53.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by M. Brogdon),35,31
152,2,5:46.0,Charlotte full timeout,,35,31
153,2,5:46.0,C. Zeller enters the game for M. Plumlee,,35,31
154,2,5:46.0,N. Batum enters the game for B. Weber,,35,31
155,2,5:46.0,B. Roberts enters the game for J. Lamb,,35,31
156,2,5:38.0,B. Roberts makes 3-pt jump shot from 29 ft (assist by N. Batum),,38,31
157,2,5:16.0,,K. Middleton misses 2-pt jump shot from 10 ft,38,31
158,2,5:15.0,Defensive rebound by M. Williams,,38,31
159,2,4:56.0,C. Zeller misses 2-pt jump shot from 18 ft,,38,31
160,2,4:55.0,,Defensive rebound by K. Middleton,38,31
161,2,4:46.0,,J. Henson makes 2-pt dunk at rim (assist by G. Antetokounmpo),38,33
162,2,4:22.0,M. Williams misses 3-pt jump shot from 25 ft,,38,33
163,2,4:21.0,,Defensive rebound by G. Antetokounmpo,38,33
164,2,4:18.0,,Turnover by G. Antetokounmpo (lost ball; steal by T. Graham),38,33
165,2,4:07.0,B. Roberts misses 2-pt jump shot from 11 ft (block by J. Henson),,38,33
166,2,4:04.0,,Defensive rebound by J. Terry,38,33
167,2,3:53.0,,J. Terry makes 3-pt jump shot from 24 ft (assist by K. Middleton),38,36
168,2,3:33.0,N. Batum makes 2-pt jump shot from 23 ft (assist by C. Zeller),,40,36
169,2,3:18.0,,Personal foul by C. Zeller (drawn by J. Henson),40,36
170,2,3:18.0,M. Kidd-Gilchrist enters the game for T. Graham,,40,36
171,2,3:18.0,,T. Snell enters the game for J. Terry,40,36
172,2,3:11.0,,K. Middleton misses 3-pt jump shot from 25 ft,40,36
173,2,3:10.0,Defensive rebound by N. Batum,,40,36
174,2,2:48.0,M. Kidd-Gilchrist makes 2-pt hook shot at rim,,42,36
175,2,2:37.0,,G. Antetokounmpo makes 2-pt jump shot from 19 ft,42,38
176,2,2:17.0,B. Roberts misses 2-pt jump shot from 14 ft,,42,38
177,2,2:16.0,,Defensive rebound by M. Brogdon,42,38
178,2,2:05.0,,G. Antetokounmpo makes 2-pt jump shot from 16 ft,42,40
179,2,1:49.0,Shooting foul by J. Henson (drawn by N. Batum),,42,40
180,2,1:49.0,,Milwaukee full timeout,42,40
181,2,1:49.0,N. Batum misses free throw 1 of 2,,42,40
182,2,1:49.0,Offensive rebound by Team,,42,40
183,2,1:49.0,N. Batum misses free throw 2 of 2,,42,40
184,2,1:48.0,,Defensive rebound by G. Antetokounmpo,42,40
185,2,1:29.0,,J. Henson misses 2-pt hook shot from 5 ft,42,40
186,2,1:28.0,Defensive rebound by C. Zeller,,42,40
187,2,1:19.0,N. Batum makes 2-pt jump shot from 16 ft,,44,40
188,2,1:04.0,,G. Antetokounmpo misses 2-pt hook shot from 5 ft,44,40
189,2,1:03.0,Defensive rebound by M. Kidd-Gilchrist,,44,40
190,2,0:58.0,M. Kidd-Gilchrist makes 2-pt layup at rim,,46,40
191,2,0:44.0,,Def 3 sec tech foul by C. Zeller,46,40
192,2,0:44.0,,K. Middleton makes technical free throw,46,41
193,2,0:31.0,,K. Middleton makes 2-pt jump shot from 8 ft (assist by G. Antetokounmpo),46,43
194,2,0:18.0,Turnover by N. Batum (traveling),,46,43
195,2,0:00.0,,K. Middleton misses 2-pt jump shot from 19 ft,46,43
196,2,0:00.0,Defensive rebound by B. Roberts,,46,43
197,3,11:39.0,Turnover by B. Roberts (bad pass; steal by T. Snell),,46,43
198,3,11:33.0,,T. Snell makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),46,45
199,3,11:13.0,C. Zeller makes 2-pt jump shot from 5 ft (assist by N. Batum),,48,45
200,3,10:50.0,,M. Brogdon makes 2-pt layup from 1 ft,48,47
201,3,10:27.0,N. Batum misses 2-pt jump shot from 10 ft,,48,47
202,3,10:25.0,,Defensive rebound by T. Maker,48,47
203,3,10:05.0,,K. Middleton makes 3-pt jump shot from 24 ft (assist by M. Brogdon),48,50
204,3,9:39.0,M. Kidd-Gilchrist makes 2-pt jump shot from 11 ft,,50,50
205,3,9:22.0,,Turnover by M. Brogdon (lost ball; steal by N. Batum),50,50
206,3,9:17.0,C. Zeller makes 2-pt layup from 1 ft (assist by N. Batum),,52,50
207,3,8:54.0,,K. Middleton misses 2-pt jump shot from 16 ft,52,50
208,3,8:53.0,Defensive rebound by N. Batum,,52,50
209,3,8:40.0,M. Williams misses 2-pt jump shot from 15 ft,,52,50
210,3,8:38.0,,Defensive rebound by M. Brogdon,52,50
211,3,8:31.0,,M. Brogdon misses 2-pt layup from 2 ft (block by M. Williams),52,50
212,3,8:31.0,,Offensive rebound by Team,52,50
213,3,8:20.0,,T. Maker misses 2-pt hook shot from 6 ft,52,50
214,3,8:19.0,,Offensive rebound by T. Maker,52,50
215,3,8:12.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by K. Middleton),52,53
216,3,7:47.0,B. Roberts misses 3-pt jump shot from 26 ft,,52,53
217,3,7:46.0,,Defensive rebound by G. Antetokounmpo,52,53
218,3,7:31.0,,M. Brogdon misses 3-pt jump shot from 29 ft,52,53
219,3,7:30.0,Defensive rebound by C. Zeller,,52,53
220,3,7:09.0,B. Roberts misses 2-pt jump shot from 16 ft,,52,53
221,3,7:08.0,,Defensive rebound by T. Maker,52,53
222,3,6:53.0,,T. Snell misses 2-pt jump shot from 4 ft,52,53
223,3,6:52.0,Defensive rebound by C. Zeller,,52,53
224,3,6:44.0,M. Kidd-Gilchrist makes 2-pt layup at rim (assist by M. Williams),,54,53
225,3,6:30.0,,T. Snell misses 2-pt jump shot from 18 ft,54,53
226,3,6:29.0,,Offensive rebound by M. Brogdon,54,53
227,3,6:28.0,Loose ball foul by C. Zeller (drawn by M. Brogdon),,54,53
228,3,6:20.0,,Turnover by M. Brogdon (lost ball),54,53
229,3,6:04.0,M. Kidd-Gilchrist misses 2-pt hook shot from 4 ft,,54,53
230,3,6:02.0,Offensive rebound by Team,,54,53
231,3,5:52.0,N. Batum misses 2-pt jump shot from 18 ft,,54,53
232,3,5:50.0,,Defensive rebound by G. Antetokounmpo,54,53
233,3,5:34.0,,Turnover by G. Antetokounmpo (bad pass),54,53
234,3,5:34.0,,Milwaukee full timeout,54,53
235,3,5:34.0,F. Kaminsky enters the game for M. Williams,,54,53
236,3,5:34.0,,G. Monroe enters the game for G. Antetokounmpo,54,53
237,3,5:34.0,,M. Teletović enters the game for T. Maker,54,53
238,3,5:15.0,N. Batum makes 3-pt jump shot from 27 ft (assist by M. Kidd-Gilchrist),,57,53
239,3,4:52.0,,G. Monroe misses 2-pt hook shot from 10 ft,57,53
240,3,4:50.0,Defensive rebound by N. Batum,,57,53
241,3,4:43.0,F. Kaminsky misses 3-pt jump shot from 28 ft,,57,53
242,3,4:41.0,,Defensive rebound by G. Monroe,57,53
243,3,4:19.0,,T. Snell makes 2-pt layup at rim (assist by M. Brogdon),57,55
244,3,3:57.0,N. Batum misses 2-pt jump shot from 16 ft,,57,55
245,3,3:55.0,,Defensive rebound by K. Middleton,57,55
246,3,3:46.0,,G. Monroe misses 2-pt layup at rim (block by N. Batum),57,55
247,3,3:43.0,Defensive rebound by N. Batum,,57,55
248,3,3:41.0,F. Kaminsky makes 2-pt layup at rim (assist by N. Batum),,59,55
249,3,3:41.0,Shooting foul by K. Middleton (drawn by F. Kaminsky),,59,55
250,3,3:41.0,M. Plumlee enters the game for C. Zeller,,59,55
251,3,3:41.0,B. Weber enters the game for B. Roberts,,59,55
252,3,3:41.0,,M. Dellavedova enters the game for M. Brogdon,59,55
253,3,3:41.0,F. Kaminsky makes free throw 1 of 1,,60,55
254,3,3:24.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by G. Monroe),60,58
255,3,3:05.0,N. Batum makes 2-pt jump shot from 12 ft,,62,58
256,3,2:44.0,,M. Teletović misses 3-pt jump shot from 27 ft,62,58
257,3,2:44.0,,Offensive rebound by Team,62,58
258,3,2:44.0,Loose ball foul by M. Plumlee (drawn by G. Monroe),,62,58
259,3,2:44.0,Charlotte full timeout,,62,58
260,3,2:44.0,J. Lamb enters the game for N. Batum,,62,58
261,3,2:36.0,,M. Dellavedova misses 2-pt jump shot from 19 ft,62,58
262,3,2:35.0,Defensive rebound by J. Lamb,,62,58
263,3,2:22.0,M. Plumlee makes 2-pt dunk at rim (assist by F. Kaminsky),,64,58
264,3,2:01.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by G. Monroe),64,61
265,3,1:36.0,B. Weber misses 3-pt jump shot from 29 ft,,64,61
266,3,1:35.0,,Defensive rebound by G. Monroe,64,61
267,3,1:26.0,,M. Teletović misses 3-pt jump shot from 25 ft,64,61
268,3,1:25.0,,Offensive rebound by K. Middleton,64,61
269,3,1:14.0,,M. Teletović misses 2-pt layup from 3 ft,64,61
270,3,1:13.0,Defensive rebound by M. Plumlee,,64,61
271,3,0:52.0,J. Lamb misses 3-pt jump shot from 27 ft,,64,61
272,3,0:51.0,,Defensive rebound by G. Monroe,64,61
273,3,0:35.0,,Turnover by K. Middleton (bad pass),64,61
274,3,0:35.0,T. Graham enters the game for M. Kidd-Gilchrist,,64,61
275,3,0:18.0,J. Lamb makes 2-pt jump shot from 13 ft,,66,61
276,3,0:00.0,,G. Monroe misses 2-pt jump shot from 15 ft,66,61
277,3,0:00.0,,Offensive rebound by Team,66,61
278,4,11:44.0,,M. Beasley makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),66,64
279,4,11:30.0,J. Lamb makes 2-pt dunk at rim (assist by F. Kaminsky),,68,64
280,4,11:08.0,,Shooting foul by M. Plumlee (drawn by G. Monroe),68,64
281,4,11:08.0,,G. Monroe makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),68,66
282,4,11:08.0,,G. Monroe misses free throw 1 of 1,68,66
283,4,11:06.0,Defensive rebound by M. Plumlee,,68,66
284,4,10:48.0,F. Kaminsky misses 2-pt jump shot from 8 ft (block by M. Beasley),,68,66
285,4,10:46.0,,Defensive rebound by G. Monroe,68,66
286,4,10:34.0,,G. Monroe makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),68,68
287,4,10:34.0,Charlotte full timeout,,68,68
288,4,10:08.0,T. Graham makes 3-pt jump shot from 27 ft (assist by F. Kaminsky),,71,68
289,4,9:41.0,,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by G. Monroe),71,71
290,4,9:16.0,F. Kaminsky misses 3-pt jump shot from 28 ft,,71,71
291,4,9:15.0,,Defensive rebound by Team,71,71
292,4,9:00.0,,M. Beasley misses 2-pt jump shot from 14 ft,71,71
293,4,8:58.0,Defensive rebound by M. Plumlee,,71,71
294,4,8:48.0,Personal foul by J. Terry (drawn by B. Weber),,71,71
295,4,8:37.0,Personal take foul by M. Dellavedova (drawn by M. Plumlee),,71,71
296,4,8:29.0,F. Kaminsky misses 2-pt layup from 1 ft,,71,71
297,4,8:27.0,,Defensive rebound by J. Terry,71,71
298,4,8:22.0,,G. Monroe makes 2-pt layup from 1 ft (assist by J. Terry),71,73
299,4,8:22.0,,Shooting foul by F. Kaminsky (drawn by G. Monroe),71,73
300,4,8:22.0,,G. Monroe makes free throw 1 of 1,71,74
301,4,8:08.0,Personal take foul by M. Dellavedova (drawn by M. Plumlee),,71,74
302,4,8:06.0,T. Graham makes 2-pt layup from 1 ft (assist by J. Lamb),,73,74
303,4,7:41.0,,Turnover by G. Antetokounmpo (3 sec),73,74
304,4,7:25.0,J. Lamb misses 2-pt jump shot from 6 ft,,73,74
305,4,7:24.0,,Defensive rebound by J. Terry,73,74
306,4,7:22.0,,Turnover by J. Terry (lost ball; steal by B. Weber),73,74
307,4,7:14.0,B. Weber misses 2-pt jump shot from 6 ft,,73,74
308,4,7:13.0,,Defensive rebound by M. Beasley,73,74
309,4,7:11.0,,Personal foul by M. Plumlee (drawn by M. Beasley),73,74
310,4,6:57.0,,G. Monroe makes 2-pt jump shot from 16 ft (assist by M. Dellavedova),73,76
311,4,6:38.0,F. Kaminsky misses 2-pt jump shot from 16 ft,,73,76
312,4,6:37.0,Offensive rebound by M. Plumlee,,73,76
313,4,6:36.0,,K. Middleton enters the game for M. Beasley,73,76
314,4,6:30.0,F. Kaminsky misses 3-pt jump shot from 27 ft,,73,76
315,4,6:29.0,,Defensive rebound by M. Dellavedova,73,76
316,4,6:09.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),73,78
317,4,5:55.0,Charlotte full timeout,,73,78
318,4,5:55.0,Official timeout,,73,78
319,4,5:37.0,J. Lamb misses 2-pt jump shot from 20 ft (block by J. Terry),,73,78
320,4,5:35.0,,Defensive rebound by J. Terry,73,78
321,4,5:32.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,73,78
322,4,5:31.0,Defensive rebound by F. Kaminsky,,73,78
323,4,5:23.0,Turnover by B. Weber (bad pass),,73,78
324,4,5:23.0,C. Zeller enters the game for F. Kaminsky,,73,78
325,4,5:23.0,M. Williams enters the game for M. Plumlee,,73,78
326,4,5:23.0,B. Roberts enters the game for B. Weber,,73,78
327,4,5:23.0,N. Batum enters the game for T. Graham,,73,78
328,4,5:05.0,,J. Terry makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),73,81
329,4,4:47.0,,M. Brogdon enters the game for M. Dellavedova,73,81
330,4,4:47.0,M. Kidd-Gilchrist enters the game for J. Lamb,,73,81
331,4,4:36.0,M. Kidd-Gilchrist misses 2-pt jump shot from 15 ft,,73,81
332,4,4:34.0,,Defensive rebound by J. Terry,73,81
333,4,4:22.0,,G. Antetokounmpo misses 2-pt jump shot from 18 ft,73,81
334,4,4:21.0,Defensive rebound by N. Batum,,73,81
335,4,4:17.0,Shooting foul by J. Terry (drawn by M. Kidd-Gilchrist),,73,81
336,4,4:17.0,M. Kidd-Gilchrist misses free throw 1 of 2,,73,81
337,4,4:17.0,Offensive rebound by Team,,73,81
338,4,4:17.0,M. Kidd-Gilchrist makes free throw 2 of 2,,74,81
339,4,3:51.0,,G. Antetokounmpo misses 2-pt jump shot from 15 ft,74,81
340,4,3:49.0,Defensive rebound by M. Williams,,74,81
341,4,3:36.0,C. Zeller misses 2-pt layup at rim,,74,81
342,4,3:34.0,,Defensive rebound by G. Antetokounmpo,74,81
343,4,3:25.0,,Turnover by M. Brogdon (bad pass; steal by M. Kidd-Gilchrist),74,81
344,4,3:21.0,C. Zeller misses 2-pt layup at rim,,74,81
345,4,3:19.0,,Defensive rebound by G. Monroe,74,81
346,4,2:56.0,,J. Terry makes 3-pt jump shot from 27 ft,74,84
347,4,2:41.0,N. Batum misses 3-pt jump shot from 26 ft,,74,84
348,4,2:40.0,,Defensive rebound by G. Antetokounmpo,74,84
349,4,2:18.0,,J. Terry misses 3-pt jump shot from 27 ft,74,84
350,4,2:18.0,Defensive rebound by Team,,74,84
351,4,2:18.0,,Milwaukee full timeout,74,84
352,4,2:04.0,C. Zeller misses 2-pt jump shot from 7 ft,,74,84
353,4,2:03.0,,Defensive rebound by K. Middleton,74,84
354,4,1:48.0,,G. Monroe makes 2-pt hook shot from 4 ft (assist by K. Middleton),74,86
355,4,1:38.0,B. Roberts misses 2-pt jump shot from 7 ft,,74,86
356,4,1:36.0,,Defensive rebound by M. Brogdon,74,86
357,4,1:22.0,,J. Terry misses 3-pt jump shot from 27 ft,74,86
358,4,1:21.0,Defensive rebound by M. Williams,,74,86
359,4,1:08.0,N. Batum misses 2-pt jump shot from 18 ft,,74,86
360,4,1:06.0,,Defensive rebound by G. Antetokounmpo,74,86
361,4,0:54.0,,K. Middleton makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),74,89
362,4,0:54.0,Charlotte full timeout,,74,89
363,4,0:54.0,,T. Maker enters the game for K. Middleton,74,89
364,4,0:54.0,,R. Vaughn enters the game for G. Antetokounmpo,74,89
365,4,0:54.0,,M. Teletović enters the game for M. Brogdon,74,89
366,4,0:54.0,,G. Payton enters the game for G. Monroe,74,89
367,4,0:54.0,,M. Beasley enters the game for J. Terry,74,89
368,4,0:51.0,C. Zeller makes 2-pt layup from 1 ft (assist by N. Batum),,76,89
369,4,0:51.0,Shooting foul by M. Beasley (drawn by C. Zeller),,76,89
370,4,0:51.0,C. Zeller makes free throw 1 of 1,,77,89
371,4,0:29.0,,M. Teletović misses 3-pt jump shot from 27 ft,77,89
372,4,0:28.0,Defensive rebound by C. Zeller,,77,89
