,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CLEVELAND_ACTION,HOUSTON_SCORE,CLEVELAND_SCORE
386,4,6:06.0,,K. Love makes free throw 3 of 3,95,105
387,4,5:51.0,T. Ariza makes 3-pt jump shot from 24 ft,,98,105
388,4,5:32.0,,K. Love makes 2-pt layup from 1 ft (assist by L. James),98,107
389,4,5:22.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),,101,107
390,4,4:59.0,Violation by C. Brewer (def goaltending),,101,107
391,4,4:59.0,,K. Love makes 2-pt layup from 1 ft,101,109
392,4,4:49.0,J. Harden makes 2-pt layup from 1 ft,,103,109
393,4,4:40.0,,Personal foul by N. Hilário (drawn by K. Love),103,109
394,4,4:40.0,,K. Love makes free throw 1 of 2,103,110
395,4,4:40.0,R. Anderson enters the game for C. Brewer,,103,110
396,4,4:40.0,,K. Love makes free throw 2 of 2,103,111
397,4,4:29.0,Personal foul by I. Shumpert (drawn by E. Gordon),,103,111
398,4,4:22.0,J. Harden misses 3-pt jump shot from 28 ft,,103,111
399,4,4:21.0,,Defensive rebound by L. James,103,111
400,4,4:12.0,,L. James makes 2-pt layup from 1 ft,103,113
401,4,3:58.0,T. Ariza misses 3-pt jump shot from 24 ft,,103,113
402,4,3:57.0,Offensive rebound by N. Hilário,,103,113
403,4,3:47.0,E. Gordon makes 3-pt jump shot from 24 ft (assist by R. Anderson),,106,113
404,4,3:25.0,Offensive charge foul by L. James (drawn by T. Ariza),,106,113
405,4,3:25.0,,Turnover by L. James (offensive foul),106,113
406,4,3:25.0,,K. Irving enters the game for I. Shumpert,106,113
407,4,3:19.0,Shooting foul by K. Love (drawn by J. Harden),,106,113
408,4,3:19.0,J. Harden misses free throw 1 of 2,,106,113
409,4,3:19.0,Offensive rebound by Team,,106,113
410,4,3:19.0,J. Harden misses free throw 2 of 2,,106,113
411,4,3:18.0,,Defensive rebound by L. James,106,113
412,4,3:01.0,,Turnover by L. James (lost ball; steal by E. Gordon),106,113
413,4,2:47.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by J. Harden),,109,113
414,4,2:36.0,,Personal foul by E. Gordon (drawn by L. James),109,113
415,4,2:36.0,Official timeout,,109,113
416,4,2:36.0,,L. James misses free throw 1 of 2,109,113
417,4,2:36.0,,Offensive rebound by Team,109,113
418,4,2:36.0,,T. Thompson enters the game for M. Dunleavy,109,113
419,4,2:36.0,,L. James makes free throw 2 of 2,109,114
420,4,2:18.0,R. Anderson makes 3-pt jump shot from 23 ft (assist by T. Ariza),,112,114
421,4,1:58.0,,L. James makes 3-pt jump shot from 25 ft (assist by J. Smith),112,117
422,4,1:43.0,Shooting foul by T. Thompson (drawn by J. Harden),,112,117
423,4,1:43.0,J. Harden makes free throw 1 of 2,,113,117
424,4,1:43.0,J. Harden makes free throw 2 of 2,,114,117
425,4,1:31.0,,K. Irving makes 2-pt layup from 2 ft,114,119
426,4,1:26.0,Shooting foul by L. James (drawn by J. Harden),,114,119
427,4,1:26.0,J. Harden makes free throw 1 of 3,,115,119
428,4,1:26.0,J. Harden misses free throw 2 of 3,,115,119
429,4,1:26.0,Offensive rebound by Team,,115,119
430,4,1:26.0,J. Harden makes free throw 3 of 3,,116,119
431,4,1:08.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by L. James),116,122
432,4,1:00.0,T. Ariza misses 3-pt jump shot from 28 ft,,116,122
433,4,0:59.0,Offensive rebound by R. Anderson,,116,122
434,4,0:53.0,E. Gordon misses 3-pt jump shot from 25 ft,,116,122
435,4,0:52.0,,Defensive rebound by T. Thompson,116,122
436,4,0:35.0,,K. Irving makes 3-pt jump shot from 28 ft,116,125
437,4,0:35.0,Houston full timeout,,116,125
438,4,0:35.0,,I. Shumpert enters the game for K. Love,116,125
439,4,0:27.0,J. Harden makes 2-pt dunk at rim,,118,125
440,4,0:27.0,,Cleveland full timeout,118,125
441,4,0:27.0,,K. Love enters the game for T. Thompson,118,125
442,4,0:26.0,,Personal foul by N. Hilário (drawn by K. Irving),118,125
443,4,0:26.0,,K. Irving makes free throw 1 of 2,118,126
444,4,0:26.0,,T. Thompson enters the game for K. Love,118,126
445,4,0:26.0,,K. Irving makes free throw 2 of 2,118,127
446,4,0:26.0,Houston full timeout,,118,127
447,4,0:20.0,J. Harden makes 2-pt layup from 1 ft,,120,127
448,4,0:20.0,,Cleveland full timeout,120,127
449,4,0:20.0,,K. Love enters the game for T. Thompson,120,127
450,4,0:17.0,,Cleveland full timeout,120,127
451,4,0:14.0,,Personal foul by R. Anderson (drawn by L. James),120,127
452,4,0:14.0,,L. James misses free throw 1 of 2,120,127
453,4,0:14.0,,Offensive rebound by Team,120,127
454,4,0:14.0,,T. Thompson enters the game for K. Love,120,127
455,4,0:14.0,,L. James makes free throw 2 of 2,120,128
456,4,0:14.0,Houston full timeout,,120,128
457,4,0:10.0,Turnover by N. Hilário (lost ball; steal by I. Shumpert),,120,128
