,QUARTER,TIME_REMAINING,BOSTON_ACTION,CHARLOTTE_ACTION,BOSTON_SCORE,CHARLOTTE_SCORE
0,1,11:46.0,,C. Zeller makes 2-pt dunk at rim (assist by K. Walker),0,2
1,1,11:29.0,Turnover by I. Thomas (bad pass; steal by C. Zeller),,0,2
2,1,11:16.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by C. Zeller),0,5
3,1,10:59.0,Turnover by A. Bradley (bad pass),,0,5
4,1,10:48.0,,K. Walker misses 3-pt jump shot from 25 ft,0,5
5,1,10:47.0,Defensive rebound by A. Horford,,0,5
6,1,10:37.0,A. Horford misses 2-pt jump shot from 16 ft,,0,5
7,1,10:36.0,,Defensive rebound by C. Zeller,0,5
8,1,10:18.0,,Shooting foul by I. Thomas (drawn by C. Zeller),0,5
9,1,10:18.0,,C. Zeller makes free throw 1 of 2,0,6
10,1,10:18.0,,C. Zeller makes free throw 2 of 2,0,7
11,1,10:04.0,A. Bradley makes 2-pt jump shot from 19 ft (assist by K. Olynyk),,2,7
12,1,9:49.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 12 ft,2,7
13,1,9:48.0,Defensive rebound by K. Olynyk,,2,7
14,1,9:45.0,J. Crowder makes 2-pt layup from 2 ft (assist by I. Thomas),,4,7
15,1,9:45.0,Shooting foul by M. Kidd-Gilchrist (drawn by J. Crowder),,4,7
16,1,9:45.0,J. Crowder misses free throw 1 of 1,,4,7
17,1,9:44.0,,Defensive rebound by M. Williams,4,7
18,1,9:22.0,,Turnover by M. Williams (lost ball; steal by I. Thomas),4,7
19,1,9:16.0,K. Olynyk makes 2-pt layup from 1 ft (assist by A. Bradley),,6,7
20,1,8:54.0,,M. Williams misses 2-pt jump shot from 12 ft,6,7
21,1,8:53.0,Defensive rebound by A. Horford,,6,7
22,1,8:41.0,Turnover by I. Thomas (lost ball; steal by K. Walker),,6,7
23,1,8:31.0,,K. Walker makes 2-pt layup from 1 ft (assist by M. Kidd-Gilchrist),6,9
24,1,8:15.0,I. Thomas misses 3-pt jump shot from 24 ft,,6,9
25,1,8:14.0,,Defensive rebound by N. Batum,6,9
26,1,8:07.0,,N. Batum misses 2-pt jump shot from 17 ft (block by A. Bradley),6,9
27,1,8:04.0,Defensive rebound by A. Bradley,,6,9
28,1,8:03.0,,Violation by M. Kidd-Gilchrist (kicked ball),6,9
29,1,7:54.0,J. Crowder makes 2-pt dunk at rim (assist by A. Bradley),,8,9
30,1,7:38.0,,N. Batum misses 2-pt jump shot from 19 ft,8,9
31,1,7:37.0,Defensive rebound by K. Olynyk,,8,9
32,1,7:30.0,I. Thomas misses 3-pt jump shot from 25 ft,,8,9
33,1,7:29.0,,Defensive rebound by M. Kidd-Gilchrist,8,9
34,1,7:18.0,,N. Batum misses 2-pt jump shot from 9 ft (block by K. Olynyk),8,9
35,1,7:16.0,,Offensive rebound by N. Batum,8,9
36,1,7:16.0,,N. Batum makes 2-pt layup from 1 ft,8,11
37,1,7:07.0,Turnover by I. Thomas (bad pass; steal by C. Zeller),,8,11
38,1,7:01.0,,Turnover by M. Kidd-Gilchrist (bad pass),8,11
39,1,6:50.0,A. Bradley misses 2-pt jump shot from 18 ft,,8,11
40,1,6:49.0,,Defensive rebound by Team,8,11
41,1,6:36.0,,N. Batum misses 2-pt jump shot from 22 ft,8,11
42,1,6:35.0,Defensive rebound by K. Olynyk,,8,11
43,1,6:20.0,J. Crowder misses 2-pt jump shot from 13 ft,,8,11
44,1,6:19.0,,Defensive rebound by C. Zeller,8,11
45,1,6:05.0,,M. Williams misses 3-pt jump shot from 25 ft (block by A. Horford),8,11
46,1,6:03.0,,Offensive rebound by M. Williams,8,11
47,1,6:00.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 16 ft,8,11
48,1,5:58.0,,Offensive rebound by C. Zeller,8,11
49,1,5:53.0,,Turnover by N. Batum (bad pass; steal by A. Horford),8,11
50,1,5:44.0,K. Olynyk misses 3-pt jump shot from 25 ft,,8,11
51,1,5:43.0,,Defensive rebound by K. Walker,8,11
52,1,5:37.0,,Shooting foul by K. Olynyk (drawn by K. Walker),8,11
53,1,5:37.0,,Charlotte full timeout,8,11
54,1,5:37.0,,K. Walker makes free throw 1 of 2,8,12
55,1,5:37.0,,F. Kaminsky enters the game for M. Williams,8,11
56,1,5:37.0,M. Smart enters the game for J. Crowder,,8,11
57,1,5:37.0,J. Jerebko enters the game for A. Horford,,8,11
58,1,5:37.0,,K. Walker makes free throw 2 of 2,8,13
59,1,5:24.0,I. Thomas makes 2-pt layup at rim (assist by K. Olynyk),,10,13
60,1,5:07.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by K. Walker),10,16
61,1,4:47.0,A. Bradley makes 2-pt layup from 2 ft (assist by J. Jerebko),,12,16
62,1,4:31.0,,N. Batum misses 2-pt jump shot from 19 ft,12,16
63,1,4:30.0,Defensive rebound by J. Jerebko,,12,16
64,1,4:20.0,I. Thomas makes 3-pt jump shot from 25 ft,,15,16
65,1,4:05.0,,F. Kaminsky makes 2-pt jump shot from 15 ft (assist by K. Walker),15,18
66,1,3:55.0,Shooting foul by F. Kaminsky (drawn by I. Thomas),,15,18
67,1,3:55.0,I. Thomas misses free throw 1 of 2,,15,18
68,1,3:55.0,Offensive rebound by Team,,15,18
69,1,3:55.0,,J. Lamb enters the game for M. Kidd-Gilchrist,15,18
70,1,3:55.0,J. Brown enters the game for A. Bradley,,15,18
71,1,3:55.0,I. Thomas makes free throw 2 of 2,,16,18
72,1,3:44.0,,N. Batum makes 2-pt jump shot from 16 ft,16,20
73,1,3:18.0,K. Olynyk makes 2-pt jump shot from 3 ft,,18,20
74,1,3:02.0,,K. Walker misses 2-pt jump shot from 18 ft,18,20
75,1,3:01.0,Defensive rebound by J. Brown,,18,20
76,1,2:50.0,I. Thomas makes 2-pt layup from 1 ft (assist by K. Olynyk),,20,20
77,1,2:38.0,,J. Lamb makes 2-pt jump shot from 18 ft (assist by K. Walker),20,22
78,1,2:14.0,J. Brown makes 3-pt jump shot from 24 ft (assist by K. Olynyk),,23,22
79,1,1:56.0,,F. Kaminsky makes 2-pt jump shot from 5 ft,23,24
80,1,1:49.0,Boston full timeout,,23,24
81,1,1:49.0,A. Horford enters the game for K. Olynyk,,23,24
82,1,1:49.0,J. Crowder enters the game for I. Thomas,,23,24
83,1,1:49.0,,M. Plumlee enters the game for C. Zeller,23,24
84,1,1:49.0,,B. Roberts enters the game for K. Walker,23,24
85,1,1:32.0,J. Crowder makes 3-pt jump shot from 26 ft (assist by J. Jerebko),,26,24
86,1,1:14.0,,F. Kaminsky makes 2-pt jump shot from 14 ft (assist by N. Batum),26,26
87,1,0:56.0,A. Horford makes 3-pt jump shot from 25 ft (assist by J. Crowder),,29,26
88,1,0:39.0,,Shooting foul by J. Brown (drawn by J. Lamb),29,26
89,1,0:39.0,,J. Lamb makes free throw 1 of 2,29,27
90,1,0:39.0,,J. Lamb makes free throw 2 of 2,29,28
91,1,0:22.0,J. Jerebko misses 2-pt jump shot from 7 ft,,29,28
92,1,0:21.0,Offensive rebound by A. Horford,,29,28
93,1,0:18.0,J. Brown makes 3-pt jump shot from 25 ft (assist by J. Crowder),,32,28
94,1,0:01.0,,B. Roberts misses 2-pt jump shot from 17 ft,32,28
95,1,0:00.0,Defensive rebound by M. Smart,,32,28
96,2,11:48.0,A. Horford makes 2-pt jump shot from 11 ft,,34,28
97,2,11:35.0,,Offensive foul by M. Plumlee (drawn by J. Brown),34,28
98,2,11:35.0,,Turnover by M. Plumlee (offensive foul),34,28
99,2,11:16.0,A. Horford misses 2-pt jump shot from 15 ft,,34,28
100,2,11:15.0,Offensive rebound by J. Brown,,34,28
101,2,11:12.0,J. Jerebko makes 3-pt jump shot from 25 ft (assist by A. Horford),,37,28
102,2,11:12.0,,Charlotte full timeout,37,28
