,QUARTER,TIME_REMAINING,INDIANA_ACTION,ORLANDO_ACTION,INDIANA_SCORE,ORLANDO_SCORE
75,1,2:40.0,T. Young makes 2-pt layup from 2 ft (assist by K. Séraphin),,30,29
76,1,2:23.0,,Shooting foul by T. Young (drawn by A. Gordon),30,29
77,1,2:23.0,,A. Gordon makes free throw 1 of 2,30,30
78,1,2:23.0,L. Stephenson enters the game for T. Young,,30,30
79,1,2:23.0,,J. Meeks enters the game for E. Fournier,30,30
80,1,2:23.0,L. Allen enters the game for M. Ellis,,30,30
81,1,2:23.0,,A. Gordon makes free throw 2 of 2,30,31
82,1,2:01.0,L. Allen makes 2-pt layup from 2 ft (assist by J. Teague),,32,31
83,1,1:44.0,,M. Hezonja makes 3-pt jump shot from 24 ft (assist by J. Meeks),32,34
84,1,1:38.0,J. Teague misses 2-pt layup from 1 ft,,32,34
85,1,1:36.0,,Defensive rebound by B. Biyombo,32,34
86,1,1:28.0,,M. Hezonja makes 2-pt jump shot from 16 ft,32,36
87,1,1:15.0,L. Stephenson misses 2-pt jump shot from 20 ft,,32,36
88,1,1:12.0,Offensive rebound by C. Miles,,32,36
89,1,1:12.0,C. Miles makes 2-pt layup from 1 ft,,34,36
90,1,0:52.0,,E. Payton makes 2-pt layup from 2 ft,34,38
91,1,0:40.0,L. Allen misses 2-pt layup from 1 ft (block by A. Gordon),,34,38
92,1,0:40.0,Offensive rebound by L. Allen,,34,38
93,1,0:40.0,L. Allen makes 2-pt layup from 1 ft,,36,38
94,1,0:40.0,Shooting foul by B. Biyombo (drawn by L. Allen),,36,38
95,1,0:40.0,,C. Watson enters the game for E. Payton,36,38
96,1,0:40.0,A. Brooks enters the game for J. Teague,,36,38
97,1,0:40.0,L. Allen makes free throw 1 of 1,,37,38
98,1,0:27.0,,M. Hezonja misses 3-pt jump shot from 23 ft,37,38
99,1,0:25.0,Defensive rebound by L. Stephenson,,37,38
100,1,0:10.0,K. Séraphin misses 2-pt jump shot from 15 ft,,37,38
101,1,0:09.0,Offensive rebound by L. Allen,,37,38
102,1,0:09.0,L. Allen makes 2-pt layup from 2 ft,,39,38
103,1,0:01.0,,C. Watson misses 2-pt jump shot from 16 ft,39,38
104,1,0:00.0,Defensive rebound by C. Miles,,39,38
105,2,11:48.0,C. Miles misses 3-pt jump shot from 25 ft,,39,38
106,2,11:47.0,,Defensive rebound by C. Watson,39,38
107,2,11:28.0,,Shooting foul by K. Séraphin (drawn by B. Biyombo),39,38
108,2,11:28.0,,B. Biyombo makes free throw 1 of 2,39,39
109,2,11:28.0,,B. Biyombo misses free throw 2 of 2,39,39
110,2,11:27.0,Defensive rebound by K. Séraphin,,39,39
111,2,11:13.0,K. Séraphin makes 2-pt layup from 1 ft (assist by L. Stephenson),,41,39
112,2,10:56.0,,J. Meeks misses 3-pt jump shot from 27 ft,41,39
113,2,10:55.0,Defensive rebound by L. Stephenson,,41,39
114,2,10:47.0,Personal foul by C. Watson (drawn by L. Stephenson),,41,39
115,2,10:34.0,Shooting foul by M. Hezonja (drawn by K. Séraphin),,41,39
116,2,10:34.0,K. Séraphin makes free throw 1 of 2,,42,39
117,2,10:34.0,K. Séraphin misses free throw 2 of 2,,42,39
118,2,10:32.0,,Defensive rebound by E. Fournier,42,39
119,2,10:19.0,,E. Fournier makes 2-pt jump shot from 20 ft (assist by C. Watson),42,41
120,2,10:05.0,P. George makes 2-pt jump shot from 21 ft,,44,41
121,2,9:49.0,,M. Hezonja misses 2-pt jump shot from 13 ft,44,41
122,2,9:48.0,Defensive rebound by K. Séraphin,,44,41
123,2,9:41.0,P. George makes 2-pt jump shot from 19 ft,,46,41
124,2,9:40.0,,Orlando full timeout,46,41
125,2,9:28.0,,C. Watson misses 3-pt jump shot from 25 ft,46,41
126,2,9:27.0,Defensive rebound by P. George,,46,41
127,2,9:11.0,L. Stephenson misses 2-pt jump shot from 16 ft,,46,41
128,2,9:10.0,,Defensive rebound by J. Meeks,46,41
129,2,9:00.0,,Personal foul by K. Séraphin (drawn by C. Watson),46,41
130,2,9:00.0,,C. Watson misses free throw 1 of 2,46,41
131,2,9:00.0,,Offensive rebound by Team,46,41
132,2,9:00.0,M. Turner enters the game for K. Séraphin,,46,41
133,2,9:00.0,,C. Watson makes free throw 2 of 2,46,42
134,2,8:48.0,P. George makes 3-pt jump shot from 26 ft (assist by A. Brooks),,49,42
135,2,8:29.0,,B. Biyombo makes 2-pt layup from 1 ft (assist by C. Watson),49,44
136,2,8:19.0,P. George makes 2-pt jump shot from 5 ft (assist by A. Brooks),,51,44
137,2,8:19.0,Shooting foul by M. Hezonja (drawn by P. George),,51,44
138,2,8:19.0,P. George misses free throw 1 of 1,,51,44
139,2,8:18.0,,Defensive rebound by M. Hezonja,51,44
140,2,7:57.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by C. Watson),51,47
141,2,7:31.0,L. Stephenson misses 2-pt jump shot from 8 ft,,51,47
142,2,7:29.0,,Defensive rebound by J. Meeks,51,47
143,2,7:24.0,,J. Meeks misses 3-pt jump shot from 24 ft,51,47
144,2,7:22.0,,Offensive rebound by B. Biyombo,51,47
145,2,7:18.0,,Offensive foul by B. Biyombo (drawn by C. Miles),51,47
146,2,7:18.0,,Turnover by B. Biyombo (offensive foul),51,47
147,2,7:18.0,,A. Gordon enters the game for M. Hezonja,51,47
148,2,7:18.0,,T. Ross enters the game for J. Meeks,51,47
149,2,7:02.0,Turnover by P. George (bad pass; steal by C. Watson),,51,47
150,2,6:59.0,,C. Watson misses 2-pt layup from 3 ft (block by L. Stephenson),51,47
151,2,6:59.0,,Offensive rebound by Team,51,47
152,2,6:59.0,T. Young enters the game for C. Miles,,51,47
153,2,6:50.0,,B. Biyombo makes 2-pt dunk at rim (assist by E. Fournier),51,49
154,2,6:38.0,P. George makes 2-pt jump shot from 10 ft (assist by T. Young),,53,49
155,2,6:38.0,Shooting foul by E. Fournier (drawn by P. George),,53,49
156,2,6:38.0,P. George makes free throw 1 of 1,,54,49
157,2,6:24.0,,T. Ross misses 3-pt jump shot from 25 ft,54,49
158,2,6:22.0,Defensive rebound by L. Stephenson,,54,49
159,2,6:06.0,A. Brooks misses 3-pt jump shot from 25 ft,,54,49
160,2,6:04.0,,Defensive rebound by T. Ross,54,49
161,2,6:02.0,,Shooting foul by A. Brooks (drawn by E. Fournier),54,49
162,2,6:02.0,,E. Fournier makes free throw 1 of 2,54,50
163,2,6:02.0,J. Teague enters the game for A. Brooks,,54,50
164,2,6:02.0,,N. Vučević enters the game for B. Biyombo,54,50
165,2,6:02.0,,E. Payton enters the game for C. Watson,54,50
166,2,6:02.0,,E. Fournier makes free throw 2 of 2,54,51
167,2,5:50.0,M. Turner makes 2-pt layup from 1 ft (assist by L. Stephenson),,56,51
168,2,5:30.0,,N. Vučević misses 2-pt jump shot from 19 ft,56,51
169,2,5:29.0,Defensive rebound by M. Turner,,56,51
170,2,5:18.0,T. Young makes 2-pt layup from 2 ft (assist by J. Teague),,58,51
171,2,5:05.0,,A. Gordon makes 2-pt jump shot from 16 ft,58,53
172,2,4:50.0,M. Turner misses 2-pt layup from 3 ft,,58,53
173,2,4:49.0,,Defensive rebound by T. Ross,58,53
174,2,4:38.0,,T. Ross makes 2-pt jump shot from 6 ft (assist by N. Vučević),58,55
175,2,4:28.0,T. Young makes 2-pt layup from 1 ft (assist by J. Teague),,60,55
176,2,4:17.0,,Turnover by N. Vučević (bad pass),60,55
177,2,4:17.0,Official timeout,,60,55
178,2,4:04.0,T. Young makes 2-pt layup from 2 ft (assist by P. George),,62,55
179,2,3:43.0,,E. Payton misses 2-pt jump shot from 11 ft,62,55
180,2,3:42.0,Defensive rebound by M. Turner,,62,55
181,2,3:24.0,P. George misses 3-pt jump shot from 26 ft,,62,55
182,2,3:22.0,,Defensive rebound by E. Payton,62,55
183,2,3:15.0,,N. Vučević misses 2-pt jump shot from 8 ft,62,55
184,2,3:13.0,Defensive rebound by M. Turner,,62,55
185,2,3:06.0,J. Teague misses 3-pt jump shot from 25 ft,,62,55
186,2,3:04.0,Offensive rebound by M. Turner,,62,55
187,2,3:01.0,Turnover by L. Stephenson (bad pass; steal by N. Vučević),,62,55
188,2,2:51.0,,T. Ross makes 2-pt jump shot from 6 ft,62,57
189,2,2:33.0,J. Teague makes 2-pt jump shot from 10 ft,,64,57
190,2,2:19.0,,N. Vučević misses 2-pt jump shot from 21 ft,64,57
191,2,2:18.0,Defensive rebound by L. Stephenson,,64,57
192,2,2:14.0,Indiana full timeout,,64,57
193,2,2:14.0,M. Ellis enters the game for T. Young,,64,57
194,2,2:14.0,L. Allen enters the game for L. Stephenson,,64,57
195,2,2:00.0,J. Teague misses 2-pt jump shot from 10 ft,,64,57
196,2,1:58.0,,Defensive rebound by E. Fournier,64,57
197,2,1:50.0,,E. Payton misses 2-pt layup from 2 ft,64,57
198,2,1:48.0,Defensive rebound by M. Turner,,64,57
199,2,1:41.0,P. George misses 3-pt jump shot from 24 ft,,64,57
200,2,1:40.0,Offensive rebound by M. Turner,,64,57
201,2,1:38.0,M. Turner makes 2-pt layup from 1 ft,,66,57
202,2,1:14.0,,A. Gordon misses 2-pt layup from 1 ft (block by M. Turner),66,57
203,2,1:11.0,Defensive rebound by L. Allen,,66,57
204,2,1:03.0,Turnover by J. Teague (bad pass),,66,57
205,2,1:03.0,C. Miles enters the game for P. George,,66,57
206,2,0:56.0,,Turnover by T. Ross (bad pass; steal by C. Miles),66,57
207,2,0:47.0,Turnover by M. Ellis (lost ball; steal by E. Payton),,66,57
208,2,0:43.0,,E. Payton makes 2-pt layup from 2 ft,66,59
209,2,0:20.0,Indiana full timeout,,66,59
210,2,0:18.0,C. Miles makes 2-pt jump shot from 20 ft (assist by M. Ellis),,68,59
211,2,0:13.0,,Orlando full timeout,68,59
212,2,0:04.0,,Personal take foul by M. Turner (drawn by A. Gordon),68,59
213,2,0:01.0,,E. Fournier misses 3-pt jump shot from 26 ft,68,59
214,2,0:00.0,Defensive rebound by L. Allen,,68,59
215,3,11:39.0,P. George makes 3-pt jump shot from 25 ft (assist by J. Teague),,71,59
216,3,11:25.0,,T. Ross misses 3-pt jump shot from 26 ft,71,59
217,3,11:23.0,Defensive rebound by M. Ellis,,71,59
218,3,11:20.0,P. George makes 2-pt layup from 1 ft (assist by M. Ellis),,73,59
219,3,11:20.0,,Orlando full timeout,73,59
220,3,11:07.0,,E. Payton makes 2-pt layup from 2 ft,73,61
221,3,10:50.0,Turnover by M. Ellis (bad pass; steal by N. Vučević),,73,61
222,3,10:39.0,,A. Gordon misses 2-pt layup from 1 ft,73,61
223,3,10:38.0,,Offensive rebound by A. Gordon,73,61
224,3,10:38.0,,A. Gordon makes 2-pt layup from 1 ft,73,63
225,3,10:16.0,J. Teague misses 2-pt jump shot from 21 ft,,73,63
226,3,10:15.0,,Defensive rebound by N. Vučević,73,63
227,3,10:11.0,,Turnover by E. Payton (lost ball),73,63
228,3,10:00.0,P. George misses 2-pt jump shot from 13 ft,,73,63
229,3,9:59.0,,Defensive rebound by N. Vučević,73,63
230,3,9:48.0,,Turnover by E. Payton (bad pass; steal by T. Young),73,63
231,3,9:47.0,Personal foul by A. Gordon (drawn by P. George),,73,63
232,3,9:36.0,M. Turner makes 2-pt layup from 1 ft (assist by J. Teague),,75,63
233,3,9:18.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by T. Ross),75,66
234,3,8:55.0,M. Ellis misses 3-pt jump shot from 26 ft,,75,66
235,3,8:54.0,,Defensive rebound by E. Payton,75,66
236,3,8:51.0,,Turnover by E. Payton (bad pass; steal by J. Teague),75,66
237,3,8:41.0,T. Young misses 2-pt layup from 2 ft (block by N. Vučević),,75,66
238,3,8:41.0,Offensive rebound by Team,,75,66
239,3,8:29.0,P. George misses 2-pt jump shot from 20 ft,,75,66
240,3,8:28.0,,Defensive rebound by A. Gordon,75,66
241,3,8:18.0,,N. Vučević makes 2-pt hook shot from 5 ft (assist by E. Payton),75,68
242,3,8:03.0,M. Turner misses 2-pt jump shot from 10 ft,,75,68
243,3,8:02.0,,Defensive rebound by A. Gordon,75,68
244,3,7:55.0,,N. Vučević misses 3-pt jump shot from 25 ft,75,68
245,3,7:54.0,Defensive rebound by P. George,,75,68
246,3,7:36.0,J. Teague misses 3-pt jump shot from 27 ft,,75,68
247,3,7:35.0,,Defensive rebound by N. Vučević,75,68
248,3,7:22.0,,N. Vučević misses 2-pt layup from 3 ft,75,68
249,3,7:20.0,Defensive rebound by T. Young,,75,68
250,3,7:16.0,M. Ellis makes 2-pt layup from 1 ft (assist by P. George),,77,68
251,3,6:57.0,,T. Ross makes 2-pt jump shot from 8 ft (assist by E. Payton),77,70
252,3,6:28.0,M. Ellis makes 3-pt jump shot from 26 ft (assist by P. George),,80,70
253,3,6:18.0,Offensive charge foul by E. Payton (drawn by J. Teague),,80,70
254,3,6:18.0,,Turnover by E. Payton (offensive foul),80,70
255,3,6:05.0,M. Turner misses 2-pt hook shot from 5 ft,,80,70
256,3,6:04.0,,Defensive rebound by N. Vučević,80,70
257,3,5:45.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by A. Gordon),80,73
258,3,5:34.0,P. George misses 2-pt jump shot from 13 ft,,80,73
259,3,5:33.0,,Defensive rebound by N. Vučević,80,73
260,3,5:27.0,,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),80,75
261,3,5:26.0,Indiana full timeout,,80,75
262,3,5:13.0,M. Turner makes 2-pt dunk at rim (assist by M. Ellis),,82,75
263,3,4:54.0,,Shooting foul by P. George (drawn by T. Ross),82,75
264,3,4:54.0,,T. Ross makes free throw 1 of 3,82,76
265,3,4:54.0,,T. Ross makes free throw 2 of 3,82,77
266,3,4:54.0,,T. Ross makes free throw 3 of 3,82,78
267,3,4:36.0,Turnover by M. Ellis (bad pass; steal by T. Ross),,82,78
268,3,4:30.0,,T. Ross misses 3-pt jump shot from 27 ft,82,78
269,3,4:29.0,Defensive rebound by P. George,,82,78
270,3,4:18.0,P. George misses 3-pt jump shot from 25 ft,,82,78
271,3,4:15.0,,Defensive rebound by T. Ross,82,78
272,3,4:10.0,,Turnover by A. Gordon (bad pass; steal by M. Ellis),82,78
273,3,4:01.0,M. Turner makes 2-pt layup from 1 ft (assist by J. Teague),,84,78
274,3,3:49.0,,A. Gordon makes 2-pt jump shot from 7 ft,84,80
275,3,3:35.0,Shooting foul by N. Vučević (drawn by M. Turner),,84,80
276,3,3:35.0,M. Turner makes free throw 1 of 2,,85,80
277,3,3:35.0,M. Turner misses free throw 2 of 2,,85,80
278,3,3:32.0,Offensive rebound by Team,,85,80
279,3,3:32.0,K. Séraphin enters the game for M. Turner,,85,80
280,3,3:20.0,Shooting foul by A. Gordon (drawn by K. Séraphin),,85,80
281,3,3:20.0,K. Séraphin misses free throw 1 of 2,,85,80
282,3,3:20.0,Offensive rebound by Team,,85,80
283,3,3:20.0,K. Séraphin makes free throw 2 of 2,,86,80
284,3,3:09.0,,Turnover by E. Payton (bad pass),86,80
285,3,3:09.0,,M. Hezonja enters the game for E. Fournier,86,80
286,3,2:55.0,K. Séraphin makes 2-pt layup from 2 ft,,88,80
287,3,2:55.0,Shooting foul by A. Gordon (drawn by K. Séraphin),,88,80
288,3,2:55.0,C. Miles enters the game for P. George,,88,80
289,3,2:55.0,K. Séraphin makes free throw 1 of 1,,89,80
290,3,2:40.0,,N. Vučević misses 2-pt jump shot from 7 ft,89,80
291,3,2:39.0,Defensive rebound by T. Young,,89,80
292,3,2:28.0,C. Miles makes 3-pt jump shot from 25 ft (assist by J. Teague),,92,80
293,3,2:12.0,,Turnover by E. Payton (lost ball),92,80
294,3,2:12.0,,Technical foul by T. Ross,92,80
295,3,2:12.0,L. Stephenson enters the game for M. Ellis,,92,80
296,3,2:12.0,,B. Biyombo enters the game for T. Ross,92,80
297,3,2:12.0,,C. Watson enters the game for N. Vučević,92,80
298,3,2:12.0,,J. Meeks enters the game for E. Payton,92,80
299,3,2:12.0,A. Brooks enters the game for J. Teague,,93,80
300,3,2:12.0,C. Miles makes technical free throw,,93,80
301,3,1:59.0,C. Miles misses 2-pt layup from 2 ft,,93,80
302,3,1:57.0,,Defensive rebound by B. Biyombo,93,80
303,3,1:42.0,,J. Meeks misses 2-pt jump shot from 9 ft,93,80
304,3,1:42.0,Defensive rebound by A. Brooks,,93,80
305,3,1:37.0,Turnover by T. Young (bad pass; steal by A. Gordon),,93,80
306,3,1:19.0,,J. Meeks misses 3-pt jump shot from 25 ft,93,80
307,3,1:18.0,Defensive rebound by L. Stephenson,,93,80
308,3,1:05.0,K. Séraphin misses 2-pt jump shot from 14 ft,,93,80
309,3,1:03.0,,Defensive rebound by J. Meeks,93,80
310,3,0:55.0,,Shooting foul by A. Brooks (drawn by J. Meeks),93,80
311,3,0:55.0,,J. Meeks makes free throw 1 of 2,93,81
312,3,0:55.0,,J. Meeks makes free throw 2 of 2,93,82
313,3,0:39.0,L. Stephenson makes 3-pt jump shot from 26 ft (assist by A. Brooks),,96,82
314,3,0:17.0,,C. Watson misses 2-pt jump shot from 10 ft,96,82
315,3,0:16.0,Defensive rebound by K. Séraphin,,96,82
316,3,0:00.0,L. Stephenson makes 3-pt jump shot from 25 ft,,99,82
317,4,11:43.0,,T. Ross misses 3-pt jump shot from 26 ft,99,82
318,4,11:41.0,,Offensive rebound by C. Watson,99,82
319,4,11:39.0,,C. Watson misses 2-pt jump shot from 15 ft,99,82
320,4,11:37.0,Defensive rebound by K. Séraphin,,99,82
321,4,11:30.0,C. Miles makes 3-pt jump shot from 24 ft (assist by L. Stephenson),,102,82
322,4,11:07.0,,M. Hezonja makes 2-pt jump shot from 22 ft,102,84
323,4,10:42.0,P. George makes 2-pt jump shot from 13 ft,,104,84
324,4,10:24.0,,J. Meeks makes 3-pt jump shot from 28 ft (assist by B. Biyombo),104,87
325,4,10:05.0,K. Séraphin misses 2-pt jump shot from 11 ft,,104,87
326,4,10:05.0,,Defensive rebound by Team,104,87
327,4,10:05.0,,Personal foul by A. Brooks (drawn by M. Hezonja),104,87
328,4,9:52.0,,Def 3 sec tech foul by K. Séraphin,104,87
329,4,9:52.0,,J. Meeks misses technical free throw,104,87
330,4,9:52.0,,Offensive rebound by Team,104,87
331,4,9:47.0,,J. Meeks misses 2-pt jump shot from 16 ft,104,87
332,4,9:46.0,Defensive rebound by C. Miles,,104,87
333,4,9:27.0,Turnover by L. Stephenson (lost ball),,104,87
334,4,9:10.0,,B. Biyombo makes 2-pt hook shot from 8 ft (assist by T. Ross),104,89
335,4,8:50.0,P. George makes 3-pt jump shot from 25 ft (assist by A. Brooks),,107,89
336,4,8:35.0,,J. Meeks makes 3-pt jump shot from 26 ft (assist by M. Hezonja),107,92
337,4,8:17.0,Turnover by L. Stephenson (bad pass; steal by B. Biyombo),,107,92
338,4,8:11.0,,Shooting foul by K. Séraphin (drawn by B. Biyombo),107,92
339,4,8:11.0,Official timeout,,107,92
340,4,8:11.0,,B. Biyombo misses free throw 1 of 2,107,92
341,4,8:11.0,,Offensive rebound by Team,107,92
342,4,8:11.0,,B. Biyombo misses free throw 2 of 2,107,92
343,4,8:09.0,Defensive rebound by P. George,,107,92
344,4,7:50.0,L. Stephenson makes 2-pt layup from 2 ft (assist by P. George),,109,92
345,4,7:47.0,,Turnover by T. Ross (inbound),109,92
346,4,7:36.0,K. Séraphin makes 2-pt layup from 1 ft (assist by P. George),,111,92
347,4,7:35.0,,Orlando full timeout,111,92
348,4,7:35.0,,E. Payton enters the game for M. Hezonja,111,92
349,4,7:35.0,,N. Vučević enters the game for B. Biyombo,111,92
350,4,7:35.0,,E. Fournier enters the game for J. Meeks,111,92
351,4,7:35.0,,A. Gordon enters the game for C. Watson,111,92
352,4,7:21.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by E. Payton),111,95
353,4,7:01.0,L. Stephenson misses 2-pt hook shot from 9 ft,,111,95
354,4,6:59.0,,Defensive rebound by N. Vučević,111,95
355,4,6:50.0,,T. Ross misses 3-pt jump shot from 26 ft,111,95
356,4,6:49.0,Defensive rebound by L. Stephenson,,111,95
357,4,6:38.0,K. Séraphin makes 2-pt hook shot from 4 ft,,113,95
358,4,6:22.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by E. Payton),113,98
359,4,5:57.0,Turnover by A. Brooks (lost ball; steal by N. Vučević),,113,98
360,4,5:50.0,,T. Ross misses 2-pt jump shot from 10 ft,113,98
361,4,5:48.0,,Offensive rebound by A. Gordon,113,98
362,4,5:41.0,,A. Gordon misses 3-pt jump shot from 27 ft,113,98
363,4,5:39.0,Defensive rebound by P. George,,113,98
364,4,5:39.0,Indiana full timeout,,113,98
365,4,5:39.0,J. Teague enters the game for K. Séraphin,,113,98
366,4,5:39.0,M. Turner enters the game for C. Miles,,113,98
367,4,5:39.0,T. Young enters the game for A. Brooks,,113,98
368,4,5:17.0,P. George misses 3-pt jump shot from 28 ft,,113,98
369,4,5:15.0,Offensive rebound by T. Young,,113,98
370,4,5:12.0,P. George makes 2-pt dunk at rim (assist by T. Young),,115,98
371,4,4:57.0,,Shooting foul by L. Stephenson (drawn by E. Fournier),115,98
372,4,4:57.0,,E. Fournier makes free throw 1 of 2,115,99
373,4,4:57.0,,E. Fournier makes free throw 2 of 2,115,100
374,4,4:43.0,Shooting foul by T. Ross (drawn by P. George),,115,100
375,4,4:43.0,P. George misses free throw 1 of 2,,115,100
376,4,4:43.0,Offensive rebound by Team,,115,100
377,4,4:43.0,M. Ellis enters the game for L. Stephenson,,115,100
378,4,4:43.0,P. George makes free throw 2 of 2,,116,100
379,4,4:37.0,,Personal foul by M. Ellis (drawn by E. Fournier),116,100
380,4,4:27.0,,E. Fournier misses 3-pt jump shot from 26 ft,116,100
381,4,4:26.0,Defensive rebound by J. Teague,,116,100
382,4,4:16.0,J. Teague misses 2-pt layup from 2 ft,,116,100
383,4,4:14.0,,Defensive rebound by N. Vučević,116,100
384,4,4:09.0,,E. Payton makes 2-pt layup from 1 ft,116,102
385,4,4:09.0,Technical foul by J. Teague,,116,102
386,4,4:09.0,,E. Fournier makes technical free throw,116,103
387,4,3:54.0,P. George makes 2-pt jump shot from 19 ft (assist by J. Teague),,118,103
