,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHILADELPHIA_ACTION,BROOKLYN_SCORE,PHILADELPHIA_SCORE
0,1,11:41.0,,Turnover by D. Šarić (bad pass; steal by R. Foye),0,0
1,1,11:30.0,B. Lopez makes 3-pt jump shot from 25 ft (assist by C. LeVert),,3,0
2,1,11:07.0,,R. Holmes makes 2-pt jump shot from 18 ft (assist by T. Luwawu-Cabarrot),3,2
3,1,10:47.0,J. Lin misses 2-pt layup from 3 ft,,3,2
4,1,10:45.0,,Defensive rebound by R. Holmes,3,2
5,1,10:36.0,,R. Holmes makes 3-pt jump shot from 25 ft (assist by D. Šarić),3,5
6,1,10:20.0,J. Lin misses 2-pt layup from 2 ft (block by R. Holmes),,3,5
7,1,10:19.0,Offensive rebound by Team,,3,5
8,1,10:12.0,R. Hollis-Jefferson makes 2-pt dunk at rim (assist by J. Lin),,5,5
9,1,9:56.0,,Shooting foul by B. Lopez (drawn by D. Šarić),5,5
10,1,9:56.0,,D. Šarić makes free throw 1 of 2,5,6
11,1,9:56.0,,D. Šarić misses free throw 2 of 2,5,6
12,1,9:55.0,Defensive rebound by J. Lin,,5,6
13,1,9:39.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by J. Lin),,7,6
14,1,9:17.0,,R. Holmes misses 2-pt layup from 2 ft (block by B. Lopez),7,6
15,1,9:15.0,Defensive rebound by C. LeVert,,7,6
16,1,9:07.0,C. LeVert misses 3-pt jump shot from 25 ft,,7,6
17,1,9:06.0,,Defensive rebound by R. Holmes,7,6
18,1,8:57.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,7,6
19,1,8:56.0,Defensive rebound by J. Lin,,7,6
20,1,8:51.0,Turnover by J. Lin (bad pass; steal by R. Holmes),,7,6
21,1,8:43.0,,T. McConnell misses 2-pt jump shot from 7 ft,7,6
22,1,8:42.0,Defensive rebound by Team,,7,6
23,1,8:27.0,B. Lopez makes 2-pt hook shot from 4 ft (assist by C. LeVert),,9,6
24,1,8:17.0,,D. Šarić misses 3-pt jump shot from 25 ft,9,6
25,1,8:16.0,Defensive rebound by R. Foye,,9,6
26,1,8:01.0,Shooting foul by R. Holmes (drawn by B. Lopez),,9,6
27,1,8:01.0,B. Lopez makes free throw 1 of 2,,10,6
28,1,8:01.0,B. Lopez makes free throw 2 of 2,,11,6
29,1,7:52.0,,D. Šarić makes 2-pt layup from 1 ft (assist by R. Holmes),11,8
30,1,7:41.0,R. Foye makes 3-pt jump shot from 25 ft (assist by J. Lin),,14,8
31,1,7:31.0,,D. Šarić misses 3-pt jump shot from 26 ft,14,8
32,1,7:30.0,Defensive rebound by C. LeVert,,14,8
33,1,7:24.0,R. Hollis-Jefferson makes 2-pt jump shot from 13 ft (assist by C. LeVert),,16,8
34,1,7:06.0,,J. Anderson misses 3-pt jump shot from 25 ft,16,8
35,1,7:05.0,,Offensive rebound by D. Šarić,16,8
36,1,7:03.0,,J. Anderson misses 2-pt layup from 2 ft,16,8
37,1,7:01.0,Defensive rebound by B. Lopez,,16,8
38,1,6:56.0,J. Lin makes 2-pt jump shot from 20 ft,,18,8
39,1,6:55.0,,Philadelphia full timeout,18,8
40,1,6:41.0,,J. Anderson makes 3-pt jump shot from 23 ft (assist by D. Šarić),18,11
41,1,6:25.0,R. Foye misses 3-pt jump shot from 26 ft,,18,11
42,1,6:24.0,,Defensive rebound by R. Holmes,18,11
43,1,6:07.0,,Turnover by J. Anderson (lost ball),18,11
44,1,6:07.0,,N. Stauskas enters the game for T. Luwawu-Cabarrot,18,11
45,1,6:07.0,,A. Poythress enters the game for D. Šarić,18,11
46,1,6:01.0,C. LeVert makes 3-pt jump shot from 26 ft (assist by J. Lin),,21,11
47,1,5:48.0,,Personal foul by R. Foye (drawn by N. Stauskas),21,11
48,1,5:35.0,,A. Poythress misses 3-pt jump shot from 26 ft,21,11
