,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,SACRAMENTO_ACTION,LA LAKERS_SCORE,SACRAMENTO_SCORE
30,1,6:37.0,L. Deng misses 2-pt jump shot from 13 ft (block by K. Koufos),,11,17
31,1,6:36.0,,Defensive rebound by R. Gay,11,17
32,1,6:29.0,,A. Afflalo makes 2-pt jump shot from 6 ft (assist by R. Gay),11,19
33,1,6:29.0,LA Lakers full timeout,,11,19
34,1,6:15.0,N. Young misses 3-pt jump shot from 25 ft,,11,19
35,1,6:15.0,,Defensive rebound by D. Cousins,11,19
36,1,6:00.0,,A. Afflalo misses 2-pt jump shot from 16 ft,11,19
37,1,5:58.0,,Offensive rebound by D. Cousins,11,19
38,1,5:58.0,,D. Cousins misses 2-pt layup from 3 ft,11,19
39,1,5:57.0,,Offensive rebound by D. Cousins,11,19
40,1,5:55.0,,D. Cousins misses 2-pt layup from 3 ft (block by T. Mozgov),11,19
41,1,5:53.0,Defensive rebound by L. Deng,,11,19
42,1,5:44.0,N. Young misses 3-pt jump shot from 24 ft,,11,19
43,1,5:42.0,,Defensive rebound by R. Gay,11,19
44,1,5:37.0,,A. Afflalo misses 2-pt jump shot from 12 ft,11,19
45,1,5:36.0,Defensive rebound by L. Deng,,11,19
46,1,5:27.0,N. Young misses 3-pt jump shot from 23 ft,,11,19
47,1,5:25.0,,Defensive rebound by A. Afflalo,11,19
48,1,5:05.0,,T. Lawson makes 2-pt jump shot from 21 ft,11,21
49,1,4:57.0,,Violation by T. Lawson (kicked ball),11,21
50,1,4:57.0,,W. Cauley-Stein enters the game for D. Cousins,11,21
51,1,4:57.0,J. Clarkson enters the game for T. Mozgov,,11,21
52,1,4:57.0,L. Nance enters the game for N. Young,,11,21
53,1,4:49.0,D. Russell makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,14,21
54,1,4:32.0,,R. Gay makes 2-pt jump shot from 10 ft,14,23
55,1,4:11.0,J. Clarkson misses 2-pt jump shot from 8 ft,,14,23
56,1,4:10.0,,Defensive rebound by R. Gay,14,23
57,1,4:07.0,,Shooting foul by L. Nance (drawn by R. Gay),14,23
58,1,4:07.0,,R. Gay makes free throw 1 of 2,14,24
59,1,4:07.0,,M. Barnes enters the game for K. Koufos,14,24
60,1,4:07.0,B. Ingram enters the game for L. Deng,,14,24
61,1,4:07.0,L. Williams enters the game for J. Randle,,14,24
62,1,4:07.0,,R. Gay makes free throw 2 of 2,14,25
63,1,4:01.0,Personal foul by M. Barnes (drawn by B. Ingram),,14,25
64,1,3:49.0,Turnover by L. Williams (bad pass; steal by W. Cauley-Stein),,14,25
65,1,3:43.0,,Turnover by T. Lawson (bad pass),14,25
66,1,3:31.0,D. Russell misses 3-pt jump shot from 26 ft,,14,25
67,1,3:30.0,,Defensive rebound by R. Gay,14,25
68,1,3:20.0,,R. Gay misses 3-pt jump shot from 25 ft,14,25
69,1,3:19.0,Defensive rebound by B. Ingram,,14,25
70,1,3:13.0,B. Ingram misses 2-pt jump shot from 6 ft,,14,25
71,1,3:11.0,Offensive rebound by B. Ingram,,14,25
72,1,3:11.0,B. Ingram makes 2-pt layup from 3 ft,,16,25
73,1,3:06.0,Violation by Team (jump ball),,16,25
74,1,3:06.0,,Sacramento full timeout,16,25
75,1,3:06.0,T. Black enters the game for D. Russell,,16,25
76,1,3:06.0,,D. Collison enters the game for T. Lawson,16,25
77,1,2:57.0,,R. Gay misses 2-pt jump shot from 7 ft,16,25
78,1,2:56.0,Defensive rebound by B. Ingram,,16,25
79,1,2:45.0,Turnover by B. Ingram (step out of bounds),,16,25
80,1,2:31.0,,M. Barnes makes 3-pt jump shot from 26 ft (assist by D. Collison),16,28
81,1,2:11.0,Shooting foul by W. Cauley-Stein (drawn by B. Ingram),,16,28
82,1,2:11.0,B. Ingram misses free throw 1 of 2,,16,28
83,1,2:11.0,Offensive rebound by Team,,16,28
84,1,2:11.0,B. Ingram misses free throw 2 of 2,,16,28
85,1,2:11.0,,G. Temple enters the game for R. Gay,16,28
86,1,2:11.0,,A. Tolliver enters the game for A. Afflalo,16,28
87,1,2:09.0,,Defensive rebound by W. Cauley-Stein,16,28
88,1,1:54.0,,M. Barnes misses 3-pt jump shot from 24 ft,16,28
89,1,1:53.0,Defensive rebound by L. Williams,,16,28
90,1,1:41.0,T. Black misses 2-pt layup from 3 ft (block by M. Barnes),,16,28
91,1,1:39.0,,Defensive rebound by W. Cauley-Stein,16,28
92,1,1:30.0,,D. Collison misses 2-pt jump shot from 6 ft,16,28
93,1,1:29.0,Defensive rebound by T. Black,,16,28
94,1,1:12.0,L. Williams misses 3-pt jump shot from 24 ft,,16,28
95,1,1:11.0,,Defensive rebound by D. Collison,16,28
96,1,0:57.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by M. Barnes),16,30
97,1,0:49.0,Turnover by J. Clarkson (lost ball; steal by D. Collison),,16,30
98,1,0:44.0,,Turnover by M. Barnes (bad pass; steal by L. Williams),16,30
99,1,0:31.0,J. Clarkson misses 3-pt jump shot from 23 ft,,16,30
100,1,0:31.0,,Defensive rebound by A. Tolliver,16,30
101,1,0:13.0,,Personal foul by J. Clarkson (drawn by D. Collison),16,30
102,1,0:13.0,,R. Gay enters the game for W. Cauley-Stein,16,30
103,1,0:13.0,L. Deng enters the game for T. Black,,16,30
104,1,0:00.0,,D. Collison misses 2-pt jump shot from 13 ft,16,30
105,1,0:00.0,,Offensive rebound by Team,16,30
106,2,11:45.0,,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by D. Collison),16,32
107,2,11:25.0,Shooting foul by G. Temple (drawn by L. Williams),,16,32
108,2,11:25.0,L. Williams misses free throw 1 of 3,,16,32
109,2,11:25.0,Offensive rebound by Team,,16,32
110,2,11:25.0,L. Williams makes free throw 2 of 3,,17,32
111,2,11:25.0,L. Williams makes free throw 3 of 3,,18,32
112,2,11:09.0,,D. Collison misses 2-pt jump shot from 20 ft,18,32
113,2,11:08.0,Defensive rebound by J. Clarkson,,18,32
114,2,10:56.0,L. Williams misses 2-pt jump shot from 23 ft,,18,32
115,2,10:56.0,,Defensive rebound by D. Collison,18,32
116,2,10:48.0,,A. Tolliver misses 3-pt jump shot from 26 ft,18,32
117,2,10:48.0,Defensive rebound by J. Clarkson,,18,32
118,2,10:31.0,T. Black makes 2-pt layup from 2 ft (assist by B. Ingram),,20,32
119,2,10:21.0,,W. Cauley-Stein misses 2-pt jump shot from 13 ft,20,32
120,2,10:19.0,Defensive rebound by J. Clarkson,,20,32
121,2,10:06.0,L. Williams makes 3-pt jump shot from 24 ft (assist by J. Clarkson),,23,32
122,2,9:44.0,,D. Collison misses 2-pt jump shot from 17 ft,23,32
123,2,9:43.0,,Offensive rebound by A. Tolliver,23,32
124,2,9:31.0,,Turnover by M. Barnes (bad pass; steal by J. Clarkson),23,32
125,2,9:25.0,Turnover by L. Williams (bad pass; steal by M. Barnes),,23,32
126,2,9:18.0,,Shooting foul by J. Clarkson (drawn by D. Collison),23,32
127,2,9:18.0,,D. Collison makes free throw 1 of 2,23,33
128,2,9:18.0,,D. Collison makes free throw 2 of 2,23,34
129,2,9:11.0,Personal foul by D. Collison (drawn by J. Clarkson),,23,34
130,2,9:01.0,L. Williams makes 3-pt jump shot from 24 ft (assist by J. Clarkson),,26,34
131,2,8:51.0,Official timeout,,26,34
132,2,8:51.0,,D. Cousins enters the game for W. Cauley-Stein,26,34
133,2,8:51.0,L. Deng enters the game for T. Black,,26,34
134,2,8:45.0,Violation by L. Nance (kicked ball),,26,34
135,2,8:33.0,,G. Temple misses 2-pt jump shot from 19 ft,26,34
136,2,8:32.0,,Offensive rebound by A. Tolliver,26,34
137,2,8:21.0,,Shooting foul by L. Nance (drawn by D. Cousins),26,34
138,2,8:21.0,,D. Cousins makes 2-pt layup from 3 ft (assist by D. Collison),26,36
139,2,8:21.0,,D. Cousins misses free throw 1 of 1,26,36
140,2,8:20.0,Defensive rebound by L. Nance,,26,36
141,2,8:09.0,Turnover by L. Williams (bad pass),,26,36
142,2,7:53.0,,Turnover by D. Cousins (lost ball; steal by L. Williams),26,36
143,2,7:46.0,L. Deng misses 2-pt layup from 2 ft,,26,36
144,2,7:44.0,,Defensive rebound by G. Temple,26,36
145,2,7:35.0,,D. Cousins makes 2-pt layup from 2 ft (assist by D. Collison),26,38
146,2,7:21.0,J. Clarkson makes 2-pt jump shot from 8 ft,,28,38
147,2,7:08.0,,Personal foul by B. Ingram (drawn by G. Temple),28,38
148,2,7:08.0,T. Mozgov enters the game for L. Nance,,28,38
149,2,6:56.0,,D. Cousins makes 2-pt layup from 3 ft,28,40
150,2,6:39.0,L. Deng misses 3-pt jump shot from 24 ft,,28,40
151,2,6:38.0,,Defensive rebound by M. Barnes,28,40
152,2,6:34.0,,D. Collison makes 2-pt layup from 2 ft (assist by G. Temple),28,42
153,2,6:34.0,LA Lakers full timeout,,28,42
154,2,6:34.0,J. Randle enters the game for J. Clarkson,,28,42
155,2,6:34.0,D. Russell enters the game for B. Ingram,,28,42
156,2,6:34.0,N. Young enters the game for L. Williams,,28,42
157,2,6:14.0,J. Randle makes 2-pt layup from 3 ft,,30,42
158,2,5:51.0,,D. Cousins misses 2-pt jump shot from 21 ft,30,42
159,2,5:50.0,Defensive rebound by L. Deng,,30,42
160,2,5:44.0,Turnover by D. Russell (lost ball; steal by D. Collison),,30,42
161,2,5:41.0,,M. Barnes makes 2-pt layup from 2 ft (assist by D. Collison),30,44
162,2,5:32.0,Turnover by D. Russell (bad pass; steal by A. Tolliver),,30,44
163,2,5:28.0,,M. Barnes makes 2-pt layup from 2 ft (assist by D. Collison),30,46
164,2,5:28.0,LA Lakers full timeout,,30,46
165,2,5:28.0,,A. Afflalo enters the game for G. Temple,30,46
166,2,5:08.0,Turnover by L. Deng (bad pass),,30,46
167,2,4:54.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by D. Collison),30,49
168,2,4:29.0,J. Randle makes 2-pt layup from 2 ft,,32,49
169,2,4:19.0,,Turnover by D. Cousins (offensive foul),32,49
170,2,4:19.0,,Offensive foul by D. Cousins (drawn by T. Mozgov),32,49
171,2,4:19.0,,R. Gay enters the game for A. Tolliver,32,49
172,2,4:19.0,,K. Koufos enters the game for M. Barnes,32,49
173,2,4:05.0,Turnover by D. Russell (step out of bounds),,32,49
174,2,3:46.0,,D. Cousins makes 2-pt layup from 4 ft,32,51
175,2,3:38.0,J. Randle misses 2-pt jump shot from 9 ft,,32,51
176,2,3:37.0,Offensive rebound by T. Mozgov,,32,51
177,2,3:37.0,T. Mozgov makes 2-pt layup from 1 ft,,34,51
178,2,3:24.0,Violation by T. Mozgov (kicked ball),,34,51
179,2,3:24.0,,T. Lawson enters the game for D. Collison,34,51
180,2,3:11.0,,D. Cousins misses 2-pt layup from 3 ft,34,51
181,2,3:10.0,Defensive rebound by J. Randle,,34,51
182,2,3:01.0,Personal foul by K. Koufos (drawn by D. Russell),,34,51
183,2,2:51.0,D. Russell makes 2-pt jump shot from 18 ft,,36,51
184,2,2:36.0,,R. Gay makes 2-pt jump shot from 17 ft,36,53
185,2,2:22.0,D. Russell makes 2-pt jump shot from 7 ft,,38,53
186,2,2:17.0,,Turnover by T. Lawson (bad pass; steal by L. Deng),38,53
187,2,2:06.0,T. Mozgov misses 2-pt hook shot from 6 ft,,38,53
188,2,2:06.0,Offensive rebound by Team,,38,53
189,2,2:06.0,Personal foul by K. Koufos (drawn by J. Randle),,38,53
190,2,2:06.0,,Sacramento full timeout,38,53
191,2,2:01.0,J. Randle makes 2-pt jump shot from 8 ft,,40,53
192,2,1:40.0,,A. Afflalo misses 2-pt jump shot from 20 ft,40,53
193,2,1:39.0,Defensive rebound by L. Deng,,40,53
194,2,1:24.0,J. Randle misses 2-pt jump shot from 21 ft,,40,53
195,2,1:23.0,,Defensive rebound by R. Gay,40,53
196,2,1:05.0,,R. Gay makes 2-pt jump shot from 8 ft,40,55
197,2,0:44.0,D. Russell makes 2-pt jump shot from 15 ft,,42,55
198,2,0:33.0,,Turnover by K. Koufos (lost ball),42,55
199,2,0:28.0,D. Russell misses 3-pt jump shot from 25 ft,,42,55
200,2,0:27.0,,Defensive rebound by R. Gay,42,55
201,2,0:04.0,,R. Gay misses 2-pt jump shot from 10 ft,42,55
202,2,0:03.0,Defensive rebound by J. Randle,,42,55
203,2,0:01.0,Personal foul by D. Cousins (drawn by J. Randle),,42,55
204,2,0:01.0,J. Randle makes free throw 1 of 3,,43,55
205,2,0:01.0,J. Randle makes free throw 2 of 3,,44,55
206,2,0:01.0,J. Randle makes free throw 3 of 3,,45,55
207,3,11:40.0,,Offensive foul by T. Lawson (drawn by N. Young),45,55
208,3,11:40.0,,Turnover by T. Lawson (offensive foul),45,55
209,3,11:28.0,Turnover by D. Russell (lost ball; steal by T. Lawson),,45,55
210,3,11:28.0,,Personal foul by D. Russell (drawn by T. Lawson),45,55
211,3,11:08.0,,Turnover by D. Cousins (bad pass),45,55
212,3,10:56.0,N. Young makes 3-pt jump shot from 25 ft (assist by T. Mozgov),,48,55
213,3,10:41.0,,A. Afflalo makes 2-pt jump shot from 23 ft,48,57
214,3,10:28.0,D. Russell makes 2-pt jump shot from 7 ft,,50,57
215,3,10:28.0,Shooting foul by T. Lawson (drawn by D. Russell),,50,57
216,3,10:28.0,D. Russell misses free throw 1 of 1,,50,57
217,3,10:26.0,,Defensive rebound by K. Koufos,50,57
218,3,10:15.0,,D. Cousins misses 3-pt jump shot from 25 ft,50,57
219,3,10:15.0,Defensive rebound by J. Randle,,50,57
220,3,10:08.0,J. Randle misses 2-pt jump shot from 5 ft,,50,57
221,3,10:07.0,,Defensive rebound by T. Lawson,50,57
222,3,9:57.0,,Personal foul by D. Russell (drawn by A. Afflalo),50,57
223,3,9:57.0,,A. Afflalo makes free throw 1 of 2,50,58
224,3,9:57.0,,A. Afflalo makes free throw 2 of 2,50,59
225,3,9:35.0,D. Russell misses 2-pt jump shot from 16 ft,,50,59
226,3,9:34.0,,Defensive rebound by A. Afflalo,50,59
227,3,9:29.0,,Shooting foul by N. Young (drawn by T. Lawson),50,59
228,3,9:29.0,,T. Lawson misses free throw 1 of 2,50,59
229,3,9:29.0,,Offensive rebound by Team,50,59
230,3,9:29.0,Violation by D. Russell (lane),,50,59
231,3,9:29.0,,T. Lawson makes free throw 2 of 2,50,60
232,3,9:17.0,N. Young makes 2-pt jump shot from 18 ft (assist by J. Randle),,52,60
233,3,8:59.0,,T. Lawson misses 2-pt jump shot from 20 ft,52,60
234,3,8:57.0,Defensive rebound by J. Randle,,52,60
235,3,8:51.0,N. Young makes 3-pt jump shot from 24 ft (assist by D. Russell),,55,60
236,3,8:51.0,,Sacramento full timeout,55,60
237,3,8:36.0,,R. Gay makes 2-pt hook shot from 8 ft,55,62
238,3,8:12.0,L. Deng misses 3-pt jump shot from 23 ft,,55,62
239,3,8:12.0,,Defensive rebound by K. Koufos,55,62
240,3,8:00.0,,A. Afflalo misses 2-pt layup from 2 ft,55,62
241,3,7:59.0,Defensive rebound by J. Randle,,55,62
242,3,7:46.0,D. Russell makes 2-pt jump shot from 15 ft,,57,62
243,3,7:31.0,,K. Koufos makes 2-pt layup from 3 ft (assist by D. Cousins),57,64
244,3,7:17.0,J. Randle misses 2-pt jump shot from 9 ft,,57,64
245,3,7:16.0,,Defensive rebound by D. Cousins,57,64
246,3,7:10.0,,Personal foul by N. Young (drawn by R. Gay),57,64
247,3,7:01.0,,A. Afflalo misses 2-pt jump shot from 14 ft,57,64
248,3,7:01.0,Defensive rebound by Team,,57,64
249,3,6:46.0,D. Russell makes 2-pt jump shot from 14 ft,,59,64
250,3,6:23.0,,T. Lawson makes 3-pt jump shot from 23 ft (assist by D. Cousins),59,67
251,3,6:12.0,Shooting foul by T. Lawson (drawn by D. Russell),,59,67
252,3,6:12.0,D. Russell makes free throw 1 of 2,,60,67
253,3,6:12.0,B. Ingram enters the game for L. Deng,,60,67
254,3,6:12.0,D. Russell makes free throw 2 of 2,,61,67
255,3,5:52.0,,Turnover by R. Gay (bad pass),61,67
256,3,5:41.0,D. Russell misses 2-pt jump shot from 15 ft,,61,67
257,3,5:41.0,,Defensive rebound by R. Gay,61,67
258,3,5:32.0,,D. Cousins misses 2-pt layup from 4 ft (block by J. Randle),61,67
259,3,5:32.0,,Offensive rebound by Team,61,67
260,3,5:32.0,L. Nance enters the game for J. Randle,,61,67
261,3,5:17.0,,T. Lawson misses 3-pt jump shot from 24 ft,61,67
262,3,5:16.0,Defensive rebound by T. Mozgov,,61,67
263,3,5:11.0,Turnover by T. Mozgov (bad pass; steal by T. Lawson),,61,67
264,3,5:11.0,Violation by T. Mozgov (def goaltending),,61,67
265,3,5:11.0,,T. Lawson makes 2-pt layup from 2 ft,61,69
266,3,4:53.0,B. Ingram misses 3-pt jump shot from 25 ft,,61,69
267,3,4:52.0,,Defensive rebound by A. Afflalo,61,69
268,3,4:43.0,,R. Gay makes 2-pt layup from 4 ft,61,71
269,3,4:43.0,LA Lakers full timeout,,61,71
270,3,4:43.0,,M. Barnes enters the game for K. Koufos,61,71
271,3,4:43.0,,D. Collison enters the game for T. Lawson,61,71
272,3,4:43.0,J. Clarkson enters the game for D. Russell,,61,71
273,3,4:23.0,,Violation by R. Gay (def goaltending),61,71
274,3,4:23.0,T. Mozgov makes 2-pt hook shot from 5 ft (assist by J. Clarkson),,63,71
275,3,4:06.0,,D. Cousins misses 2-pt jump shot from 8 ft,63,71
276,3,4:05.0,Defensive rebound by L. Nance,,63,71
277,3,3:57.0,J. Clarkson misses 2-pt layup from 3 ft,,63,71
278,3,3:56.0,,Defensive rebound by D. Cousins,63,71
279,3,3:45.0,,Turnover by D. Collison (bad pass; steal by L. Nance),63,71
280,3,3:40.0,L. Nance makes 2-pt dunk at rim (assist by J. Clarkson),,65,71
281,3,3:21.0,,D. Cousins misses 2-pt hook shot from 5 ft,65,71
282,3,3:20.0,Defensive rebound by L. Nance,,65,71
283,3,3:09.0,B. Ingram misses 2-pt jump shot from 11 ft,,65,71
284,3,3:09.0,,Defensive rebound by A. Afflalo,65,71
285,3,3:03.0,,D. Collison misses 2-pt layup from 3 ft,65,71
286,3,3:02.0,Defensive rebound by B. Ingram,,65,71
287,3,2:39.0,J. Clarkson misses 3-pt jump shot from 26 ft,,65,71
288,3,2:39.0,,Defensive rebound by M. Barnes,65,71
289,3,2:17.0,,M. Barnes misses 3-pt jump shot from 25 ft,65,71
290,3,2:16.0,Defensive rebound by L. Nance,,65,71
291,3,2:01.0,N. Young misses 3-pt jump shot from 25 ft,,65,71
292,3,2:00.0,,Defensive rebound by A. Afflalo,65,71
293,3,1:42.0,,Offensive foul by A. Afflalo (drawn by N. Young),65,71
294,3,1:42.0,,Turnover by A. Afflalo (offensive foul),65,71
295,3,1:42.0,T. Black enters the game for T. Mozgov,,65,71
296,3,1:42.0,,W. Cauley-Stein enters the game for R. Gay,65,71
297,3,1:42.0,,A. Tolliver enters the game for D. Cousins,65,71
298,3,1:28.0,Turnover by N. Young (offensive foul),,65,71
299,3,1:28.0,,Offensive charge foul by N. Young (drawn by A. Tolliver),65,71
300,3,1:28.0,L. Williams enters the game for N. Young,,65,71
301,3,1:28.0,,G. Temple enters the game for A. Afflalo,65,71
302,3,1:06.0,,Turnover by D. Collison (bad pass; steal by L. Nance),65,71
303,3,1:00.0,J. Clarkson makes 3-pt jump shot from 24 ft (assist by T. Black),,68,71
304,3,0:44.0,,G. Temple misses 2-pt jump shot from 20 ft,68,71
305,3,0:44.0,Defensive rebound by B. Ingram,,68,71
306,3,0:32.0,Turnover by B. Ingram (lost ball; steal by M. Barnes),,68,71
307,3,0:26.0,,D. Collison misses 2-pt layup from 3 ft,68,71
308,3,0:25.0,,Offensive rebound by W. Cauley-Stein,68,71
309,3,0:25.0,,W. Cauley-Stein makes 2-pt dunk at rim,68,73
310,3,0:01.0,L. Nance misses 3-pt jump shot from 23 ft,,68,73
311,3,0:00.0,Offensive rebound by T. Black,,68,73
312,3,0:00.0,T. Black makes 2-pt layup from 1 ft,,70,73
313,4,11:43.0,T. Black makes 2-pt layup from 3 ft (assist by L. Williams),,72,73
314,4,11:29.0,,D. Collison misses 2-pt jump shot from 22 ft,72,73
315,4,11:28.0,Defensive rebound by L. Williams,,72,73
316,4,11:19.0,L. Williams makes 2-pt jump shot from 11 ft,,74,73
317,4,10:58.0,,M. Barnes misses 2-pt layup from 3 ft,74,73
318,4,10:57.0,Defensive rebound by T. Black,,74,73
319,4,10:49.0,Shooting foul by W. Cauley-Stein (drawn by L. Williams),,74,73
320,4,10:49.0,L. Williams misses free throw 1 of 2,,74,73
321,4,10:49.0,Offensive rebound by Team,,74,73
322,4,10:49.0,L. Williams makes free throw 2 of 2,,75,73
323,4,10:38.0,,D. Collison misses 2-pt jump shot from 16 ft,75,73
324,4,10:37.0,,Offensive rebound by W. Cauley-Stein,75,73
325,4,10:32.0,,Turnover by W. Cauley-Stein (bad pass; steal by L. Williams),75,73
326,4,10:16.0,L. Williams misses 3-pt jump shot from 25 ft,,75,73
327,4,10:16.0,,Defensive rebound by M. Barnes,75,73
328,4,9:56.0,,D. Collison misses 2-pt jump shot from 18 ft,75,73
329,4,9:53.0,,Offensive rebound by G. Temple,75,73
330,4,9:53.0,,G. Temple misses 2-pt dunk at rim,75,73
331,4,9:53.0,Defensive rebound by T. Black,,75,73
332,4,9:45.0,Shooting foul by A. Tolliver (drawn by T. Black),,75,73
333,4,9:45.0,T. Black misses free throw 1 of 2,,75,73
334,4,9:45.0,Offensive rebound by Team,,75,73
335,4,9:45.0,,D. Cousins enters the game for W. Cauley-Stein,75,73
336,4,9:45.0,T. Black makes free throw 2 of 2,,76,73
337,4,9:25.0,,A. Tolliver misses 3-pt jump shot from 23 ft,76,73
338,4,9:23.0,Defensive rebound by L. Nance,,76,73
339,4,9:12.0,Turnover by T. Black (traveling),,76,73
340,4,9:03.0,,Personal foul by T. Black (drawn by D. Cousins),76,73
341,4,8:55.0,,Shooting foul by T. Black (drawn by D. Cousins),76,73
342,4,8:55.0,Official timeout,,76,73
343,4,8:55.0,,D. Cousins misses free throw 1 of 2,76,73
344,4,8:55.0,,Offensive rebound by Team,76,73
345,4,8:55.0,,D. Cousins misses free throw 2 of 2,76,73
346,4,8:55.0,T. Mozgov enters the game for T. Black,,76,73
347,4,8:54.0,Defensive rebound by L. Nance,,76,73
348,4,8:40.0,L. Williams makes 2-pt layup from 3 ft,,78,73
349,4,8:19.0,,D. Collison makes 2-pt jump shot from 20 ft,78,75
350,4,8:07.0,Personal foul by D. Cousins,,78,75
351,4,8:01.0,Turnover by J. Clarkson (lost ball; steal by G. Temple),,78,75
352,4,7:56.0,,Shooting foul by T. Mozgov (drawn by G. Temple),78,75
353,4,7:56.0,,G. Temple makes free throw 1 of 2,78,76
354,4,7:56.0,,R. Gay enters the game for A. Tolliver,78,76
355,4,7:56.0,,G. Temple makes free throw 2 of 2,78,77
356,4,7:38.0,T. Mozgov makes 2-pt dunk at rim (assist by B. Ingram),,80,77
357,4,7:09.0,,R. Gay misses 3-pt jump shot from 25 ft,80,77
358,4,7:08.0,Defensive rebound by B. Ingram,,80,77
359,4,6:44.0,L. Williams misses 2-pt jump shot from 14 ft,,80,77
360,4,6:43.0,,Defensive rebound by D. Cousins,80,77
361,4,6:32.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by D. Collison),80,80
362,4,6:12.0,J. Clarkson makes 2-pt layup from 3 ft,,82,80
363,4,5:55.0,,D. Cousins makes 2-pt layup from 2 ft (assist by D. Collison),82,82
364,4,5:34.0,Turnover by J. Clarkson (traveling),,82,82
365,4,5:34.0,,Sacramento full timeout,82,82
366,4,5:34.0,N. Young enters the game for J. Clarkson,,82,82
367,4,5:34.0,J. Randle enters the game for L. Nance,,82,82
368,4,5:34.0,,A. Afflalo enters the game for D. Collison,82,82
369,4,5:34.0,,T. Lawson enters the game for G. Temple,82,82
370,4,5:18.0,,R. Gay misses 3-pt jump shot from 25 ft,82,82
371,4,5:17.0,Defensive rebound by N. Young,,82,82
372,4,4:58.0,B. Ingram makes 2-pt jump shot from 4 ft,,84,82
373,4,4:47.0,,D. Cousins misses 2-pt hook shot from 6 ft,84,82
374,4,4:45.0,Defensive rebound by J. Randle,,84,82
375,4,4:37.0,L. Williams makes 3-pt jump shot from 23 ft (assist by J. Randle),,87,82
376,4,4:20.0,,Personal foul by J. Randle (drawn by D. Cousins),87,82
377,4,4:20.0,LA Lakers full timeout,,87,82
378,4,4:13.0,,R. Gay misses 2-pt jump shot from 11 ft,87,82
379,4,4:11.0,Defensive rebound by N. Young,,87,82
380,4,4:06.0,N. Young makes 2-pt layup from 1 ft,,89,82
381,4,3:45.0,,Turnover by D. Cousins (lost ball; steal by N. Young),89,82
382,4,3:36.0,N. Young makes 3-pt jump shot from 25 ft (assist by J. Randle),,92,82
383,4,3:36.0,,Sacramento full timeout,92,82
384,4,3:24.0,,Personal foul by T. Mozgov (drawn by D. Cousins),92,82
385,4,3:24.0,,D. Cousins makes free throw 1 of 2,92,83
386,4,3:24.0,,D. Cousins makes free throw 2 of 2,92,84
387,4,3:10.0,L. Williams misses 3-pt jump shot from 25 ft,,92,84
388,4,3:10.0,,Defensive rebound by A. Afflalo,92,84
389,4,2:59.0,,D. Cousins makes 2-pt layup from 1 ft,92,86
