,QUARTER,TIME_REMAINING,ATLANTA_ACTION,SAN ANTONIO_ACTION,ATLANTA_SCORE,SAN ANTONIO_SCORE
53,1,5:01.0,D. Schröder misses 2-pt jump shot from 20 ft (block by D. Lee),,15,17
54,1,4:59.0,,Defensive rebound by M. Ginóbili,15,17
55,1,4:49.0,,P. Mills misses 3-pt jump shot from 24 ft,15,17
56,1,4:47.0,Defensive rebound by D. Schröder,,15,17
57,1,4:41.0,D. Schröder misses 2-pt layup from 3 ft,,15,17
58,1,4:39.0,,Defensive rebound by D. Lee,15,17
59,1,4:26.0,,P. Gasol misses 3-pt jump shot from 26 ft,15,17
60,1,4:26.0,Defensive rebound by T. Sefolosha,,15,17
61,1,4:10.0,T. Sefolosha misses 2-pt layup from 1 ft,,15,17
62,1,4:09.0,,Defensive rebound by D. Lee,15,17
63,1,3:56.0,,P. Gasol makes 2-pt jump shot from 9 ft (assist by M. Ginóbili),15,19
64,1,3:34.0,T. Hardaway makes 2-pt layup from 1 ft,,17,19
65,1,3:14.0,,K. Leonard makes 2-pt hook shot from 8 ft,17,21
66,1,2:56.0,P. Millsap misses 2-pt jump shot from 9 ft,,17,21
67,1,2:55.0,,Defensive rebound by P. Gasol,17,21
68,1,2:45.0,,Turnover by P. Gasol (bad pass; steal by T. Hardaway),17,21
69,1,2:38.0,D. Schröder misses 3-pt jump shot from 26 ft,,17,21
70,1,2:37.0,,Defensive rebound by M. Ginóbili,17,21
71,1,2:28.0,,Turnover by K. Leonard (lost ball),17,21
72,1,2:28.0,J. Calderón enters the game for T. Sefolosha,,17,21
73,1,2:28.0,E. İlyasova enters the game for D. Howard,,17,21
74,1,2:28.0,T. Prince enters the game for D. Schröder,,17,21
75,1,2:28.0,,B. Forbes enters the game for P. Mills,17,21
76,1,2:06.0,Turnover by J. Calderón (bad pass),,17,21
77,1,2:06.0,,D. Bertāns enters the game for D. Lee,17,21
78,1,1:56.0,,Personal foul by T. Prince (drawn by K. Leonard),17,21
79,1,1:49.0,,K. Leonard makes 2-pt jump shot from 17 ft (assist by B. Forbes),17,23
80,1,1:40.0,Offensive foul by P. Millsap (drawn by M. Ginóbili),,17,23
81,1,1:40.0,Turnover by P. Millsap (offensive foul),,17,23
82,1,1:31.0,,Turnover by K. Leonard (bad pass; steal by E. İlyasova),17,23
83,1,1:31.0,Personal foul by P. Gasol (drawn by E. İlyasova),,17,23
84,1,1:18.0,Personal foul by K. Leonard (drawn by P. Millsap),,17,23
85,1,1:18.0,P. Millsap makes free throw 1 of 2,,18,23
86,1,1:18.0,P. Millsap misses free throw 2 of 2,,18,23
87,1,1:18.0,,Defensive rebound by P. Gasol,18,23
88,1,1:06.0,,P. Gasol misses 2-pt layup from 2 ft,18,23
89,1,1:05.0,Defensive rebound by T. Prince,,18,23
90,1,0:47.0,J. Calderón misses 3-pt jump shot from 25 ft,,18,23
91,1,0:45.0,,Defensive rebound by P. Gasol,18,23
92,1,0:30.0,,D. Bertāns makes 3-pt jump shot from 23 ft (assist by P. Gasol),18,26
93,1,0:16.0,T. Hardaway misses 2-pt layup from 1 ft (block by P. Gasol),,18,26
94,1,0:15.0,,Defensive rebound by P. Gasol,18,26
95,1,0:00.0,,K. Leonard makes 2-pt jump shot from 20 ft,18,28
96,2,11:48.0,Offensive foul by E. İlyasova (drawn by M. Ginóbili),,18,28
97,2,11:48.0,Turnover by E. İlyasova (offensive foul),,18,28
98,2,11:38.0,,B. Forbes misses 3-pt jump shot from 25 ft,18,28
99,2,11:37.0,Defensive rebound by E. İlyasova,,18,28
100,2,11:15.0,T. Prince misses 2-pt jump shot from 16 ft (block by P. Gasol),,18,28
101,2,11:13.0,,Defensive rebound by D. Bertāns,18,28
102,2,10:57.0,,D. Bertāns misses 3-pt jump shot from 25 ft,18,28
103,2,10:56.0,Defensive rebound by E. İlyasova,,18,28
104,2,10:37.0,Turnover by E. İlyasova (bad pass; steal by M. Ginóbili),,18,28
105,2,10:25.0,,Turnover by M. Ginóbili (bad pass),18,28
106,2,10:17.0,,Offensive charge foul by T. Hardaway (drawn by M. Ginóbili),18,28
107,2,10:17.0,Turnover by T. Hardaway (offensive foul),,18,28
108,2,10:00.0,,Shooting block foul by M. Muscala (drawn by P. Gasol),18,28
109,2,10:00.0,,P. Gasol makes free throw 1 of 2,18,29
110,2,10:00.0,,P. Gasol misses free throw 2 of 2,18,29
111,2,10:00.0,Defensive rebound by M. Muscala,,18,29
112,2,9:44.0,E. İlyasova misses 2-pt jump shot from 16 ft,,18,29
113,2,9:44.0,,Defensive rebound by K. Anderson,18,29
114,2,9:32.0,,D. Bertāns makes 2-pt jump shot from 14 ft (assist by M. Ginóbili),18,31
115,2,9:11.0,J. Calderón misses 3-pt jump shot from 23 ft,,18,31
116,2,9:09.0,Offensive rebound by M. Muscala,,18,31
117,2,9:07.0,Turnover by M. Muscala (lost ball; steal by M. Ginóbili),,18,31
118,2,9:00.0,,M. Ginóbili misses 2-pt layup from 2 ft,18,31
119,2,8:59.0,Defensive rebound by M. Muscala,,18,31
120,2,8:56.0,Official timeout,,18,31
121,2,8:56.0,D. Howard enters the game for M. Muscala,,18,31
122,2,8:56.0,D. Schröder enters the game for J. Calderón,,18,31
123,2,8:56.0,,P. Mills enters the game for M. Ginóbili,18,31
124,2,8:56.0,,D. Green enters the game for B. Forbes,18,31
125,2,8:56.0,,D. Dedmon enters the game for P. Gasol,18,31
126,2,8:49.0,D. Schröder misses 2-pt jump shot from 7 ft,,18,31
127,2,8:48.0,Offensive rebound by D. Howard,,18,31
128,2,8:48.0,Shooting foul by K. Anderson (drawn by D. Howard),,18,31
129,2,8:48.0,D. Howard misses free throw 1 of 2,,18,31
130,2,8:48.0,Offensive rebound by Team,,18,31
131,2,8:48.0,D. Howard misses free throw 2 of 2,,18,31
132,2,8:48.0,,Defensive rebound by D. Dedmon,18,31
133,2,8:32.0,,Turnover by D. Dedmon (lost ball; steal by T. Prince),18,31
134,2,8:23.0,Shooting foul by D. Bertāns (drawn by D. Schröder),,18,31
135,2,8:23.0,D. Schröder makes free throw 1 of 2,,19,31
136,2,8:23.0,K. Bazemore enters the game for T. Prince,,19,31
137,2,8:23.0,D. Schröder makes free throw 2 of 2,,20,31
138,2,8:13.0,,Offensive foul by D. Dedmon (drawn by E. İlyasova),20,31
139,2,8:13.0,,Turnover by D. Dedmon (offensive foul),20,31
140,2,7:59.0,T. Hardaway misses 2-pt jump shot from 11 ft,,20,31
141,2,7:58.0,,Defensive rebound by D. Dedmon,20,31
142,2,7:57.0,,Turnover by D. Dedmon (bad pass),20,31
143,2,7:42.0,E. İlyasova misses 2-pt hook shot from 6 ft,,20,31
144,2,7:42.0,Offensive rebound by E. İlyasova,,20,31
145,2,7:39.0,Shooting foul by D. Bertāns (drawn by D. Howard),,20,31
146,2,7:39.0,D. Howard misses free throw 1 of 2,,20,31
147,2,7:39.0,Offensive rebound by Team,,20,31
148,2,7:39.0,,D. Lee enters the game for D. Bertāns,20,31
149,2,7:39.0,,K. Leonard enters the game for K. Anderson,20,31
150,2,7:39.0,D. Howard makes free throw 2 of 2,,21,31
151,2,7:10.0,,Turnover by D. Lee (bad pass; steal by D. Schröder),21,31
152,2,7:01.0,T. Hardaway misses 2-pt jump shot from 10 ft,,21,31
153,2,7:01.0,,Defensive rebound by Team,21,31
154,2,7:01.0,,San Antonio full timeout,21,31
155,2,6:50.0,,K. Leonard misses 2-pt jump shot from 8 ft,21,31
156,2,6:49.0,Defensive rebound by D. Howard,,21,31
157,2,6:35.0,Turnover by D. Howard (offensive goaltending),,21,31
158,2,6:21.0,,P. Mills misses 2-pt jump shot from 20 ft,21,31
159,2,6:20.0,Defensive rebound by E. İlyasova,,21,31
160,2,6:09.0,E. İlyasova makes 2-pt jump shot from 14 ft (assist by T. Hardaway),,23,31
161,2,6:09.0,Shooting foul by P. Mills (drawn by E. İlyasova),,23,31
162,2,6:09.0,T. Sefolosha enters the game for T. Hardaway,,23,31
163,2,6:09.0,P. Millsap enters the game for D. Howard,,23,31
164,2,6:09.0,E. İlyasova makes free throw 1 of 1,,24,31
165,2,5:51.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by D. Lee),24,34
166,2,5:37.0,E. İlyasova makes 2-pt jump shot from 3 ft (assist by D. Schröder),,26,34
167,2,5:28.0,,D. Green makes 2-pt jump shot from 18 ft (assist by P. Mills),26,36
168,2,5:15.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by D. Schröder),,29,36
169,2,5:02.0,,Shooting foul by T. Sefolosha (drawn by K. Leonard),29,36
170,2,5:02.0,,K. Leonard makes free throw 1 of 3,29,37
171,2,5:02.0,,K. Leonard misses free throw 2 of 3,29,37
172,2,5:02.0,,Offensive rebound by Team,29,37
173,2,5:02.0,D. Howard enters the game for E. İlyasova,,29,37
174,2,5:02.0,,K. Leonard makes free throw 3 of 3,29,38
175,2,4:47.0,K. Bazemore misses 3-pt jump shot from 27 ft,,29,38
176,2,4:46.0,,Defensive rebound by D. Lee,29,38
177,2,4:34.0,,D. Green misses 2-pt jump shot from 20 ft,29,38
178,2,4:33.0,Defensive rebound by Team,,29,38
179,2,4:14.0,Turnover by D. Schröder (bad pass; steal by D. Green),,29,38
180,2,4:09.0,,K. Leonard makes 2-pt layup from 2 ft (assist by D. Green),29,40
181,2,4:09.0,,Shooting foul by K. Bazemore (drawn by K. Leonard),29,40
182,2,4:09.0,,M. Ginóbili enters the game for D. Green,29,40
183,2,4:09.0,,P. Gasol enters the game for D. Dedmon,29,40
184,2,4:09.0,,K. Leonard makes free throw 1 of 1,29,41
185,2,4:09.0,Atlanta full timeout,,29,41
186,2,3:57.0,P. Millsap makes 2-pt jump shot from 17 ft (assist by D. Schröder),,31,41
187,2,3:34.0,,P. Mills misses 3-pt jump shot from 23 ft,31,41
188,2,3:33.0,Defensive rebound by P. Millsap,,31,41
189,2,3:22.0,D. Schröder makes 2-pt jump shot from 8 ft,,33,41
190,2,3:10.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by P. Gasol),33,44
191,2,2:52.0,D. Schröder misses 3-pt jump shot from 25 ft,,33,44
192,2,2:50.0,,Defensive rebound by M. Ginóbili,33,44
193,2,2:42.0,,P. Gasol makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),33,47
194,2,2:27.0,K. Bazemore makes 2-pt layup from 2 ft (assist by P. Millsap),,35,47
195,2,2:27.0,Shooting foul by D. Lee (drawn by K. Bazemore),,35,47
196,2,2:27.0,E. İlyasova enters the game for D. Howard,,35,47
197,2,2:27.0,K. Bazemore makes free throw 1 of 1,,36,47
198,2,2:10.0,,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by P. Gasol),36,50
199,2,1:52.0,T. Sefolosha misses 2-pt jump shot from 7 ft,,36,50
200,2,1:51.0,,Defensive rebound by K. Leonard,36,50
201,2,1:42.0,,Turnover by M. Ginóbili (bad pass; steal by K. Bazemore),36,50
202,2,1:36.0,D. Schröder makes 2-pt layup from 2 ft (assist by T. Sefolosha),,38,50
203,2,1:19.0,,K. Leonard misses 3-pt jump shot from 25 ft,38,50
204,2,1:17.0,,Offensive rebound by D. Lee,38,50
205,2,1:15.0,,D. Lee makes 2-pt layup from 1 ft,38,52
206,2,0:58.0,Personal block foul by K. Leonard (drawn by K. Bazemore),,38,52
207,2,0:58.0,K. Bazemore misses free throw 1 of 2,,38,52
208,2,0:58.0,Offensive rebound by Team,,38,52
209,2,0:58.0,T. Hardaway enters the game for T. Sefolosha,,38,52
210,2,0:58.0,K. Bazemore makes free throw 2 of 2,,39,52
211,2,0:40.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,39,52
212,2,0:39.0,,Offensive rebound by D. Lee,39,52
213,2,0:39.0,,D. Lee makes 2-pt layup from 1 ft,39,54
214,2,0:32.0,D. Schröder makes 2-pt layup from 2 ft,,41,54
215,2,0:09.0,,D. Lee misses 2-pt jump shot from 14 ft (block by T. Hardaway),41,54
216,2,0:08.0,,Offensive rebound by Team,41,54
217,2,0:08.0,,Turnover by Team (shot clock),41,54
218,2,0:08.0,Atlanta full timeout,,41,54
219,2,0:08.0,,D. Green enters the game for D. Lee,41,54
220,2,0:08.0,,K. Anderson enters the game for P. Gasol,41,54
221,2,0:01.0,D. Schröder makes 2-pt jump shot from 4 ft,,43,54
222,3,11:42.0,D. Howard makes 2-pt layup from 3 ft (assist by T. Sefolosha),,45,54
223,3,11:26.0,,D. Lee makes 2-pt dunk at rim (assist by P. Mills),45,56
224,3,11:13.0,Shooting foul by D. Lee (drawn by D. Howard),,45,56
225,3,11:13.0,D. Howard misses free throw 1 of 2,,45,56
226,3,11:13.0,Offensive rebound by Team,,45,56
227,3,11:13.0,D. Howard misses free throw 2 of 2,,45,56
228,3,11:12.0,,Defensive rebound by D. Lee,45,56
229,3,10:48.0,,K. Leonard misses 2-pt layup from 2 ft,45,56
230,3,10:47.0,Defensive rebound by D. Howard,,45,56
231,3,10:36.0,T. Sefolosha misses 3-pt jump shot from 23 ft,,45,56
232,3,10:35.0,,Defensive rebound by D. Green,45,56
233,3,10:29.0,,K. Leonard misses 3-pt jump shot from 25 ft,45,56
234,3,10:28.0,Defensive rebound by D. Howard,,45,56
235,3,10:18.0,D. Schröder makes 2-pt jump shot from 12 ft,,47,56
236,3,10:06.0,,Shooting foul by D. Schröder (drawn by P. Mills),47,56
237,3,10:06.0,,P. Mills makes free throw 1 of 2,47,57
238,3,10:06.0,,P. Mills makes free throw 2 of 2,47,58
239,3,9:58.0,Atlanta full timeout,,47,58
240,3,9:47.0,P. Millsap makes 2-pt dunk at rim (assist by D. Howard),,49,58
241,3,9:25.0,,D. Lee makes 2-pt layup from 2 ft (assist by K. Leonard),49,60
242,3,9:13.0,Shooting foul by D. Lee (drawn by P. Millsap),,49,60
243,3,9:13.0,P. Millsap makes free throw 1 of 2,,50,60
244,3,9:13.0,P. Millsap misses free throw 2 of 2,,50,60
245,3,9:12.0,,Defensive rebound by D. Dedmon,50,60
246,3,8:56.0,,D. Green makes 3-pt jump shot from 24 ft (assist by D. Lee),50,63
247,3,8:34.0,P. Millsap misses 3-pt jump shot from 25 ft,,50,63
248,3,8:33.0,,Defensive rebound by P. Mills,50,63
249,3,8:19.0,,D. Green misses 3-pt jump shot from 24 ft,50,63
250,3,8:17.0,Defensive rebound by D. Howard,,50,63
251,3,8:09.0,Shooting foul by D. Dedmon (drawn by K. Bazemore),,50,63
252,3,8:09.0,K. Bazemore makes free throw 1 of 2,,51,63
253,3,8:09.0,K. Bazemore makes free throw 2 of 2,,52,63
254,3,7:51.0,,D. Lee makes 2-pt jump shot from 17 ft (assist by K. Leonard),52,65
255,3,7:40.0,D. Howard misses 2-pt layup from 3 ft,,52,65
256,3,7:38.0,,Defensive rebound by D. Dedmon,52,65
257,3,7:22.0,,K. Leonard makes 2-pt jump shot from 17 ft (assist by D. Lee),52,67
258,3,7:09.0,Personal foul by D. Lee (drawn by D. Howard),,52,67
259,3,7:08.0,Personal foul by K. Leonard (drawn by T. Sefolosha),,52,67
260,3,7:08.0,T. Sefolosha makes free throw 1 of 2,,53,67
261,3,7:08.0,T. Sefolosha misses free throw 2 of 2,,53,67
262,3,7:08.0,,P. Gasol enters the game for D. Lee,53,67
263,3,7:08.0,,M. Ginóbili enters the game for D. Green,53,67
264,3,7:07.0,,Defensive rebound by D. Dedmon,53,67
265,3,6:51.0,,P. Mills misses 3-pt jump shot from 25 ft,53,67
266,3,6:50.0,Defensive rebound by T. Sefolosha,,53,67
267,3,6:41.0,D. Howard makes 2-pt hook shot from 7 ft (assist by D. Schröder),,55,67
268,3,6:25.0,,P. Mills misses 2-pt jump shot from 13 ft,55,67
269,3,6:24.0,Defensive rebound by D. Howard,,55,67
270,3,6:13.0,D. Howard misses 2-pt jump shot from 8 ft (block by P. Gasol),,55,67
271,3,6:13.0,Offensive rebound by Team,,55,67
272,3,6:09.0,D. Schröder makes 2-pt jump shot from 16 ft (assist by K. Bazemore),,57,67
273,3,5:45.0,,D. Dedmon makes 2-pt layup from 1 ft (assist by P. Gasol),57,69
274,3,5:37.0,Shooting foul by D. Dedmon (drawn by P. Millsap),,57,69
275,3,5:37.0,P. Millsap makes free throw 1 of 2,,58,69
276,3,5:37.0,,J. Anthony enters the game for D. Dedmon,58,69
277,3,5:37.0,T. Hardaway enters the game for K. Bazemore,,58,69
278,3,5:37.0,P. Millsap makes free throw 2 of 2,,59,69
279,3,5:22.0,,K. Leonard misses 3-pt jump shot from 25 ft,59,69
280,3,5:21.0,Defensive rebound by T. Hardaway,,59,69
281,3,5:12.0,P. Millsap makes 2-pt jump shot from 8 ft (assist by D. Schröder),,61,69
282,3,5:12.0,,San Antonio full timeout,61,69
283,3,4:54.0,,K. Leonard makes 2-pt jump shot from 9 ft (assist by P. Mills),61,71
284,3,4:42.0,D. Schröder misses 2-pt jump shot from 18 ft,,61,71
285,3,4:41.0,,Defensive rebound by K. Leonard,61,71
286,3,4:32.0,,P. Gasol misses 3-pt jump shot from 25 ft,61,71
287,3,4:30.0,Defensive rebound by D. Howard,,61,71
288,3,4:26.0,T. Hardaway makes 2-pt layup from 1 ft (assist by D. Schröder),,63,71
289,3,4:07.0,,K. Leonard misses 2-pt jump shot from 11 ft,63,71
290,3,4:07.0,Defensive rebound by Team,,63,71
291,3,4:07.0,E. İlyasova enters the game for D. Howard,,63,71
292,3,4:07.0,,D. Green enters the game for M. Ginóbili,63,71
293,3,3:57.0,D. Schröder misses 2-pt jump shot from 14 ft,,63,71
294,3,3:55.0,,Defensive rebound by K. Leonard,63,71
295,3,3:47.0,,P. Mills misses 2-pt jump shot from 17 ft,63,71
296,3,3:46.0,,Offensive rebound by J. Anthony,63,71
297,3,3:43.0,,Turnover by J. Anthony (bad pass; steal by T. Hardaway),63,71
298,3,3:43.0,Personal foul by P. Mills,,63,71
299,3,3:43.0,T. Hardaway makes free throw 1 of 2,,64,71
300,3,3:43.0,,D. Bertāns enters the game for J. Anthony,64,71
301,3,3:43.0,T. Hardaway makes free throw 2 of 2,,65,71
302,3,3:25.0,,D. Bertāns misses 3-pt jump shot from 25 ft,65,71
303,3,3:25.0,,Offensive rebound by Team,65,71
304,3,3:25.0,Loose ball foul by P. Millsap (drawn by P. Gasol),,65,71
305,3,3:18.0,,K. Leonard misses 2-pt jump shot from 16 ft,65,71
306,3,3:17.0,,Offensive rebound by P. Gasol,65,71
307,3,3:14.0,,P. Mills misses 3-pt jump shot from 25 ft,65,71
308,3,3:13.0,,Offensive rebound by P. Gasol,65,71
309,3,3:02.0,,Turnover by D. Bertāns (bad pass),65,71
310,3,2:50.0,P. Millsap makes 2-pt jump shot from 15 ft (assist by D. Schröder),,67,71
311,3,2:38.0,,D. Green makes 3-pt jump shot from 25 ft (assist by P. Mills),67,74
312,3,2:17.0,T. Sefolosha makes 2-pt layup from 2 ft (assist by P. Millsap),,69,74
313,3,2:02.0,,Turnover by D. Green (bad pass; steal by D. Schröder),69,74
314,3,1:53.0,T. Sefolosha makes 2-pt jump shot from 15 ft (assist by T. Hardaway),,71,74
315,3,1:39.0,,P. Gasol misses 2-pt jump shot from 5 ft,71,74
316,3,1:38.0,,Offensive rebound by P. Gasol,71,74
317,3,1:38.0,,P. Gasol makes 2-pt layup at rim,71,76
318,3,1:16.0,D. Schröder misses 2-pt layup from 2 ft (block by D. Bertāns),,71,76
319,3,1:16.0,Offensive rebound by Team,,71,76
320,3,1:16.0,,B. Forbes enters the game for P. Mills,71,76
321,3,1:16.0,,M. Ginóbili enters the game for K. Leonard,71,76
322,3,1:16.0,K. Bazemore enters the game for T. Sefolosha,,71,76
323,3,1:13.0,E. İlyasova misses 3-pt jump shot from 24 ft,,71,76
324,3,1:12.0,Offensive rebound by P. Millsap,,71,76
325,3,1:12.0,P. Millsap misses 2-pt jump shot from 6 ft,,71,76
326,3,1:10.0,,Defensive rebound by D. Green,71,76
327,3,1:04.0,,D. Green makes 3-pt jump shot from 25 ft (assist by D. Bertāns),71,79
328,3,0:50.0,D. Schröder makes 2-pt layup from 1 ft,,73,79
329,3,0:32.0,,P. Gasol misses 2-pt jump shot from 17 ft,73,79
330,3,0:30.0,Defensive rebound by E. İlyasova,,73,79
331,3,0:22.0,E. İlyasova misses 2-pt layup from 2 ft (block by P. Gasol),,73,79
332,3,0:21.0,,Defensive rebound by P. Gasol,73,79
333,3,0:00.0,,B. Forbes makes 2-pt jump shot from 17 ft (assist by M. Ginóbili),73,81
334,4,11:45.0,,D. Bertāns misses 3-pt jump shot from 26 ft,73,81
335,4,11:44.0,Defensive rebound by Team,,73,81
336,4,11:24.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by P. Millsap),,76,81
337,4,11:04.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,76,81
338,4,11:03.0,Defensive rebound by K. Bazemore,,76,81
339,4,10:48.0,P. Millsap makes 2-pt jump shot from 16 ft,,78,81
340,4,10:33.0,,D. Bertāns makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),78,84
341,4,10:18.0,P. Millsap misses 2-pt jump shot from 20 ft,,78,84
342,4,10:16.0,,Defensive rebound by B. Forbes,78,84
343,4,10:00.0,,Shooting foul by K. Bazemore (drawn by P. Gasol),78,84
344,4,10:00.0,,P. Gasol makes free throw 1 of 2,78,85
345,4,10:00.0,D. Howard enters the game for E. İlyasova,,78,85
346,4,10:00.0,T. Prince enters the game for K. Bazemore,,78,85
347,4,10:00.0,,J. Simmons enters the game for D. Green,78,85
348,4,10:00.0,,P. Gasol makes free throw 2 of 2,78,86
349,4,9:48.0,,Offensive charge foul by P. Millsap (drawn by D. Bertāns),78,86
350,4,9:48.0,Turnover by P. Millsap (offensive foul),,78,86
351,4,9:48.0,Violation by Team (jump ball),,78,86
352,4,9:48.0,,D. Dedmon enters the game for P. Gasol,78,86
353,4,9:37.0,,Turnover by M. Ginóbili (bad pass; steal by J. Calderón),78,86
354,4,9:31.0,T. Hardaway misses 3-pt jump shot from 25 ft,,78,86
355,4,9:28.0,Offensive rebound by Team,,78,86
356,4,9:17.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by J. Calderón),,81,86
357,4,9:16.0,,San Antonio full timeout,81,86
358,4,9:16.0,,P. Mills enters the game for B. Forbes,81,86
359,4,9:16.0,E. İlyasova enters the game for P. Millsap,,81,86
360,4,8:55.0,,J. Simmons misses 2-pt jump shot from 15 ft,81,86
361,4,8:54.0,,Offensive rebound by M. Ginóbili,81,86
362,4,8:41.0,,J. Simmons misses 2-pt layup from 1 ft (block by E. İlyasova),81,86
363,4,8:41.0,Defensive rebound by Team,,81,86
364,4,8:28.0,T. Hardaway misses 2-pt jump shot from 17 ft,,81,86
365,4,8:27.0,Offensive rebound by D. Howard,,81,86
366,4,8:27.0,Shooting foul by J. Simmons (drawn by D. Howard),,81,86
367,4,8:27.0,D. Howard makes free throw 1 of 2,,82,86
368,4,8:27.0,,K. Leonard enters the game for J. Simmons,82,86
369,4,8:27.0,,B. Forbes enters the game for P. Mills,82,86
370,4,8:27.0,D. Howard makes free throw 2 of 2,,83,86
371,4,8:14.0,,K. Leonard misses 3-pt jump shot from 23 ft,83,86
372,4,8:12.0,Defensive rebound by T. Hardaway,,83,86
373,4,8:08.0,T. Prince makes 2-pt layup from 2 ft (assist by T. Hardaway),,85,86
374,4,8:01.0,,Turnover by K. Leonard (lost ball; steal by J. Calderón),85,86
375,4,7:55.0,,Offensive charge foul by T. Prince (drawn by M. Ginóbili),85,86
376,4,7:55.0,Turnover by T. Prince (offensive foul),,85,86
377,4,7:45.0,,Personal foul by E. İlyasova (drawn by M. Ginóbili),85,86
378,4,7:45.0,,D. Lee enters the game for D. Bertāns,85,86
