,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,WASHINGTON_ACTION,PHILADELPHIA_SCORE,WASHINGTON_SCORE
82,1,4:30.0,,Defensive rebound by Team,24,13
83,1,4:29.0,D. Šarić enters the game for E. İlyasova,,24,13
84,1,4:20.0,,J. Wall makes 2-pt layup from 2 ft,24,15
85,1,4:20.0,,Shooting foul by S. Rodríguez (drawn by J. Wall),24,15
86,1,4:20.0,,J. Wall makes free throw 1 of 1,24,16
87,1,4:03.0,R. Covington makes 3-pt jump shot from 27 ft (assist by G. Henderson),,27,16
88,1,3:52.0,,O. Porter misses 2-pt jump shot from 17 ft,27,16
89,1,3:52.0,Defensive rebound by N. Noel,,27,16
90,1,3:41.0,S. Rodríguez misses 2-pt jump shot from 20 ft,,27,16
91,1,3:39.0,,Defensive rebound by B. Beal,27,16
92,1,3:31.0,,Def 3 sec tech foul by G. Henderson,27,16
93,1,3:31.0,,B. Beal makes technical free throw,27,17
94,1,3:24.0,,Turnover by B. Beal (bad pass; steal by S. Rodríguez),27,17
95,1,3:20.0,Turnover by R. Covington (lost ball; steal by O. Porter),,27,17
96,1,3:14.0,,B. Beal misses 2-pt jump shot from 3 ft,27,17
97,1,3:14.0,,Offensive rebound by O. Porter,27,17
98,1,3:14.0,,Personal foul by G. Henderson (drawn by O. Porter),27,17
99,1,3:14.0,,O. Porter misses free throw 1 of 2,27,17
100,1,3:14.0,,Offensive rebound by Team,27,17
101,1,3:14.0,,O. Porter misses free throw 2 of 2,27,17
102,1,3:14.0,,T. Satoranský enters the game for B. Beal,27,17
103,1,3:12.0,Defensive rebound by N. Noel,,27,17
104,1,2:50.0,N. Noel misses 2-pt jump shot from 18 ft,,27,17
105,1,2:49.0,,Defensive rebound by T. Satoranský,27,17
106,1,2:39.0,,J. Wall misses 2-pt jump shot from 7 ft,27,17
107,1,2:38.0,,Offensive rebound by O. Porter,27,17
108,1,2:37.0,,Shooting foul by N. Noel (drawn by O. Porter),27,17
109,1,2:37.0,Philadelphia full timeout,,27,17
110,1,2:37.0,,O. Porter makes free throw 1 of 2,27,18
111,1,2:37.0,T. Luwawu-Cabarrot enters the game for R. Covington,,27,17
112,1,2:37.0,,O. Porter makes free throw 2 of 2,27,19
113,1,2:26.0,Shooting foul by J. Wall (drawn by G. Henderson),,27,19
114,1,2:26.0,G. Henderson makes free throw 1 of 2,,28,19
115,1,2:26.0,G. Henderson misses free throw 2 of 2,,28,19
116,1,2:25.0,,Defensive rebound by K. Oubre,28,19
117,1,2:14.0,,Turnover by J. Wall (bad pass),28,19
118,1,2:01.0,Turnover by N. Noel (bad pass),,28,19
119,1,1:50.0,,K. Oubre misses 3-pt jump shot from 24 ft,28,19
120,1,1:49.0,,Offensive rebound by A. Nicholson,28,19
121,1,1:46.0,,A. Nicholson misses 2-pt hook shot from 9 ft,28,19
122,1,1:46.0,Defensive rebound by Team,,28,19
123,1,1:26.0,Offensive foul by D. Šarić (drawn by O. Porter),,28,19
124,1,1:26.0,Turnover by D. Šarić (offensive foul),,28,19
125,1,1:26.0,,T. Burke enters the game for J. Wall,28,19
126,1,1:14.0,,T. Satoranský misses 2-pt layup from 1 ft,28,19
127,1,1:13.0,Defensive rebound by N. Noel,,28,19
128,1,1:03.0,D. Šarić misses 3-pt jump shot from 26 ft,,28,19
129,1,1:03.0,,Defensive rebound by T. Burke,28,19
130,1,0:50.0,,O. Porter misses 2-pt jump shot from 14 ft,28,19
131,1,0:49.0,,Offensive rebound by T. Satoranský,28,19
132,1,0:48.0,,T. Satoranský misses 2-pt layup from 1 ft,28,19
133,1,0:47.0,Defensive rebound by N. Noel,,28,19
134,1,0:37.0,G. Henderson misses 2-pt jump shot from 16 ft,,28,19
135,1,0:37.0,Offensive rebound by N. Noel,,28,19
136,1,0:31.0,Turnover by N. Noel (bad pass),,28,19
137,1,0:14.0,,T. Burke makes 2-pt jump shot from 17 ft,28,21
138,1,0:01.0,S. Rodríguez misses 3-pt jump shot from 27 ft,,28,21
139,1,0:01.0,Offensive rebound by N. Noel,,28,21
140,1,0:01.0,N. Noel makes 2-pt layup from 1 ft,,30,21
141,2,11:38.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by G. Henderson),,33,21
142,2,11:21.0,,A. Nicholson makes 2-pt jump shot from 14 ft,33,23
143,2,11:04.0,N. Noel misses 2-pt jump shot from 18 ft,,33,23
144,2,11:03.0,,Defensive rebound by T. Satoranský,33,23
145,2,10:55.0,,Personal block foul by N. Noel (drawn by A. Nicholson),33,23
146,2,10:55.0,J. Okafor enters the game for N. Noel,,33,23
147,2,10:46.0,,A. Nicholson misses 2-pt hook shot from 11 ft,33,23
148,2,10:45.0,Defensive rebound by D. Šarić,,33,23
149,2,10:34.0,T. Luwawu-Cabarrot makes 2-pt jump shot from 6 ft,,35,23
150,2,10:28.0,,K. Oubre makes 2-pt dunk at rim (assist by T. Burke),35,25
151,2,10:07.0,S. Rodríguez makes 3-pt jump shot from 23 ft (assist by G. Henderson),,38,25
152,2,9:49.0,,Turnover by M. Morris (lost ball; steal by D. Šarić),38,25
153,2,9:46.0,Turnover by D. Šarić (traveling),,38,25
154,2,9:46.0,,B. Beal enters the game for T. Satoranský,38,25
155,2,9:30.0,,A. Nicholson makes 2-pt jump shot from 15 ft (assist by M. Morris),38,27
156,2,9:19.0,Shooting foul by A. Nicholson (drawn by J. Okafor),,38,27
157,2,9:19.0,J. Okafor misses free throw 1 of 2,,38,27
158,2,9:19.0,Offensive rebound by Team,,38,27
159,2,9:19.0,J. Okafor makes free throw 2 of 2,,39,27
160,2,9:12.0,,T. Burke misses 2-pt jump shot from 14 ft,39,27
161,2,9:11.0,Defensive rebound by G. Henderson,,39,27
162,2,9:05.0,Personal block foul by K. Oubre (drawn by G. Henderson),,39,27
163,2,8:57.0,Official timeout,,39,27
164,2,8:49.0,J. Okafor misses 2-pt jump shot from 5 ft,,39,27
165,2,8:48.0,,Defensive rebound by M. Morris,39,27
166,2,8:37.0,,Personal foul by D. Šarić (drawn by M. Morris),39,27
167,2,8:37.0,T. McConnell enters the game for S. Rodríguez,,39,27
168,2,8:37.0,N. Stauskas enters the game for G. Henderson,,39,27
169,2,8:35.0,,J. Wall enters the game for T. Burke,39,27
170,2,8:31.0,,M. Morris makes 2-pt layup from 1 ft,39,29
171,2,8:13.0,Personal foul by A. Nicholson (drawn by J. Okafor),,39,29
172,2,8:13.0,,M. Gortat enters the game for A. Nicholson,39,29
173,2,7:59.0,D. Šarić misses 3-pt jump shot from 28 ft,,39,29
174,2,7:58.0,,Defensive rebound by B. Beal,39,29
175,2,7:48.0,,Turnover by M. Gortat (bad pass; steal by T. McConnell),39,29
176,2,7:37.0,J. Okafor makes 2-pt dunk at rim (assist by N. Stauskas),,41,29
177,2,7:26.0,,Def 3 sec tech foul by J. Okafor,41,29
178,2,7:26.0,,B. Beal makes technical free throw,41,30
179,2,7:26.0,E. İlyasova enters the game for D. Šarić,,41,30
180,2,7:26.0,,O. Porter enters the game for K. Oubre,41,30
181,2,7:24.0,,Personal foul by T. McConnell (drawn by B. Beal),41,30
182,2,7:14.0,,J. Wall misses 2-pt jump shot from 11 ft,41,30
183,2,7:12.0,Defensive rebound by T. Luwawu-Cabarrot,,41,30
184,2,7:06.0,E. İlyasova makes 2-pt layup from 2 ft (assist by T. Luwawu-Cabarrot),,43,30
185,2,6:52.0,,B. Beal makes 2-pt layup from 1 ft,43,32
186,2,6:31.0,E. İlyasova makes 2-pt layup from 1 ft (assist by T. McConnell),,45,32
187,2,6:09.0,,M. Morris makes 2-pt jump shot from 15 ft,45,34
188,2,5:54.0,Turnover by T. Luwawu-Cabarrot (bad pass),,45,34
189,2,5:54.0,,Washington full timeout,45,34
190,2,5:54.0,R. Covington enters the game for T. Luwawu-Cabarrot,,45,34
191,2,5:43.0,,M. Gortat makes 2-pt hook shot from 8 ft (assist by O. Porter),45,36
192,2,5:26.0,E. İlyasova misses 2-pt jump shot from 18 ft,,45,36
193,2,5:26.0,,Defensive rebound by M. Morris,45,36
194,2,5:15.0,,J. Wall makes 2-pt jump shot from 8 ft,45,38
195,2,5:03.0,T. McConnell makes 2-pt layup from 1 ft,,47,38
196,2,4:56.0,,B. Beal makes 2-pt layup at rim,47,40
197,2,4:47.0,E. İlyasova makes 3-pt jump shot from 23 ft (assist by R. Covington),,50,40
198,2,4:38.0,,Personal foul by T. McConnell (drawn by J. Wall),50,40
199,2,4:32.0,,Turnover by J. Wall (lost ball),50,40
200,2,4:11.0,N. Stauskas misses 3-pt jump shot from 28 ft,,50,40
201,2,4:10.0,Offensive rebound by J. Okafor,,50,40
202,2,4:01.0,Turnover by N. Stauskas (lost ball),,50,40
203,2,3:53.0,,J. Wall makes 2-pt layup from 2 ft,50,42
204,2,3:39.0,N. Stauskas misses 2-pt layup from 1 ft,,50,42
205,2,3:38.0,,Defensive rebound by M. Gortat,50,42
206,2,3:26.0,,B. Beal misses 2-pt jump shot from 6 ft,50,42
207,2,3:25.0,,Offensive rebound by M. Gortat,50,42
208,2,3:24.0,,M. Gortat makes 2-pt layup from 2 ft,50,44
209,2,3:24.0,Philadelphia full timeout,,50,44
210,2,3:14.0,J. Okafor makes 2-pt layup from 1 ft (assist by T. McConnell),,52,44
211,2,2:50.0,,B. Beal makes 3-pt jump shot from 27 ft,52,47
212,2,2:30.0,N. Stauskas misses 3-pt jump shot from 27 ft,,52,47
213,2,2:29.0,,Defensive rebound by M. Morris,52,47
214,2,2:19.0,,M. Gortat misses 2-pt jump shot from 9 ft,52,47
215,2,2:18.0,,Offensive rebound by J. Wall,52,47
216,2,2:17.0,,J. Wall misses 2-pt layup from 1 ft,52,47
217,2,2:17.0,,Offensive rebound by J. Wall,52,47
218,2,2:17.0,,Shooting foul by J. Okafor (drawn by J. Wall),52,47
219,2,2:17.0,,J. Wall makes free throw 1 of 2,52,48
220,2,2:17.0,,J. Wall makes free throw 2 of 2,52,49
221,2,1:57.0,J. Okafor misses 2-pt jump shot from 15 ft,,52,49
222,2,1:56.0,,Defensive rebound by B. Beal,52,49
223,2,1:50.0,,J. Wall makes 2-pt dunk at rim,52,51
224,2,1:28.0,J. Okafor makes 2-pt hook shot from 6 ft (assist by E. İlyasova),,54,51
225,2,1:12.0,,B. Beal makes 2-pt jump shot from 16 ft,54,53
226,2,0:55.0,Turnover by J. Okafor (bad pass; steal by B. Beal),,54,53
227,2,0:51.0,,Personal foul by N. Stauskas (drawn by J. Wall),54,53
228,2,0:51.0,,J. Wall misses free throw 1 of 2,54,53
229,2,0:51.0,,Offensive rebound by Team,54,53
230,2,0:51.0,N. Noel enters the game for J. Okafor,,54,53
231,2,0:51.0,,A. Nicholson enters the game for M. Gortat,54,53
232,2,0:51.0,,J. Wall makes free throw 2 of 2,54,54
233,2,0:48.0,Philadelphia full timeout,,54,54
234,2,0:31.0,R. Covington makes 2-pt jump shot from 20 ft (assist by T. McConnell),,56,54
235,2,0:07.0,,J. Wall makes 2-pt jump shot from 3 ft,56,56
236,2,0:02.0,Turnover by T. McConnell (bad pass; steal by A. Nicholson),,56,56
237,3,11:44.0,J. Okafor misses 2-pt jump shot from 11 ft,,56,56
238,3,11:43.0,,Defensive rebound by M. Morris,56,56
239,3,11:36.0,,J. Wall makes 2-pt layup from 1 ft,56,58
240,3,11:20.0,E. İlyasova misses 2-pt jump shot from 12 ft,,56,58
241,3,11:20.0,,Defensive rebound by J. Wall,56,58
242,3,11:12.0,,B. Beal misses 2-pt jump shot from 10 ft,56,58
243,3,11:11.0,Defensive rebound by E. İlyasova,,56,58
244,3,11:05.0,R. Covington misses 3-pt jump shot from 27 ft,,56,58
245,3,11:04.0,,Defensive rebound by M. Gortat,56,58
246,3,10:41.0,,M. Gortat makes 2-pt hook shot from 7 ft (assist by J. Wall),56,60
247,3,10:25.0,N. Stauskas misses 3-pt jump shot from 26 ft,,56,60
248,3,10:24.0,,Defensive rebound by J. Wall,56,60
249,3,10:13.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by B. Beal),56,63
250,3,10:12.0,Philadelphia full timeout,,56,63
251,3,9:49.0,T. McConnell makes 2-pt layup from 1 ft,,58,63
252,3,9:33.0,,M. Morris makes 2-pt dunk at rim (assist by J. Wall),58,65
253,3,9:16.0,Turnover by N. Stauskas (lost ball; steal by J. Wall),,58,65
254,3,9:14.0,,Personal take foul by T. McConnell (drawn by J. Wall),58,65
255,3,9:02.0,,Turnover by M. Morris (lost ball),58,65
256,3,8:56.0,Personal foul by M. Morris (drawn by N. Stauskas),,58,65
257,3,8:44.0,T. McConnell misses 2-pt jump shot from 17 ft,,58,65
258,3,8:43.0,,Defensive rebound by M. Gortat,58,65
259,3,8:35.0,,J. Wall misses 2-pt jump shot from 18 ft,58,65
260,3,8:34.0,Defensive rebound by N. Stauskas,,58,65
261,3,8:22.0,J. Okafor makes 2-pt layup from 1 ft,,60,65
262,3,7:59.0,,O. Porter misses 2-pt jump shot from 17 ft,60,65
263,3,7:58.0,Defensive rebound by R. Covington,,60,65
264,3,7:41.0,Personal foul by M. Morris (drawn by R. Covington),,60,65
265,3,7:34.0,E. İlyasova misses 3-pt jump shot from 26 ft,,60,65
266,3,7:32.0,,Defensive rebound by J. Wall,60,65
267,3,7:16.0,,O. Porter makes 2-pt jump shot from 18 ft (assist by J. Wall),60,67
268,3,6:57.0,J. Okafor makes 2-pt jump shot from 6 ft (assist by N. Stauskas),,62,67
269,3,6:47.0,,B. Beal makes 2-pt layup at rim,62,69
270,3,6:32.0,N. Stauskas misses 3-pt jump shot from 23 ft,,62,69
271,3,6:31.0,,Defensive rebound by M. Gortat,62,69
272,3,6:21.0,,M. Gortat misses 2-pt layup at rim,62,69
273,3,6:20.0,Defensive rebound by R. Covington,,62,69
274,3,6:15.0,N. Stauskas misses 3-pt jump shot from 25 ft,,62,69
275,3,6:14.0,,Defensive rebound by J. Wall,62,69
276,3,6:03.0,,O. Porter misses 3-pt jump shot from 24 ft,62,69
277,3,6:02.0,Defensive rebound by T. McConnell,,62,69
278,3,5:52.0,T. McConnell misses 2-pt layup at rim,,62,69
279,3,5:52.0,,Defensive rebound by M. Gortat,62,69
280,3,5:44.0,,M. Morris misses 2-pt layup from 1 ft,62,69
281,3,5:43.0,Defensive rebound by E. İlyasova,,62,69
282,3,5:20.0,T. McConnell misses 2-pt jump shot from 14 ft,,62,69
283,3,5:20.0,,Defensive rebound by B. Beal,62,69
284,3,5:10.0,,B. Beal misses 2-pt jump shot from 9 ft,62,69
285,3,5:09.0,Defensive rebound by J. Okafor,,62,69
286,3,4:58.0,T. McConnell misses 3-pt jump shot from 28 ft,,62,69
287,3,4:57.0,,Defensive rebound by Team,62,69
288,3,4:56.0,G. Henderson enters the game for R. Covington,,62,69
289,3,4:56.0,T. Luwawu-Cabarrot enters the game for J. Okafor,,62,69
290,3,4:56.0,N. Noel enters the game for N. Stauskas,,62,69
291,3,4:56.0,,K. Oubre enters the game for M. Morris,62,69
292,3,4:45.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),62,71
293,3,4:45.0,,Shooting foul by N. Noel (drawn by M. Gortat),62,71
294,3,4:45.0,,M. Gortat misses free throw 1 of 1,62,71
295,3,4:45.0,S. Rodríguez enters the game for T. McConnell,,62,71
296,3,4:45.0,D. Šarić enters the game for E. İlyasova,,62,71
297,3,4:44.0,Defensive rebound by N. Noel,,62,71
298,3,4:21.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,,62,71
299,3,4:20.0,,Defensive rebound by M. Gortat,62,71
300,3,4:13.0,,J. Wall makes 3-pt jump shot from 26 ft,62,74
301,3,3:50.0,G. Henderson misses 3-pt jump shot from 23 ft,,62,74
302,3,3:49.0,,Defensive rebound by O. Porter,62,74
303,3,3:37.0,,J. Wall makes 3-pt jump shot from 25 ft,62,77
304,3,3:36.0,Philadelphia full timeout,,62,77
305,3,3:36.0,,T. Satoranský enters the game for B. Beal,62,77
306,3,3:18.0,D. Šarić makes 3-pt jump shot from 29 ft (assist by T. Luwawu-Cabarrot),,65,77
307,3,2:55.0,,O. Porter misses 3-pt jump shot from 26 ft,65,77
308,3,2:54.0,Defensive rebound by N. Noel,,65,77
309,3,2:43.0,N. Noel misses 2-pt jump shot from 13 ft,,65,77
310,3,2:42.0,,Defensive rebound by K. Oubre,65,77
311,3,2:32.0,,J. Wall makes 3-pt jump shot from 27 ft,65,80
312,3,2:16.0,Turnover by G. Henderson (lost ball; steal by J. Wall),,65,80
313,3,2:10.0,,J. Wall misses 3-pt jump shot from 25 ft (block by G. Henderson),65,80
314,3,2:09.0,Defensive rebound by D. Šarić,,65,80
315,3,2:03.0,T. Luwawu-Cabarrot makes 2-pt jump shot from 3 ft,,67,80
316,3,1:35.0,,O. Porter misses 2-pt layup from 2 ft,67,80
317,3,1:34.0,,Offensive rebound by M. Gortat,67,80
318,3,1:33.0,,M. Gortat makes 2-pt layup from 1 ft,67,82
319,3,1:17.0,N. Noel makes 2-pt dunk at rim (assist by G. Henderson),,69,82
320,3,1:07.0,,Washington full timeout,69,82
321,3,1:07.0,,J. Smith enters the game for O. Porter,69,82
322,3,1:07.0,,T. Burke enters the game for J. Wall,69,82
323,3,1:04.0,,M. Gortat makes 2-pt dunk at rim (assist by T. Satoranský),69,84
324,3,0:44.0,T. Luwawu-Cabarrot misses 2-pt jump shot from 10 ft,,69,84
325,3,0:44.0,,Defensive rebound by Team,69,84
326,3,0:44.0,Loose ball foul by N. Noel (drawn by M. Gortat),,69,84
327,3,0:34.0,,Shooting foul by N. Noel (drawn by T. Satoranský),69,84
328,3,0:34.0,,T. Satoranský makes free throw 1 of 2,69,85
329,3,0:34.0,,T. Satoranský makes free throw 2 of 2,69,86
330,3,0:25.0,S. Rodríguez misses 2-pt jump shot from 14 ft,,69,86
331,3,0:24.0,Offensive rebound by N. Noel,,69,86
332,3,0:06.0,D. Šarić misses 3-pt jump shot from 26 ft (block by J. Smith),,69,86
333,3,0:03.0,Offensive rebound by N. Noel,,69,86
334,3,0:01.0,N. Noel misses 2-pt layup at rim (block by M. Gortat),,69,86
335,3,0:01.0,Offensive rebound by N. Noel,,69,86
336,3,0:01.0,N. Noel makes 2-pt dunk at rim,,71,86
337,4,11:41.0,,M. Morris misses 2-pt jump shot from 18 ft,71,86
338,4,11:40.0,Defensive rebound by S. Rodríguez,,71,86
339,4,11:35.0,Turnover by T. Luwawu-Cabarrot (lost ball; steal by K. Oubre),,71,86
340,4,11:31.0,,K. Oubre makes 2-pt dunk at rim,71,88
341,4,11:20.0,G. Henderson makes 2-pt layup from 1 ft (assist by D. Šarić),,73,88
342,4,11:03.0,,M. Morris misses 2-pt jump shot from 14 ft,73,88
343,4,11:02.0,Defensive rebound by D. Šarić,,73,88
344,4,10:47.0,G. Henderson misses 3-pt jump shot from 27 ft,,73,88
345,4,10:47.0,,Defensive rebound by M. Morris,73,88
346,4,10:36.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by T. Burke),73,90
347,4,10:35.0,Philadelphia full timeout,,73,90
348,4,10:35.0,E. İlyasova enters the game for G. Henderson,,73,90
349,4,10:25.0,E. İlyasova misses 3-pt jump shot from 26 ft,,73,90
350,4,10:24.0,,Defensive rebound by M. Morris,73,90
351,4,10:06.0,,M. Morris makes 2-pt layup from 1 ft (assist by T. Satoranský),73,92
352,4,9:44.0,J. Okafor misses 2-pt jump shot from 7 ft,,73,92
353,4,9:44.0,,Defensive rebound by M. Morris,73,92
354,4,9:22.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by T. Burke),73,95
355,4,8:56.0,E. İlyasova misses 2-pt jump shot from 13 ft,,73,95
356,4,8:54.0,,Defensive rebound by M. Morris,73,95
357,4,8:44.0,,Turnover by T. Burke (bad pass; steal by E. İlyasova),73,95
358,4,8:39.0,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by S. Rodríguez),,75,95
359,4,8:11.0,,K. Oubre misses 3-pt jump shot from 23 ft,75,95
360,4,8:10.0,,Offensive rebound by J. Smith,75,95
361,4,8:07.0,,J. Smith misses 2-pt layup from 2 ft,75,95
362,4,8:06.0,Defensive rebound by E. İlyasova,,75,95
363,4,8:01.0,S. Rodríguez misses 3-pt jump shot from 27 ft,,75,95
364,4,8:00.0,,Defensive rebound by T. Burke,75,95
365,4,7:55.0,,Personal foul by S. Rodríguez (drawn by T. Satoranský),75,95
366,4,7:46.0,,M. Morris misses 2-pt jump shot from 12 ft,75,95
367,4,7:44.0,Defensive rebound by T. Luwawu-Cabarrot,,75,95
368,4,7:39.0,Shooting foul by M. Morris (drawn by T. Luwawu-Cabarrot),,75,95
369,4,7:39.0,T. Luwawu-Cabarrot misses free throw 1 of 2,,75,95
370,4,7:39.0,Offensive rebound by Team,,75,95
371,4,7:39.0,T. Luwawu-Cabarrot misses free throw 2 of 2,,75,95
372,4,7:38.0,,Defensive rebound by M. Morris,75,95
373,4,7:22.0,,K. Oubre makes 2-pt jump shot from 19 ft (assist by J. Smith),75,97
374,4,7:15.0,Personal foul by J. Smith (drawn by J. Okafor),,75,97
375,4,7:15.0,N. Stauskas enters the game for E. İlyasova,,75,97
376,4,6:57.0,Turnover by T. Luwawu-Cabarrot (lost ball; steal by T. Satoranský),,75,97
377,4,6:52.0,,Shooting foul by N. Stauskas (drawn by T. Satoranský),75,97
378,4,6:52.0,,T. Satoranský makes free throw 1 of 2,75,98
379,4,6:52.0,,S. Mac enters the game for M. Morris,75,98
380,4,6:52.0,,T. Satoranský makes free throw 2 of 2,75,99
381,4,6:31.0,S. Rodríguez misses 2-pt layup from 2 ft,,75,99
382,4,6:30.0,Offensive rebound by J. Okafor,,75,99
383,4,6:28.0,J. Okafor misses 2-pt layup from 1 ft,,75,99
384,4,6:27.0,Offensive rebound by J. Okafor,,75,99
