,QUARTER,TIME_REMAINING,ATLANTA_ACTION,BOSTON_ACTION,ATLANTA_SCORE,BOSTON_SCORE
33,1,7:40.0,D. Schröder makes 2-pt layup from 1 ft,,7,12
34,1,7:26.0,,J. Crowder misses 2-pt jump shot from 13 ft (block by T. Sefolosha),7,12
35,1,7:25.0,Defensive rebound by P. Millsap,,7,12
36,1,7:23.0,T. Sefolosha misses 2-pt jump shot from 4 ft (block by I. Thomas),,7,12
37,1,7:22.0,,Defensive rebound by Team,7,12
38,1,7:22.0,Loose ball foul by T. Sefolosha (drawn by I. Thomas),,7,12
39,1,7:10.0,,I. Thomas makes 3-pt jump shot from 25 ft,7,15
40,1,6:45.0,D. Schröder misses 3-pt jump shot from 25 ft,,7,15
41,1,6:44.0,Offensive rebound by D. Howard,,7,15
42,1,6:43.0,D. Howard makes 2-pt layup from 1 ft,,9,15
43,1,6:40.0,,Turnover by A. Johnson (bad pass; steal by T. Sefolosha),9,15
44,1,6:35.0,K. Bazemore makes 2-pt layup from 1 ft (assist by T. Sefolosha),,11,15
45,1,6:14.0,,Turnover by I. Thomas (bad pass; steal by P. Millsap),11,15
46,1,6:12.0,Personal foul by A. Bradley (drawn by P. Millsap),,11,15
47,1,5:59.0,T. Sefolosha makes 2-pt jump shot from 20 ft (assist by D. Howard),,13,15
48,1,5:59.0,,Boston full timeout,13,15
49,1,5:59.0,T. Hardaway enters the game for K. Bazemore,,13,15
50,1,5:59.0,,J. Brown enters the game for A. Horford,13,15
51,1,5:59.0,,M. Smart enters the game for A. Bradley,13,15
52,1,5:42.0,,A. Johnson misses 3-pt jump shot from 23 ft,13,15
53,1,5:41.0,Defensive rebound by P. Millsap,,13,15
54,1,5:34.0,Turnover by T. Sefolosha (lost ball),,13,15
55,1,5:18.0,,J. Brown misses 2-pt jump shot from 19 ft,13,15
56,1,5:17.0,Defensive rebound by P. Millsap,,13,15
57,1,5:07.0,D. Schröder makes 2-pt layup from 2 ft,,15,15
58,1,4:46.0,,J. Crowder misses 3-pt jump shot from 25 ft,15,15
59,1,4:45.0,Defensive rebound by P. Millsap,,15,15
60,1,4:36.0,D. Howard misses 2-pt jump shot from 22 ft,,15,15
61,1,4:35.0,,Defensive rebound by A. Johnson,15,15
62,1,4:26.0,,I. Thomas misses 2-pt layup from 2 ft,15,15
63,1,4:25.0,Defensive rebound by D. Schröder,,15,15
64,1,4:20.0,P. Millsap makes 2-pt layup from 2 ft (assist by D. Schröder),,17,15
65,1,4:20.0,Shooting foul by J. Crowder (drawn by P. Millsap),,17,15
66,1,4:20.0,,K. Olynyk enters the game for A. Johnson,17,15
67,1,4:20.0,E. İlyasova enters the game for D. Howard,,17,15
68,1,4:20.0,T. Prince enters the game for T. Sefolosha,,17,15
69,1,4:20.0,P. Millsap makes free throw 1 of 1,,18,15
70,1,4:05.0,,J. Crowder makes 2-pt layup from 2 ft (assist by I. Thomas),18,17
71,1,4:05.0,,Shooting block foul by E. İlyasova (drawn by J. Crowder),18,17
72,1,4:05.0,,J. Crowder misses free throw 1 of 1,18,17
73,1,4:05.0,Defensive rebound by P. Millsap,,18,17
74,1,3:44.0,T. Prince misses 2-pt jump shot from 5 ft,,18,17
75,1,3:44.0,,Defensive rebound by J. Brown,18,17
76,1,3:31.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by J. Crowder),18,20
77,1,3:25.0,Atlanta full timeout,,18,20
78,1,3:12.0,D. Schröder makes 2-pt layup from 2 ft,,20,20
79,1,2:47.0,,K. Olynyk makes 2-pt jump shot from 11 ft (assist by I. Thomas),20,22
80,1,2:30.0,P. Millsap misses 2-pt jump shot from 9 ft,,20,22
81,1,2:29.0,,Defensive rebound by K. Olynyk,20,22
82,1,2:21.0,,I. Thomas misses 3-pt jump shot from 24 ft,20,22
83,1,2:20.0,Defensive rebound by P. Millsap,,20,22
84,1,2:15.0,Personal block foul by K. Olynyk (drawn by P. Millsap),,20,22
85,1,2:15.0,,T. Rozier enters the game for I. Thomas,20,22
86,1,2:15.0,,A. Horford enters the game for J. Crowder,20,22
87,1,2:15.0,M. Delaney enters the game for D. Schröder,,20,22
88,1,2:08.0,Turnover by T. Prince (bad pass; steal by A. Horford),,20,22
89,1,1:49.0,,Shooting foul by T. Hardaway (drawn by J. Brown),20,22
90,1,1:49.0,,J. Brown misses free throw 1 of 2,20,22
91,1,1:49.0,,Offensive rebound by Team,20,22
92,1,1:49.0,,J. Brown misses free throw 2 of 2,20,22
93,1,1:49.0,Defensive rebound by E. İlyasova,,20,22
94,1,1:35.0,T. Hardaway misses 3-pt jump shot from 28 ft,,20,22
95,1,1:33.0,,Defensive rebound by T. Rozier,20,22
96,1,1:21.0,,J. Brown misses 3-pt jump shot from 24 ft,20,22
97,1,1:20.0,Defensive rebound by T. Prince,,20,22
98,1,1:20.0,Personal foul by K. Olynyk (drawn by T. Prince),,20,22
99,1,1:20.0,T. Prince makes free throw 1 of 2,,21,22
100,1,1:20.0,T. Prince makes free throw 2 of 2,,22,22
101,1,1:12.0,,Personal foul by T. Prince (drawn by M. Smart),22,22
102,1,1:12.0,,M. Smart makes free throw 1 of 2,22,23
103,1,1:12.0,,M. Smart makes free throw 2 of 2,22,24
104,1,1:00.0,T. Hardaway misses 2-pt layup from 1 ft,,22,24
105,1,1:00.0,,Defensive rebound by M. Smart,22,24
106,1,0:56.0,,Turnover by T. Rozier (step out of bounds),22,24
107,1,0:42.0,P. Millsap misses 2-pt jump shot from 10 ft,,22,24
108,1,0:41.0,,Defensive rebound by J. Brown,22,24
109,1,0:35.0,,M. Smart misses 3-pt jump shot from 23 ft,22,24
110,1,0:34.0,Defensive rebound by P. Millsap,,22,24
111,1,0:33.0,Personal foul by K. Olynyk (drawn by P. Millsap),,22,24
112,1,0:33.0,P. Millsap makes free throw 1 of 2,,23,24
113,1,0:33.0,P. Millsap makes free throw 2 of 2,,24,24
114,1,0:18.0,,Turnover by A. Horford (bad pass),24,24
115,1,0:01.0,E. İlyasova misses 3-pt jump shot from 25 ft,,24,24
116,1,0:01.0,,Defensive rebound by K. Olynyk,24,24
117,2,11:45.0,,Personal foul by M. Delaney (drawn by T. Rozier),24,24
118,2,11:39.0,,J. Jerebko makes 2-pt layup from 2 ft (assist by M. Smart),24,26
119,2,11:18.0,Shooting foul by M. Smart (drawn by E. İlyasova),,24,26
120,2,11:18.0,E. İlyasova makes free throw 1 of 2,,25,26
121,2,11:18.0,E. İlyasova makes free throw 2 of 2,,26,26
122,2,11:03.0,,J. Jerebko makes 3-pt jump shot from 24 ft (assist by A. Horford),26,29
123,2,10:47.0,M. Delaney makes 2-pt jump shot from 19 ft,,28,29
124,2,10:29.0,,J. Brown misses 2-pt layup from 2 ft,28,29
125,2,10:28.0,Defensive rebound by T. Prince,,28,29
126,2,10:20.0,E. İlyasova makes 3-pt jump shot from 24 ft,,31,29
127,2,10:01.0,,T. Rozier misses 3-pt jump shot from 26 ft,31,29
128,2,10:00.0,Defensive rebound by D. Howard,,31,29
129,2,9:53.0,Turnover by M. Delaney (bad pass; steal by M. Smart),,31,29
130,2,9:44.0,,A. Horford misses 3-pt jump shot from 25 ft,31,29
131,2,9:43.0,Defensive rebound by T. Prince,,31,29
132,2,9:26.0,T. Prince misses 3-pt jump shot from 24 ft,,31,29
133,2,9:25.0,,Defensive rebound by A. Horford,31,29
134,2,9:11.0,,A. Horford makes 2-pt hook shot from 10 ft,31,31
135,2,8:57.0,Turnover by E. İlyasova (lost ball),,31,31
136,2,8:57.0,Official timeout,,31,31
137,2,8:57.0,,A. Bradley enters the game for J. Brown,31,31
138,2,8:57.0,K. Bazemore enters the game for E. İlyasova,,31,31
139,2,8:35.0,,A. Horford misses 3-pt jump shot from 26 ft,31,31
140,2,8:34.0,Defensive rebound by T. Hardaway,,31,31
141,2,8:30.0,D. Howard makes 2-pt dunk at rim (assist by T. Hardaway),,33,31
142,2,8:10.0,,A. Horford misses 2-pt layup from 3 ft (block by D. Howard),33,31
143,2,8:09.0,Defensive rebound by T. Prince,,33,31
144,2,7:59.0,K. Bazemore makes 2-pt layup from 2 ft,,35,31
145,2,7:33.0,,A. Horford misses 2-pt hook shot from 5 ft,35,31
146,2,7:32.0,,Offensive rebound by Team,35,31
147,2,7:29.0,,A. Bradley misses 2-pt layup from 3 ft (block by T. Hardaway),35,31
148,2,7:28.0,Defensive rebound by T. Prince,,35,31
149,2,7:22.0,Turnover by D. Howard (traveling),,35,31
150,2,7:13.0,,A. Horford misses 3-pt jump shot from 26 ft,35,31
151,2,7:11.0,Defensive rebound by T. Hardaway,,35,31
152,2,7:06.0,Personal foul by A. Horford (drawn by D. Howard),,35,31
153,2,7:06.0,,I. Thomas enters the game for M. Smart,35,31
154,2,7:05.0,Turnover by T. Hardaway (bad pass; steal by A. Bradley),,35,31
155,2,6:54.0,,A. Bradley makes 3-pt jump shot from 25 ft (assist by J. Jerebko),35,34
156,2,6:25.0,T. Hardaway misses 3-pt jump shot from 34 ft,,35,34
157,2,6:24.0,,Defensive rebound by I. Thomas,35,34
158,2,6:18.0,,I. Thomas makes 2-pt layup from 2 ft,35,36
159,2,6:18.0,Atlanta full timeout,,35,36
160,2,6:18.0,D. Schröder enters the game for M. Delaney,,35,36
161,2,6:18.0,,J. Crowder enters the game for A. Horford,35,36
162,2,6:18.0,,A. Johnson enters the game for T. Rozier,35,36
163,2,6:04.0,Turnover by K. Bazemore (bad pass; steal by A. Johnson),,35,36
164,2,5:49.0,,I. Thomas misses 2-pt layup from 1 ft,35,36
165,2,5:48.0,Defensive rebound by D. Howard,,35,36
166,2,5:47.0,Personal foul by A. Bradley (drawn by D. Schröder),,35,36
167,2,5:47.0,P. Millsap enters the game for T. Hardaway,,35,36
168,2,5:34.0,D. Howard makes 2-pt dunk at rim (assist by P. Millsap),,37,36
169,2,5:14.0,,A. Johnson makes 2-pt hook shot from 6 ft,37,38
170,2,4:59.0,T. Prince misses 2-pt layup from 2 ft (block by A. Johnson),,37,38
171,2,4:58.0,Offensive rebound by D. Howard,,37,38
172,2,4:57.0,D. Howard makes 2-pt layup from 1 ft,,39,38
173,2,4:57.0,Shooting foul by J. Jerebko (drawn by D. Howard),,39,38
174,2,4:57.0,,M. Smart enters the game for J. Jerebko,39,38
175,2,4:57.0,T. Sefolosha enters the game for T. Prince,,39,38
176,2,4:57.0,D. Howard makes free throw 1 of 1,,40,38
177,2,4:46.0,,I. Thomas misses 2-pt layup from 2 ft,40,38
178,2,4:45.0,Defensive rebound by D. Howard,,40,38
179,2,4:38.0,K. Bazemore misses 3-pt jump shot from 25 ft,,40,38
180,2,4:36.0,Offensive rebound by D. Howard,,40,38
181,2,4:32.0,Turnover by D. Howard (bad pass; steal by A. Bradley),,40,38
182,2,4:29.0,,Shooting foul by D. Schröder (drawn by I. Thomas),40,38
183,2,4:29.0,,I. Thomas makes free throw 1 of 2,40,39
184,2,4:29.0,,I. Thomas makes free throw 2 of 2,40,40
185,2,4:14.0,P. Millsap misses 2-pt layup from 3 ft,,40,40
186,2,4:13.0,,Defensive rebound by A. Johnson,40,40
187,2,4:07.0,,I. Thomas misses 3-pt jump shot from 23 ft,40,40
188,2,4:06.0,,Offensive rebound by I. Thomas,40,40
189,2,4:03.0,,I. Thomas misses 2-pt layup from 1 ft,40,40
190,2,4:02.0,,Offensive rebound by J. Crowder,40,40
191,2,4:01.0,,J. Crowder misses 2-pt layup from 1 ft,40,40
192,2,3:59.0,Defensive rebound by K. Bazemore,,40,40
193,2,3:52.0,K. Bazemore misses 3-pt jump shot from 26 ft,,40,40
194,2,3:51.0,,Defensive rebound by I. Thomas,40,40
195,2,3:44.0,,J. Crowder misses 3-pt jump shot from 23 ft,40,40
196,2,3:43.0,Defensive rebound by T. Sefolosha,,40,40
197,2,3:29.0,Shooting foul by A. Johnson (drawn by D. Howard),,40,40
198,2,3:29.0,D. Howard makes free throw 1 of 2,,41,40
199,2,3:29.0,,A. Horford enters the game for A. Johnson,41,40
200,2,3:29.0,T. Prince enters the game for P. Millsap,,41,40
201,2,3:29.0,D. Howard makes free throw 2 of 2,,42,40
202,2,3:16.0,,Turnover by I. Thomas (lost ball; steal by T. Prince),42,40
203,2,3:07.0,T. Sefolosha makes 2-pt layup from 1 ft (assist by D. Schröder),,44,40
204,2,3:07.0,,Boston full timeout,44,40
205,2,2:57.0,,J. Crowder misses 3-pt jump shot from 25 ft,44,40
206,2,2:56.0,Defensive rebound by D. Schröder,,44,40
207,2,2:46.0,D. Schröder misses 2-pt layup from 2 ft,,44,40
208,2,2:45.0,,Defensive rebound by I. Thomas,44,40
209,2,2:36.0,,I. Thomas misses 2-pt jump shot from 12 ft,44,40
210,2,2:35.0,,Offensive rebound by M. Smart,44,40
211,2,2:35.0,,M. Smart misses 2-pt layup from 1 ft,44,40
212,2,2:33.0,Defensive rebound by T. Prince,,44,40
213,2,2:17.0,K. Bazemore misses 2-pt jump shot from 17 ft,,44,40
214,2,2:16.0,Offensive rebound by T. Prince,,44,40
215,2,2:13.0,T. Prince makes 2-pt jump shot from 5 ft,,46,40
216,2,1:59.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by I. Thomas),46,43
217,2,1:45.0,D. Schröder makes 2-pt jump shot from 18 ft,,48,43
218,2,1:23.0,,Turnover by A. Horford (lost ball; steal by D. Schröder),48,43
219,2,1:14.0,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by D. Schröder),,51,43
220,2,0:58.0,,M. Smart makes 2-pt jump shot from 16 ft (assist by A. Horford),51,45
221,2,0:35.0,T. Prince misses 2-pt jump shot from 15 ft,,51,45
222,2,0:34.0,Offensive rebound by D. Howard,,51,45
223,2,0:34.0,Shooting foul by A. Horford (drawn by D. Howard),,51,45
224,2,0:34.0,D. Howard misses free throw 1 of 2,,51,45
225,2,0:34.0,Offensive rebound by Team,,51,45
226,2,0:34.0,D. Howard misses free throw 2 of 2,,51,45
227,2,0:32.0,,Defensive rebound by M. Smart,51,45
228,2,0:20.0,,I. Thomas makes 2-pt layup at rim (assist by A. Horford),51,47
229,2,0:12.0,Atlanta full timeout,,51,47
230,2,0:12.0,P. Millsap enters the game for T. Sefolosha,,51,47
231,2,0:12.0,T. Hardaway enters the game for D. Howard,,51,47
232,2,0:12.0,,J. Brown enters the game for I. Thomas,51,47
233,2,0:01.0,P. Millsap misses 2-pt jump shot from 18 ft,,51,47
234,2,0:00.0,Offensive rebound by Team,,51,47
235,3,11:44.0,,Shooting foul by K. Bazemore (drawn by I. Thomas),51,47
236,3,11:44.0,,I. Thomas makes free throw 1 of 2,51,48
237,3,11:44.0,,I. Thomas makes free throw 2 of 2,51,49
238,3,11:30.0,K. Bazemore misses 2-pt jump shot from 13 ft,,51,49
239,3,11:29.0,,Defensive rebound by J. Brown,51,49
240,3,11:13.0,,J. Brown makes 3-pt jump shot from 24 ft (assist by I. Thomas),51,52
241,3,10:52.0,P. Millsap makes 2-pt jump shot from 4 ft,,53,52
242,3,10:46.0,,I. Thomas misses 2-pt layup from 1 ft,53,52
243,3,10:45.0,Defensive rebound by D. Howard,,53,52
244,3,10:32.0,D. Schröder makes 2-pt jump shot from 10 ft,,55,52
245,3,10:12.0,,I. Thomas misses 3-pt jump shot from 24 ft,55,52
246,3,10:11.0,Defensive rebound by T. Sefolosha,,55,52
247,3,9:51.0,D. Howard misses 2-pt layup from 2 ft,,55,52
248,3,9:50.0,,Defensive rebound by A. Horford,55,52
249,3,9:43.0,,Shooting foul by D. Howard (drawn by I. Thomas),55,52
250,3,9:43.0,,I. Thomas makes free throw 1 of 2,55,53
251,3,9:43.0,,I. Thomas makes free throw 2 of 2,55,54
252,3,9:31.0,Shooting foul by A. Horford (drawn by D. Howard),,55,54
253,3,9:31.0,Technical foul by D. Howard,,55,54
254,3,9:31.0,,I. Thomas makes technical free throw,55,55
255,3,9:31.0,D. Howard misses free throw 1 of 2,,55,55
256,3,9:31.0,Offensive rebound by Team,,55,55
257,3,9:31.0,D. Howard makes free throw 2 of 2,,56,55
258,3,9:16.0,,J. Brown makes 2-pt dunk at rim (assist by A. Horford),56,57
259,3,8:56.0,D. Howard misses 2-pt layup from 2 ft,,56,57
260,3,8:56.0,,Defensive rebound by I. Thomas,56,57
261,3,8:51.0,,I. Thomas misses 2-pt layup from 1 ft,56,57
262,3,8:50.0,Defensive rebound by P. Millsap,,56,57
263,3,8:46.0,D. Schröder misses 3-pt jump shot from 25 ft,,56,57
264,3,8:45.0,Offensive rebound by Team,,56,57
265,3,8:45.0,,Loose ball foul by A. Horford (drawn by D. Howard),56,57
266,3,8:45.0,,K. Olynyk enters the game for A. Horford,56,57
267,3,8:39.0,P. Millsap misses 3-pt jump shot from 24 ft,,56,57
268,3,8:38.0,,Defensive rebound by J. Crowder,56,57
269,3,8:31.0,,J. Crowder misses 3-pt jump shot from 25 ft,56,57
270,3,8:30.0,Defensive rebound by D. Howard,,56,57
271,3,8:21.0,P. Millsap makes 2-pt layup from 1 ft (assist by D. Schröder),,58,57
272,3,8:07.0,,Turnover by K. Olynyk (lost ball; steal by K. Bazemore),58,57
273,3,7:52.0,D. Schröder makes 2-pt jump shot from 21 ft,,60,57
274,3,7:47.0,,I. Thomas misses 2-pt jump shot from 3 ft (block by K. Bazemore),60,57
275,3,7:47.0,,Offensive rebound by Team,60,57
276,3,7:43.0,,Shooting foul by T. Sefolosha (drawn by I. Thomas),60,57
277,3,7:43.0,,I. Thomas makes free throw 1 of 2,60,58
278,3,7:43.0,,I. Thomas makes free throw 2 of 2,60,59
279,3,7:23.0,T. Sefolosha makes 2-pt layup from 3 ft (assist by P. Millsap),,62,59
280,3,7:12.0,,Personal foul by T. Sefolosha (drawn by J. Crowder),62,59
281,3,7:07.0,,Shooting block foul by P. Millsap (drawn by A. Johnson),62,59
282,3,7:07.0,,A. Johnson misses free throw 1 of 2,62,59
283,3,7:07.0,,Offensive rebound by Team,62,59
284,3,7:07.0,,A. Johnson makes free throw 2 of 2,62,60
285,3,6:56.0,P. Millsap makes 2-pt jump shot from 8 ft,,64,60
286,3,6:44.0,,I. Thomas misses 2-pt layup from 2 ft (block by D. Howard),64,60
287,3,6:43.0,,Offensive rebound by I. Thomas,64,60
288,3,6:36.0,,Turnover by I. Thomas (bad pass),64,60
289,3,6:20.0,D. Howard makes 2-pt layup from 1 ft,,66,60
290,3,5:56.0,,J. Brown misses 3-pt jump shot from 26 ft,66,60
291,3,5:53.0,Defensive rebound by D. Schröder,,66,60
292,3,5:42.0,Personal foul by J. Brown (drawn by D. Howard),,66,60
293,3,5:42.0,,Boston full timeout,66,60
294,3,5:42.0,,M. Smart enters the game for A. Johnson,66,60
295,3,5:36.0,Turnover by P. Millsap (bad pass; steal by K. Olynyk),,66,60
296,3,5:23.0,,K. Olynyk misses 3-pt jump shot from 24 ft,66,60
297,3,5:22.0,Defensive rebound by D. Schröder,,66,60
298,3,5:15.0,D. Schröder makes 2-pt layup from 1 ft,,68,60
299,3,5:15.0,Shooting foul by K. Olynyk (drawn by D. Schröder),,68,60
300,3,5:15.0,D. Schröder makes free throw 1 of 1,,69,60
301,3,4:56.0,,Personal foul by K. Bazemore (drawn by J. Crowder),69,60
302,3,4:56.0,,J. Crowder makes free throw 1 of 2,69,61
303,3,4:56.0,,J. Crowder misses free throw 2 of 2,69,61
304,3,4:56.0,T. Hardaway enters the game for K. Bazemore,,69,61
305,3,4:56.0,,J. Jerebko enters the game for J. Brown,69,61
306,3,4:55.0,Defensive rebound by D. Howard,,69,61
307,3,4:39.0,T. Sefolosha makes 3-pt jump shot from 25 ft (assist by P. Millsap),,72,61
308,3,4:27.0,,M. Smart makes 3-pt jump shot from 23 ft (assist by I. Thomas),72,64
309,3,4:05.0,D. Howard misses 2-pt layup from 1 ft (block by J. Crowder),,72,64
310,3,4:04.0,Offensive rebound by D. Howard,,72,64
311,3,4:03.0,D. Howard makes 2-pt layup from 1 ft,,74,64
312,3,4:03.0,Technical foul by D. Howard,,74,64
313,3,4:03.0,,I. Thomas makes technical free throw,74,65
314,3,4:03.0,E. İlyasova enters the game for D. Howard,,74,65
315,3,3:50.0,,I. Thomas misses 2-pt jump shot from 3 ft (block by E. İlyasova),74,65
316,3,3:49.0,,Offensive rebound by Team,74,65
317,3,3:42.0,,M. Smart misses 3-pt jump shot from 25 ft,74,65
318,3,3:40.0,Defensive rebound by T. Hardaway,,74,65
319,3,3:34.0,P. Millsap misses 3-pt jump shot from 24 ft,,74,65
320,3,3:33.0,,Defensive rebound by Team,74,65
321,3,3:33.0,Loose ball foul by E. İlyasova (drawn by J. Jerebko),,74,65
322,3,3:33.0,,J. Jerebko makes free throw 1 of 2,74,66
323,3,3:33.0,T. Prince enters the game for T. Sefolosha,,74,66
324,3,3:33.0,,T. Rozier enters the game for I. Thomas,74,66
325,3,3:33.0,,J. Jerebko makes free throw 2 of 2,74,67
326,3,3:19.0,D. Schröder makes 2-pt jump shot from 17 ft,,76,67
327,3,3:02.0,,T. Rozier makes 2-pt jump shot from 21 ft,76,69
328,3,2:51.0,Atlanta full timeout,,76,69
329,3,2:42.0,P. Millsap makes 2-pt dunk at rim (assist by D. Schröder),,78,69
330,3,2:25.0,,Turnover by K. Olynyk (lost ball),78,69
331,3,2:25.0,M. Delaney enters the game for D. Schröder,,78,69
332,3,2:10.0,Turnover by P. Millsap (lost ball; steal by J. Jerebko),,78,69
333,3,2:03.0,,T. Rozier misses 2-pt layup from 2 ft (block by T. Prince),78,69
334,3,2:02.0,,Offensive rebound by K. Olynyk,78,69
335,3,2:01.0,,K. Olynyk misses 2-pt layup from 1 ft,78,69
336,3,2:01.0,Defensive rebound by E. İlyasova,,78,69
337,3,1:56.0,P. Millsap makes 2-pt layup from 3 ft (assist by M. Delaney),,80,69
338,3,1:52.0,,Technical foul by K. Olynyk,80,69
339,3,1:52.0,M. Delaney makes technical free throw,,81,69
340,3,1:52.0,,A. Horford enters the game for K. Olynyk,81,69
341,3,1:44.0,,M. Smart misses 3-pt jump shot from 25 ft,81,69
342,3,1:43.0,Defensive rebound by E. İlyasova,,81,69
343,3,1:35.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by M. Delaney),,84,69
344,3,1:17.0,,T. Rozier misses 2-pt layup from 1 ft,84,69
345,3,1:16.0,Defensive rebound by P. Millsap,,84,69
346,3,1:05.0,P. Millsap misses 2-pt layup from 2 ft (block by A. Horford),,84,69
347,3,1:04.0,,Defensive rebound by Team,84,69
348,3,1:04.0,Loose ball foul by P. Millsap (drawn by M. Smart),,84,69
349,3,1:04.0,,M. Smart makes free throw 1 of 2,84,70
350,3,1:04.0,,J. Brown enters the game for J. Crowder,84,70
351,3,1:04.0,,M. Smart makes free throw 2 of 2,84,71
352,3,0:49.0,E. İlyasova misses 2-pt jump shot from 17 ft,,84,71
353,3,0:49.0,,Defensive rebound by A. Horford,84,71
354,3,0:31.0,,M. Smart misses 2-pt jump shot from 8 ft,84,71
355,3,0:29.0,Defensive rebound by T. Hardaway,,84,71
356,3,0:09.0,E. İlyasova misses 3-pt jump shot from 26 ft,,84,71
357,3,0:08.0,,Defensive rebound by J. Jerebko,84,71
358,3,0:00.0,,M. Smart misses 3-pt jump shot from 25 ft,84,71
359,3,0:00.0,,Offensive rebound by Team,84,71
360,4,11:43.0,P. Millsap misses 2-pt jump shot from 11 ft,,84,71
361,4,11:42.0,,Defensive rebound by J. Jerebko,84,71
362,4,11:22.0,,Turnover by M. Smart (bad pass; steal by T. Hardaway),84,71
363,4,11:15.0,T. Hardaway makes 2-pt layup from 1 ft (assist by T. Prince),,86,71
364,4,11:02.0,,T. Rozier misses 2-pt jump shot from 7 ft,86,71
365,4,11:01.0,,Offensive rebound by T. Rozier,86,71
366,4,11:00.0,,T. Rozier misses 2-pt layup from 2 ft (block by M. Muscala),86,71
367,4,10:58.0,Defensive rebound by M. Delaney,,86,71
368,4,10:54.0,T. Hardaway misses 3-pt jump shot from 25 ft,,86,71
369,4,10:52.0,,Defensive rebound by T. Rozier,86,71
370,4,10:45.0,,Personal foul by M. Delaney (drawn by M. Smart),86,71
371,4,10:45.0,E. İlyasova enters the game for P. Millsap,,86,71
372,4,10:33.0,,M. Smart misses 2-pt layup from 2 ft,86,71
373,4,10:32.0,Defensive rebound by M. Muscala,,86,71
374,4,10:21.0,E. İlyasova misses 2-pt layup from 2 ft,,86,71
375,4,10:20.0,Offensive rebound by E. İlyasova,,86,71
376,4,10:19.0,,Violation by A. Horford (def goaltending),86,71
377,4,10:19.0,E. İlyasova makes 2-pt layup at rim,,88,71
378,4,10:01.0,,J. Brown makes 2-pt jump shot from 17 ft,88,73
379,4,9:49.0,T. Hardaway misses 3-pt jump shot from 26 ft,,88,73
380,4,9:47.0,Offensive rebound by T. Prince,,88,73
381,4,9:35.0,T. Hardaway makes 2-pt layup from 2 ft,,90,73
382,4,9:11.0,,M. Smart makes 2-pt layup from 2 ft (assist by J. Jerebko),90,75
383,4,8:55.0,M. Delaney misses 2-pt jump shot from 18 ft,,90,75
384,4,8:54.0,,Defensive rebound by T. Rozier,90,75
385,4,8:47.0,,Turnover by T. Rozier (bad pass; steal by M. Delaney),90,75
