,QUARTER,TIME_REMAINING,UTAH_ACTION,LA LAKERS_ACTION,UTAH_SCORE,LA LAKERS_SCORE
0,1,11:44.0,,T. Mozgov misses 2-pt jump shot from 19 ft,0,0
1,1,11:43.0,Defensive rebound by B. Diaw,,0,0
2,1,11:24.0,G. Hayward makes 3-pt jump shot from 24 ft (assist by R. Hood),,3,0
3,1,11:07.0,,L. Deng misses 2-pt hook shot at rim,3,0
4,1,11:03.0,,Offensive rebound by L. Deng,3,0
5,1,11:03.0,,L. Deng misses 2-pt layup from 1 ft,3,0
6,1,11:00.0,Defensive rebound by R. Gobert,,3,0
7,1,10:52.0,G. Hayward misses 3-pt jump shot from 25 ft,,3,0
8,1,10:52.0,Offensive rebound by Team,,3,0
9,1,10:49.0,D. Exum makes 2-pt jump shot from 20 ft (assist by G. Hayward),,5,0
10,1,10:34.0,,J. Randle misses 2-pt jump shot from 20 ft,5,0
11,1,10:32.0,Defensive rebound by G. Hayward,,5,0
12,1,10:22.0,R. Hood misses 3-pt jump shot from 25 ft,,5,0
13,1,10:20.0,,Defensive rebound by J. Randle,5,0
14,1,10:12.0,,M. World Peace misses 2-pt jump shot from 22 ft,5,0
15,1,10:10.0,,Offensive rebound by T. Mozgov,5,0
16,1,10:10.0,,Shooting foul by D. Exum (drawn by T. Mozgov),5,0
17,1,10:10.0,,T. Mozgov misses free throw 1 of 2,5,0
18,1,10:10.0,,Offensive rebound by Team,5,0
19,1,10:10.0,,T. Mozgov makes free throw 2 of 2,5,1
20,1,10:00.0,Personal foul by B. Ingram (drawn by R. Gobert),,5,1
21,1,9:51.0,D. Exum makes 3-pt jump shot from 24 ft (assist by R. Hood),,8,1
22,1,9:33.0,,M. World Peace makes 2-pt layup from 1 ft,8,3
23,1,9:10.0,B. Diaw makes 2-pt layup from 1 ft,,10,3
24,1,8:55.0,,M. World Peace misses 2-pt jump shot from 4 ft (block by R. Gobert),10,3
25,1,8:53.0,Defensive rebound by G. Hayward,,10,3
26,1,8:48.0,R. Gobert makes 2-pt layup from 1 ft (assist by B. Diaw),,12,3
27,1,8:16.0,,J. Randle misses 2-pt jump shot from 19 ft,12,3
28,1,8:14.0,Defensive rebound by R. Gobert,,12,3
29,1,8:05.0,Turnover by D. Exum (bad pass; steal by J. Randle),,12,3
30,1,8:01.0,,L. Deng makes 2-pt layup from 2 ft (assist by M. World Peace),12,5
31,1,8:01.0,,Shooting foul by B. Diaw (drawn by L. Deng),12,5
32,1,8:01.0,,L. Deng makes free throw 1 of 1,12,6
33,1,7:42.0,D. Exum makes 2-pt layup from 2 ft (assist by G. Hayward),,14,6
34,1,7:19.0,,B. Ingram misses 2-pt jump shot from 5 ft,14,6
35,1,7:16.0,,Offensive rebound by J. Randle,14,6
36,1,7:16.0,,B. Ingram misses 3-pt jump shot from 24 ft,14,6
37,1,7:16.0,,Offensive rebound by Team,14,6
38,1,7:16.0,,Turnover by Team (shot clock),14,6
39,1,6:59.0,Shooting foul by T. Mozgov (drawn by R. Gobert),,14,6
40,1,6:59.0,G. Hayward misses free throw 1 of 2,,14,6
41,1,6:59.0,Offensive rebound by Team,,14,6
42,1,6:59.0,,J. Clarkson enters the game for M. World Peace,14,6
43,1,6:59.0,G. Hayward makes free throw 2 of 2,,15,6
44,1,6:39.0,,T. Mozgov makes 2-pt hook shot from 5 ft,15,8
45,1,6:16.0,R. Hood misses 3-pt jump shot from 24 ft,,15,8
46,1,6:15.0,Offensive rebound by R. Gobert,,15,8
47,1,6:08.0,R. Hood makes 2-pt dunk at rim,,17,8
48,1,5:55.0,,LA Lakers full timeout,17,8
49,1,5:55.0,,L. Williams enters the game for L. Deng,17,8
50,1,5:55.0,J. Johnson enters the game for G. Hayward,,17,8
51,1,5:55.0,T. Lyles enters the game for B. Diaw,,17,8
52,1,5:45.0,,Personal foul by J. Johnson (drawn by B. Ingram),17,8
53,1,5:35.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by J. Randle),17,11
54,1,5:35.0,,Away from play foul by D. Exum (drawn by T. Mozgov),17,11
55,1,5:35.0,S. Mack enters the game for D. Exum,,17,11
56,1,5:35.0,,T. Mozgov makes free throw 1 of 1,17,12
57,1,5:35.0,R. Hood misses 2-pt jump shot from 23 ft,,17,12
58,1,5:35.0,,Defensive rebound by B. Ingram,17,12
59,1,4:59.0,,T. Mozgov makes 2-pt jump shot from 16 ft (assist by L. Williams),17,14
60,1,4:54.0,Turnover by S. Mack (bad pass; steal by J. Randle),,17,14
61,1,4:52.0,,J. Randle makes 2-pt dunk at rim,17,16
62,1,4:52.0,Utah full timeout,,17,16
63,1,4:36.0,T. Lyles misses 2-pt jump shot from 18 ft,,17,16
64,1,4:35.0,,Defensive rebound by Team,17,16
65,1,4:21.0,,T. Mozgov makes 2-pt jump shot from 17 ft (assist by L. Williams),17,18
66,1,3:55.0,T. Lyles makes 2-pt hook shot from 7 ft (assist by S. Mack),,19,18
67,1,3:41.0,,Turnover by J. Clarkson (traveling),19,18
68,1,3:27.0,R. Gobert misses 2-pt layup from 1 ft,,19,18
69,1,3:23.0,,Defensive rebound by T. Mozgov,19,18
70,1,3:12.0,,J. Clarkson misses 3-pt jump shot from 26 ft,19,18
71,1,3:10.0,Defensive rebound by R. Gobert,,19,18
72,1,2:54.0,T. Lyles misses 3-pt jump shot from 25 ft,,19,18
73,1,2:53.0,,Defensive rebound by J. Randle,19,18
74,1,2:46.0,,L. Williams makes 3-pt jump shot from 26 ft (assist by B. Ingram),19,21
75,1,2:27.0,J. Johnson misses 3-pt jump shot from 25 ft,,19,21
76,1,2:25.0,,Defensive rebound by J. Randle,19,21
77,1,2:22.0,,Shooting foul by S. Mack (drawn by J. Randle),19,21
78,1,2:22.0,,J. Randle misses free throw 1 of 2,19,21
79,1,2:22.0,,Offensive rebound by Team,19,21
80,1,2:22.0,G. Hayward enters the game for R. Hood,,19,21
81,1,2:22.0,,T. Black enters the game for T. Mozgov,19,21
82,1,2:22.0,,J. Randle makes free throw 2 of 2,19,22
