,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,ATLANTA_ACTION,CLEVELAND_SCORE,ATLANTA_SCORE
48,1,6:02.0,,T. Hardaway makes free throw 1 of 1,21,15
49,1,5:49.0,,Offensive charge foul by L. James (drawn by D. Schröder),21,15
50,1,5:49.0,Turnover by L. James (offensive foul),,21,15
51,1,5:36.0,,T. Hardaway misses 3-pt jump shot from 26 ft,21,15
52,1,5:34.0,,Offensive rebound by E. İlyasova,21,15
53,1,5:31.0,,E. İlyasova misses 3-pt jump shot from 25 ft,21,15
54,1,5:28.0,Defensive rebound by J. Smith,,21,15
55,1,5:24.0,Personal foul by E. İlyasova (drawn by K. Love),,21,15
56,1,5:19.0,K. Irving makes 3-pt jump shot from 24 ft (assist by K. Love),,24,15
57,1,5:05.0,Violation by C. Frye (kicked ball),,24,15
58,1,5:05.0,,M. Dunleavy enters the game for T. Hardaway,24,15
59,1,4:59.0,,D. Schröder misses 2-pt layup from 1 ft (block by C. Frye),24,15
60,1,4:57.0,Defensive rebound by C. Frye,,24,15
61,1,4:55.0,Shooting foul by M. Dunleavy (drawn by L. James),,24,15
62,1,4:55.0,L. James makes free throw 1 of 2,,25,15
63,1,4:55.0,L. James misses free throw 2 of 2,,25,15
64,1,4:54.0,,Defensive rebound by E. İlyasova,25,15
65,1,4:38.0,,Shooting foul by C. Frye (drawn by D. Howard),25,15
66,1,4:38.0,,D. Howard makes free throw 1 of 2,25,16
67,1,4:38.0,,D. Howard misses free throw 2 of 2,25,16
68,1,4:37.0,Defensive rebound by C. Frye,,25,16
69,1,4:18.0,L. James misses 3-pt jump shot from 25 ft,,25,16
70,1,4:17.0,,Defensive rebound by D. Howard,25,16
71,1,4:08.0,,M. Dunleavy misses 2-pt layup from 2 ft,25,16
72,1,4:06.0,Defensive rebound by C. Frye,,25,16
73,1,4:00.0,Personal foul by D. Schröder (drawn by K. Irving),,25,16
74,1,4:00.0,R. Jefferson enters the game for C. Frye,,25,16
75,1,4:00.0,,M. Muscala enters the game for D. Howard,25,16
76,1,3:55.0,Turnover by K. Love (bad pass; steal by E. İlyasova),,25,16
77,1,3:45.0,,D. Schröder misses 3-pt jump shot from 25 ft,25,16
78,1,3:43.0,Defensive rebound by K. Love,,25,16
79,1,3:40.0,L. James makes 2-pt dunk at rim (assist by K. Love),,27,16
80,1,3:38.0,,Atlanta full timeout,27,16
81,1,3:27.0,,Shooting foul by R. Jefferson (drawn by E. İlyasova),27,16
82,1,3:27.0,,E. İlyasova misses free throw 1 of 2,27,16
83,1,3:27.0,,Offensive rebound by Team,27,16
84,1,3:27.0,K. Korver enters the game for J. Smith,,27,16
85,1,3:27.0,,E. İlyasova makes free throw 2 of 2,27,17
86,1,3:15.0,K. Love misses 2-pt hook shot from 6 ft,,27,17
87,1,3:12.0,Offensive rebound by L. James,,27,17
88,1,3:12.0,L. James makes 2-pt layup from 1 ft,,29,17
89,1,3:02.0,,D. Schröder makes 2-pt layup at rim,29,19
90,1,2:48.0,K. Irving makes 2-pt jump shot from 11 ft,,31,19
91,1,2:27.0,,Turnover by E. İlyasova (bad pass; steal by R. Jefferson),31,19
92,1,2:23.0,Shooting foul by D. Schröder (drawn by K. Irving),,31,19
93,1,2:23.0,Cleveland full timeout,,31,19
94,1,2:23.0,K. Irving makes free throw 1 of 2,,32,19
95,1,2:23.0,I. Shumpert enters the game for L. James,,31,19
96,1,2:23.0,,J. Calderón enters the game for D. Schröder,31,19
97,1,2:23.0,K. Irving makes free throw 2 of 2,,33,19
98,1,2:10.0,,M. Dunleavy misses 2-pt jump shot from 20 ft,33,19
99,1,2:08.0,Defensive rebound by R. Jefferson,,33,19
100,1,1:53.0,K. Love makes 2-pt layup from 1 ft,,35,19
101,1,1:37.0,,J. Calderón misses 3-pt jump shot from 24 ft,35,19
102,1,1:35.0,Defensive rebound by K. Irving,,35,19
103,1,1:29.0,K. Korver makes 3-pt jump shot from 25 ft (assist by K. Irving),,38,19
104,1,1:11.0,,E. İlyasova misses 3-pt jump shot from 25 ft,38,19
105,1,1:10.0,Defensive rebound by K. Love,,38,19
106,1,0:55.0,I. Shumpert misses 3-pt jump shot from 25 ft,,38,19
107,1,0:53.0,,Defensive rebound by J. Calderón,38,19
108,1,0:43.0,,M. Muscala misses 2-pt jump shot from 16 ft,38,19
109,1,0:42.0,Defensive rebound by K. Love,,38,19
110,1,0:29.0,K. Korver misses 2-pt jump shot from 23 ft,,38,19
111,1,0:27.0,,Defensive rebound by J. Calderón,38,19
112,1,0:07.0,,Shooting foul by R. Jefferson (drawn by K. Bazemore),38,19
113,1,0:07.0,,K. Bazemore makes free throw 1 of 2,38,20
114,1,0:07.0,L. James enters the game for R. Jefferson,,38,20
115,1,0:07.0,,T. Prince enters the game for J. Calderón,38,20
116,1,0:07.0,,D. Bembry enters the game for M. Dunleavy,38,20
117,1,0:07.0,,K. Bazemore makes free throw 2 of 2,38,21
118,2,11:41.0,Shooting foul by D. Howard (drawn by L. James),,38,21
119,2,11:41.0,L. James makes free throw 1 of 2,,39,21
120,2,11:41.0,C. Frye enters the game for R. Jefferson,,39,21
121,2,11:41.0,L. James makes free throw 2 of 2,,40,21
122,2,11:28.0,,Turnover by D. Howard (bad pass; steal by C. Frye),40,21
123,2,11:21.0,K. Korver makes 2-pt jump shot from 20 ft (assist by L. James),,42,21
124,2,11:03.0,,P. Millsap makes 2-pt jump shot from 6 ft,42,23
125,2,10:51.0,C. Frye misses 3-pt jump shot from 25 ft,,42,23
126,2,10:50.0,,Defensive rebound by T. Hardaway,42,23
127,2,10:35.0,,D. Howard makes 2-pt layup from 1 ft,42,25
128,2,10:14.0,Personal foul by M. Dunleavy (drawn by C. Frye),,42,25
129,2,10:14.0,,T. Prince enters the game for M. Dunleavy,42,25
130,2,10:05.0,L. James misses 2-pt jump shot from 17 ft,,42,25
131,2,10:03.0,,Defensive rebound by D. Howard,42,25
132,2,9:56.0,,T. Hardaway misses 2-pt jump shot from 12 ft,42,25
133,2,9:54.0,Defensive rebound by L. James,,42,25
134,2,9:49.0,L. James makes 2-pt dunk at rim,,44,25
135,2,9:47.0,,Atlanta full timeout,44,25
136,2,9:35.0,,D. Howard makes 2-pt dunk at rim (assist by P. Millsap),44,27
137,2,9:16.0,C. Frye makes 2-pt dunk at rim (assist by L. James),,46,27
138,2,8:59.0,,P. Millsap misses 2-pt jump shot from 12 ft,46,27
139,2,8:57.0,Defensive rebound by L. James,,46,27
140,2,8:51.0,K. Korver misses 3-pt jump shot from 24 ft,,46,27
141,2,8:48.0,,Defensive rebound by D. Howard,46,27
142,2,8:33.0,,D. Howard makes 2-pt hook shot from 5 ft,46,29
143,2,8:09.0,D. Williams misses 3-pt jump shot from 25 ft,,46,29
144,2,8:08.0,,Defensive rebound by T. Hardaway,46,29
145,2,7:49.0,,D. Howard makes 2-pt layup from 2 ft (assist by T. Prince),46,31
146,2,7:49.0,,Shooting foul by D. Williams (drawn by D. Howard),46,31
147,2,7:49.0,,D. Howard misses free throw 1 of 1,46,31
148,2,7:49.0,J. Smith enters the game for I. Shumpert,,46,31
149,2,7:49.0,K. Irving enters the game for D. Williams,,46,31
150,2,7:45.0,,Offensive rebound by P. Millsap,46,31
151,2,7:42.0,,T. Hardaway misses 3-pt jump shot from 25 ft,46,31
152,2,7:41.0,Defensive rebound by K. Korver,,46,31
153,2,7:33.0,C. Frye makes 2-pt dunk at rim (assist by K. Irving),,48,31
154,2,7:16.0,,D. Howard makes 2-pt dunk at rim (assist by J. Calderón),48,33
155,2,6:50.0,K. Korver misses 3-pt jump shot from 24 ft,,48,33
156,2,6:43.0,,Defensive rebound by D. Howard,48,33
157,2,6:39.0,,J. Calderón makes 2-pt layup from 1 ft,48,35
158,2,6:39.0,Cleveland full timeout,,48,35
159,2,6:39.0,,D. Schröder enters the game for J. Calderón,48,35
160,2,6:39.0,K. Love enters the game for K. Korver,,48,35
161,2,6:21.0,K. Irving misses 2-pt jump shot from 12 ft,,48,35
162,2,6:19.0,,Defensive rebound by P. Millsap,48,35
163,2,6:13.0,,Offensive foul by D. Howard (drawn by C. Frye),48,35
164,2,6:13.0,,Turnover by D. Howard (offensive foul),48,35
165,2,5:54.0,C. Frye makes 3-pt jump shot from 23 ft (assist by L. James),,51,35
166,2,5:41.0,,D. Schröder makes 2-pt layup at rim,51,37
167,2,5:21.0,Offensive foul by K. Love (drawn by T. Prince),,51,37
168,2,5:21.0,Turnover by K. Love (offensive foul),,51,37
169,2,5:06.0,,D. Howard misses 2-pt hook shot from 6 ft,51,37
170,2,5:04.0,Defensive rebound by C. Frye,,51,37
171,2,4:56.0,,Violation by P. Millsap (kicked ball),51,37
172,2,4:56.0,,E. İlyasova enters the game for P. Millsap,51,37
173,2,4:48.0,J. Smith makes 3-pt jump shot from 25 ft (assist by K. Irving),,54,37
174,2,4:32.0,,T. Prince misses 3-pt jump shot from 25 ft,54,37
175,2,4:31.0,Defensive rebound by Team,,54,37
176,2,4:31.0,,M. Muscala enters the game for D. Howard,54,37
177,2,4:08.0,K. Irving makes 2-pt layup from 1 ft (assist by L. James),,56,37
178,2,3:42.0,,Shooting foul by C. Frye (drawn by T. Prince),56,37
179,2,3:42.0,,T. Prince misses free throw 1 of 2,56,37
180,2,3:42.0,,Offensive rebound by Team,56,37
181,2,3:42.0,R. Jefferson enters the game for C. Frye,,56,37
182,2,3:42.0,,T. Prince makes free throw 2 of 2,56,38
183,2,3:29.0,J. Smith misses 3-pt jump shot from 23 ft,,56,38
184,2,3:28.0,Offensive rebound by K. Love,,56,38
185,2,3:28.0,Shooting foul by T. Prince (drawn by K. Love),,56,38
186,2,3:28.0,K. Love makes free throw 1 of 2,,57,38
187,2,3:28.0,K. Love misses free throw 2 of 2,,57,38
188,2,3:28.0,,K. Bazemore enters the game for T. Hardaway,57,38
189,2,3:26.0,Offensive rebound by K. Love,,57,38
190,2,3:22.0,K. Love misses 2-pt hook shot from 10 ft,,57,38
191,2,3:21.0,,Defensive rebound by Team,57,38
192,2,3:12.0,,D. Schröder makes 2-pt jump shot from 10 ft,57,40
193,2,2:56.0,K. Love misses 3-pt jump shot from 25 ft,,57,40
194,2,2:54.0,,Defensive rebound by E. İlyasova,57,40
195,2,2:47.0,Offensive charge foul by K. Bazemore (drawn by R. Jefferson),,57,40
196,2,2:47.0,,Turnover by K. Bazemore (offensive foul),57,40
197,2,2:47.0,Official timeout,,57,40
198,2,2:31.0,J. Smith misses 3-pt jump shot from 24 ft,,57,40
199,2,2:30.0,Offensive rebound by K. Love,,57,40
200,2,2:28.0,K. Love makes 2-pt layup from 2 ft,,59,40
201,2,2:07.0,,Shooting foul by J. Smith (drawn by K. Bazemore),59,40
202,2,2:07.0,,K. Bazemore makes free throw 1 of 3,59,41
203,2,2:07.0,,K. Bazemore misses free throw 2 of 3,59,41
204,2,2:07.0,,Offensive rebound by Team,59,41
205,2,2:07.0,,P. Millsap enters the game for M. Muscala,59,41
206,2,2:07.0,,K. Bazemore makes free throw 3 of 3,59,42
207,2,2:02.0,L. James makes 2-pt layup from 1 ft (assist by K. Love),,61,42
208,2,1:41.0,,P. Millsap makes 2-pt dunk at rim (assist by T. Prince),61,44
209,2,1:22.0,K. Korver enters the game for R. Jefferson,,61,44
210,2,1:13.0,L. James misses 2-pt layup from 2 ft,,61,44
211,2,1:11.0,Offensive rebound by L. James,,61,44
212,2,1:10.0,L. James makes 2-pt layup at rim,,63,44
213,2,0:56.0,,D. Schröder misses 2-pt jump shot from 20 ft,63,44
214,2,0:54.0,,Offensive rebound by E. İlyasova,63,44
215,2,0:53.0,,E. İlyasova misses 2-pt layup at rim,63,44
216,2,0:50.0,,Offensive rebound by E. İlyasova,63,44
217,2,0:49.0,,E. İlyasova misses 2-pt layup from 2 ft,63,44
218,2,0:49.0,,Offensive rebound by E. İlyasova,63,44
219,2,0:49.0,,E. İlyasova misses 2-pt layup from 2 ft,63,44
220,2,0:48.0,Defensive rebound by K. Love,,63,44
221,2,0:32.0,K. Irving misses 2-pt jump shot from 21 ft,,63,44
222,2,0:32.0,Offensive rebound by Team,,63,44
223,2,0:32.0,,Loose ball foul by P. Millsap (drawn by K. Love),63,44
224,2,0:10.0,K. Irving makes 2-pt layup from 2 ft (assist by K. Love),,65,44
225,2,0:03.0,,E. İlyasova misses 3-pt jump shot from 24 ft,65,44
226,2,0:01.0,,Offensive rebound by K. Bazemore,65,44
227,2,0:01.0,Violation by L. James (def goaltending),,65,44
228,2,0:01.0,,K. Bazemore makes 2-pt layup from 1 ft,65,46
229,3,11:47.0,K. Irving makes 3-pt jump shot from 25 ft (assist by L. James),,68,46
230,3,11:28.0,,T. Prince makes 3-pt jump shot from 24 ft (assist by P. Millsap),68,49
231,3,11:13.0,K. Irving misses 2-pt jump shot from 21 ft,,68,49
232,3,11:13.0,,Defensive rebound by Team,68,49
233,3,11:03.0,,D. Schröder makes 2-pt layup from 4 ft (assist by D. Howard),68,51
234,3,10:44.0,L. James misses 3-pt jump shot from 25 ft,,68,51
235,3,10:42.0,,Defensive rebound by D. Schröder,68,51
236,3,10:38.0,,T. Prince misses 2-pt dunk at rim,68,51
237,3,10:38.0,Defensive rebound by Team,,68,51
238,3,10:21.0,L. James makes 3-pt jump shot from 25 ft (assist by K. Irving),,71,51
239,3,10:10.0,,D. Howard makes 2-pt hook shot from 5 ft (assist by D. Schröder),71,53
240,3,9:54.0,Personal foul by T. Hardaway (drawn by C. Frye),,71,53
241,3,9:38.0,J. Smith makes 3-pt jump shot from 23 ft (assist by L. James),,74,53
242,3,9:27.0,,D. Schröder makes 2-pt layup from 1 ft,74,55
243,3,9:12.0,K. Irving makes 3-pt jump shot from 25 ft,,77,55
244,3,8:55.0,,T. Hardaway makes 2-pt jump shot from 17 ft (assist by D. Howard),77,57
245,3,8:43.0,K. Irving makes 3-pt jump shot from 25 ft,,80,57
246,3,8:42.0,,Atlanta full timeout,80,57
247,3,8:33.0,,D. Schröder misses 3-pt jump shot from 25 ft,80,57
248,3,8:31.0,Defensive rebound by K. Love,,80,57
249,3,8:25.0,C. Frye misses 3-pt jump shot from 25 ft,,80,57
250,3,8:22.0,Offensive rebound by J. Smith,,80,57
251,3,8:09.0,Shooting foul by P. Millsap (drawn by L. James),,80,57
252,3,8:09.0,L. James makes free throw 1 of 2,,81,57
253,3,8:09.0,L. James makes free throw 2 of 2,,82,57
254,3,7:58.0,,D. Schröder misses 2-pt layup from 2 ft,82,57
255,3,7:56.0,Defensive rebound by C. Frye,,82,57
256,3,7:45.0,Turnover by K. Irving (lost ball; steal by D. Schröder),,82,57
257,3,7:41.0,,T. Hardaway makes 2-pt dunk at rim (assist by D. Schröder),82,59
258,3,7:13.0,K. Irving misses 3-pt jump shot from 25 ft,,82,59
259,3,7:11.0,,Defensive rebound by P. Millsap,82,59
260,3,7:05.0,,Turnover by P. Millsap (lost ball; steal by K. Irving),82,59
261,3,7:00.0,K. Love makes 2-pt layup from 1 ft (assist by K. Irving),,84,59
262,3,6:51.0,,T. Hardaway makes 2-pt dunk at rim (assist by D. Schröder),84,61
263,3,6:25.0,L. James makes 2-pt dunk at rim,,86,61
264,3,6:05.0,,T. Prince misses 2-pt jump shot from 4 ft (block by C. Frye),86,61
265,3,6:03.0,Defensive rebound by L. James,,86,61
266,3,5:57.0,K. Love misses 3-pt jump shot from 25 ft,,86,61
267,3,5:54.0,,Defensive rebound by T. Hardaway,86,61
268,3,5:49.0,,Turnover by P. Millsap (traveling),86,61
269,3,5:49.0,Cleveland full timeout,,86,61
270,3,5:49.0,,K. Bazemore enters the game for T. Prince,86,61
271,3,5:26.0,J. Smith misses 3-pt jump shot from 25 ft,,86,61
272,3,5:25.0,Offensive rebound by K. Love,,86,61
273,3,5:25.0,Turnover by Team (shot clock),,86,61
274,3,5:20.0,,Personal foul by L. James (drawn by K. Bazemore),86,61
275,3,5:20.0,K. Korver enters the game for J. Smith,,86,61
276,3,5:11.0,,Shooting foul by K. Love (drawn by P. Millsap),86,61
277,3,5:11.0,,P. Millsap makes free throw 1 of 2,86,62
278,3,5:11.0,,P. Millsap makes free throw 2 of 2,86,63
279,3,4:56.0,C. Frye misses 3-pt jump shot from 23 ft,,86,63
280,3,4:56.0,,Defensive rebound by Team,86,63
281,3,4:41.0,,D. Howard misses 2-pt hook shot from 9 ft,86,63
282,3,4:38.0,Defensive rebound by L. James,,86,63
283,3,4:25.0,L. James misses 2-pt jump shot from 17 ft,,86,63
284,3,4:22.0,,Defensive rebound by T. Hardaway,86,63
285,3,4:15.0,,D. Howard misses 2-pt jump shot from 7 ft (block by K. Love),86,63
286,3,4:13.0,Defensive rebound by K. Irving,,86,63
287,3,4:00.0,K. Irving misses 2-pt layup from 3 ft (block by D. Howard),,86,63
288,3,4:00.0,Offensive rebound by Team,,86,63
289,3,3:58.0,L. James makes 2-pt dunk at rim (assist by K. Irving),,88,63
290,3,3:45.0,,Shooting foul by K. Love (drawn by P. Millsap),88,63
291,3,3:45.0,,P. Millsap makes free throw 1 of 2,88,64
292,3,3:45.0,,E. İlyasova enters the game for D. Howard,88,64
293,3,3:45.0,R. Jefferson enters the game for L. James,,88,64
294,3,3:45.0,I. Shumpert enters the game for C. Frye,,88,64
295,3,3:45.0,,P. Millsap makes free throw 2 of 2,88,65
296,3,3:22.0,K. Irving misses 2-pt jump shot from 16 ft (block by D. Schröder),,88,65
297,3,3:20.0,,Defensive rebound by T. Hardaway,88,65
298,3,3:16.0,,T. Hardaway misses 3-pt jump shot from 25 ft,88,65
299,3,3:11.0,Defensive rebound by K. Love,,88,65
300,3,2:55.0,K. Love misses 2-pt jump shot from 12 ft,,88,65
301,3,2:52.0,,Defensive rebound by P. Millsap,88,65
302,3,2:47.0,,K. Bazemore misses 3-pt jump shot from 23 ft,88,65
303,3,2:46.0,Defensive rebound by K. Love,,88,65
304,3,2:30.0,K. Love misses 3-pt jump shot from 25 ft,,88,65
305,3,2:29.0,,Defensive rebound by D. Schröder,88,65
306,3,2:05.0,,K. Bazemore makes 2-pt jump shot from 21 ft (assist by D. Schröder),88,67
307,3,1:50.0,Offensive foul by K. Love (drawn by K. Bazemore),,88,67
308,3,1:50.0,Turnover by K. Love (offensive foul),,88,67
309,3,1:50.0,,M. Muscala enters the game for P. Millsap,88,67
310,3,1:50.0,L. James enters the game for K. Love,,88,67
311,3,1:37.0,Offensive charge foul by E. İlyasova (drawn by R. Jefferson),,88,67
312,3,1:37.0,,Turnover by E. İlyasova (offensive foul),88,67
313,3,1:37.0,,M. Dunleavy enters the game for T. Hardaway,88,67
314,3,1:18.0,I. Shumpert misses 2-pt jump shot from 22 ft,,88,67
315,3,1:17.0,,Defensive rebound by D. Schröder,88,67
316,3,1:09.0,,D. Schröder misses 3-pt jump shot from 25 ft,88,67
317,3,1:07.0,Defensive rebound by I. Shumpert,,88,67
318,3,1:00.0,L. James makes 2-pt layup from 2 ft (assist by K. Korver),,90,67
319,3,0:52.0,,M. Dunleavy misses 3-pt jump shot from 25 ft,90,67
320,3,0:52.0,Defensive rebound by Team,,90,67
321,3,0:52.0,,J. Calderón enters the game for D. Schröder,90,67
322,3,0:52.0,D. Williams enters the game for K. Irving,,90,67
323,3,0:34.0,L. James misses 2-pt jump shot from 22 ft,,90,67
324,3,0:33.0,,Defensive rebound by E. İlyasova,90,67
325,3,0:26.0,,Turnover by K. Bazemore (lost ball),90,67
326,3,0:20.0,K. Korver misses 3-pt jump shot from 25 ft,,90,67
327,3,0:18.0,Offensive rebound by K. Korver,,90,67
328,3,0:16.0,K. Korver makes 3-pt jump shot from 25 ft,,93,67
329,3,0:05.0,,Personal take foul by R. Jefferson (drawn by J. Calderón),93,67
330,3,0:02.0,,E. İlyasova misses 3-pt jump shot from 25 ft,93,67
331,3,0:00.0,Defensive rebound by I. Shumpert,,93,67
332,4,11:44.0,,M. Muscala makes 2-pt layup from 1 ft (assist by K. Bazemore),93,69
333,4,11:31.0,K. Korver misses 3-pt jump shot from 24 ft,,93,69
334,4,11:29.0,,Defensive rebound by E. İlyasova,93,69
335,4,11:20.0,,M. Dunleavy makes 2-pt layup from 3 ft (assist by M. Muscala),93,71
336,4,11:02.0,Turnover by R. Jefferson (lost ball; steal by K. Bazemore),,93,71
337,4,10:58.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by J. Calderón),93,73
338,4,10:58.0,,Shooting foul by K. Korver (drawn by E. İlyasova),93,73
339,4,10:58.0,,E. İlyasova makes free throw 1 of 1,93,74
340,4,10:44.0,L. James misses 2-pt layup at rim,,93,74
341,4,10:42.0,,Defensive rebound by M. Muscala,93,74
342,4,10:36.0,,E. İlyasova makes 2-pt jump shot from 7 ft (assist by J. Calderón),93,76
343,4,10:35.0,Cleveland full timeout,,93,76
344,4,10:22.0,Turnover by D. Williams (lost ball; steal by K. Bazemore),,93,76
345,4,10:08.0,,J. Calderón misses 3-pt jump shot from 25 ft,93,76
346,4,10:06.0,,Offensive rebound by J. Calderón,93,76
347,4,10:03.0,,J. Calderón misses 2-pt layup from 2 ft,93,76
348,4,10:01.0,Defensive rebound by L. James,,93,76
349,4,9:54.0,Turnover by L. James (bad pass; steal by M. Dunleavy),,93,76
350,4,9:43.0,,K. Bazemore misses 2-pt jump shot from 7 ft,93,76
351,4,9:40.0,Defensive rebound by D. Williams,,93,76
352,4,9:27.0,R. Jefferson misses 3-pt jump shot from 24 ft,,93,76
353,4,9:25.0,Offensive rebound by R. Jefferson,,93,76
354,4,9:22.0,D. Williams makes 3-pt jump shot from 25 ft (assist by R. Jefferson),,96,76
355,4,9:06.0,,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by K. Bazemore),96,79
356,4,8:47.0,Turnover by D. Williams (lost ball),,96,79
357,4,8:47.0,,M. Delaney enters the game for K. Bazemore,96,79
358,4,8:47.0,,T. Prince enters the game for J. Calderón,96,79
359,4,8:40.0,,Shooting foul by K. Korver (drawn by M. Dunleavy),96,79
360,4,8:40.0,,M. Dunleavy makes free throw 1 of 3,96,80
361,4,8:40.0,,M. Dunleavy makes free throw 2 of 3,96,81
362,4,8:40.0,,M. Dunleavy misses free throw 3 of 3,96,81
363,4,8:40.0,K. Irving enters the game for D. Williams,,96,81
364,4,8:40.0,K. Love enters the game for I. Shumpert,,96,81
365,4,8:39.0,Defensive rebound by K. Love,,96,81
366,4,8:24.0,L. James makes 2-pt layup from 1 ft,,98,81
367,4,8:05.0,,T. Prince makes 3-pt jump shot from 24 ft (assist by M. Dunleavy),98,84
368,4,7:35.0,Turnover by Team (shot clock),,98,84
369,4,7:26.0,Violation by K. Love (kicked ball),,98,84
370,4,7:17.0,,M. Muscala makes 2-pt jump shot from 13 ft (assist by M. Dunleavy),98,86
371,4,7:02.0,K. Irving misses 2-pt jump shot from 17 ft,,98,86
372,4,7:00.0,,Defensive rebound by M. Muscala,98,86
373,4,6:54.0,,E. İlyasova misses 3-pt jump shot from 25 ft,98,86
374,4,6:52.0,Defensive rebound by L. James,,98,86
375,4,6:35.0,K. Irving makes 2-pt layup from 2 ft,,100,86
376,4,6:18.0,,M. Delaney misses 2-pt jump shot from 9 ft,100,86
377,4,6:17.0,Defensive rebound by L. James,,100,86
378,4,6:06.0,L. James makes 2-pt dunk at rim,,102,86
379,4,6:06.0,,Atlanta full timeout,102,86
380,4,6:06.0,,K. Bazemore enters the game for T. Prince,102,86
381,4,6:06.0,,T. Hardaway enters the game for E. İlyasova,102,86
382,4,6:06.0,,P. Millsap enters the game for M. Dunleavy,102,86
383,4,6:06.0,J. Smith enters the game for R. Jefferson,,102,86
384,4,5:55.0,,Personal foul by L. James (drawn by P. Millsap),102,86
385,4,5:52.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by K. Bazemore),102,88
386,4,5:32.0,K. Irving makes 3-pt jump shot from 26 ft,,105,88
387,4,5:15.0,,Shooting foul by K. Korver (drawn by P. Millsap),105,88
388,4,5:15.0,,P. Millsap makes free throw 1 of 2,105,89
389,4,5:15.0,,P. Millsap makes free throw 2 of 2,105,90
390,4,4:53.0,K. Irving misses 2-pt layup from 1 ft,,105,90
391,4,4:51.0,,Defensive rebound by M. Muscala,105,90
