,QUARTER,TIME_REMAINING,DETROIT_ACTION,INDIANA_ACTION,DETROIT_SCORE,INDIANA_SCORE
44,1,5:34.0,J. Leuer misses 3-pt jump shot from 25 ft,,16,14
45,1,5:33.0,,Defensive rebound by P. George,16,14
46,1,5:20.0,,P. George makes 2-pt jump shot from 13 ft,16,16
47,1,5:04.0,R. Jackson makes 2-pt jump shot from 7 ft,,18,16
48,1,4:58.0,,J. Teague makes 2-pt layup from 4 ft,18,18
49,1,4:58.0,,Shooting foul by K. Caldwell-Pope (drawn by J. Teague),18,18
50,1,4:58.0,T. Harris enters the game for J. Leuer,,18,18
51,1,4:58.0,,J. Teague makes free throw 1 of 1,18,19
52,1,4:45.0,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by A. Drummond),,20,19
53,1,4:24.0,,J. Teague misses 3-pt jump shot from 25 ft,20,19
54,1,4:23.0,Defensive rebound by M. Morris,,20,19
55,1,4:12.0,A. Drummond makes 2-pt layup from 1 ft (assist by M. Morris),,22,19
56,1,3:50.0,,J. Teague misses 3-pt jump shot from 25 ft,22,19
57,1,3:49.0,,Offensive rebound by Team,22,19
58,1,3:49.0,,C. Miles enters the game for L. Allen,22,19
59,1,3:36.0,,P. George makes 3-pt jump shot from 26 ft,22,22
60,1,3:18.0,A. Drummond misses 2-pt hook shot from 7 ft,,22,22
61,1,3:18.0,,Defensive rebound by G. Robinson,22,22
62,1,3:05.0,,M. Turner makes 2-pt jump shot from 13 ft (assist by J. Teague),22,24
63,1,2:48.0,T. Harris misses 2-pt jump shot from 13 ft,,22,24
64,1,2:47.0,,Defensive rebound by G. Robinson,22,24
65,1,2:41.0,,C. Miles misses 3-pt jump shot from 27 ft,22,24
66,1,2:40.0,Defensive rebound by A. Drummond,,22,24
67,1,2:21.0,R. Jackson misses 2-pt jump shot from 21 ft,,22,24
68,1,2:21.0,,Defensive rebound by G. Robinson,22,24
69,1,2:11.0,,M. Turner makes 3-pt jump shot from 26 ft (assist by J. Teague),22,27
70,1,2:02.0,Detroit full timeout,,22,27
71,1,2:02.0,,Indiana full timeout,22,27
72,1,2:02.0,,A. Jefferson enters the game for P. George,22,27
73,1,2:02.0,,M. Ellis enters the game for M. Turner,22,27
74,1,2:02.0,A. Baynes enters the game for M. Morris,,22,27
75,1,2:02.0,S. Johnson enters the game for A. Drummond,,22,27
76,1,2:02.0,I. Smith enters the game for R. Jackson,,22,27
77,1,1:54.0,K. Caldwell-Pope makes 2-pt jump shot from 16 ft (assist by I. Smith),,24,27
78,1,1:38.0,,C. Miles misses 2-pt jump shot from 16 ft,24,27
79,1,1:37.0,Defensive rebound by K. Caldwell-Pope,,24,27
80,1,1:33.0,S. Johnson makes 2-pt layup from 3 ft,,26,27
81,1,1:33.0,Shooting foul by A. Jefferson (drawn by S. Johnson),,26,27
82,1,1:33.0,,A. Brooks enters the game for J. Teague,26,27
83,1,1:33.0,S. Johnson makes free throw 1 of 1,,27,27
84,1,1:19.0,,A. Jefferson misses 2-pt jump shot from 17 ft,27,27
85,1,1:18.0,Defensive rebound by I. Smith,,27,27
86,1,1:12.0,Turnover by I. Smith (bad pass; steal by G. Robinson),,27,27
87,1,1:11.0,,Personal foul by K. Caldwell-Pope (drawn by G. Robinson),27,27
88,1,1:11.0,Technical foul by K. Caldwell-Pope,,27,27
89,1,1:11.0,,C. Miles makes technical free throw,27,28
90,1,1:11.0,R. Bullock enters the game for K. Caldwell-Pope,,27,28
91,1,0:51.0,,C. Miles makes 2-pt jump shot from 22 ft,27,30
92,1,0:35.0,T. Harris makes 2-pt layup from 4 ft,,29,30
93,1,0:35.0,Shooting foul by C. Miles (drawn by T. Harris),,29,30
94,1,0:35.0,T. Harris makes free throw 1 of 1,,30,30
95,1,0:30.0,,A. Brooks misses 3-pt jump shot from 25 ft,30,30
96,1,0:29.0,Defensive rebound by R. Bullock,,30,30
97,1,0:05.0,T. Harris makes 2-pt jump shot from 18 ft,,32,30
98,1,0:00.0,,M. Ellis misses 2-pt jump shot from 14 ft,32,30
99,1,0:00.0,,Offensive rebound by Team,32,30
100,2,11:49.0,,M. Ellis misses 2-pt jump shot from 16 ft,32,30
101,2,11:48.0,,Offensive rebound by A. Jefferson,32,30
102,2,11:39.0,,A. Jefferson makes 2-pt layup from 2 ft,32,32
103,2,11:22.0,I. Smith misses 3-pt jump shot from 26 ft,,32,32
104,2,11:22.0,,Defensive rebound by G. Robinson,32,32
105,2,11:04.0,,M. Ellis misses 2-pt jump shot from 8 ft (block by A. Baynes),32,32
106,2,11:03.0,Defensive rebound by T. Harris,,32,32
107,2,10:58.0,Turnover by T. Harris (bad pass),,32,32
108,2,10:40.0,,A. Jefferson misses 2-pt jump shot from 7 ft,32,32
109,2,10:40.0,Defensive rebound by S. Johnson,,32,32
110,2,10:31.0,Shooting foul by A. Jefferson (drawn by T. Harris),,32,32
111,2,10:31.0,T. Harris makes free throw 1 of 2,,33,32
112,2,10:31.0,T. Harris makes free throw 2 of 2,,34,32
113,2,10:22.0,,Personal block foul by R. Bullock (drawn by M. Ellis),34,32
114,2,10:07.0,,A. Brooks misses 2-pt jump shot from 8 ft,34,32
115,2,10:07.0,Defensive rebound by S. Johnson,,34,32
116,2,10:00.0,S. Johnson makes 2-pt jump shot from 3 ft,,36,32
117,2,9:50.0,,C. Miles makes 3-pt jump shot from 26 ft,36,35
118,2,9:25.0,T. Harris misses 3-pt jump shot from 26 ft,,36,35
119,2,9:24.0,,Defensive rebound by A. Jefferson,36,35
120,2,9:13.0,,C. Miles makes 2-pt jump shot from 13 ft,36,37
121,2,9:08.0,Detroit full timeout,,36,37
122,2,9:08.0,,L. Allen enters the game for C. Miles,36,37
123,2,8:59.0,T. Harris misses 3-pt jump shot from 26 ft,,36,37
124,2,8:58.0,,Defensive rebound by M. Ellis,36,37
125,2,8:45.0,,A. Jefferson makes 2-pt jump shot from 10 ft (assist by M. Ellis),36,39
126,2,8:23.0,S. Johnson misses 2-pt jump shot from 11 ft,,36,39
127,2,8:23.0,Offensive rebound by A. Baynes,,36,39
128,2,8:22.0,A. Baynes misses 2-pt layup from 2 ft,,36,39
129,2,8:19.0,,Defensive rebound by A. Brooks,36,39
130,2,8:06.0,,G. Robinson misses 3-pt jump shot from 25 ft,36,39
131,2,8:06.0,Defensive rebound by S. Johnson,,36,39
132,2,7:56.0,R. Bullock makes 3-pt jump shot from 24 ft (assist by I. Smith),,39,39
133,2,7:31.0,,M. Ellis misses 3-pt jump shot from 23 ft,39,39
134,2,7:30.0,Defensive rebound by T. Harris,,39,39
135,2,7:23.0,T. Harris misses 2-pt layup from 3 ft,,39,39
136,2,7:21.0,Offensive rebound by A. Baynes,,39,39
137,2,7:21.0,A. Baynes misses 2-pt layup from 2 ft,,39,39
138,2,7:20.0,,Defensive rebound by A. Jefferson,39,39
139,2,7:14.0,,G. Robinson makes 2-pt dunk from 2 ft (assist by A. Brooks),39,41
140,2,7:01.0,Shooting foul by A. Jefferson (drawn by A. Baynes),,39,41
141,2,7:01.0,A. Baynes makes free throw 1 of 2,,40,41
142,2,7:01.0,A. Baynes misses free throw 2 of 2,,40,41
143,2,7:01.0,,Defensive rebound by M. Turner,40,41
144,2,7:01.0,,P. George enters the game for G. Robinson,40,41
145,2,7:01.0,,M. Turner enters the game for A. Jefferson,40,41
146,2,7:01.0,R. Jackson enters the game for S. Johnson,,40,41
147,2,7:01.0,M. Morris enters the game for I. Smith,,40,41
148,2,7:01.0,J. Leuer enters the game for R. Bullock,,40,41
149,2,6:45.0,,A. Brooks misses 3-pt jump shot from 26 ft,40,41
150,2,6:44.0,Defensive rebound by M. Morris,,40,41
151,2,6:37.0,Shooting foul by M. Ellis (drawn by A. Baynes),,40,41
152,2,6:37.0,A. Baynes makes free throw 1 of 2,,41,41
153,2,6:37.0,A. Baynes misses free throw 2 of 2,,41,41
154,2,6:37.0,,Defensive rebound by L. Allen,41,41
155,2,6:37.0,,J. Teague enters the game for A. Brooks,41,41
156,2,6:37.0,S. Johnson enters the game for T. Harris,,41,41
157,2,6:18.0,,L. Allen misses 2-pt layup from 3 ft,41,41
158,2,6:16.0,Defensive rebound by J. Leuer,,41,41
159,2,6:04.0,M. Morris misses 2-pt jump shot from 20 ft,,41,41
160,2,6:03.0,,Defensive rebound by M. Ellis,41,41
161,2,5:58.0,,Turnover by M. Ellis (bad pass; steal by M. Morris),41,41
162,2,5:58.0,Personal take foul by M. Ellis (drawn by M. Morris),,41,41
163,2,5:58.0,Official timeout,,41,41
164,2,5:58.0,A. Drummond enters the game for A. Baynes,,41,41
165,2,5:58.0,K. Caldwell-Pope enters the game for S. Johnson,,41,41
166,2,5:50.0,M. Morris misses 2-pt jump shot from 5 ft (block by M. Turner),,41,41
167,2,5:50.0,,Defensive rebound by Team,41,41
168,2,5:50.0,Violation by Team (delay of game),,41,41
169,2,5:28.0,,P. George misses 3-pt jump shot from 25 ft,41,41
170,2,5:27.0,,Offensive rebound by M. Turner,41,41
171,2,5:25.0,,M. Turner misses 2-pt layup from 2 ft,41,41
172,2,5:24.0,Defensive rebound by M. Morris,,41,41
173,2,5:18.0,R. Jackson misses 2-pt layup from 2 ft,,41,41
174,2,5:17.0,,Defensive rebound by M. Turner,41,41
175,2,5:08.0,,J. Teague makes 2-pt jump shot from 7 ft,41,43
176,2,4:54.0,R. Jackson misses 2-pt layup from 4 ft,,41,43
177,2,4:53.0,,Defensive rebound by M. Ellis,41,43
178,2,4:38.0,,Personal foul by R. Jackson (drawn by J. Teague),41,43
179,2,4:38.0,,J. Teague misses free throw 1 of 3,41,43
180,2,4:38.0,,Offensive rebound by Team,41,43
181,2,4:38.0,,J. Teague makes free throw 2 of 3,41,44
182,2,4:38.0,,J. Teague makes free throw 3 of 3,41,45
183,2,4:26.0,Turnover by J. Leuer (traveling),,41,45
184,2,4:14.0,,J. Teague makes 2-pt jump shot from 11 ft,41,47
185,2,4:01.0,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,,41,47
186,2,4:01.0,Offensive rebound by Team,,41,47
187,2,4:01.0,,Loose ball foul by P. George (drawn by M. Morris),41,47
188,2,4:01.0,M. Morris makes free throw 1 of 2,,42,47
189,2,4:01.0,M. Morris makes free throw 2 of 2,,43,47
190,2,3:42.0,,Personal foul by R. Jackson (drawn by M. Turner),43,47
191,2,3:34.0,,M. Turner makes 2-pt jump shot from 12 ft (assist by L. Allen),43,49
192,2,3:19.0,Shooting foul by M. Ellis (drawn by A. Drummond),,43,49
193,2,3:19.0,A. Drummond misses free throw 1 of 2,,43,49
194,2,3:19.0,Offensive rebound by Team,,43,49
195,2,3:19.0,,G. Robinson enters the game for M. Ellis,43,49
196,2,3:19.0,A. Drummond makes free throw 2 of 2,,44,49
197,2,3:01.0,,L. Allen makes 2-pt jump shot from 21 ft (assist by P. George),44,51
198,2,2:49.0,A. Drummond makes 2-pt layup from 4 ft (assist by R. Jackson),,46,51
199,2,2:49.0,Shooting foul by M. Turner (drawn by A. Drummond),,46,51
200,2,2:49.0,,Indiana full timeout,46,51
201,2,2:49.0,I. Smith enters the game for K. Caldwell-Pope,,46,51
202,2,2:49.0,S. Johnson enters the game for R. Jackson,,46,51
203,2,2:49.0,A. Drummond makes free throw 1 of 1,,47,51
204,2,2:32.0,,P. George makes 3-pt jump shot from 25 ft,47,54
205,2,2:12.0,A. Drummond misses 2-pt hook shot from 6 ft,,47,54
206,2,2:11.0,Offensive rebound by J. Leuer,,47,54
207,2,2:09.0,J. Leuer makes 2-pt layup from 2 ft,,49,54
208,2,1:57.0,,J. Teague misses 2-pt jump shot from 7 ft (block by M. Morris),49,54
209,2,1:57.0,Defensive rebound by I. Smith,,49,54
210,2,1:46.0,M. Morris makes 2-pt jump shot from 14 ft (assist by I. Smith),,51,54
211,2,1:25.0,,P. George makes 2-pt jump shot from 16 ft,51,56
212,2,0:59.0,M. Morris makes 2-pt layup from 1 ft,,53,56
213,2,0:52.0,,J. Teague misses 2-pt jump shot from 6 ft (block by I. Smith),53,56
214,2,0:51.0,Defensive rebound by M. Morris,,53,56
215,2,0:47.0,J. Leuer makes 2-pt layup from 2 ft (assist by S. Johnson),,55,56
216,2,0:30.0,,J. Teague misses 3-pt jump shot from 25 ft,55,56
217,2,0:29.0,Defensive rebound by A. Drummond,,55,56
218,2,0:06.0,I. Smith misses 2-pt jump shot from 22 ft (block by J. Teague),,55,56
219,2,0:05.0,Offensive rebound by M. Morris,,55,56
220,2,0:04.0,M. Morris makes 3-pt jump shot from 26 ft,,58,56
221,3,11:45.0,,P. George makes 2-pt jump shot from 17 ft (assist by J. Teague),58,58
222,3,11:24.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,58,58
223,3,11:23.0,Offensive rebound by A. Drummond,,58,58
224,3,11:22.0,A. Drummond makes 2-pt layup from 2 ft,,60,58
225,3,11:03.0,,Turnover by P. George (lost ball; steal by A. Drummond),60,58
226,3,10:53.0,Turnover by A. Drummond (traveling),,60,58
227,3,10:40.0,,C. Miles misses 3-pt jump shot from 26 ft,60,58
228,3,10:39.0,Defensive rebound by A. Drummond,,60,58
229,3,10:29.0,Shooting foul by P. George (drawn by A. Drummond),,60,58
230,3,10:29.0,A. Drummond makes free throw 1 of 2,,61,58
231,3,10:29.0,A. Drummond misses free throw 2 of 2,,61,58
232,3,10:29.0,,Defensive rebound by L. Allen,61,58
233,3,10:18.0,,P. George misses 2-pt jump shot from 17 ft,61,58
234,3,10:16.0,Defensive rebound by R. Jackson,,61,58
235,3,10:03.0,Turnover by A. Drummond (3 sec),,61,58
236,3,9:39.0,,C. Miles makes 3-pt jump shot from 24 ft (assist by L. Allen),61,61
237,3,9:27.0,Personal foul by C. Miles (drawn by K. Caldwell-Pope),,61,61
238,3,9:21.0,J. Leuer misses 3-pt jump shot from 27 ft,,61,61
239,3,9:19.0,,Defensive rebound by P. George,61,61
240,3,9:07.0,,M. Turner misses 3-pt jump shot from 26 ft,61,61
241,3,9:06.0,,Offensive rebound by L. Allen,61,61
242,3,9:02.0,,P. George makes 3-pt jump shot from 25 ft (assist by L. Allen),61,64
243,3,8:56.0,Detroit full timeout,,61,64
244,3,8:56.0,Technical foul by Team,,61,64
245,3,8:56.0,Violation by Team (delay of game),,61,64
246,3,8:56.0,,P. George misses technical free throw,61,64
247,3,8:56.0,Offensive rebound by Team,,61,64
248,3,8:47.0,Shooting foul by M. Turner (drawn by M. Morris),,61,64
249,3,8:47.0,M. Morris makes free throw 1 of 2,,62,64
250,3,8:47.0,M. Morris makes free throw 2 of 2,,63,64
251,3,8:28.0,,L. Allen makes 2-pt jump shot from 21 ft (assist by J. Teague),63,66
252,3,8:12.0,Turnover by J. Leuer (lost ball; steal by J. Teague),,63,66
253,3,8:10.0,,Turnover by L. Allen (dbl dribble),63,66
254,3,7:59.0,A. Drummond misses 2-pt jump shot from 9 ft,,63,66
255,3,7:56.0,Offensive rebound by R. Jackson,,63,66
256,3,7:48.0,J. Leuer makes 2-pt jump shot from 14 ft (assist by R. Jackson),,65,66
257,3,7:29.0,,L. Allen makes 2-pt layup from 4 ft (assist by P. George),65,68
258,3,7:08.0,J. Leuer misses 2-pt jump shot from 19 ft,,65,68
259,3,7:08.0,Offensive rebound by A. Drummond,,65,68
260,3,7:08.0,Personal foul by M. Turner (drawn by A. Drummond),,65,68
261,3,6:52.0,R. Jackson misses 3-pt jump shot from 28 ft,,65,68
262,3,6:51.0,,Defensive rebound by L. Allen,65,68
263,3,6:35.0,,C. Miles misses 3-pt jump shot from 25 ft,65,68
264,3,6:35.0,Defensive rebound by J. Leuer,,65,68
265,3,6:21.0,Turnover by A. Drummond (traveling),,65,68
266,3,6:09.0,,P. George makes 2-pt jump shot from 19 ft (assist by J. Teague),65,70
267,3,5:50.0,J. Leuer misses 2-pt jump shot from 16 ft,,65,70
268,3,5:49.0,,Defensive rebound by C. Miles,65,70
269,3,5:43.0,,Shooting foul by A. Drummond (drawn by L. Allen),65,70
270,3,5:43.0,,L. Allen makes free throw 1 of 2,65,71
271,3,5:43.0,,L. Allen makes free throw 2 of 2,65,72
272,3,5:28.0,Turnover by R. Jackson (discontinued dribble),,65,72
273,3,5:28.0,,G. Robinson enters the game for C. Miles,65,72
274,3,5:13.0,,J. Teague makes 2-pt jump shot from 18 ft,65,74
275,3,5:07.0,Detroit full timeout,,65,74
276,3,5:07.0,T. Harris enters the game for J. Leuer,,65,74
277,3,4:56.0,Turnover by K. Caldwell-Pope (lost ball; steal by L. Allen),,65,74
278,3,4:32.0,,L. Allen makes 2-pt jump shot from 18 ft (assist by G. Robinson),65,76
279,3,4:04.0,Turnover by A. Drummond (lost ball; steal by P. George),,65,76
280,3,3:55.0,,G. Robinson misses 2-pt jump shot from 18 ft,65,76
281,3,3:55.0,Defensive rebound by T. Harris,,65,76
282,3,3:40.0,R. Jackson misses 2-pt jump shot from 21 ft,,65,76
283,3,3:38.0,,Defensive rebound by M. Turner,65,76
284,3,3:22.0,,M. Turner makes 2-pt jump shot from 15 ft (assist by J. Teague),65,78
285,3,3:10.0,Turnover by A. Drummond (offensive foul),,65,78
286,3,3:10.0,Offensive foul by A. Drummond (drawn by M. Turner),,65,78
287,3,3:10.0,,A. Jefferson enters the game for M. Turner,65,78
288,3,3:10.0,I. Smith enters the game for A. Drummond,,65,78
289,3,3:10.0,S. Johnson enters the game for K. Caldwell-Pope,,65,78
290,3,3:10.0,A. Baynes enters the game for R. Jackson,,65,78
291,3,2:57.0,,J. Teague misses 2-pt jump shot from 15 ft,65,78
292,3,2:56.0,Defensive rebound by T. Harris,,65,78
293,3,2:49.0,Turnover by T. Harris (lost ball; steal by J. Teague),,65,78
294,3,2:44.0,,J. Teague misses 2-pt layup from 2 ft,65,78
295,3,2:44.0,Defensive rebound by Team,,65,78
296,3,2:44.0,,A. Brooks enters the game for J. Teague,65,78
297,3,2:44.0,,M. Ellis enters the game for P. George,65,78
298,3,2:34.0,Def 3 sec tech foul by A. Jefferson,,65,78
299,3,2:34.0,T. Harris makes technical free throw,,66,78
300,3,2:34.0,,Indiana full timeout,66,78
301,3,2:34.0,,C. Miles enters the game for L. Allen,66,78
302,3,2:24.0,Turnover by M. Morris (traveling),,66,78
303,3,2:08.0,,A. Jefferson makes 2-pt jump shot from 6 ft,66,80
304,3,2:00.0,Personal foul by C. Miles (drawn by M. Morris),,66,80
305,3,2:00.0,M. Morris makes free throw 1 of 2,,67,80
306,3,2:00.0,M. Morris makes free throw 2 of 2,,68,80
307,3,1:53.0,,Personal foul by S. Johnson (drawn by M. Ellis),68,80
308,3,1:40.0,,A. Jefferson makes 2-pt jump shot from 7 ft,68,82
309,3,1:21.0,Turnover by S. Johnson (lost ball; steal by M. Ellis),,68,82
310,3,1:14.0,,M. Ellis misses 3-pt jump shot from 26 ft,68,82
311,3,1:13.0,Defensive rebound by A. Baynes,,68,82
312,3,1:03.0,A. Baynes makes 2-pt jump shot from 11 ft (assist by I. Smith),,70,82
313,3,0:48.0,,A. Jefferson misses 2-pt jump shot from 10 ft,70,82
314,3,0:47.0,Defensive rebound by A. Baynes,,70,82
315,3,0:41.0,I. Smith makes 2-pt jump shot from 12 ft,,72,82
316,3,0:17.0,,Turnover by A. Brooks (lost ball),72,82
317,3,0:00.0,T. Harris misses 2-pt jump shot from 16 ft,,72,82
318,3,0:00.0,Offensive rebound by Team,,72,82
319,4,11:39.0,S. Johnson misses 2-pt jump shot from 19 ft,,72,82
320,4,11:39.0,Offensive rebound by K. Caldwell-Pope,,72,82
321,4,11:35.0,I. Smith makes 2-pt jump shot from 16 ft,,74,82
322,4,11:11.0,,Shooting foul by A. Baynes (drawn by A. Jefferson),74,82
323,4,11:11.0,,A. Jefferson misses free throw 1 of 2,74,82
324,4,11:11.0,,Offensive rebound by Team,74,82
325,4,11:11.0,,A. Jefferson makes free throw 2 of 2,74,83
326,4,10:56.0,T. Harris misses 2-pt layup from 3 ft (block by A. Jefferson),,74,83
327,4,10:55.0,,Defensive rebound by C. Miles,74,83
328,4,10:40.0,,Turnover by A. Jefferson (offensive goaltending),74,83
329,4,10:25.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,74,83
330,4,10:25.0,,Defensive rebound by G. Robinson,74,83
331,4,10:13.0,,A. Jefferson makes 2-pt layup from 4 ft (assist by A. Brooks),74,85
332,4,9:59.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,74,85
333,4,9:59.0,,Defensive rebound by C. Miles,74,85
334,4,9:44.0,,A. Jefferson makes 2-pt jump shot from 4 ft (assist by M. Ellis),74,87
335,4,9:36.0,Detroit full timeout,,74,87
336,4,9:36.0,A. Drummond enters the game for A. Baynes,,74,87
337,4,9:20.0,Turnover by T. Harris (bad pass),,74,87
338,4,9:02.0,,G. Robinson misses 3-pt jump shot from 23 ft,74,87
339,4,9:01.0,Defensive rebound by A. Drummond,,74,87
340,4,8:52.0,I. Smith misses 2-pt jump shot from 19 ft,,74,87
341,4,8:51.0,,Defensive rebound by G. Robinson,74,87
342,4,8:33.0,,Shooting foul by T. Harris (drawn by M. Ellis),74,87
343,4,8:33.0,,M. Ellis misses free throw 1 of 2,74,87
344,4,8:33.0,,Offensive rebound by Team,74,87
345,4,8:33.0,J. Leuer enters the game for S. Johnson,,74,87
346,4,8:33.0,,M. Turner enters the game for A. Jefferson,74,87
347,4,8:33.0,,P. George enters the game for G. Robinson,74,87
348,4,8:33.0,,M. Ellis makes free throw 2 of 2,74,88
349,4,8:16.0,A. Drummond makes 2-pt jump shot from 7 ft (assist by I. Smith),,76,88
350,4,7:52.0,,A. Brooks makes 2-pt jump shot from 14 ft,76,90
351,4,7:34.0,Turnover by I. Smith (bad pass; steal by M. Turner),,76,90
352,4,7:27.0,,P. George misses 3-pt jump shot from 25 ft,76,90
353,4,7:25.0,Defensive rebound by J. Leuer,,76,90
354,4,7:13.0,T. Harris misses 2-pt jump shot from 16 ft,,76,90
355,4,7:12.0,,Defensive rebound by M. Turner,76,90
356,4,7:00.0,,A. Brooks makes 3-pt jump shot from 25 ft (assist by C. Miles),76,93
357,4,6:58.0,Detroit full timeout,,76,93
358,4,6:58.0,,J. Teague enters the game for A. Brooks,76,93
359,4,6:58.0,,L. Allen enters the game for C. Miles,76,93
360,4,6:58.0,R. Jackson enters the game for T. Harris,,76,93
361,4,6:58.0,M. Morris enters the game for I. Smith,,76,93
362,4,6:43.0,K. Caldwell-Pope misses 2-pt jump shot from 13 ft,,76,93
363,4,6:41.0,,Defensive rebound by M. Turner,76,93
364,4,6:28.0,,Shooting foul by R. Jackson (drawn by M. Turner),76,93
365,4,6:28.0,,M. Turner makes 2-pt layup from 4 ft,76,95
366,4,6:28.0,,M. Turner misses free throw 1 of 1,76,95
367,4,6:28.0,Defensive rebound by A. Drummond,,76,95
368,4,6:11.0,J. Leuer makes 2-pt jump shot from 17 ft,,78,95
369,4,5:55.0,,L. Allen misses 2-pt jump shot from 20 ft,78,95
370,4,5:55.0,Defensive rebound by Team,,78,95
371,4,5:55.0,,Loose ball foul by M. Turner (drawn by A. Drummond),78,95
372,4,5:44.0,R. Jackson misses 2-pt jump shot from 20 ft,,78,95
373,4,5:43.0,,Defensive rebound by M. Ellis,78,95
374,4,5:22.0,,L. Allen makes 2-pt jump shot from 21 ft (assist by J. Teague),78,97
375,4,5:02.0,Turnover by A. Drummond (lost ball; steal by L. Allen),,78,97
376,4,4:41.0,,M. Turner misses 2-pt jump shot from 15 ft,78,97
377,4,4:39.0,Defensive rebound by A. Drummond,,78,97
378,4,4:27.0,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,,78,97
379,4,4:26.0,,Defensive rebound by J. Teague,78,97
380,4,4:17.0,,J. Teague makes 2-pt layup from 1 ft,78,99
381,4,4:03.0,M. Morris makes 3-pt jump shot from 25 ft (assist by R. Jackson),,81,99
382,4,3:42.0,,M. Turner misses 2-pt jump shot from 7 ft,81,99
383,4,3:41.0,,Offensive rebound by L. Allen,81,99
384,4,3:37.0,,M. Turner misses 3-pt jump shot from 26 ft,81,99
385,4,3:36.0,Defensive rebound by A. Drummond,,81,99
386,4,3:21.0,Turnover by J. Leuer (bad pass; steal by M. Turner),,81,99
387,4,3:15.0,,J. Teague misses 2-pt layup from 3 ft,81,99
388,4,3:15.0,Defensive rebound by J. Leuer,,81,99
389,4,3:06.0,R. Jackson misses 3-pt jump shot from 26 ft,,81,99
390,4,3:06.0,,Defensive rebound by Team,81,99
