,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,ATLANTA_ACTION,LA LAKERS_SCORE,ATLANTA_SCORE
385,4,8:07.0,Official timeout,,104,100
386,4,8:07.0,J. Clarkson misses free throw 1 of 2,,104,100
387,4,8:07.0,Offensive rebound by Team,,104,100
388,4,8:07.0,,D. Howard enters the game for M. Muscala,104,100
389,4,8:07.0,,D. Schröder enters the game for M. Delaney,104,100
390,4,8:07.0,J. Clarkson makes free throw 2 of 2,,105,100
391,4,7:55.0,,Turnover by T. Hardaway (lost ball; steal by L. Williams),105,100
392,4,7:37.0,Turnover by J. Clarkson (bad pass; steal by P. Millsap),,105,100
393,4,7:37.0,,Turnover by P. Millsap (bad pass),105,100
394,4,7:37.0,,K. Bazemore enters the game for T. Hardaway,105,100
395,4,7:37.0,,K. Korver enters the game for T. Sefolosha,105,100
396,4,7:30.0,L. Williams makes 2-pt jump shot from 3 ft,,107,100
397,4,7:22.0,,Personal foul by L. Williams,107,100
398,4,7:16.0,,K. Korver misses 3-pt jump shot from 25 ft,107,100
399,4,7:13.0,Defensive rebound by L. Deng,,107,100
400,4,6:57.0,Personal foul by D. Howard,,107,100
401,4,6:52.0,Turnover by J. Clarkson (lost ball; steal by D. Howard),,107,100
402,4,6:47.0,,D. Schröder makes 2-pt layup from 1 ft,107,102
403,4,6:29.0,L. Deng misses 2-pt jump shot from 8 ft,,107,102
404,4,6:27.0,Offensive rebound by L. Deng,,107,102
405,4,6:26.0,L. Deng misses 2-pt layup from 1 ft,,107,102
406,4,6:25.0,,Defensive rebound by D. Howard,107,102
407,4,6:06.0,,D. Schröder misses 3-pt jump shot from 25 ft,107,102
408,4,6:05.0,Defensive rebound by L. Deng,,107,102
409,4,5:42.0,L. Deng misses 2-pt jump shot from 7 ft,,107,102
410,4,5:40.0,,Defensive rebound by D. Howard,107,102
411,4,5:32.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Schröder),107,105
412,4,5:29.0,LA Lakers full timeout,,107,105
413,4,5:28.0,J. Randle enters the game for L. Deng,,107,105
414,4,5:28.0,D. Russell enters the game for J. Clarkson,,107,105
415,4,5:07.0,D. Russell misses 2-pt jump shot from 17 ft,,107,105
416,4,5:04.0,,Defensive rebound by K. Korver,107,105
417,4,4:57.0,,K. Korver misses 3-pt jump shot from 25 ft,107,105
418,4,4:56.0,Defensive rebound by D. Russell,,107,105
419,4,4:38.0,L. Williams makes 2-pt jump shot from 13 ft (assist by D. Russell),,109,105
420,4,4:19.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by D. Schröder),109,108
421,4,3:59.0,L. Nance misses 3-pt jump shot from 25 ft,,109,108
422,4,3:57.0,,Defensive rebound by K. Korver,109,108
423,4,3:49.0,,Turnover by D. Schröder (lost ball; steal by L. Nance),109,108
424,4,3:38.0,J. Randle makes 2-pt layup from 1 ft (assist by L. Williams),,111,108
425,4,3:20.0,,D. Howard makes 2-pt dunk at rim (assist by K. Bazemore),111,110
426,4,2:54.0,D. Russell makes 2-pt jump shot from 19 ft (assist by B. Ingram),,113,110
427,4,2:50.0,,Atlanta full timeout,113,110
428,4,2:50.0,N. Young enters the game for B. Ingram,,113,110
429,4,2:40.0,,K. Bazemore misses 2-pt layup at rim,113,110
430,4,2:37.0,,Offensive rebound by D. Howard,113,110
431,4,2:37.0,,D. Howard makes 2-pt layup from 2 ft,113,112
432,4,2:11.0,L. Williams makes 3-pt jump shot from 27 ft,,116,112
433,4,1:57.0,,D. Schröder misses 2-pt layup at rim,116,112
434,4,1:55.0,Defensive rebound by L. Nance,,116,112
435,4,1:40.0,L. Nance makes 2-pt dunk at rim (assist by L. Williams),,118,112
436,4,1:40.0,,Atlanta full timeout,118,112
437,4,1:30.0,,Offensive foul by D. Howard (drawn by N. Young),118,112
438,4,1:30.0,,Turnover by D. Howard (offensive foul),118,112
439,4,1:18.0,,Offensive charge foul by L. Nance (drawn by P. Millsap),118,112
440,4,1:18.0,Turnover by L. Nance (offensive foul),,118,112
441,4,1:09.0,,Shooting foul by J. Randle (drawn by D. Schröder),118,112
442,4,1:09.0,,D. Schröder makes free throw 1 of 2,118,113
443,4,1:09.0,,T. Sefolosha enters the game for K. Korver,118,113
444,4,1:09.0,,D. Schröder makes free throw 2 of 2,118,114
445,4,0:54.0,D. Russell misses 2-pt layup from 2 ft,,118,114
446,4,0:52.0,,Defensive rebound by Team,118,114
447,4,0:52.0,,K. Korver enters the game for T. Sefolosha,118,114
448,4,0:38.0,,D. Schröder misses 2-pt layup from 2 ft (block by J. Randle),118,114
449,4,0:35.0,Defensive rebound by L. Nance,,118,114
450,4,0:18.0,N. Young makes 3-pt jump shot from 23 ft (assist by D. Russell),,121,114
451,4,0:18.0,,Atlanta full timeout,121,114
452,4,0:10.0,,K. Bazemore misses 3-pt jump shot from 23 ft,121,114
453,4,0:10.0,,Offensive rebound by D. Howard,121,114
454,4,0:10.0,,D. Howard makes 2-pt layup at rim,121,116
455,4,0:09.0,L. Nance makes 2-pt dunk at rim (assist by D. Russell),,123,116
456,4,0:09.0,L. Deng enters the game for L. Nance,,123,116
